EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,Corner3Assists,ShortMidRangeAssists,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceFtPoints,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,DefensiveGoaltends,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,Travels,DefCorner3ReboundPct,3SecondViolations,Loose Ball Fouls,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,SecondChanceAtRimPctAssisted,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,755.0,13,-7.0,26,25,10,1,4,51,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2,1.0,3.0,5.0,30,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,10,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6,16.666666666666668,1.0,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.2,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.8,0.3333333333333333,0.5104599999999999,0.4923,0.49035,3.6,24.8,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,2640.0,44,-4.0,89,91,19,37,13,180,3.0,,,1.0,,4.0,2.0,1.0,5,1.0,5.0,7.0,81,1.0,2.0,2.0,3.0,4.0,,2.0,,3.0,3.0,,3.0,19,1.0,0.2,0.2,0.2,0.25,0.3181818181818182,0.5,11.538461538461538,,0.06451612903225806,0.07692307692307693,0.06666666666666667,0.3,0.1,,,0.4,,,,,0.6666666666666666,0.8,,0.563195,0.470675,0.6003166666666667,6.12,24.34,0.21348314606741572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,1.0,0.125,0.1111111111111111,0.125,1.0,0.3333333333333333,0.5,0.1,0.1,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.09090909090909091,0.16666666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,1642.0,27,-12.0,53,53,8,17,8,106,5.0,1.0,2.0,5.0,,,,5.0,11,,,12.0,57,1.0,,2.0,,,,2.0,1.0,4.0,7.0,1.0,1.0,8,,,,0.45454545454545453,0.45454545454545453,0.5,,20.634920634920636,0.3333333333333333,0.14285714285714285,0.15,0.14285714285714285,0.45454545454545453,0.45454545454545453,0.4,0.5,,,,,1.0,,0.45454545454545453,,0.46105454545454544,,,4.9818181818181815,,0.1509433962264151,3.0,,,1.0,,,,2.0,,,,2.0,3.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,2.0,2.0,2.0,,,,1.0,0.2727272727272727,0.4,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.6,1.0,0.09090909090909091,,,,,,,,,,0.16666666666666666,1.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,1.0,1.0,1.0,0.2,1.0,0.043478260869565216,0.16666666666666666,0.06896551724137931,0.14285714285714285,0.16666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1610612748,Tim Hardaway,Tim Hardaway,896,MIA,1382.0,23,,45,46,7,16,8,91,2.0,,,3.0,,3.0,1.0,2.0,8,,3.0,7.0,40,1.0,1.0,4.0,,3.0,,1.0,1.0,3.0,5.0,2.0,2.0,7,,,,0.25,0.18181818181818182,0.2692307692307692,0.2727272727272727,25.925925925925924,0.3333333333333333,0.07142857142857142,0.1,0.125,0.18181818181818182,0.2727272727272727,,,0.2727272727272727,,,,,0.5,0.45454545454545453,,0.46569545454545447,0.5114666666666666,0.529425,10.087499999999999,25.5,0.15555555555555556,,,1.0,3.0,,,2.0,3.0,2.0,,1.0,2.0,1.0,4.0,3.0,7.0,2.0,2.0,,17.0,1.0,,,1.0,1.0,1.0,,4.0,2.0,,,,,2.0,,,,0.3333333333333333,0.125,0.5,1.0,0.16666666666666666,,0.2,,,,0.2727272727272727,,,,,0.6666666666666666,0.5,,0.15384615384615385,0.2,0.2857142857142857,,,,2.0,,,1.0,1.0,,2.0,,,,,,,,,0.04,0.16666666666666666,0.06451612903225806,,0.16666666666666666,,,,,2.0,1.0,2.0,0.09090909090909091,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1610612748,Don MacLean,Don MacLean,931,MIA,4582.0,76,-8.0,153,156,58,70,20,309,6.0,1.0,,4.0,2.0,2.0,,8.0,18,2.0,2.0,31.0,147,2.0,,2.0,6.0,2.0,2.0,5.0,2.0,11.0,18.0,3.0,9.0,58,1.0,1.0,1.0,0.4444444444444444,0.55,0.5961538461538461,0.1,20.454545454545453,0.3333333333333333,0.09090909090909091,0.13043478260869565,0.1,0.3,0.2,,,0.1,1.0,1.0,1.0,0.5,,0.4,1.0,0.46564249999999996,0.5715,0.4363200000000001,9.472222222222223,24.049999999999997,0.3790849673202614,4.0,1.0,2.0,8.0,,,,9.0,,2.0,5.0,10.0,1.0,3.0,1.0,4.0,,1.0,2.0,9.0,4.0,5.0,3.0,4.0,3.0,10.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.4,0.4,0.5555555555555556,0.05555555555555555,,0.4,0.2857142857142857,0.05555555555555555,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.4,,,,,,0.4,0.5,0.047619047619047616,0.05263157894736842,0.3225806451612903,,,1.0,6.0,14.0,,1.0,6.0,,7.0,5.0,0.875,0.875,,,0.16666666666666666,0.25,,0.09836065573770492,0.07692307692307693,0.0945945945945946,,0.08333333333333333,0.75,,,0.03225806451612903,4.0,1.0,,0.13636363636363635,0.5,0.5,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,0.15,0.11764705882352941,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,2688.0,45,-8.0,89,92,37,35,11,181,5.0,,,1.0,1.0,3.0,3.0,6.0,11,1.0,3.0,15.0,85,,3.0,8.0,,2.0,1.0,2.0,,3.0,5.0,2.0,7.0,37,,0.3333333333333333,0.5,0.5454545454545454,0.5357142857142857,0.5,0.21428571428571427,22.549019607843135,,0.058823529411764705,0.07142857142857142,0.15384615384615385,0.35714285714285715,0.07142857142857142,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,0.375,0.5714285714285714,0.5,0.4687807692307692,0.53235,0.43315,8.6,39.0,0.4157303370786517,3.0,2.0,2.0,5.0,,,1.0,,1.0,3.0,5.0,9.0,1.0,9.0,1.0,10.0,1.0,5.0,3.0,21.0,1.0,2.0,,4.0,4.0,8.0,5.0,2.0,1.0,,,,,9.0,1.0,0.6,0.5625,0.5,0.09090909090909091,0.2,0.5,0.125,,0.125,,0.6,0.75,0.35714285714285715,,,,,1.0,0.25,1.0,0.06666666666666667,0.08333333333333333,0.6,,,3.0,,4.0,,,2.0,,2.0,,0.3333333333333333,0.3333333333333333,,1.5,1.5,,,0.06666666666666667,,0.05714285714285714,0.2,,0.6666666666666666,,,0.2,3.0,,1.0,,0.6,0.6,,1.0,2.0,,4.0,,,3.0,,,,0.25,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,1774.0,30,4.0,61,62,42,39,8,123,1.0,,,2.0,1.0,3.0,2.0,3.0,11,1.0,4.0,9.0,58,1.0,3.0,2.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,4.0,42,1.0,0.25,0.25,0.2727272727272727,0.3,0.28125,0.26666666666666666,24.28571428571429,,0.037037037037037035,0.03225806451612903,,0.06666666666666667,0.13333333333333333,,,0.2,0.3333333333333333,0.3333333333333333,1.0,,0.2,0.3333333333333333,0.3333333333333333,0.4046666666666666,0.3409,0.37787499999999996,15.245454545454544,24.375,0.6885245901639344,,,,8.0,,1.0,,,,2.0,7.0,7.0,,2.0,1.0,3.0,,1.0,1.0,7.0,,,,,,1.0,1.0,2.0,,,,,,7.0,2.0,0.2857142857142857,0.35,0.3181818181818182,,,,,0.1,,,,,0.5333333333333333,0.06666666666666667,,,,,,,,,0.7777777777777778,,,,,4.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,3.0,1.0,,,0.375,0.375,,,,,1.0,,,1.0,,,,,0.6666666666666666,,1.0,,1.0,,,,,0.3333333333333333,,0.5,1.0,0.1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,840.0,14,-4.0,27,30,14,10,5,57,2.0,1.0,,1.0,,,,1.0,3,,,2.0,28,2.0,,2.0,,,,3.0,,4.0,6.0,,,14,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,15.15151515151515,,0.21428571428571427,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.3333333333333333,,,,,,,0.5,,0.6666666666666666,,0.5301999999999999,0.49374999999999997,0.6031,4.3999999999999995,,0.5185185185185185,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,0.25,0.16666666666666666,,,0.5,0.5,,,,,,,1.0,,,,,1.0,1.0,2.0,,,2.0,,1.0,1.0,2.0,,,,0.5,0.5,0.5,,0.25,0.09090909090909091,,0.08333333333333333,,,,,1.0,1.0,,,,0.2,,,,,,,2.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,1610612748,Jamal Robinson,Jamal Robinson,1554,MIA,761.0,13,-3.0,28,29,14,21,2,57,2.0,,,,,,,,5,,,,26,,,,,,,2.0,,2.0,2.0,,2.0,14,,,,,,,,20.0,,0.2,0.16666666666666666,,0.4,,,,,,,,,,0.4,,0.5099,,0.387,10.959999999999999,,0.5,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,0.2,0.5,,,0.25,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,1592.0,27,-10.0,50,51,13,17,8,101,1.0,,,4.0,,,,2.0,6,,,5.0,54,2.0,,,,,,4.0,,5.0,6.0,2.0,3.0,13,,,,0.3333333333333333,0.3333333333333333,0.35714285714285715,,13.333333333333334,,0.26666666666666666,0.2631578947368421,0.2857142857142857,0.16666666666666666,0.6666666666666666,,,,,,,,,0.16666666666666666,,0.41533333333333333,0.37535,0.37535,8.483333333333334,,0.26,1.0,,,1.0,,,,1.0,,1.0,2.0,3.0,,1.0,,1.0,,1.0,,2.0,1.0,,,,,1.0,,2.0,,,,,,3.0,,0.5,0.5,0.5,,,,0.25,0.25,0.3333333333333333,,1.0,1.0,0.16666666666666666,,,,,,,,,,0.6,,1.0,2.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,0.045454545454545456,,0.04,,,1.0,,,0.4,1.0,,,0.1,1.0,1.0,,,,,1.0,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
