EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2A,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGA,SecondChanceFtPoints,PtsAssisted2s,OffThreePtRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFGM,Fg2aBlocked,Arc3Assists,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyFG3A,SelfOReb,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3Frequency,TwoPtAssists,AtRimAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,on,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,HeaveAttempts,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,399.0,7,4.0,14,13,4.0,11.0,4.0,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,15,2.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,23.52941176470588,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.75,1.0,0.51685,7.65,24.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,466.0,8,2.0,16,15,4.0,11.0,4.0,31,,,1.0,,,,1.0,,1.0,,1.0,,20,,,1.0,,4.0,,,,,,,0.5,10.526315789473685,,,,0.5,,,,,0.5,,,,0.5,,0.39645,19.5,25.2,0.25,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,387.0,6,8.0,14,14,5.0,14.0,3.0,28,2.0,2.0,,,,,,2.0,2.0,,,5.0,15,4.0,,,,5.0,,,,1.0,1.0,1.25,,12.5,1.0,1.0,1.0,,,,,,,,,,1.0,,0.59555,1.4,,0.35714285714285715,1.0,,,,,1.0,2.0,3.0,,,0.5,0.3333333333333333,1.0,,0.5086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,0.25,0.3333333333333333,0.25,0.5,0.5,1.0,1.0,1.0,1.0,0.6825,0.5,0.5,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,1610612761,Mamadou N'diaye,Mamadou N'diaye,2055,TOR,566.0,9,2.0,21,20,9.0,16.0,4.0,41,1.0,1.0,1.0,,,,,1.0,4.0,,,4.0,27,,,,,9.0,,,,0.25,0.25,0.4,,20.833333333333336,0.25,1.0,1.0,0.25,,,,,,,,,0.25,,0.38687499999999997,10.225,,0.42857142857142855,2.0,,,,,,1.0,2.0,1.0,3.0,,0.14285714285714285,,,0.4093,,,1.0,1.0,2.0,,,2.0,1.0,,2.0,,,1.0,1.0,2.0,,1.0,2.0,,0.5,,0.5,1.0,0.5,0.25,,0.125,,,,,0.5,1.0,,0.2,0.2,0.5,0.5,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612761,Corliss Williamson,Corliss Williamson,722,TOR,387.0,6,8.0,14,14,5.0,14.0,3.0,28,1.0,1.0,1.0,,,,,2.0,3.0,,,6.0,15,2.0,,,,5.0,,,,0.6666666666666666,0.6666666666666666,0.75,,31.25,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.4426333333333334,6.866666666666667,,0.35714285714285715,2.0,1.0,1.0,,3.0,,,,1.0,1.0,,,,,0.35865,,,,,2.0,,,,1.0,,2.0,,,,,2.0,,1.0,2.0,,0.5,,0.5,,0.5,,,,,,,,,,,0.25,0.25,,0.3333333333333333,1.0,,2.0,,,,0.5,0.5,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,179.0,3,-6.0,7,6,4.0,2.0,1.0,13,,,,,,,,,,,,1.0,12,,,,,4.0,,,,,,0.5,,12.5,,,,,,,,,,,,,,,,,,0.5714285714285714,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,279.0,5,-6.0,12,11,9.0,7.0,1.0,23,,,1.0,,1.0,,,1.0,1.0,,1.0,2.0,19,2.0,,,,9.0,,,,1.0,0.5,0.5,0.5,15.384615384615383,,,,0.5,0.5,,,,,,,,0.5,,0.49165,16.7,23.1,0.75,1.0,,,,,,,1.0,,,,,,,0.49165,,,,,,1.0,1.0,2.0,1.0,,2.0,2.0,,,1.0,,,,2.0,1.0,1.0,1.0,0.5,1.0,0.5,,,0.2,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,67.0,1,-2.0,2,2,,,,4,,,,1.0,1.0,,,,,1.0,1.0,3.0,5,,3.0,,,,1.0,1.0,1.0,,1.5,1.5,1.0,50.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.5193,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1610612761,Mark Jackson,Mark Jackson,349,TOR,100.0,2,,5,5,5.0,5.0,,10,,,,,,,,,,,,,7,,,,,5.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,26820.0,447,-33.0,865,859,209.0,267.0,122.0,1724,8.0,18.0,60.0,11.0,33.0,16.0,45.0,47.0,111.0,27.0,78.0,199.0,928,28.0,72.0,45.0,16.0,209.0,0.8888888888888888,0.34615384615384615,0.34615384615384615,0.42342342342342343,0.46296296296296297,0.4900990099009901,0.4126984126984127,21.807465618860512,0.09523809523809523,0.4444444444444444,0.5714285714285714,0.31746031746031744,0.1746031746031746,0.3333333333333333,0.3333333333333333,1.0,0.23809523809523808,0.35555555555555557,0.35555555555555557,0.8125,0.5079365079365079,0.35555555555555557,0.4774629629629628,12.711711711711711,24.51794871794871,0.24161849710982658,23.0,2.0,14.0,,30.0,8.0,41.0,59.0,20.0,45.0,0.13114754098360656,0.10372340425531915,0.1111111111111111,0.1875,0.46340568181818187,2.0,7.0,1.0,3.0,24.0,6.0,18.0,28.0,9.0,8.0,50.0,6.0,14.0,31.0,18.0,32.0,5.0,16.0,50.0,0.3333333333333333,0.391304347826087,0.46153846153846156,0.4772727272727273,0.48214285714285715,0.5,0.09841269841269841,0.04046242774566474,0.03794642857142857,0.05357142857142857,0.09803921568627451,0.2692307692307692,0.2857142857142857,0.06818181818181818,0.3333333333333333,0.4904071428571429,0.08,0.13114754098360656,0.1407035175879397,0.25125628140703515,33.0,4.0,66.0,3.0,2.0,8.0,0.7021276595744681,0.75,0.029411764705882353,0.028985507246376812,0.12173913043478261,0.5,0.1746031746031746,27.0,15.0,2.0,11.0,1.0,20.0,3.0,0.13513513513513514,0.21212121212121213,0.45,0.48214285714285715,0.8518518518518519,9.0,21.0,4.0,0.030303030303030304,0.04040404040404041,0.20454545454545456,12.0,6.0,4.0,9.0,7.0,3.0,0.45,False,12.0,2.0,5.0,3.0,2.0,3.0,5.0,12.0,4.0,8.0,8.0,9.0,2.0,1.0,2.0,8.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,6.0,3.0,2.0,1.0,6.0,5.0,0.5,0.38095238095238093,0.2222222222222222,0.06666666666666667,0.06451612903225806,0.03333333333333333,0.022222222222222223,0.03409090909090909,0.07142857142857142,0.8333333333333334,0.36363636363636365,0.46153846153846156,0.5,0.19230769230769232,0.4,1.0,0.11538461538461539,0.6666666666666666,1.0,0.3333333333333333,0.2727272727272727,0.4166666666666667,,,,,,,,,,,,,,,,,
