EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,PtsAssisted2s,FTDefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefFTReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,PenaltyFtPoints,PtsAssisted3s,LongMidRangeAssists,Steals,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Corner3Frequency,Arc3PctAssisted,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimAccuracy,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PtsPutbacks,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,on,Corner3FGM,Corner3Assists,BlockedLongMidRange,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations
137,1610612742,Vernon Maxwell,Vernon Maxwell,137,DAL,864.0,14,-8.0,32,31,12.0,15.0,3.0,63,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,40,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,12.0,0.3333333333333333,1.0,0.3333333333333333,0.375,1.5,0.375,1.5,0.75,14.285714285714286,1.0,0.2,0.125,0.3333333333333333,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.3333333333333333,0.4871,0.618,0.75,21.7,24.46666666666667,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,663.0,11,-7.0,22,21,3.0,2.0,1.0,43,2.0,,1.0,,,6.0,,1.0,,8.0,27,,,,,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,3.0,,,,0.5714285714285714,,0.5714285714285714,,0.14285714285714285,30.434782608695652,,0.14285714285714285,0.14285714285714285,,0.2857142857142857,0.14285714285714285,,,,,0.42857142857142855,,0.47149285714285716,,,9.383333333333333,25.0,0.13636363636363635,1.0,2.0,1.0,2.0,2.0,4.0,8.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,1610612742,Donnell Harvey,Donnell Harvey,2051,DAL,1364.0,23,-6.0,50,49,34.0,29.0,4.0,99,2.0,,,,,10.0,,,2.0,14.0,52,,,8.0,,,,2.0,2.0,2.0,,4.0,3.0,7.0,7.0,,,3.0,4.0,6.0,,8.0,34.0,,,,0.6,0.5,0.5833333333333334,0.5,,27.777777777777775,,0.23076923076923078,0.3,0.5,0.2,,,,,,0.3,,0.4048,0.3864125,0.5714285714285714,7.25,,0.68,3.0,3.0,2.0,5.0,1.0,6.0,6.0,1.0,0.5,0.5,0.6,0.5,,0.3,1.0,1.0,0.6666666666666666,0.5,0.4,0.5,0.5,0.5,0.5,,2.0,2.0,4.0,8.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,0.5,0.1,0.2,0.42857142857142855,0.16666666666666666,0.4,0.5,0.25,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1610612742,Howard Eisley,Howard Eisley,458,DAL,4815.0,80,-13.0,157,155,51.0,77.0,16.0,312,3.0,2.0,2.0,,,10.0,2.0,3.0,5.0,25.0,182,,,9.0,,2.0,2.0,10.0,10.0,3.0,2.0,20.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,7.0,1.0,9.0,51.0,0.6666666666666666,,0.6666666666666666,0.7692307692307693,0.75,0.78125,0.75,0.23076923076923078,9.714285714285714,1.0,0.07407407407407407,0.06060606060606061,,0.23076923076923078,0.15384615384615385,1.0,1.0,,,0.6153846153846154,1.0,0.4678961538461539,0.415675,0.36,7.82,24.633333333333336,0.3248407643312102,5.0,5.0,1.0,2.0,1.0,7.0,4.0,,0.2857142857142857,0.2857142857142857,0.7,,0.06666666666666667,0.38461538461538464,1.0,1.0,0.2,0.15384615384615385,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,2.0,2.0,3.0,4.0,10.0,,,,,,2.0,,,2.0,0.75,,,,0.17647058823529413,,,0.5,1.0,0.13333333333333333,0.16666666666666666,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1610612742,Mark Bryant,Mark Bryant,95,DAL,6173.0,103,-20.0,207,203,80.0,91.0,21.0,410,5.0,,,,,20.0,,,3.0,19.0,232,,,9.0,,,,1.0,3.0,1.0,,8.0,13.0,17.0,21.0,2.0,2.0,5.0,29.0,5.0,,9.0,80.0,,,,0.4,0.4444444444444444,0.4318181818181818,0.45,,11.73913043478261,0.4,0.18309859154929578,0.1839080459770115,0.20689655172413793,0.25,,,,,,0.15,,0.38047,0.3641888888888889,0.47368421052631576,9.055,,0.3864734299516908,2.0,3.0,3.0,12.0,3.0,8.0,10.0,1.0,0.625,0.625,0.4,0.1,0.21052631578947367,0.15,0.6666666666666666,0.6666666666666666,0.5,0.6,0.25,0.2727272727272727,0.3333333333333333,0.6,0.6,1.0,2.0,2.0,4.0,9.0,6.0,1.0,3.0,3.0,2.0,3.0,13.0,1.0,1.0,2.0,0.4444444444444444,0.05,0.08333333333333333,0.1875,0.13043478260869565,0.25,,0.2222222222222222,1.0,0.09523809523809523,0.09523809523809523,,1.0,,,1.0,,1.0,7.0,,,,2.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.04285714285714286,0.0625,0.046511627906976744,0.06451612903225806,0.03225806451612903,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,2194.0,37,-10.0,77,76,44.0,25.0,8.0,153,1.0,1.0,1.0,1.0,1.0,13.0,1.0,2.0,3.0,18.0,89,1.0,1.0,10.0,3.0,1.0,1.0,5.0,5.0,3.0,,10.0,3.0,5.0,9.0,1.0,1.0,3.0,2.0,9.0,,10.0,44.0,0.5,1.0,0.5,0.5,0.45,0.47368421052631576,0.38461538461538464,0.13333333333333333,25.88235294117647,0.3333333333333333,0.11538461538461539,0.14705882352941177,0.1111111111111111,0.06666666666666667,0.06666666666666667,1.0,1.0,0.1,1.0,0.6666666666666666,1.0,0.48169333333333336,0.4664149999999999,0.5555555555555556,4.2,23.65,0.5714285714285714,4.0,8.0,2.0,4.0,,6.0,8.0,,0.6666666666666666,0.6666666666666666,0.46153846153846156,,0.5,0.5333333333333333,0.5,0.8,0.75,0.26666666666666666,0.5,0.6666666666666666,0.5,,,,2.0,5.0,3.0,9.0,4.0,4.0,2.0,2.0,,2.0,1.0,,1.0,5.0,0.3333333333333333,0.3076923076923077,0.25,0.25,,0.2,0.3333333333333333,0.5,0.4,0.2631578947368421,0.29411764705882354,1.0,1.0,,2.0,3.0,,,,,0.06666666666666667,,,,,4.0,4.0,3.0,,3.0,2.0,1.0,3.0,3.0,0.16666666666666666,,0.13333333333333333,0.2222222222222222,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.375,0.3333333333333333,0.25,0.3333333333333333,0.41229999999999994,0.16666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1610612742,Gary Trent,Gary Trent,718,DAL,769.0,13,-3.0,27,27,24.0,16.0,4.0,54,,,,,,6.0,,,3.0,7.0,27,,,5.0,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,24.0,,,,0.3333333333333333,0.2,0.42857142857142855,0.3333333333333333,,25.0,1.0,,,,,,,,,,0.16666666666666666,,0.37294999999999995,0.33236,0.7142857142857143,7.900000000000001,,0.8888888888888888,1.0,1.0,1.0,5.0,,2.0,2.0,1.0,0.5,0.5,0.3333333333333333,1.0,,0.16666666666666666,1.0,1.0,1.0,0.8333333333333334,0.2,0.25,,,,,,,1.0,5.0,2.0,1.0,,,,1.0,2.0,,1.0,1.0,0.2,0.16666666666666666,0.2,,,,,,,0.16666666666666666,0.16666666666666666,,3.0,,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,0.16666666666666666,,0.14285714285714285,0.125,,,,,1.0,3.0,3.0,5.0,,,,,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,0.3164,0.7142857142857143,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,194.0,3,,9,7,1.0,,,16,1.0,,1.0,,,1.0,,1.0,,2.0,6,,,,,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,0.5,,0.5,,0.5,33.333333333333336,1.0,1.0,1.0,1.0,0.5,0.5,,,,,0.5,,0.4749,,,19.2,24.5,0.1111111111111111,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,2123.0,35,17.0,68,66,5.0,15.0,6.0,134,8.0,,3.0,,,15.0,,3.0,1.0,19.0,69,,,2.0,,3.0,,5.0,6.0,1.0,,13.0,3.0,4.0,6.0,,,,1.0,2.0,,2.0,5.0,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,25.675675675675677,,0.10344827586206896,0.08571428571428572,0.16666666666666666,0.4444444444444444,0.16666666666666666,,,,,0.3333333333333333,,0.4584138888888889,0.2946666666666667,0.10526315789473684,12.233333333333333,25.7,0.07352941176470588,3.0,3.0,2.0,4.0,4.0,9.0,8.0,1.0,0.4444444444444444,0.4444444444444444,0.6,0.16666666666666666,0.125,0.16666666666666666,1.0,1.0,0.6666666666666666,0.2222222222222222,0.5,0.6666666666666666,,0.5,0.5,0.5,,,1.0,3.0,10.0,1.0,,,,,,,,1.0,0.3333333333333333,0.06666666666666667,0.25,,,,,,,0.05263157894736842,0.0625,,,,4.0,4.0,,,,,,,1.0,1.0,,2.0,2.0,4.0,,,,,,,0.1,,0.07692307692307693,0.14285714285714285,0.1,,,,,1.0,,,,,,,,,,,,,,0.403,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,1180.0,20,-1.0,43,42,7.0,18.0,1.0,85,5.0,1.0,2.0,,,10.0,1.0,2.0,2.0,17.0,46,,,2.0,,2.0,1.0,5.0,6.0,2.0,,13.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,,2.0,7.0,0.5,,0.5,0.625,,0.6538461538461539,0.5,0.16666666666666666,38.63636363636363,0.75,0.07142857142857142,0.07142857142857142,,0.4166666666666667,0.16666666666666666,0.5,0.5,,,0.4166666666666667,0.5,0.51055,0.3719,0.11764705882352941,10.309999999999999,24.15,0.16279069767441862,2.0,3.0,1.0,2.0,3.0,6.0,6.0,1.0,0.5,0.5,0.6,0.25,0.2,0.25,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.5,0.5,,0.6,0.6,0.6666666666666666,,,,1.0,6.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
