EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffArc3ReboundPct,OffensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Arc3PctBlocked,on,Clear Path Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations
365,1610612754,Derrick McKey,Derrick McKey,365,IND,12938.0,216,-53.0,394,412,130,119,45.0,806,9.0,13.0,2.0,3.0,5.0,6.0,2.0,5.0,1.0,9.0,,1.0,,,,,1.0,5.0,,1.0,,2.0,12.0,27.0,1.0,6.0,7.0,34.0,441,3.0,5.0,,1.0,2.0,8.0,5.0,9.0,,2.0,3.0,13.0,16.0,8.0,3.0,,4.0,5.0,1.0,,12.0,3.0,15.0,2.0,1.0,6.0,3.0,3.0,33.0,1.0,5.0,,7.0,23.0,3.0,33.0,6.0,39.0,1.0,9.0,4.0,5.0,9.0,2.0,4.0,4.0,,5.0,,13.0,3.0,5.0,16.0,37.0,,2.0,9.0,1.0,,3.0,2.0,3.0,,1.0,2.0,3.0,1.0,,13.0,130,6.0,0.6666666666666666,0.8,1.0,0.16666666666666666,,,0.16666666666666666,0.4444444444444444,0.6,0.5555555555555556,0.4090909090909091,0.5,0.45454545454545453,0.4594594594594595,0.5714285714285714,0.5,0.18181818181818182,,,,,11.210762331838565,0.6923076923076923,0.25,,0.1513157894736842,0.03571428571428571,0.12280701754385964,0.034482758620689655,0.14354066985645933,0.03550295857988166,0.05405405405405406,0.02564102564102564,0.03125,0.1,0.09523809523809523,0.16,0.18333333333333332,0.09523809523809523,0.2,0.05263157894736842,0.3333333333333333,0.3939393939393939,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.15151515151515152,0.4,0.4,0.5,0.2727272727272727,0.1111111111111111,0.1111111111111111,1.0,0.030303030303030304,,,,0.15151515151515152,0.2,0.25,1.0,0.5,0.6666666666666666,,,,,0.16666666666666666,,,0.5454545454545454,0.8333333333333334,,,0.18181818181818182,,0.5757575757575758,0.2,0.44897878787878787,0.49861000000000005,0.45109090909090915,0.08571428571428572,0.10344827586206896,0.23529411764705882,0.38235294117647056,8.351851851851851,24.833333333333332,0.3299492385786802,,1.0,0.16666666666666666,,,,,,,,,0.2,True,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,82175.0,1370,2.0,2560,2581,761,731,302.0,5141,42.0,62.0,6.0,8.0,10.0,21.0,17.0,52.0,87.0,181.0,28.0,72.0,4.0,6.0,6.0,19.0,46.0,141.0,5.0,18.0,15.0,45.0,146.0,295.0,74.0,213.0,128.0,642.0,2672,13.0,24.0,9.0,24.0,4.0,57.0,32.0,69.0,21.0,64.0,69.0,196.0,224.0,68.0,192.0,30.0,8.0,140.0,46.0,8.0,97.0,8.0,105.0,6.0,2.0,42.0,32.0,23.0,218.0,3.0,12.0,1.0,26.0,77.0,,103.0,16.0,119.0,5.0,30.0,19.0,11.0,25.0,13.0,21.0,33.0,4.0,4.0,2.0,58.0,2.0,16.0,27.0,68.0,,11.0,139.0,6.0,21.0,35.0,26.0,5.0,2.0,3.0,,5.0,3.0,,196.0,761,8.0,0.7671232876712328,0.7887323943661971,0.8648648648648649,0.3474178403755869,0.375,0.328125,0.3490566037735849,0.49491525423728816,0.5416666666666666,0.463768115942029,0.5059055118110236,0.5520833333333334,0.4774436090225564,0.5540780141843972,0.5612244897959183,0.5718562874251497,0.41929133858267714,0.02711864406779661,0.04838709677419355,0.07692307692307693,0.0055248618784530384,21.218343600273787,0.43103448275862066,,0.01282051282051282,0.07497565725413827,0.0125,0.1145374449339207,0.01282051282051282,0.08213716108452951,0.01256281407035176,0.016736401673640166,0.008426966292134831,0.0136986301369863,,0.06666666666666667,0.05740181268882175,0.09389671361502347,0.125,0.08955223880597014,0.017985611510791366,0.6,0.1220472440944882,0.6774193548387096,0.711864406779661,0.7857142857142857,0.10236220472440945,0.3269230769230769,0.3541666666666667,0.7647058823529411,0.3562992125984252,0.48066298342541436,0.48333333333333334,0.7586206896551724,0.14173228346456693,0.3888888888888889,0.3888888888888889,0.9285714285714286,0.27755905511811024,0.3262411347517731,0.33093525179856115,0.8260869565217391,0.16666666666666666,0.75,0.3333333333333333,0.125,0.6666666666666666,1.0,0.375,0.2777777777777778,0.8,0.15789473684210525,0.47619047619047616,0.14285714285714285,0.3157894736842105,0.3383458646616541,0.3333333333333333,0.5413385826771654,0.32857142857142857,0.4883840236686391,0.5131628205128206,0.4919462121212122,0.06691449814126393,0.10802469135802469,0.08878504672897196,0.3052959501557632,13.318644067796605,24.979342723004695,0.297265625,1.0,2.0,0.009389671361502348,,0.018633540372670808,,,1.0,0.004672897196261682,,,0.014184397163120567,True,,,
64,1610612754,Sam Perkins,Sam Perkins,64,IND,23887.0,398,30.0,740,729,200,191,91.0,1469,5.0,8.0,1.0,3.0,2.0,2.0,5.0,11.0,12.0,26.0,10.0,19.0,,1.0,2.0,3.0,11.0,29.0,1.0,2.0,1.0,9.0,22.0,45.0,21.0,48.0,7.0,114.0,736,2.0,8.0,1.0,3.0,,7.0,5.0,13.0,3.0,12.0,3.0,22.0,32.0,12.0,60.0,3.0,2.0,29.0,11.0,3.0,14.0,3.0,17.0,2.0,1.0,5.0,4.0,5.0,37.0,4.0,12.0,1.0,4.0,51.0,3.0,58.0,17.0,75.0,2.0,15.0,10.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,,7.0,1.0,1.0,10.0,19.0,2.0,1.0,10.0,3.0,,3.0,2.0,5.0,4.0,1.0,,5.0,5.0,,22.0,200,2.0,0.7272727272727273,0.7619047619047619,0.9523809523809523,0.4375,0.3333333333333333,0.25,0.4375,0.4888888888888889,0.25,0.38461538461538464,0.5752688172043011,0.3181818181818182,0.38,0.59375,0.3181818181818182,0.4074074074074074,0.5161290322580645,0.06666666666666667,0.125,0.18181818181818182,,12.218268090154211,0.5714285714285714,0.125,0.041666666666666664,0.16293929712460065,0.0425531914893617,0.08695652173913043,0.05063291139240506,0.1532033426183844,0.0443213296398892,0.014925373134328358,0.02702702702702703,0.07692307692307693,0.1111111111111111,0.21686746987951808,0.16326530612244897,0.12878787878787878,0.05714285714285714,0.18181818181818182,0.0425531914893617,1.0,0.08602150537634409,0.625,0.7142857142857143,0.8,0.11827956989247312,0.45454545454545453,0.5555555555555556,0.6,0.27956989247311825,0.46153846153846156,0.46153846153846156,0.75,0.20430107526881722,0.5263157894736842,0.5263157894736842,1.0,0.3118279569892473,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.2727272727272727,0.3333333333333333,,0.09090909090909091,,,0.18181818181818182,0.5,1.0,0.08,1.0,0.12,0.6666666666666666,0.36,0.1111111111111111,0.6021505376344086,0.3793103448275862,0.48962282608695656,0.48193125000000003,0.4696354166666667,0.0425531914893617,0.06666666666666667,0.06140350877192982,0.19298245614035087,13.360000000000001,24.902083333333337,0.2702702702702703,,,,,0.019230769230769232,,,1.0,0.02040816326530612,,,,True,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,3996.0,67,-30.0,131,132,54,44,11.0,263,2.0,2.0,,,1.0,1.0,3.0,6.0,6.0,12.0,,1.0,,1.0,,1.0,,1.0,,,,,11.0,20.0,,2.0,3.0,25.0,151,1.0,1.0,,1.0,,2.0,5.0,10.0,,1.0,1.0,11.0,18.0,4.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,3.0,,2.0,,1.0,4.0,1.0,6.0,2.0,8.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,10.0,15.0,,,5.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,11.0,54,3.0,0.8181818181818182,0.8181818181818182,,,,,,0.55,1.0,0.5,0.5,0.5,0.45454545454545453,0.5208333333333334,0.5,0.4583333333333333,0.09090909090909091,0.05,,0.16666666666666666,,17.482517482517483,1.0,0.16666666666666666,,0.08333333333333333,0.04081632653061224,0.05555555555555555,,0.07575757575757576,0.03278688524590164,,0.09090909090909091,,,0.05555555555555555,0.07692307692307693,0.11764705882352941,0.07692307692307693,,,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,0.5,0.6,0.6666666666666666,0.5454545454545454,0.5,0.5,0.8333333333333334,0.045454545454545456,,,,0.045454545454545456,,,,,,,0.5,,,,,,0.09090909090909091,1.0,0.09090909090909091,,,,0.18181818181818182,,0.43297499999999994,0.479825,0.4249227272727273,0.08695652173913043,0.09523809523809523,0.08,0.44,12.709999999999999,24.85,0.4122137404580153,,,,,,,,,,,,,True,,,
1930,1610612754,Lari Ketner,Lari Ketner,1930,IND,325.0,5,-1.0,11,11,11,11,1.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,18.181818181818183,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,95802.0,1597,3.0,2984,2956,919,901,342.0,5940,59.0,95.0,2.0,9.0,20.0,34.0,96.0,208.0,117.0,285.0,22.0,53.0,1.0,5.0,5.0,13.0,14.0,57.0,2.0,12.0,5.0,23.0,272.0,588.0,36.0,110.0,153.0,805.0,3038,13.0,46.0,3.0,17.0,11.0,46.0,84.0,180.0,10.0,36.0,91.0,289.0,280.0,264.0,102.0,6.0,10.0,57.0,14.0,31.0,153.0,45.0,198.0,30.0,15.0,61.0,26.0,66.0,441.0,5.0,15.0,1.0,45.0,125.0,11.0,181.0,21.0,202.0,4.0,32.0,16.0,16.0,60.0,17.0,37.0,49.0,,23.0,3.0,109.0,,34.0,40.0,124.0,6.0,25.0,182.0,15.0,2.0,66.0,30.0,22.0,9.0,5.0,8.0,22.0,13.0,1.0,289.0,919,17.0,0.5147058823529411,0.5243445692883895,0.9444444444444444,0.32727272727272727,0.17647058823529413,0.2777777777777778,0.32727272727272727,0.46258503401360546,0.2826086956521739,0.4666666666666667,0.4670487106017192,0.2777777777777778,0.4583333333333333,0.5147435897435897,0.32857142857142857,0.5433962264150943,0.15759312320916904,0.05272108843537415,0.11578947368421053,0.08653846153846154,0.007017543859649123,26.255168340224454,0.5504587155963303,0.13580246913580246,0.010752688172043012,0.09904912836767037,0.013992537313432836,0.15734265734265734,0.015384615384615385,0.10981912144702842,0.014316392269148175,0.008695652173913044,0.019943019943019943,0.012219959266802444,0.008130081300813009,0.07647058823529412,0.09069212410501193,0.12127236580516898,0.18009478672985782,0.09333333333333334,0.011363636363636364,0.5909090909090909,0.1361031518624642,0.6210526315789474,0.7023809523809523,0.423728813559322,0.2979942693409742,0.46153846153846156,0.5052631578947369,0.3541666666666667,0.40830945558739257,0.4105263157894737,0.4134275618374558,0.6923076923076923,0.07593123209169055,0.41509433962264153,0.41509433962264153,0.9090909090909091,0.08166189111747851,0.24561403508771928,0.2545454545454545,1.0,0.14285714285714285,0.2222222222222222,,0.07936507936507936,0.2,1.0,0.19047619047619047,0.16666666666666666,1.0,0.1574074074074074,0.5882352941176471,0.06018518518518518,0.38461538461538464,0.10648148148148148,0.21739130434782608,0.29369627507163326,0.24561403508771928,0.43018938307030136,0.4299481132075471,0.4158951162790697,0.08933333333333333,0.10328638497652583,0.05714285714285714,0.3590062111801242,11.914625850340139,24.90454545454546,0.30797587131367293,,2.0,0.01818181818181818,,0.019801980198019802,,,1.0,0.009009009009009009,,,0.03508771929824561,False,1.0,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,73004.0,1217,19.0,2306,2287,745,635,284.0,4593,64.0,134.0,23.0,38.0,23.0,36.0,31.0,85.0,34.0,92.0,21.0,60.0,3.0,9.0,3.0,18.0,30.0,88.0,4.0,9.0,9.0,34.0,129.0,311.0,51.0,148.0,127.0,538.0,2396,29.0,51.0,7.0,18.0,25.0,104.0,40.0,87.0,12.0,52.0,50.0,166.0,132.0,126.0,141.0,12.0,40.0,85.0,30.0,41.0,42.0,15.0,57.0,11.0,4.0,13.0,12.0,17.0,129.0,12.0,68.0,,23.0,137.0,13.0,173.0,80.0,253.0,11.0,19.0,12.0,7.0,41.0,8.0,25.0,48.0,2.0,16.0,11.0,89.0,5.0,20.0,51.0,114.0,7.0,27.0,146.0,6.0,,63.0,13.0,35.0,16.0,3.0,16.0,35.0,14.0,1.0,166.0,745,8.0,0.5116279069767442,0.6055045871559633,0.9215686274509803,0.34459459459459457,0.3888888888888889,0.23076923076923078,0.35172413793103446,0.41479099678456594,0.5686274509803921,0.45977011494252873,0.4477124183006536,0.572463768115942,0.4172661870503597,0.5085066162570888,0.6419753086419753,0.49700598802395207,0.3224400871459695,0.13183279742765272,0.22388059701492538,0.09411764705882353,0.03260869565217391,23.32955832389581,0.4606741573033708,0.18309859154929578,,0.14842903575297942,0.08384710234278668,0.11734693877551021,0.041666666666666664,0.14298480786416443,0.07279344858962693,0.12264150943396226,0.043010752688172046,0.09375,0.05504587155963303,0.1323529411764706,0.14968152866242038,0.15555555555555556,0.11564625850340136,0.12244897959183673,0.04741379310344827,0.4,0.29193899782135074,0.47761194029850745,0.6153846153846154,0.421875,0.18518518518518517,0.36470588235294116,0.4025974025974026,0.3225806451612903,0.20043572984749455,0.3695652173913043,0.38202247191011235,0.8529411764705882,0.13071895424836602,0.35,0.3620689655172414,0.9523809523809523,0.19172113289760348,0.3409090909090909,0.3409090909090909,0.9,0.5507246376811594,0.6052631578947368,0.08695652173913043,0.13043478260869565,0.3333333333333333,0.6666666666666666,0.13043478260869565,0.4444444444444444,0.75,0.2589928057553957,0.6388888888888888,0.12949640287769784,0.16666666666666666,0.2446043165467626,0.2647058823529412,0.6143790849673203,0.35294117647058826,0.48530054824561386,0.5224568965517241,0.4718047445255474,0.12209302325581395,0.17119565217391305,0.19330855018587362,0.30855018587360594,8.138906752411575,25.174324324324324,0.3230702515177797,3.0,2.0,0.013513513513513514,0.03333333333333333,0.0335195530726257,,,,,,,,False,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,18969.0,316,-40.0,629,623,222,198,76.0,1252,11.0,20.0,2.0,2.0,4.0,5.0,7.0,20.0,13.0,40.0,2.0,10.0,,,,4.0,2.0,11.0,,,1.0,2.0,31.0,80.0,4.0,21.0,26.0,100.0,590,3.0,5.0,,,5.0,11.0,11.0,24.0,1.0,6.0,9.0,34.0,46.0,16.0,12.0,,4.0,11.0,2.0,4.0,14.0,2.0,16.0,1.0,1.0,5.0,3.0,6.0,34.0,1.0,7.0,,6.0,24.0,3.0,33.0,8.0,41.0,1.0,4.0,3.0,1.0,12.0,3.0,5.0,17.0,1.0,7.0,1.0,29.0,,8.0,23.0,46.0,1.0,9.0,35.0,3.0,,17.0,2.0,16.0,10.0,,6.0,16.0,8.0,,34.0,222,7.0,0.7419354838709677,0.7931034482758621,1.0,0.19047619047619047,,0.16666666666666666,0.19047619047619047,0.3875,0.6,0.4583333333333333,0.36633663366336633,0.6,0.4166666666666667,0.42735042735042733,0.6111111111111112,0.4857142857142857,0.2079207920792079,0.05,,0.1,0.05,20.362622036262202,0.41379310344827586,0.13043478260869565,,0.09090909090909091,0.03056768558951965,0.11538461538461539,0.016666666666666666,0.0949367088607595,0.02768166089965398,0.05357142857142857,,0.038834951456310676,0.05,0.11267605633802817,0.08421052631578947,0.08163265306122448,0.10526315789473684,0.14285714285714285,0.016666666666666666,0.5,0.19801980198019803,0.55,0.55,0.7272727272727273,0.19801980198019803,0.35,0.3888888888888889,0.7142857142857143,0.39603960396039606,0.325,0.34210526315789475,0.7692307692307693,0.09900990099009901,0.2,0.2,1.0,0.10891089108910891,0.18181818181818182,0.18181818181818182,1.0,0.4,1.0,0.5,,,,,,,0.16666666666666666,0.8,0.13333333333333333,,0.06666666666666667,0.5,0.40594059405940597,0.18181818181818182,0.46772673267326725,0.5196,0.465765,0.14782608695652175,0.18085106382978725,0.11,0.34,11.585000000000003,24.614285714285714,0.35294117647058826,,,,,,1.0,1.0,,,,,,False,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,39513.0,659,25.0,1222,1242,407,400,159.0,2464,46.0,76.0,20.0,39.0,13.0,21.0,6.0,22.0,9.0,34.0,,1.0,,,,,1.0,4.0,,,1.0,3.0,61.0,132.0,1.0,5.0,21.0,146.0,1203,22.0,46.0,,,8.0,52.0,20.0,41.0,1.0,3.0,10.0,53.0,82.0,40.0,3.0,,36.0,4.0,1.0,7.0,14.0,2.0,16.0,1.0,1.0,7.0,3.0,4.0,34.0,16.0,66.0,2.0,21.0,104.0,9.0,134.0,84.0,218.0,13.0,21.0,15.0,6.0,15.0,3.0,9.0,21.0,1.0,6.0,2.0,36.0,4.0,8.0,44.0,90.0,8.0,14.0,51.0,3.0,,19.0,8.0,14.0,9.0,,5.0,14.0,9.0,,53.0,407,8.0,0.6721311475409836,0.9534883720930233,1.0,0.2,,0.3333333333333333,0.2,0.4621212121212121,0.4782608695652174,0.4878048780487805,0.4562043795620438,0.4782608695652174,0.48863636363636365,0.453416149068323,0.49056603773584906,0.45689655172413796,0.0364963503649635,0.05303030303030303,0.07894736842105263,,0.029411764705882353,13.843991567111736,0.4166666666666667,0.2647058823529412,0.04081632653061224,0.21443298969072164,0.1375,0.1693548387096774,0.13559322033898305,0.20525451559934318,0.13712374581939799,0.14285714285714285,0.16666666666666666,0.11467889908256881,0.15384615384615385,0.2,0.22929936305732485,0.21100917431192662,0.16129032258064516,0.1935483870967742,0.19117647058823528,0.6428571428571429,0.5547445255474452,0.6052631578947368,0.6571428571428571,0.6086956521739131,0.16058394160583941,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.24817518248175183,0.2647058823529412,0.2727272727272727,1.0,0.0072992700729927005,,,,0.029197080291970802,0.25,0.25,1.0,0.8478260869565217,0.5128205128205128,0.1,,,,,,,0.4772727272727273,0.6190476190476191,,,0.06818181818181818,0.3333333333333333,0.5912408759124088,0.25,0.48574781021897817,0.5370219512195124,0.4627284090909091,0.12418300653594772,0.12837837837837837,0.3561643835616438,0.363013698630137,6.362878787878788,26.939999999999998,0.3330605564648118,,,,,0.12121212121212122,,1.0,,,,,,False,,,
1930,1610612754,Lari Ketner,Lari Ketner,1930,IND,33.0,1,,2,4,2,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,False,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,108797.0,1813,-2.0,3387,3378,1040,951,404.0,6765,61.0,85.0,4.0,10.0,17.0,26.0,35.0,89.0,105.0,243.0,39.0,92.0,3.0,10.0,11.0,28.0,57.0,159.0,4.0,14.0,26.0,63.0,201.0,417.0,96.0,251.0,195.0,885.0,3483,15.0,44.0,7.0,24.0,17.0,68.0,49.0,107.0,37.0,91.0,100.0,309.0,280.0,122.0,258.0,30.0,12.0,157.0,57.0,19.0,126.0,29.0,155.0,18.0,11.0,44.0,33.0,49.0,339.0,3.0,19.0,,35.0,108.0,1.0,144.0,22.0,166.0,6.0,51.0,33.0,18.0,37.0,11.0,27.0,38.0,1.0,10.0,3.0,75.0,4.0,18.0,18.0,94.0,4.0,18.0,209.0,5.0,23.0,45.0,47.0,10.0,1.0,5.0,4.0,10.0,8.0,2.0,309.0,1040,19.0,0.6965174129353234,0.717948717948718,0.8958333333333334,0.38247011952191234,0.2916666666666667,0.4065934065934066,0.3855421686746988,0.48201438848920863,0.3409090909090909,0.45794392523364486,0.5164670658682635,0.375,0.5277777777777778,0.5693527080581242,0.43333333333333335,0.6088709677419355,0.37574850299401197,0.045563549160671464,0.07058823529411765,0.07865168539325842,0.024691358024691357,21.415654869542752,0.49333333333333335,0.010416666666666666,,0.07809110629067245,0.01539708265802269,0.109717868338558,0.007633587786259542,0.08401880141010576,0.013521819299323909,0.02464788732394366,0.007263922518159807,0.01675977653631285,,0.07046070460704607,0.06479481641468683,0.09437386569872959,0.10833333333333334,0.11392405063291139,0.01744186046511628,0.8,0.12724550898203593,0.7176470588235294,0.7721518987341772,0.7213114754098361,0.13323353293413173,0.39325842696629215,0.4268292682926829,0.3142857142857143,0.36377245508982037,0.43209876543209874,0.4430379746835443,0.8095238095238095,0.1377245508982036,0.42391304347826086,0.42391304347826086,0.9487179487179487,0.23802395209580837,0.3584905660377358,0.3584905660377358,0.8596491228070176,0.14705882352941177,0.4,,0.14705882352941177,0.3,1.0,0.20588235294117646,0.2857142857142857,1.0,0.13131313131313133,0.6538461538461539,0.1414141414141414,0.39285714285714285,0.3181818181818182,0.4126984126984127,0.5029940119760479,0.3630573248407643,0.47426488721804516,0.4595981481481482,0.468224358974359,0.06901408450704226,0.09846827133479212,0.0768361581920904,0.34915254237288135,12.916306954436456,25.076892430278885,0.307056392087393,2.0,,,,0.012048192771084338,,,4.0,0.015810276679841896,,,,False,,2.0,1.0
