EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG2M,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,LostBallSteals,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,DefLongMidRangeReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3SecondViolations,Corner3Assists,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,PenaltyCorner3FGM,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
1562,1610612764,Gerard King,Gerard King,1562,WAS,2865.0,48,-9.0,95,92,36,32,19,187,1.0,1,1.0,4.0,4.0,6.0,6,11,2.0,14,109,1.0,1,2.0,3.0,2.0,2,12.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,6,1.0,1.0,2.0,1.0,2,36,1.0,1.0,0.5454545454545454,1.0,0.5454545454545454,1.0,0.5833333333333334,1.0,0.25,12.931034482758621,0.6666666666666666,0.12,0.02702702702702703,0.18181818181818182,0.1388888888888889,0.02040816326530612,0.09090909090909091,0.5,0.09090909090909091,0.125,0.3333333333333333,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,0.25,0.25,1.0,0.5454545454545454,0.6666666666666666,0.6666666666666666,1.0,0.09090909090909091,0.3939727272727272,0.3584666666666667,0.14285714285714285,0.14285714285714285,12.627272727272725,0.37894736842105264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1732,1610612764,Felipe Lopez,Felipe Lopez,1732,WAS,1705.0,28,2.0,62,61,38,36,11,123,5.0,5,1.0,1.0,1.0,3.0,7,9,3.0,17,45,,1,,4.0,1.0,9,6.0,1.0,2.0,1.0,5.0,,2.0,3.0,5.0,,5.0,2.0,2.0,,,2.0,1.0,1.0,3,,,5.0,,9,38,0.42857142857142855,0.42857142857142855,0.7777777777777778,,0.7,,0.7083333333333334,,1.125,18.666666666666668,1.0,0.15,,0.18181818181818182,0.16129032258064516,,,0.2,,0.125,0.3333333333333333,0.5,1.0,1.0,0.4,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.5,,0.6,0.56371,0.571975,,0.5294117647058824,6.555555555555555,0.6129032258064516,2.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1,0.5,0.5,1.0,0.45025,0.25,0.2727272727272727,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,15593.0,260,-3.0,506,497,116,138,78,1003,16.0,27,5.0,23.0,5.0,16.0,26,66,21.0,94,512,4.0,9,10.0,11.0,6.0,18,28.0,11.0,11.0,,22.0,5.0,,12.0,13.0,11.0,24.0,4.0,2.0,3.0,2.0,7.0,2.0,14.0,34,1.0,2.0,24.0,3.0,18,116,0.5384615384615384,0.5833333333333334,0.3939393939393939,0.4444444444444444,0.3882978723404255,0.2857142857142857,0.44339622641509435,0.3333333333333333,0.47368421052631576,18.77076411960133,0.5714285714285714,0.06741573033707865,0.023474178403755867,,0.055299539170506916,0.038314176245210725,0.01282051282051282,,0.05660377358490566,,,0.2872340425531915,0.5925925925925926,0.64,0.6875,0.24468085106382978,0.21739130434782608,0.25,,0.1702127659574468,0.3125,0.3125,0.6,0.5851063829787234,0.49961063829787233,0.51393125,0.10638297872340426,0.19148936170212766,8.174242424242422,0.22924901185770752,2.0,6.0,22.0,1.0,28.0,5.0,3.0,24.0,22.0,5.0,,,12.0,6.0,6.0,,9.0,2.0,,2.0,0.2727272727272727,0.375,0.2978723404255319,0.07575757575757576,,0.10465116279069768,0.23404255319148937,0.07142857142857142,0.375,0.3333333333333333,0.507475,0.08737864077669903,0.12,25.028571428571432,3.0,4.0,6.0,4.0,1.0,7.0,2.0,4.0,7.0,2.0,2.0,5.0,21.0,4.0,7.0,1.0,4.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.25,0.4,0.25,0.03571428571428571,0.07407407407407407,0.13043478260869565,0.045454545454545456,0.07142857142857142,0.047619047619047616,0.10416666666666667,0.018867924528301886,0.036585365853658534,0.10256410256410256,0.1111111111111111,0.01818181818181818,0.5,0.06382978723404255,0.3181818181818182,0.3333333333333333,1.0,0.2857142857142857,0.75,0.3333333333333333,0.2857142857142857,0.0625,0.25,0.5,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,6721.0,112,-5.0,225,211,70,90,33,436,4.0,6,3.0,5.0,3.0,10.0,10,21,11.0,55,228,,1,,6.0,8.0,31,4.0,16.0,18.0,7.0,38.0,,2.0,4.0,6.0,,6.0,4.0,4.0,4.0,,8.0,3.0,4.0,10,1.0,1.0,12.0,2.0,31,70,0.2,0.2,0.47619047619047616,,0.5,,0.5612244897959183,,0.6458333333333334,21.50943396226415,0.5,0.05714285714285714,,0.1,0.06666666666666667,,,,0.10344827586206896,0.13333333333333333,,0.13636363636363635,0.6666666666666666,0.8,0.25,0.11363636363636363,0.6,0.6,0.3333333333333333,0.22727272727272727,0.3,0.375,,0.6590909090909091,0.49163522727272735,0.49167250000000007,,0.5636363636363636,11.928571428571429,0.3111111111111111,2.0,3.0,17.0,,23.0,,4.0,16.0,17.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,,,,0.6666666666666666,0.575,0.5227272727272727,0.14285714285714285,0.2,0.037037037037037035,0.38636363636363635,,0.15,0.6666666666666666,0.3594,0.10638297872340426,0.16666666666666666,24.695652173913043,,,6.0,,2.0,6.0,5.0,12.0,8.0,,5.0,14.0,6.0,,6.0,,4.0,5.0,,,,,,,,1.0,0.25,0.34782608695652173,0.35714285714285715,0.34782608695652173,,0.16666666666666666,,,,,,,,,,,,0.13636363636363635,0.35294117647058826,0.35294117647058826,0.16666666666666666,,,,,0.1,0.6,0.4166666666666667,0.35294117647058826,2.0,18.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.043478260869565216,,,,,,,,,,,,,,,,,True,,,,,,,,
461,1610612764,Popeye Jones,Popeye Jones,461,WAS,38383.0,640,-28.0,1256,1244,476,425,190,2500,30.0,58,12.0,44.0,17.0,45.0,59,147,41.0,162,1308,24.0,51,70.0,53.0,20.0,66,74.0,29.0,31.0,21.0,64.0,71.0,16.0,110.0,137.0,83.0,220.0,9.0,5.0,12.0,4.0,21.0,10.0,39.0,95,15.0,5.0,55.0,7.0,66,476,0.6271186440677966,0.925,0.4013605442176871,0.47058823529411764,0.3954248366013072,0.46153846153846156,0.45,0.5303030303030303,0.4647887323943662,13.544474393530997,0.42857142857142855,0.2540415704387991,0.13733075435203096,0.1523809523809524,0.2342007434944238,0.1323529411764706,0.10714285714285714,0.2755102040816326,0.23129251700680273,0.1891891891891892,0.06451612903225806,0.3790849673202614,0.5172413793103449,0.5882352941176471,0.43333333333333335,0.2875816993464052,0.2727272727272727,0.2857142857142857,0.6666666666666666,0.29411764705882354,0.37777777777777777,0.37777777777777777,0.9411764705882353,0.41830065359477125,0.45287185430463567,0.46939553571428577,0.43209876543209874,0.4074074074074074,8.38503401360544,0.37898089171974525,14.0,24.0,3.0,1.0,6.0,1.0,23.0,44.0,1.0,9.0,2.0,2.0,19.0,9.0,10.0,1.0,21.0,8.0,5.0,8.0,0.4339622641509434,0.39655172413793105,0.0392156862745098,0.061224489795918366,,0.26063829787234044,0.0196078431372549,0.019230769230769232,0.41379310344827586,0.5833333333333334,0.5225829545454544,0.12138728323699421,0.12574850299401197,30.900000000000006,19.0,36.0,3.0,,2.0,,,3.0,1.0,22.0,,5.0,3.0,38.0,,,4.0,4.0,10.0,2.0,11.0,4.0,2.0,3.0,6.0,16.0,1.0,0.16666666666666666,,0.25,,0.1206896551724138,0.045454545454545456,,0.3235294117647059,0.041666666666666664,0.10526315789473684,0.13076923076923078,0.17277486910994763,0.09210526315789473,0.15789473684210525,0.05063291139240506,0.75,0.0196078431372549,,,,0.6923076923076923,0.5277777777777778,0.15789473684210525,,0.034482758620689655,0.05172413793103448,,,1.0,,4.0,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,2.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,20232.0,337,-6.0,662,656,270,230,105,1318,21.0,33,33.0,92.0,17.0,56.0,71,181,41.0,189,697,15.0,28,34.0,74.0,19.0,78,54.0,30.0,35.0,14.0,75.0,13.0,8.0,19.0,27.0,16.0,43.0,17.0,8.0,14.0,9.0,31.0,11.0,6.0,17,1.0,4.0,44.0,7.0,78,270,0.38028169014084506,0.4153846153846154,0.39226519337016574,0.5357142857142857,0.38341968911917096,0.5,0.4392523364485981,0.53125,0.43333333333333335,30.8953341740227,0.5483870967741935,0.07818930041152264,0.0456140350877193,0.1568627450980392,0.09183673469387756,0.048484848484848485,0.02,0.046875,0.05128205128205128,0.17647058823529413,0.11764705882352941,0.17098445595854922,0.6363636363636364,0.75,0.5238095238095238,0.47668393782383417,0.358695652173913,0.44594594594594594,0.3333333333333333,0.29015544041450775,0.30357142857142855,0.32075471698113206,0.29411764705882354,0.23316062176165803,0.43191606217616574,0.41614250000000014,0.17989417989417988,0.4126984126984127,9.92596685082873,0.4078549848942598,8.0,10.0,12.0,2.0,12.0,2.0,28.0,88.0,12.0,26.0,5.0,3.0,7.0,5.0,2.0,1.0,15.0,1.0,,1.0,0.3783783783783784,0.36875,0.06217616580310881,0.143646408839779,0.05357142857142857,0.1188118811881188,0.06217616580310881,0.06666666666666667,0.125,0.8,0.4255296296296296,0.07246376811594203,0.07692307692307693,25.766666666666666,3.0,5.0,,,,2.0,1.0,6.0,2.0,4.0,1.0,6.0,3.0,12.0,2.0,,5.0,11.0,3.0,,,7.0,3.0,,1.0,2.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.15151515151515152,0.1956521739130435,,,,0.06666666666666667,0.046153846153846156,0.06666666666666667,0.07692307692307693,,0.07608695652173914,1.0,,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.6,0.6666666666666666,,,0.075,0.16666666666666666,0.16666666666666666,,3.0,5.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,
63,1610612764,Michael Smith,Michael Smith,63,WAS,13102.0,218,-40.0,420,422,145,127,76,842,7.0,17,3.0,12.0,,2.0,10,31,15.0,35,469,1.0,8,7.0,14.0,9.0,13,12.0,11.0,12.0,5.0,25.0,15.0,8.0,37.0,49.0,18.0,67.0,5.0,5.0,3.0,,8.0,4.0,11.0,17,3.0,1.0,26.0,3.0,13,145,0.6,0.6,0.3225806451612903,0.125,0.3225806451612903,0.125,0.4069767441860465,0.3181818181818182,0.325,10.019646365422398,0.625,0.25517241379310346,0.07936507936507936,0.2,0.24324324324324326,0.07555555555555556,0.0684931506849315,0.3,0.24489795918367346,0.14814814814814814,0.3076923076923077,0.5483870967741935,0.4117647058823529,0.5,0.8571428571428571,0.3870967741935484,0.25,0.2727272727272727,,0.06451612903225806,,,,0.5483870967741935,0.47610967741935484,0.4601357142857143,0.2,0.37142857142857144,5.154838709677419,0.34523809523809523,1.0,7.0,,,,,2.0,8.0,,4.0,1.0,,4.0,1.0,3.0,2.0,11.0,5.0,1.0,5.0,0.14285714285714285,0.14285714285714285,,0.12903225806451613,,0.24242424242424243,,,0.5,0.14285714285714285,0.49423749999999994,0.275,0.275,,1.0,6.0,,,,,,,,5.0,,,,,,,2.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,,,,,,0.17647058823529413,0.08333333333333333,,0.3333333333333333,0.047619047619047616,0.05555555555555555,0.06382978723404255,0.10144927536231885,0.06451612903225806,,0.0625,0.8,,,,,0.75,0.16666666666666666,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,
1919,1610612764,Laron Profit,Laron Profit,1919,WAS,13194.0,220,2.0,429,435,199,134,63,864,17.0,27,3.0,11.0,2.0,7.0,22,45,11.0,61,460,,4,,14.0,4.0,21,18.0,36.0,38.0,14.0,78.0,4.0,,11.0,11.0,4.0,15.0,7.0,4.0,6.0,3.0,13.0,6.0,5.0,10,,,18.0,1.0,21,199,0.4090909090909091,0.4090909090909091,0.4888888888888889,,0.4716981132075472,,0.5,,0.4375,14.7117296222664,0.5384615384615384,0.07142857142857142,0.023668639053254437,,0.05555555555555555,0.020100502512562814,0.015873015873015872,,0.07547169811320754,,,0.5094339622641509,0.6296296296296297,0.68,0.4117647058823529,0.20754716981132076,0.2727272727272727,0.42857142857142855,0.3333333333333333,0.1320754716981132,0.2857142857142857,0.2857142857142857,0.5,0.660377358490566,0.512503846153846,0.49528,,0.3442622950819672,5.52888888888889,0.46386946386946387,5.0,7.0,7.0,1.0,8.0,1.0,7.0,26.0,7.0,6.0,2.0,1.0,12.0,8.0,4.0,2.0,9.0,7.0,3.0,7.0,0.5,0.40476190476190477,0.1509433962264151,0.13333333333333333,,0.0958904109589041,0.1320754716981132,0.2,0.3333333333333333,0.7142857142857143,0.59742,0.15,0.17307692307692307,26.9,,4.0,1.0,,,1.0,1.0,7.0,2.0,,1.0,7.0,3.0,,1.0,,7.0,15.0,,,,,,3.0,4.0,1.0,0.5,0.25,0.14285714285714285,0.25,,0.07407407407407407,0.36363636363636365,,,,,0.047619047619047616,0.015625,,,,0.5714285714285714,0.018867924528301886,0.14285714285714285,0.14285714285714285,,0.8,,,,,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,True,,,,,,,,
436,1610612764,Juwan Howard,Juwan Howard,436,WAS,4402.0,73,11.0,154,144,62,74,24,298,10.0,15,9.0,19.0,1.0,3.0,20,37,12.0,52,141,3.0,6,7.0,12.0,7.0,23,32.0,7.0,8.0,5.0,17.0,5.0,1.0,5.0,6.0,6.0,12.0,5.0,3.0,1.0,2.0,6.0,3.0,,1,,1.0,15.0,1.0,23,62,0.8,0.8888888888888888,0.5405405405405406,0.5,0.5405405405405406,0.5,0.5909090909090909,0.5,0.71875,27.173913043478258,0.8333333333333334,0.10416666666666667,0.07462686567164178,0.0625,0.09375,0.0641025641025641,0.125,,0.13333333333333333,0.07692307692307693,,0.40540540540540543,0.6666666666666666,0.7692307692307693,0.8,0.5135135135135135,0.47368421052631576,0.5,0.7777777777777778,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.40540540540540543,0.46687567567567567,0.45891666666666664,0.1346153846153846,0.4423076923076923,5.848648648648648,0.4025974025974026,4.0,4.0,,,,,8.0,8.0,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,,0.08108108108108109,,0.15,,,0.3333333333333333,1.0,0.4796,0.16279069767441862,0.16279069767441862,,2.0,4.0,,,,,,,,1.0,,,,4.0,,,,2.0,,1.0,,2.0,,1.0,1.0,,,,,,,0.13333333333333333,0.05263157894736842,,,0.16666666666666666,,0.1111111111111111,,,,0.14285714285714285,1.0,,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
782,1610612764,Mitch Richmond,Mitch Richmond,782,WAS,9419.0,157,,313,306,85,104,55,619,4.0,10,2.0,10.0,17.0,37.0,23,57,33.0,85,322,3.0,5,7.0,13.0,9.0,21,26.0,14.0,15.0,7.0,31.0,2.0,6.0,7.0,13.0,2.0,15.0,7.0,4.0,4.0,3.0,11.0,4.0,2.0,9,,1.0,36.0,3.0,21,85,0.5652173913043478,0.5652173913043478,0.40350877192982454,0.6,0.36619718309859156,0.42857142857142855,0.4885057471264368,0.5,0.525,25.857519788918207,0.6363636363636364,0.06862745098039216,0.014705882352941176,0.3,0.10655737704918032,0.012269938650306749,0.0392156862745098,0.09090909090909091,0.02564102564102564,0.3076923076923077,0.2857142857142857,0.14084507042253522,0.4,0.5,0.75,0.14084507042253522,0.2,0.2,0.5,0.5211267605633803,0.4594594594594595,0.5,0.5294117647058824,0.3380281690140845,0.4572845070422536,0.45196,0.08235294117647059,0.24705882352941178,13.357894736842105,0.2715654952076677,1.0,3.0,12.0,1.0,14.0,2.0,6.0,20.0,12.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,14.0,1.0,,1.0,0.46153846153846156,0.4,0.19718309859154928,0.08771929824561403,0.08108108108108109,0.0975609756097561,0.16901408450704225,0.14285714285714285,0.2,0.3333333333333333,0.4180916666666666,0.17857142857142858,0.2028985507246377,25.37142857142857,,,2.0,1.0,,2.0,,2.0,2.0,1.0,,2.0,3.0,,2.0,,6.0,1.0,,,,,,1.0,,1.0,0.5,0.14285714285714285,,0.14285714285714285,,0.2,,,,,,,,,,,,0.028169014084507043,0.16666666666666666,0.16666666666666666,0.5,,,,0.14285714285714285,,0.13333333333333333,,0.16666666666666666,,3.0,,,,1.0,,,,0.06666666666666667,,,,2.0,1.0,,,,,,,,,,,,True,,,,,,,,
