EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Corner3Assists,SecondChanceTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,3SecondViolations,on
137,1610612755,Vernon Maxwell,Vernon Maxwell,137,PHI,14423.0,240,18.0,481,478,148,86,47,959,3.0,8.0,1.0,2.0,1.0,1.0,12.0,5.0,11.0,2.0,9.0,2.0,2.0,13.0,34.0,1.0,1.0,6.0,11.0,9.0,31.0,15.0,43.0,12.0,75.0,474,1.0,2.0,1.0,3.0,5.0,1.0,4.0,6.0,13.0,5.0,25.0,12.0,6.0,45.0,2.0,34.0,13.0,3.0,19.0,3.0,22.0,3.0,10.0,2.0,7.0,47.0,1.0,4.0,19.0,23.0,1.0,24.0,1.0,7.0,4.0,3.0,5.0,1.0,3.0,6.0,2.0,2.0,11.0,3.0,8.0,22.0,3.0,18.0,6.0,3.0,1.0,25.0,148,2.0,0.6666666666666666,0.75,1.0,0.3488372093023256,0.3333333333333333,0.46153846153846156,0.3488372093023256,0.2903225806451613,0.5,0.25,0.42567567567567566,0.5,0.5882352941176471,0.45180722891566266,0.5,0.625,0.581081081081081,0.0967741935483871,0.125,0.16666666666666666,17.472118959107807,0.45454545454545453,0.08837209302325581,0.006097560975609756,0.1,0.09019607843137255,0.004807692307692308,0.023255813953488372,0.1,0.02631578947368421,0.13924050632911392,0.12121212121212122,0.02127659574468085,0.10810810810810811,0.375,0.42857142857142855,0.3333333333333333,0.16216216216216217,0.08333333333333333,0.1,0.14864864864864866,0.45454545454545453,0.45454545454545453,1.0,0.12162162162162163,0.2222222222222222,0.2222222222222222,1.0,0.4594594594594595,0.38235294117647056,0.38235294117647056,1.0,0.4,0.5,0.4,0.2,1.0,1.0,0.058823529411764705,0.11764705882352941,0.6470588235294118,0.5454545454545454,0.6891891891891891,0.38235294117647056,0.5051763513513513,0.5920875000000001,0.49839705882352936,0.075,0.16216216216216217,0.06666666666666667,0.3333333333333333,9.619354838709675,25.38372093023256,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1737,1610612755,Nazr Mohammed,Nazr Mohammed,1737,PHI,7068.0,118,16.0,230,235,70,68,27,465,16.0,22.0,7.0,10.0,9.0,5.0,18.0,2.0,5.0,,,,,,,,,,,23.0,45.0,,,10.0,56.0,245,7.0,12.0,,,18.0,11.0,17.0,,,5.0,27.0,26.0,20.0,,12.0,,,4.0,,,,,,,,,9.0,6.0,10.0,20.0,12.0,32.0,1.0,2.0,1.0,1.0,,,,2.0,,,2.0,1.0,17.0,27.0,2.0,19.0,10.0,1.0,,27.0,70,2.0,0.5652173913043478,0.7647058823529411,,,,,,0.5111111111111111,0.5833333333333334,0.6470588235294118,0.5111111111111111,0.5833333333333334,0.6470588235294118,0.5283018867924528,0.6428571428571429,0.7105263157894737,,0.08888888888888889,0.09090909090909091,0.1111111111111111,20.99236641221374,,0.12048192771084337,0.10465116279069768,0.375,0.16161616161616163,0.12244897959183673,0.06896551724137931,0.09090909090909091,0.16279069767441862,0.06896551724137931,0.35714285714285715,0.058823529411764705,0.4888888888888889,0.7272727272727273,0.8,0.5,0.4,0.2777777777777778,0.3125,0.1111111111111111,0.4,0.4,1.0,,,,,,,,,0.8333333333333334,0.7,,,,,0.5294117647058824,,,,0.4888888888888889,,0.4838822222222222,0.5399875,0.5372529411764706,0.19230769230769232,0.19230769230769232,0.32142857142857145,0.48214285714285715,5.242222222222223,,0.30434782608695654,8.0,4.0,3.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,4.0,0.4,0.25,0.2,0.08108108108108109,0.2727272727272727,0.5,0.8,0.6,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,23810.0,397,8.0,777,783,309,257,131,1560,30.0,40.0,10.0,16.0,13.0,1.0,17.0,21.0,48.0,3.0,7.0,1.0,3.0,5.0,20.0,,1.0,,8.0,52.0,105.0,8.0,27.0,15.0,143.0,786,13.0,27.0,,2.0,28.0,18.0,34.0,,11.0,4.0,40.0,86.0,18.0,21.0,16.0,19.0,5.0,8.0,8.0,2.0,10.0,2.0,5.0,1.0,2.0,22.0,19.0,5.0,49.0,63.0,27.0,90.0,4.0,18.0,11.0,7.0,5.0,1.0,2.0,10.0,3.0,2.0,15.0,4.0,20.0,35.0,1.0,22.0,11.0,1.0,,40.0,309,1.0,0.8269230769230769,0.9772727272727273,0.875,0.2962962962962963,,,0.3076923076923077,0.49523809523809526,0.48148148148148145,0.5294117647058824,0.48484848484848486,0.4482758620689655,0.4,0.5070921985815603,0.4666666666666667,0.4166666666666667,0.20454545454545456,0.0761904761904762,0.075,0.29411764705882354,16.684491978609625,0.3333333333333333,0.16610169491525423,0.05993690851735016,0.06666666666666667,0.14594594594594595,0.06860158311345646,0.04716981132075472,0.15873015873015872,0.175,0.16071428571428573,0.046875,0.06557377049180328,0.30303030303030304,0.75,0.8108108108108109,0.7333333333333333,0.12878787878787878,0.058823529411764705,0.08333333333333333,0.36363636363636365,0.4375,0.4375,0.9523809523809523,0.05303030303030303,0.42857142857142855,0.42857142857142855,1.0,0.15151515151515152,0.25,0.25,0.8,0.5517241379310345,0.625,0.034482758620689655,0.034482758620689655,,,0.28888888888888886,0.06666666666666667,0.17777777777777778,,0.5075757575757576,0.2631578947368421,0.4728152671755726,0.4817096153846153,0.4539744444444444,0.08571428571428572,0.09734513274336283,0.1958041958041958,0.27972027972027974,9.548571428571428,27.325925925925926,0.39768339768339767,11.0,2.0,7.0,9.0,2.0,3.0,7.0,3.0,3.0,7.0,5.0,0.42857142857142855,0.11290322580645161,0.08571428571428572,0.05673758865248227,0.11764705882352941,0.18181818181818182,0.7142857142857143,1.0,0.8461538461538461,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.02702702702702703,0.09090909090909091,0.2,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,True
389,1610612755,Toni Kukoc,Toni Kukoc,389,PHI,43916.0,732,184.0,1441,1418,543,417,166,2859,41.0,57.0,10.0,11.0,15.0,20.0,52.0,27.0,69.0,8.0,17.0,,7.0,16.0,39.0,3.0,5.0,4.0,17.0,88.0,178.0,24.0,56.0,32.0,280.0,1397,16.0,26.0,3.0,5.0,46.0,25.0,54.0,8.0,24.0,19.0,93.0,74.0,102.0,63.0,18.0,36.0,16.0,9.0,60.0,10.0,70.0,6.0,36.0,10.0,14.0,150.0,24.0,15.0,62.0,84.0,33.0,117.0,3.0,26.0,14.0,12.0,30.0,3.0,22.0,6.0,8.0,1.0,36.0,13.0,20.0,48.0,2.0,57.0,20.0,11.0,,93.0,543,9.0,0.42045454545454547,0.46835443037974683,0.875,0.42857142857142855,0.6,0.3333333333333333,0.4528301886792453,0.4943820224719101,0.6153846153846154,0.46296296296296297,0.5299145299145299,0.6612903225806451,0.47435897435897434,0.5387596899224806,0.6764705882352942,0.5,0.23931623931623933,0.05056179775280899,0.03508771929824561,0.11538461538461539,17.981651376146786,0.8333333333333334,0.11091234347048301,0.049689440993788817,0.11278195488721804,0.11127167630057803,0.048903878583473864,0.05161290322580645,0.08130081300813008,0.13963963963963963,0.09813084112149532,0.10810810810810811,0.02727272727272727,0.24358974358974358,0.7192982456140351,0.7454545454545455,0.2926829268292683,0.2222222222222222,0.38461538461538464,0.43478260869565216,0.2948717948717949,0.391304347826087,0.39705882352941174,0.7037037037037037,0.07264957264957266,0.47058823529411764,0.47058823529411764,1.0,0.16666666666666666,0.41025641025641024,0.41025641025641024,0.8125,0.3548387096774194,0.9090909090909091,,0.16129032258064516,0.6,1.0,0.19230769230769232,0.08974358974358974,0.21794871794871795,0.23529411764705882,0.4829059829059829,0.4444444444444444,0.4647387445887445,0.4661125,0.4627546666666667,0.08097165991902834,0.10471204188481675,0.16428571428571428,0.33214285714285713,9.469662921348313,26.65,0.37682165163081194,12.0,5.0,5.0,7.0,2.0,7.0,3.0,2.0,1.0,3.0,2.0,0.17073170731707318,0.045454545454545456,0.058823529411764705,0.0430622009569378,0.058823529411764705,0.13636363636363635,0.6666666666666666,0.3,0.8,9.0,3.0,4.0,,,,,,0.07407407407407407,,,,4.0,4.0,3.0,2.0,0.014492753623188406,0.5714285714285714,,,,,,,,,,,,,,,,,True
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,178561.0,2976,371.0,5743,5705,1928,1413,776,11448,292.0,455.0,23.0,33.0,156.0,134.0,451.0,238.0,601.0,13.0,36.0,6.0,13.0,85.0,270.0,8.0,25.0,30.0,93.0,664.0,1507.0,98.0,306.0,585.0,2207.0,5612,51.0,118.0,12.0,31.0,179.0,223.0,501.0,35.0,106.0,269.0,820.0,492.0,836.0,231.0,16.0,267.0,85.0,95.0,279.0,46.0,325.0,24.0,136.0,62.0,81.0,696.0,44.0,63.0,157.0,223.0,50.0,273.0,16.0,178.0,110.0,68.0,134.0,28.0,76.0,103.0,58.0,10.0,237.0,67.0,46.0,147.0,25.0,719.0,269.0,85.0,,820.0,1928,16.0,0.3704819277108434,0.375,0.7857142857142857,0.3202614379084967,0.3870967741935484,0.330188679245283,0.3234323432343234,0.44061048440610484,0.4322033898305085,0.44510978043912175,0.4473248758963045,0.46308724832214765,0.4538714991762768,0.5115239887111948,0.5116279069767442,0.5355731225296443,0.16878102592388305,0.0630391506303915,0.08791208791208792,0.09090909090909091,35.42197571578474,0.5654008438818565,0.06852902662592754,0.019417475728155338,0.10787671232876712,0.07652173913043478,0.017589820359281437,0.01375,0.06391752577319587,0.05496828752642706,0.08604651162790698,0.10119047619047619,0.01689545934530095,0.25096525096525096,0.6417582417582418,0.7036144578313253,0.3835616438356164,0.24875896304467732,0.29711751662971175,0.32682926829268294,0.33149476006618867,0.39600665557404324,0.40545144804088584,0.4369747899159664,0.019856591285162713,0.3611111111111111,0.3611111111111111,0.9230769230769231,0.14892443463872035,0.3148148148148148,0.3159851301115242,0.7647058823529411,0.2214765100671141,0.696969696969697,0.040268456375838924,0.16778523489932887,0.32,0.875,0.257001647446458,0.0214168039538715,0.15321252059308071,0.3225806451612903,0.419746276889134,0.31835205992509363,0.463289171270718,0.4374962121212119,0.4495162251655628,0.13424791768740812,0.15540150202195263,0.08110557317625736,0.37154508382419577,9.975978765759782,25.99640522875817,0.33571304196413027,98.0,41.0,3.0,3.0,,45.0,14.0,2.0,8.0,20.0,15.0,0.02097902097902098,0.007389162561576354,0.01875,0.02434077079107505,0.00641025641025641,0.15,0.75,0.22388059701492538,0.6282051282051282,63.0,3.0,3.0,16.0,1.0,5.0,4.0,,0.014018691588785047,0.010638297872340425,0.17391304347826086,0.016129032258064516,5.0,22.0,16.0,42.0,0.02329450915141431,0.38461538461538464,4.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,0.0032679738562091504,0.003703703703703704,0.6666666666666666,0.75,,,,,True
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,103741.0,1729,362.0,3366,3333,1353,979,445,6699,96.0,129.0,6.0,7.0,47.0,36.0,106.0,43.0,115.0,24.0,55.0,5.0,31.0,22.0,80.0,3.0,11.0,9.0,35.0,175.0,350.0,46.0,135.0,89.0,577.0,3254,17.0,27.0,3.0,16.0,43.0,59.0,121.0,23.0,66.0,54.0,241.0,172.0,178.0,132.0,4.0,77.0,22.0,36.0,246.0,32.0,278.0,25.0,120.0,59.0,67.0,588.0,19.0,43.0,170.0,220.0,21.0,241.0,4.0,80.0,38.0,42.0,101.0,15.0,67.0,42.0,34.0,7.0,143.0,45.0,48.0,138.0,8.0,118.0,42.0,21.0,,241.0,1353,25.0,0.49142857142857144,0.49710982658959535,0.9565217391304348,0.34074074074074073,0.1875,0.3484848484848485,0.3484848484848485,0.5,0.6296296296296297,0.48760330578512395,0.5030927835051546,0.5,0.5,0.5373134328358209,0.48863636363636365,0.5527522935779816,0.27835051546391754,0.10285714285714286,0.10852713178294573,0.1792452830188679,17.405793386311203,0.7062937062937062,0.13026819923371646,0.015091342335186657,0.11748633879781421,0.12746858168761221,0.01381578947368421,0.014150943396226415,0.1404109589041096,0.11650485436893204,0.13855421686746988,0.12539184952978055,0.0182648401826484,0.26597938144329897,0.7441860465116279,0.8347826086956521,0.4583333333333333,0.21855670103092784,0.33962264150943394,0.41379310344827586,0.23711340206185566,0.3739130434782609,0.38392857142857145,0.7209302325581395,0.1134020618556701,0.43636363636363634,0.4444444444444444,1.0,0.16494845360824742,0.275,0.2894736842105263,0.9090909090909091,0.16279069767441862,0.8571428571428571,0.11627906976744186,0.2558139534883721,0.2727272727272727,1.0,0.25133689839572193,0.1657754010695187,0.18716577540106952,0.2571428571428571,0.5443298969072164,0.2857142857142857,0.47655197095435686,0.4492085365853658,0.4808605405405405,0.08349514563106795,0.11081794195250659,0.07452339688041594,0.41767764298093585,8.739714285714287,25.615555555555552,0.4019607843137255,38.0,,2.0,7.0,4.0,13.0,6.0,1.0,3.0,6.0,1.0,0.07954545454545454,0.007662835249042145,0.017123287671232876,0.014732965009208104,0.00510204081632653,0.06382978723404255,0.16666666666666666,0.3055555555555556,0.8085106382978723,6.0,3.0,,4.0,,1.0,2.0,,,0.015384615384615385,0.16666666666666666,0.007352941176470588,14.0,7.0,12.0,1.0,0.02608695652173913,0.45161290322580644,,5.0,,,,,,,0.037037037037037035,0.05,,,0.01818181818181818,,,,True
248,1610612755,George Lynch,George Lynch,248,PHI,123352.0,2056,201.0,3941,3936,1182,867,532,7877,108.0,174.0,33.0,61.0,48.0,42.0,131.0,39.0,119.0,8.0,27.0,,5.0,7.0,19.0,1.0,1.0,4.0,10.0,189.0,424.0,15.0,46.0,93.0,516.0,3849,47.0,103.0,1.0,1.0,126.0,53.0,101.0,4.0,15.0,48.0,166.0,264.0,114.0,42.0,60.0,17.0,6.0,60.0,101.0,12.0,113.0,8.0,54.0,27.0,20.0,238.0,129.0,60.0,235.0,318.0,157.0,475.0,24.0,76.0,58.0,18.0,51.0,7.0,35.0,32.0,16.0,4.0,83.0,21.0,74.0,173.0,9.0,136.0,57.0,16.0,1.0,166.0,1182,26.0,0.6984126984126984,0.8301886792452831,0.9333333333333333,0.32608695652173914,1.0,0.26666666666666666,0.3111111111111111,0.44575471698113206,0.4563106796116505,0.5247524752475248,0.45,0.46634615384615385,0.5086206896551724,0.48405253283302063,0.5163934426229508,0.5570469798657718,0.09787234042553192,0.14150943396226415,0.14942528735632185,0.2366412213740458,13.461538461538462,0.6144578313253012,0.14968152866242038,0.08143939393939394,0.14423076923076922,0.148539778449144,0.08105206655931294,0.07194244604316546,0.12275449101796407,0.1606864274570983,0.15294117647058825,0.13934426229508196,0.1188118811881188,0.3702127659574468,0.6206896551724138,0.7297297297297297,0.6388888888888888,0.27872340425531916,0.32061068702290074,0.42,0.2531914893617021,0.3277310924369748,0.33620689655172414,0.8461538461538461,0.0574468085106383,0.2962962962962963,0.2962962962962963,1.0,0.04042553191489362,0.3684210526315789,0.3888888888888889,0.8571428571428571,0.5865384615384616,0.5409836065573771,,0.009615384615384616,1.0,1.0,0.41379310344827586,0.04310344827586207,0.08620689655172414,0.4,0.46808510638297873,0.35294117647058826,0.48178752665245195,0.48527268041237104,0.4861370689655173,0.1102514506769826,0.12101910828025478,0.2441860465116279,0.32170542635658916,7.684905660377359,24.730434782608693,0.2999238771885308,35.0,29.0,22.0,23.0,9.0,10.0,23.0,10.0,10.0,23.0,17.0,0.25842696629213485,0.07885304659498207,0.0972644376899696,0.0815450643776824,0.07582938388625593,0.18,0.7391304347826086,0.7142857142857143,0.7291666666666666,3.0,1.0,6.0,7.0,,,3.0,2.0,0.04225352112676056,0.08823529411764706,0.12121212121212122,,,4.0,11.0,,0.025210084033613446,,,1.0,,,,,,,0.021739130434782608,0.05263157894736842,,,,1.0,1.0,4.0,True
689,1610612755,Theo Ratliff,Theo Ratliff,689,PHI,97125.0,1619,234.0,3100,3068,982,605,411,6168,94.0,140.0,28.0,47.0,31.0,99.0,224.0,17.0,54.0,,,,,,,,,,,210.0,418.0,,,149.0,569.0,2963,40.0,77.0,,,100.0,52.0,99.0,,,68.0,172.0,248.0,172.0,,56.0,,,28.0,35.0,17.0,52.0,12.0,15.0,6.0,14.0,121.0,97.0,49.0,188.0,254.0,118.0,372.0,5.0,28.0,20.0,8.0,39.0,5.0,13.0,65.0,26.0,12.0,104.0,28.0,54.0,146.0,27.0,198.0,73.0,31.0,5.0,172.0,982,13.0,0.5904761904761905,0.6813186813186813,,,,,,0.5023923444976076,0.5194805194805194,0.5252525252525253,0.5023923444976076,0.5194805194805194,0.5252525252525253,0.5556640625,0.5617977528089888,0.6099290780141844,,0.06698564593301436,0.08571428571428572,0.07142857142857142,17.23076923076923,0.375,0.14584949573312644,0.08117154811715481,0.1644295302013423,0.14933837429111532,0.08098591549295775,0.07481296758104738,0.09375,0.1286549707602339,0.19467213114754098,0.1593625498007968,0.028409090909090908,0.3349282296650718,0.6714285714285714,0.734375,0.6276595744680851,0.5358851674641149,0.4419642857142857,0.47596153846153844,0.1291866028708134,0.3148148148148148,0.3148148148148148,0.8235294117647058,,,,,,,,,0.6103896103896104,0.5957446808510638,,,,,0.31313131313131315,,,,0.3349282296650718,,0.4388497607655502,0.4879750000000001,0.42953535353535355,0.15176715176715178,0.15176715176715178,0.1757469244288225,0.3022847100175747,7.182296650717702,,0.3167741935483871,22.0,20.0,18.0,17.0,15.0,10.0,163.0,81.0,75.0,164.0,107.0,0.24285714285714285,0.08,0.08185053380782918,0.08576998050682261,0.07272727272727272,0.19148936170212766,0.6524390243902439,0.5151515151515151,0.7096774193548387,,,3.0,3.0,,,7.0,,0.027777777777777776,0.1,0.07142857142857142,,,5.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,2.0,11.0,True
727,1610612755,Eric Snow,Eric Snow,727,PHI,74840.0,1247,191.0,2427,2409,814,621,342,4836,45.0,68.0,1.0,2.0,26.0,33.0,92.0,47.0,123.0,,,,,,10.0,,,,8.0,125.0,283.0,,10.0,89.0,339.0,2307,6.0,18.0,,,16.0,46.0,94.0,,8.0,60.0,152.0,148.0,102.0,,2.0,8.0,,12.0,229.0,37.0,266.0,26.0,115.0,45.0,69.0,569.0,12.0,23.0,87.0,111.0,16.0,127.0,1.0,61.0,21.0,40.0,45.0,22.0,37.0,44.0,8.0,9.0,89.0,30.0,31.0,86.0,4.0,114.0,31.0,27.0,,152.0,814,11.0,0.592,0.5967741935483871,,,,,,0.4416961130742049,0.3333333333333333,0.48936170212765956,0.42662116040955633,0.3333333333333333,0.45098039215686275,0.4883720930232558,0.36363636363636365,0.5551470588235294,0.034129692832764506,0.04240282685512368,0.07352941176470588,0.06521739130434782,15.31117397454031,0.5056179775280899,0.0912906610703043,0.01195219123505976,0.09387755102040816,0.09181969949916527,0.012987012987012988,0.0076726342710997444,0.07954545454545454,0.08644859813084112,0.10315186246418338,0.08878504672897196,0.006666666666666667,0.23208191126279865,0.6617647058823529,0.7142857142857143,0.4666666666666667,0.31399317406143346,0.358695652173913,0.38372093023255816,0.4197952218430034,0.3821138211382114,0.38524590163934425,0.7659574468085106,,,,,0.034129692832764506,,,,0.1111111111111111,0.5,,,,,0.2549019607843137,,0.0784313725490196,,0.26621160409556316,,0.4335818965517241,0.41327647058823525,0.4404035353535353,0.09779179810725552,0.10097719869706841,0.0471976401179941,0.44837758112094395,10.847349823321556,31.139999999999997,0.3353934899052328,17.0,4.0,3.0,1.0,3.0,7.0,5.0,1.0,1.0,5.0,3.0,0.01639344262295082,0.019867549668874173,0.015957446808510637,0.01411764705882353,0.017241379310344827,0.12903225806451613,0.6,0.5151515151515151,0.6538461538461539,,2.0,1.0,7.0,,,3.0,,0.012048192771084338,0.02857142857142857,1.0,,,11.0,3.0,3.0,0.008130081300813009,,,1.0,1.0,,,,,,0.1,0.1,,,,,,,True
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,22147.0,369,-3.0,732,747,238,232,89,1479,54.0,72.0,21.0,33.0,25.0,6.0,24.0,,2.0,,,,,,,,,,,60.0,98.0,,,29.0,149.0,755,22.0,44.0,,,48.0,19.0,33.0,,,10.0,48.0,76.0,44.0,,36.0,,,14.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,43.0,4.0,52.0,62.0,46.0,108.0,5.0,3.0,2.0,1.0,7.0,,5.0,11.0,2.0,1.0,18.0,7.0,39.0,60.0,4.0,45.0,22.0,2.0,,48.0,238,3.0,0.6333333333333333,0.9047619047619048,,,,,,0.6122448979591837,0.5,0.5757575757575758,0.6122448979591837,0.5,0.5757575757575758,0.6260504201680672,0.5106382978723404,0.5853658536585366,,0.14285714285714285,0.1111111111111111,0.20833333333333334,16.251482799525505,0.3888888888888889,0.174496644295302,0.14930555555555555,0.06451612903225806,0.15555555555555556,0.1347305389221557,0.11458333333333333,0.25675675675675674,0.1574074074074074,0.13793103448275862,0.06521739130434782,0.20833333333333334,0.7346938775510204,0.75,0.84375,0.6296296296296297,0.24489795918367346,0.25,0.3157894736842105,0.02040816326530612,,,,,,,,,,,,0.75,0.6363636363636364,,,,,0.7575757575757576,,,,0.7346938775510204,,0.5127602040816326,0.5239214285714284,0.5043727272727272,0.18803418803418803,0.18803418803418803,0.3221476510067114,0.3221476510067114,2.6071428571428568,,0.3251366120218579,18.0,4.0,2.0,6.0,6.0,3.0,13.0,3.0,9.0,13.0,8.0,0.20689655172413793,0.043478260869565216,0.296875,0.1015625,0.03333333333333333,0.0625,0.6153846153846154,0.6666666666666666,0.72,,,1.0,2.0,,,1.0,,0.03125,0.0625,0.09523809523809523,,,,2.0,,0.5,,,,,,,,,,,,,,,,1.0,3.0,True
