EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,HeaveAttempts,Fg3aBlocked,Corner3Assists,Travels,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,PenaltyAtRimAccuracy,SecondChanceAtRimPctAssisted,3SecondViolations,OffCorner3ReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,on
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,17741.0,296,12.0,575,570,129,201.0,79.0,1145,7.0,15.0,1.0,6.0,2.0,11.0,21.0,20.0,40.0,9.0,20.0,1.0,1.0,3.0,7.0,13.0,30.0,1.0,2.0,4.0,7.0,38.0,76.0,22.0,50.0,20.0,162.0,630,2.0,11.0,2.0,3.0,2.0,12.0,7.0,13.0,7.0,14.0,6.0,41.0,52.0,24.0,57.0,9.0,2.0,30.0,13.0,11.0,7.0,1.0,8.0,1.0,3.0,1.0,3.0,17.0,2.0,10.0,1.0,4.0,18.0,2.0,24.0,13.0,37.0,1.0,5.0,4.0,1.0,7.0,2.0,5.0,7.0,1.0,2.0,14.0,2.0,3.0,13.0,31.0,1.0,3.0,25.0,4.0,1.0,12.0,2.0,3.0,3.0,3.0,2.0,41.0,129,7.0,0.6842105263157895,0.7027027027027027,0.8636363636363636,0.44,0.6666666666666666,0.5,0.44,0.5,0.18181818181818182,0.5384615384615384,0.5634920634920635,0.35714285714285715,0.6481481481481481,0.5919117647058824,0.36666666666666664,0.6451612903225806,0.3968253968253968,0.14473684210526316,0.26666666666666666,0.19047619047619047,0.075,22.288261515601782,0.5,0.08695652173913043,0.05555555555555555,0.08823529411764706,0.04484304932735426,0.1,0.030303030303030304,0.09016393442622951,0.04152249134948097,0.03571428571428571,0.0196078431372549,0.0603448275862069,0.041666666666666664,0.06060606060606061,0.08695652173913043,0.11594202898550725,0.10714285714285714,0.08333333333333333,0.018518518518518517,0.6666666666666666,0.11904761904761904,0.4666666666666667,0.6363636363636364,0.5714285714285714,0.16666666666666666,0.5238095238095238,0.6470588235294118,0.5454545454545454,0.31746031746031744,0.5,0.5405405405405406,0.8,0.15873015873015872,0.45,0.45,1.0,0.23809523809523808,0.43333333333333335,0.43333333333333335,0.7692307692307693,0.42857142857142855,0.16666666666666666,0.07142857142857142,1.0,1.0,0.14285714285714285,0.5,1.0,0.07407407407407407,0.25925925925925924,0.42857142857142855,0.25925925925925924,0.5714285714285714,0.5158730158730159,0.43333333333333335,0.4748551587301586,0.4934875,0.4653203703703705,0.08955223880597014,0.14285714285714285,0.07407407407407407,0.25308641975308643,12.373684210526312,24.48399999999999,0.22434782608695653,,,,,,,,,,,,,,,,,,,,,,,,,True
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,143470.0,2391,156.0,4573,4576,1292,1336.0,646.0,9149,96.0,157.0,12.0,21.0,36.0,45.0,115.0,156.0,387.0,8.0,20.0,1.0,3.0,1.0,7.0,25.0,88.0,,9.0,7.0,31.0,297.0,659.0,33.0,108.0,109.0,802.0,4711,29.0,61.0,1.0,12.0,17.0,78.0,78.0,191.0,8.0,38.0,67.0,247.0,308.0,286.0,63.0,36.0,20.0,83.0,25.0,36.0,318.0,89.0,407.0,60.0,112.0,39.0,167.0,903.0,10.0,38.0,2.0,29.0,131.0,2.0,162.0,50.0,212.0,7.0,123.0,74.0,49.0,55.0,18.0,39.0,48.0,6.0,16.0,103.0,7.0,25.0,66.0,171.0,4.0,11.0,145.0,8.0,6.0,41.0,33.0,26.0,17.0,26.0,15.0,247.0,1292,33.0,0.5185185185185185,0.5365853658536586,0.6363636363636364,0.3055555555555556,0.08333333333333333,0.21052631578947367,0.32038834951456313,0.45068285280728376,0.47540983606557374,0.4083769633507853,0.4517601043024772,0.4178082191780822,0.3930131004366812,0.4789915966386555,0.463855421686747,0.458955223880597,0.1408083441981747,0.054628224582701064,0.1592356687898089,0.06956521739130435,0.007751937984496124,17.49625748502994,0.5339805825242718,0.013605442176870748,0.013157894736842105,0.07245575221238938,0.01988487702773417,0.07837837837837838,0.026455026455026454,0.07346189164370982,0.020969855832241154,0.02869757174392936,0.02186878727634195,0.014659685863874346,0.03558718861209965,0.06769825918762089,0.06518010291595197,0.08192090395480225,0.07664233576642336,0.08333333333333333,0.018421052631578946,0.5769230769230769,0.2046936114732725,0.6114649681528662,0.7272727272727273,0.34375,0.14993481095176012,0.391304347826087,0.4205607476635514,0.4888888888888889,0.5045632333767927,0.40310077519379844,0.40625,0.6346153846153846,0.02607561929595828,0.4,0.4,0.625,0.11473272490221642,0.2840909090909091,0.29069767441860467,0.64,0.2876712328767123,0.5714285714285714,0.0410958904109589,0.3333333333333333,1.0,0.1232876712328767,,,0.1572052401746725,0.03056768558951965,0.14285714285714285,0.13537117903930132,0.22580645161290322,0.3455019556714472,0.30120481927710846,0.4511715789473685,0.46447786885245895,0.4146390134529149,0.05125,0.059248554913294796,0.09725685785536159,0.30798004987531175,12.74476479514416,26.5574074074074,0.2825278810408922,22.0,5.0,2.0,29.0,5.0,4.0,5.0,1.0,0.018518518518518517,0.022727272727272728,0.6111111111111112,,,,,,,,,,,,,,True
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,5212.0,87,-27.0,174,172,68,94.0,26.0,346,5.0,12.0,3.0,6.0,4.0,2.0,10.0,1.0,3.0,,,,,,,,,,,,,8.0,25.0,,,10.0,26.0,182,4.0,7.0,,,1.0,9.0,3.0,8.0,,,5.0,11.0,6.0,10.0,,,4.0,,,2.0,1.0,,1.0,,,,1.0,2.0,3.0,9.0,1.0,2.0,8.0,,10.0,13.0,23.0,,3.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,4.0,,3.0,7.0,13.0,,1.0,17.0,,,8.0,1.0,2.0,2.0,2.0,1.0,11.0,68,2.0,0.375,0.5,,,,,,0.32,0.5714285714285714,0.375,0.32,0.5714285714285714,0.375,0.38235294117647056,0.5625,0.4583333333333333,,0.08,0.16666666666666666,,,18.7192118226601,0.5,,0.1,0.16326530612244897,0.13043478260869565,0.1111111111111111,0.15,0.14925373134328357,0.1348314606741573,0.125,0.1,0.15151515151515152,0.17647058823529413,0.375,,0.11764705882352941,0.14285714285714285,,,0.5,0.48,0.4166666666666667,0.5,0.4,0.4,0.2,0.2,0.5,0.12,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.8571428571428571,0.5,,,,,,,0.5,,,,,0.48,,0.460184,0.5623428571428571,0.43204999999999993,0.24242424242424243,0.24242424242424243,0.34615384615384615,0.4230769230769231,6.28,,0.39080459770114945,1.0,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,True
164,1610612761,Chris Childs,Chris Childs,164,TOR,13038.0,217,74.0,422,429,133,168.0,54.0,851,6.0,9.0,,1.0,3.0,,4.0,8.0,14.0,,1.0,,,,,7.0,18.0,,1.0,2.0,4.0,14.0,27.0,7.0,19.0,13.0,62.0,395,1.0,2.0,,1.0,2.0,4.0,3.0,9.0,2.0,4.0,11.0,23.0,12.0,16.0,15.0,6.0,,17.0,7.0,1.0,42.0,8.0,50.0,4.0,14.0,5.0,23.0,108.0,,4.0,,5.0,20.0,,25.0,4.0,29.0,,13.0,5.0,8.0,13.0,6.0,11.0,8.0,,2.0,21.0,1.0,3.0,15.0,31.0,1.0,1.0,14.0,1.0,1.0,2.0,5.0,4.0,,4.0,2.0,23.0,133,7.0,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.3684210526315789,,0.5,0.3888888888888889,0.5185185185185185,0.5,0.3333333333333333,0.532608695652174,0.3333333333333333,0.46153846153846156,0.5961538461538461,0.5,0.6388888888888888,0.41304347826086957,0.037037037037037035,,0.25,,14.959016393442623,0.6190476190476191,,,0.12738853503184713,0.023952095808383235,0.13157894736842105,,0.1282051282051282,0.02030456852791878,0.027777777777777776,,0.03614457831325301,,0.14893617021276595,0.09803921568627451,0.13559322033898305,0.1,0.25,,0.5,0.1956521739130435,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.08695652173913043,,,,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.625,0.021739130434782608,,,,0.391304347826087,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.3333333333333333,,,,,0.3333333333333333,,,0.23076923076923078,,,0.3076923076923077,0.5,0.6086956521739131,0.4117647058823529,0.4641133333333334,0.5017166666666667,0.38953076923076924,0.0425531914893617,0.07142857142857142,0.06451612903225806,0.3709677419354839,11.577777777777776,26.131578947368425,0.31516587677725116,2.0,1.0,,4.0,,,4.0,,,,0.6666666666666666,,,,,,,,,,,,,,True
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,12683.0,211,98.0,397,394,115,180.0,58.0,791,19.0,28.0,6.0,11.0,5.0,2.0,11.0,4.0,13.0,,,,,,,,1.0,,,,1.0,25.0,52.0,,1.0,19.0,69.0,371,6.0,13.0,,,2.0,14.0,5.0,12.0,,1.0,4.0,14.0,38.0,12.0,,,8.0,1.0,,6.0,7.0,2.0,9.0,2.0,1.0,4.0,2.0,20.0,4.0,14.0,1.0,7.0,27.0,2.0,36.0,19.0,55.0,,6.0,2.0,4.0,1.0,1.0,,6.0,1.0,1.0,7.0,1.0,,13.0,27.0,2.0,3.0,25.0,2.0,1.0,11.0,2.0,3.0,1.0,3.0,2.0,14.0,115,5.0,0.76,0.9047619047619048,,,,,,0.4807692307692308,0.46153846153846156,0.4166666666666667,0.4716981132075472,0.46153846153846156,0.38461538461538464,0.53125,0.4666666666666667,0.4375,0.018867924528301886,0.11538461538461539,0.14285714285714285,0.09090909090909091,0.07692307692307693,14.978902953586497,0.14285714285714285,0.2857142857142857,0.08333333333333333,0.17197452229299362,0.08433734939759036,0.17073170731707318,0.11764705882352941,0.1717171717171717,0.09,0.1,0.11363636363636363,0.06097560975609756,0.125,0.17391304347826086,0.1836734693877551,0.16129032258064516,0.12121212121212122,0.375,,0.6666666666666666,0.5283018867924528,0.6785714285714286,0.7916666666666666,0.6842105263157895,0.20754716981132076,0.18181818181818182,0.2,1.0,0.24528301886792453,0.3076923076923077,0.3333333333333333,1.0,,,,,0.018867924528301886,,,,0.8461538461538461,0.5454545454545454,,,,,,,0.38461538461538464,,,0.07692307692307693,,0.5471698113207547,,0.4840915094339623,0.5863181818181817,0.45517307692307685,0.1774193548387097,0.18032786885245902,0.2028985507246377,0.2028985507246377,5.976923076923077,25.6,0.28967254408060455,2.0,,,,,,2.0,,,,0.4,0.3333333333333333,1.0,0.1,,,,,,,,,,,True
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,94421.0,1574,242.0,3021,3008,852,849.0,436.0,6029,134.0,227.0,41.0,68.0,82.0,52.0,142.0,143.0,311.0,17.0,40.0,4.0,9.0,4.0,6.0,69.0,174.0,4.0,18.0,16.0,50.0,329.0,680.0,86.0,214.0,213.0,1129.0,3075,60.0,115.0,8.0,27.0,40.0,184.0,82.0,198.0,20.0,56.0,123.0,347.0,348.0,310.0,192.0,66.0,58.0,173.0,69.0,32.0,149.0,20.0,169.0,8.0,68.0,22.0,59.0,358.0,14.0,87.0,,29.0,104.0,5.0,138.0,101.0,239.0,27.0,55.0,35.0,20.0,47.0,18.0,29.0,46.0,2.0,18.0,93.0,11.0,19.0,47.0,111.0,8.0,11.0,279.0,12.0,9.0,91.0,49.0,54.0,23.0,56.0,35.0,347.0,852,23.0,0.5288753799392097,0.58,0.7441860465116279,0.40186915887850466,0.2962962962962963,0.35714285714285715,0.40375586854460094,0.4838235294117647,0.5217391304347826,0.41414141414141414,0.5123042505592841,0.5070422535211268,0.4409448818897638,0.5489236790606654,0.5411764705882353,0.5180180180180181,0.23937360178970918,0.047058823529411764,0.07488986784140969,0.08450704225352113,0.00964630225080386,31.433408577878104,0.5053763440860215,0.05434782608695652,,0.08739495798319327,0.07010475423045931,0.11372549019607843,0.0546875,0.09204152249134948,0.0674682698730795,0.08934707903780069,0.07051282051282051,0.061128526645768025,0.06878306878306878,0.08,0.07417582417582418,0.10294117647058823,0.12222222222222222,0.09333333333333334,0.06164383561643835,0.625,0.2539149888143177,0.5903083700440529,0.638095238095238,0.4701492537313433,0.15883668903803133,0.36619718309859156,0.4,0.46153846153846156,0.3478747203579418,0.45980707395498394,0.4642857142857143,0.6083916083916084,0.0447427293064877,0.425,0.425,0.9411764705882353,0.19463087248322147,0.39655172413793105,0.3988439306358382,0.6956521739130435,0.4788732394366197,0.6029411764705882,0.06338028169014084,0.4444444444444444,1.0,0.1267605633802817,0.2222222222222222,0.75,0.3228346456692913,0.023622047244094488,0.6666666666666666,0.1968503937007874,0.32,0.49328859060402686,0.3988439306358382,0.4771023542600897,0.5018162601626015,0.47263333333333335,0.09455292908530319,0.11989459815546773,0.1629760850310009,0.3073516386182462,10.465588235294117,25.29859813084112,0.282025819265144,42.0,1.0,1.0,12.0,6.0,6.0,25.0,,0.004672897196261682,0.005747126436781609,0.5121951219512195,0.2682926829268293,3.0,0.014925373134328358,1.0,1.0,2.0,2.0,1.0,1.0,0.004672897196261682,,,,True
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,39002.0,650,73.0,1246,1261,338,379.0,170.0,2507,84.0,121.0,25.0,36.0,32.0,25.0,64.0,11.0,34.0,,,,,,,,,,,,,120.0,219.0,,,63.0,303.0,1312,29.0,45.0,,,12.0,70.0,34.0,55.0,,,26.0,94.0,154.0,86.0,,,32.0,,,18.0,24.0,7.0,31.0,4.0,10.0,3.0,11.0,69.0,12.0,51.0,,13.0,83.0,16.0,112.0,63.0,175.0,11.0,9.0,3.0,6.0,14.0,2.0,5.0,12.0,,9.0,26.0,5.0,7.0,60.0,96.0,6.0,2.0,101.0,21.0,,53.0,8.0,72.0,48.0,73.0,41.0,94.0,338,12.0,0.6416666666666667,0.7403846153846154,,,,,,0.547945205479452,0.6444444444444445,0.6181818181818182,0.547945205479452,0.6444444444444445,0.6181818181818182,0.584942084942085,0.6730769230769231,0.6714285714285714,,0.0821917808219178,0.09090909090909091,0.09375,0.029411764705882353,19.58762886597938,0.5384615384615384,0.3333333333333333,,0.1680161943319838,0.10429447852760736,0.12149532710280374,0.12121212121212122,0.15973377703826955,0.10714285714285714,0.19298245614035087,0.07692307692307693,0.07755102040816327,0.07692307692307693,0.12751677852348994,0.175,0.1945945945945946,0.12195121951219512,0.12,0.13580246913580246,0.5616438356164384,0.5525114155251142,0.6942148760330579,0.7636363636363637,0.6666666666666666,0.2922374429223744,0.390625,0.43103448275862066,0.64,0.1552511415525114,0.3235294117647059,0.3333333333333333,0.45454545454545453,,,,,,,,,0.8,0.6944444444444444,,,,,,,0.5818181818181818,,,,,0.5525114155251142,,0.49882009132420096,0.558161111111111,0.4918181818181818,0.21115537848605578,0.21115537848605578,0.23102310231023102,0.3102310231023102,5.356621004566208,,0.2712680577849117,25.0,,,3.0,6.0,,24.0,,,,0.78125,0.24,2.0,0.20588235294117646,,,1.0,,2.0,,,1.0,,,True
891,1610612761,Charles Oakley,Charles Oakley,891,TOR,92815.0,1547,111.0,2942,2950,781,830.0,408.0,5892,25.0,47.0,10.0,22.0,10.0,5.0,19.0,124.0,326.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,17.0,,1.0,,9.0,154.0,392.0,5.0,20.0,83.0,406.0,3038,18.0,44.0,1.0,3.0,23.0,62.0,28.0,63.0,1.0,10.0,49.0,108.0,268.0,40.0,15.0,,16.0,17.0,3.0,10.0,112.0,25.0,137.0,20.0,48.0,22.0,42.0,299.0,19.0,53.0,7.0,38.0,270.0,40.0,348.0,79.0,427.0,3.0,49.0,18.0,31.0,47.0,15.0,35.0,29.0,1.0,12.0,76.0,14.0,16.0,66.0,140.0,11.0,5.0,96.0,5.0,11.0,23.0,22.0,28.0,21.0,29.0,15.0,108.0,781,20.0,0.8701298701298701,0.9178082191780822,1.0,0.25,0.3333333333333333,0.1,0.25,0.39285714285714285,0.4090909090909091,0.4444444444444444,0.3919902912621359,0.4148936170212766,0.4041095890410959,0.4391592920353982,0.5344827586206896,0.5247524752475248,0.04854368932038835,0.025510204081632654,0.10638297872340426,,0.015337423312883436,15.384615384615385,0.618421052631579,0.47058823529411764,0.07692307692307693,0.2288135593220339,0.0432300163132137,0.16033755274261605,0.07983193277310924,0.2173606210303458,0.04918032786885246,0.03859649122807018,0.05102040816326531,0.04173106646058733,0.08888888888888889,0.20527859237536658,0.2386058981233244,0.23819742489270387,0.16666666666666666,0.14285714285714285,0.012552301255230125,0.5172413793103449,0.11407766990291263,0.5319148936170213,0.5952380952380952,0.44,0.04611650485436893,0.2631578947368421,0.2631578947368421,0.4,0.7912621359223301,0.3803680981595092,0.3862928348909657,0.9758064516129032,0.007281553398058253,0.6666666666666666,0.6666666666666666,1.0,0.0412621359223301,0.17647058823529413,0.17647058823529413,1.0,0.46808510638297873,0.45454545454545453,0.0425531914893617,0.5,1.0,0.02127659574468085,,,0.136986301369863,0.0136986301369863,1.0,0.1232876712328767,,0.16262135922330098,0.17647058823529413,0.4200282766990292,0.48134024390243907,0.4139869863013699,0.053488372093023255,0.05609756097560976,0.15270935960591134,0.2660098522167488,15.990306122448978,25.610000000000003,0.2654656696125085,7.0,,,5.0,2.0,1.0,6.0,,,,0.7,0.1,,0.05172413793103448,,,1.0,1.0,2.0,1.0,,,,,True
177,1610612761,Muggsy Bogues,Muggsy Bogues,177,TOR,1233.0,21,-18.0,40,40,20,,8.0,80,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,43,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,4.0,,,,,1.0,,1.0,,1.0,,2.0,2.0,,3.0,,2.0,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,1.0,,,,,8.51063829787234,1.0,,,0.06666666666666667,,,,0.0625,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.53955,,,,,,,,24.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True
209,1610612761,Dell Curry,Dell Curry,209,TOR,37669.0,628,-39.0,1218,1198,389,443.0,165.0,2416,8.0,17.0,4.0,5.0,3.0,5.0,14.0,50.0,121.0,16.0,35.0,5.0,7.0,5.0,10.0,23.0,52.0,2.0,5.0,7.0,23.0,63.0,152.0,39.0,87.0,29.0,272.0,1308,9.0,22.0,7.0,12.0,3.0,42.0,18.0,39.0,12.0,33.0,16.0,88.0,94.0,32.0,108.0,9.0,6.0,52.0,23.0,9.0,51.0,3.0,54.0,3.0,24.0,6.0,21.0,111.0,3.0,9.0,,15.0,26.0,2.0,43.0,12.0,55.0,2.0,11.0,8.0,3.0,13.0,5.0,7.0,13.0,1.0,6.0,26.0,1.0,8.0,18.0,49.0,2.0,5.0,33.0,3.0,4.0,11.0,3.0,4.0,2.0,5.0,2.0,88.0,389,5.0,0.746031746031746,0.7833333333333333,0.9230769230769231,0.4482758620689655,0.5833333333333334,0.36363636363636365,0.4482758620689655,0.4144736842105263,0.4090909090909091,0.46153846153846156,0.5083682008368201,0.5735294117647058,0.5,0.5338645418326693,0.5833333333333334,0.5569620253164557,0.36401673640167365,0.05921052631578947,0.23529411764705882,0.14285714285714285,0.024793388429752067,19.68727789623312,0.5,0.041666666666666664,,0.06004618937644342,0.01782178217821782,0.1485148514851485,0.026785714285714284,0.07677902621722846,0.019448946515397084,0.02608695652173913,0.007751937984496124,0.019157088122605363,0.024390243902439025,0.04065040650406504,0.061224489795918366,0.0736196319018405,0.14814814814814814,0.15,0.016129032258064516,0.4,0.07112970711297072,0.47058823529411764,0.6153846153846154,0.625,0.058577405857740586,0.35714285714285715,0.4166666666666667,0.6,0.5062761506276151,0.4132231404958678,0.423728813559322,0.78,0.14644351464435146,0.45714285714285713,0.48484848484848486,1.0,0.2175732217573222,0.4423076923076923,0.4423076923076923,0.8695652173913043,0.14705882352941177,0.8,0.20588235294117646,0.7142857142857143,1.0,0.14705882352941177,0.4,0.5,0.041666666666666664,0.1388888888888889,0.5,0.3194444444444444,0.30434782608695654,0.4351464435146444,0.4423076923076923,0.4646608786610877,0.4735733333333334,0.4494722222222223,0.05241935483870968,0.06875,0.15441176470588236,0.3235294117647059,16.114473684210527,24.512643678160913,0.319376026272578,1.0,,2.0,,1.0,1.0,1.0,,0.022988505747126436,,0.3333333333333333,0.25,,0.03333333333333333,1.0,2.0,1.0,1.0,1.0,,0.022727272727272728,,0.05714285714285714,,True
