EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,Clear Path Fouls,Technical Free Throw Trips,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,Offensive Fouls,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedAtRim,SecondChanceFg3Pct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,on,SecondChanceArc3FGM,Travels,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveMakes
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,3154.0,53,15,105,104,52.0,55.0,13,209,9.0,17.0,2.0,4.0,5.0,7.0,2.0,5.0,4.0,11.0,3.0,6.0,2.0,4.0,15.0,33.0,3.0,6.0,12.0,51.0,102,3.0,5.0,4.0,10.0,7.0,15.0,2.0,4.0,2.0,22.0,10.0,20.0,3.0,6.0,4.0,6.0,3.0,3.0,8.0,3.0,11.0,2.0,1.0,4.0,2.0,2.0,25.0,5.0,8.0,8.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,19.0,3.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,22.0,52.0,1.0,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.5,0.5,0.5,0.45454545454545453,0.6,0.4666666666666667,0.5,0.6,0.5263157894736842,0.5425531914893617,0.625,0.5238095238095238,0.15384615384615385,0.09090909090909091,0.11764705882352941,0.09090909090909091,40.16393442622951,0.5,0.2,0.13157894736842105,0.1702127659574468,0.1,0.11764705882352941,0.2,0.125,0.1111111111111111,0.13333333333333333,0.3125,0.05555555555555555,0.5,0.4358974358974359,0.5294117647058824,0.6,0.1111111111111111,0.1282051282051282,0.4,0.4,0.28205128205128205,0.36363636363636365,0.4,1.0,0.15384615384615385,0.5,0.5,0.3333333333333333,0.8,0.5,0.3684210526315789,0.7142857142857143,0.21052631578947367,0.5,0.5897435897435898,0.5,0.46581410256410255,0.45728,0.4602894736842105,0.2,0.23076923076923078,0.19607843137254902,0.43137254901960786,7.9727272727272736,25.0,0.49523809523809526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,4895.0,82,-16,157,159,72.0,77.0,20,316,3.0,9.0,,1.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,3.0,6.0,7.0,17.0,4.0,8.0,12.0,38.0,171,,1.0,,,2.0,5.0,3.0,6.0,8.0,21.0,8.0,6.0,9.0,3.0,,7.0,4.0,2.0,6.0,2.0,8.0,2.0,,4.0,1.0,1.0,18.0,,3.0,4.0,2.0,6.0,,2.0,1.0,9.0,2.0,4.0,11.0,5.0,3.0,8.0,,12.0,3.0,7.0,,,,,,,,21.0,72.0,,0.5714285714285714,0.5714285714285714,0.75,0.5,0.5,0.5714285714285714,0.4117647058823529,,0.4,0.52,,0.5909090909090909,0.6379310344827587,,0.7142857142857143,0.32,0.11764705882352941,0.2222222222222222,,22.22222222222222,0.8181818181818182,0.05,,0.05714285714285714,0.025974025974025976,,,,0.058823529411764705,0.06666666666666667,0.03571428571428571,,,0.36,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.16,0.5,0.5,0.16,0.5,0.5,1.0,0.32,0.5,0.5,0.75,0.5,,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.5,0.68,0.5714285714285714,0.50393125,0.5455749999999999,0.4915,0.2413793103448276,0.3333333333333333,,0.5526315789473685,7.3352941176470585,29.5,0.4585987261146497,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.1,0.10526315789473684,0.0625,0.3333333333333333,0.125,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,1167.0,19,-5,35,34,14.0,19.0,6,69,,1.0,,1.0,,,1.0,2.0,2.0,4.0,,,,,3.0,7.0,,,,6.0,42,,2.0,,,1.0,2.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,2.0,14.0,,1.0,1.0,,,,,0.42857142857142855,,0.5,0.42857142857142855,,0.5,0.42857142857142855,,0.5,,,,,17.02127659574468,,0.125,0.05,0.09090909090909091,0.07692307692307693,0.07142857142857142,,,0.25,,,,,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,0.5714285714285714,0.5,0.5,1.0,,,,,0.5,,,,,,0.14285714285714285,,0.4049571428571429,0.5352,0.3621,,,,0.3333333333333333,12.242857142857144,,0.4,,,,1.0,,,,,,,,,0.16666666666666666,,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,6261.0,104,-42,192,191,78.0,72.0,25,383,,2.0,,1.0,,1.0,1.0,3.0,6.0,16.0,,7.0,,3.0,7.0,21.0,3.0,11.0,1.0,24.0,207,1.0,2.0,1.0,6.0,,3.0,1.0,4.0,,3.0,8.0,6.0,9.0,,,7.0,,1.0,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,4.0,10.0,12.0,6.0,18.0,1.0,4.0,3.0,2.0,4.0,,6.0,1.0,3.0,9.0,,1.0,,,,1.0,,,1.0,,,3.0,78.0,2.0,0.5714285714285714,0.5714285714285714,1.0,0.2727272727272727,0.25,0.2727272727272727,0.3333333333333333,0.5,,0.359375,0.625,0.21428571428571427,0.359375,0.625,0.21428571428571427,0.34375,0.047619047619047616,,0.0625,16.593886462882097,0.3333333333333333,0.12987012987012986,0.04938271604938271,0.13333333333333333,0.03571428571428571,0.029411764705882353,0.05555555555555555,0.06896551724137931,0.05555555555555555,0.23809523809523808,0.10526315789473684,0.05,,0.0625,,,,0.09375,0.3333333333333333,0.3333333333333333,0.5,0.375,0.4,0.6666666666666666,0.21875,,,,0.25,,0.14285714285714285,,0.42857142857142855,,0.40625,,0.44605624999999993,0.5075000000000001,0.47865,,,0.25,0.125,14.238095238095235,24.827272727272728,0.40625,1.0,2.0,,,2.0,1.0,2.0,2.0,,,1.0,0.15384615384615385,,,,0.2222222222222222,,0.25,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.18181818181818182,0.125,0.75,0.75,1.0,0.25,1.0,1.0,0.14285714285714285,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,9354.0,156,-27,291,292,111.0,113.0,39,583,,1.0,,,,,,1.0,4.0,10.0,9.0,24.0,2.0,7.0,4.0,12.0,12.0,32.0,4.0,48.0,302,1.0,5.0,,2.0,1.0,3.0,3.0,8.0,4.0,15.0,2.0,6.0,27.0,9.0,,24.0,9.0,,9.0,3.0,12.0,,3.0,2.0,,7.0,27.0,,5.0,11.0,,11.0,,4.0,2.0,5.0,2.0,2.0,7.0,4.0,3.0,10.0,1.0,5.0,,,1.0,,,,,,,15.0,111.0,1.0,0.25,0.25,0.75,0.375,0.375,0.375,0.3333333333333333,0.2,0.3333333333333333,0.5,0.1111111111111111,0.5,0.5,0.1111111111111111,0.5,0.7272727272727273,,,,15.160349854227405,0.7142857142857143,0.04201680672268908,,0.07142857142857142,,,,,,0.13157894736842105,,,,0.022727272727272728,,,,0.022727272727272728,,,0.22727272727272727,0.4,0.4,0.25,0.5454545454545454,0.375,0.375,0.7777777777777778,,,,,0.6363636363636364,0.2857142857142857,0.75,0.375,0.505284090909091,0.4839142857142858,0.4782409090909091,,,0.041666666666666664,0.3125,17.46666666666667,24.715624999999996,0.38144329896907214,2.0,4.0,,,5.0,2.0,2.0,3.0,1.0,,3.0,0.23809523809523808,,,,0.13333333333333333,,0.2222222222222222,,3.0,8.0,,2.0,1.0,1.0,,,,,,,0.18181818181818182,0.375,0.375,0.6666666666666666,0.2222222222222222,,,0.09090909090909091,1.0,1.0,0.1111111111111111,0.5,,,True,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,3536.0,59,35,112,110,50.0,56.0,16,222,3.0,8.0,,5.0,2.0,2.0,1.0,3.0,,,,,,,4.0,11.0,,,2.0,10.0,99,,5.0,,,2.0,2.0,,,,4.0,8.0,,,,,,,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,8.0,8.0,13.0,9.0,22.0,2.0,1.0,,2.0,3.0,,5.0,1.0,4.0,5.0,,2.0,,1.0,,5.0,,4.0,5.0,4.0,,4.0,50.0,,1.0,1.0,,,,,0.36363636363636365,,1.0,0.36363636363636365,,1.0,0.4166666666666667,,1.0,,0.09090909090909091,,,12.592592592592592,0.4,0.16,0.1702127659574468,0.1724137931034483,0.14814814814814814,0.375,0.1111111111111111,0.045454545454545456,0.09090909090909091,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.8,0.7272727272727273,0.375,0.375,1.0,0.2727272727272727,0.3333333333333333,0.5,,,,,,,,,1.0,,1.0,1.0,,,0.7272727272727273,,0.5545181818181818,0.60886,0.66975,0.08333333333333333,0.08333333333333333,,0.4,2.3181818181818183,,0.44642857142857145,,,,,2.0,1.0,1.0,2.0,,,,0.25,,,,0.14285714285714285,1.0,,1.0,,,,,,,,1.0,,1.0,,0.14285714285714285,,,,,,,,,,3.0,0.6,1.0,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,2957.0,49,-26,91,92,23.0,24.0,16,183,5.0,9.0,2.0,5.0,1.0,2.0,2.0,8.0,,,,,,,7.0,17.0,,,5.0,19.0,104,2.0,5.0,3.0,7.0,2.0,5.0,,,2.0,6.0,10.0,4.0,,,2.0,,,,,,,,,,,,,7.0,6.0,7.0,7.0,14.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,,6.0,11.0,,9.0,3.0,6.0,,5.0,,1.0,5.0,1.0,,6.0,23.0,3.0,0.7142857142857143,0.8333333333333334,,,,,0.4117647058823529,0.4,0.4,0.4117647058823529,0.4,0.4,0.475,0.5,0.5,,,,,21.10091743119266,0.6666666666666666,0.18181818181818182,0.19444444444444445,0.17073170731707318,0.1590909090909091,0.3125,0.18181818181818182,,0.1111111111111111,0.3,0.14285714285714285,0.3,0.2,0.5294117647058824,0.5555555555555556,0.5555555555555556,0.8,0.47058823529411764,0.25,0.25,,,,,,,,,1.0,0.4,0.4,0.5,,,0.5294117647058824,,0.494129411764706,0.62662,0.50498,0.3,0.3,0.3684210526315789,0.3157894736842105,3.829411764705882,,0.25274725274725274,,,,,1.0,,,1.0,,,,0.125,,,,0.2,0.5,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,0.5,True,,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,2901.0,48,13,96,93,30.0,27.0,13,189,,2.0,,,,,,1.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,8.0,3.0,4.0,2.0,17.0,82,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,9.0,4.0,2.0,6.0,3.0,,3.0,2.0,1.0,1.0,3.0,4.0,3.0,,,,1.0,11.0,2.0,4.0,4.0,2.0,6.0,,2.0,,2.0,2.0,2.0,4.0,1.0,2.0,3.0,,3.0,1.0,2.0,,1.0,,1.0,1.0,,,9.0,30.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.375,1.0,0.6666666666666666,0.625,1.0,0.7,0.6538461538461539,1.5,0.75,0.3333333333333333,0.125,0.5,,15.178571428571427,0.5,0.08333333333333333,0.05714285714285714,0.07407407407407407,0.044444444444444446,,0.07692307692307693,0.07142857142857142,,0.047619047619047616,0.15789473684210525,,,0.16666666666666666,,,,0.08333333333333333,,,0.4166666666666667,0.6,0.6,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,0.4,0.5,0.5,0.6666666666666666,0.45618333333333333,,0.44253,0.15384615384615385,0.2222222222222222,0.17647058823529413,0.5294117647058824,14.587500000000002,24.974999999999998,0.3125,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,5747.0,96,-21,177,180,60.0,57.0,19,357,8.0,20.0,,3.0,3.0,7.0,4.0,8.0,,9.0,,,,,12.0,37.0,,,16.0,40.0,179,,4.0,3.0,3.0,3.0,10.0,,,10.0,16.0,6.0,18.0,,,,,,5.0,2.0,2.0,4.0,2.0,,1.0,1.0,,10.0,4.0,11.0,17.0,4.0,21.0,1.0,1.0,1.0,2.0,4.0,,6.0,2.0,7.0,13.0,,29.0,2.0,13.0,3.0,2.0,,2.0,2.0,2.0,,16.0,60.0,,0.25,0.25,,,,,0.32432432432432434,,0.3,0.32432432432432434,,0.3,0.39215686274509803,0.25,0.4,,0.13513513513513514,0.25,,28.5,0.3333333333333333,0.14473684210526316,0.056338028169014086,0.16666666666666666,0.045454545454545456,0.125,,0.034482758620689655,0.11764705882352941,0.20833333333333334,0.11428571428571428,0.05,1.0,0.5405405405405406,0.4,0.5333333333333333,0.375,0.21621621621621623,0.5,0.5,0.24324324324324326,,,,,,,,0.75,,0.7,0.42857142857142855,,,0.5405405405405406,,0.489972972972973,0.552025,0.5465199999999999,0.2708333333333333,0.2708333333333333,0.075,0.4,6.278378378378379,,0.3389830508474576,,,,,4.0,,,2.0,,,,0.2857142857142857,,,,0.2727272727272727,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.3333333333333333,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,
724,1610612753,Cory Alexander,Cory Alexander,724,ORL,901.0,15,-13,25,24,11.0,11.0,2,49,,,,,,,,,,,,,,,,,,1.0,,,32,,,,,,,,1.0,,,,,,,,,,,2.0,,2.0,,,,,2.0,4.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,,,,7.4074074074074066,1.0,0.2,,0.14285714285714285,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5526,,0.5526,,,,,,22.5,0.44,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
