EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Loose Ball Fouls,Offensive Fouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,LongMidRangePctBlocked,Technical Free Throw Trips,on,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,13792.0,230,-29.0,447,450,136,165,65,897,13,25,1.0,1.0,4.0,10.0,7.0,21.0,16.0,42.0,3.0,2.0,5.0,21.0,1.0,3.0,11.0,36,88,5.0,24.0,6.0,93,476,3.0,6.0,1.0,6.0,12.0,29.0,3.0,13.0,5.0,38.0,24,48.0,9.0,6.0,21.0,5.0,4.0,32.0,7.0,39.0,3.0,4.0,15.0,2.0,15.0,85.0,1.0,1.0,3.0,6,9,2.0,11,2.0,10.0,7.0,3.0,9.0,5.0,6.0,7.0,3.0,16,1.0,3.0,3.0,15,11.0,1.0,1.0,5.0,38.0,136,4.0,0.3333333333333333,0.3333333333333333,0.6,0.20833333333333334,0.23076923076923078,0.20833333333333334,0.4090909090909091,0.5,0.41379310344827586,0.38839285714285715,0.42857142857142855,0.39285714285714285,0.3974358974358974,0.42857142857142855,0.40425531914893614,0.21428571428571427,0.045454545454545456,0.08,0.09523809523809523,25.527831094049905,0.5625,0.03821656050955414,0.005649717514124294,0.07317073170731707,0.02564102564102564,0.045454545454545456,0.009259259259259259,0.021739130434782608,0.03571428571428571,0.02564102564102564,0.02564102564102564,0.05063291139240506,0.07142857142857142,0.07692307692307693,0.031746031746031744,0.22321428571428573,0.52,0.5652173913043478,0.23076923076923078,0.1875,0.3333333333333333,0.3684210526315789,0.14285714285714285,0.375,0.38095238095238093,0.38095238095238093,0.5,0.026785714285714284,0.1875,0.23809523809523808,0.23809523809523808,0.6,0.14285714285714285,1.0,0.14285714285714285,0.23809523809523808,0.4,0.047619047619047616,0.2619047619047619,0.2727272727272727,0.4375,0.23809523809523808,0.46229732142857166,0.33394,0.42770357142857146,0.008928571428571428,0.011363636363636364,0.06451612903225806,0.40860215053763443,11.456818181818182,25.645833333333332,0.3042505592841163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,21363.0,356,36.0,708,703,237,264,93,1411,27,48,6.0,9.0,10.0,16.0,4.0,14.0,1.0,3.0,,,,1.0,,,1.0,32,65,,1.0,13.0,77,681,8.0,17.0,,18.0,11.0,19.0,,1.0,7.0,29.0,38,26.0,,,,,4.0,12.0,1.0,13.0,,1.0,4.0,3.0,5.0,27.0,10.0,25.0,17.0,59,87,36.0,123,1.0,17.0,11.0,6.0,7.0,2.0,4.0,14.0,3.0,21,4.0,8.0,20.0,29,29.0,3.0,11.0,5.0,29.0,237,2.0,0.59375,0.7307692307692307,,,,,0.49230769230769234,0.47058823529411764,0.5789473684210527,0.48484848484848486,0.47058823529411764,0.55,0.4873417721518987,0.47368421052631576,0.5370370370370371,0.015151515151515152,0.06153846153846154,0.08333333333333333,,12.345679012345679,0.3333333333333333,0.2027491408934708,0.0984251968503937,0.2786885245901639,0.15873015873015872,0.2159090909090909,0.11041009463722397,0.05952380952380952,0.17391304347826086,0.1414141414141414,0.18309859154929578,0.2644628099173554,0.32432432432432434,0.20833333333333334,0.034482758620689655,0.7272727272727273,0.5625,0.6136363636363636,0.6296296296296297,0.21212121212121213,0.2857142857142857,0.2857142857142857,0.25,0.045454545454545456,0.3333333333333333,0.3333333333333333,1.0,,0.015151515151515152,,,,0.5294117647058824,0.6666666666666666,,0.8,0.625,,0.05,,0.7424242424242424,,0.5022199999999999,0.4639705882352941,0.5514263157894738,0.14864864864864866,0.1506849315068493,0.23376623376623376,0.37662337662337664,2.6523076923076925,45.6,0.3347457627118644,2.0,12.0,1.0,1.0,11.0,2.0,4.0,24.0,18.0,2.0,4.0,24.0,8.0,2.0,0.39285714285714285,0.038461538461538464,0.1076923076923077,0.12380952380952381,0.11764705882352941,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,44158.0,736,-1.0,1471,1476,504,593,202,2947,19,31,2.0,7.0,5.0,10.0,3.0,7.0,21.0,48.0,44.0,15.0,8.0,33.0,4.0,2.0,11.0,43,86,32.0,77.0,9.0,191,1441,8.0,15.0,6.0,28.0,10.0,21.0,10.0,26.0,7.0,57.0,70,16.0,93.0,3.0,33.0,8.0,3.0,29.0,10.0,39.0,7.0,3.0,9.0,7.0,13.0,88.0,6.0,12.0,13.0,55,74,20.0,94,,21.0,15.0,6.0,14.0,1.0,10.0,11.0,4.0,25,4.0,10.0,27.0,83,12.0,2.0,3.0,4.0,57.0,504,20.0,0.813953488372093,0.8536585365853658,0.96875,0.4155844155844156,0.38461538461538464,0.4155844155844156,0.5,0.5333333333333333,0.47619047619047616,0.558282208588957,0.6666666666666666,0.5319148936170213,0.5684523809523809,0.6666666666666666,0.5588235294117647,0.4723926380368098,0.03488372093023256,0.06451612903225806,0.14285714285714285,11.339600470035252,0.56,0.09963768115942029,0.020905923344947737,0.1015625,0.047244094488188976,0.1,0.025677603423680456,0.01675977653631285,0.060240963855421686,0.08641975308641975,0.1095890410958904,0.10245901639344263,0.05952380952380952,0.18181818181818182,,0.1901840490797546,0.6129032258064516,0.6551724137931034,0.7368421052631579,0.04294478527607362,0.42857142857142855,0.5,0.6666666666666666,0.294478527607362,0.4375,0.4375,0.9047619047619048,0.26993865030674846,0.20245398773006135,0.24242424242424243,0.25,0.875,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.2127659574468085,0.5,0.3191489361702128,0.23404255319148937,0.18181818181818182,0.6625766871165644,0.24242424242424243,0.5090306748466258,0.49411153846153844,0.5204042553191488,0.018292682926829267,0.034482758620689655,0.14659685863874344,0.29842931937172773,11.476744186046515,24.51428571428571,0.34262406526172673,,4.0,,2.0,6.0,1.0,1.0,10.0,7.0,1.0,2.0,10.0,9.0,,0.09230769230769231,0.03636363636363636,0.02027027027027027,0.024291497975708502,0.022727272727272728,0.9,,24.0,2.0,2.0,8.0,2.0,4.0,3.0,2.0,6.0,0.6666666666666666,0.03896103896103896,0.045454545454545456,0.030303030303030304,0.5454545454545454,0.5714285714285714,1.0,0.09523809523809523,1.0,1.0,0.5,1.0,0.5333333333333333,,,,,,True,,,,,,,
1630,1610612765,Mikki Moore,Mikki Moore,1630,DET,19344.0,322,2.0,635,642,218,241,86,1277,37,49,15.0,19.0,10.0,13.0,4.0,18.0,3.0,17.0,,,,,,,,44,84,,,23.0,111,605,15.0,28.0,,32.0,11.0,23.0,,,5.0,27.0,52,36.0,,,,,4.0,6.0,6.0,12.0,5.0,1.0,2.0,1.0,3.0,30.0,3.0,29.0,10.0,41,61,35.0,96,1.0,7.0,5.0,2.0,13.0,1.0,4.0,15.0,9.0,28,5.0,6.0,32.0,61,34.0,5.0,17.0,3.0,27.0,218,5.0,0.5909090909090909,0.7878787878787878,,,,,0.5238095238095238,0.5357142857142857,0.4782608695652174,0.5238095238095238,0.5357142857142857,0.4782608695652174,0.5606060606060606,0.5161290322580645,0.46551724137931033,,0.047619047619047616,0.04081632653061224,0.1111111111111111,17.027027027027025,0.4642857142857143,0.17903930131004367,0.11284046692607004,0.15384615384615385,0.05084745762711865,0.17346938775510204,0.10126582278481013,0.16666666666666666,0.058823529411764705,0.1896551724137931,0.16666666666666666,0.18095238095238095,0.17073170731707318,0.125,0.02857142857142857,0.5833333333333334,0.7551020408163265,0.7872340425531915,0.5945945945945946,0.21428571428571427,0.2222222222222222,0.25,0.5,0.20238095238095238,0.17647058823529413,0.17647058823529413,0.6666666666666666,,,,,,0.6785714285714286,0.7894736842105263,,0.5652173913043478,0.7692307692307693,,,,0.5833333333333334,,0.4960142857142857,0.509164,0.4879,0.17708333333333334,0.17708333333333334,0.2882882882882883,0.24324324324324326,5.447619047619047,,0.34330708661417325,2.0,22.0,,3.0,10.0,3.0,2.0,19.0,10.0,2.0,7.0,19.0,12.0,,0.3333333333333333,0.125,0.1111111111111111,0.07758620689655173,0.04,0.631578947368421,0.2,,,,,,,,6.0,8.0,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,
182,1610612765,Billy Owens,Billy Owens,182,DET,4474.0,75,-2.0,153,153,61,67,24,306,6,10,1.0,2.0,3.0,4.0,2.0,5.0,3.0,9.0,2.0,2.0,1.0,2.0,,,,11,24,2.0,4.0,2.0,30,144,2.0,5.0,,4.0,5.0,9.0,1.0,2.0,2.0,15.0,10,12.0,6.0,,2.0,1.0,5.0,7.0,,7.0,,,4.0,1.0,2.0,14.0,1.0,7.0,2.0,10,15,8.0,23,1.0,4.0,1.0,3.0,,2.0,,6.0,,6,,2.0,4.0,12,2.0,,,1.0,15.0,61,2.0,0.45454545454545453,0.5555555555555556,1.0,0.5,0.5,0.5,0.4583333333333333,0.4,0.5555555555555556,0.5,0.4,0.5909090909090909,0.5172413793103449,0.4,0.625,0.14285714285714285,0.20833333333333334,0.2,0.6,19.774011299435028,,0.15625,0.11290322580645161,0.14285714285714285,0.08333333333333333,0.15384615384615385,0.10810810810810811,0.17391304347826086,,0.2857142857142857,0.16666666666666666,0.06451612903225806,0.1111111111111111,0.2,0.1,0.35714285714285715,0.6,0.75,0.5,0.17857142857142858,0.4,1.0,1.0,0.32142857142857145,0.3333333333333333,0.3333333333333333,,0.07142857142857142,0.07142857142857142,0.5,0.5,1.0,0.4,0.5,,0.36363636363636365,0.75,0.18181818181818182,,,0.5,0.5,0.4831125000000001,0.4521,0.5098681818181818,,,0.13333333333333333,0.5,8.983333333333333,25.2,0.39869281045751637,,4.0,,,3.0,,1.0,1.0,,1.0,,1.0,,,0.5,,0.14285714285714285,0.04,0.25,,,1.0,,,1.0,,,,,2.0,,,,,0.5,0.5,1.0,,,,,,0.5,,,,,,True,,,,,,,
2043,1610612765,Mateen Cleaves,Mateen Cleaves,2043,DET,23442.0,391,15.0,793,804,283,352,101,1597,32,68,3.0,8.0,14.0,31.0,6.0,21.0,20.0,53.0,,,1.0,7.0,1.0,,4.0,58,142,1.0,7.0,33.0,152,742,4.0,12.0,1.0,12.0,19.0,54.0,,4.0,18.0,56.0,38,78.0,3.0,,5.0,1.0,11.0,51.0,13.0,64.0,7.0,6.0,33.0,4.0,14.0,141.0,,8.0,4.0,28,32,8.0,40,2.0,16.0,3.0,13.0,28.0,7.0,19.0,12.0,9.0,40,4.0,13.0,14.0,48,42.0,6.0,18.0,6.0,56.0,283,11.0,0.3275862068965517,0.3392857142857143,1.0,0.14285714285714285,,0.2,0.4084507042253521,0.3333333333333333,0.35185185185185186,0.39932885906040266,0.4230769230769231,0.3275862068965517,0.4550898203592814,0.42857142857142855,0.4117647058823529,0.04697986577181208,0.07746478873239436,0.1323529411764706,0.047619047619047616,22.86348501664817,0.7,0.09180327868852459,0.026936026936026935,0.05714285714285714,,0.08533333333333333,0.02203856749311295,0.039603960396039604,,0.06741573033707865,0.14666666666666667,0.07801418439716312,0.043478260869565216,0.08333333333333333,0.0273972602739726,0.4563758389261745,0.47058823529411764,0.5423728813559322,0.21875,0.14093959731543623,0.2857142857142857,0.3,0.3333333333333333,0.35570469798657717,0.37735849056603776,0.38461538461538464,0.5,,0.04697986577181208,0.14285714285714285,0.16666666666666666,1.0,0.6153846153846154,0.375,0.07692307692307693,0.5344827586206896,0.45161290322580644,,0.06896551724137931,,0.5033557046979866,0.2,0.4986295918367347,0.5066227272727273,0.49693303571428576,0.11180124223602485,0.11688311688311688,0.07894736842105263,0.3684210526315789,8.168309859154931,32.971428571428575,0.35687263556116017,1.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,0.03125,0.015151515151515152,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,,0.14285714285714285,,,,,,,1.0,1.0,,,,1.0,0.018867924528301886,,True,,,,,,,
344,1610612765,Dana Barros,Dana Barros,344,DET,14599.0,243,13.0,488,483,158,159,69,971,9,18,1.0,2.0,3.0,5.0,5.0,12.0,19.0,51.0,4.0,2.0,14.0,24.0,2.0,4.0,8.0,33,81,15.0,28.0,17.0,128,470,4.0,7.0,2.0,11.0,9.0,21.0,4.0,10.0,12.0,42.0,20,46.0,39.0,6.0,24.0,14.0,5.0,23.0,4.0,27.0,,4.0,11.0,3.0,9.0,58.0,,1.0,3.0,10,13,1.0,14,1.0,12.0,10.0,2.0,7.0,4.0,3.0,6.0,4.0,13,1.0,4.0,5.0,14,21.0,1.0,2.0,8.0,42.0,158,2.0,0.30303030303030304,0.30303030303030304,0.8666666666666667,0.5357142857142857,0.4,0.5357142857142857,0.4074074074074074,0.5714285714285714,0.42857142857142855,0.5091743119266054,0.6111111111111112,0.4838709677419355,0.5338983050847458,0.6111111111111112,0.5384615384615384,0.25688073394495414,0.06172839506172839,0.05555555555555555,0.08333333333333333,23.063380281690144,0.5384615384615384,0.05714285714285714,0.004901960784313725,0.07692307692307693,,0.06074766355140187,0.00411522633744856,,,,0.0784313725490196,0.08571428571428572,0.08,0.07142857142857142,0.01818181818181818,0.1651376146788991,0.5,0.5294117647058824,,0.11009174311926606,0.4166666666666667,0.45454545454545453,0.4,0.46788990825688076,0.37254901960784315,0.3958333333333333,0.42105263157894735,0.03669724770642202,0.22018348623853212,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.2222222222222222,0.5,0.2222222222222222,0.16129032258064516,0.6,0.06451612903225806,0.25806451612903225,0.5,0.42201834862385323,0.5833333333333334,0.44453944954128444,0.4264357142857143,0.4167822580645161,0.01818181818181818,0.024390243902439025,0.0859375,0.328125,13.1641975308642,25.87142857142857,0.3237704918032787,,,,,,1.0,,,,,,,,,,,,0.011627906976744186,,,,1.0,,,,1.0,1.0,,,1.0,0.5,,,,0.25,0.25,1.0,,,,0.5,1.0,,1.0,,,0.058823529411764705,2.0,True,,,,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,4531.0,76,-1.0,150,152,64,80,16,302,2,3,,,1.0,2.0,,,3.0,10.0,,,,,,,,5,13,,,2.0,12,147,,,,,1.0,4.0,,,,2.0,6,4.0,,,,,,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,,,3.0,10,13,,13,,,,,3.0,,1.0,1.0,2.0,4,,2.0,2.0,8,2.0,1.0,1.0,1.0,2.0,64,4.0,0.6,0.6,,,,,0.38461538461538464,,0.25,0.38461538461538464,,0.25,0.42857142857142855,,0.25,,,,,10.179640718562874,0.75,0.23255813953488372,,0.21428571428571427,,0.22807017543859648,,,,0.1111111111111111,0.2,0.2916666666666667,0.3,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,,,,,,0.7692307692307693,0.3,0.3,1.0,,,,,,,,,0.5,0.5,,,,0.23076923076923078,,0.43205384615384623,,0.4523,0.07692307692307693,0.07692307692307693,,0.16666666666666666,13.23076923076923,,0.4266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,22514.0,375,19.0,763,761,306,338,108,1524,37,56,4.0,6.0,15.0,27.0,12.0,32.0,32.0,88.0,13.0,1.0,10.0,31.0,7.0,1.0,11.0,81,176,13.0,44.0,93.0,294,757,8.0,18.0,11.0,29.0,22.0,65.0,1.0,12.0,58.0,105.0,48,114.0,39.0,,31.0,10.0,11.0,40.0,14.0,54.0,7.0,7.0,15.0,5.0,20.0,122.0,3.0,13.0,4.0,20,24,16.0,40,1.0,10.0,7.0,3.0,27.0,6.0,16.0,19.0,11.0,46,5.0,18.0,3.0,16,116.0,9.0,39.0,20.0,105.0,306,6.0,0.2962962962962963,0.3076923076923077,1.0,0.29545454545454547,0.08333333333333333,0.29545454545454547,0.4602272727272727,0.4444444444444444,0.3384615384615385,0.45681818181818185,0.43103448275862066,0.3051948051948052,0.5351851851851852,0.453125,0.46788990825688076,0.2,0.0625,0.08928571428571429,0.125,35.3072625698324,0.5869565217391305,0.066006600660066,0.04659498207885305,0.058823529411764705,0.03614457831325301,0.0646900269541779,0.04419889502762431,0.06097560975609756,0.037037037037037035,0.05263157894736842,0.06818181818181818,0.075,0.045454545454545456,0.08333333333333333,0.008771929824561403,0.2545454545454545,0.6607142857142857,0.7254901960784313,0.3783783783783784,0.14545454545454545,0.375,0.42857142857142855,,0.4,0.36363636363636365,0.37209302325581395,0.3125,0.05909090909090909,0.1409090909090909,0.3225806451612903,0.3225806451612903,1.0,0.20689655172413793,0.6666666666666666,0.2413793103448276,0.35064935064935066,0.5555555555555556,0.012987012987012988,0.14285714285714285,0.09090909090909091,0.45454545454545453,0.3225806451612903,0.48249454545454523,0.5025525,0.49750844155844154,0.156,0.18932038834951456,0.09863945578231292,0.35714285714285715,10.489204545454546,25.04318181818182,0.40104849279161203,4.0,6.0,,,,6.0,2.0,6.0,4.0,,2.0,6.0,2.0,,,,0.056338028169014086,0.031746031746031744,0.034482758620689655,0.3333333333333333,,3.0,1.0,4.0,,2.0,3.0,,,4.0,0.2727272727272727,,,,0.23076923076923078,0.23076923076923078,1.0,0.13793103448275862,0.25,1.0,0.2857142857142857,1.0,,,,,0.022727272727272728,7.0,True,,,,,,,
376,1610612765,Eric Montross,Eric Montross,376,DET,7370.0,123,-24.0,240,245,44,80,31,485,7,11,4.0,8.0,2.0,6.0,6.0,18.0,1.0,3.0,,,,,,,,14,32,,,1.0,29,262,5.0,11.0,,10.0,3.0,10.0,,,,6.0,18,10.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,3.0,10.0,2.0,15,26,13.0,39,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,6,,,7.0,15,5.0,1.0,2.0,1.0,6.0,44,1.0,0.6428571428571429,0.6923076923076923,,,,,0.4375,0.45454545454545453,0.3,0.4375,0.45454545454545453,0.3,0.4264705882352941,0.45454545454545453,0.2727272727272727,,0.03125,,0.05555555555555555,14.440433212996389,0.5,0.17857142857142858,0.10752688172043011,0.15384615384615385,0.15,0.17525773195876287,0.11504424778761062,0.14285714285714285,0.23076923076923078,0.14285714285714285,0.28,0.13157894736842105,0.2222222222222222,,0.17647058823529413,0.34375,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.5625,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.09375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.7272727272727273,0.5,,0.6,0.3333333333333333,,,,0.34375,,0.44396875,0.5028999999999999,0.46848,0.06060606060606061,0.06060606060606061,0.3448275862068966,0.20689655172413793,6.1375,,0.18333333333333332,,2.0,,,9.0,,,6.0,3.0,,3.0,6.0,6.0,,0.75,,0.1724137931034483,0.046511627906976744,,1.0,0.25,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
