EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffensiveGoaltends,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Blocked3s,BlockedArc3,Corner3PctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,BlockedCorner3,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,144997.0,2417,294.0,4798,4786,1139,957,578.0,9584,223.0,367,49.0,93.0,50.0,72.0,87.0,221.0,50.0,153.0,4.0,14.0,2.0,9.0,360.0,741,4.0,14.0,242.0,974.0,4846,60.0,127.0,50.0,170.0,71.0,143.0,2.0,9.0,100.0,248.0,416.0,304.0,9.0,3.0,90.0,1.0,13.0,4.0,82.0,2.0,172.0,59.0,231.0,28.0,31.0,120.0,8.0,44.0,521.0,37.0,164.0,6.0,62.0,366.0,38.0,466.0,207.0,673.0,30.0,87.0,56.0,31.0,120.0,16.0,71.0,72.0,16.0,49.0,8.0,192,20.0,52.0,119.0,242,25.0,22.0,350.0,31.0,151.0,40.0,93.0,61.0,2.0,30.0,93.0,51.0,8.0,8.0,248.0,1139,25.0,0.5777777777777777,0.6603174603174603,0.75,0.2857142857142857,0.2222222222222222,0.3076923076923077,0.48582995951417,0.47244094488188976,0.4965034965034965,0.4847682119205298,0.47244094488188976,0.4868421052631579,0.5322404371584699,0.5279503105590062,0.5662100456621004,0.018543046357615896,0.14285714285714285,0.1106612685560054,0.1307901907356948,0.1493212669683258,0.006535947712418301,0.14285714285714285,20.23047375160051,0.625,0.3220338983050847,0.04316546762589928,0.18578680203045686,0.09518282066163668,0.15897435897435896,0.07254901960784314,0.18135593220338983,0.09001343484102105,0.11591355599214145,0.13203883495145632,0.05293276108726753,0.07397260273972603,0.06896551724137931,0.17336683417085427,0.21181556195965417,0.17084282460136674,0.15671641791044777,0.16393442622950818,0.09900990099009901,0.5483870967741935,0.4860927152317881,0.6076294277929155,0.6990595611285266,0.5605381165919282,0.29271523178807946,0.3936651583710407,0.4627659574468085,0.40229885057471265,0.20264900662251656,0.32679738562091504,0.32894736842105265,0.96,0.018543046357615896,0.2857142857142857,0.3333333333333333,0.75,0.7322834645669292,0.5268817204301075,0.12244897959183673,0.47368421052631576,0.6944444444444444,0.05921052631578947,0.2222222222222222,0.5046357615894039,0.3076923076923077,0.4674864058355438,0.5075999999999999,0.4482731788079469,0.17257142857142857,0.1753774680603949,0.17453798767967146,0.2546201232032854,6.22672064777328,27.20714285714286,0.2373905794080867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,11534.0,192,-58.0,371,374,107,87,44.0,745,18.0,31,4.0,11.0,7.0,9.0,6.0,17.0,4.0,18.0,,,,,28.0,66,,,12.0,68.0,423,6.0,13.0,3.0,15.0,9.0,16.0,,,1.0,19.0,34.0,22.0,,,8.0,,,,6.0,,3.0,1.0,4.0,1.0,,,,3.0,9.0,2.0,20.0,,2.0,25.0,4.0,31.0,22.0,53.0,3.0,4.0,1.0,3.0,4.0,,2.0,5.0,1.0,2.0,1.0,9,2.0,5.0,7.0,15,2.0,,18.0,3.0,9.0,2.0,5.0,2.0,,3.0,5.0,3.0,,1.0,19.0,107,1.0,0.6071428571428571,0.7083333333333334,,,,,0.42424242424242425,0.46153846153846156,0.5625,0.42424242424242425,0.46153846153846156,0.5625,0.4594594594594595,0.5,0.5277777777777778,,,0.09090909090909091,0.1935483870967742,,,,19.339622641509433,0.4444444444444444,0.4444444444444444,,0.16666666666666666,0.13793103448275862,0.07142857142857142,0.06451612903225806,0.15168539325842698,0.125,0.15217391304347827,0.20512820512820512,0.08333333333333333,0.08695652173913043,,0.2,0.14516129032258066,0.1724137931034483,0.045454545454545456,0.16666666666666666,0.09375,0.6,0.4696969696969697,0.5806451612903226,0.72,0.6111111111111112,0.25757575757575757,0.35294117647058826,0.35294117647058826,0.5,0.2727272727272727,0.2222222222222222,0.2222222222222222,0.75,,,,,0.8461538461538461,0.36363636363636365,,0.5625,0.7777777777777778,,,0.4696969696969697,,0.4834742424242425,0.5569083333333333,0.4744625,0.125,0.125,0.22058823529411764,0.27941176470588236,6.942424242424242,,0.2884097035040431,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,23674.0,395,52.0,761,757,162,149,86.0,1518,45.0,66,11.0,17.0,15.0,19.0,5.0,21.0,,5.0,,,,,50.0,92,,,27.0,127.0,731,11.0,18.0,6.0,28.0,17.0,25.0,,,12.0,46.0,74.0,26.0,,,14.0,,,,12.0,,5.0,4.0,9.0,3.0,1.0,1.0,,4.0,22.0,4.0,24.0,,15.0,63.0,4.0,82.0,28.0,110.0,4.0,3.0,2.0,1.0,6.0,2.0,2.0,10.0,2.0,4.0,2.0,16,5.0,2.0,15.0,30,4.0,2.0,36.0,5.0,14.0,7.0,17.0,6.0,2.0,9.0,17.0,8.0,1.0,1.0,46.0,162,3.0,0.74,0.8604651162790697,,,,,0.5434782608695652,0.6111111111111112,0.68,0.5434782608695652,0.6111111111111112,0.68,0.5879629629629629,0.6363636363636364,0.71875,,,0.13043478260869565,0.12121212121212122,0.19047619047619047,,,14.40281030444965,0.375,0.18181818181818182,,0.20723684210526316,0.09195402298850575,0.2112676056338028,0.046511627906976744,0.208,0.08069164265129683,0.07954545454545454,0.15476190476190477,0.0449438202247191,0.046875,0.045454545454545456,0.125,0.22950819672131148,0.21641791044776118,0.24489795918367346,0.13636363636363635,0.13793103448275862,0.47058823529411764,0.717391304347826,0.6818181818181818,0.7758620689655172,0.7777777777777778,0.22826086956521738,0.23809523809523808,0.29411764705882354,0.4,0.05434782608695652,,,,,,,,0.9444444444444444,0.6470588235294118,0.2727272727272727,0.76,0.7894736842105263,,,0.717391304347826,,0.4987163043478261,0.5338588235294117,0.50458,0.13861386138613863,0.13861386138613863,0.2204724409448819,0.36220472440944884,2.816304347826087,,0.21287779237844942,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,36738.0,612,55.0,1162,1169,338,321,157.0,2331,39.0,64,5.0,9.0,13.0,23.0,13.0,30.0,24.0,57.0,10.0,18.0,4.0,7.0,76.0,151,16.0,40.0,19.0,219.0,1152,13.0,23.0,,29.0,19.0,41.0,5.0,15.0,9.0,62.0,80.0,72.0,42.0,6.0,12.0,,18.0,10.0,12.0,,49.0,6.0,55.0,5.0,1.0,28.0,10.0,11.0,116.0,7.0,20.0,1.0,10.0,47.0,1.0,58.0,28.0,86.0,,32.0,15.0,17.0,24.0,2.0,13.0,13.0,3.0,11.0,5.0,37,1.0,10.0,19.0,43,4.0,2.0,25.0,5.0,12.0,3.0,3.0,2.0,,1.0,3.0,3.0,,,62.0,338,5.0,0.5263157894736842,0.5714285714285714,0.875,0.4,0.3333333333333333,0.4,0.5033112582781457,0.5652173913043478,0.4634146341463415,0.5235602094240838,0.58,0.4732142857142857,0.5447761194029851,0.58,0.5081967213114754,0.2094240837696335,,0.07947019867549669,0.125,0.13333333333333333,,,17.60355029585799,0.6486486486486487,0.02857142857142857,0.023809523809523808,0.09791666666666667,0.0437636761487965,0.09615384615384616,0.06363636363636363,0.0976027397260274,0.047619047619047616,0.06521739130434782,0.019736842105263157,0.04790419161676647,0.09333333333333334,,0.06666666666666667,0.07317073170731707,0.12831858407079647,0.0958904109589041,0.0967741935483871,,1.0,0.33507853403141363,0.609375,0.6964285714285714,0.5128205128205128,0.15706806282722513,0.43333333333333335,0.5,0.38461538461538464,0.29842931937172773,0.42105263157894735,0.42105263157894735,0.625,0.09424083769633508,0.5555555555555556,0.5555555555555556,0.9,0.36,0.5555555555555556,,0.4107142857142857,0.5652173913043478,0.125,0.5714285714285714,0.5445026178010471,0.5555555555555556,0.5007180628272251,0.45832105263157896,0.5315089285714286,0.06060606060606061,0.0759493670886076,0.1324200913242009,0.2831050228310502,8.641721854304636,24.0075,0.2908777969018933,,6.0,22.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,0.5,0.11518324607329843,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.04,0.04,1.0,1.0,0.14285714285714285,0.125,,,,,,,,,,,,True,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,18935.0,316,-8.0,606,606,191,193,90.0,1212,7.0,13,,2.0,2.0,5.0,3.0,7.0,9.0,22.0,14.0,42.0,3.0,8.0,19.0,42,15.0,49.0,22.0,105.0,638,1.0,4.0,2.0,10.0,5.0,12.0,3.0,9.0,12.0,31.0,30.0,8.0,30.0,15.0,,1.0,41.0,14.0,2.0,,24.0,9.0,33.0,8.0,1.0,15.0,5.0,4.0,75.0,1.0,1.0,,2.0,18.0,,20.0,2.0,22.0,1.0,9.0,5.0,4.0,7.0,2.0,7.0,5.0,,,1.0,12,2.0,4.0,11.0,21,,1.0,25.0,,7.0,3.0,1.0,1.0,,,1.0,,,,31.0,191,3.0,0.7894736842105263,0.7894736842105263,0.6666666666666666,0.30612244897959184,0.3333333333333333,0.3125,0.4523809523809524,0.25,0.4166666666666667,0.45604395604395603,0.4,0.4523809523809524,0.49504950495049505,0.45454545454545453,0.5555555555555556,0.5384615384615384,,0.047619047619047616,0.15384615384615385,,,,16.005665722379604,0.5833333333333334,,,0.08071748878923767,0.004098360655737705,0.04,0.014084507042253521,0.07326007326007326,0.006349206349206349,0.014705882352941176,,,,0.07692307692307693,0.10526315789473684,0.047619047619047616,0.09900990099009901,0.05555555555555555,,0.018518518518518517,,0.14285714285714285,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.07692307692307693,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.24175824175824176,0.4090909090909091,0.4090909090909091,1.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.2,,,0.23809523809523808,0.4,0.38095238095238093,0.375,0.6813186813186813,0.34146341463414637,0.5081027777777778,0.559225,0.48851999999999995,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.29523809523809524,11.242857142857142,25.599999999999998,0.31518151815181517,,1.0,7.0,1.0,,1.0,1.0,5.0,2.0,6.0,0.3333333333333333,0.07692307692307693,0.14285714285714285,0.14285714285714285,1.0,0.1,0.5,0.2,1.0,0.047619047619047616,,1.0,5.0,1.0,1.0,,,,,,,,True,,
1715,1610612758,Jason Williams,Jason Williams,1715,SAC,109214.0,1820,243.0,3669,3650,812,629,419.0,7319,80.0,121,1.0,2.0,17.0,24.0,19.0,47.0,50.0,125.0,69.0,207.0,12.0,41.0,149.0,293,72.0,226.0,34.0,548.0,3722,5.0,10.0,,19.0,31.0,50.0,13.0,43.0,16.0,117.0,110.0,188.0,141.0,75.0,2.0,4.0,202.0,68.0,13.0,1.0,280.0,59.0,339.0,39.0,20.0,142.0,32.0,106.0,737.0,6.0,9.0,,30.0,99.0,2.0,131.0,15.0,146.0,4.0,75.0,53.0,22.0,70.0,26.0,52.0,46.0,7.0,18.0,,116,5.0,27.0,31.0,81,2.0,7.0,41.0,4.0,14.0,8.0,5.0,,2.0,3.0,6.0,4.0,,,117.0,812,5.0,0.3691275167785235,0.3716216216216216,0.6527777777777778,0.3185840707964602,0.3023255813953488,0.31981981981981983,0.5085324232081911,0.5,0.62,0.4951830443159923,0.4318181818181818,0.543010752688172,0.5102420856610801,0.4318181818181818,0.5792079207920792,0.43545279383429675,0.004424778761061947,0.04436860068259386,0.0743801652892562,0.06382978723404255,0.008,,15.737388365918417,0.603448275862069,0.024096385542168676,,0.06578073089700996,0.007081038552321007,0.10273972602739725,0.014742014742014743,0.07178631051752922,0.008939213349225268,0.005390835579514825,0.0027472527472527475,0.011194029850746268,0.017123287671232876,0.008695652173913044,0.04560260586319218,0.041044776119402986,0.09516616314199396,0.11442786069651742,0.07692307692307693,0.014285714285714285,0.6666666666666666,0.23314065510597304,0.6611570247933884,0.7142857142857143,0.3875,0.0905587668593449,0.40425531914893614,0.4318181818181818,0.3684210526315789,0.24084778420038536,0.4,0.4032258064516129,0.34,0.3988439306358382,0.3333333333333333,0.3333333333333333,0.6521739130434783,0.09090909090909091,0.5,1.0,0.25806451612903225,0.7083333333333334,0.44086021505376344,0.2926829268292683,0.6685934489402697,0.33663366336633666,0.5270085603112841,0.48181578947368425,0.5169622222222222,0.026465028355387523,0.0462046204620462,0.03467153284671533,0.21350364963503649,9.768941979522184,25.985840707964602,0.22131370945761789,,3.0,19.0,1.0,1.0,2.0,3.0,11.0,3.0,12.0,0.25,0.036608863198458574,0.15789473684210525,0.16666666666666666,0.6666666666666666,0.045454545454545456,0.5,0.2727272727272727,1.0,0.021505376344086023,0.5,,,,,1.0,1.0,1.0,0.05263157894736842,,,,True,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,121346.0,2022,249.0,4023,4008,969,780,481.0,8031,153.0,231,24.0,40.0,30.0,46.0,47.0,120.0,101.0,240.0,68.0,170.0,14.0,45.0,301.0,591,101.0,252.0,153.0,1058.0,4066,34.0,67.0,21.0,110.0,54.0,122.0,25.0,64.0,62.0,245.0,380.0,222.0,270.0,33.0,34.0,,170.0,68.0,50.0,,95.0,20.0,115.0,12.0,8.0,49.0,12.0,34.0,250.0,13.0,46.0,4.0,37.0,176.0,22.0,235.0,63.0,298.0,10.0,59.0,38.0,21.0,41.0,11.0,21.0,52.0,15.0,20.0,11.0,93,4.0,17.0,36.0,100,1.0,7.0,181.0,16.0,70.0,23.0,11.0,6.0,2.0,3.0,11.0,4.0,1.0,2.0,245.0,969,13.0,0.6312292358803987,0.6690140845070423,0.8910891089108911,0.4007936507936508,0.390625,0.4007936507936508,0.5093062605752962,0.5074626865671642,0.4426229508196721,0.536773428232503,0.5297619047619048,0.49193548387096775,0.5701086956521739,0.5913978494623656,0.5547945205479452,0.298932384341637,,0.08460236886632826,0.13852813852813853,0.10833333333333334,0.020833333333333332,,22.098603839441534,0.44086021505376344,0.22,0.037037037037037035,0.10679611650485436,0.03161512027491409,0.11455108359133127,0.03009259259259259,0.1080669710806697,0.03126656067832538,0.04895104895104895,0.031746031746031744,0.018803418803418803,0.022435897435897436,0.05,0.06865671641791045,0.08726003490401396,0.13918918918918918,0.13063063063063063,0.07920792079207921,0.025906735751295335,0.36363636363636365,0.27402135231316727,0.6623376623376623,0.7688442211055276,0.7058823529411765,0.1423487544483986,0.39166666666666666,0.4392523364485981,0.5531914893617021,0.2846975088967972,0.42083333333333334,0.4297872340425532,0.5544554455445545,0.20166073546856464,0.4,0.4,0.8529411764705882,0.47619047619047616,0.6,0.25,0.24731182795698925,0.6521739130434783,0.24193548387096775,0.3111111111111111,0.5729537366548043,0.4,0.5034026128266034,0.49740000000000006,0.47975324324324325,0.07803790412486064,0.10852713178294573,0.10396975425330812,0.23156899810964082,9.487986463620983,24.50753968253968,0.24086502609992544,,33.0,82.0,6.0,11.0,19.0,4.0,11.0,7.0,17.0,0.4117647058823529,0.09727164887307237,0.4024390243902439,0.4024390243902439,0.9696969696969697,0.07142857142857142,0.13095238095238096,0.36363636363636365,1.0,0.10215053763440861,0.5789473684210527,3.0,11.0,0.5,1.0,,,,,,,,True,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,103832.0,1731,271.0,3474,3462,814,684,423.0,6936,224.0,309,52.0,77.0,64.0,80.0,102.0,271.0,166.0,382.0,,16.0,,5.0,492.0,962,,16.0,188.0,1172.0,3483,78.0,132.0,29.0,185.0,113.0,214.0,,5.0,66.0,292.0,594.0,390.0,,,82.0,1.0,15.0,,58.0,,145.0,40.0,185.0,35.0,5.0,88.0,28.0,29.0,410.0,28.0,79.0,9.0,44.0,297.0,28.0,369.0,116.0,485.0,20.0,58.0,39.0,19.0,64.0,8.0,38.0,54.0,6.0,26.0,9.0,118,12.0,29.0,72.0,136,12.0,23.0,275.0,29.0,125.0,27.0,68.0,23.0,2.0,43.0,68.0,36.0,7.0,4.0,292.0,814,6.0,0.6036585365853658,0.6585365853658537,,,,,0.5114345114345115,0.5909090909090909,0.5280373831775701,0.5030674846625767,0.5777777777777777,0.5159817351598174,0.5322434150772025,0.6045751633986928,0.5447761194029851,0.016359918200409,,0.060291060291060294,0.08090614886731391,0.0996309963099631,0.015706806282722512,,30.70528967254408,0.5423728813559322,0.358974358974359,0.08181818181818182,0.20511049723756905,0.0632,0.16236162361623616,0.07692307692307693,0.19837114601512507,0.06629491945477076,0.10277777777777777,0.08241758241758242,0.022813688212927757,0.078125,0.07407407407407407,0.18566775244299674,0.21413721413721415,0.20757575757575758,0.1878453038674033,0.1111111111111111,0.047505938242280284,0.5294117647058824,0.3159509202453988,0.7249190938511327,0.7887323943661971,0.6026785714285714,0.2770961145194274,0.3763837638376384,0.4180327868852459,0.3431372549019608,0.39059304703476483,0.43455497382198954,0.44148936170212766,0.7650602409638554,0.016359918200409,,,,0.5703703703703704,0.6753246753246753,0.1346153846153846,0.365296803652968,0.8,0.0228310502283105,,0.3323108384458078,,0.46062712384851584,0.4955861111111111,0.46024220183486236,0.11638733705772812,0.11814744801512288,0.15784982935153583,0.24914675767918087,9.369230769230771,26.275,0.23431203223949337,1.0,,,,,,,3.0,,3.0,,,,,,,0.022222222222222223,,,,,,,,,,,,,1.0,2.0,,True,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,27905.0,465,90.0,904,908,219,219,125.0,1812,28.0,47,5.0,9.0,4.0,7.0,10.0,22.0,12.0,24.0,5.0,13.0,2.0,4.0,50.0,93,14.0,36.0,28.0,170.0,911,6.0,12.0,,18.0,8.0,15.0,5.0,11.0,6.0,37.0,54.0,46.0,33.0,9.0,10.0,,13.0,5.0,10.0,,22.0,3.0,25.0,2.0,1.0,10.0,2.0,10.0,53.0,1.0,12.0,,15.0,52.0,,67.0,13.0,80.0,2.0,15.0,9.0,6.0,6.0,2.0,4.0,8.0,2.0,2.0,1.0,14,1.0,3.0,29.0,55,2.0,2.0,38.0,4.0,18.0,3.0,13.0,7.0,1.0,5.0,13.0,5.0,,1.0,37.0,219,5.0,0.54,0.6,0.7857142857142857,0.3888888888888889,0.45454545454545453,0.3888888888888889,0.5376344086021505,0.5,0.5333333333333333,0.5503875968992248,0.45,0.5961538461538461,0.5821917808219178,0.45,0.6379310344827587,0.27906976744186046,,0.10752688172043011,0.14893617021276595,0.13636363636363635,,,15.238095238095237,0.42857142857142855,,,0.13648293963254593,0.0375,0.1744186046511628,0.011363636363636364,0.14346895074946467,0.031862745098039214,0.05660377358490566,0.03296703296703297,0.024390243902439025,0.01694915254237288,,0.10714285714285714,0.11940298507462686,0.1656441717791411,0.1864406779661017,0.14814814814814814,0.03636363636363636,0.38461538461538464,0.3643410852713178,0.5957446808510638,0.7,0.6428571428571429,0.17054263565891473,0.45454545454545453,0.5263157894736842,0.3,0.18604651162790697,0.5,0.5,0.5,0.10077519379844961,0.38461538461538464,0.38461538461538464,0.6,0.45,0.5555555555555556,,0.2692307692307692,0.5714285714285714,0.15384615384615385,0.5,0.6434108527131783,0.38461538461538464,0.5223957364341085,0.5286733333333333,0.5140211538461539,0.1258741258741259,0.16822429906542055,0.10588235294117647,0.21764705882352942,6.833333333333335,24.047222222222224,0.24225663716814158,,9.0,23.0,3.0,3.0,7.0,1.0,5.0,2.0,8.0,0.25,0.17829457364341086,0.391304347826087,0.391304347826087,0.8888888888888888,0.15,0.25,0.2,,0.2692307692307692,0.42857142857142855,1.0,,0.3333333333333333,1.0,,,,,,,,True,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,124000.0,2067,276.0,4130,4115,905,729,482.0,8245,110.0,189,17.0,31.0,22.0,36.0,20.0,75.0,32.0,126.0,30.0,97.0,7.0,19.0,162.0,390,64.0,174.0,169.0,685.0,4161,23.0,47.0,18.0,91.0,31.0,70.0,14.0,37.0,72.0,176.0,172.0,152.0,180.0,12.0,30.0,2.0,95.0,30.0,40.0,1.0,175.0,33.0,208.0,22.0,11.0,93.0,28.0,54.0,449.0,13.0,54.0,,34.0,150.0,,184.0,67.0,251.0,13.0,130.0,88.0,42.0,58.0,15.0,37.0,48.0,6.0,21.0,9.0,106,7.0,20.0,53.0,153,7.0,10.0,189.0,11.0,51.0,28.0,28.0,8.0,8.0,12.0,31.0,16.0,1.0,1.0,176.0,905,24.0,0.5308641975308642,0.5850340136054422,0.9375,0.367816091954023,0.3783783783783784,0.37209302325581395,0.4153846153846154,0.48936170212765956,0.44285714285714284,0.4574468085106383,0.5069444444444444,0.48598130841121495,0.5110759493670886,0.569620253164557,0.5845070422535211,0.30851063829787234,0.005747126436781609,0.10256410256410256,0.1111111111111111,0.21333333333333335,0.023809523809523808,0.010309278350515464,15.742320819112628,0.5471698113207547,,,0.08823529411764706,0.03680981595092025,0.10240963855421686,0.029411764705882353,0.09055118110236221,0.03509690937663698,0.04470588235294118,0.04794520547945205,0.023178807947019868,0.03194888178913738,0.023255813953488372,0.069164265129683,0.07960199004975124,0.104,0.07017543859649122,0.17307692307692307,0.04421768707482993,0.5161290322580645,0.3351063829787234,0.582010582010582,0.6547619047619048,0.5545454545454546,0.13297872340425532,0.26666666666666666,0.3389830508474576,0.35,0.22340425531914893,0.25396825396825395,0.2601626016260163,0.5625,0.17198581560283688,0.30927835051546393,0.3125,0.9666666666666667,0.4305555555555556,0.5483870967741935,0.11764705882352941,0.3364485981308411,0.6111111111111112,0.17757009345794392,0.3684210526315789,0.6436170212765957,0.3157894736842105,0.5209569395017792,0.5256816666666667,0.530965238095238,0.08443708609271523,0.1186046511627907,0.13284671532846715,0.2569343065693431,7.760000000000001,24.531034482758617,0.21912832929782083,,34.0,77.0,11.0,7.0,18.0,4.0,14.0,9.0,25.0,0.36,0.13652482269503546,0.44155844155844154,0.44155844155844154,0.9117647058823529,0.1527777777777778,0.19444444444444445,0.2857142857142857,1.0,0.16822429906542055,0.3888888888888889,5.0,41.0,0.45454545454545453,0.8,,3.0,2.0,,,,1.0,True,,
