EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,Technical Free Throw Trips,Corner3Frequency,PenaltyCorner3Frequency,SelfOReb,SecondChanceTurnovers,3SecondViolations,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,DefCorner3ReboundPct,on,SecondChanceArc3FGM,Clear Path Fouls,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,BlockedCorner3,OffensiveGoaltends,3pt And 1 Free Throw Trips
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,489.0,8,-12.0,16,20,9,13,2.0,36,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,25.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,9,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.25,33.333333333333336,1.0,0.25,1.0,1.0,0.5,0.5,0.5,0.25,1.0,0.25,0.395725,0.5688,0.336,0.5,15.266666666666666,24.6,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1533,1610612737,Anthony Johnson,Anthony Johnson,1533,ATL,16736.0,279,-62.0,544,550,211,265,64.0,1094,9.0,25.0,7.0,29.0,3.0,,26.0,68.0,3.0,64.0,559.0,,13.0,28.0,32.0,34.0,3.0,8.0,7.0,20.0,41.0,32.0,211,0.3823529411764705,0.4642857142857143,0.3661971830985915,0.4333333333333333,0.4050632911392405,0.4705882352941176,0.0422535211267605,15.96774193548387,0.4,0.352112676056338,0.36,0.375,0.4084507042253521,0.2413793103448276,0.25,0.0422535211267605,,0.2394366197183098,0.4196253521126761,0.5363,0.433625,0.5,11.419117647058822,25.8,0.3878676470588235,10.0,14.0,3.0,3.0,5.0,7.0,2.0,12.0,5.0,8.0,2.0,12.0,2.0,6.0,18.0,2.0,3.0,27.0,7.0,34.0,4.0,3.0,10.0,6.0,11.0,75.0,2.0,1.0,2.0,15.0,3.0,20.0,3.0,23.0,17.0,11.0,6.0,3.0,12.0,1.0,1.0,1.0,4.0,13.0,2.0,1.0,17.0,1.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,13.0,0.3461538461538461,0.36,0.625,0.625,0.6666666666666666,0.0441176470588235,0.0714285714285714,0.04,0.0344827586206896,0.15,0.0789473684210526,0.0046296296296296,0.0512820512820512,0.054054054054054,0.074235807860262,0.0118577075098814,0.0106382978723404,0.0833333333333333,0.0923076923076923,0.0806451612903225,0.0634920634920634,0.0571428571428571,0.4,0.1971830985915492,0.7142857142857143,0.7692307692307693,0.1,0.2222222222222222,0.8571428571428571,0.375,1.0,0.3333333333333333,0.2333333333333333,0.7142857142857143,0.0666666666666666,0.0909090909090909,0.0945945945945946,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,4161.0,69,-36.0,131,133,45,73,16.0,264,1.0,5.0,1.0,5.0,2.0,,5.0,18.0,3.0,16.0,153.0,,1.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,7.0,5.0,45,0.2777777777777778,0.2,0.238095238095238,0.1666666666666666,0.3125,0.3125,0.1428571428571428,16.99346405228758,0.5,0.238095238095238,0.2,0.2,0.238095238095238,0.2,0.2,0.0952380952380952,,0.5238095238095238,0.4763071428571428,,0.4998416666666667,0.3125,8.18888888888889,24.633333333333336,0.3435114503816794,3.0,8.0,,,1.0,2.0,,6.0,,,,,1.0,3.0,8.0,,1.0,2.0,3.0,5.0,1.0,2.0,2.0,,,13.0,,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,1.0,2.0,,1.0,1.0,,,,3.0,1.0,,7.0,,3.0,,1.0,,,1.0,,,1.0,,,,0.8,0.8,,,,0.0555555555555555,0.125,,,,0.0263157894736842,0.015625,0.2,,0.0465116279069767,0.0135135135135135,0.03125,,0.0625,,,0.2,,0.3809523809523809,0.375,0.4285714285714285,0.6666666666666666,1.0,1.0,,,,0.3333333333333333,0.5,,0.125,0.1428571428571428,,1.0,1.0,1.0,0.0476190476190476,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,6888.0,115,-39.0,227,224,89,111,30.0,451,5.0,20.0,,5.0,,,21.0,48.0,,61.0,252.0,,6.0,14.0,20.0,20.0,,6.0,2.0,10.0,11.0,20.0,89,0.4375,0.4285714285714285,0.4375,0.4285714285714285,0.4841269841269841,0.4761904761904761,,27.23880597014925,0.6,0.4166666666666667,0.25,0.3571428571428571,0.1041666666666666,,,,,0.4791666666666667,0.4651,0.4486,0.4146857142857142,0.3278688524590163,5.320833333333334,,0.3920704845814978,16.0,23.0,1.0,3.0,2.0,4.0,,19.0,1.0,8.0,7.0,9.0,,8.0,22.0,2.0,7.0,4.0,1.0,5.0,1.0,,2.0,2.0,,11.0,2.0,9.0,1.0,4.0,1.0,6.0,11.0,17.0,4.0,2.0,2.0,,4.0,,4.0,,6.0,5.0,,2.0,33.0,3.0,14.0,4.0,,,,,,,,,,3.0,0.5238095238095238,0.55,0.125,0.125,0.3461538461538461,0.1458333333333333,0.0434782608695652,0.3,,0.1,0.0615384615384615,0.0927835051546391,0.0714285714285714,0.1176470588235294,0.0632911392405063,0.0964912280701754,0.1304347826086956,0.1818181818181818,,0.1428571428571428,0.0666666666666666,0.0714285714285714,,0.4791666666666667,0.6956521739130435,0.7272727272727273,0.625,0.2,,0.375,0.3333333333333333,,0.2857142857142857,0.5,,0.2372881355932203,0.2372881355932203,0.1475409836065573,,,,,,3.0,1.0,1.0,0.0588235294117647,0.0588235294117647,0.1578947368421052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,8369.0,139,-37.0,283,288,117,152,33.0,571,13.0,24.0,2.0,7.0,,,29.0,49.0,,75.0,277.0,,12.0,23.0,36.0,32.0,,3.0,3.0,10.0,27.0,36.0,117,0.5918367346938775,0.5217391304347826,0.5918367346938775,0.5217391304347826,0.635593220338983,0.6,,21.5625,0.3,0.4897959183673469,0.5416666666666666,0.5909090909090909,0.1428571428571428,0.2857142857142857,0.2857142857142857,,,0.3673469387755102,0.4614816326530612,0.4766333333333333,0.4624652173913044,0.48,7.020408163265306,,0.4134275618374558,14.0,18.0,5.0,7.0,7.0,9.0,,17.0,8.0,12.0,2.0,18.0,,12.0,26.0,10.0,2.0,5.0,,5.0,,,3.0,1.0,1.0,10.0,2.0,14.0,,20.0,6.0,26.0,17.0,43.0,4.0,1.0,3.0,2.0,7.0,,,,4.0,8.0,2.0,5.0,22.0,2.0,10.0,2.0,6.0,,,5.0,,1.0,6.0,3.0,,6.0,0.4482758620689655,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.0408163265306122,,0.0833333333333333,,0.4,0.2083333333333333,0.1206896551724138,,0.1428571428571428,0.1818181818181818,0.123076923076923,0.125,0.1111111111111111,0.2941176470588235,0.1176470588235294,0.2142857142857142,,0.5,0.3673469387755102,0.7777777777777778,0.7777777777777778,0.3571428571428571,0.4615384615384615,1.0,0.5833333333333334,0.7142857142857143,,0.391304347826087,0.7777777777777778,,0.175438596491228,0.175438596491228,0.24,,,,,,,,,0.1363636363636363,0.108695652173913,,1.0,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1683,1610612737,Larry Robinson,Larry Robinson,1683,ATL,10104.0,168,-13.0,333,328,144,162,36.0,661,2.0,4.0,5.0,15.0,15.0,,8.0,20.0,29.0,53.0,326.0,2.0,1.0,5.0,15.0,6.0,14.0,5.0,5.0,6.0,9.0,15.0,144,0.4,0.2,0.4693877551020408,0.3684210526315789,0.48,0.3684210526315789,0.5918367346938775,14.814814814814817,0.8333333333333334,0.0816326530612244,0.5,0.5,0.3061224489795918,0.3333333333333333,0.3333333333333333,0.3061224489795918,,0.6122448979591837,0.4745791666666666,0.5102833333333333,0.4813638888888888,0.2830188679245283,14.460000000000004,25.15862068965517,0.4324324324324324,1.0,1.0,,,,,8.0,7.0,,1.0,1.0,7.0,14.0,1.0,10.0,,,9.0,3.0,12.0,2.0,1.0,2.0,4.0,3.0,27.0,4.0,6.0,4.0,9.0,2.0,15.0,10.0,25.0,9.0,5.0,4.0,,1.0,,,,2.0,3.0,,,7.0,,1.0,,,,,,,,,,,2.0,0.625,0.625,,1.0,1.0,,,,,0.1333333333333333,0.0789473684210526,0.0476190476190476,0.1904761904761904,0.1428571428571428,0.0962962962962963,0.0649350649350649,0.0566037735849056,0.1764705882352941,0.0222222222222222,0.15625,0.081081081081081,0.1904761904761904,,0.0204081632653061,1.0,1.0,1.0,0.5,0.6,,,,,,0.4210526315789473,0.02,0.0476190476190476,0.1320754716981132,14.0,6.0,5.0,0.2857142857142857,0.3157894736842105,3.0,,,,0.06,0.1034482758620689,,,0.0909090909090909,5.0,2.0,2.0,2.0,5.0,2.0,10.0,2.0,4.0,27.0,3.0,1.0,5.0,1.0,0.9,0.3448275862068966,1.0,0.2857142857142857,0.3571428571428571,0.0344827586206896,0.0714285714285714,0.3571428571428571,0.3846153846153846,1.0,0.3333333333333333,0.3333333333333333,0.8,0.6666666666666666,1.0,1.0,0.3333333333333333,0.25,0.3571428571428571,,,,,True,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,7741.0,129,-12.0,255,260,96,138,29.0,515,9.0,26.0,12.0,19.0,6.0,,27.0,53.0,6.0,79.0,254.0,,14.0,27.0,38.0,34.0,6.0,4.0,4.0,10.0,10.0,38.0,96,0.5094339622641509,0.5185185185185185,0.5338983050847458,0.5535714285714286,0.5808823529411765,0.59375,0.1016949152542373,27.083333333333336,0.4,0.4406779661016949,0.3461538461538461,0.3461538461538461,0.3220338983050847,0.631578947368421,0.6666666666666666,0.1016949152542373,,0.2372881355932203,0.4325601694915255,0.5116999999999999,0.4115910714285714,0.4810126582278481,10.947169811320752,25.11666666666667,0.3764705882352941,6.0,8.0,1.0,3.0,3.0,4.0,1.0,16.0,2.0,5.0,1.0,5.0,1.0,7.0,20.0,,2.0,13.0,,13.0,,,5.0,5.0,3.0,26.0,,1.0,2.0,6.0,,8.0,1.0,9.0,3.0,1.0,2.0,1.0,6.0,1.0,,1.0,5.0,3.0,1.0,2.0,21.0,1.0,7.0,2.0,,,,,,,,,,2.0,0.3703703703703703,0.3703703703703703,0.4,0.4,0.4166666666666667,0.0377358490566037,0.125,,0.0526315789473684,,0.0560747663551401,0.0095238095238095,0.1176470588235294,,0.064516129032258,0.0083333333333333,0.0204081632653061,,0.0666666666666666,0.0789473684210526,0.0256410256410256,0.1333333333333333,,0.135593220338983,0.75,0.8571428571428571,,0.3333333333333333,0.5833333333333334,0.6,0.3333333333333333,,0.1428571428571428,0.75,0.0357142857142857,0.1212121212121212,0.1186440677966101,0.0632911392405063,,,1.0,,,1.0,,,,,0.037037037037037,,,,,,,,3.0,1.0,3.0,,1.0,9.0,,,3.0,,1.0,0.5,,1.0,0.5,,,,,,0.5,0.5,1.0,,,,,1.0,0.5,1.0,0.1428571428571428,,,True,,,,,,,,,
2069,1610612737,Hanno Mottola,Hanno Mottola,2069,ATL,7954.0,133,-11.0,263,266,119,155,25.0,529,1.0,3.0,6.0,12.0,1.0,,13.0,28.0,1.0,36.0,266.0,,5.0,13.0,17.0,12.0,1.0,8.0,1.0,18.0,32.0,17.0,119,0.4642857142857143,0.3846153846153846,0.4482758620689655,0.3571428571428571,0.5142857142857142,0.4722222222222222,0.0344827586206896,18.27586206896552,0.4444444444444444,0.1034482758620689,0.3333333333333333,1.0,0.4137931034482758,0.5,0.5,0.0344827586206896,,0.4827586206896552,0.4668241379310344,0.5517,0.4744785714285714,0.4722222222222222,8.546428571428573,31.0,0.4524714828897338,6.0,13.0,1.0,3.0,3.0,8.0,1.0,10.0,2.0,4.0,1.0,5.0,1.0,7.0,14.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,,3.0,14.0,,4.0,2.0,10.0,,12.0,4.0,16.0,3.0,,3.0,2.0,10.0,1.0,7.0,1.0,4.0,18.0,1.0,5.0,12.0,,4.0,2.0,1.0,,,1.0,,,1.0,1.0,,4.0,0.5384615384615384,0.5833333333333334,0.5,0.5,0.5,0.1071428571428571,0.0769230769230769,0.6666666666666666,,,0.1052631578947368,0.0465116279069767,0.0952380952380952,,0.1034482758620689,0.0392156862745098,0.0588235294117647,,0.1538461538461538,,0.15,0.1111111111111111,1.0,0.4482758620689655,0.4615384615384615,0.5,0.3333333333333333,,0.8333333333333334,0.75,0.3333333333333333,,0.5714285714285714,0.375,0.0714285714285714,0.1212121212121212,0.125,0.1388888888888889,,,,,,,,,,0.064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,
87,1610612737,Dikembe Mutombo,Dikembe Mutombo,87,ATL,6212.0,104,-14.0,184,192,39,44,24.0,376,1.0,5.0,,,,,8.0,17.0,,21.0,177.0,,2.0,3.0,4.0,10.0,,2.0,1.0,8.0,14.0,4.0,39,0.4705882352941176,0.6666666666666666,0.4705882352941176,0.6666666666666666,0.525,0.6666666666666666,,13.270142180094789,0.25,0.2941176470588235,0.2,0.2,,,,,,0.7058823529411765,0.5104058823529412,0.5759399999999999,0.578,0.1904761904761904,3.0647058823529414,,0.2119565217391304,7.0,12.0,3.0,6.0,2.0,3.0,,5.0,3.0,6.0,4.0,10.0,,,6.0,4.0,,3.0,2.0,5.0,1.0,1.0,,1.0,2.0,12.0,1.0,10.0,6.0,24.0,2.0,32.0,11.0,43.0,1.0,1.0,,,6.0,,1.0,1.0,2.0,5.0,1.0,4.0,8.0,2.0,5.0,,9.0,,,7.0,,2.0,9.0,4.0,,1.0,0.375,0.5,0.5,0.5,0.625,,,,,0.5,0.2758620689655172,0.1351351351351351,0.2857142857142857,0.0625,0.2777777777777778,0.1222222222222222,0.1764705882352941,0.0833333333333333,0.2083333333333333,0.3235294117647059,0.2758620689655172,0.3157894736842105,0.4444444444444444,0.7058823529411765,0.5833333333333334,0.5833333333333334,0.4285714285714285,,,1.0,0.5,,1.0,0.6666666666666666,,0.25,0.25,0.4761904761904761,,,,,,1.0,,1.0,0.2,0.0666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,
1728,1610612737,Roshown McLeod,Roshown McLeod,1728,ATL,3050.0,51,4.0,91,94,34,33,13.0,185,2.0,7.0,3.0,6.0,2.0,2.0,6.0,14.0,4.0,16.0,87.0,2.0,3.0,4.0,9.0,,2.0,2.0,2.0,3.0,3.0,9.0,34,0.4285714285714285,0.75,0.4166666666666667,0.5625,0.4210526315789473,0.5625,0.2222222222222222,20.37037037037037,0.6666666666666666,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,0.5,0.1111111111111111,0.6666666666666666,0.2777777777777778,0.4536083333333334,,0.54233125,0.5625,12.735714285714286,23.975,0.3736263736263736,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,4.0,,12.0,,,3.0,,3.0,,,,,3.0,6.0,1.0,1.0,1.0,8.0,,9.0,2.0,11.0,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,0.1904761904761904,0.0285714285714285,0.3333333333333333,0.125,0.2,0.0465116279069767,,,0.1428571428571428,0.2777777777777778,0.1,,,0.0555555555555555,1.0,1.0,1.0,1.0,1.0,,,,0.125,1.0,0.25,0.0526315789473684,0.0666666666666666,,2.0,2.0,,0.1111111111111111,0.25,1.0,1.0,,,0.0769230769230769,0.0909090909090909,,,0.5,1.0,,,1.0,,,1.0,,1.0,3.0,,,,,1.0,0.25,,0.25,0.25,,,0.5,0.5,1.0,,,,,,,0.5,,,,,,1.0,True,,,,,,,,,
