EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,on,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,60043.0,1001.0,139.0,1939.0,1905.0,794.0,875.0,261.0,3844.0,91.0,165.0,22.0,36.0,33.0,61.0,57.0,129.0,82.0,186.0,3.0,4.0,1.0,1.0,12.0,39.0,2.0,5.0,6.0,19.0,230.0,480.0,15.0,43.0,176.0,681.0,1938.0,38.0,63.0,2.0,5.0,22.0,104.0,76.0,175.0,7.0,20.0,78.0,251.0,174.0,286.0,30.0,15.0,40.0,3.0,36.0,12.0,30.0,85.0,38.0,123.0,29.0,9.0,50.0,8.0,27.0,284.0,15.0,42.0,1.0,14.0,93.0,11.0,118.0,58.0,176.0,19.0,40.0,23.0,17.0,41.0,5.0,25.0,18.0,3.0,16.0,2.0,59.0,9.0,20.0,20.0,54.0,4.0,5.0,239.0,28.0,111.0,23.0,41.0,2.0,2.0,18.0,9.0,14.0,43.0,23.0,1.0,1.0,1.0,251.0,794.0,15.0,0.3782608695652174,0.4142857142857143,0.6666666666666666,0.3488372093023256,0.4,0.35,0.375,0.4791666666666667,0.6031746031746031,0.4342857142857143,0.48279158699808794,0.6029411764705882,0.44358974358974357,0.541335453100159,0.6341463414634146,0.5122448979591837,0.08221797323135756,0.0625,0.11515151515151516,0.06201550387596899,0.016129032258064516,30.604982206405694,0.6949152542372882,0.10679611650485436,0.012345679012345678,0.13616398243045388,0.05874125874125874,0.08284023668639054,0.0641025641025641,0.1255868544600939,0.06006322444678609,0.10909090909090909,0.05202312138728324,0.027950310559006212,0.07179487179487179,0.02564102564102564,0.09090909090909091,0.11312217194570136,0.18181818181818182,0.07377049180327869,0.10638297872340426,0.0794979079497908,0.5348837209302325,0.3154875717017208,0.5515151515151515,0.6232876712328768,0.42857142857142855,0.24665391969407266,0.4418604651162791,0.47107438016528924,0.22807017543859648,0.35564053537284895,0.44086021505376344,0.44808743169398907,0.4268292682926829,0.0076481835564053535,0.75,0.75,1.0,0.0745697896749522,0.3076923076923077,0.3076923076923077,0.5833333333333334,0.5294117647058824,0.6111111111111112,0.045454545454545456,0.07352941176470588,0.4,0.5,0.3128205128205128,0.5409836065573771,0.005128205128205128,1.0,0.09743589743589744,0.3157894736842105,0.3977055449330784,0.3333333333333333,0.45190086872586877,0.4764794117647058,0.43604710526315804,0.18316831683168316,0.19715808170515098,0.1527165932452276,0.368575624082232,9.572291666666665,27.986046511627908,0.40948942753996903,,,,,,,,,,,,,,,True,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,35448.0,591.0,-86.0,1165.0,1147.0,406.0,404.0,143.0,2312.0,30.0,66.0,4.0,8.0,9.0,21.0,11.0,39.0,23.0,63.0,,2.0,,,15.0,65.0,,4.0,8.0,31.0,64.0,168.0,15.0,67.0,45.0,218.0,1220.0,8.0,14.0,,4.0,1.0,17.0,20.0,51.0,8.0,31.0,22.0,86.0,44.0,84.0,33.0,12.0,4.0,5.0,60.0,15.0,13.0,68.0,28.0,96.0,21.0,7.0,32.0,4.0,32.0,220.0,5.0,19.0,,10.0,28.0,6.0,44.0,24.0,68.0,3.0,22.0,14.0,8.0,35.0,8.0,24.0,14.0,2.0,11.0,,49.0,5.0,12.0,11.0,43.0,,1.0,54.0,4.0,18.0,6.0,2.0,,,1.0,,1.0,2.0,1.0,,,,86.0,406.0,10.0,0.34375,0.3548387096774194,0.7333333333333333,0.22388059701492538,,0.25806451612903225,0.24193548387096775,0.38095238095238093,0.5714285714285714,0.39215686274509803,0.3680851063829787,0.4444444444444444,0.3902439024390244,0.41796875,0.4444444444444444,0.4521276595744681,0.2851063829787234,0.07738095238095238,0.15151515151515152,0.05128205128205128,0.015873015873015872,22.693452380952383,0.7142857142857143,0.10526315789473684,,0.0673076923076923,0.04185022026431718,0.09523809523809523,0.04,0.07293666026871401,0.04145077720207254,0.041666666666666664,0.02608695652173913,0.05128205128205128,0.037383177570093455,0.05555555555555555,0.06306306306306306,0.04861111111111111,0.08695652173913043,0.0759493670886076,0.15384615384615385,0.023076923076923078,0.5,0.28085106382978725,0.45454545454545453,0.5357142857142857,0.26666666666666666,0.16595744680851063,0.28205128205128205,0.2972972972972973,0.2727272727272727,0.2680851063829787,0.36507936507936506,0.3709677419354839,0.4782608695652174,0.00851063829787234,,,,0.2765957446808511,0.23076923076923078,0.24193548387096775,0.7333333333333333,0.4444444444444444,0.5,,0.2222222222222222,,,0.25609756097560976,0.42857142857142855,,,0.3780487804878049,0.25806451612903225,0.5659574468085107,0.25,0.47916877729257645,0.48970357142857146,0.4725263157894737,0.076,0.0989010989010989,0.0779816513761468,0.3944954128440367,8.954761904761904,26.970149253731346,0.3484978540772532,3.0,6.0,1.0,0.04477611940298507,0.046153846153846156,0.014705882352941176,,,,,,,,,True,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,27465.0,458.0,71.0,898.0,859.0,245.0,316.0,105.0,1757.0,15.0,26.0,3.0,10.0,4.0,7.0,8.0,17.0,42.0,110.0,,,,,,1.0,,,,1.0,65.0,153.0,,1.0,18.0,148.0,868.0,6.0,20.0,,,2.0,14.0,18.0,42.0,,1.0,5.0,41.0,120.0,10.0,,,6.0,,1.0,,8.0,13.0,7.0,20.0,6.0,1.0,8.0,2.0,3.0,47.0,4.0,18.0,,14.0,52.0,15.0,81.0,22.0,103.0,3.0,8.0,5.0,3.0,8.0,6.0,5.0,16.0,1.0,3.0,,24.0,1.0,7.0,55.0,81.0,4.0,8.0,25.0,2.0,9.0,4.0,16.0,,,10.0,1.0,5.0,16.0,9.0,,,1.0,41.0,245.0,10.0,0.9230769230769231,0.967741935483871,,,,,,0.42483660130718953,0.3,0.42857142857142855,0.42207792207792205,0.3,0.4186046511627907,0.4484848484848485,0.3333333333333333,0.44565217391304346,0.006493506493506494,0.05228758169934641,0.11538461538461539,0.29411764705882354,,18.385214007782103,0.3333333333333333,0.36585365853658536,,0.17275747508305647,0.05217391304347826,0.1891891891891892,0.0425531914893617,0.176,0.05011389521640091,0.06172839506172839,0.05,0.049019607843137254,0.039473684210526314,0.05555555555555555,0.1323529411764706,0.19607843137254902,0.17557251908396945,0.15384615384615385,0.2727272727272727,0.0379746835443038,0.5625,0.16883116883116883,0.5769230769230769,0.6521739130434783,0.8,0.11038961038961038,0.47058823529411764,0.6666666666666666,0.75,0.7142857142857143,0.38181818181818183,0.38181818181818183,1.0,,,,,0.006493506493506494,,,,0.5,0.3,,,,,0.16279069767441862,0.5714285714285714,,,0.023255813953488372,,0.17532467532467533,,0.419397077922078,0.45942222222222223,0.4006058139534883,0.055900621118012424,0.05625,0.0945945945945946,0.27702702702702703,14.030718954248364,29.2,0.2728285077951002,,1.0,,,,,,,,,,,,,True,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,94724.0,1579.0,20.0,3072.0,3019.0,1138.0,1246.0,399.0,6091.0,29.0,61.0,7.0,22.0,12.0,24.0,23.0,69.0,74.0,222.0,22.0,49.0,8.0,18.0,75.0,175.0,4.0,11.0,33.0,64.0,126.0,352.0,97.0,224.0,85.0,628.0,3113.0,21.0,63.0,7.0,16.0,12.0,75.0,41.0,108.0,41.0,82.0,45.0,250.0,162.0,90.0,282.0,9.0,10.0,,175.0,75.0,21.0,37.0,14.0,51.0,11.0,3.0,14.0,6.0,17.0,116.0,9.0,37.0,5.0,33.0,105.0,21.0,159.0,51.0,210.0,8.0,40.0,32.0,8.0,25.0,9.0,11.0,43.0,4.0,14.0,8.0,68.0,3.0,26.0,109.0,241.0,17.0,18.0,98.0,8.0,33.0,11.0,15.0,,,8.0,1.0,6.0,15.0,6.0,1.0,,5.0,250.0,1138.0,42.0,0.6428571428571429,0.6694214876033058,0.9690721649484536,0.4330357142857143,0.4375,0.5,0.4330357142857143,0.35795454545454547,0.3333333333333333,0.37962962962962965,0.4713541666666667,0.3987341772151899,0.5394736842105263,0.5056910569105691,0.44047619047619047,0.5829383886255924,0.3888888888888889,0.05965909090909091,0.14754098360655737,0.08695652173913043,0.02702702702702703,19.196177627880832,0.36764705882352944,0.14788732394366197,0.043478260869565216,0.09624197983501374,0.031569965870307165,0.12222222222222222,0.025210084033613446,0.10139603232916973,0.030085022890778287,0.022598870056497175,0.03460207612456748,0.035916824196597356,0.02,0.05263157894736842,0.10839160839160839,0.10632183908045977,0.08096280087527352,0.1218274111675127,0.1232876712328767,0.024691358024691357,0.4,0.10590277777777778,0.47540983606557374,0.5576923076923077,0.4827586206896552,0.11979166666666667,0.3333333333333333,0.36507936507936506,0.34782608695652173,0.3854166666666667,0.3333333333333333,0.3425925925925926,0.7972972972972973,0.08506944444444445,0.4489795918367347,0.4489795918367347,1.0,0.3038194444444444,0.42857142857142855,0.43103448275862066,0.96,0.27848101265822783,0.3181818181818182,0.14285714285714285,0.13924050632911392,0.36363636363636365,1.0,0.12631578947368421,0.5,0.09473684210526316,0.4444444444444444,0.3368421052631579,0.515625,0.4947916666666667,0.42857142857142855,0.46706901041666665,0.4702798387096774,0.47147736842105287,0.06456953642384106,0.08753315649867374,0.11942675159235669,0.3980891719745223,13.568749999999994,24.90892857142856,0.3704427083333333,1.0,6.0,6.0,0.004464285714285714,0.005714285714285714,0.02643171806167401,3.0,5.0,3.0,1.0,0.06329113924050633,0.6,1.0,,True,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,44561.0,743.0,57.0,1497.0,1445.0,615.0,663.0,182.0,2942.0,14.0,31.0,1.0,4.0,4.0,12.0,9.0,22.0,29.0,64.0,12.0,25.0,4.0,9.0,27.0,80.0,5.0,9.0,8.0,27.0,52.0,117.0,39.0,105.0,26.0,247.0,1471.0,4.0,10.0,6.0,13.0,2.0,28.0,22.0,47.0,12.0,36.0,13.0,93.0,72.0,32.0,108.0,9.0,,,80.0,27.0,7.0,30.0,9.0,39.0,8.0,1.0,14.0,3.0,13.0,87.0,9.0,14.0,3.0,16.0,70.0,3.0,89.0,26.0,115.0,3.0,17.0,12.0,5.0,13.0,2.0,6.0,15.0,2.0,7.0,2.0,28.0,5.0,12.0,29.0,69.0,8.0,6.0,38.0,3.0,13.0,7.0,8.0,,,2.0,2.0,4.0,8.0,4.0,,,,93.0,615.0,14.0,0.6923076923076923,0.6923076923076923,0.9230769230769231,0.37142857142857144,0.46153846153846156,0.3333333333333333,0.37142857142857144,0.4444444444444444,0.4,0.46808510638297873,0.49774774774774777,0.5652173913043478,0.4819277108433735,0.5167364016736402,0.56,0.5,0.47297297297297297,0.05982905982905983,0.12903225806451613,0.045454545454545456,0.03125,15.586690017513135,0.4642857142857143,0.04054054054054054,0.061224489795918366,0.1346153846153846,0.026515151515151516,0.128,0.0430622009569378,0.13333333333333333,0.031207598371777476,0.006493506493506494,0.031007751937984496,0.036734693877551024,0.05263157894736842,,0.09859154929577464,0.12941176470588237,0.16346153846153846,0.13186813186813187,0.11764705882352941,0.024390243902439025,0.5,0.13963963963963963,0.45161290322580644,0.5185185185185185,0.5714285714285714,0.0990990990990991,0.4090909090909091,0.42857142857142855,0.4444444444444444,0.2882882882882883,0.453125,0.46774193548387094,0.8275862068965517,0.11261261261261261,0.48,0.48,1.0,0.36036036036036034,0.3375,0.3375,0.8888888888888888,0.17391304347826086,0.25,,0.391304347826087,0.5555555555555556,1.0,0.14457831325301204,0.3333333333333333,0.10843373493975904,0.4444444444444444,0.3253012048192771,0.2962962962962963,0.6126126126126126,0.3375,0.48931666666666673,0.4994499999999999,0.4759740963855421,0.05603448275862069,0.10236220472440945,0.11336032388663968,0.3765182186234818,11.69230769230769,25.024761904761913,0.41082164328657317,,1.0,,,,,1.0,4.0,,,0.17391304347826086,0.25,1.0,,True,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,6261.0,104.0,-42.0,192.0,191.0,78.0,72.0,25.0,383.0,,1.0,,,,,,1.0,2.0,6.0,2.0,6.0,1.0,1.0,3.0,16.0,,2.0,1.0,6.0,2.0,8.0,5.0,22.0,4.0,23.0,207.0,,3.0,,4.0,,,,1.0,2.0,7.0,4.0,10.0,,4.0,9.0,6.0,,,16.0,3.0,,3.0,2.0,5.0,,2.0,1.0,,2.0,12.0,,,,4.0,3.0,1.0,8.0,,8.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,3.0,9.0,1.0,,5.0,,,1.0,,,,,,,,,,,,10.0,78.0,1.0,,,0.6,0.22727272727272727,,0.2857142857142857,0.22727272727272727,0.25,,,0.31666666666666665,,0.375,0.3225806451612903,,0.3888888888888889,0.7333333333333333,,,,,14.847161572052402,0.6666666666666666,0.14285714285714285,,0.03896103896103896,,0.3076923076923077,,0.07777777777777778,,,,,,,,0.14285714285714285,,0.2222222222222222,0.5,,,0.03333333333333333,,,,0.03333333333333333,,,,0.2,0.3333333333333333,0.3333333333333333,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.5333333333333333,0.1875,0.1875,0.6666666666666666,,,,0.2857142857142857,,,,,0.125,1.0,0.75,0.16666666666666666,0.7666666666666667,0.1875,0.4958933333333333,0.5117800000000001,0.48377499999999996,,,,0.43478260869565216,16.3875,24.795454545454547,0.40625,,3.0,,,,,,2.0,,,0.2857142857142857,,,,True,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,2072.0,35.0,-8.0,73.0,71.0,12.0,37.0,7.0,144.0,2.0,4.0,,,,,2.0,5.0,,2.0,1.0,1.0,,,,,,,,,4.0,11.0,1.0,1.0,3.0,14.0,70.0,,,,,,,,1.0,,,,,2.0,6.0,3.0,,,,,,,5.0,,5.0,,,4.0,,1.0,10.0,,1.0,,,5.0,1.0,6.0,1.0,7.0,,4.0,2.0,2.0,3.0,1.0,1.0,2.0,,2.0,,5.0,,,,2.0,,1.0,5.0,1.0,3.0,,1.0,,,1.0,,,1.0,1.0,,,,,12.0,1.0,0.25,0.25,1.0,1.0,,,1.0,0.36363636363636365,,,0.4583333333333333,,,0.5,,,0.08333333333333333,,,,,23.170731707317074,0.6,0.5,,0.19230769230769232,0.03571428571428571,,,0.15625,0.02631578947368421,,,0.06666666666666667,,,0.42857142857142855,0.125,0.09090909090909091,,,,1.0,0.3333333333333333,0.5,0.5,0.5,0.4166666666666667,0.4,0.4,,0.16666666666666666,,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.4166666666666667,,0.4493958333333334,,0.4092,0.21428571428571427,0.23076923076923078,,,7.681818181818182,23.9,0.1643835616438356,,,,,,,,,,,,,,,True,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,51261.0,854.0,142.0,1682.0,1634.0,740.0,813.0,241.0,3316.0,34.0,68.0,1.0,4.0,12.0,23.0,12.0,35.0,37.0,104.0,4.0,16.0,2.0,8.0,40.0,110.0,8.0,16.0,19.0,47.0,83.0,207.0,44.0,126.0,109.0,407.0,1695.0,8.0,23.0,9.0,19.0,9.0,52.0,26.0,81.0,21.0,55.0,65.0,180.0,56.0,110.0,87.0,45.0,4.0,2.0,108.0,40.0,13.0,116.0,47.0,163.0,37.0,10.0,45.0,16.0,55.0,373.0,11.0,18.0,1.0,15.0,58.0,8.0,81.0,30.0,111.0,9.0,41.0,34.0,7.0,42.0,9.0,32.0,21.0,4.0,10.0,1.0,63.0,6.0,33.0,17.0,47.0,1.0,3.0,122.0,4.0,26.0,21.0,6.0,,,2.0,2.0,2.0,6.0,1.0,,,,180.0,740.0,13.0,0.3373493975903614,0.345679012345679,0.6590909090909091,0.3492063492063492,0.47368421052631576,0.38181818181818183,0.3548387096774194,0.40096618357487923,0.34782608695652173,0.32098765432098764,0.44744744744744747,0.5119047619047619,0.4227941176470588,0.5131578947368421,0.5444444444444444,0.5179640718562875,0.3783783783783784,0.06280193236714976,0.11764705882352941,0.11428571428571428,0.009615384615384616,22.567498726439126,0.6666666666666666,0.10810810810810811,0.015873015873015872,0.10431654676258993,0.02912621359223301,0.09933774834437085,0.0514018691588785,0.10325318246110325,0.03485576923076923,0.010810810810810811,0.03289473684210526,0.03914590747330961,0.05142857142857143,0.05128205128205128,0.072992700729927,0.1016949152542373,0.12396694214876033,0.12612612612612611,0.025,0.05056179775280899,0.16666666666666666,0.2042042042042042,0.5,0.5666666666666667,0.4117647058823529,0.10510510510510511,0.34285714285714286,0.3870967741935484,0.16666666666666666,0.3123123123123123,0.3557692307692308,0.3592233009708738,0.32432432432432434,0.04804804804804805,0.25,0.25,0.75,0.3303303303303303,0.36363636363636365,0.37735849056603776,0.65,0.09523809523809523,0.25,,0.38095238095238093,0.5,0.625,0.16911764705882354,0.5217391304347826,0.058823529411764705,0.25,0.34558823529411764,0.40425531914893614,0.5825825825825826,0.37037037037037035,0.48929788519637485,0.478284375,0.46602164179104466,0.08356545961002786,0.11353711790393013,0.12776412776412777,0.44226044226044225,10.435265700483095,25.31587301587302,0.4399524375743163,4.0,19.0,4.0,0.031746031746031744,0.03636363636363636,0.03076923076923077,1.0,3.0,,,0.07142857142857142,0.3333333333333333,,,True,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,42988.0,716.0,-113.0,1342.0,1345.0,327.0,385.0,167.0,2687.0,70.0,131.0,15.0,39.0,15.0,29.0,14.0,47.0,9.0,29.0,,,,,,4.0,,,,3.0,93.0,207.0,,4.0,43.0,229.0,1355.0,18.0,49.0,,,3.0,39.0,19.0,40.0,,3.0,15.0,53.0,102.0,84.0,,,26.0,2.0,2.0,,28.0,34.0,8.0,42.0,7.0,1.0,16.0,3.0,15.0,92.0,11.0,41.0,,15.0,61.0,17.0,93.0,52.0,145.0,6.0,16.0,12.0,4.0,29.0,7.0,14.0,24.0,3.0,15.0,3.0,53.0,4.0,11.0,31.0,83.0,8.0,9.0,64.0,8.0,29.0,7.0,8.0,2.0,2.0,4.0,1.0,3.0,10.0,5.0,,,,53.0,327.0,11.0,0.5483870967741935,0.6375,,,,,,0.4492753623188406,0.3673469387755102,0.475,0.44075829383886256,0.3673469387755102,0.4418604651162791,0.4790794979079498,0.38235294117647056,0.5,0.018957345971563982,0.13526570048309178,0.15267175572519084,0.1702127659574468,,18.838709677419356,0.5471698113207547,0.32075471698113206,,0.11423220973782772,0.07536764705882353,0.12,0.08148148148148149,0.11532625189681335,0.07658321060382917,0.13095238095238096,0.04316546762589928,0.05485232067510549,0.08333333333333333,0.06666666666666667,0.11971830985915492,0.07777777777777778,0.14150943396226415,0.11363636363636363,0.13513513513513514,0.07142857142857142,0.5,0.6208530805687204,0.5343511450381679,0.6306306306306306,0.6,0.22274881516587677,0.2978723404255319,0.358974358974359,0.21428571428571427,0.13744075829383887,0.3103448275862069,0.3103448275862069,0.6666666666666666,,,,,0.018957345971563982,,,,0.7959183673469388,0.38461538461538464,0.13333333333333333,,,,0.6744186046511628,0.5172413793103449,,,0.06976744186046512,,0.6398104265402843,,0.5053337320574162,0.520852380952381,0.5097154761904763,0.125,0.12719298245614036,0.1703056768558952,0.2314410480349345,4.416908212560387,55.37499999999999,0.2436661698956781,,,,,,,,,,,,,,,True,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,39170.0,653.0,28.0,1236.0,1222.0,520.0,559.0,181.0,2458.0,57.0,86.0,15.0,26.0,25.0,39.0,9.0,19.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,66.0,106.0,1.0,1.0,40.0,175.0,1307.0,15.0,30.0,,,9.0,39.0,27.0,47.0,1.0,1.0,21.0,78.0,82.0,50.0,,3.0,20.0,1.0,-1.0,,9.0,39.0,12.0,51.0,8.0,4.0,15.0,3.0,21.0,114.0,19.0,46.0,1.0,21.0,65.0,18.0,104.0,66.0,170.0,7.0,22.0,17.0,5.0,25.0,3.0,18.0,17.0,2.0,7.0,4.0,42.0,8.0,25.0,29.0,64.0,4.0,3.0,68.0,9.0,26.0,14.0,33.0,2.0,2.0,21.0,3.0,9.0,35.0,20.0,,2.0,1.0,78.0,520.0,15.0,0.6212121212121212,0.7321428571428571,,1.0,,1.0,,0.6226415094339622,0.5,0.574468085106383,0.6308411214953271,0.5,0.59375,0.6340579710144928,0.5,0.5909090909090909,0.009345794392523364,0.08490566037735849,0.08139534883720931,0.10526315789473684,,12.158469945355192,0.5952380952380952,0.34615384615384615,0.016666666666666666,0.14874141876430205,0.09745762711864407,0.17073170731707318,0.1357142857142857,0.15357142857142858,0.10620915032679738,0.13548387096774195,0.10434782608695652,0.06435643564356436,0.13675213675213677,0.13043478260869565,0.11666666666666667,0.1557377049180328,0.1641025641025641,0.19,0.08695652173913043,0.22580645161290322,0.5714285714285714,0.8037383177570093,0.6627906976744186,0.7215189873417721,0.6491228070175439,0.17757009345794392,0.47368421052631576,0.5294117647058824,0.4444444444444444,0.009345794392523364,,,,,,,,0.009345794392523364,1.0,1.0,,0.8666666666666667,0.5769230769230769,0.2,,,,0.8125,0.6410256410256411,,,0.020833333333333332,1.0,0.8130841121495327,,0.5325037735849054,0.5367076923076923,0.5298404255319148,0.20967741935483872,0.21138211382113822,0.22285714285714286,0.44571428571428573,1.7830188679245282,40.1,0.42071197411003236,,,,,,,,,,1.0,,,,1.0,True,,,
