EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls,2pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockedCorner3,HeaveMakes
137,1610612755,Vernon Maxwell,Vernon Maxwell,137,PHI,5664.0,94,-16.0,180,182,60.0,37.0,14,362,1.0,3.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,10.0,1.0,2.0,1.0,3.0,3.0,11.0,4.0,13.0,3.0,21.0,182,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,12.0,10.0,3.0,6.0,6.0,4.0,2.0,12.0,1.0,1.0,6.0,7.0,1.0,8.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,8.0,6.0,3.0,3.0,60.0,0.6666666666666666,0.6666666666666666,1.0,0.3076923076923077,0.5,0.25,0.3076923076923077,0.2727272727272727,0.375,0.75,0.3,0.3888888888888889,0.75,0.3,0.5416666666666666,15.897435897435898,0.5,0.06666666666666667,0.016129032258064516,0.07142857142857142,0.0673076923076923,0.0125,0.02564102564102564,0.08695652173913043,0.05714285714285714,0.0625,0.09090909090909091,0.125,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.125,0.6666666666666666,0.6666666666666666,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.3,0.3,1.0,1.0,0.5,1.0,0.2,0.6,0.3333333333333333,0.6666666666666666,0.3,0.5028604166666667,0.478125,0.52064,0.1111111111111111,0.21428571428571427,0.14285714285714285,0.14285714285714285,8.590909090909092,25.66923076923077,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1737,1610612755,Nazr Mohammed,Nazr Mohammed,1737,PHI,2109.0,35,2.0,74,75,61.0,54.0,10,149,4.0,8.0,12.0,1.0,2.0,,,,,,,,,,9.0,22.0,,,2.0,20.0,71,,,2.0,20.0,,,18.0,18.0,,,,,1.0,1.0,1.0,,2.0,1.0,2.0,7.0,10.0,2.0,12.0,3.0,1.0,2.0,2.0,,4.0,1.0,6.0,3.0,4.0,4.0,2.0,1.0,18.0,61.0,1.0,1.0,,,,,,0.4090909090909091,0.4090909090909091,0.25,0.4,0.43478260869565216,0.25,0.42857142857142855,,33.72093023255814,0.3333333333333333,0.21875,0.038461538461538464,0.25,0.225,0.06896551724137931,,0.2857142857142857,0.08333333333333333,0.3076923076923077,0.2857142857142857,0.36363636363636365,0.5,0.5714285714285714,0.5454545454545454,0.09090909090909091,0.5,0.5,1.0,,,,,,,,,,,,,,,0.36363636363636365,,0.4382090909090909,0.47940000000000005,0.44360999999999995,0.043478260869565216,0.043478260869565216,0.1,0.9,6.672727272727272,,0.8243243243243243,1.0,2.0,4.0,8.0,4.0,1.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.25,0.4,0.09090909090909091,0.125,0.08333333333333333,0.5,0.3333333333333333,0.125,0.3333333333333333,1.0,0.3333333333333333,0.36363636363636365,1.0,0.5,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,12277.0,205,-1.0,399,407,177.0,184.0,60,806,11.0,17.0,5.0,8.0,21.0,1.0,3.0,1.0,3.0,13.0,,1.0,,6.0,19.0,43.0,4.0,16.0,16.0,66.0,400,1.0,3.0,11.0,22.0,,7.0,26.0,34.0,4.0,12.0,12.0,3.0,9.0,10.0,6.0,1.0,21.0,7.0,6.0,25.0,42.0,11.0,53.0,6.0,3.0,3.0,3.0,1.0,7.0,,10.0,5.0,5.0,17.0,20.0,9.0,26.0,177.0,0.8947368421052632,0.9444444444444444,1.0,0.25,0.3333333333333333,,0.26666666666666666,0.4418604651162791,0.423728813559322,0.4090909090909091,0.3793103448275862,0.4782608695652174,0.4583333333333333,0.41935483870967744,0.2711864406779661,16.63157894736842,0.3,0.1497005988023952,0.04294478527607362,0.13636363636363635,0.14691943127962084,0.05291005291005291,0.029411764705882353,0.058823529411764705,0.16455696202531644,0.18518518518518517,0.14705882352941177,0.288135593220339,0.6470588235294118,0.7333333333333333,0.0847457627118644,0.3559322033898305,0.38095238095238093,0.4,0.875,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,0.22033898305084745,0.23076923076923078,0.25,1.0,0.09090909090909091,,,0.034482758620689655,0.20689655172413793,,0.559322033898305,0.25,0.4837413793103447,0.5150555555555555,0.46575714285714287,0.1323529411764706,0.17307692307692307,0.16666666666666666,0.3939393939393939,9.648837209302327,27.093750000000004,0.44360902255639095,2.0,6.0,6.0,11.0,,3.0,8.0,11.0,4.0,5.0,3.0,11.0,2.0,2.0,2.0,0.375,0.5,0.11627906976744186,0.11764705882352941,0.4,0.6470588235294118,0.11538461538461539,0.07317073170731707,0.09523809523809523,0.9090909090909091,,,,0.5454545454545454,0.3333333333333333,0.5,0.3793103448275862,0.5454545454545454,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,2.0,1.0,5.0,8.0,4.0,1.0,4.0,0.0625,0.047619047619047616,0.07692307692307693,0.05,0.037037037037037035,0.2,0.1,0.07142857142857142,0.5,0.18181818181818182,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,35753.0,596,-23.0,1165,1183,405.0,401.0,150,2348,95.0,125.0,58.0,,2.0,,,,,,,,,,109.0,185.0,,,42.0,260.0,1204,,,77.0,66.0,,,92.0,146.0,72.0,,,,9.0,10.0,4.0,3.0,21.0,64.0,12.0,79.0,99.0,69.0,168.0,7.0,5.0,2.0,10.0,5.0,17.0,2.0,27.0,9.0,57.0,96.0,66.0,32.0,92.0,405.0,0.6697247706422018,0.9012345679012346,,,,,,0.5891891891891892,0.5891891891891892,0.5303030303030303,0.6060606060606061,0.6046511627906976,0.5422535211267606,0.5974025974025974,,17.992565055762082,0.37037037037037035,0.16952789699570817,0.14035087719298245,0.11428571428571428,0.159369527145359,0.1266540642722117,0.10396039603960396,0.23300970873786409,0.15544041450777202,0.14705882352941177,0.09876543209876543,0.6756756756756757,0.76,0.8482142857142857,0.31351351351351353,0.010810810810810811,,,,,,,,,,,,,,,,,,0.6756756756756757,,0.5057843243243244,0.5350380952380952,0.5015545454545456,0.15165876777251186,0.15165876777251186,0.29615384615384616,0.35384615384615387,3.017297297297297,,0.34763948497854075,33.0,49.0,35.0,46.0,14.0,35.0,66.0,40.0,12.0,28.0,3.0,8.0,,2.0,5.0,0.5303030303030303,0.6060606060606061,0.15135135135135136,0.104,0.2413793103448276,0.19047619047619047,0.0410958904109589,0.28431372549019607,0.018867924528301886,0.6631578947368421,0.2413793103448276,0.3181818181818182,0.7142857142857143,0.7424242424242424,0.673469387755102,0.09090909090909091,0.696969696969697,0.7608695652173914,,,7.0,56.0,,,1.0,1.0,2.0,2.0,5.0,4.0,12.0,4.0,19.0,3.0,1.0,15.0,19.0,12.0,,7.0,,0.5,,0.047619047619047616,0.09210526315789473,0.1,0.16666666666666666,0.10416666666666667,0.631578947368421,,,,7.0,6.0,1.0,5.0,,,,,,,,,,,True,,,,,,,
2143,1610612755,Pepe Sanchez,Pepe Sanchez,2143,PHI,3443.0,57,2.0,120,118,60.0,55.0,12,238,2.0,2.0,5.0,2.0,2.0,,,,,1.0,,,,1.0,4.0,9.0,,1.0,,8.0,111,,,,4.0,,1.0,6.0,4.0,4.0,,1.0,,22.0,22.0,11.0,2.0,44.0,1.0,1.0,5.0,6.0,1.0,7.0,2.0,,2.0,1.0,1.0,1.0,,2.0,1.0,4.0,7.0,,,6.0,60.0,0.5,0.5,,,,,,0.4444444444444444,0.4,,0.6,0.4,,0.6,0.1,9.16030534351145,0.5,0.10416666666666667,0.03225806451612903,0.08333333333333333,0.1,0.02564102564102564,0.045454545454545456,,0.13636363636363635,0.1111111111111111,0.09090909090909091,0.2,1.0,1.0,0.5,0.2,1.0,1.0,0.5,,,,,0.1,,,,,,,,0.2,,0.3,,0.41642,0.3746,0.37320000000000003,,,,0.75,9.399999999999999,29.2,0.5,,,1.0,1.0,,,1.0,3.0,,,,,1.0,,,,0.75,,,,,,,,0.5,,,,,,,0.2,1.0,,,,,,,,,9.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
389,1610612755,Toni Kukoc,Toni Kukoc,389,PHI,14316.0,239,6.0,452,458,164.0,149.0,49,910,7.0,10.0,19.0,9.0,22.0,1.0,3.0,2.0,5.0,15.0,,,,5.0,23.0,51.0,6.0,18.0,13.0,77.0,468,,1.0,6.0,16.0,1.0,7.0,23.0,22.0,24.0,15.0,13.0,5.0,26.0,29.0,17.0,6.0,61.0,6.0,4.0,15.0,21.0,7.0,28.0,6.0,4.0,2.0,13.0,8.0,5.0,,18.0,6.0,3.0,14.0,22.0,11.0,23.0,164.0,0.4782608695652174,0.5,0.8333333333333334,0.3333333333333333,,0.14285714285714285,0.375,0.45098039215686275,0.463768115942029,0.6,0.32608695652173914,0.4810126582278481,0.6,0.39655172413793105,0.2608695652173913,19.019607843137255,0.7222222222222222,0.078125,0.03870967741935484,0.10256410256410256,0.08225108225108226,0.03783783783783784,0.02702702702702703,0.075,0.0963855421686747,0.057971014492753624,0.10344827586206896,0.14492753623188406,0.7,0.7,0.2753623188405797,0.3188405797101449,0.4090909090909091,0.45,0.6666666666666666,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,0.21739130434782608,0.3333333333333333,0.3333333333333333,0.8,,,,0.08695652173913043,0.21739130434782608,,0.4057971014492754,0.38461538461538464,0.4425082089552239,0.46176249999999996,0.4628523809523809,0.13924050632911392,0.18032786885245902,0.07792207792207792,0.2987012987012987,11.223529411764705,28.96111111111111,0.36283185840707965,1.0,1.0,3.0,4.0,7.0,3.0,4.0,6.0,8.0,6.0,1.0,2.0,3.0,1.0,5.0,0.75,0.375,0.11764705882352941,,0.21052631578947367,0.13333333333333333,0.03333333333333333,0.02702702702702703,0.041666666666666664,0.2857142857142857,0.3684210526315789,0.4666666666666667,0.42857142857142855,0.2,1.0,,0.17391304347826086,0.75,,1.0,,2.0,2.0,,3.0,1.0,3.0,,,,1.0,,1.0,1.0,,,2.0,2.0,,3.0,,0.09090909090909091,,,0.06818181818181818,,0.1,,1.0,0.2,,,1.0,1.0,,,1.0,3.0,2.0,1.0,1.0,1.0,0.5,,,,True,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,19629.0,327,15.0,639,648,232.0,224.0,73,1287,19.0,23.0,22.0,15.0,28.0,4.0,11.0,4.0,4.0,11.0,,1.0,2.0,4.0,45.0,73.0,8.0,22.0,20.0,134.0,636,,1.0,4.0,21.0,4.0,8.0,53.0,42.0,48.0,21.0,10.0,4.0,52.0,58.0,31.0,12.0,122.0,,7.0,29.0,36.0,,36.0,16.0,6.0,10.0,24.0,13.0,11.0,2.0,35.0,7.0,11.0,25.0,26.0,12.0,53.0,232.0,0.4666666666666667,0.4666666666666667,0.875,0.36363636363636365,,0.5,0.38095238095238093,0.6164383561643836,0.6,0.5,0.7241379310344828,0.638095238095238,0.5,0.7571428571428571,0.23157894736842105,19.310344827586206,0.6857142857142857,0.11934156378600823,,0.11290322580645161,0.1180327868852459,,,0.11764705882352941,0.10752688172043011,0.13131313131313133,0.125,0.24210526315789474,0.8260869565217391,0.9047619047619048,0.23157894736842105,0.29473684210526313,0.5357142857142857,0.5357142857142857,0.6666666666666666,0.11578947368421053,0.36363636363636365,0.36363636363636365,1.0,0.11578947368421053,0.36363636363636365,0.4,0.75,0.25,,,0.13793103448275862,0.13793103448275862,0.5,0.47368421052631576,0.4,0.4786344086021507,0.4070625,0.4942214285714286,0.1188118811881188,0.1518987341772152,0.029850746268656716,0.39552238805970147,9.515068493150686,25.918181818181814,0.36306729264475746,,1.0,7.0,9.0,11.0,2.0,3.0,15.0,11.0,6.0,,,2.0,,11.0,0.6666666666666666,0.7142857142857143,0.0821917808219178,0.08695652173913043,0.18181818181818182,,,,,0.3684210526315789,0.5,0.6111111111111112,0.36363636363636365,0.25,,,0.3103448275862069,0.7777777777777778,,,,,1.0,1.0,6.0,5.0,9.0,,,1.0,,4.0,,,,,,,,3.0,0.045454545454545456,,0.09090909090909091,,,,0.07142857142857142,,,,,,4.0,6.0,,,2.0,3.0,1.0,,,,0.5,,,,True,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,22147.0,369,-3.0,732,747,238.0,232.0,89,1479,45.0,69.0,66.0,30.0,85.0,1.0,5.0,2.0,4.0,18.0,,,3.0,7.0,92.0,220.0,5.0,23.0,78.0,277.0,755,1.0,1.0,22.0,63.0,3.0,9.0,104.0,58.0,126.0,12.0,18.0,4.0,37.0,45.0,22.0,8.0,98.0,6.0,6.0,24.0,31.0,7.0,38.0,20.0,12.0,8.0,22.0,13.0,14.0,3.0,36.0,13.0,5.0,20.0,95.0,36.0,104.0,238.0,0.31521739130434784,0.32222222222222224,0.8,0.21739130434782608,1.0,0.3333333333333333,0.21739130434782608,0.41818181818181815,0.4094650205761317,0.5588235294117647,0.4791666666666667,0.4772727272727273,0.5789473684210527,0.5531914893617021,0.09465020576131687,38.196915776986955,0.6111111111111112,0.08053691275167785,0.020833333333333332,0.0967741935483871,0.08333333333333333,0.017964071856287425,0.0078125,0.06756756756756757,0.09259259259259259,0.07758620689655173,0.043478260869565216,0.2839506172839506,0.6521739130434783,0.6818181818181818,0.2716049382716049,0.3497942386831276,0.35294117647058826,0.375,0.23333333333333334,0.0205761316872428,0.2,0.2,1.0,0.07407407407407407,0.2222222222222222,0.2222222222222222,0.75,,,,0.027777777777777776,0.09722222222222222,0.42857142857142855,0.3786008230452675,0.2222222222222222,0.4689493827160494,0.42702999999999997,0.4563756944444445,0.13405797101449277,0.14285714285714285,0.07942238267148015,0.37545126353790614,10.042272727272724,25.40869565217391,0.3251366120218579,4.0,4.0,12.0,21.0,17.0,8.0,16.0,30.0,35.0,13.0,,1.0,4.0,2.0,9.0,0.5,0.47619047619047616,0.05909090909090909,0.043478260869565216,0.07575757575757576,0.034482758620689655,,0.046875,,0.35555555555555557,0.25757575757575757,0.2786885245901639,0.35294117647058826,0.23529411764705882,1.0,,0.2916666666666667,0.5714285714285714,1.0,1.0,3.0,4.0,,,8.0,6.0,7.0,1.0,2.0,,,10.0,3.0,1.0,,2.0,4.0,4.0,,2.0,,0.058823529411764705,,0.03125,0.020833333333333332,,0.25,0.015037593984962405,1.0,0.058823529411764705,1.0,1.0,3.0,4.0,,,,3.0,2.0,4.0,1.0,1.0,,1.0,0.041666666666666664,,True,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,7333.0,122,-20.0,231,235,60.0,53.0,34,466,6.0,11.0,18.0,1.0,4.0,,,,,,,,,,13.0,33.0,,,13.0,39.0,249,,,14.0,6.0,,,9.0,18.0,8.0,,,,2.0,4.0,2.0,,10.0,12.0,2.0,15.0,21.0,14.0,35.0,1.0,,1.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,14.0,20.0,9.0,9.0,60.0,0.6923076923076923,0.75,,,,,,0.3939393939393939,0.3939393939393939,0.4444444444444444,0.5,0.45348837209302323,0.5384615384615384,0.5625,,17.266187050359715,0.2,0.189873417721519,0.11214953271028037,0.07142857142857142,0.1588785046728972,0.11864406779661017,0.15555555555555556,0.2727272727272727,0.20689655172413793,0.10714285714285714,0.05555555555555555,0.3333333333333333,0.5454545454545454,0.6,0.5454545454545454,0.12121212121212122,0.25,0.25,1.0,,,,,,,,,,,,,,,0.3333333333333333,,0.45462727272727277,0.4822375,0.48113333333333336,0.21428571428571427,0.21428571428571427,0.358974358974359,0.23076923076923078,7.1484848484848476,,0.2597402597402597,3.0,4.0,,2.0,6.0,4.0,9.0,3.0,3.0,2.0,2.0,4.0,,,,0.4444444444444444,0.5,0.06060606060606061,0.09090909090909091,0.05555555555555555,0.3333333333333333,0.18181818181818182,0.09523809523809523,0.25,0.5,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.4444444444444444,0.75,,0.3333333333333333,,,,6.0,2.0,,,2.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,0.07317073170731707,0.14285714285714285,0.1,0.05555555555555555,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,True,,,,,,,
248,1610612755,George Lynch,George Lynch,248,PHI,15750.0,262,-69.0,501,512,134.0,154.0,64,1013,10.0,15.0,10.0,5.0,14.0,1.0,3.0,1.0,1.0,4.0,,,1.0,3.0,17.0,39.0,2.0,7.0,17.0,57.0,571,,,8.0,7.0,1.0,4.0,14.0,24.0,10.0,6.0,4.0,1.0,14.0,17.0,6.0,3.0,37.0,14.0,8.0,41.0,51.0,19.0,70.0,11.0,8.0,3.0,6.0,5.0,5.0,1.0,11.0,1.0,15.0,25.0,19.0,9.0,14.0,134.0,0.7058823529411765,0.7058823529411765,1.0,0.2857142857142857,,0.25,0.2857142857142857,0.4358974358974359,0.43478260869565216,0.2222222222222222,0.5,0.5181818181818182,0.36363636363636365,0.5384615384615384,0.15217391304347827,11.418685121107266,0.5454545454545454,0.21465968586387435,0.07106598984771574,0.20512820512820512,0.21304347826086956,0.07234042553191489,0.10344827586206896,0.09090909090909091,0.27631578947368424,0.22535211267605634,0.18181818181818182,0.32608695652173914,0.6666666666666666,0.7142857142857143,0.21739130434782608,0.30434782608695654,0.35714285714285715,0.38461538461538464,0.6,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.08695652173913043,0.25,0.25,1.0,,,,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.4782608695652174,0.25,0.506475,0.4675875,0.5332090909090909,0.16666666666666666,0.19148936170212766,0.14035087719298245,0.24561403508771928,8.792307692307691,24.000000000000004,0.26746506986027946,1.0,4.0,2.0,2.0,2.0,2.0,9.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,0.2222222222222222,0.5714285714285714,0.10256410256410256,0.06666666666666667,0.2,0.13333333333333333,0.07894736842105263,0.02631578947368421,0.11538461538461539,0.8,0.2,0.25,0.5,0.4444444444444444,0.25,1.0,0.18181818181818182,1.0,,,4.0,,,,3.0,2.0,5.0,2.0,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,,4.0,,0.07142857142857142,,0.14285714285714285,0.05555555555555555,,0.3333333333333333,,0.75,,,,1.0,1.0,,,,,1.0,,,,,,,,True,,,,,,,
