EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,HeaveMakes,HeaveAttempts,BlockedArc3,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
133,1610612766,David Wesley,David Wesley,133,CHH,45464.0,758,66,1442,1445,635.0,506.0,197,2887,34.0,53.0,2.0,3.0,11.0,19.0,5.0,24.0,79.0,197.0,8.0,17.0,2.0,4.0,7.0,25.0,58.0,4.0,12.0,8.0,20.0,118.0,274.0,33.0,75.0,73.0,408.0,1403,8.0,16.0,4.0,14.0,3.0,31.0,47.0,108.0,12.0,27.0,47.0,177.0,158.0,78.0,96.0,3.0,4.0,58.0,25.0,17.0,80.0,18.0,98.0,9.0,9.0,36.0,18.0,26.0,214.0,5.0,11.0,11.0,35.0,46.0,16.0,62.0,5.0,33.0,19.0,14.0,24.0,7.0,16.0,18.0,1.0,8.0,1.0,42.0,3.0,20.0,27.0,58.0,2.0,7.0,96.0,2.0,14.0,23.0,19.0,4.0,2.0,2.0,4.0,3.0,177.0,635.0,11.0,0.6694915254237288,0.6810344827586207,0.9696969696969697,0.44,0.2857142857142857,0.4444444444444444,0.44,0.4306569343065693,0.5,0.4351851851851852,0.4799426934097421,0.4666666666666667,0.48148148148148145,0.5141388174807198,0.46875,0.5337423312883436,0.2148997134670487,0.06204379562043796,0.1320754716981132,0.125,0.03553299492385787,25.76210400478183,0.5714285714285714,0.0603448275862069,0.01950354609929078,0.08527131782945736,0.044642857142857144,0.06488011283497884,0.023668639053254437,0.00684931506849315,0.024193548387096774,0.023809523809523808,0.043010752688172046,0.05263157894736842,0.03825136612021858,0.07236842105263158,0.06938775510204082,0.07766990291262135,0.11538461538461539,0.027777777777777776,0.75,0.1518624641833811,0.6415094339622641,0.7391304347826086,0.5294117647058824,0.06876790830945559,0.20833333333333334,0.23809523809523808,0.4,0.5644699140401146,0.4010152284263959,0.41578947368421054,0.7468354430379747,0.04871060171919771,0.47058823529411764,0.47058823529411764,1.0,0.166189111747851,0.43103448275862066,0.43103448275862066,0.96,0.1,0.6666666666666666,0.06666666666666667,0.4,0.3333333333333333,1.0,0.14074074074074075,0.5789473684210527,0.05185185185185185,0.5714285714285714,0.14814814814814814,0.4,0.3667621776504298,0.43103448275862066,0.46099641833810845,0.46546785714285716,0.4505174074074075,0.062162162162162166,0.07796610169491526,0.07598039215686274,0.4338235294117647,14.166788321167878,25.255999999999997,0.4403606102635229,,,,,,,,,,,,,,,,,,,,,,,True,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,37958.0,633,85,1213,1223,512.0,396.0,159,2436,27.0,46.0,14.0,25.0,11.0,18.0,7.0,18.0,23.0,61.0,,,,,,,1.0,,,,1.0,57.0,125.0,,1.0,49.0,163.0,1173,17.0,32.0,,,11.0,45.0,22.0,54.0,,1.0,25.0,69.0,78.0,36.0,,,28.0,1.0,,6.0,24.0,6.0,30.0,4.0,2.0,11.0,4.0,9.0,66.0,8.0,41.0,18.0,90.0,118.0,54.0,172.0,4.0,20.0,12.0,8.0,13.0,,8.0,12.0,,5.0,1.0,25.0,1.0,9.0,26.0,68.0,14.0,7.0,56.0,7.0,,25.0,6.0,23.0,16.0,,24.0,17.0,69.0,512.0,12.0,0.6842105263157895,0.9069767441860465,,,,,,0.456,0.53125,0.4074074074074074,0.4523809523809524,0.53125,0.4,0.5433333333333333,0.625,0.5073529411764706,0.007936507936507936,0.048,0.08695652173913043,0.1111111111111111,,12.446657183499289,0.52,0.17578125,0.08798283261802575,0.19148936170212766,0.08333333333333333,0.1782178217821782,0.08718861209964412,0.09482758620689655,0.08737864077669903,0.08502024291497975,0.0759493670886076,0.11764705882352941,0.19135802469135801,0.2,0.15,0.17567567567567569,0.25,0.06557377049180328,0.7083333333333334,0.36507936507936506,0.5869565217391305,0.6428571428571429,0.4444444444444444,0.14285714285714285,0.3888888888888889,0.4375,0.7142857142857143,0.48412698412698413,0.3770491803278688,0.3770491803278688,0.9565217391304348,,,,,0.007936507936507936,,,,0.78125,0.56,,,,,0.32727272727272727,0.6111111111111112,,,0.01818181818181818,,0.373015873015873,,0.4642154761904761,0.5410520000000001,0.4591281818181818,0.1736111111111111,0.17482517482517482,0.27607361963190186,0.4233128834355828,9.508,27.9,0.4220939818631492,5.0,10.0,1.0,1.0,1.0,7.0,2.0,1.0,0.3333333333333333,0.10638297872340426,0.07142857142857142,,,,,,,,,,,,True,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,46823.0,780,98,1465,1472,617.0,508.0,205,2937,52.0,91.0,8.0,13.0,17.0,33.0,9.0,34.0,14.0,52.0,5.0,7.0,,3.0,5.0,17.0,64.0,1.0,7.0,8.0,30.0,75.0,177.0,22.0,71.0,60.0,276.0,1401,9.0,18.0,1.0,7.0,11.0,32.0,24.0,70.0,11.0,35.0,30.0,111.0,60.0,90.0,48.0,18.0,8.0,57.0,16.0,11.0,133.0,25.0,158.0,21.0,4.0,49.0,26.0,58.0,341.0,7.0,19.0,15.0,61.0,78.0,27.0,105.0,4.0,37.0,21.0,16.0,39.0,6.0,25.0,19.0,2.0,14.0,1.0,58.0,3.0,23.0,21.0,55.0,2.0,9.0,92.0,6.0,,37.0,12.0,10.0,4.0,6.0,12.0,7.0,111.0,617.0,8.0,0.4,0.4225352112676056,0.7272727272727273,0.30985915492957744,0.14285714285714285,0.3142857142857143,0.3230769230769231,0.423728813559322,0.5,0.34285714285714286,0.43548387096774194,0.42,0.38571428571428573,0.4742268041237113,0.5,0.44047619047619047,0.2862903225806452,0.062146892655367235,0.07692307692307693,0.08823529411764706,0.019230769230769232,20.337995337995338,0.6724137931034483,0.09854604200323101,0.03156146179401993,0.11627906976744186,0.05785123966942149,0.10160427807486631,0.035961272475795295,0.045454545454545456,0.06578947368421052,0.006756756756756757,0.061224489795918366,0.043478260869565216,0.07179487179487179,0.10625,0.11363636363636363,0.13541666666666666,0.06060606060606061,0.032,0.5833333333333334,0.36693548387096775,0.5714285714285714,0.6190476190476191,0.46153846153846156,0.13709677419354838,0.2647058823529412,0.2903225806451613,0.3333333333333333,0.20967741935483872,0.2692307692307692,0.27450980392156865,0.21428571428571427,0.028225806451612902,0.7142857142857143,0.7142857142857143,0.8,0.25806451612903225,0.265625,0.265625,0.7058823529411765,0.52,0.6153846153846154,,0.28,0.14285714285714285,,0.3142857142857143,0.5151515151515151,0.047619047619047616,0.6,0.2857142857142857,0.26666666666666666,0.6532258064516129,0.2807017543859649,0.4896807851239669,0.48210625,0.46612000000000003,0.13261648745519714,0.1778846153846154,0.11594202898550725,0.40217391304347827,7.146892655367232,28.92253521126761,0.421160409556314,1.0,2.0,,2.0,1.0,,3.0,,0.04,0.017241379310344827,0.125,1.0,6.0,1.0,,,,,,,,,True,,
1906,1610612766,Tim James,Tim James,1906,CHH,5087.0,85,29,159,158,99.0,85.0,26,317,2.0,4.0,1.0,1.0,2.0,4.0,3.0,9.0,2.0,5.0,,,,,,1.0,3.0,1.0,1.0,1.0,3.0,7.0,18.0,1.0,3.0,6.0,23.0,134,2.0,3.0,1.0,1.0,,7.0,5.0,14.0,1.0,3.0,4.0,17.0,8.0,6.0,3.0,,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,2.0,7.0,1.0,1.0,,7.0,7.0,2.0,9.0,,1.0,,1.0,3.0,,,1.0,,3.0,,4.0,,1.0,3.0,11.0,3.0,1.0,6.0,,,3.0,,4.0,,1.0,4.0,1.0,17.0,99.0,1.0,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.6666666666666666,0.35714285714285715,0.40476190476190477,0.875,0.38235294117647056,0.4791666666666667,0.875,0.4473684210526316,0.14285714285714285,0.1111111111111111,,0.2222222222222222,,14.73684210526316,0.75,0.10294117647058823,0.01639344262295082,,0.06666666666666667,0.08235294117647059,0.02631578947368421,,0.047619047619047616,,0.08333333333333333,,0.12,0.09523809523809523,0.09090909090909091,,,,0.25,0.19047619047619047,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.23809523809523808,0.4,0.4,1.0,,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,0.25,1.0,1.0,0.23529411764705882,0.5,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.417597619047619,0.4876333333333333,0.4299323529411765,0.125,0.14285714285714285,0.30434782608695654,0.7391304347826086,8.9,25.333333333333332,0.6226415094339622,,,,,,3.0,,,,,,,,,,,,,,,,,True,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,65845.0,1097,53,2079,2088,957.0,789.0,283,4167,88.0,145.0,37.0,60.0,49.0,69.0,20.0,75.0,14.0,49.0,,,,,,,2.0,,1.0,,2.0,122.0,269.0,,2.0,95.0,339.0,2037,38.0,71.0,,1.0,36.0,112.0,66.0,123.0,,2.0,62.0,194.0,170.0,74.0,,,58.0,1.0,,25.0,17.0,10.0,27.0,9.0,1.0,6.0,4.0,7.0,64.0,17.0,82.0,28.0,139.0,192.0,103.0,295.0,8.0,18.0,12.0,6.0,23.0,1.0,9.0,38.0,5.0,14.0,11.0,61.0,7.0,29.0,67.0,139.0,18.0,18.0,145.0,10.0,,53.0,25.0,78.0,49.0,8.0,78.0,55.0,194.0,957.0,14.0,0.6967213114754098,0.9139784946236559,,,,,,0.45353159851301117,0.5352112676056338,0.5365853658536586,0.45018450184501846,0.5277777777777778,0.528,0.5,0.6021505376344086,0.5672514619883041,0.007380073800738007,0.09293680297397769,0.09655172413793103,0.13333333333333333,0.02040816326530612,16.514900662251655,0.3770491803278688,0.16295427901524032,0.0993939393939394,0.15469613259668508,0.10493827160493827,0.16150870406189555,0.10030395136778116,0.17073170731707318,0.09216589861751152,0.06699751861042183,0.09090909090909091,0.16666666666666666,0.20652173913043478,0.14027149321266968,0.14325842696629212,0.1347517730496454,0.225,0.06722689075630252,0.7051282051282052,0.5350553505535055,0.6068965517241379,0.6717557251908397,0.625,0.2767527675276753,0.26666666666666666,0.3076923076923077,0.85,0.18081180811808117,0.2857142857142857,0.2916666666666667,0.9285714285714286,,,,,0.007380073800738007,,,,0.8333333333333334,0.6166666666666667,,0.013888888888888888,,,0.552,0.7101449275362319,,,0.016,,0.5424354243542435,,0.4855331481481482,0.5350008333333335,0.48547862903225786,0.16878980891719744,0.16987179487179488,0.3303834808259587,0.5722713864306784,5.415985130111522,42.7,0.4603174603174603,4.0,25.0,,,,21.0,4.0,1.0,0.33783783783783783,0.04819277108433735,0.24324324324324326,,1.0,,1.0,2.0,0.5,0.5,,,,,True,,
1924,1610612766,Lee Nailon,Lee Nailon,1924,CHH,9542.0,159,23,295,290,149.0,140.0,47,585,11.0,20.0,3.0,5.0,6.0,7.0,2.0,11.0,3.0,10.0,,,,,,,,,,,,16.0,41.0,,,13.0,45.0,272,3.0,8.0,,,4.0,10.0,7.0,13.0,,,2.0,16.0,20.0,12.0,,,4.0,,,3.0,8.0,,8.0,,,1.0,1.0,6.0,16.0,2.0,7.0,3.0,18.0,24.0,9.0,33.0,3.0,1.0,1.0,,4.0,1.0,2.0,5.0,,2.0,1.0,9.0,2.0,4.0,10.0,22.0,2.0,3.0,19.0,3.0,,11.0,,2.0,,,3.0,1.0,16.0,149.0,4.0,0.625,0.7142857142857143,,,,,,0.3902439024390244,0.375,0.5384615384615384,0.3902439024390244,0.375,0.5384615384615384,0.45918367346938777,0.5,0.5714285714285714,,0.07317073170731707,0.05,0.18181818181818182,,16.6189111747851,0.4444444444444444,0.13953488372093023,0.0603448275862069,0.125,0.1111111111111111,0.13725490196078433,0.06716417910447761,0.034482758620689655,0.09302325581395349,0.045454545454545456,0.13333333333333333,,0.13953488372093023,0.16129032258064516,0.12727272727272726,0.09523809523809523,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.4878048780487805,0.55,0.5789473684210527,0.6363636363636364,0.2682926829268293,0.18181818181818182,0.2222222222222222,,0.24390243902439024,0.3,0.3,1.0,,,,,,,,,0.625,0.6,,,,,0.5384615384615384,0.8571428571428571,,,,,0.4878048780487805,,0.4734560975609757,0.46740000000000004,0.4841769230769231,0.22448979591836735,0.22448979591836735,0.2222222222222222,0.35555555555555557,6.304878048780487,,0.5050847457627119,,3.0,,1.0,,2.0,,,0.17647058823529413,,0.3333333333333333,,,1.0,,,,,1.0,,,,True,,
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,27484.0,458,-10,860,869,401.0,354.0,114,1729,28.0,40.0,3.0,8.0,13.0,18.0,26.0,51.0,29.0,69.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,83.0,160.0,1.0,2.0,20.0,189.0,876,10.0,30.0,,,2.0,22.0,39.0,65.0,1.0,2.0,6.0,87.0,130.0,36.0,3.0,,4.0,,,4.0,19.0,,19.0,,,10.0,3.0,6.0,38.0,7.0,15.0,6.0,42.0,48.0,23.0,71.0,3.0,17.0,13.0,4.0,16.0,1.0,10.0,6.0,2.0,6.0,,22.0,4.0,12.0,20.0,34.0,1.0,3.0,30.0,2.0,,13.0,3.0,15.0,7.0,4.0,15.0,8.0,87.0,401.0,2.0,0.7831325301204819,0.8024691358024691,1.0,0.5,,0.5,1.0,0.51875,0.3333333333333333,0.6,0.5216049382716049,0.3333333333333333,0.6044776119402985,0.5369318181818182,0.34375,0.6041666666666666,0.012345679012345678,0.025,0.025,0.0392156862745098,0.014492753623188406,19.81981981981982,0.7272727272727273,0.11634349030470914,0.0410958904109589,0.07692307692307693,0.14583333333333334,0.10933940774487472,0.053268765133171914,0.0375,0.043859649122807015,0.04093567251461988,0.1282051282051282,0.2222222222222222,0.08264462809917356,0.11363636363636363,0.14473684210526316,0.08333333333333333,0.05555555555555555,0.041666666666666664,0.5333333333333333,0.24691358024691357,0.7,0.717948717948718,0.7857142857142857,0.3148148148148148,0.5098039215686274,0.5306122448979592,0.6923076923076923,0.42592592592592593,0.42028985507246375,0.4264705882352941,0.8620689655172413,0.006172839506172839,1.0,1.0,1.0,0.006172839506172839,,,,0.26666666666666666,0.375,,,,,0.26865671641791045,0.7222222222222222,0.014925373134328358,1.0,0.014925373134328358,,0.25925925925925924,,0.460124844720497,0.4589761904761904,0.45640454545454545,0.07514450867052024,0.07602339181286549,0.1164021164021164,0.4603174603174603,10.684999999999999,34.9,0.4662790697674419,1.0,,,,,4.0,2.0,,,0.025,0.6666666666666666,,1.0,,,,,,,,,,True,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,44743.0,746,52,1414,1424,641.0,518.0,192,2838,50.0,83.0,7.0,13.0,19.0,33.0,37.0,75.0,49.0,148.0,5.0,18.0,2.0,3.0,7.0,18.0,57.0,1.0,7.0,7.0,27.0,136.0,306.0,23.0,75.0,88.0,429.0,1391,10.0,25.0,2.0,9.0,8.0,34.0,49.0,115.0,10.0,34.0,51.0,179.0,156.0,116.0,63.0,6.0,10.0,56.0,18.0,17.0,91.0,19.0,110.0,14.0,5.0,48.0,9.0,34.0,239.0,2.0,17.0,20.0,82.0,114.0,19.0,133.0,7.0,23.0,16.0,7.0,26.0,10.0,18.0,34.0,6.0,8.0,2.0,60.0,4.0,28.0,29.0,54.0,2.0,11.0,108.0,7.0,3.0,40.0,16.0,5.0,3.0,,6.0,3.0,179.0,641.0,5.0,0.5735294117647058,0.5954198473282443,0.9130434782608695,0.30666666666666664,0.2222222222222222,0.29411764705882354,0.3108108108108108,0.4444444444444444,0.4,0.4260869565217391,0.44750656167979,0.38235294117647056,0.42953020134228187,0.4965116279069767,0.4473684210526316,0.4972067039106145,0.1968503937007874,0.05555555555555555,0.10843373493975904,0.08,0.013513513513513514,29.769137302551638,0.43333333333333335,0.14162348877374784,0.030575539568345324,0.16,0.016,0.14488636363636365,0.027900146842878122,0.053691275167785234,0.016,0.024822695035460994,0.019801980198019802,,0.0855614973262032,0.18421052631578946,0.15833333333333333,0.18947368421052632,0.06666666666666667,0.035175879396984924,0.5,0.2178477690288714,0.6024096385542169,0.6756756756756757,0.52,0.1968503937007874,0.49333333333333335,0.5362318840579711,0.6486486486486487,0.3884514435695538,0.3310810810810811,0.3356164383561644,0.5714285714285714,0.047244094488188976,0.2777777777777778,0.2777777777777778,1.0,0.14960629921259844,0.3157894736842105,0.3157894736842105,0.8888888888888888,0.38235294117647056,0.5384615384615384,0.058823529411764705,0.20588235294117646,0.14285714285714285,1.0,0.2214765100671141,0.5757575757575758,0.04697986577181208,0.42857142857142855,0.18120805369127516,0.25925925925925924,0.4146981627296588,0.32142857142857145,0.45647097625329824,0.46759677419354845,0.4547962585034014,0.0966183574879227,0.11799410029498525,0.07925407925407925,0.4172494172494173,11.26013071895425,26.267999999999997,0.4533239038189533,,12.0,,1.0,,2.0,,,0.26666666666666666,,0.14285714285714285,,1.0,1.0,,,,,2.0,1.0,0.5,1.0,True,,
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,14250.0,238,-69,454,459,246.0,230.0,57,913,6.0,10.0,,1.0,3.0,4.0,2.0,6.0,7.0,10.0,,3.0,,,1.0,2.0,9.0,,2.0,2.0,5.0,15.0,26.0,2.0,12.0,22.0,58.0,487,,1.0,,2.0,,,8.0,13.0,2.0,6.0,19.0,41.0,24.0,6.0,6.0,,,9.0,2.0,1.0,28.0,,28.0,,,12.0,5.0,11.0,56.0,,3.0,4.0,15.0,19.0,3.0,22.0,,13.0,12.0,1.0,6.0,2.0,2.0,3.0,1.0,4.0,,9.0,2.0,6.0,8.0,13.0,1.0,,26.0,1.0,1.0,8.0,5.0,,,,,,41.0,246.0,,0.8,0.8,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.5769230769230769,,0.6153846153846154,0.47368421052631576,,0.5789473684210527,0.57,,0.6666666666666666,0.3157894736842105,0.038461538461538464,0.1,,,11.411992263056092,0.6666666666666666,0.09090909090909091,0.017964071856287425,0.11764705882352941,,0.09547738693467336,0.01507537688442211,0.025,0.03278688524590164,,,,0.09433962264150944,0.0625,0.109375,0.1111111111111111,0.14285714285714285,,,0.2631578947368421,0.6,0.6666666666666666,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.7,0.7,0.8571428571428571,0.07894736842105263,,,,0.23684210526315788,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,,,0.6666666666666666,,,0.21052631578947367,0.75,0.05263157894736842,,0.2631578947368421,0.4,0.5789473684210527,0.2222222222222222,0.48078289473684205,0.48636666666666667,0.4560184210526315,0.17777777777777778,0.24242424242424243,,0.7068965517241379,9.776923076923078,25.441666666666666,0.5418502202643172,,,,,,,,,,,,,,,,,,,,,,,True,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,650.0,11,11,18,17,11.0,9.0,2,35,,,,,,,,2.0,,1.0,,,,,,,,,,,,,3.0,,,1.0,1.0,7,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,4.0,,,2.0,,2.0,,,2.0,1.0,1.0,11.0,,,,,,,,,,,,,,,0.1,,0.25,,,,,,27.272727272727273,,0.1,0.125,,,0.08333333333333333,0.125,0.5,,,,,,,0.5,,,,0.5,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.3598333333333333,,0.3458,0.4,0.4,,1.0,11.566666666666668,,0.6111111111111112,,,,,,2.0,1.0,,,,,,,,,,,,,,,,True,,
