EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3SecondViolations,DefensiveGoaltends,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,63670.0,1061,191,2036,2025,663,822,280,4061,115.0,186.0,26.0,40.0,40.0,60.0,46.0,111.0,84.0,200.0,2.0,6.0,1.0,3.0,1.0,2.0,15.0,49.0,4.0,9.0,5.0,20.0,245.0,497,17.0,55.0,152.0,693.0,1980,36.0,63.0,5.0,12.0,14.0,101.0,78.0,160.0,6.0,22.0,64.0,238.0,200.0,290.0,48.0,3.0,44.0,49.0,15.0,33.0,101.0,24.0,125.0,19.0,5.0,48.0,12.0,41.0,274.0,11.0,54.0,2.0,17.0,104.0,6.0,127.0,67.0,194.0,21.0,35.0,24.0,11.0,46.0,8.0,25.0,18.0,2.0,21.0,5.0,64,11.0,19.0,22.0,57.0,1.0,2.0,192.0,26.0,95.0,14.0,33.0,3.0,2.0,14.0,1.0,8.0,11.0,36.0,21.0,1.0,238.0,663,13.0,0.40816326530612246,0.4484304932735426,0.9411764705882353,0.3090909090909091,0.4166666666666667,0.2727272727272727,0.3090909090909091,0.49295774647887325,0.5714285714285714,0.4875,0.490036231884058,0.58,0.47802197802197804,0.5456692913385827,0.608433734939759,0.5534883720930233,0.09963768115942029,0.06639839034205232,0.08602150537634409,0.13513513513513514,0.01,29.481231547870095,0.71875,0.06315789473684211,0.03125,0.13829787234042554,0.06633906633906633,0.10897435897435898,0.057291666666666664,0.13325991189427314,0.06461232604373758,0.09803921568627451,0.1069182389937107,0.037694013303769404,0.06493506493506493,0.02631578947368421,0.1330049261083744,0.1228813559322034,0.15335463258785942,0.1206896551724138,0.075,0.08267716535433071,0.5833333333333334,0.33695652173913043,0.6182795698924731,0.6764705882352942,0.43478260869565216,0.20108695652173914,0.4144144144144144,0.4791666666666667,0.30434782608695654,0.36231884057971014,0.42,0.42424242424242425,0.42857142857142855,0.010869565217391304,0.3333333333333333,0.3333333333333333,1.0,0.08876811594202899,0.30612244897959184,0.30612244897959184,0.9333333333333333,0.5333333333333333,0.65,0.11538461538461539,0.04,0.3333333333333333,1.0,0.12,0.4444444444444444,1.0,0.32967032967032966,0.6666666666666666,0.01098901098901099,0.5,0.10989010989010989,0.25,0.4365942028985507,0.30612244897959184,0.4725526315789473,0.5130046875000001,0.46545055248618783,0.1529790660225443,0.16784452296819788,0.14574314574314573,0.3434343434343434,9.485110663983903,25.427272727272726,0.3256385068762279,,,,,,,,,,,,True,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,19149.0,319,-80,632,631,212,233,85,1263,16.0,38.0,1.0,5.0,4.0,9.0,5.0,18.0,11.0,34.0,,,,,,,11.0,36.0,,1.0,4.0,14.0,32.0,90,11.0,36.0,31.0,128.0,684,3.0,8.0,,1.0,3.0,9.0,9.0,21.0,4.0,14.0,24.0,54.0,12.0,52.0,21.0,12.0,2.0,35.0,11.0,10.0,41.0,12.0,53.0,11.0,1.0,14.0,1.0,26.0,118.0,1.0,12.0,,5.0,11.0,2.0,18.0,13.0,31.0,1.0,9.0,6.0,3.0,21.0,5.0,14.0,13.0,2.0,7.0,,34,1.0,13.0,5.0,36.0,,2.0,36.0,1.0,11.0,4.0,1.0,,,1.0,,,,1.0,1.0,,54.0,212,10.0,0.1875,0.1935483870967742,0.6363636363636364,0.3055555555555556,,0.2857142857142857,0.3142857142857143,0.35555555555555557,0.375,0.42857142857142855,0.38492063492063494,0.3333333333333333,0.42857142857142855,0.4392857142857143,0.4,0.5543478260869565,0.2857142857142857,0.1111111111111111,0.18421052631578946,0.1111111111111111,0.029411764705882353,23.6734693877551,0.6176470588235294,0.05128205128205128,,0.05188679245283019,0.045627376425855515,0.08928571428571429,0.019230769230769232,0.05970149253731343,0.04126984126984127,0.0547945205479452,0.01694915254237288,0.05343511450381679,,0.14285714285714285,0.05172413793103448,0.014492753623188406,0.08235294117647059,0.05,0.1875,0.014925373134328358,1.0,0.30158730158730157,0.42105263157894735,0.5161290322580645,0.0625,0.14285714285714285,0.2777777777777778,0.3125,0.2,0.2698412698412698,0.3235294117647059,0.3333333333333333,0.36363636363636365,,,,,0.2857142857142857,0.3055555555555556,0.3235294117647059,0.6363636363636364,0.5555555555555556,0.2,,,,,0.1111111111111111,,,0.2571428571428571,0.4444444444444444,,,0.4,0.2857142857142857,0.5873015873015873,0.3142857142857143,0.4842149193548386,0.5268428571428572,0.46167575757575763,0.08088235294117647,0.11,0.0703125,0.421875,8.694444444444443,26.37777777777778,0.33544303797468356,1.0,2.0,2.0,7.0,0.05555555555555555,0.05555555555555555,,,,,,True,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,83735.0,1396,106,2677,2663,830,1046,360,5340,38.0,75.0,14.0,33.0,10.0,22.0,19.0,57.0,163.0,392.0,,,,,,,,3.0,,,,2.0,220.0,524,,3.0,50.0,490.0,2674,33.0,80.0,,,13.0,79.0,62.0,158.0,,2.0,20.0,144.0,392.0,48.0,,,26.0,3.0,,26.0,44.0,21.0,65.0,19.0,2.0,20.0,7.0,17.0,151.0,18.0,47.0,5.0,31.0,137.0,35.0,203.0,70.0,273.0,7.0,37.0,25.0,12.0,29.0,10.0,19.0,30.0,2.0,10.0,3.0,59,6.0,13.0,150.0,239.0,10.0,13.0,59.0,5.0,21.0,10.0,41.0,,,25.0,,1.0,15.0,41.0,25.0,3.0,144.0,830,29.0,0.8909090909090909,0.9468599033816425,,,,,,0.4198473282442748,0.4125,0.3924050632911392,0.4174573055028463,0.4125,0.3875,0.4421338155515371,0.45930232558139533,0.42105263157894735,0.0056925996204933585,0.04961832061068702,0.17333333333333334,0.14035087719298245,0.012755102040816327,19.678456591639872,0.4915254237288136,0.28225806451612906,0.0625,0.14138286893704852,0.04380242311276794,0.1409090909090909,0.07142857142857142,0.14129520605550883,0.04905660377358491,0.040740740740740744,0.037209302325581395,0.047619047619047616,0.07352941176470588,0.0625,0.14624505928853754,0.1485148514851485,0.13317191283292978,0.12962962962962962,0.1724137931034483,0.025179856115107913,0.6097560975609756,0.14231499051233396,0.5066666666666667,0.6129032258064516,0.631578947368421,0.10815939278937381,0.3333333333333333,0.3877551020408163,0.631578947368421,0.7438330170777988,0.41581632653061223,0.42118863049095606,0.9815950920245399,,,,,0.0056925996204933585,,,,0.4125,0.42424242424242425,0.07142857142857142,,,,,,,0.1375,0.45454545454545453,,,0.0125,,0.14800759013282733,,0.42230388994307394,0.4509215384615385,0.4114118750000001,0.03867403314917127,0.03888888888888889,0.16122448979591836,0.2938775510204082,14.497137404580156,26.833333333333332,0.3100485618229361,,,,2.0,,,,,,,,True,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,27465.0,458,71,898,859,245,316,105,1757,14.0,26.0,4.0,8.0,5.0,8.0,8.0,21.0,23.0,81.0,6.0,14.0,,,1.0,2.0,15.0,38.0,2.0,5.0,6.0,11.0,45.0,128,21.0,52.0,18.0,171.0,868,9.0,21.0,2.0,5.0,3.0,27.0,11.0,24.0,7.0,13.0,9.0,52.0,58.0,32.0,60.0,3.0,8.0,38.0,15.0,12.0,10.0,3.0,13.0,3.0,,2.0,3.0,5.0,29.0,1.0,13.0,,7.0,27.0,7.0,41.0,14.0,55.0,2.0,11.0,9.0,2.0,6.0,3.0,1.0,11.0,2.0,5.0,2.0,17,2.0,3.0,23.0,61.0,4.0,4.0,24.0,2.0,10.0,,2.0,,,1.0,,,1.0,2.0,1.0,,52.0,245,8.0,0.6444444444444445,0.7073170731707317,0.9523809523809523,0.40384615384615385,0.4,0.5384615384615384,0.40384615384615385,0.3515625,0.42857142857142855,0.4583333333333333,0.425,0.46153846153846156,0.581081081081081,0.45,0.5,0.6190476190476191,0.28888888888888886,0.09375,0.2692307692307692,0.14285714285714285,0.024691358024691357,20.136186770428015,0.35294117647058826,0.17073170731707318,,0.08970099667774087,0.03768115942028986,0.0945945945945946,0.010638297872340425,0.09066666666666667,0.03189066059225513,0.04938271604938271,0.016666666666666666,0.0392156862745098,0.013157894736842105,,0.10294117647058823,0.0784313725490196,0.0916030534351145,0.07692307692307693,0.13636363636363635,0.02,0.5,0.14444444444444443,0.5384615384615384,0.7368421052631579,0.35714285714285715,0.11666666666666667,0.38095238095238093,0.4444444444444444,0.5,0.45,0.2839506172839506,0.2911392405063291,0.8695652173913043,0.07777777777777778,0.42857142857142855,0.42857142857142855,1.0,0.2111111111111111,0.39473684210526316,0.39473684210526316,0.9333333333333333,0.3076923076923077,0.5,,,,,0.19230769230769232,0.4,1.0,0.21621621621621623,0.625,0.05405405405405406,0.5,0.2972972972972973,0.5454545454545454,0.43333333333333335,0.39473684210526316,0.4520111111111111,0.4643804347826087,0.4551581081081081,0.06315789473684211,0.07352941176470588,0.15789473684210525,0.30409356725146197,13.335937499999998,24.86153846153847,0.2728285077951002,,,,,,,2.0,0.037037037037037035,,,,True,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,38427.0,640,146,1257,1246,429,597,170,2503,19.0,25.0,2.0,3.0,7.0,11.0,6.0,15.0,29.0,69.0,5.0,19.0,2.0,8.0,2.0,6.0,35.0,81.0,7.0,9.0,8.0,22.0,54.0,109,40.0,100.0,22.0,250.0,1209,7.0,12.0,9.0,17.0,1.0,42.0,20.0,31.0,10.0,28.0,11.0,81.0,76.0,32.0,117.0,3.0,6.0,81.0,35.0,6.0,35.0,8.0,43.0,6.0,2.0,17.0,4.0,14.0,94.0,4.0,12.0,,10.0,66.0,2.0,78.0,16.0,94.0,3.0,18.0,12.0,6.0,17.0,4.0,10.0,13.0,2.0,7.0,1.0,30,3.0,11.0,19.0,53.0,5.0,6.0,31.0,4.0,13.0,4.0,6.0,,,4.0,,1.0,1.0,6.0,5.0,1.0,81.0,429,13.0,0.7037037037037037,0.7450980392156863,0.975,0.4,0.5294117647058824,0.35714285714285715,0.4,0.4954128440366973,0.5833333333333334,0.6451612903225806,0.5454545454545454,0.7068965517241379,0.5932203389830508,0.5630630630630631,0.7,0.6136363636363636,0.4784688995215311,0.05504587155963303,0.12,0.06666666666666667,0.028985507246376812,17.26027397260274,0.5666666666666667,0.027777777777777776,,0.15566037735849056,0.025,0.10204081632653061,0.025974025974025976,0.14559386973180077,0.025236593059936908,0.017543859649122806,,0.03597122302158273,0.03333333333333333,,0.10476190476190476,0.11594202898550725,0.2154696132596685,0.11428571428571428,0.07142857142857142,0.02857142857142857,0.8333333333333334,0.11961722488038277,0.76,0.8636363636363636,0.6842105263157895,0.07177033492822966,0.4,0.42857142857142855,0.6666666666666666,0.33014354066985646,0.42028985507246375,0.43283582089552236,0.7241379310344828,0.09090909090909091,0.2631578947368421,0.2777777777777778,1.0,0.3875598086124402,0.43209876543209874,0.43209876543209874,0.9714285714285714,0.10344827586206896,0.6666666666666666,0.5,0.27586206896551724,0.25,1.0,0.3103448275862069,0.7777777777777778,1.0,0.1864406779661017,0.6363636363636364,0.1016949152542373,0.3333333333333333,0.3728813559322034,0.36363636363636365,0.5980861244019139,0.43209876543209874,0.49647379807692305,0.5107562499999999,0.5067612068965517,0.05963302752293578,0.11016949152542373,0.168,0.324,12.988073394495409,25.155,0.3412887828162291,,1.0,,1.0,0.01,,,,0.05263157894736842,,,True,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,1167.0,19,-5,35,34,14,19,6,69,,,,,,,,,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,2.0,3.0,,,1.0,1.0,2.0,2,3.0,6.0,,13.0,42,1.0,1.0,,2.0,,2.0,1.0,1.0,2.0,2.0,,8.0,2.0,2.0,3.0,6.0,,3.0,2.0,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1,,,,1.0,1.0,,,,,,,,,,,,,,,,8.0,14,,0.5,0.5,0.3333333333333333,0.5,,1.0,0.5,1.0,1.0,1.0,0.8125,0.3333333333333333,1.3333333333333333,0.8125,0.3333333333333333,1.3333333333333333,0.75,,,,,19.148936170212767,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,0.5,0.375,0.3333333333333333,0.3333333333333333,,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5157875,0.5246333333333334,0.47974999999999995,,,0.15384615384615385,0.6153846153846154,20.25,24.316666666666666,0.4,,,,,,,,,,,,True,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,3141.0,52,-16,99,102,13,37,16,201,5.0,9.0,2.0,3.0,1.0,3.0,4.0,8.0,2.0,4.0,,,,,,,,,,,,,11.0,21,,,6.0,28.0,114,2.0,3.0,,,,4.0,1.0,4.0,,,,2.0,10.0,12.0,,,4.0,,,2.0,6.0,2.0,8.0,2.0,,2.0,,4.0,18.0,1.0,4.0,,1.0,3.0,,4.0,5.0,9.0,2.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,,2,,,1.0,3.0,,,12.0,2.0,7.0,,1.0,,,1.0,,,,1.0,,,2.0,13,,0.45454545454545453,0.5555555555555556,,,,,,0.5238095238095238,0.6666666666666666,0.25,0.5238095238095238,0.6666666666666666,0.25,0.5384615384615384,0.6666666666666666,0.25,,0.09523809523809523,0.1111111111111111,0.125,,23.931623931623932,0.5,,,0.07692307692307693,0.10526315789473684,0.16666666666666666,0.09090909090909091,0.08888888888888889,0.10204081632653061,0.125,0.23076923076923078,,0.1,,0.07692307692307693,0.1,,,0.5,0.25,,0.42857142857142855,0.5555555555555556,0.625,0.4,0.38095238095238093,0.5,0.5714285714285714,0.5,0.19047619047619047,0.5,0.5,0.5,,,,,,,,,1.0,0.6666666666666666,,,,,,,,0.75,0.3333333333333333,,,,,0.42857142857142855,,0.4465619047619047,0.5573333333333333,0.5,0.2692307692307692,0.2692307692307692,0.14285714285714285,0.07142857142857142,7.219047619047619,,0.13131313131313133,,,,,,,,,,,,True,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,60491.0,1008,187,1930,1912,626,791,269,3842,41.0,69.0,3.0,5.0,16.0,20.0,12.0,32.0,50.0,117.0,6.0,23.0,2.0,5.0,4.0,11.0,39.0,119.0,5.0,15.0,17.0,43.0,103.0,218,45.0,142.0,78.0,419.0,1870,11.0,25.0,7.0,20.0,5.0,48.0,30.0,66.0,21.0,54.0,37.0,160.0,48.0,158.0,102.0,33.0,2.0,119.0,39.0,12.0,169.0,22.0,191.0,20.0,2.0,58.0,16.0,95.0,404.0,11.0,25.0,,22.0,68.0,15.0,105.0,36.0,141.0,12.0,48.0,36.0,12.0,45.0,15.0,36.0,31.0,8.0,9.0,2.0,76,6.0,21.0,10.0,53.0,1.0,2.0,82.0,7.0,21.0,12.0,6.0,,,2.0,,2.0,2.0,6.0,4.0,,160.0,626,16.0,0.23300970873786409,0.23529411764705882,0.7555555555555555,0.31690140845070425,0.35,0.3888888888888889,0.31690140845070425,0.4724770642201835,0.44,0.45454545454545453,0.4736111111111111,0.4777777777777778,0.5125,0.520618556701031,0.5,0.5698529411764706,0.39444444444444443,0.05504587155963303,0.07246376811594203,0.1875,0.008547008547008548,20.658949243098842,0.5921052631578947,0.1744186046511628,,0.09537166900420757,0.032552083333333336,0.14102564102564102,0.0582010582010582,0.10356731875719218,0.03761755485893417,0.022857142857142857,0.025806451612903226,0.03881278538812785,0.059602649006622516,0.05263157894736842,0.061452513966480445,0.08370044052863436,0.1237785016286645,0.1794871794871795,0.02564102564102564,0.06315789473684211,0.6666666666666666,0.19166666666666668,0.5942028985507246,0.640625,0.36585365853658536,0.08888888888888889,0.375,0.46153846153846156,0.08333333333333333,0.325,0.42735042735042733,0.43103448275862066,0.16,0.06388888888888888,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.33055555555555555,0.3277310924369748,0.3391304347826087,0.7435897435897436,0.1111111111111111,0.6,0.3333333333333333,0.1111111111111111,0.4,0.5,0.3333333333333333,0.3333333333333333,0.8,0.16666666666666666,0.8,0.09166666666666666,0.36363636363636365,0.35833333333333334,0.3953488372093023,0.5861111111111111,0.3277310924369748,0.49284055555555567,0.483489705882353,0.4696716666666667,0.061170212765957445,0.09051724137931035,0.11455847255369929,0.3818615751789976,10.858715596330276,25.024647887323944,0.3243523316062176,,4.0,,16.0,0.028169014084507043,0.03361344537815126,2.0,0.013888888888888888,,,,True,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,27461.0,458,-74,858,864,236,277,113,1722,47.0,71.0,9.0,18.0,16.0,20.0,7.0,24.0,5.0,21.0,1.0,3.0,1.0,2.0,,1.0,,2.0,,,,1.0,59.0,116,1.0,5.0,36.0,157.0,900,11.0,23.0,1.0,2.0,5.0,30.0,16.0,23.0,,2.0,13.0,45.0,76.0,42.0,3.0,,18.0,1.0,,10.0,30.0,3.0,33.0,3.0,,10.0,3.0,17.0,69.0,4.0,28.0,,10.0,33.0,10.0,53.0,32.0,85.0,1.0,8.0,6.0,2.0,13.0,3.0,4.0,12.0,3.0,9.0,1.0,25,1.0,6.0,18.0,54.0,4.0,3.0,54.0,4.0,24.0,5.0,2.0,,,2.0,,,,2.0,1.0,,45.0,236,12.0,0.6440677966101694,0.76,1.0,0.2,0.5,,0.25,0.5086206896551724,0.4782608695652174,0.6956521739130435,0.5,0.5,0.64,0.5376712328767124,0.5555555555555556,0.6428571428571429,0.04132231404958678,0.08620689655172414,0.08450704225352113,0.125,0.047619047619047616,17.203219315895375,0.52,0.2564102564102564,,0.10410094637223975,0.07777777777777778,0.12195121951219512,0.06153846153846154,0.10776942355889724,0.07529411764705882,0.11235955056179775,0.08974358974358974,0.05699481865284974,0.05454545454545454,0.1,0.047619047619047616,0.12264150943396226,0.12598425196850394,0.11290322580645161,0.15,0.020833333333333332,0.5,0.5867768595041323,0.6619718309859155,0.7230769230769231,0.6808510638297872,0.19834710743801653,0.2916666666666667,0.3333333333333333,0.14285714285714285,0.17355371900826447,0.23809523809523808,0.25,1.0,0.024793388429752067,0.3333333333333333,0.3333333333333333,1.0,0.01652892561983471,,,,0.72,0.5,,0.08,0.5,1.0,,,,0.8,0.8,0.04,,0.04,,0.628099173553719,,0.5302617647058824,0.546163043478261,0.60881875,0.1702127659574468,0.17647058823529413,0.1910828025477707,0.28662420382165604,4.994827586206895,33.919999999999995,0.27505827505827507,1.0,,1.0,,,,,,,1.0,,True,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,50799.0,847,64,1581,1592,485,586,223,3173,58.0,84.0,15.0,27.0,17.0,23.0,9.0,15.0,1.0,4.0,,,,,,,,1.0,,,,1.0,68.0,103,,1.0,51.0,187.0,1592,17.0,33.0,,,9.0,43.0,21.0,31.0,,1.0,28.0,70.0,92.0,44.0,,,18.0,1.0,,10.0,65.0,15.0,80.0,11.0,4.0,23.0,6.0,36.0,175.0,16.0,65.0,,26.0,93.0,17.0,136.0,81.0,217.0,4.0,35.0,23.0,12.0,16.0,6.0,12.0,25.0,2.0,4.0,8.0,41,6.0,7.0,36.0,81.0,7.0,7.0,85.0,4.0,31.0,14.0,26.0,2.0,2.0,19.0,,1.0,6.0,28.0,16.0,3.0,70.0,485,12.0,0.6764705882352942,0.7796610169491526,,,,,,0.6601941747572816,0.5151515151515151,0.6774193548387096,0.6538461538461539,0.5151515151515151,0.65625,0.6448275862068965,0.5,0.625,0.009615384615384616,0.0970873786407767,0.08333333333333333,0.2,,9.96230479267636,0.3902439024390244,0.2833333333333333,,0.1570945945945946,0.10252365930599369,0.18309859154929578,0.10884353741496598,0.16212534059945505,0.10371318822023047,0.09523809523809523,0.08064516129032258,0.11403508771929824,0.10833333333333334,0.1111111111111111,0.13157894736842105,0.19662921348314608,0.1450381679389313,0.1651376146788991,0.24242424242424243,0.16666666666666666,0.5714285714285714,0.8076923076923077,0.6904761904761905,0.7532467532467533,0.6896551724137931,0.14423076923076922,0.6,0.75,0.6666666666666666,0.038461538461538464,0.25,0.25,,,,,,0.009615384615384616,,,,0.8181818181818182,0.5555555555555556,0.3333333333333333,,,,,,,0.71875,0.7391304347826086,,,0.03125,,0.8173076923076923,,0.5471591346153845,0.5197241379310344,0.5298921875,0.2366412213740458,0.23846153846153847,0.22994652406417113,0.37433155080213903,2.004854368932039,32.1,0.30676786843769766,,,,,,,,,,1.0,1.0,True,,,
