EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Clear Path Fouls,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1434,1610612741,Dragan Tarlac,Dragan Tarlac,1434,CHI,14399.0,240,-4,447,448,119,170,61.0,895,7.0,10.0,4.0,7.0,2.0,3.0,9.0,23.0,3.0,8.0,19.0,41.0,7.0,45.0,456,4.0,8.0,2.0,10.0,7.0,11.0,6.0,20.0,30.0,8.0,4.0,1.0,13.0,2.0,15.0,1.0,1.0,10.0,1.0,2.0,32.0,2.0,11.0,1.0,6.0,24.0,1.0,31,14.0,45,3.0,3.0,4.0,2.0,4.0,9.0,2.0,13.0,2.0,7.0,21.0,44.0,5.0,2.0,12.0,5.0,1.0,6.0,5.0,1.0,6.0,2.0,3.0,3.0,1.0,20.0,119,7.0,0.7894736842105263,0.8823529411764706,0.4634146341463415,0.5,0.6363636363636364,0.4634146341463415,0.5,0.6363636363636364,0.4787234042553192,0.5555555555555556,0.6666666666666666,0.024390243902439025,0.043478260869565216,11.560693641618496,0.3076923076923077,0.045454545454545456,0.07142857142857142,0.13872832369942195,0.05789473684210526,0.17647058823529413,0.06451612903225806,0.14492753623188406,0.058823529411764705,0.05454545454545454,0.04225352112676056,0.078125,0.08333333333333333,0.1346153846153846,0.16981132075471697,0.11764705882352941,0.1111111111111111,0.42857142857142855,0.3333333333333333,0.24390243902439024,0.7,0.7,0.5714285714285714,0.5609756097560976,0.391304347826087,0.4090909090909091,0.8888888888888888,0.1951219512195122,0.375,0.375,1.0,0.875,0.5714285714285714,0.5,0.2727272727272727,0.6666666666666666,0.24390243902439024,0.4199829268292683,0.5397571428571428,0.4117363636363636,0.10869565217391304,0.10869565217391304,0.2222222222222222,0.4444444444444444,7.656097560975609,0.2662192393736018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1500,1610612741,Ron Mercer,Ron Mercer,1500,CHI,42165.0,703,-112,1315,1305,399,495,186.0,2620,45.0,76.0,3.0,11.0,12.0,23.0,13.0,55.0,69.0,188.0,127.0,319.0,76.0,339.0,1382,11.0,36.0,16.0,41.0,30.0,88.0,24.0,84.0,172.0,82.0,,11.0,37.0,17.0,54.0,12.0,5.0,9.0,16.0,12.0,125.0,5.0,23.0,3.0,12.0,30.0,1.0,43,31.0,74,29.0,8.0,18.0,3.0,10.0,23.0,7.0,41.0,2.0,12.0,22.0,45.0,,5.0,90.0,35.0,9.0,11.0,5.0,3.0,11.0,6.0,,1.0,,84.0,399,10.0,0.6771653543307087,0.6771653543307087,0.3981191222570533,0.3055555555555556,0.3409090909090909,0.3925373134328358,0.32051282051282054,0.30612244897959184,0.4451871657754011,0.4148936170212766,0.36936936936936937,0.034482758620689655,0.10909090909090909,26.82611506140918,0.43902439024390244,0.017857142857142856,0.06521739130434782,0.06382978723404255,0.03898305084745763,0.1188118811881188,0.05,0.07355516637478109,0.04057971014492753,0.04142011834319527,0.043243243243243246,0.03389830508474576,0.047058823529411764,0.05343511450381679,0.03571428571428571,0.09045226130653267,0.14473684210526316,0.04,0.5454545454545454,0.22686567164179106,0.5921052631578947,0.625,0.6888888888888889,0.16417910447761194,0.23636363636363636,0.2653061224489796,0.46153846153846156,0.5611940298507463,0.3670212765957447,0.3689839572192513,0.7101449275362319,0.28205128205128205,0.2727272727272727,0.6666666666666666,0.23469387755102042,0.5217391304347826,0.2746268656716418,0.454492365269461,0.4385986486486486,0.4432185567010309,0.0958904109589041,0.10028653295128939,0.12094395280235988,0.24778761061946902,12.217554858934168,0.30342205323193916,1.0,4.0,1.0,1.0,2.0,2.0,12.0,2.0,8.0,3.0,16.0,1.0,3.0,10.0,9.0,1.0,11.0,2.0,16.0,21.0,5.0,8.0,5.0,7.0,3.0,1.0,0.1875,0.3333333333333333,0.2,0.04776119402985075,0.05263157894736842,0.005319148936170213,0.06666666666666667,0.08376963350785341,0.011940298507462687,0.25,0.25,1.0,0.03582089552238806,0.16666666666666666,0.16666666666666666,1.0,0.02564102564102564,1.0,1.0,0.05128205128205128,0.02040816326530612,0.08163265306122448,0.18181818181818182,25.95,,,,,,,,,,,,,,,,True,,,,,
1724,1610612741,Bryce Drew,Bryce Drew,1724,CHI,2518.0,42,-22,82,80,42,51,13.0,162,,,,,,,,3.0,2.0,4.0,2.0,7.0,,4.0,87,,1.0,,,,2.0,,,4.0,,,,3.0,,3.0,,,,1.0,2.0,6.0,,,,,1.0,,1,,1,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,42,,1.0,1.0,0.2857142857142857,,,0.18181818181818182,,,0.18181818181818182,,,,,13.541666666666668,0.5,,,0.043478260869565216,,,,0.037037037037037035,,,,,,,,0.08333333333333333,,,,,,,,0.2727272727272727,,,,0.36363636363636365,0.5,0.5,1.0,,,,,,0.36363636363636365,0.41552222222222224,0.3526,0.4164,,,,,15.457142857142859,0.5121951219512195,,,,,,,4.0,,1.0,,4.0,,,1.0,,,4.0,,,,,,,,,,,,,0.36363636363636365,,,,,,,,,0.36363636363636365,,,,,,,,,0.3333333333333333,,33.8,,,,,,,,,,,,,,,,True,,,,,
1882,1610612741,Elton Brand,Elton Brand,1882,CHI,39069.0,651,-105,1219,1206,374,466,172.0,2425,57.0,91.0,28.0,39.0,14.0,26.0,48.0,118.0,17.0,45.0,122.0,254.0,73.0,317.0,1265,32.0,59.0,27.0,91.0,29.0,70.0,32.0,90.0,170.0,74.0,42.0,19.0,34.0,8.0,42.0,7.0,1.0,15.0,1.0,18.0,92.0,9.0,69.0,1.0,16.0,78.0,14.0,108,79.0,187,19.0,5.0,17.0,4.0,7.0,22.0,4.0,39.0,6.0,9.0,23.0,52.0,4.0,4.0,101.0,47.0,12.0,25.0,15.0,9.0,25.0,16.0,3.0,6.0,1.0,90.0,374,11.0,0.6967213114754098,0.8415841584158416,0.48031496062992124,0.5423728813559322,0.4142857142857143,0.48031496062992124,0.5423728813559322,0.4142857142857143,0.5318791946308725,0.6148648648648649,0.47368421052631576,0.07480314960629922,0.059322033898305086,23.496503496503497,0.4358974358974359,0.2545454545454545,0.023255813953488372,0.18352941176470589,0.12410071942446044,0.16326530612244897,0.09183673469387756,0.17973231357552583,0.11926605504587157,0.16993464052287582,0.1404494382022472,0.08,0.10227272727272728,0.14814814814814814,0.25,0.16062176165803108,0.16666666666666666,0.15384615384615385,0.64,0.35826771653543305,0.6263736263736264,0.7215189873417721,0.543859649122807,0.4645669291338583,0.4067796610169492,0.43243243243243246,0.7916666666666666,0.17716535433070865,0.37777777777777777,0.37777777777777777,0.9411764705882353,0.6610169491525424,0.717948717948718,0.25,0.37142857142857144,0.5384615384615384,0.35826771653543305,0.44840354330708665,0.5241872340425532,0.4440557142857142,0.16433566433566432,0.16433566433566432,0.2870662460567823,0.28391167192429023,6.9661417322834644,0.30680885972108285,,,,,,,,,,,,,,,,,,,10.0,14.0,2.0,10.0,15.0,,1.0,,,,,,0.13186813186813187,,,0.08849557522123894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2064,1610612741,Khalid El-Amin,Khalid El-Amin,2064,CHI,56119.0,935,-176,1756,1746,526,668,237.0,3502,29.0,82.0,3.0,7.0,11.0,25.0,17.0,49.0,41.0,96.0,87.0,227.0,56.0,314.0,1837,8.0,18.0,5.0,27.0,21.0,60.0,39.0,99.0,60.0,114.0,4.0,21.0,133.0,12.0,145.0,10.0,2.0,60.0,26.0,47.0,302.0,4.0,16.0,1.0,14.0,42.0,4.0,60,21.0,81,48.0,21.0,33.0,5.0,23.0,21.0,2.0,54.0,6.0,15.0,36.0,99.0,2.0,8.0,72.0,15.0,22.0,2.0,1.0,,2.0,,2.0,,,99.0,526,17.0,0.3448275862068966,0.35294117647058826,0.3832599118942731,0.4444444444444444,0.35,0.41479099678456594,0.4230769230769231,0.3409090909090909,0.45507246376811594,0.46551724137931033,0.44594594594594594,0.09251101321585903,0.08163265306122448,19.491939423546654,0.6111111111111112,0.045454545454545456,0.014285714285714285,0.06752411575562701,0.02091503267973856,0.10852713178294573,0.027210884353741496,0.07456724367509987,0.021929824561403508,0.02654867256637168,0.02880658436213992,0.010135135135135136,0.031746031746031744,0.05747126436781609,0.04597701149425287,0.08759124087591241,0.08247422680412371,0.1875,,0.26366559485530544,0.35365853658536583,0.4393939393939394,0.27586206896551724,0.15755627009646303,0.3469387755102041,0.37777777777777777,0.35294117647058826,0.3086816720257235,0.4270833333333333,0.43157894736842106,0.3902439024390244,0.2692307692307692,0.42857142857142855,,0.2840909090909091,0.44,0.5337620578778135,0.47512967741935475,0.45956521739130435,0.4683022988505747,0.04643962848297214,0.06276150627615062,0.08598726114649681,0.31528662420382164,9.771806167400879,0.29954441913439633,3.0,11.0,,2.0,6.0,25.0,73.0,6.0,22.0,28.0,84.0,2.0,8.0,28.0,63.0,1.0,72.0,25.0,9.0,27.0,1.0,10.0,3.0,1.0,1.0,0.75,0.3333333333333333,0.25,0.3373493975903614,0.27009646302250806,0.1951219512195122,0.010416666666666666,,0.05357142857142857,0.03536977491961415,0.2727272727272727,0.2727272727272727,1.0,0.2347266881028939,0.3424657534246575,0.3424657534246575,0.72,0.07692307692307693,,,0.23076923076923078,0.06818181818181818,0.25,0.3472222222222222,25.230952380952388,1.0,2.0,5.0,6.0,21.0,1.0,0.21428571428571427,0.3333333333333333,1.0,0.16666666666666666,0.22727272727272727,,,,,True,,,,,
1736,1610612741,Corey Benjamin,Corey Benjamin,1736,CHI,14884.0,248,-27,476,476,149,204,56.0,952,18.0,27.0,2.0,4.0,5.0,8.0,4.0,15.0,7.0,22.0,29.0,64.0,19.0,95.0,493,2.0,9.0,,7.0,8.0,15.0,4.0,20.0,28.0,30.0,2.0,7.0,13.0,6.0,19.0,5.0,1.0,5.0,4.0,4.0,44.0,2.0,6.0,,5.0,8.0,3.0,16,8.0,24,9.0,1.0,5.0,2.0,4.0,9.0,2.0,14.0,2.0,4.0,18.0,41.0,3.0,2.0,33.0,15.0,2.0,6.0,6.0,,6.0,3.0,,,,20.0,149,9.0,0.4827586206896552,0.5,0.453125,0.2222222222222222,0.5333333333333333,0.4175824175824176,0.35,0.34782608695652173,0.44339622641509435,0.35,0.38461538461538464,0.109375,0.26666666666666666,22.01834862385321,0.35714285714285715,0.09090909090909091,,0.0547945205479452,0.03333333333333333,0.14705882352941177,0.04081632653061224,0.07222222222222222,0.034934497816593885,0.03508771929824561,0.0392156862745098,0.027777777777777776,0.025,0.024390243902439025,0.06521739130434782,0.06779661016949153,0.19230769230769232,,0.5,0.2967032967032967,0.6666666666666666,0.75,0.5,0.16483516483516483,0.26666666666666666,0.36363636363636365,0.5,0.24175824175824176,0.3181818181818182,0.3181818181818182,0.42857142857142855,0.4,0.5,0.5,0.34782608695652173,0.625,0.5934065934065934,0.48368901098901085,0.4721555555555556,0.48044130434782617,0.14423076923076922,0.19480519480519481,0.07368421052631578,0.21052631578947367,8.371875,0.3130252100840336,1.0,4.0,,,,5.0,23.0,1.0,8.0,6.0,27.0,1.0,1.0,8.0,18.0,,23.0,5.0,2.0,8.0,,1.0,2.0,1.0,,1.0,0.2222222222222222,1.0,0.2222222222222222,0.2967032967032967,0.1111111111111111,,0.1111111111111111,0.041666666666666664,0.04395604395604396,0.25,0.25,1.0,0.25274725274725274,0.21739130434782608,0.21739130434782608,1.0,,,,0.1,,0.34782608695652173,0.21739130434782608,25.47037037037037,,1.0,,,,,,1.0,1.0,,,1.0,,,,True,,,,,
1897,1610612741,Metta World Peace,Metta World Peace,1897,CHI,29966.0,499,-74,923,927,243,277,140.0,1850,37.0,76.0,7.0,15.0,11.0,16.0,9.0,35.0,11.0,35.0,57.0,146.0,48.0,183.0,976,11.0,26.0,4.0,26.0,13.0,30.0,22.0,57.0,64.0,50.0,6.0,23.0,39.0,3.0,42.0,3.0,,15.0,9.0,15.0,87.0,1.0,14.0,,7.0,44.0,8.0,59,15.0,74,28.0,9.0,15.0,1.0,6.0,17.0,5.0,32.0,3.0,11.0,18.0,57.0,3.0,7.0,64.0,20.0,13.0,12.0,6.0,6.0,14.0,4.0,,1.0,,57.0,243,11.0,0.5614035087719298,0.5925925925925926,0.3904109589041096,0.4230769230769231,0.43333333333333335,0.3879310344827586,0.36666666666666664,0.4375,0.4485294117647059,0.3939393939393939,0.5277777777777778,0.15753424657534246,0.14285714285714285,21.435059037238876,0.46875,0.20512820512820512,,0.12464589235127478,0.03317535545023697,0.1044776119402985,0.015384615384615385,0.12142857142857143,0.030800821355236138,0.05517241379310345,,0.0410958904109589,0.017857142857142856,0.10185185185185185,0.1935483870967742,0.09868421052631579,0.09803921568627451,0.125,0.2857142857142857,0.4367816091954023,0.4868421052631579,0.6379310344827587,0.5945945945945946,0.20114942528735633,0.2571428571428571,0.3,0.2222222222222222,0.20114942528735633,0.3142857142857143,0.3142857142857143,0.7272727272727273,0.5,0.4666666666666667,0.2857142857142857,0.4,0.6875,0.5977011494252874,0.4946135057471264,0.5154625,0.47937250000000003,0.10471204188481675,0.12269938650306748,0.14207650273224043,0.3114754098360656,6.705479452054794,0.26327193932827736,2.0,6.0,,1.0,,5.0,22.0,3.0,10.0,7.0,28.0,,4.0,10.0,21.0,,22.0,5.0,3.0,19.0,1.0,9.0,3.0,,,1.0,0.25,,0.25,0.16091954022988506,0.23684210526315788,,,0.03571428571428571,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.12643678160919541,0.22727272727272727,0.22727272727272727,1.0,0.03333333333333333,,,0.1,,0.25,0.22727272727272727,24.928571428571427,,,3.0,3.0,,,0.3,,,,0.3,,2.0,1.0,1.0,True,,,,,
1913,1610612741,Michael Ruffin,Michael Ruffin,1913,CHI,21168.0,353,-71,647,641,196,252,106.0,1288,17.0,32.0,8.0,15.0,2.0,4.0,,3.0,1.0,3.0,18.0,38.0,21.0,57.0,681,9.0,17.0,5.0,23.0,2.0,4.0,13.0,17.0,20.0,16.0,14.0,3.0,7.0,2.0,9.0,1.0,1.0,3.0,1.0,3.0,20.0,6.0,42.0,2.0,10.0,51.0,3.0,64,50.0,114,9.0,5.0,8.0,1.0,7.0,11.0,,19.0,4.0,6.0,27.0,58.0,7.0,5.0,42.0,16.0,5.0,12.0,9.0,3.0,12.0,7.0,,1.0,,17.0,196,7.0,0.5555555555555556,0.9090909090909091,0.47368421052631576,0.5294117647058824,0.5,0.47368421052631576,0.5294117647058824,0.5,0.4830508474576271,0.5476190476190477,0.5666666666666667,0.07894736842105263,,10.012836970474968,0.42105263157894735,0.13636363636363635,0.05714285714285714,0.21074380165289255,0.14189189189189189,0.2127659574468085,0.12244897959183673,0.21107266435986158,0.1391304347826087,0.18085106382978725,0.15217391304347827,0.1,0.10869565217391304,0.203125,0.21212121212121213,0.21428571428571427,0.25,0.09090909090909091,0.5833333333333334,0.8421052631578947,0.53125,0.5862068965517241,0.5294117647058824,0.07894736842105263,,,,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.8823529411764706,0.5333333333333333,,1.0,0.5,0.8421052631578947,0.536021052631579,0.5418529411764705,0.5681,0.2962962962962963,0.2962962962962963,0.40350877192982454,0.2982456140350877,2.2763157894736845,0.3029366306027821,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,,,,,,,,,0.09375,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,25681.0,428,-82,806,798,223,272,93.0,1604,27.0,50.0,6.0,11.0,8.0,14.0,23.0,59.0,12.0,41.0,62.0,150.0,30.0,160.0,838,9.0,22.0,2.0,20.0,16.0,33.0,11.0,49.0,80.0,44.0,14.0,15.0,20.0,5.0,25.0,5.0,,11.0,4.0,5.0,55.0,5.0,15.0,,7.0,59.0,17.0,83,20.0,103,8.0,2.0,11.0,4.0,5.0,18.0,2.0,29.0,1.0,5.0,16.0,43.0,5.0,7.0,42.0,16.0,6.0,9.0,8.0,1.0,9.0,7.0,1.0,1.0,2.0,49.0,223,5.0,0.6451612903225806,0.7272727272727273,0.41333333333333333,0.4090909090909091,0.48484848484848486,0.40625,0.375,0.475,0.4444444444444444,0.38461538461538464,0.5104166666666666,0.1,0.13559322033898305,22.69272529858849,0.3793103448275862,0.3953488372093023,,0.2114695340501792,0.04504504504504504,0.1320754716981132,0.07352941176470588,0.19879518072289157,0.04987531172069826,0.07368421052631578,0.06666666666666667,0.007518796992481203,0.08771929824561403,0.15294117647058825,0.234375,0.23846153846153847,0.13636363636363635,0.1111111111111111,0.7777777777777778,0.3125,0.54,0.6136363636363636,0.6666666666666666,0.36875,0.3898305084745763,0.45098039215686275,0.5652173913043478,0.25625,0.2926829268292683,0.3,0.75,0.4583333333333333,0.5454545454545454,0.16666666666666666,0.35,0.5714285714285714,0.375,0.4390845911949686,0.49773500000000004,0.45845128205128194,0.09195402298850575,0.0975609756097561,0.125,0.30625,8.269333333333332,0.27667493796526055,,,,,,2.0,10.0,2.0,7.0,2.0,10.0,,2.0,7.0,6.0,1.0,9.0,2.0,5.0,6.0,1.0,6.0,2.0,,,1.0,0.2,,0.2222222222222222,0.0625,0.12,0.024390243902439025,,0.06493506493506493,,,,,0.0625,0.2,0.2,1.0,,,,0.08333333333333333,,0.175,0.2222222222222222,28.520000000000003,,,2.0,2.0,,,0.2857142857142857,,,,0.2857142857142857,,,,,True,,,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,7523.0,125,-74,230,237,65,87,27.0,467,9.0,22.0,1.0,2.0,3.0,6.0,1.0,6.0,2.0,4.0,12.0,32.0,14.0,38.0,266,1.0,2.0,5.0,7.0,5.0,11.0,4.0,14.0,20.0,4.0,2.0,5.0,1.0,,1.0,,,,,1.0,2.0,2.0,4.0,,2.0,15.0,7.0,24,6.0,30,2.0,,6.0,,1.0,5.0,,11.0,,3.0,10.0,22.0,1.0,3.0,22.0,10.0,3.0,8.0,4.0,3.0,8.0,4.0,,1.0,,14.0,65,5.0,0.8333333333333334,0.9090909090909091,0.375,0.5,0.45454545454545453,0.375,0.5,0.45454545454545453,0.4634146341463415,0.7,0.5,0.15625,0.3333333333333333,19.771863117870723,0.5454545454545454,0.3684210526315789,,0.18292682926829268,0.038834951456310676,0.10526315789473684,0.10526315789473684,0.16831683168316833,0.04918032786885246,0.06896551724137931,0.030303030303030304,0.024390243902439025,0.13333333333333333,0.09090909090909091,0.2,0.225,0.16666666666666666,,0.5,0.6875,0.4090909090909091,0.47368421052631576,0.8888888888888888,0.1875,0.16666666666666666,0.25,,0.125,0.5,0.5,1.0,1.0,0.5,,0.5454545454545454,0.5,0.6875,0.5044062500000001,0.5479,0.4716818181818182,0.2631578947368421,0.2631578947368421,0.18421052631578946,0.3684210526315789,3.728125,0.2826086956521739,,,,,,,,,,,,,,,,,,,1.0,2.0,,5.0,4.0,,1.0,,,,,,0.13636363636363635,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
