EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,on,OffensiveGoaltends
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,6652.0,111,21,215,213,63,60,24,428,7.0,15.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,20,1.0,1.0,8.0,27.0,223,6.0,2.0,2.0,5.0,8.0,1.0,1.0,5.0,18.0,14.0,2.0,3.0,1.0,1.0,-1.0,5.0,6.0,1.0,7.0,1.0,2.0,2.0,2.0,15.0,5.0,10.0,2.0,2.0,4.0,3.0,9.0,17.0,26.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,10.0,18.0,3.0,11.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,5.0,8.0,3.0,18.0,63,1.0,0.875,0.875,1.0,1.0,0.4,0.625,0.4523809523809524,0.7222222222222222,0.5192307692307693,0.14285714285714285,0.75,0.047619047619047616,0.25,0.26666666666666666,0.3333333333333333,12.096774193548388,0.25,0.375,0.4,0.05194805194805195,0.13157894736842105,0.09090909090909091,0.1724137931034483,0.06060606060606061,0.14285714285714285,0.10526315789473684,0.1875,0.08,0.125,0.4,0.09523809523809523,0.07407407407407407,0.05263157894736842,0.3333333333333333,0.14285714285714285,0.375,0.7142857142857143,0.4666666666666667,0.6363636363636364,0.8571428571428571,0.14285714285714285,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,1.0,1.0,0.5,0.5555555555555556,0.8,0.1111111111111111,1.0,0.7619047619047619,0.5482,0.40313999999999994,0.4930375,0.13043478260869565,0.13636363636363635,0.07407407407407407,0.6666666666666666,3.05,71.5,0.2930232558139535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,35594.0,593,202,1143,1124,278,275,143,2267,34.0,53.0,8.0,7.0,14.0,38.0,18.0,41.0,20.0,55.0,4.0,13.0,63.0,132,34.0,82.0,50.0,278.0,1077,13.0,1.0,29.0,10.0,25.0,7.0,19.0,14.0,55.0,92.0,34.0,,,2.0,53.0,12.0,33.0,15.0,48.0,5.0,7.0,13.0,13.0,111.0,1.0,13.0,,15.0,59.0,6.0,80.0,14.0,94.0,2.0,28.0,17.0,11.0,14.0,7.0,19.0,4.0,33.0,24.0,54.0,1.0,70.0,5.0,28.0,8.0,15.0,1.0,,9.0,3.0,16.0,11.0,55.0,278,6.0,0.7301587301587301,0.7540983606557377,0.4146341463414634,0.3684210526315789,0.4772727272727273,0.4,0.5327102803738317,0.4659090909090909,0.5673469387755102,0.6590909090909091,0.5188679245283019,0.38317757009345793,0.09090909090909091,0.11320754716981132,0.13157894736842105,21.22137404580153,0.42424242424242425,0.25,,0.1378504672897196,0.030952380952380953,0.12396694214876033,0.007462686567164179,0.13479052823315119,0.02527075812274368,0.03225806451612903,0.022857142857142857,0.039473684210526314,0.009615384615384616,,0.12121212121212122,0.16842105263157894,0.10227272727272728,0.18181818181818182,0.0196078431372549,0.6875,0.24766355140186916,0.6415094339622641,0.723404255319149,0.7941176470588235,0.17757009345794392,0.19158878504672897,0.43902439024390244,0.45,0.6666666666666666,0.2570093457943925,0.36363636363636365,0.36363636363636365,0.38095238095238093,0.3181818181818182,0.5,0.29545454545454547,0.3076923076923077,0.6308411214953271,0.508750710900474,0.5354611111111112,0.5098817073170733,0.12236286919831224,0.18064516129032257,0.10431654676258993,0.19784172661870503,8.011363636363635,26.195121951219512,0.2432195975503062,6.0,11.0,14.0,27.0,1.0,2.0,3.0,6.0,3.0,6.0,8.0,4.0,8.0,102.0,4.0,20.0,10.0,3.0,7.0,3.0,8.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.425,0.6153846153846154,0.6666666666666666,0.024390243902439025,0.10377358490566038,0.2894736842105263,0.3333333333333333,0.6363636363636364,0.1261682242990654,0.5185185185185185,0.5185185185185185,1.0,1.0,0.75,0.5,0.09523809523809523,0.5,1.0,0.2857142857142857,0.5,1.0,0.13636363636363635,0.5,0.37735849056603776,0.012195121951219513,,,,,,,,,True,
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,4606.0,77,-1,141,141,13,21,11,282,1.0,1.0,,,,5.0,3.0,8.0,2.0,7.0,,1.0,6.0,14,2.0,11.0,,18.0,149,2.0,,,,,,1.0,,,2.0,10.0,,,,7.0,,13.0,6.0,19.0,2.0,6.0,,7.0,44.0,,,,2.0,5.0,,7.0,,7.0,,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,3.0,7.0,,,,,,,,,,,,,,13,,0.16666666666666666,0.16666666666666666,0.18181818181818182,,0.42857142857142855,,0.36,,0.36,,,0.44,,,,18.18181818181818,0.3333333333333333,,,0.12195121951219512,,0.14285714285714285,,0.12727272727272726,,,,,,,0.2222222222222222,0.1,0.15384615384615385,,,,0.04,1.0,1.0,1.0,0.2,0.32,0.375,0.375,,0.28,0.2857142857142857,0.2857142857142857,,,,1.0,,0.48,0.472722,0.37334999999999996,0.4725,,,,,12.892857142857142,24.972727272727273,0.09219858156028368,,2.0,,4.0,,,,,,,,,,6.0,,2.0,4.0,,,,1.0,2.0,,,,,,,1.0,,0.18181818181818182,,,,0.08333333333333333,0.4,0.4,,0.16,,,,1.0,,,,,,,,,,,0.2857142857142857,,,,,,,,,,True,
281,1610612749,Scott Williams,Scott Williams,281,MIL,76226.0,1270,313,2461,2450,601,645,308,4911,64.0,110.0,41.0,16.0,27.0,115.0,54.0,132.0,1.0,3.0,,1.0,170.0,357,1.0,4.0,60.0,403.0,2432,76.0,9.0,67.0,38.0,75.0,,1.0,27.0,103.0,272.0,68.0,3.0,1.0,2.0,,11.0,25.0,10.0,35.0,3.0,12.0,3.0,10.0,80.0,13.0,81.0,2.0,63.0,185.0,20.0,268.0,96.0,364.0,8.0,48.0,38.0,10.0,10.0,6.0,31.0,3.0,41.0,66.0,178.0,18.0,70.0,2.0,29.0,7.0,30.0,2.0,2.0,20.0,10.0,32.0,24.0,103.0,601,17.0,0.8,0.8774193548387097,0.25,,0.47619047619047616,0.5066666666666667,0.47506925207756234,0.5,0.5101265822784811,0.4036144578313253,0.5659340659340659,0.0110803324099723,0.03081232492997199,0.02727272727272727,0.05217391304347826,15.428167020523707,0.24390243902439024,0.29411764705882354,0.04,0.1991388589881593,0.08653846153846154,0.26359832635983266,0.055793991416309016,0.21232876712328766,0.08041060735671514,0.11219512195121951,0.09695290858725762,0.062162162162162166,0.061452513966480445,0.037037037037037035,0.18855218855218855,0.2185792349726776,0.2543352601156069,0.2878787878787879,0.045454545454545456,0.75,0.3047091412742382,0.5818181818181818,0.5981308411214953,0.75,0.3185595567867036,0.3656509695290859,0.4090909090909091,0.4153846153846154,0.9259259259259259,0.008310249307479225,0.3333333333333333,0.3333333333333333,0.5324675324675324,0.35526315789473684,0.5925925925925926,0.013157894736842105,,0.3157894736842105,0.4536959610027855,0.48977083333333327,0.44526400000000016,0.07474226804123711,0.07552083333333333,0.1662531017369727,0.2555831265508685,9.611204481792718,45.025,0.24420967086550183,15.0,52.0,,1.0,,,,,,1.0,29.0,,1.0,,30.0,,7.0,3.0,4.0,4.0,8.0,16.0,,,,,,,,,,0.3815789473684211,0.37662337662337664,0.015151515151515152,0.18421052631578946,0.45217391304347826,0.47706422018348627,0.7307692307692307,0.002770083102493075,,,,,0.36585365853658536,0.2,,,,0.012987012987012988,,,,,,,7.0,2.0,2.0,,,,,,True,
283,1610612749,Lindsey Hunter,Lindsey Hunter,283,MIL,35229.0,587,149,1099,1094,300,308,150,2193,8.0,18.0,2.0,2.0,4.0,24.0,31.0,76.0,32.0,89.0,6.0,19.0,44.0,118,38.0,109.0,38.0,240.0,1050,12.0,2.0,31.0,10.0,25.0,7.0,23.0,17.0,58.0,30.0,58.0,12.0,,,89.0,6.0,63.0,17.0,80.0,3.0,22.0,19.0,22.0,177.0,4.0,7.0,,8.0,26.0,2.0,36.0,11.0,47.0,4.0,25.0,10.0,15.0,12.0,9.0,4.0,,16.0,13.0,37.0,1.0,43.0,1.0,14.0,5.0,,,,,,,,58.0,300,6.0,0.3409090909090909,0.3409090909090909,0.3486238532110092,0.30434782608695654,0.3728813559322034,0.4,0.44493392070484583,0.4270833333333333,0.48582995951417,0.5344827586206896,0.5087719298245614,0.4801762114537445,0.05084745762711865,0.1111111111111111,0.16666666666666666,20.69236821400472,0.75,0.07142857142857142,,0.06403940886699508,0.01699029126213592,0.06837606837606838,0.029850746268656716,0.06500956022944551,0.020146520146520148,0.0392156862745098,0.006802721088435374,0.012269938650306749,0.0297029702970297,0.030303030303030304,0.058333333333333334,0.08823529411764706,0.07692307692307693,0.038461538461538464,0.02962962962962963,,0.07929515418502203,0.4444444444444444,0.5,,0.10572687224669604,0.33480176211453744,0.40789473684210525,0.40789473684210525,0.4838709677419355,0.3920704845814978,0.3595505617977528,0.36363636363636365,0.07142857142857142,0.08333333333333333,0.5,0.3958333333333333,0.3157894736842105,0.5594713656387665,0.47155132158590307,0.49698157894736844,0.45574687500000005,0.06611570247933884,0.10687022900763359,0.12916666666666668,0.24166666666666667,13.927966101694912,25.394495412844034,0.272975432211101,1.0,5.0,6.0,20.0,,2.0,1.0,4.0,7.0,14.0,4.0,7.0,16.0,102.0,,32.0,14.0,,3.0,,3.0,1.0,,,2.0,,,,0.8947368421052632,0.4375,0.3486238532110092,0.3333333333333333,0.5178571428571429,,0.034482758620689655,0.20833333333333334,0.25,,0.0881057268722467,0.3,0.3,1.0,0.875,0.5,,0.07142857142857142,,,0.5,0.5,1.0,0.08333333333333333,0.25,0.3595505617977528,0.018018018018018018,3.0,,,1.0,0.009174311926605505,0.011235955056179775,,,True,
951,1610612749,Ray Allen,Ray Allen,951,MIL,60824.0,1014,294,1978,1968,441,528,249,3946,71.0,116.0,11.0,11.0,23.0,90.0,46.0,94.0,53.0,107.0,11.0,26.0,151.0,300,74.0,137.0,117.0,641.0,1943,23.0,10.0,61.0,26.0,63.0,16.0,33.0,43.0,143.0,134.0,168.0,36.0,,,107.0,17.0,115.0,28.0,143.0,12.0,40.0,28.0,47.0,314.0,4.0,22.0,,24.0,78.0,,102.0,26.0,128.0,4.0,36.0,30.0,6.0,47.0,21.0,21.0,,68.0,39.0,68.0,1.0,132.0,16.0,55.0,15.0,8.0,1.0,,3.0,3.0,9.0,8.0,143.0,441,2.0,0.44370860927152317,0.46206896551724136,0.5401459854014599,0.48484848484848486,0.5033333333333333,0.4126984126984127,0.5995423340961098,0.5208333333333334,0.6466395112016293,0.648936170212766,0.6120689655172413,0.3135011441647597,0.056666666666666664,0.07758620689655173,0.06666666666666667,24.516695957820737,0.6911764705882353,,,0.10209424083769633,0.029451137884872823,0.13953488372093023,0.02185792349726776,0.10897435897435898,0.02795698924731183,0.030303030303030304,0.020618556701030927,0.037800687285223365,0.02112676056338028,0.024390243902439025,0.0846774193548387,0.1076388888888889,0.13008130081300814,0.16326530612244897,0.021164021164021163,0.8888888888888888,0.2654462242562929,0.6120689655172413,0.6635514018691588,0.38028169014084506,0.20594965675057209,0.2151029748283753,0.48936170212765956,0.5,0.6304347826086957,0.2448512585812357,0.4953271028037383,0.4953271028037383,0.2682926829268293,0.23958333333333334,0.4782608695652174,0.2708333333333333,0.4230769230769231,0.5789473684210527,0.5002308486238533,0.5032249999999999,0.486378947368421,0.11554621848739496,0.16224188790560473,0.09516380655226209,0.22308892355694226,8.486,25.499270072992708,0.22295247724974723,7.0,34.0,21.0,30.0,3.0,4.0,5.0,7.0,6.0,14.0,12.0,9.0,18.0,186.0,12.0,53.0,16.0,3.0,26.0,8.0,9.0,10.0,,8.0,,1.0,2.0,,0.8378378378378378,0.5,0.5401459854014599,0.5217391304347826,0.6219512195121951,0.02127659574468085,0.11403508771929824,0.37777777777777777,0.40476190476190477,0.3235294117647059,0.06864988558352403,0.7,0.7,1.0,0.7735849056603774,0.6363636363636364,0.2857142857142857,0.0975609756097561,0.75,1.0,0.34146341463414637,0.42857142857142855,0.8333333333333334,0.07291666666666667,0.7142857142857143,0.4953271028037383,,8.0,,,,,,,,True,
998,1610612749,Mark Pope,Mark Pope,998,MIL,16337.0,272,109,530,528,61,71,58,1058,14.0,18.0,4.0,2.0,2.0,2.0,4.0,12.0,,1.0,,,19.0,32,2.0,7.0,4.0,48.0,522,4.0,,9.0,2.0,3.0,,,1.0,5.0,30.0,8.0,,,,1.0,,14.0,4.0,18.0,1.0,3.0,5.0,6.0,40.0,3.0,9.0,,5.0,12.0,4.0,21.0,12.0,33.0,2.0,7.0,5.0,2.0,1.0,1.0,2.0,,3.0,23.0,38.0,4.0,9.0,1.0,4.0,1.0,8.0,,,7.0,1.0,8.0,4.0,5.0,61,2.0,0.7894736842105263,0.9375,0.2857142857142857,,0.59375,0.6666666666666666,0.5641025641025641,0.6666666666666666,0.5581395348837209,0.9,0.625,0.1794871794871795,,,,7.6794657762938225,0.3333333333333333,0.19047619047619047,,0.0594059405940594,0.046875,0.08771929824561403,0.08108108108108109,0.06563706563706563,0.05240174672489083,0.10256410256410256,0.057971014492753624,0.011904761904761904,0.07142857142857142,0.1111111111111111,0.07042253521126761,0.04,0.10526315789473684,0.05263157894736842,0.1111111111111111,0.5,0.46153846153846156,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.05128205128205128,0.3076923076923077,0.3333333333333333,0.3333333333333333,1.0,0.02564102564102564,,,0.8,0.6666666666666666,1.0,,,0.6410256410256411,0.5346705128205128,0.5748125,0.5646333333333333,0.09523809523809523,0.11428571428571428,0.1875,0.10416666666666667,6.86875,23.885714285714283,0.11509433962264151,3.0,1.0,2.0,6.0,1.0,1.0,,,,,3.0,1.0,1.0,6.0,6.0,,3.0,,,1.0,,1.0,,,,,,,1.0,1.0,0.2857142857142857,0.75,0.9,,0.07142857142857142,0.5,0.5,1.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,,0.75,,0.2,1.0,1.0,,,,,,,,,,1.0,,,,,,True,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,53203.0,887,178,1753,1744,463,454,216,3497,34.0,59.0,8.0,14.0,25.0,142.0,89.0,172.0,5.0,14.0,,3.0,185.0,373,6.0,21.0,88.0,476.0,1788,37.0,5.0,47.0,45.0,105.0,,6.0,43.0,133.0,124.0,246.0,3.0,,,14.0,19.0,153.0,43.0,196.0,10.0,54.0,44.0,55.0,435.0,6.0,11.0,,11.0,58.0,1.0,70.0,17.0,87.0,1.0,34.0,22.0,12.0,33.0,25.0,31.0,4.0,64.0,22.0,60.0,4.0,101.0,6.0,37.0,13.0,2.0,,,1.0,,2.0,,133.0,463,6.0,0.33513513513513515,0.34444444444444444,0.2857142857142857,,0.4959785522788204,0.42857142857142855,0.49238578680203043,0.40540540540540543,0.5387243735763098,0.5875,0.4962686567164179,0.0532994923857868,0.05093833780160858,0.1694915254237288,0.04225352112676056,25.04980079681275,0.515625,0.022222222222222223,,0.0882800608828006,0.016105417276720352,0.0625,0.046875,0.08283313325330131,0.02096177558569667,0.02027027027027027,0.011450381679389313,0.018315018315018316,0.06,,0.08636363636363636,0.104,0.06557377049180328,0.05555555555555555,0.005434782608695652,,0.14974619289340102,0.576271186440678,0.6938775510204082,0.23529411764705882,0.3604060913705584,0.4365482233502538,0.5174418604651163,0.5266272189349113,0.4044943820224719,0.03553299492385787,0.35714285714285715,0.35714285714285715,0.21052631578947367,0.22522522522522523,0.56,0.02702702702702703,,0.20304568527918782,0.44203972081218285,0.41268035714285717,0.45269909909909906,0.0892018779342723,0.09158415841584158,0.09873949579831932,0.27941176470588236,11.933243967828417,25.08571428571429,0.26411865373645177,4.0,62.0,1.0,7.0,,,,3.0,,1.0,21.0,,1.0,15.0,10.0,5.0,33.0,4.0,8.0,5.0,19.0,9.0,,4.0,1.0,,1.0,,0.8333333333333334,,0.2857142857142857,0.5675675675675675,0.5526315789473685,0.01744186046511628,0.06951871657754011,0.43661971830985913,0.45588235294117646,0.2903225806451613,0.017766497461928935,0.14285714285714285,0.14285714285714285,1.0,0.8,0.5,,,,,0.02631578947368421,,,0.02702702702702703,,0.35714285714285715,0.045454545454545456,11.0,1.0,,,,,1.0,,True,
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,49984.0,833,206,1642,1639,454,493,206,3281,39.0,65.0,11.0,8.0,13.0,160.0,57.0,133.0,10.0,41.0,4.0,14.0,172.0,358,12.0,47.0,86.0,466.0,1653,29.0,13.0,36.0,38.0,76.0,5.0,15.0,48.0,139.0,218.0,126.0,6.0,,3.0,38.0,22.0,53.0,16.0,69.0,8.0,19.0,11.0,23.0,154.0,8.0,24.0,1.0,18.0,58.0,15.0,91.0,33.0,124.0,3.0,28.0,16.0,12.0,44.0,22.0,27.0,6.0,71.0,23.0,49.0,1.0,108.0,7.0,36.0,19.0,11.0,2.0,1.0,4.0,7.0,13.0,8.0,139.0,454,7.0,0.6337209302325582,0.6606060606060606,0.2553191489361702,0.3333333333333333,0.48044692737430167,0.5,0.4691358024691358,0.5,0.5099337748344371,0.3888888888888889,0.5702479338842975,0.11604938271604938,0.061452513966480445,0.06153846153846154,0.075,27.783669141039237,0.6197183098591549,0.2830188679245283,0.029411764705882353,0.09369951534733441,0.0380952380952381,0.11842105263157894,0.05925925925925926,0.09857328145265888,0.04183006535947712,0.028169014084507043,0.03765690376569038,0.04417670682730924,0.04854368932038835,0.09375,0.06862745098039216,0.10548523206751055,0.11428571428571428,0.1276595744680851,0.015544041450777202,0.6153846153846154,0.16049382716049382,0.6,0.639344262295082,0.7435897435897436,0.3950617283950617,0.32839506172839505,0.42857142857142855,0.44881889763779526,0.6491228070175439,0.10123456790123457,0.24390243902439024,0.25,0.2894736842105263,0.14285714285714285,0.6153846153846154,0.15384615384615385,0.2857142857142857,0.2765432098765432,0.44162649253731356,0.44005806451612905,0.42020852272727277,0.08294930875576037,0.09302325581395349,0.07725321888412018,0.2982832618025751,10.733798882681565,27.70212765957447,0.27649208282582216,5.0,76.0,2.0,6.0,,1.0,1.0,1.0,1.0,8.0,10.0,1.0,9.0,30.0,14.0,10.0,8.0,4.0,22.0,8.0,22.0,6.0,,5.0,,1.0,,,0.8333333333333334,0.1111111111111111,0.2727272727272727,0.3448275862068966,0.3026315789473684,0.045112781954887216,0.10674157303370786,0.475,0.5135135135135135,0.5657894736842105,0.014814814814814815,0.3333333333333333,0.4,1.0,0.8,0.45454545454545453,,0.02631578947368421,,,0.21052631578947367,0.125,1.0,0.01098901098901099,1.0,0.2631578947368421,,8.0,,,2.0,0.0425531914893617,0.024390243902439025,,0.16666666666666666,True,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,2548.0,42,1,79,81,7,19,8,160,,1.0,1.0,,,3.0,,,,,,,1.0,4,,,2.0,4.0,82,3.0,,,,,,,1.0,1.0,2.0,,,,,,2.0,1.0,,1.0,,,,1.0,2.0,,6.0,,1.0,4.0,,5.0,6.0,11.0,,,,,1.0,1.0,1.0,,2.0,1.0,8.0,1.0,4.0,,1.0,1.0,5.0,,,5.0,,5.0,3.0,1.0,7,,1.0,1.0,,,0.25,,0.25,,0.3333333333333333,,0.5,,0.5,,0.6666666666666666,8.88888888888889,0.5,,,0.11764705882352941,0.16666666666666666,0.14285714285714285,,0.12195121951219512,0.13953488372093023,0.2,0.125,0.17391304347826086,,,0.15384615384615385,0.07692307692307693,0.14285714285714285,,,0.6,0.25,,,,0.75,,,,,,,,0.3333333333333333,,,,,0.25,0.43784999999999996,0.47576666666666667,,0.2,0.2,,0.25,4.875,,0.08860759493670886,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,
