EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2A,PtsAssisted2s,AtRimAssists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted3s,LostBallTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceFG2M,Fg2aBlocked,FTDefRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFGA,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,RecoveredBlocks,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SecondChanceTurnovers,LongMidRangePctBlocked,on,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,DefensiveGoaltends,3SecondViolations,Corner3PctBlocked,SecondChanceAtRimPctAssisted,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,767.0,13,10,23,22,1,2,45,1.0,1.0,1.0,1.0,3.0,19,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.5,1.5,1.0,4.3478260869565215,0.1,0.09090909090909091,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.49815,26.6,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,2776.0,46,-2,88,89,38,50,177,1.0,4.0,4.0,7.0,16.0,90,12.0,4.0,1.0,2.0,1.0,3.0,,1.0,7.0,,2.0,2.0,38,1.0,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5833333333333334,14.73684210526316,,0.07142857142857142,,0.3333333333333333,0.25,0.25,1.0,0.9166666666666666,0.25,0.5734374999999999,24.457142857142856,0.4318181818181818,6.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.4,1.0,0.7,0.7,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.08333333333333333,0.25,1.0,1.0,1.0,0.4,1.0,0.2,1.0,0.4,0.59579,0.4375,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,1256.0,21,2,33,34,5,5,67,,1.0,,1.0,12.0,35,,1.0,,2.0,1.0,3.0,,,7.0,,,1.0,5,,,,0.7142857142857143,0.7857142857142857,0.14285714285714285,25.714285714285715,,,,0.14285714285714285,,,,0.42857142857142855,,0.44181428571428566,24.6,0.15151515151515152,1.0,2.0,2.0,,,,,,,,,5.0,6.0,2.0,2.0,,,4.0,6.0,1.0,,,2.0,1.0,1.0,,,2.0,1.0,3.0,,,,4.0,,0.8333333333333334,1.0,1.0,1.0,,,,0.2857142857142857,1.0,1.0,,,,,,,,,,,0.33815,0.3333333333333333,4.95,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.4,0.4,0.09090909090909091,0.07692307692307693,0.25,0.5,0.5714285714285714,0.75,0.75,0.3333333333333333,0.3885,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1610612748,Tim Hardaway,Tim Hardaway,896,MIA,1538.0,26,-9,43,47,15,24,90,1.0,3.0,1.0,3.0,11.0,56,,3.0,1.0,3.0,2.0,5.0,1.0,2.0,12.0,1.0,2.0,2.0,15,,0.3333333333333333,0.3333333333333333,0.45,0.5,0.3,28.571428571428573,0.07692307692307693,0.14285714285714285,,0.3,0.3333333333333333,0.3333333333333333,,0.3,0.3333333333333333,0.414165,25.900000000000002,0.3488372093023256,4.0,,,,,4.0,,,,,2.0,3.0,7.0,,1.0,1.0,2.0,5.0,4.0,1.0,,1.0,1.0,,1.0,3.0,2.0,3.0,,1.0,1.0,1.0,1.0,5.0,0.5,0.42857142857142855,,0.5,0.625,1.0,1.0,1.0,,,,0.4,,,,,,,,,0.6666666666666666,0.4293666666666667,0.45454545454545453,14.200000000000001,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,2.0,,,,0.3333333333333333,0.3333333333333333,,,,,0.3,0.3333333333333333,0.3333333333333333,,0.377,,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.5,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,2114.0,35,-4,68,69,11,32,137,,1.0,,1.0,8.0,57,,1.0,,,,,,,,6.0,8.0,11.0,11,,,,0.375,0.4444444444444444,0.125,11.688311688311687,0.25,0.2,0.1111111111111111,0.125,,,,0.125,,0.3620571428571428,38.3,0.16176470588235295,8.0,,,,,5.0,,,,,1.0,3.0,7.0,,,,1.0,,,,,,,,,,,,2.0,4.0,,,,,,0.42857142857142855,,,,,,,,,,0.625,,,,,,,,,1.0,,,14.842857142857143,,2.0,2.0,1.0,6.0,,3.0,3.0,,,,2.0,,,1.0,1.0,1.0,0.07894736842105263,0.075,,,0.25,,,,0.3646,0.1111111111111111,0.125,3.0,,2.0,4.0,,,,,,1.0,1.0,0.3333333333333333,0.6,0.6,1.0,,0.5,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.5,0.6666666666666666,0.17647058823529413,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1610612748,Todd Fuller,Todd Fuller,957,MIA,4535.0,76,-7,142,142,45,75,284,,,,,28.0,132,,,,,1.0,1.0,1.0,,3.0,10.0,11.0,18.0,45,,,,0.2857142857142857,0.358974358974359,,25.925925925925924,0.2222222222222222,0.18867924528301888,0.25,,,,,0.2857142857142857,,0.43503142857142857,,0.31690140845070425,17.0,5.0,10.0,3.0,5.0,15.0,,,,,,10.0,35.0,5.0,12.0,,,14.0,6.0,,,,3.0,2.0,1.0,1.0,,3.0,6.0,10.0,2.0,,2.0,14.0,,0.2857142857142857,0.4166666666666667,0.4166666666666667,0.5,0.3333333333333333,,,0.2857142857142857,0.5,0.625,0.42857142857142855,,,,,0.4166666666666667,0.6,,,,0.467925,0.5,10.077142857142858,4.0,10.0,8.0,6.0,14.0,,7.0,7.0,,2.0,,8.0,,,4.0,0.7,0.875,0.09722222222222222,0.08641975308641975,0.21052631578947367,1.0,0.2857142857142857,0.4,0.4,0.25,0.46918000000000004,0.10256410256410256,0.10256410256410256,1.0,,,6.0,4.0,,1.0,,,1.0,0.5,0.16666666666666666,0.06666666666666667,0.06666666666666667,1.0,,0.21428571428571427,3.0,2.0,1.0,0.5,0.5,0.05714285714285714,,0.14285714285714285,0.027777777777777776,0.23076923076923078,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.2,0.11764705882352941,0.08695652173913043,0.5,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,1662.0,28,-3,58,54,13,22,112,,,,,2.0,41,,,,6.0,,6.0,,2.0,12.0,2.0,2.0,2.0,13,,,,0.2,0.2,,11.76470588235294,0.09090909090909091,0.08,,,,,,0.4,,0.44044,,0.22413793103448276,9.0,1.0,2.0,,,2.0,,,,,,1.0,5.0,,,,,,2.0,,1.0,,,,,3.0,2.0,3.0,1.0,1.0,,,,,,0.2,,,,1.0,,,0.4,0.5,1.0,0.4,,,,,,,,,,,,9.36,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,0.2,,,,0.3165,,,,,,,,,1.0,1.0,,,,0.25,,,,,,,1.0,,,,0.2,,,,0.1111111111111111,,,,,,,,,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1610612748,Cedric Ceballos,Cedric Ceballos,76,MIA,516.0,9,-1,18,17,2,4,35,,,1.0,1.0,9.0,18,3.0,,,,,,,,,,,,2,1.0,1.0,1.0,0.5833333333333334,0.6428571428571429,0.16666666666666666,35.0,,,,,,,,1.0,,0.66195,22.9,0.1111111111111111,2.0,2.0,5.0,,,,1.0,1.0,,,,2.0,5.0,,,,,,,,,,1.0,,1.0,,,,2.0,2.0,,,,,,0.4,,,,,,,0.8333333333333334,0.4,0.4,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,2.0,,4.0,,,,,,,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,2437.0,41,-12,77,78,30,57,155,2.0,5.0,2.0,5.0,24.0,70,6.0,5.0,2.0,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,30,1.0,0.4,0.4,0.4230769230769231,0.4444444444444444,0.19230769230769232,33.33333333333333,0.1,0.07407407407407407,0.14285714285714285,0.19230769230769232,0.4,0.4,1.0,0.2692307692307692,0.4,0.41228846153846155,25.660000000000004,0.38961038961038963,14.0,,2.0,,1.0,13.0,,,,,2.0,8.0,21.0,2.0,6.0,1.0,2.0,9.0,12.0,,,,1.0,,1.0,3.0,3.0,4.0,1.0,6.0,,,,9.0,0.5,0.38095238095238093,0.3333333333333333,0.4375,0.5,0.75,,,0.07692307692307693,,,0.5,,,,,0.125,,,,0.25,0.43623749999999994,0.375,13.995238095238097,2.0,6.0,2.0,1.0,4.0,,,,,1.0,,2.0,,,1.0,0.25,0.25,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.321375,0.037037037037037035,0.045454545454545456,6.0,1.0,,,2.0,,,3.0,,3.0,,,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.5,,,1.0,,,,0.047619047619047616,,,,0.2,,,,,,1.0,,,0.5,,,,,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,1610612748,Jamal Robinson,Jamal Robinson,1554,MIA,1980.0,33,-9,64,64,22,53,128,,,,,2.0,58,,,,1.0,,1.0,,1.0,2.0,3.0,3.0,4.0,22,,,,0.1111111111111111,0.1111111111111111,,14.473684210526315,0.16666666666666666,0.13043478260869565,0.42857142857142855,,,,,0.3333333333333333,,0.47000000000000003,,0.34375,11.0,1.0,3.0,,1.0,4.0,,,,,,1.0,9.0,,2.0,,,,2.0,,,,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,,,,,0.1111111111111111,,,,1.0,,,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,,,,,0.5,,,,,0.49095,,8.833333333333334,,2.0,,1.0,,,,1.0,,,,,,,,,,,0.024390243902439025,,,0.2222222222222222,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,0.1111111111111111,,,,,1.0,,,,,,,,0.3333333333333333,,,,1.0,,,,1.0,0.16666666666666666,0.16666666666666666,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
