EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,SelfOReb,Travels,SecondChanceTurnovers,Loose Ball Fouls,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3
147,1610612754,Jalen Rose,Jalen Rose,147,IND,15363.0,256,-59,512,514,187,188,51.0,1026,10.0,16.0,1.0,5.0,7.0,15.0,26.0,17.0,38.0,4.0,9.0,1.0,2.0,4.0,16.0,1.0,2.0,8.0,42.0,80.0,8.0,25.0,26.0,134.0,515,1.0,6.0,1.0,5.0,7.0,16.0,28.0,3.0,10.0,12.0,53.0,46.0,38.0,24.0,16.0,4.0,1.0,36.0,3.0,39.0,2.0,1.0,13.0,9.0,14.0,81.0,1.0,1.0,5.0,22.0,1.0,28.0,2.0,30.0,4.0,1.0,3.0,15.0,3.0,9.0,10.0,6.0,25.0,12.0,8.0,23.0,7.0,33.0,3.0,2.0,12.0,5.0,5.0,2.0,2.0,1.0,5.0,4.0,1.0,53.0,187,4.0,0.5476190476190477,0.5476190476190477,1.0,0.32,0.3,0.32,0.525,0.16666666666666666,0.5714285714285714,0.5142857142857142,0.14285714285714285,0.5394736842105263,0.5546218487394958,0.3181818181818182,0.5760869565217391,0.23809523809523808,0.0125,0.038461538461538464,25.13089005235602,0.6,0.047619047619047616,0.10476190476190476,0.005649717514124294,0.12195121951219512,0.02,0.10756972111553785,0.00881057268722467,0.0196078431372549,0.029411764705882353,0.04477611940298507,0.04477611940298507,0.21052631578947367,0.1111111111111111,0.14285714285714285,0.8,0.1523809523809524,0.625,0.625,0.3,0.24761904761904763,0.5769230769230769,0.6,0.6,0.3619047619047619,0.4473684210526316,0.4473684210526316,0.6470588235294118,0.08571428571428572,0.4444444444444444,0.4444444444444444,1.0,0.1523809523809524,0.25,0.25,1.0,0.14285714285714285,0.14285714285714285,0.18421052631578946,0.7142857142857143,0.05263157894736842,0.5,0.21052631578947367,0.25,0.3904761904761905,0.25,0.44096346153846155,0.3978,0.43810540540540543,0.10526315789473684,0.1348314606741573,0.05223880597014925,0.39552238805970147,10.998749999999998,25.636,0.365234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,13591.0,227,-46,448,445,156,137,57.0,893,12.0,30.0,10.0,3.0,5.0,6.0,18.0,5.0,17.0,,2.0,,,5.0,16.0,1.0,1.0,7.0,23.0,65.0,5.0,18.0,32.0,93.0,437,3.0,15.0,1.0,2.0,11.0,7.0,17.0,1.0,7.0,15.0,32.0,26.0,20.0,12.0,14.0,5.0,7.0,10.0,2.0,12.0,1.0,1.0,4.0,3.0,3.0,26.0,1.0,13.0,4.0,28.0,7.0,39.0,14.0,53.0,3.0,2.0,1.0,6.0,4.0,3.0,15.0,3.0,21.0,5.0,7.0,25.0,8.0,39.0,,1.0,17.0,2.0,9.0,5.0,,4.0,9.0,2.0,,32.0,156,5.0,0.5652173913043478,0.65,0.8,0.2777777777777778,0.14285714285714285,0.3125,0.35384615384615387,0.2,0.4117647058823529,0.3674698795180723,0.28125,0.3541666666666667,0.45098039215686275,0.3235294117647059,0.5,0.21686746987951808,0.1076923076923077,0.16666666666666666,23.929961089494164,0.2857142857142857,0.3888888888888889,0.14432989690721648,0.07262569832402235,0.13793103448275862,0.02702702702702703,0.14349775784753363,0.06481481481481481,,,0.1836734693877551,0.13953488372093023,0.11864406779661017,0.09523809523809523,0.25,0.2222222222222222,0.3614457831325301,0.4,0.4444444444444444,0.4166666666666667,0.21686746987951808,0.3333333333333333,0.4,0.6666666666666666,0.20481927710843373,0.29411764705882354,0.3125,0.8,0.024096385542168676,,,,0.1927710843373494,0.3125,0.3125,0.8,0.625,0.0625,0.20833333333333334,0.6,,,0.2916666666666667,0.14285714285714285,0.5783132530120482,0.35714285714285715,0.47755555555555557,0.4817375,0.4649886363636364,0.17,0.2073170731707317,0.11827956989247312,0.34408602150537637,7.18923076923077,28.350000000000005,0.3482142857142857,3.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,1.0,2.0,1.0,0.1,0.058823529411764705,0.11764705882352941,0.09210526315789473,0.09090909090909091,0.10869565217391304,0.3,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,15350.0,256,-50,499,500,203,188,60.0,999,15.0,30.0,8.0,6.0,11.0,9.0,22.0,7.0,27.0,,,,,,1.0,,,1.0,31.0,79.0,,1.0,18.0,80.0,496,6.0,12.0,,5.0,17.0,12.0,28.0,,1.0,13.0,37.0,46.0,16.0,,1.0,,9.0,12.0,,12.0,,,4.0,3.0,5.0,24.0,1.0,11.0,8.0,35.0,3.0,46.0,13.0,59.0,4.0,3.0,1.0,14.0,,9.0,11.0,5.0,25.0,12.0,8.0,26.0,7.0,30.0,2.0,,13.0,3.0,,,,,,,,37.0,203,4.0,0.7419354838709677,0.8214285714285714,,,,,0.3924050632911392,0.5,0.42857142857142855,0.3875,0.5,0.41379310344827586,0.425531914893617,0.5666666666666667,0.47435897435897434,0.0125,0.11392405063291139,0.045454545454545456,20.987654320987655,0.56,0.15789473684210525,0.175,0.055,0.1568627450980392,0.037037037037037035,0.17131474103585656,0.05286343612334802,0.09375,0.058823529411764705,0.1346153846153846,0.1527777777777778,0.2236842105263158,0.2222222222222222,,,0.375,0.5,0.625,0.6666666666666666,0.275,0.4090909090909091,0.42857142857142855,0.8888888888888888,0.3375,0.25925925925925924,0.28,0.7142857142857143,,,,,0.0125,,,,0.6666666666666666,,0.3793103448275862,0.5454545454545454,,,0.034482758620689655,,0.3875,,0.44442312500000003,0.45383636363636365,0.4441913793103448,0.14285714285714285,0.14444444444444443,0.2125,0.4625,9.09367088607595,26.3,0.40681362725450904,4.0,,,,6.0,,,1.0,1.0,2.0,,0.2,0.07407407407407407,0.07272727272727272,0.012345679012345678,,,0.5,,1.0,1.0,0.07692307692307693,0.25,,,,,,,,,,,True,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,34319.0,572,-90,1128,1123,425,386,136.0,2251,20.0,37.0,3.0,7.0,13.0,11.0,39.0,24.0,69.0,4.0,16.0,,6.0,7.0,25.0,2.0,4.0,12.0,55.0,145.0,11.0,41.0,50.0,193.0,1086,7.0,10.0,3.0,10.0,24.0,19.0,54.0,4.0,18.0,20.0,70.0,78.0,32.0,33.0,24.0,7.0,13.0,29.0,3.0,32.0,2.0,1.0,12.0,5.0,12.0,67.0,1.0,13.0,14.0,42.0,4.0,60.0,14.0,74.0,7.0,6.0,1.0,20.0,3.0,8.0,22.0,12.0,42.0,12.0,39.0,73.0,12.0,68.0,5.0,,30.0,5.0,28.0,19.0,,9.0,28.0,16.0,,70.0,425,12.0,0.7090909090909091,0.7647058823529411,1.0,0.2682926829268293,0.2222222222222222,0.275,0.3793103448275862,0.7,0.35185185185185186,0.3844086021505376,0.5384615384615384,0.3472222222222222,0.4447004608294931,0.631578947368421,0.4166666666666667,0.22043010752688172,0.0896551724137931,0.20512820512820512,20.17133956386293,0.47619047619047616,0.09523809523809523,0.09051724137931035,0.030303030303030304,0.13592233009708737,0.011494252873563218,0.09876543209876543,0.027131782945736434,0.007462686567164179,,0.13008130081300814,0.07784431137724551,0.07471264367816093,0.12162162162162163,0.1724137931034483,0.5714285714285714,0.1989247311827957,0.5405405405405406,0.5714285714285714,0.7,0.20967741935483872,0.28205128205128205,0.3548387096774194,0.6363636363636364,0.3709677419354839,0.34782608695652173,0.36363636363636365,0.75,0.08602150537634409,0.25,0.25,1.0,0.13440860215053763,0.28,0.28,1.0,0.23076923076923078,0.15384615384615385,0.18055555555555555,0.5384615384615384,0.08333333333333333,,0.16666666666666666,0.3333333333333333,0.41935483870967744,0.2916666666666667,0.45527513513513496,0.4489124999999999,0.44536549295774647,0.14622641509433962,0.17647058823529413,0.12435233160621761,0.3626943005181347,11.146896551724138,26.17317073170732,0.37677304964539005,3.0,,,,8.0,1.0,2.0,2.0,,1.0,,0.05405405405405406,0.043478260869565216,0.036036036036036036,0.043478260869565216,0.03333333333333333,0.019230769230769232,1.0,,,1.0,,0.3333333333333333,1.0,1.0,1.0,1.0,0.07692307692307693,0.023809523809523808,,,,,True,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,17743.0,296,6,583,582,237,226,75.0,1165,16.0,29.0,16.0,6.0,8.0,3.0,10.0,4.0,13.0,,1.0,,,,3.0,,,2.0,23.0,52.0,,4.0,10.0,56.0,536,9.0,20.0,,3.0,21.0,9.0,16.0,,2.0,5.0,23.0,26.0,20.0,,2.0,,4.0,11.0,1.0,12.0,1.0,,4.0,3.0,4.0,25.0,4.0,30.0,11.0,53.0,5.0,69.0,36.0,105.0,11.0,7.0,4.0,9.0,3.0,6.0,7.0,3.0,16.0,4.0,19.0,36.0,2.0,21.0,,,6.0,5.0,9.0,7.0,,2.0,9.0,6.0,,23.0,237,4.0,0.5652173913043478,0.7647058823529411,,,,,0.4423076923076923,0.45,0.5625,0.4107142857142857,0.45,0.5,0.417910447761194,0.4772727272727273,0.4791666666666667,0.07142857142857142,0.07692307692307693,,12.166172106824925,0.5625,0.2631578947368421,0.21544715447154472,0.14018691588785046,0.1746031746031746,0.0975609756097561,0.20711974110032363,0.13333333333333333,0.15,0.12,0.19402985074626866,0.24675324675324675,0.20588235294117646,0.15555555555555556,0.2222222222222222,0.6666666666666666,0.5178571428571429,0.5517241379310345,0.6153846153846154,0.5,0.17857142857142858,0.3,0.3,0.3333333333333333,0.23214285714285715,0.3076923076923077,0.3333333333333333,1.0,0.017857142857142856,,,,0.05357142857142857,,,,0.8,,0.4444444444444444,0.75,,,0.1111111111111111,,0.5892857142857143,,0.48235181818181816,0.5238888888888888,0.45877941176470594,0.0967741935483871,0.10344827586206896,0.375,0.4107142857142857,6.296153846153847,30.924999999999997,0.4065180102915952,8.0,,,,12.0,1.0,4.0,,1.0,6.0,,0.10344827586206896,0.07692307692307693,0.14814814814814814,0.13,0.0625,0.14285714285714285,0.5,,2.0,1.0,0.08695652173913043,0.125,,,,1.0,,,,,,,True,,,,,,,,,
371,1610612754,Terry Mills,Terry Mills,371,IND,1002.0,17,-19,34,37,12,6,5.0,71,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,2.0,,2.0,43,,,,,,,,,,,,2.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,,4.0,1.0,5.0,1.0,6.0,1.0,1.0,,2.0,,2.0,,,2.0,1.0,3.0,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,,12,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,,12.82051282051282,1.0,0.5,0.26666666666666666,0.06666666666666667,,,0.26666666666666666,0.05,,,0.2,0.5,,,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.5377333333333333,,,,,,,16.4,23.65,0.35294117647058826,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
440,1610612754,Zan Tabak,Zan Tabak,440,IND,9112.0,152,-15,296,297,115,118,37.0,593,9.0,11.0,5.0,2.0,2.0,9.0,18.0,,7.0,,,,,,,,,,18.0,36.0,,,3.0,39.0,255,6.0,8.0,,,12.0,4.0,9.0,,,2.0,10.0,20.0,16.0,,,,3.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,,9.0,3.0,21.0,3.0,27.0,9.0,36.0,4.0,4.0,,5.0,1.0,2.0,6.0,3.0,11.0,6.0,10.0,21.0,1.0,7.0,1.0,,2.0,2.0,5.0,1.0,,4.0,5.0,4.0,,10.0,115,5.0,0.5555555555555556,0.7692307692307693,,,,,0.5,0.75,0.4444444444444444,0.5,0.75,0.4444444444444444,0.5,0.75,0.4166666666666667,,0.08333333333333333,0.16666666666666666,14.619883040935672,0.45454545454545453,0.2727272727272727,0.1590909090909091,0.06976744186046512,0.10714285714285714,,0.15,0.0625,0.06,,0.17391304347826086,0.25,0.07017543859649122,0.1,0.125,0.8,0.3055555555555556,0.8181818181818182,0.8181818181818182,0.4444444444444444,0.5,0.5,0.6,0.6666666666666666,0.19444444444444445,,,,,,,,,,,,0.625,,0.2222222222222222,1.0,,,,,0.3055555555555556,,0.4363083333333334,0.5160750000000001,0.42082222222222226,0.05405405405405406,0.05405405405405406,0.3076923076923077,0.2564102564102564,6.969444444444445,,0.3885135135135135,5.0,,,,10.0,,,2.0,2.0,4.0,,,,0.16666666666666666,0.03636363636363636,,,1.0,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,15460.0,258,-38,496,493,203,163,63.0,989,8.0,17.0,,5.0,7.0,4.0,19.0,15.0,44.0,1.0,2.0,,1.0,4.0,6.0,1.0,2.0,4.0,27.0,80.0,5.0,8.0,20.0,89.0,485,1.0,5.0,2.0,,5.0,10.0,33.0,2.0,5.0,11.0,37.0,10.0,44.0,12.0,5.0,4.0,7.0,37.0,12.0,49.0,8.0,4.0,9.0,5.0,23.0,110.0,,2.0,5.0,12.0,,17.0,2.0,19.0,20.0,11.0,9.0,9.0,3.0,7.0,8.0,2.0,17.0,7.0,11.0,28.0,3.0,26.0,,2.0,8.0,4.0,,,,,,,1.0,37.0,203,6.0,0.18518518518518517,0.18518518518518517,0.8,0.625,0.4,0.7142857142857143,0.3375,0.2,0.30303030303030304,0.39204545454545453,0.35714285714285715,0.34210526315789475,0.44,0.35714285714285715,0.4090909090909091,0.09090909090909091,0.0875,0.21052631578947367,20.598591549295776,0.5294117647058824,,0.06060606060606061,0.00975609756097561,0.09259259259259259,,0.06746031746031746,0.00851063829787234,,,0.08333333333333333,0.04819277108433735,0.05970149253731343,0.07142857142857142,0.16666666666666666,,0.19318181818181818,0.47058823529411764,0.5714285714285714,0.25,0.2159090909090909,0.21052631578947367,0.26666666666666666,0.25,0.5,0.3409090909090909,0.3409090909090909,0.13333333333333333,0.022727272727272728,0.5,0.5,1.0,0.06818181818181818,0.6666666666666666,0.6666666666666666,0.75,,0.14285714285714285,0.18421052631578946,0.7142857142857143,0.02631578947368421,,0.10526315789473684,0.5,0.2840909090909091,0.8,0.4215936781609195,0.40685000000000004,0.4058932432432433,0.08333333333333333,0.09090909090909091,0.056179775280898875,0.4157303370786517,12.273750000000001,28.112500000000004,0.4092741935483871,,1.0,1.0,3.0,,1.0,1.0,1.0,,1.0,0.5,0.17647058823529413,,0.0196078431372549,0.011363636363636364,,0.02127659574468085,,1.0,,1.0,,,1.0,,,,0.14285714285714285,,1.0,,,,True,,,,,,,,,
721,1610612754,Tyus Edney,Tyus Edney,721,IND,7478.0,125,-33,263,256,95,118,34.0,519,8.0,17.0,,2.0,7.0,2.0,9.0,4.0,15.0,,,,,,3.0,,,1.0,14.0,41.0,,3.0,21.0,49.0,241,1.0,3.0,,1.0,3.0,4.0,18.0,,1.0,8.0,16.0,18.0,10.0,,3.0,,8.0,21.0,3.0,24.0,2.0,1.0,7.0,4.0,10.0,51.0,1.0,3.0,2.0,7.0,,9.0,4.0,13.0,10.0,4.0,6.0,11.0,1.0,8.0,7.0,3.0,18.0,7.0,4.0,8.0,,22.0,,,10.0,1.0,,,,,,,,16.0,95,1.0,0.6428571428571429,0.6428571428571429,,,,,0.34146341463414637,0.3333333333333333,0.2222222222222222,0.3181818181818182,0.3333333333333333,0.21052631578947367,0.44545454545454544,0.375,0.34782608695652173,0.06818181818181818,0.1951219512195122,0.3333333333333333,24.252491694352162,0.6111111111111112,,0.07142857142857142,0.026785714285714284,0.09523809523809523,0.05555555555555555,0.07563025210084033,0.03076923076923077,0.06060606060606061,0.07142857142857142,0.09523809523809523,0.034482758620689655,0.08333333333333333,0.06666666666666667,0.16666666666666666,,0.38636363636363635,0.47058823529411764,0.6666666666666666,0.75,0.20454545454545456,0.2222222222222222,0.3333333333333333,0.5,0.3409090909090909,0.26666666666666666,0.26666666666666666,0.5,,,,,0.06818181818181818,,,,,,0.3684210526315789,0.2857142857142857,,,0.05263157894736842,,0.45454545454545453,,0.45109431818181817,0.41800000000000004,0.3881526315789473,0.18518518518518517,0.19607843137254902,0.061224489795918366,0.32653061224489793,9.321951219512197,25.53333333333333,0.3612167300380228,,,,,,,,2.0,2.0,,,0.29411764705882354,,,0.018867924528301886,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,17034.0,284,-20,548,537,150,122,66.0,1085,22.0,38.0,15.0,9.0,12.0,10.0,34.0,13.0,18.0,,,,,,,,,,45.0,90.0,,,29.0,119.0,502,8.0,19.0,,6.0,22.0,13.0,21.0,,,12.0,38.0,56.0,34.0,,,,9.0,11.0,5.0,16.0,4.0,1.0,4.0,3.0,4.0,37.0,6.0,16.0,9.0,48.0,8.0,65.0,22.0,87.0,4.0,1.0,3.0,14.0,,4.0,13.0,10.0,27.0,3.0,9.0,18.0,4.0,54.0,4.0,,25.0,4.0,26.0,15.0,,11.0,26.0,17.0,,38.0,150,,0.6222222222222222,0.717948717948718,,,,,0.5,0.42105263157894735,0.6190476190476191,0.5,0.42105263157894735,0.6190476190476191,0.5173913043478261,0.4583333333333333,0.6551724137931034,,0.1,0.17647058823529413,22.829581993569132,0.5185185185185185,0.5333333333333333,0.20425531914893616,0.08121827411167512,0.17307692307692307,0.13953488372093023,0.1986062717770035,0.09166666666666666,0.078125,0.16666666666666666,0.15151515151515152,0.20481927710843373,0.2441860465116279,0.15789473684210525,0.21428571428571427,0.6538461538461539,0.4222222222222222,0.5789473684210527,0.6285714285714286,0.5454545454545454,0.37777777777777777,0.29411764705882354,0.35714285714285715,0.4,0.2,0.7222222222222222,0.7222222222222222,0.9230769230769231,,,,,,,,,0.7894736842105263,,0.5714285714285714,0.75,,,,,0.4222222222222222,,0.45345333333333343,0.5003176470588235,0.48235238095238103,0.22522522522522523,0.22522522522522523,0.18487394957983194,0.31932773109243695,6.825555555555555,,0.2737226277372263,7.0,,,,12.0,,4.0,4.0,2.0,,,0.07894736842105263,,0.08771929824561403,0.07894736842105263,0.07692307692307693,0.1111111111111111,0.4666666666666667,,,2.0,,0.14285714285714285,,,,1.0,,,,,,,True,,,,,,,,,
