EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,FTOffRebounds,PenaltyFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3FGM,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Clear Path Fouls,3SecondViolations,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,on,HeaveAttempts,3pt And 1 Free Throw Trips
1110,1610612743,Mark Strickland,Mark Strickland,1110,DEN,9252.0,154,1.0,316,316,127,145,51.0,632,18.0,31.0,6.0,14.0,11.0,20.0,3.0,12,7.0,20.0,1.0,28.0,63,1.0,17.0,73.0,317,6.0,16.0,2.0,14.0,13.0,30.0,7.0,33.0,36.0,20.0,10.0,1.0,2.0,5.0,5.0,4.0,1.0,10.0,2.0,18.0,3.0,15.0,1.0,19.0,20.0,39.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,7.0,18.0,1.0,23.0,1.0,10.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,5.0,33.0,127,4.0,0.6428571428571429,0.782608695652174,0.4444444444444444,0.375,0.43333333333333335,0.4375,0.375,0.43333333333333335,0.4866666666666667,0.3888888888888889,0.4852941176470588,0.015625,0.031746031746031744,0.03225806451612903,0.08333333333333333,21.485411140583555,0.3333333333333333,0.125,0.14018691588785046,0.13740458015267176,0.14285714285714285,0.06666666666666667,0.140625,0.12422360248447205,0.16666666666666666,0.1282051282051282,0.12,0.038461538461538464,0.25,0.07142857142857142,0.16666666666666666,0.16326530612244897,0.058823529411764705,0.5,0.030303030303030304,0.7142857142857143,0.484375,0.5806451612903226,0.6,0.5555555555555556,0.1875,0.25,0.2727272727272727,0.6666666666666666,0.3125,0.35,0.35,0.8571428571428571,0.015625,0.875,0.42857142857142855,0.6666666666666666,0.55,0.5,0.48573828125,0.5373800000000001,0.52396,0.136986301369863,0.1388888888888889,0.1917808219178082,0.4520547945205479,7.4634920634920645,24.3,0.40189873417721517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
123,1610612743,Robert Pack,Robert Pack,123,DEN,18563.0,309,22.0,623,622,147,231,96.0,1245,18.0,49.0,2.0,4.0,6.0,13.0,7.0,18,14.0,44.0,7.0,39.0,111,8.0,29.0,113.0,627,3.0,6.0,1.0,10.0,14.0,34.0,9.0,37.0,18.0,60.0,,7.0,15.0,69.0,86.0,40.0,21.0,189.0,1.0,5.0,5.0,19.0,1.0,25.0,6.0,31.0,1.0,13.0,6.0,7.0,26.0,20.0,16.0,2.0,6.0,2.0,42.0,7.0,5.0,29.0,4.0,38.0,3.0,16.0,4.0,,,,,,,,37.0,147,8.0,0.23076923076923078,0.23076923076923078,0.35135135135135137,0.5,0.4117647058823529,0.35294117647058826,0.5625,0.3684210526315789,0.41544117647058826,0.5555555555555556,0.42045454545454547,0.06722689075630252,0.13513513513513514,0.2857142857142857,,24.021592442645073,0.6190476190476191,0.058823529411764705,0.07983193277310924,0.018656716417910446,0.11627906976744186,0.021739130434782608,0.08540925266903915,0.01910828025477707,0.02040816326530612,0.016666666666666666,0.01818181818181818,,0.08333333333333333,0.08064516129032258,0.06060606060606061,0.09090909090909091,0.08823529411764706,0.2222222222222222,0.01639344262295082,,0.4117647058823529,0.3673469387755102,0.5142857142857142,0.2222222222222222,0.15126050420168066,0.3888888888888889,0.3888888888888889,,0.3697478991596639,0.3181818181818182,0.32558139534883723,0.35714285714285715,0.058823529411764705,0.5,0.5,0.34210526315789475,0.46153846153846156,0.4789915966386555,0.5015470588235293,0.5069874999999999,0.4868473684210527,0.12121212121212122,0.12903225806451613,0.08849557522123894,0.3274336283185841,9.385585585585584,25.387500000000003,0.23595505617977527,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,6.0,1.0,17.0,12.0,5.0,8.0,4.0,3.0,1.0,1.0,0.25,0.5,0.25,0.022727272727272728,0.008403361344537815,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.25,0.5,1.0,0.10526315789473684,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
145,1610612743,Tracy Murray,Tracy Murray,145,DEN,1235.0,21,7.0,45,42,11,10,7.0,87,1.0,3.0,,,,2.0,1.0,2,,1.0,3.0,2.0,6,3.0,2.0,9.0,33,,,,,,2.0,,,4.0,,,3.0,,,,,,,,,,2.0,,2.0,,2.0,,3.0,2.0,1.0,2.0,2.0,1.0,,,,3.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,11,,1.0,1.0,0.3333333333333333,,,0.3888888888888889,,,0.45,,,0.3333333333333333,,,,24.528301886792452,0.6666666666666666,,0.13333333333333333,,,,0.10526315789473684,,,,,,,0.25,,0.125,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,0.3333333333333333,,,1.0,,0.6666666666666666,0.4795388888888889,,0.57275,0.1,0.14285714285714285,,,6.116666666666667,26.0,0.24444444444444444,,,1.0,,,,1.0,,,,3.0,1.0,,,,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1721,1610612743,Keon Clark,Keon Clark,1721,DEN,5143.0,86,36.0,172,172,60,49,24.0,344,6.0,10.0,3.0,4.0,1.0,2.0,,11,,4.0,,6.0,25,,11.0,23.0,156,3.0,6.0,1.0,7.0,1.0,8.0,2.0,4.0,4.0,8.0,6.0,,5.0,3.0,3.0,3.0,,6.0,,11.0,2.0,13.0,1.0,16.0,11.0,27.0,1.0,4.0,,4.0,,,4.0,,,2.0,4.0,1.0,3.0,8.0,1.0,12.0,,6.0,,4.0,,,2.0,1.0,4.0,2.0,4.0,60,1.0,0.3333333333333333,0.6666666666666666,0.24,0.5,0.125,0.24,0.5,0.125,0.3709677419354839,0.5,0.2222222222222222,,0.2,0.2,0.2727272727272727,17.326732673267326,,0.2,0.203125,0.15942028985507245,0.125,,0.1875,0.13580246913580246,0.21052631578947367,0.14814814814814814,0.13043478260869565,,,0.11764705882352941,0.3333333333333333,0.1724137931034483,0.08333333333333333,0.25,0.07142857142857142,0.5,0.4,0.6,0.75,0.3333333333333333,0.44,,,,0.16,,,,,0.6666666666666666,0.75,0.25,0.5,0.4,0.46013999999999994,0.5390666666666667,0.4314125,0.1935483870967742,0.1935483870967742,0.30434782608695654,0.17391304347826086,6.444,,0.3488372093023256,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,41878.0,698,-30.0,1361,1357,388,496,208.0,2718,66.0,98.0,19.0,29.0,16.0,24.0,2.0,14,8.0,21.0,4.0,76.0,133,11.0,27.0,191.0,1397,20.0,35.0,6.0,46.0,18.0,29.0,11.0,50.0,108.0,44.0,30.0,4.0,17.0,28.0,30.0,9.0,12.0,62.0,10.0,50.0,5.0,40.0,6.0,51.0,62.0,113.0,1.0,37.0,32.0,5.0,13.0,11.0,11.0,1.0,2.0,2.0,24.0,6.0,38.0,94.0,3.0,44.0,8.0,21.0,5.0,12.0,,,6.0,5.0,12.0,4.0,50.0,388,15.0,0.7105263157894737,0.8852459016393442,0.5714285714285714,0.5714285714285714,0.6206896551724138,0.5694444444444444,0.5714285714285714,0.5909090909090909,0.5895061728395061,0.5897435897435898,0.5952380952380952,0.0763888888888889,0.12781954887218044,0.11224489795918367,0.42857142857142855,11.524163568773234,0.5416666666666666,0.14634146341463414,0.07736943907156674,0.08976660682226212,0.0423728813559322,0.072992700729927,0.07086614173228346,0.08645533141210375,0.07954545454545454,0.08974358974358974,0.09777777777777778,0.08653846153846154,0.030303030303030304,0.1056338028169014,0.06622516556291391,0.06696428571428571,0.0449438202247191,0.034482758620689655,0.022727272727272728,0.3333333333333333,0.6805555555555556,0.673469387755102,0.7586206896551724,0.6666666666666666,0.09722222222222222,0.14285714285714285,0.25,1.0,0.14583333333333334,0.38095238095238093,0.38095238095238093,1.0,0.027777777777777776,0.8285714285714286,0.6551724137931034,0.7272727272727273,0.6666666666666666,0.7569444444444444,0.5447333333333334,0.5380827586206895,0.5306484848484848,0.1337579617834395,0.14383561643835616,0.24083769633507854,0.2617801047120419,3.9218045112781965,24.08181818181818,0.28508449669360764,4.0,7.0,,,,2.0,4.0,,,4.0,12.0,,2.0,1.0,1.0,7.0,3.0,,8.0,1.0,0.36363636363636365,,0.36363636363636365,,0.04861111111111111,0.5714285714285714,0.5714285714285714,1.0,,,,,,,0.06060606060606061,,1.0,1.0,2.0,1.0,2.0,0.25,0.05405405405405406,0.15789473684210525,0.06060606060606061,0.5,,,,,,,,,,,,,,,,,,,,,True,,
1505,1610612743,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DEN,1539.0,26,7.0,57,55,33,33,13.0,112,,,,,,,1.0,2,,4.0,,1.0,6,1.0,4.0,9.0,60,1.0,1.0,4.0,6.0,,2.0,4.0,7.0,,2.0,,,,2.0,2.0,2.0,,4.0,,1.0,,2.0,,2.0,1.0,3.0,,1.0,1.0,,2.0,2.0,,,,,2.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,,1.0,,1.0,,7.0,33,,,,0.16666666666666666,1.0,,0.35714285714285715,1.0,0.5,0.5,1.0,0.7,0.14285714285714285,,,,15.068493150684931,1.0,,0.08695652173913043,0.045454545454545456,,,0.07692307692307693,0.03333333333333333,,,0.1111111111111111,,,,0.125,0.14285714285714285,,,,,,,,,0.2857142857142857,0.5,0.5,,0.5714285714285714,,,,,,,,,0.14285714285714285,0.40077857142857143,0.3724,0.4410833333333333,0.125,0.14285714285714285,0.6666666666666666,0.7777777777777778,15.049999999999999,23.8,0.5789473684210527,1.0,1.0,,,,,1.0,,,1.0,3.0,,,,,,,,,1.0,1.0,,1.0,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,
2123,1610612743,Garth Joseph,Garth Joseph,2123,DEN,265.0,4,5.0,11,10,11,10,3.0,21,,,,,,,,1,,,,,1,,,,10,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,1.0,1.0,,,11,,,,,,,,,,,,,,,,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.365,,0.365,0.5,0.5,,,8.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
788,1610612743,Kevin Willis,Kevin Willis,788,DEN,16183.0,270,-25.0,515,517,123,177,79.0,1032,24.0,34.0,10.0,18.0,3.0,5.0,10.0,34,22.0,50.0,,56.0,118,1.0,15.0,127.0,536,11.0,26.0,1.0,23.0,10.0,26.0,1.0,21.0,80.0,32.0,18.0,,6.0,5.0,8.0,3.0,1.0,19.0,9.0,22.0,14.0,50.0,6.0,70.0,31.0,101.0,2.0,10.0,9.0,1.0,5.0,2.0,7.0,1.0,3.0,2.0,12.0,2.0,7.0,27.0,3.0,17.0,1.0,8.0,1.0,10.0,,,7.0,3.0,10.0,8.0,21.0,123,4.0,0.7142857142857143,0.851063829787234,0.4745762711864407,0.4230769230769231,0.38461538461538464,0.47058823529411764,0.4074074074074074,0.37037037037037035,0.5,0.42592592592592593,0.375,0.008403361344537815,0.05084745762711865,0.029411764705882353,0.11764705882352941,22.638436482084693,0.4166666666666667,0.3,0.22321428571428573,0.10232558139534884,0.32558139534883723,0.2,0.2397003745318352,0.11923076923076924,0.1388888888888889,0.1111111111111111,0.06741573033707865,0.19444444444444445,0.2222222222222222,0.1724137931034483,0.2535211267605634,0.23157894736842105,0.3793103448275862,0.21428571428571427,0.03571428571428571,0.8,0.2857142857142857,0.7058823529411765,0.7272727272727273,0.625,0.2857142857142857,0.29411764705882354,0.3333333333333333,0.6,0.42016806722689076,0.44,0.4489795918367347,0.8636363636363636,,0.6666666666666666,0.5555555555555556,0.18518518518518517,0.6,0.29411764705882354,0.44822058823529415,0.5072749999999999,0.4261499999999999,0.06349206349206349,0.064,0.18110236220472442,0.16535433070866143,9.992372881355934,23.7,0.23883495145631067,,1.0,,,,,,,1.0,1.0,,,3.0,,3.0,1.0,,3.0,2.0,,,,,0.02,0.008403361344537815,,,,,,,,,,,,,,1.0,,,,,0.2,0.037037037037037035,,1.0,1.0,1.0,1.0,0.037037037037037035,,,,,,,,,,,,,,,,True,,
1711,1610612743,Raef LaFrentz,Raef LaFrentz,1711,DEN,18367.0,306,-61.0,590,581,104,141,87.0,1171,23.0,37.0,9.0,14.0,6.0,8.0,5.0,18,13.0,28.0,16.0,41.0,83,18.0,36.0,130.0,630,10.0,16.0,4.0,27.0,7.0,13.0,12.0,26.0,54.0,28.0,14.0,16.0,10.0,6.0,11.0,3.0,1.0,27.0,2.0,17.0,9.0,43.0,3.0,55.0,19.0,74.0,1.0,4.0,2.0,2.0,11.0,3.0,8.0,2.0,8.0,1.0,19.0,5.0,14.0,25.0,4.0,45.0,3.0,21.0,3.0,24.0,,,15.0,8.0,24.0,16.0,26.0,104,1.0,0.6585365853658537,0.7941176470588235,0.4939759036144578,0.625,0.5384615384615384,0.46534653465346537,0.6388888888888888,0.4117647058823529,0.5327868852459017,0.675,0.5652173913043478,0.1782178217821782,0.12048192771084337,0.13513513513513514,0.2222222222222222,20.405209840810418,0.5789473684210527,0.23076923076923078,0.18859649122807018,0.07264957264957266,0.17307692307692307,0.031746031746031744,0.18571428571428572,0.06397306397306397,0.10144927536231885,0.041666666666666664,0.07526881720430108,0.02127659574468085,0.0625,0.2112676056338028,0.17647058823529413,0.1797752808988764,0.17073170731707318,0.18181818181818182,0.022727272727272728,0.6666666666666666,0.36633663366336633,0.6216216216216216,0.71875,0.6086956521739131,0.1782178217821782,0.2777777777777778,0.35714285714285715,0.2,0.27722772277227725,0.4642857142857143,0.48148148148148145,0.9230769230769231,0.15841584158415842,0.7777777777777778,0.6428571428571429,0.47058823529411764,0.75,0.5445544554455446,0.49011200000000005,0.5694777777777779,0.497328125,0.17647058823529413,0.2079207920792079,0.2076923076923077,0.2,7.710843373493978,25.672222222222224,0.17627118644067796,2.0,2.0,2.0,,1.0,4.0,4.0,1.0,2.0,4.0,12.0,2.0,5.0,3.0,2.0,2.0,,3.0,,1.0,0.2222222222222222,0.5,0.2222222222222222,0.03571428571428571,0.019801980198019802,1.0,1.0,1.0,0.125,0.125,1.0,0.05555555555555555,,,0.23529411764705882,0.125,1.0,,,,,,,0.2222222222222222,,,1.0,,,,0.05555555555555555,1.0,1.0,1.0,,,,,,,,,,,,,True,,
1899,1610612743,James Posey,James Posey,1899,DEN,9199.0,153,,306,314,103,145,55.0,620,7.0,20.0,3.0,11.0,2.0,6.0,,4,,8.0,10.0,7.0,32,18.0,13.0,48.0,295,3.0,14.0,4.0,16.0,2.0,8.0,9.0,22.0,6.0,8.0,6.0,10.0,4.0,4.0,6.0,,2.0,14.0,2.0,16.0,5.0,23.0,3.0,31.0,19.0,50.0,5.0,6.0,4.0,2.0,5.0,3.0,8.0,1.0,2.0,,13.0,1.0,7.0,19.0,1.0,18.0,1.0,3.0,4.0,3.0,,,1.0,1.0,3.0,2.0,22.0,103,4.0,0.42857142857142855,0.75,0.21875,0.21428571428571427,0.25,0.35,0.3333333333333333,0.43333333333333335,0.41228070175438597,0.375,0.55,0.36,0.125,0.15,0.25,18.867924528301888,0.38461538461538464,0.3,0.19327731092436976,0.11764705882352941,0.2,0.058823529411764705,0.19444444444444445,0.10588235294117647,0.1702127659574468,0.19444444444444445,0.018867924528301886,0.041666666666666664,0.1,0.2413793103448276,0.125,0.20689655172413793,0.22727272727272727,,0.16129032258064516,0.6666666666666666,0.4,0.35,0.4117647058823529,0.42857142857142855,0.08,,,,0.16,,,,0.2,0.6111111111111112,0.2727272727272727,0.4,0.3333333333333333,0.76,0.51399,0.526859375,0.46511,0.07547169811320754,0.08823529411764706,0.3333333333333333,0.4583333333333333,5.984375000000001,25.072222222222223,0.3366013071895425,4.0,8.0,3.0,1.0,3.0,5.0,7.0,2.0,4.0,7.0,18.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,0.8571428571428571,0.3888888888888889,0.5,0.3888888888888889,,0.16,0.5,0.5,1.0,0.3,0.3,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3,1.0,1.0,2.0,3.0,1.0,0.42857142857142855,0.1111111111111111,,0.13333333333333333,0.5,1.0,,,,0.05555555555555555,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.4,0.05263157894736842,,,,,,,True,,
