EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,Travels,2pt And 1 Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,SecondChanceTurnovers,Clear Path Fouls,Technical Free Throw Trips,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,Corner3PctBlocked
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,8818.0,147,-37.0,267,268,92.0,111.0,46.0,535,3.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,11.0,3.0,17.0,2.0,1.0,7.0,7.0,21.0,3.0,17.0,8.0,31.0,289.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,7.0,8.0,13.0,2.0,12.0,3.0,6.0,17.0,3.0,3.0,13.0,3.0,16.0,3.0,3.0,2.0,8.0,35.0,2.0,3.0,1.0,1.0,8.0,1.0,10.0,6.0,16.0,2.0,7.0,2.0,5.0,9.0,1.0,8.0,4.0,1.0,1.0,13.0,4.0,3.0,8.0,1.0,1.0,12.0,2.0,4.0,1.0,1.0,1.0,1.0,13.0,92.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.17647058823529413,0.14285714285714285,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3026315789473684,0.2,0.25,0.3522727272727273,0.16666666666666666,0.40625,0.4473684210526316,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.09090909090909091,17.757009345794394,0.6923076923076923,0.07142857142857142,0.14285714285714285,0.07476635514018691,0.0297029702970297,0.05,0.07692307692307693,0.07086614173228346,0.03937007874015748,0.045454545454545456,0.05128205128205128,0.09523809523809523,0.15,0.08571428571428572,0.038461538461538464,0.06666666666666667,0.08333333333333333,1.0,0.18421052631578946,0.42857142857142855,0.5,0.07894736842105263,0.3333333333333333,0.5,0.2894736842105263,0.2727272727272727,0.3,0.3333333333333333,0.4473684210526316,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.2,0.4,0.2,0.5,0.7,0.14285714285714285,0.631578947368421,0.17647058823529413,0.48142105263157897,0.49478999999999995,0.52153,0.05,0.08695652173913043,0.06451612903225806,0.41935483870967744,11.552380952380954,25.876470588235293,0.3445692883895131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1533,1610612737,Anthony Johnson,Anthony Johnson,1533,ATL,4161.0,69,-36.0,131,133,45.0,73.0,16.0,264,3.0,3.0,,1.0,1.0,4.0,6.0,2.0,5.0,,2.0,,,1.0,9.0,14.0,,2.0,2.0,20.0,153.0,,1.0,,,3.0,5.0,,1.0,2.0,8.0,2.0,16.0,,,2.0,,1.0,7.0,2.0,9.0,1.0,4.0,2.0,1.0,20.0,1.0,1.0,,,3.0,1.0,4.0,2.0,6.0,,6.0,5.0,1.0,2.0,,2.0,3.0,,,5.0,,3.0,11.0,,,3.0,1.0,1.0,1.0,,1.0,,8.0,45.0,0.1111111111111111,0.1111111111111111,,,,,0.6428571428571429,,0.6,0.5625,,0.5,0.5882352941176471,,0.5714285714285714,0.125,0.07142857142857142,,,0.2,14.379084967320262,0.4,0.2,,0.07894736842105263,0.015625,,0.1,0.06976744186046512,0.02702702702702703,,,0.16666666666666666,0.0625,0.1111111111111111,0.07692307692307693,,,,0.1875,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.3125,0.4,0.5,0.5,0.125,,,,,,0.16666666666666666,1.0,0.16666666666666666,,0.3125,,0.42786874999999996,0.3719,0.4226083333333333,0.0625,0.07142857142857142,,0.4,9.785714285714286,26.0,0.3435114503816794,1.0,1.0,1.0,1.0,3.0,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,54272.0,905,-135.0,1753,1757,469.0,523.0,232.0,3510,56.0,84.0,9.0,11.0,21.0,29.0,85.0,31.0,79.0,4.0,18.0,1.0,,6.0,116.0,248.0,6.0,22.0,68.0,318.0,1859.0,10.0,21.0,1.0,28.0,16.0,48.0,,8.0,23.0,55.0,142.0,90.0,18.0,,17.0,4.0,21.0,24.0,13.0,37.0,8.0,9.0,7.0,8.0,87.0,4.0,23.0,1.0,11.0,68.0,3.0,82.0,28.0,110.0,4.0,21.0,11.0,10.0,31.0,3.0,18.0,31.0,7.0,13.0,62.0,11.0,44.0,117.0,3.0,15.0,83.0,40.0,5.0,16.0,8.0,16.0,7.0,55.0,469.0,0.6120689655172413,0.6283185840707964,1.0,0.2727272727272727,,0.2857142857142857,0.46774193548387094,0.47619047619047616,0.3333333333333333,0.46296296296296297,0.5227272727272727,0.2857142857142857,0.5179738562091504,0.56,0.39285714285714285,0.08148148148148149,0.0846774193548387,0.07142857142857142,0.1411764705882353,0.0379746835443038,18.13701330704781,0.5,0.045454545454545456,0.0196078431372549,0.10240963855421686,0.03137789904502047,0.09565217391304348,0.035398230088495575,0.10141206675224647,0.031914893617021274,0.04225352112676056,0.03787878787878788,0.034482758620689655,0.0755813953488372,0.0875,0.1349206349206349,0.044444444444444446,0.031746031746031744,0.4375,0.3111111111111111,0.6666666666666666,0.717948717948718,0.3148148148148148,0.3411764705882353,0.3972602739726027,0.29259259259259257,0.3924050632911392,0.40789473684210525,0.7096774193548387,0.06666666666666667,0.2222222222222222,0.2222222222222222,1.0,0.4090909090909091,0.045454545454545456,0.375,0.5238095238095238,0.10714285714285714,,0.3925925925925926,0.23529411764705882,0.47552360594795523,0.4865475,0.4896281818181817,0.132890365448505,0.14336917562724014,0.0880503144654088,0.17295597484276728,8.834677419354835,25.654545454545453,0.2675413576725613,5.0,4.0,9.0,1.0,17.0,0.021406727828746176,6.0,2.0,4.0,2.0,1.0,1.0,5.0,6.0,1.0,3.0,1.0,2.0,7.0,3.0,2.0,1.0,0.038461538461538464,0.28,0.6964285714285714,0.3448275862068966,0.014814814814814815,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.03571428571428571,,,,,,,,,,,,,True,,,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,27612.0,460,-106.0,878,886,251.0,270.0,128.0,1764,51.0,74.0,26.0,10.0,18.0,21.0,66.0,7.0,27.0,,,,,,79.0,167.0,,,63.0,221.0,962.0,20.0,38.0,,47.0,20.0,47.0,,,23.0,63.0,78.0,80.0,,,,,25.0,10.0,1.0,11.0,1.0,6.0,1.0,3.0,23.0,9.0,41.0,1.0,8.0,40.0,5.0,53.0,51.0,104.0,1.0,17.0,12.0,5.0,13.0,2.0,5.0,17.0,2.0,8.0,30.0,12.0,19.0,43.0,3.0,5.0,98.0,45.0,8.0,8.0,5.0,8.0,5.0,63.0,251.0,0.4936708860759494,0.582089552238806,,,,,0.47305389221556887,0.5263157894736842,0.425531914893617,0.47305389221556887,0.5263157894736842,0.425531914893617,0.5212264150943396,0.5465116279069767,0.5,,0.1497005988023952,0.0945945945945946,0.24242424242424243,0.07407407407407407,23.47235693501455,0.43333333333333335,0.1282051282051282,0.037037037037037035,0.12345679012345678,0.10704960835509138,0.12698412698412698,0.17307692307692307,0.12403100775193798,0.11494252873563218,0.1794871794871795,0.09154929577464789,0.2,0.11538461538461539,0.14678899082568808,0.10948905109489052,0.14,0.015873015873015872,0.625,0.4431137724550898,0.6891891891891891,0.7611940298507462,0.39520958083832336,0.3181818181818182,0.42,0.16167664670658682,0.25925925925925924,0.28,0.7142857142857143,,,,,0.6842105263157895,,0.3829787234042553,0.5555555555555556,,,0.4431137724550898,,0.4790574850299402,0.5433205882352939,0.46837872340425524,0.22058823529411764,0.22058823529411764,0.21266968325791855,0.2850678733031674,5.877245508982037,,0.285876993166287,,1.0,8.0,,7.0,0.08588957055214724,17.0,,,,,,7.0,24.0,,4.0,,,3.0,1.0,1.0,,0.08333333333333333,0.07692307692307693,0.49019607843137253,0.42857142857142855,,,,,0.6538461538461539,0.11764705882352941,,,,1.0,3.0,,,,,,,,,,,True,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,29236.0,487,-93.0,952,957,200.0,235.0,112.0,1909,40.0,61.0,19.0,10.0,16.0,22.0,87.0,17.0,42.0,,,,,,79.0,190.0,,,32.0,190.0,1023.0,14.0,32.0,,39.0,20.0,45.0,,,11.0,51.0,102.0,56.0,,,,,19.0,20.0,7.0,27.0,6.0,11.0,4.0,5.0,61.0,1.0,38.0,1.0,18.0,68.0,16.0,102.0,40.0,142.0,6.0,14.0,6.0,8.0,10.0,3.0,6.0,17.0,3.0,4.0,27.0,5.0,23.0,50.0,6.0,8.0,39.0,21.0,2.0,16.0,9.0,16.0,12.0,51.0,200.0,0.6455696202531646,0.7285714285714285,,,,,0.41578947368421054,0.4375,0.4444444444444444,0.41578947368421054,0.4375,0.4444444444444444,0.46116504854368934,0.527027027027027,0.51,,0.1,0.09836065573770492,0.12643678160919541,0.047619047619047616,21.4548802946593,0.37037037037037035,0.5333333333333333,0.05,0.17989417989417988,0.09382716049382717,0.2903225806451613,0.023809523809523808,0.19545454545454546,0.087248322147651,0.1111111111111111,0.0915032679738562,0.030303030303030304,0.14018691588785046,0.18493150684931506,0.208,0.3404255319148936,0.06521739130434782,0.75,0.32105263157894737,0.6557377049180327,0.7272727272727273,0.45789473684210524,0.25287356321839083,0.2894736842105263,0.22105263157894736,0.40476190476190477,0.425,0.9411764705882353,,,,,0.59375,,0.35555555555555557,0.625,,,0.32105263157894737,,0.4497,0.4808161290322581,0.4355466666666666,0.10294117647058823,0.10294117647058823,0.20526315789473684,0.26842105263157895,7.75684210526316,,0.21008403361344538,1.0,1.0,7.0,,5.0,0.08888888888888889,12.0,,,,,,11.0,18.0,,,,,7.0,3.0,3.0,,,0.13333333333333333,0.55,0.5909090909090909,,,,,0.631578947368421,,,,,,1.0,,,,,,,,,,,True,,,,,,,
1683,1610612737,Larry Robinson,Larry Robinson,1683,ATL,8052.0,134,-12.0,249,252,87.0,93.0,30.0,501,,1.0,,,1.0,2.0,7.0,,7.0,6.0,11.0,1.0,3.0,4.0,2.0,15.0,12.0,24.0,6.0,46.0,280.0,,2.0,5.0,9.0,1.0,5.0,5.0,8.0,5.0,22.0,2.0,2.0,36.0,,11.0,6.0,1.0,7.0,1.0,8.0,,1.0,1.0,5.0,17.0,,5.0,,1.0,7.0,1.0,9.0,5.0,14.0,2.0,9.0,4.0,5.0,5.0,,4.0,2.0,,1.0,7.0,2.0,3.0,12.0,,1.0,6.0,,2.0,,,,,22.0,87.0,0.5,0.5,1.0,0.5,0.625,0.5,0.13333333333333333,,0.2,0.5128205128205128,0.6428571428571429,0.6538461538461539,0.5365853658536586,0.6428571428571429,0.7,0.6153846153846154,0.06666666666666667,,,0.14285714285714285,16.72473867595819,0.7142857142857143,0.1,,0.08333333333333333,0.054945054945054944,0.0625,,0.08,0.044642857142857144,,0.06666666666666667,,0.03225806451612903,0.125,0.10344827586206896,0.07142857142857142,0.08333333333333333,,0.02564102564102564,,,0.1794871794871795,0.2857142857142857,0.2857142857142857,0.1794871794871795,,,,0.28205128205128205,0.5454545454545454,0.5454545454545454,1.0,,0.14285714285714285,0.07692307692307693,,0.3076923076923077,0.75,0.6410256410256411,0.5454545454545454,0.4872615384615385,0.5189428571428572,0.4971,,,0.1956521739130435,0.4782608695652174,12.946666666666665,24.295833333333334,0.3493975903614458,1.0,,,,3.0,0.07317073170731707,,6.0,13.0,4.0,,3.0,,,,1.0,,2.0,,,,0.6,,,,0.5,0.3333333333333333,0.46153846153846156,0.46153846153846156,1.0,,,,,0.3076923076923077,,,3.0,4.0,2.0,0.5714285714285714,0.75,1.0,0.5,,,,True,,,,,,,
1728,1610612737,Roshown McLeod,Roshown McLeod,1728,ATL,3453.0,58,-21.0,108,111,49.0,50.0,18.0,219,4.0,5.0,2.0,2.0,3.0,4.0,12.0,2.0,4.0,1.0,3.0,1.0,,1.0,10.0,21.0,2.0,4.0,1.0,27.0,124.0,4.0,6.0,1.0,9.0,6.0,7.0,1.0,2.0,,15.0,12.0,8.0,6.0,,3.0,1.0,2.0,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,4.0,6.0,,,1.0,1.0,,1.0,,1.0,,15.0,49.0,0.6,0.6666666666666666,1.0,0.5,0.5,0.5,0.47619047619047616,0.6666666666666666,0.8571428571428571,0.52,0.5714285714285714,0.8333333333333334,0.54,0.6428571428571429,0.8333333333333334,0.16,0.09523809523809523,0.2,0.08333333333333333,,21.21212121212121,0.3333333333333333,0.2,0.3333333333333333,0.02702702702702703,,0.2,0.09090909090909091,0.047619047619047616,0.01694915254237288,,,,,,0.05263157894736842,,,,0.2,0.8,1.0,0.48,0.3333333333333333,0.36363636363636365,0.16,0.5,0.5,1.0,0.12,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.1111111111111111,,0.36,0.3333333333333333,0.468304,0.5783,0.5156888888888889,0.04,0.047619047619047616,0.3333333333333333,0.5555555555555556,9.40952380952381,24.375,0.4537037037037037,,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,1.0,,,,0.25,1.0,0.5,0.5,0.04,1.0,1.0,1.0,1.0,0.5,,,0.1111111111111111,,,,,1.0,,,,1.0,,,,True,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,41553.0,693,-75.0,1362,1357,338.0,373.0,186.0,2719,25.0,43.0,2.0,8.0,17.0,20.0,66.0,57.0,128.0,24.0,60.0,5.0,5.0,15.0,102.0,237.0,27.0,71.0,65.0,350.0,1424.0,6.0,17.0,7.0,23.0,21.0,62.0,5.0,16.0,35.0,92.0,78.0,126.0,63.0,18.0,60.0,24.0,24.0,89.0,10.0,99.0,7.0,48.0,14.0,27.0,208.0,,4.0,1.0,12.0,45.0,,57.0,5.0,62.0,3.0,27.0,17.0,10.0,39.0,7.0,24.0,19.0,4.0,15.0,58.0,14.0,18.0,48.0,1.0,5.0,73.0,22.0,11.0,3.0,2.0,3.0,1.0,92.0,338.0,0.38235294117647056,0.38235294117647056,0.7777777777777778,0.38028169014084506,0.3125,0.38028169014084506,0.43037974683544306,0.35294117647058826,0.3387096774193548,0.46266233766233766,0.375,0.36538461538461536,0.5059347181008902,0.40384615384615385,0.4734042553191489,0.2305194805194805,0.10126582278481013,0.13953488372093023,0.24242424242424243,0.015625,25.0,0.6724137931034483,,0.024390243902439025,0.08522727272727272,0.006944444444444444,0.12903225806451613,,0.09178743961352658,0.006006006006006006,0.017241379310344827,0.004830917874396135,,0.05343511450381679,0.10050251256281408,0.09090909090909091,0.1388888888888889,0.019736842105263157,0.3333333333333333,0.1396103896103896,0.5813953488372093,0.6756756756756757,0.21428571428571427,0.30303030303030304,0.4,0.4155844155844156,0.4453125,0.4523809523809524,0.49122807017543857,0.19480519480519481,0.4,0.4,0.75,0.08333333333333333,0.20833333333333334,0.21794871794871795,0.47058823529411764,0.19230769230769232,0.3333333333333333,0.37012987012987014,0.4,0.4631339285714286,0.42372380952380967,0.4612974358974358,0.06748466257668712,0.08627450980392157,0.06571428571428571,0.26285714285714284,12.262869198312234,25.24366197183099,0.24816446402349487,3.0,2.0,4.0,,10.0,0.003952569169960474,1.0,3.0,11.0,1.0,1.0,2.0,5.0,,,2.0,,11.0,1.0,2.0,,0.2857142857142857,,0.09523809523809523,0.2,0.3,0.03571428571428571,0.2727272727272727,0.2727272727272727,1.0,0.5,,0.2,,0.01282051282051282,,,1.0,2.0,,0.08333333333333333,0.5,1.0,,,,,True,,,,,,,
2035,1610612737,DerMarr Johnson,DerMarr Johnson,2035,ATL,10101.0,168,5.0,327,318,86.0,102.0,37.0,645,6.0,13.0,4.0,2.0,5.0,2.0,6.0,5.0,11.0,4.0,8.0,1.0,,,13.0,30.0,5.0,15.0,14.0,55.0,336.0,2.0,5.0,1.0,6.0,2.0,12.0,,2.0,4.0,8.0,14.0,12.0,15.0,,8.0,4.0,6.0,6.0,,6.0,,2.0,1.0,3.0,12.0,,7.0,,1.0,12.0,,13.0,7.0,20.0,,6.0,5.0,1.0,8.0,,4.0,4.0,1.0,4.0,12.0,2.0,5.0,13.0,1.0,1.0,20.0,9.0,2.0,1.0,,1.0,,8.0,86.0,0.5384615384615384,0.6363636363636364,1.0,0.3333333333333333,,0.3333333333333333,0.43333333333333335,0.4,0.16666666666666666,0.45555555555555555,0.3333333333333333,0.14285714285714285,0.5092592592592593,0.42857142857142855,0.2222222222222222,0.3333333333333333,0.2,0.15384615384615385,0.3333333333333333,0.18181818181818182,17.50663129973475,0.6666666666666666,,,0.09448818897637795,0.051470588235294115,0.05555555555555555,,0.0896551724137931,0.045454545454545456,,0.02564102564102564,,0.046511627906976744,0.12195121951219512,0.11627906976744186,0.07692307692307693,,,0.28888888888888886,0.46153846153846156,0.5454545454545454,0.13333333333333333,0.3333333333333333,0.5,0.24444444444444444,0.45454545454545453,0.5555555555555556,1.0,0.17777777777777778,0.5,0.5,1.0,0.6666666666666666,0.16666666666666666,0.35714285714285715,0.4,,,0.6222222222222222,0.5,0.4954522222222222,0.5045916666666667,0.48783214285714294,0.17307692307692307,0.24324324324324326,0.10909090909090909,0.14545454545454545,8.09,24.56,0.26299694189602446,,,2.0,,1.0,0.09230769230769231,2.0,1.0,7.0,2.0,,,2.0,4.0,,,,,1.0,1.0,,,,,0.3333333333333333,,0.15555555555555556,0.14285714285714285,0.14285714285714285,1.0,0.5,,,,0.14285714285714285,,,,,,,,,,,,,True,,,,,,,
292,1610612737,Anthony Miller,Anthony Miller,292,ATL,178.0,3,-3.0,5,5,4.0,5.0,1.0,10,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,7.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,0.4993,0.4993,0.4993,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
