EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Arc3PctBlocked,OffensiveGoaltends,Blocked3s,BlockedCorner3,on,BlockedArc3,HeaveMakes,Clear Path Fouls
1110,1610612751,Mark Strickland,Mark Strickland,1110,NJN,4088.0,68,6,127,131,14.0,9.0,19,258,6.0,8.0,3.0,4.0,2.0,3.0,9.0,1.0,1.0,9.0,19,1.0,1.0,4.0,25.0,120,4.0,6.0,2.0,10.0,1.0,3.0,2.0,4.0,14.0,3.0,6.0,1.0,3.0,3.0,2.0,1.0,6.0,4.0,5.0,9,1.0,15,4.0,19,1.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,0.2222222222222222,0.3333333333333333,1.0,1.0,1.0,0.47368421052631576,0.6666666666666666,0.3333333333333333,0.525,0.6666666666666666,0.3333333333333333,0.5681818181818182,0.7142857142857143,0.3333333333333333,0.05,0.05263157894736842,0.5,18.0,0.6,0.3333333333333333,0.15789473684210525,0.06349206349206349,0.29411764705882354,0.1891891891891892,0.058823529411764705,0.09090909090909091,0.07142857142857142,0.20833333333333334,0.0625,0.17647058823529413,0.3333333333333333,0.1111111111111111,1.0,0.4,0.75,0.75,0.1,0.45,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.05,1.0,1.0,1.0,0.6666666666666666,0.75,0.45,0.47508,0.4913166666666666,0.3993333333333333,0.09090909090909091,0.09523809523809523,0.4,0.08,9.594736842105263,24.0,0.11023622047244094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,15105.0,252,-4,477,474,107.0,118.0,61,951,17.0,39.0,4.0,8.0,27.0,5.0,15.0,,,35.0,81,,,29.0,99.0,469,7.0,11.0,4.0,18.0,7.0,15.0,21.0,36.0,34.0,,12.0,10.0,12.0,16.0,6.0,6.0,36.0,14.0,6.0,23,6.0,35,15.0,50,4.0,7.0,7.0,6.0,2.0,12.0,2.0,18.0,18.0,31.0,1.0,7.0,37.0,18.0,7.0,3.0,7.0,6.0,21.0,107.0,0.5142857142857142,0.6206896551724138,,,,0.43209876543209874,0.6363636363636364,0.4666666666666667,0.43209876543209874,0.6363636363636364,0.4666666666666667,0.5051020408163265,0.6,0.525,,0.12345679012345678,0.07407407407407407,21.129326047358834,0.3333333333333333,0.2608695652173913,0.1393939393939394,0.07368421052631578,0.14634146341463414,0.1407766990291262,0.06787330316742081,0.15,0.0641025641025641,0.11627906976744186,0.12,0.16666666666666666,0.10714285714285714,0.11428571428571428,0.8571428571428571,0.48148148148148145,0.4358974358974359,0.5483870967741935,0.3333333333333333,0.18518518518518517,0.3333333333333333,0.3333333333333333,1.0,,,,,0.7272727272727273,0.5,0.48148148148148145,0.4716691358024691,0.49833000000000005,0.47819333333333336,0.1875,0.1875,0.18181818181818182,0.21212121212121213,5.741975308641974,,0.22431865828092243,3.0,7.0,13.0,7.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,0.20512820512820512,0.03225806451612903,0.037037037037037035,0.23076923076923078,0.47058823529411764,0.48148148148148145,0.52,0.38461538461538464,0.4666666666666667,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1536,1610612751,Stephen Jackson,Stephen Jackson,1536,NJN,31397.0,523,-24,1032,1033,245.0,247.0,120,2065,32.0,64.0,2.0,10.0,21.0,29.0,69.0,3.0,11.0,68.0,154,13.0,36.0,33.0,208.0,1035,5.0,15.0,5.0,18.0,14.0,34.0,56.0,104.0,32.0,36.0,4.0,13.0,42.0,45.0,28.0,12.0,93.0,12.0,10.0,40,7.0,57,17.0,74,4.0,28.0,20.0,25.0,18.0,23.0,3.0,48.0,23.0,51.0,2.0,6.0,46.0,20.0,2.0,1.0,2.0,1.0,56.0,245.0,0.7647058823529411,0.7878787878787878,0.9230769230769231,0.3611111111111111,0.37142857142857144,0.44155844155844154,0.3333333333333333,0.4117647058823529,0.4605263157894737,0.38235294117647056,0.45454545454545453,0.4928909952606635,0.42857142857142855,0.5185185185185185,0.18947368421052632,0.08441558441558442,0.19047619047619047,22.11784799316823,0.5208333333333334,0.18421052631578946,0.10443864229765012,0.02926829268292683,0.11627906976744186,0.10660980810234541,0.033542976939203356,0.028985507246376812,0.023391812865497075,0.07758620689655173,0.12195121951219512,0.1111111111111111,0.12307692307692308,0.0425531914893617,0.5,0.3368421052631579,0.5,0.5818181818181818,0.11052631578947368,0.3631578947368421,0.42028985507246375,0.42028985507246375,0.8275862068965517,0.05789473684210526,0.2727272727272727,0.2727272727272727,1.0,0.5882352941176471,0.2,0.5263157894736842,0.49069947089947097,0.4959423076923076,0.4583593023255814,0.10096153846153846,0.11695906432748537,0.08653846153846154,0.2692307692307692,9.767532467532467,25.561111111111117,0.2374031007751938,7.0,13.0,7.0,16.0,3.0,3.0,,4.0,6.0,4.0,7.0,9.0,3.0,3.0,,1.0,,0.140625,0.05970149253731343,0.021739130434782608,0.09523809523809523,0.75,0.3333333333333333,0.4117647058823529,0.5714285714285714,0.29545454545454547,0.5384615384615384,3.0,10.0,25.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,10.0,3.0,1.0,24.0,10.0,2.0,1.0,8.0,3.0,1.0,1.0,6.0,0.5,0.4,0.02564102564102564,0.039603960396039604,0.14285714285714285,0.13157894736842105,0.4,0.4,0.9,0.11764705882352941,0.5,1.0,0.06818181818181818,0.1590909090909091,0.5714285714285714,0.4166666666666667,0.02702702702702703,,,,,,,,,,,,,,,,,,,True,,,
1915,1610612751,Evan Eschmeyer,Evan Eschmeyer,1915,NJN,80122.0,1335,45,2567,2566,567.0,557.0,309,5133,80.0,153.0,24.0,65.0,42.0,2.0,5.0,,,92.0,200,,,67.0,251.0,2581,25.0,74.0,23.0,73.0,17.0,42.0,54.0,128.0,56.0,,46.0,35.0,35.0,40.0,20.0,13.0,85.0,116.0,32.0,183,16.0,231,135.0,366,10.0,41.0,28.0,29.0,17.0,24.0,,53.0,112.0,220.0,25.0,9.0,102.0,49.0,58.0,39.0,58.0,36.0,54.0,567.0,0.6956521739130435,0.927536231884058,,,,0.46,0.33783783783783783,0.40476190476190477,0.46,0.33783783783783783,0.40476190476190477,0.5122448979591837,0.3967391304347826,0.47368421052631576,,0.175,0.11904761904761904,10.125722052327557,0.5471698113207547,0.18604651162790697,0.18208955223880596,0.11284046692607004,0.13445378151260504,0.17296862429605792,0.10740439381611067,0.14461538461538462,0.09195402298850575,0.20068027210884354,0.1717171717171717,0.17632850241545894,0.1340782122905028,0.1388888888888889,0.6206896551724138,0.765,0.5228758169934641,0.6504065040650406,0.21,0.025,0.4,0.4,1.0,,,,,0.8783783783783784,0.36923076923076925,0.765,0.5295055,0.5333492753623189,0.5222119047619047,0.20675105485232068,0.20675105485232068,0.2908366533864542,0.2151394422310757,2.0980000000000003,,0.22088040514218932,14.0,30.0,10.0,20.0,5.0,3.0,2.0,16.0,4.0,4.0,12.0,11.0,12.0,8.0,,19.0,1.0,0.19607843137254902,0.07960199004975124,0.08917197452229299,0.13559322033898305,0.6875,0.23809523809523808,0.2702702702702703,0.7,0.7142857142857143,0.4666666666666667,,,,,,,,,,,,,,,,2.0,3.0,13.0,7.0,,6.0,20.0,,,0.03529411764705882,0.10820895522388059,0.045454545454545456,,,,,,,,,,,,,4.0,0.08333333333333333,,,,,,,,,,,,,,,,,True,,,
2109,1610612751,Eddie Gill,Eddie Gill,2109,NJN,2526.0,42,-7,79,79,9.0,2.0,9,158,,,,,3.0,1.0,5.0,,,1.0,8,2.0,2.0,,8.0,82,,,,,,1.0,,2.0,,3.0,,1.0,4.0,6.0,1.0,3.0,14.0,,,1,1.0,2,,2,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,9.0,1.0,1.0,0.5,1.0,1.0,0.125,,,0.4,,,0.4,,,0.2,0.125,,11.827956989247312,,0.5,0.045454545454545456,,,0.03333333333333333,,,,,0.16666666666666666,,,,,,,,0.3,0.5,0.2,0.25,1.0,,,,,,,0.2,0.41874500000000003,,0.4089,,,,,14.737499999999999,24.549999999999997,0.11392405063291139,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,3.0,,2.0,2.0,,,,,,,,,,,,,0.2,1.0,1.0,0.5,,,,,,,1.0,,,,0.2,,,,,,,,,,,,,,,,True,,,
1975,1610612751,Jamel Thomas,Jamel Thomas,1975,NJN,586.0,10,-3,18,17,,,2,35,,,,,2.0,,,1.0,1.0,1.0,2,1.0,2.0,,5.0,17,,,,,,,,,2.0,3.0,,,,,,,,,,1,,1,,1,,,,1.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,0.5,0.5,0.5,,,0.625,,,0.625,,,0.5,,,30.0,0.5,,0.14285714285714285,,,0.1111111111111111,,,,0.5,,,,,,,,,0.5,,,,,0.25,1.0,1.0,1.0,,,0.5,0.46835,,,,,,,11.3,24.8,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
271,1610612751,Johnny Newman,Johnny Newman,271,NJN,36689.0,611,-36,1165,1164,299.0,296.0,133,2329,35.0,68.0,1.0,3.0,28.0,39.0,78.0,7.0,19.0,81.0,174,13.0,50.0,71.0,272.0,1183,5.0,9.0,6.0,22.0,19.0,36.0,67.0,98.0,64.0,39.0,2.0,24.0,27.0,36.0,11.0,14.0,81.0,4.0,8.0,36,3.0,47,6.0,53,2.0,7.0,4.0,10.0,4.0,28.0,7.0,38.0,19.0,63.0,5.0,10.0,84.0,32.0,1.0,1.0,1.0,1.0,67.0,299.0,0.6049382716049383,0.6125,1.0,0.26,0.2653061224489796,0.46551724137931033,0.5555555555555556,0.5277777777777778,0.4486607142857143,0.5714285714285714,0.3877551020408163,0.5153846153846153,0.625,0.5153846153846153,0.22321428571428573,0.13793103448275862,0.21428571428571427,22.37237237237237,0.2631578947368421,0.06521739130434782,0.07912087912087912,0.008676789587852495,0.0761904761904762,0.07857142857142857,0.008756567425569177,0.011976047904191617,,0.06299212598425197,0.07751937984496124,0.09045226130653267,0.0821917808219178,0.0196078431372549,1.0,0.30357142857142855,0.5147058823529411,0.6730769230769231,0.125,0.3482142857142857,0.5,0.5131578947368421,0.717948717948718,0.08482142857142858,0.3684210526315789,0.3888888888888889,1.0,0.21428571428571427,0.3333333333333333,0.5267857142857143,0.4770013452914799,0.5111961538461538,0.4556020833333332,0.12903225806451613,0.16161616161616163,0.08088235294117647,0.24632352941176472,9.89137931034483,25.342,0.25665236051502144,7.0,14.0,7.0,29.0,9.0,7.0,2.0,1.0,3.0,6.0,6.0,9.0,8.0,12.0,,,,0.23529411764705882,0.00909090909090909,0.011627906976744186,0.0625,0.5428571428571428,0.25,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5,5.0,6.0,31.0,2.0,3.0,,8.0,2.0,5.0,,13.0,,1.0,30.0,6.0,2.0,1.0,3.0,3.0,,1.0,9.0,0.4,,0.025,0.017543859649122806,,0.13839285714285715,0.1935483870967742,0.1935483870967742,1.0,0.21428571428571427,0.6666666666666666,1.0,0.10204081632653061,0.16326530612244897,,0.2,,,,0.02564102564102564,2.0,1.0,4.0,0.02,0.05263157894736842,0.14285714285714285,,,,,,,,,,True,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,40400.0,673,62,1265,1270,265.0,245.0,151,2535,20.0,40.0,2.0,6.0,18.0,54.0,130.0,7.0,11.0,81.0,188,28.0,53.0,36.0,282.0,1291,7.0,22.0,2.0,25.0,17.0,34.0,59.0,96.0,66.0,69.0,6.0,11.0,43.0,53.0,14.0,18.0,116.0,14.0,14.0,61,3.0,78,17.0,95,3.0,22.0,16.0,13.0,7.0,4.0,,17.0,17.0,32.0,2.0,1.0,48.0,23.0,8.0,5.0,8.0,4.0,59.0,265.0,0.5925925925925926,0.6153846153846154,0.8214285714285714,0.5283018867924528,0.5384615384615384,0.4308510638297872,0.3181818181818182,0.5,0.5103734439834025,0.4107142857142857,0.532608695652174,0.5402298850574713,0.43103448275862066,0.5673076923076923,0.21991701244813278,0.05851063829787234,0.16666666666666666,19.106529209621993,0.7647058823529411,0.08571428571428572,0.11596958174904944,0.027722772277227723,0.11475409836065574,0.11574074074074074,0.02768729641693811,0.013245033112582781,0.030837004405286344,0.08333333333333333,0.1032258064516129,0.14883720930232558,0.09782608695652174,0.02564102564102564,0.5,0.16597510373443983,0.5,0.6060606060606061,0.07468879668049792,0.5394190871369294,0.4153846153846154,0.4186046511627907,0.7407407407407407,0.04564315352697095,0.6363636363636364,0.6363636363636364,1.0,0.21428571428571427,0.3333333333333333,0.38589211618257263,0.4666089958158997,0.4693648148148149,0.43885,0.08914728682170543,0.11219512195121951,0.08865248226950355,0.20921985815602837,13.79521276595745,25.60377358490566,0.20948616600790515,3.0,5.0,7.0,10.0,10.0,9.0,1.0,3.0,3.0,,6.0,4.0,6.0,3.0,,3.0,1.0,0.175,0.027522935779816515,0.022222222222222223,0.16666666666666666,0.3,0.3888888888888889,0.4666666666666667,0.2857142857142857,0.10869565217391304,0.6,3.0,21.0,42.0,1.0,4.0,3.0,9.0,3.0,6.0,5.0,12.0,15.0,1.0,41.0,21.0,11.0,,6.0,2.0,,,2.0,0.5,0.4166666666666667,,0.03937007874015748,0.05263157894736842,0.17427385892116182,0.5,0.5,0.7619047619047619,0.14285714285714285,0.25,1.0,0.06521739130434782,0.1956521739130435,0.3333333333333333,0.5121951219512195,,,,0.007692307692307693,2.0,,1.0,,,0.07142857142857142,2.0,2.0,1.0,1.0,0.6666666666666666,,,,,True,,,
77,1610612751,Doug Overton,Doug Overton,77,NJN,10962.0,183,2,348,353,46.0,42.0,43,701,3.0,10.0,,1.0,2.0,12.0,26.0,1.0,2.0,15.0,38,4.0,14.0,1.0,43.0,373,,2.0,,,,2.0,6.0,16.0,14.0,3.0,,4.0,23.0,33.0,5.0,14.0,76.0,1.0,4.0,11,,15,1.0,16,,2.0,1.0,3.0,2.0,1.0,,4.0,3.0,7.0,,1.0,2.0,1.0,,,,,6.0,46.0,0.5333333333333333,0.5333333333333333,0.25,0.2857142857142857,0.2857142857142857,0.39473684210526316,,,0.40384615384615385,,0.6,0.4056603773584906,,0.6,0.2692307692307692,0.10526315789473684,0.5,14.143920595533498,0.75,,0.0728476821192053,0.006622516556291391,0.12903225806451613,0.08241758241758242,0.005649717514124294,0.018867924528301886,,0.0851063829787234,0.047619047619047616,0.08064516129032258,0.13043478260869565,,,0.19230769230769232,0.3,0.42857142857142855,0.038461538461538464,0.5,0.46153846153846156,0.46153846153846156,0.5833333333333334,0.038461538461538464,0.5,0.5,1.0,0.5,,0.46153846153846156,0.4737567307692308,0.3707,0.35935,0.018867924528301886,0.02564102564102564,,0.13953488372093023,13.352631578947367,24.985714285714288,0.13218390804597702,,,,,10.0,7.0,3.0,,,,1.0,,,,,,,0.3,,,0.125,0.3333333333333333,,,,,,,3.0,12.0,,,2.0,3.0,,,2.0,3.0,9.0,,12.0,3.0,4.0,,1.0,1.0,,,1.0,,0.6666666666666666,,,,0.23076923076923078,0.25,0.25,,,,,,0.6,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,True,,,
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,39483.0,658,111,1258,1248,220.0,182.0,154,2506,49.0,76.0,12.0,22.0,84.0,16.0,54.0,3.0,10.0,100.0,214,27.0,62.0,60.0,341.0,1281,15.0,33.0,6.0,39.0,8.0,28.0,33.0,120.0,80.0,75.0,16.0,19.0,30.0,35.0,14.0,15.0,75.0,29.0,14.0,86,12.0,112,31.0,143,7.0,15.0,11.0,18.0,5.0,25.0,6.0,43.0,26.0,49.0,2.0,9.0,69.0,29.0,7.0,2.0,7.0,6.0,33.0,220.0,0.6,0.6521739130434783,0.9259259259259259,0.43548387096774194,0.43548387096774194,0.4672897196261682,0.45454545454545453,0.2857142857142857,0.5090579710144928,0.4583333333333333,0.3472222222222222,0.5518394648829431,0.47368421052631576,0.3974358974358974,0.2246376811594203,0.08878504672897196,0.09523809523809523,23.537508602890572,0.4186046511627907,0.35294117647058826,0.16764132553606237,0.05858585858585859,0.1111111111111111,0.1564945226917058,0.049586776859504134,0.059880239520958084,0.04926108374384237,0.10273972602739725,0.21232876712328766,0.18099547511312217,0.09183673469387756,0.05426356589147287,0.8571428571428571,0.2753623188405797,0.6447368421052632,0.7538461538461538,0.30434782608695654,0.1956521739130435,0.2962962962962963,0.2962962962962963,0.875,0.036231884057971016,0.3,0.3,1.0,0.6111111111111112,0.5454545454545454,0.5,0.4914646739130435,0.50438,0.4627708333333334,0.10067114093959731,0.12340425531914893,0.11436950146627566,0.0967741935483871,8.116822429906543,24.898387096774194,0.17488076311605724,4.0,7.0,35.0,8.0,5.0,3.0,2.0,1.0,4.0,2.0,13.0,4.0,8.0,1.0,2.0,3.0,,0.14473684210526316,0.00909090909090909,0.011111111111111112,0.17857142857142858,0.5510204081632653,0.4166666666666667,0.4605263157894737,0.5428571428571428,0.19444444444444445,0.5714285714285714,1.0,24.0,52.0,1.0,2.0,3.0,7.0,1.0,3.0,3.0,8.0,6.0,,52.0,24.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.3333333333333333,0.375,0.037037037037037035,0.072,,0.18840579710144928,0.46153846153846156,0.47058823529411764,0.9166666666666666,0.05555555555555555,0.5,1.0,0.027777777777777776,0.19444444444444445,0.42857142857142855,0.46153846153846156,0.015873015873015872,1.0,0.3333333333333333,,1.0,1.0,14.0,0.016129032258064516,,0.027777777777777776,,,,,,0.019230769230769232,,,,True,,,
