EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Travels,Offensive Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,16690.0,278,-12,558,549,234,230,77,1107,12,27,1,2.0,10,3.0,13,9.0,23,7.0,15.0,1.0,2.0,1.0,4.0,13.0,40.0,3.0,3.0,16.0,24,63,20.0,55.0,12.0,120,585,2,1.0,5.0,3.0,6,26,4.0,20.0,10.0,34,10,38.0,48.0,12.0,2.0,38.0,13.0,7,18.0,4.0,22.0,3.0,1.0,8.0,10.0,48.0,3.0,1.0,5.0,9,14,4.0,18,2.0,3.0,2.0,1.0,10.0,1.0,7.0,3,1.0,3.0,13,1.0,5.0,2,19,1.0,15.0,1.0,2.0,6.0,1.0,34,234,7.0,0.20833333333333334,0.20833333333333334,0.8,0.36363636363636365,0.2,0.2,0.37735849056603776,0.38095238095238093,0.23076923076923078,0.4576271186440678,0.21428571428571427,0.2608695652173913,0.48,0.21428571428571427,0.3269230769230769,0.4661016949152542,0.1111111111111111,0.14814814814814814,0.07692307692307693,0.08695652173913043,21.3953488372093,0.7692307692307693,0.038461538461538464,0.046632124352331605,0.014423076923076924,0.08771929824561403,0.056,0.011194029850746268,0.03773584905660377,0.01282051282051282,0.04081632653061224,0.016129032258064516,0.07317073170731707,0.07317073170731707,0.125,0.031746031746031744,0.2288135593220339,0.4444444444444444,0.5217391304347826,0.16666666666666666,0.11016949152542373,0.23076923076923078,0.25,0.19491525423728814,0.391304347826087,0.42857142857142855,0.3333333333333333,0.1271186440677966,0.4666666666666667,0.4666666666666667,1.0,0.3389830508474576,0.325,0.325,0.6923076923076923,0.14285714285714285,0.2857142857142857,0.5,1.0,0.42857142857142855,0.21739130434782608,0.2,0.08695652173913043,0.25,0.34782608695652173,0.1875,0.6949152542372882,0.34210526315789475,0.4956434782608697,0.49205,0.45854545454545453,0.01680672268907563,0.03125,0.025,0.2833333333333333,8.61904761904762,26.425454545454556,0.41935483870967744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,34965.0,583,14,1161,1153,440,438,175,2314,43,68,26,12.0,20,5.0,13,,7,,,,,,,,1.0,,,1.0,48,88,,1.0,21.0,117,1161,31,,,35.0,12,24,,1.0,13.0,37,56,40.0,,,1.0,,,4,13.0,7.0,20.0,6.0,1.0,7.0,3.0,47.0,60.0,2.0,23.0,105,144,70.0,214,1.0,29.0,24.0,5.0,13.0,2.0,8.0,17,1.0,5.0,30,6.0,14.0,23,42,2.0,61.0,5.0,22.0,11.0,,37,440,6.0,0.5833333333333334,0.717948717948718,,,,,,0.5454545454545454,0.5,0.5393258426966292,0.45161290322580644,0.48,0.5,0.4166666666666667,0.45121951219512196,0.011235955056179775,0.045454545454545456,0.058823529411764705,,,10.85672082717873,0.43333333333333335,0.037037037037037035,0.2348993288590604,0.12552301255230125,0.2169811320754717,0.2314647377938517,0.1190893169877408,0.1891891891891892,0.0975609756097561,0.2109375,0.26618705035971224,0.22777777777777777,0.25,0.13333333333333333,0.027777777777777776,0.7640449438202247,0.6323529411764706,0.671875,0.5813953488372093,0.14606741573033707,0.38461538461538464,0.38461538461538464,0.07865168539325842,,,,,,,,0.011235955056179775,,,,0.8387096774193549,,,,,0.8,0.6,,,0.04,,0.7752808988764045,,0.5284886363636366,0.5246758620689655,0.5487375,0.20754716981132076,0.20952380952380953,0.29914529914529914,0.3162393162393162,2.7795454545454548,42.7,0.3789836347975883,14.0,14.0,7.0,18.0,3.0,8.0,16.0,3.0,3.0,35.0,1.0,1.0,17.0,4.0,14.0,36.0,21.0,1.0,4.0,0.45161290322580644,0.4444444444444444,0.08602150537634409,0.11728395061728394,0.11594202898550725,0.5833333333333334,0.6,0.5384615384615384,0.14285714285714285,,,,,,,,,,,,,True,,,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,14599.0,243,13,488,483,158,159,69,971,6,13,5,2.0,5,1.0,3,7.0,15,8.0,14.0,,,4.0,5.0,2.0,11.0,1.0,,4.0,14,31,10.0,25.0,4.0,62,470,9,,1.0,8.0,3,8,4.0,9.0,4.0,22,22,6.0,27.0,3.0,,11.0,2.0,2,5.0,5.0,10.0,4.0,1.0,2.0,1.0,25.0,8.0,,5.0,28,37,12.0,49,,10.0,7.0,3.0,7.0,,4.0,3,,3.0,10,3.0,2.0,9,23,,4.0,,,2.0,,22,158,4.0,0.7857142857142857,0.8461538461538461,0.9,0.4,,0.4444444444444444,0.4,0.45161290322580644,0.375,0.5178571428571429,0.4,0.5294117647058824,0.5344827586206896,0.4,0.5789473684210527,0.44642857142857145,0.06451612903225806,0.07692307692307693,0.3333333333333333,,11.971830985915494,0.7,,0.16,0.0392156862745098,0.1282051282051282,0.1542056074766355,0.04938271604938271,0.02040816326530612,0.05813953488372093,0.16666666666666666,0.19607843137254902,0.12857142857142856,0.04,0.2857142857142857,,0.23214285714285715,0.46153846153846156,0.5,0.6666666666666666,0.05357142857142857,0.3333333333333333,0.5,0.26785714285714285,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.25,0.5714285714285714,0.6153846153846154,1.0,0.19642857142857142,0.18181818181818182,0.2,0.5,0.5,,,,0.1,0.29411764705882354,0.4,0.29411764705882354,0.8,0.23529411764705882,,0.6785714285714286,0.18181818181818182,0.5178982142857143,0.47687857142857143,0.5435,,,0.12903225806451613,0.3548387096774194,10.087096774193547,24.504,0.3237704918032787,1.0,4.0,,2.0,2.0,4.0,4.0,,2.0,4.0,,,2.0,,2.0,4.0,3.0,,,0.4444444444444444,0.19047619047619047,0.10256410256410256,0.028985507246376812,0.1111111111111111,0.75,1.0,0.2,,2.0,0.08,0.07142857142857142,0.09090909090909091,0.08333333333333333,,,,,,,,True,,,
1630,1610612765,Mikki Moore,Mikki Moore,1630,DET,28832.0,481,-99,944,940,306,311,137,1884,36,55,23,9.0,11,9.0,29,4.0,16,,,,,,,,,,,,49,100,,,33.0,131,958,28,,,31.0,14,21,,,9.0,37,60,38.0,,,,,,9,14.0,3.0,17.0,3.0,,3.0,10.0,37.0,35.0,2.0,16.0,63,90,43.0,133,2.0,3.0,2.0,1.0,10.0,2.0,4.0,21,2.0,6.0,31,3.0,10.0,38,86,10.0,46.0,4.0,21.0,4.0,2.0,37,306,9.0,0.6122448979591837,0.7692307692307693,,,,,,0.49,0.6666666666666666,0.49,0.4642857142857143,0.6666666666666666,0.5413223140495868,0.4696969696969697,0.6607142857142857,,0.09,0.12727272727272726,0.06896551724137931,,13.793103448275863,0.3225806451612903,0.045454545454545456,0.18421052631578946,0.08816120906801007,0.1839080459770115,0.18414918414918416,0.08649789029535865,0.10309278350515463,0.05813953488372093,0.20192307692307693,0.18085106382978725,0.1736111111111111,0.15254237288135594,0.25,0.04878048780487805,0.55,0.6545454545454545,0.75,0.6388888888888888,0.29,0.3103448275862069,0.3333333333333333,0.16,0.25,0.25,1.0,,,,,,,,,0.8214285714285714,,,,,0.5238095238095238,0.8181818181818182,,,,,0.55,,0.478647,0.5264173913043476,0.4597571428571429,0.1794871794871795,0.1794871794871795,0.2366412213740458,0.2824427480916031,5.473000000000001,,0.3241525423728814,12.0,13.0,5.0,20.0,1.0,6.0,11.0,2.0,12.0,26.0,,,18.0,1.0,7.0,26.0,18.0,1.0,1.0,0.4642857142857143,0.275,0.07792207792207792,0.1171875,0.08196721311475409,0.6923076923076923,0.3333333333333333,0.5217391304347826,0.08333333333333333,,,,,0.0625,,,,,,,,True,,,
344,1610612765,Dana Barros,Dana Barros,344,DET,64950.0,1082,-67,2155,2150,792,787,314,4305,28,61,4,13.0,28,19.0,39,92.0,207,4.0,13.0,1.0,1.0,3.0,7.0,40.0,92.0,12.0,14.0,27.0,139,307,44.0,105.0,68.0,478,2196,25,8.0,13.0,53.0,47,104,17.0,34.0,48.0,193,100,178.0,114.0,18.0,,92.0,40.0,11,96.0,14.0,110.0,7.0,7.0,38.0,42.0,234.0,6.0,,15.0,71,88,6.0,94,2.0,30.0,20.0,10.0,38.0,9.0,24.0,22,5.0,14.0,60,3.0,22.0,21,63,,80.0,3.0,14.0,24.0,1.0,193,792,15.0,0.3597122302158273,0.36231884057971014,0.8636363636363636,0.41904761904761906,0.6153846153846154,0.5,0.41904761904761906,0.4527687296416938,0.4519230769230769,0.4975728155339806,0.6842105263157895,0.5253623188405797,0.5268456375838926,0.6794871794871795,0.5748502994011976,0.25485436893203883,0.035830618892508145,0.08196721311475409,0.02564102564102564,0.024154589371980676,20.143027413587603,0.6333333333333333,,0.08953341740226986,0.006688963210702341,0.07389162561576355,0.08634538152610442,0.005623242736644799,0.014778325123152709,0.005063291139240506,0.06926406926406926,0.07860262008733625,0.1111111111111111,0.07333333333333333,0.07547169811320754,0.009302325581395349,0.14805825242718446,0.45901639344262296,0.5,0.14285714285714285,0.09466019417475728,0.48717948717948717,0.5,0.5024271844660194,0.4444444444444444,0.45544554455445546,0.4782608695652174,0.03155339805825243,0.3076923076923077,0.3076923076923077,1.0,0.22330097087378642,0.43478260869565216,0.43478260869565216,0.85,0.10526315789473684,0.02631578947368421,1.0,1.0,0.3157894736842105,0.2028985507246377,0.4642857142857143,0.050724637681159424,0.42857142857142855,0.1956521739130435,0.5185185185185185,0.4029126213592233,0.43478260869565216,0.4540489077669903,0.44428382352941176,0.4462855072463768,0.03309692671394799,0.0440251572327044,0.1108786610878661,0.40376569037656906,13.841368078175893,25.91619047619047,0.36751740139211136,2.0,14.0,1.0,2.0,16.0,,2.0,3.0,1.0,2.0,,,1.0,1.0,,2.0,,,,0.56,0.024691358024691357,,0.0033444816053511705,,,0.10526315789473684,0.5,,,,,,,7.0,7.0,0.5833333333333334,1.0,,,,True,,,
376,1610612765,Eric Montross,Eric Montross,376,DET,7754.0,129,-13,250,255,82,92,42,505,6,11,4,,3,7.0,17,1.0,4,,,,,,,,,,,,14,32,,,3.0,31,288,4,,,4.0,2,10,,,2.0,6,20,8.0,,,,,,2,1.0,1.0,2.0,1.0,,,1.0,5.0,6.0,2.0,4.0,13,26,10.0,36,,1.0,,1.0,4.0,1.0,2.0,4,,2.0,8,,3.0,17,24,,7.0,1.0,4.0,,,6,82,2.0,0.7142857142857143,0.8333333333333334,,,,,,0.4375,0.2,0.4375,0.5,0.2,0.44285714285714284,0.4,0.25,,0.0625,0.09090909090909091,0.058823529411764705,,14.285714285714286,0.5,0.14285714285714285,0.15294117647058825,0.05555555555555555,0.3076923076923077,0.17346938775510204,0.06299212598425197,0.10344827586206896,,0.16666666666666666,0.041666666666666664,0.21621621621621623,0.2727272727272727,0.5,,0.34375,0.5454545454545454,0.6,0.6666666666666666,0.53125,0.4117647058823529,0.4375,0.125,0.25,0.25,1.0,,,,,,,,,1.0,,,,,0.3,,,,,,0.34375,,0.45271249999999996,0.535675,0.44192,0.11428571428571428,0.11428571428571428,0.12903225806451613,0.1935483870967742,6.3625,,0.328,2.0,2.0,,4.0,,2.0,9.0,,1.0,5.0,,,3.0,1.0,1.0,5.0,4.0,,1.0,0.5,0.75,0.10526315789473684,0.08571428571428572,0.15384615384615385,0.8,0.7142857142857143,0.5,,,,,,,,,,,,,,True,,,
693,1610612765,Joe Smith,Joe Smith,693,DET,31538.0,526,36,1050,1038,418,384,144,2088,28,62,21,11.0,26,19.0,69,28.0,85,,,,,,,,2.0,,,2.0,75,216,,2.0,77.0,227,1039,34,,,43.0,22,80,,2.0,37.0,81,90,60.0,,,1.0,1.0,,15,8.0,5.0,13.0,3.0,2.0,3.0,4.0,31.0,42.0,2.0,21.0,63,90,50.0,140,7.0,9.0,5.0,4.0,10.0,1.0,2.0,17,4.0,8.0,27,6.0,7.0,31,65,4.0,99.0,5.0,41.0,11.0,,81,418,9.0,0.6,0.6923076923076923,,,,,,0.3472222222222222,0.275,0.3440366972477064,0.4117647058823529,0.2682926829268293,0.42830188679245285,0.5,0.3932038834951456,0.009174311926605505,0.06944444444444445,0.11290322580645161,0.10144927536231885,0.011764705882352941,24.192212096106047,0.37037037037037035,0.05714285714285714,0.1590909090909091,0.09480812641083522,0.19626168224299065,0.16699801192842942,0.09230769230769231,0.0660377358490566,0.08695652173913043,0.19607843137254902,0.14754098360655737,0.14534883720930233,0.17647058823529413,0.2727272727272727,0.05555555555555555,0.28440366972477066,0.45161290322580644,0.509090909090909,0.2857142857142857,0.3165137614678899,0.2753623188405797,0.3064516129032258,0.38990825688073394,0.32941176470588235,0.3333333333333333,0.9285714285714286,,,,,0.009174311926605505,,,,0.6176470588235294,,,,,0.3170731707317073,0.4230769230769231,,,0.024390243902439025,,0.29357798165137616,,0.4311509216589861,0.46085806451612904,0.4266574074074075,0.16141732283464566,0.1626984126984127,0.1894273127753304,0.3568281938325991,9.922222222222219,44.45,0.3980952380952381,12.0,14.0,15.0,20.0,1.0,6.0,6.0,7.0,1.0,11.0,,,7.0,,4.0,11.0,7.0,,1.0,0.4117647058823529,0.17647058823529413,0.07792207792207792,0.13076923076923078,0.05555555555555555,0.6363636363636364,0.5789473684210527,0.5714285714285714,,1.0,0.5,,0.5,0.13043478260869565,,,,,,,,True,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,10757.0,179,-24,351,358,93,114,46,709,18,34,7,8.0,9,9.0,22,4.0,10,,,,,,,,,,,,31,66,,,14.0,76,360,10,,,12.0,13,18,,,3.0,29,40,22.0,,,,,,9,8.0,,8.0,,,6.0,2.0,16.0,5.0,,5.0,21,32,9.0,41,1.0,8.0,6.0,2.0,10.0,1.0,6.0,4,1.0,4.0,14,1.0,4.0,10,23,2.0,23.0,3.0,11.0,2.0,,29,93,5.0,0.6451612903225806,0.6896551724137931,,,,,,0.4696969696969697,0.7222222222222222,0.4696969696969697,0.6,0.7222222222222222,0.5,0.6,0.725,,0.13636363636363635,0.20588235294117646,0.09090909090909091,,22.11302211302211,0.7142857142857143,,0.14285714285714285,0.03787878787878788,0.1388888888888889,0.14207650273224043,0.05454545454545454,0.03571428571428571,0.01818181818181818,0.07142857142857142,0.20833333333333334,0.14035087719298245,0.14285714285714285,0.125,0.038461538461538464,0.5151515151515151,0.5294117647058824,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.4090909090909091,0.45,0.15151515151515152,0.4,0.4,1.0,,,,,,,,,0.7,,,,,0.5,0.8888888888888888,,,,,0.5151515151515151,,0.5004393939393939,0.5302142857142857,0.5069388888888888,0.14864864864864866,0.14864864864864866,0.15789473684210525,0.3815789473684211,5.590909090909091,,0.26495726495726496,4.0,6.0,,4.0,,4.0,6.0,,2.0,1.0,,,1.0,,,1.0,1.0,,,0.6,0.35294117647058826,0.12121212121212122,0.061224489795918366,0.07407407407407407,1.0,0.2222222222222222,0.5714285714285714,0.5,,,,,0.3333333333333333,,,,,1.0,,,True,,,
961,1610612765,John Wallace,John Wallace,961,DET,14390.0,240,-23,477,480,150,172,74,957,14,26,9,5.0,5,13.0,25,25.0,55,,1.0,,,,,2.0,7.0,,,4.0,52,106,2.0,8.0,21.0,131,476,21,,,25.0,11,21,,4.0,8.0,30,52,52.0,6.0,,,7.0,2.0,5,7.0,2.0,9.0,2.0,,4.0,2.0,20.0,10.0,,4.0,16,27,12.0,39,1.0,9.0,5.0,4.0,10.0,2.0,7.0,9,,3.0,19,2.0,,10,26,,29.0,3.0,15.0,1.0,,30,150,6.0,0.5,0.5306122448979592,1.0,0.25,,,0.25,0.49056603773584906,0.5238095238095238,0.4824561403508772,0.5238095238095238,0.44,0.515748031496063,0.5681818181818182,0.4838709677419355,0.07017543859649122,0.04716981132075472,0.15384615384615385,0.04,,25.65905096660808,0.5263157894736842,,0.08080808080808081,0.046296296296296294,0.08163265306122448,0.08097165991902834,0.04878048780487805,0.02127659574468085,0.05154639175257732,0.075,0.10416666666666667,0.07142857142857142,0.10810810810810811,,0.01818181818181818,0.22807017543859648,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.21929824561403508,0.52,0.5416666666666666,0.4824561403508772,0.45454545454545453,0.45454545454545453,0.44,0.008771929824561403,,,,0.06140350877192982,0.2857142857142857,0.2857142857142857,1.0,0.42857142857142855,,,,,0.2,1.0,,,0.16,,0.2982456140350877,0.2857142857142857,0.44225350877192987,0.4528157894736842,0.44959400000000005,0.11904761904761904,0.1271186440677966,0.19083969465648856,0.22900763358778625,11.156603773584907,25.6625,0.31446540880503143,5.0,11.0,3.0,6.0,1.0,2.0,7.0,4.0,2.0,4.0,2.0,,3.0,1.0,,6.0,5.0,,,0.5238095238095238,0.4375,0.06666666666666667,0.05555555555555555,0.08695652173913043,0.8333333333333334,0.5384615384615384,0.5555555555555556,0.4,,,,,,,,,,,1.0,2.0,True,,,
966,1610612765,Jerome Williams,Jerome Williams,966,DET,16080.0,268,21,517,521,183,173,92,1038,18,49,21,3.0,16,4.0,8,4.0,14,,,,,,,,,,,,26,71,,,18.0,70,516,25,,,20.0,4,21,,,6.0,14,24,28.0,,,,,,8,10.0,2.0,12.0,1.0,1.0,4.0,4.0,26.0,29.0,4.0,9.0,40,55,38.0,93,3.0,16.0,9.0,7.0,4.0,1.0,3.0,7,,1.0,11,2.0,6.0,15,34,5.0,30.0,2.0,14.0,2.0,,14,183,4.0,0.46153846153846156,0.6666666666666666,,,,,,0.36619718309859156,0.19047619047619047,0.36619718309859156,0.36,0.19047619047619047,0.4117647058823529,0.37037037037037035,0.2692307692307692,,0.11267605633802817,0.14285714285714285,,0.07142857142857142,15.311004784688997,0.36363636363636365,0.15384615384615385,0.2222222222222222,0.125,0.16071428571428573,0.2076271186440678,0.12878787878787878,0.16666666666666666,0.11214953271028037,0.125,0.3170731707317073,0.25333333333333335,0.13953488372093023,0.23076923076923078,0.08571428571428572,0.6901408450704225,0.3673469387755102,0.42857142857142855,0.4444444444444444,0.11267605633802817,0.5,0.5,0.19718309859154928,0.2857142857142857,0.3076923076923077,0.75,,,,,,,,,0.84,,,,,0.7619047619047619,0.1875,,,,,0.6901408450704225,,0.5135845070422534,0.5164875,0.5059809523809525,0.1686746987951807,0.1686746987951807,0.2857142857142857,0.2,4.560563380281691,,0.3539651837524178,8.0,9.0,2.0,16.0,2.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,3.0,,,4.0,2.0,,,0.36,0.2857142857142857,0.15625,0.12048192771084337,0.15789473684210525,0.5,0.25,0.38095238095238093,0.125,,,,,0.15384615384615385,,,,,,,,True,,,
