EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,HeaveAttempts,Fg3aBlocked,Corner3Assists,Technical Free Throw Trips,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Clear Path Fouls,HeaveMakes,on
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,43374.0,723,-41.0,1400,1401,328,306,149,2801,55.0,82,20.0,36.0,11.0,16.0,17.0,36,20.0,42.0,1.0,1.0,92.0,160,1.0,34,218,1440,22.0,41.0,9.0,53.0,18.0,30,1.0,17.0,53.0,136.0,48.0,28.0,1.0,4.0,10,2.0,12,2.0,1.0,5.0,4.0,26,12.0,47.0,13.0,110,11.0,134,59.0,193,7.0,20.0,14.0,6.0,11,3.0,7.0,17.0,2.0,4.0,3.0,28,5.0,5.0,61.0,108,19.0,3.0,54,6.0,23.0,7.0,51.0,36.0,15.0,51.0,27.0,1.0,2.0,4.0,53.0,328,13.0,0.7391304347826086,0.8717948717948718,0.575,0.5365853658536586,0.6,0.5714285714285714,0.5365853658536586,0.5806451612903226,0.5891891891891892,0.5520833333333334,0.6463414634146342,0.006211180124223602,0.025,0.04878048780487805,13.51522842639594,0.39285714285714285,0.3235294117647059,0.20408163265306123,0.091796875,0.1111111111111111,0.07894736842105263,0.1875,0.08885542168674698,0.1099476439790576,0.11278195488721804,0.05851063829787234,0.08108108108108109,0.07317073170731707,0.20394736842105263,0.20666666666666667,0.20253164556962025,0.11764705882352941,0.09375,0.1076923076923077,0.5294117647058824,0.5093167701863354,0.6707317073170732,0.7051282051282052,0.6363636363636364,0.2236024844720497,0.4722222222222222,0.4722222222222222,0.8235294117647058,0.2608695652173913,0.47619047619047616,0.47619047619047616,0.95,0.006211180124223602,0.8780487804878049,0.5555555555555556,0.3,0.5161290322580645,0.6875,0.03225806451612903,0.515527950310559,0.47956375000000007,0.5421710526315789,0.4858433333333333,0.12921348314606743,0.12994350282485875,0.24311926605504589,0.24311926605504589,7.034375000000002,38.6,0.2342857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1559,1610612738,Adrian Griffin,Adrian Griffin,1559,BOS,16267.0,271,,521,532,229,244,78,1053,9.0,18,1.0,2.0,4.0,7.0,4.0,10,4.0,18.0,5.0,2.0,17.0,46,13.0,9,58,548,2.0,6.0,2.0,9.0,8.0,15,4.0,8.0,24.0,14.0,20.0,2.0,5.0,4.0,17,4.0,21,4.0,7.0,1.0,9.0,46,3.0,15.0,5.0,32,7.0,44,19.0,63,5.0,13.0,4.0,9.0,6,,1.0,5.0,,5.0,,11,,3.0,14.0,35,4.0,3.0,13,1.0,7.0,,3.0,2.0,1.0,3.0,3.0,,,,24.0,229,9.0,0.4117647058823529,0.4375,0.3695652173913043,0.3333333333333333,0.5333333333333333,0.4152542372881356,0.5,0.42105263157894735,0.4461538461538462,0.5,0.5,0.22033898305084745,0.08695652173913043,0.2222222222222222,12.479474548440066,0.5454545454545454,0.2916666666666667,0.1871345029239766,0.07894736842105263,0.11904761904761904,0.04477611940298507,0.17370892018779344,0.07003891050583658,0.029850746268656716,0.09259259259259259,0.11594202898550725,0.038461538461538464,0.06666666666666667,0.15217391304347827,0.2,0.2,0.11428571428571428,0.14285714285714285,0.15151515151515152,1.0,0.3050847457627119,0.5,0.6428571428571429,0.3333333333333333,0.1694915254237288,0.4,0.4,,0.3050847457627119,0.2222222222222222,0.2222222222222222,1.0,0.0847457627118644,0.2857142857142857,0.5,,0.3684210526315789,0.5714285714285714,0.10526315789473684,0.5254237288135594,0.48661101694915254,0.47400000000000003,0.48215,0.1076923076923077,0.1346153846153846,0.15517241379310345,0.41379310344827586,8.615217391304348,24.823076923076922,0.43953934740882916,4.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,12.0,3.0,1.0,1.0,0.8,0.38461538461538464,1.0,0.38461538461538464,0.0625,0.13559322033898305,0.5,0.5,0.75,0.2,0.2,1.0,0.14285714285714285,1.0,0.10526315789473684,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1594,1610612738,Rick Brunson,Rick Brunson,1594,BOS,5712.0,95,-12.0,189,183,51,71,20,372,3.0,4,,,,,1.0,3,,5.0,6.0,1.0,4.0,12,9.0,3,14,205,,,,,,1,2.0,,,,8.0,,4.0,2.0,7,11.0,18,8.0,3.0,2.0,2.0,47,,,,4,,4,,4,,4.0,3.0,1.0,4,1.0,2.0,2.0,1.0,2.0,,6,,2.0,6.0,13,,,6,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,51,3.0,,,0.3333333333333333,,,0.2619047619047619,,,0.30434782608695654,,,0.42857142857142855,0.16666666666666666,0.25,13.679245283018867,0.6666666666666666,,0.06779661016949153,,,,0.05405405405405406,,,,,,,0.2,0.05263157894736842,,,,,1.0,0.19047619047619047,0.75,1.0,,0.14285714285714285,0.3333333333333333,0.5,,0.23809523809523808,,,,0.2857142857142857,,,,,,0.3333333333333333,0.6190476190476191,0.4775552631578947,0.47805,0.5043666666666667,0.09090909090909091,0.15384615384615385,,,10.899999999999999,30.200000000000003,0.2698412698412698,,3.0,,1.0,1.0,1.0,1.0,,1.0,3.0,,1.0,,1.0,0.1111111111111111,,0.14285714285714285,,0.14285714285714285,,,,0.16666666666666666,0.2,1.0,1.0,,0.3333333333333333,0.25,2.0,1.0,3.0,1.0,0.1111111111111111,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,168939.0,2816,-88.0,5430,5405,1332,1342,637,10835,243.0,426,27.0,49.0,57.0,96.0,70.0,195,178.0,395.0,268.0,85.0,491.0,1016,338.0,491,1878,5696,44.0,93.0,15.0,154.0,112.0,215,96.0,199.0,528.0,572.0,410.0,40.0,267.0,77.0,156,72.0,228,43.0,81.0,25.0,50.0,528,23.0,61.0,67.0,301,26.0,394,86.0,480,33.0,130.0,82.0,48.0,128,22.0,61.0,108.0,17.0,67.0,23.0,236,23.0,53.0,99.0,228,14.0,36.0,659,58.0,269.0,75.0,58.0,35.0,10.0,65.0,36.0,1.0,1.0,2.0,528.0,1332,26.0,0.5824847250509165,0.6072186836518046,0.48326771653543305,0.4731182795698925,0.5209302325581395,0.5121861152141802,0.54296875,0.5289389067524116,0.5692588092345079,0.5503597122302158,0.6111111111111112,0.24963072378138848,0.07578740157480315,0.1056338028169014,30.53075799383217,0.5423728813559322,0.14054054054054055,0.15701617110067814,0.0328133405056482,0.13480885311871227,0.031988873435326845,0.15244407622203812,0.032583397982932506,0.04090267983074753,0.046242774566473986,0.012678288431061807,0.03339517625231911,0.027777777777777776,0.1276595744680851,0.1609442060085837,0.17361894024802707,0.1319796954314721,0.14563106796116504,0.05172413793103448,0.5538461538461539,0.31462333825701627,0.5704225352112676,0.6377952755905512,0.5308641975308642,0.14401772525849335,0.358974358974359,0.41916167664670656,0.6428571428571429,0.2917282127031019,0.4506329113924051,0.45524296675191817,0.6292134831460674,0.19793205317577547,0.3828125,0.5510204081632653,0.14814814814814814,0.3086816720257235,0.59375,0.2733118971061093,0.5642540620384048,0.48683651851851867,0.49495047619047616,0.47712736156351787,0.17759388924252067,0.21923390383048086,0.08200212992545261,0.28115015974440893,9.049901574803153,25.26331360946746,0.24530386740331492,29.0,70.0,4.0,8.0,11.0,106.0,135.0,17.0,35.0,363.0,42.0,106.0,2.0,0.8962962962962963,0.3994082840236686,0.4857142857142857,0.40059347181008903,0.011235955056179775,0.051698670605613,0.4142857142857143,0.4264705882352941,0.9655172413793104,0.39552238805970147,0.4,0.8773584905660378,0.0625,0.5,0.03536977491961415,0.3970037453183521,1.0,5.0,29.0,8.0,0.014792899408284023,0.14358974358974358,0.011194029850746268,4.0,13.0,27.0,31.0,35.0,4.0,10.0,7.0,4.0,3.0,13.0,0.3645833333333333,0.010126582278481013,0.02857142857142857,1.0,0.2109375,0.48148148148148145,1.0,0.36363636363636365,0.36470588235294116,0.029069767441860465,,,,True
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,203617.0,3394,-117.0,6545,6517,1764,1875,779,13062,334.0,640,64.0,108.0,82.0,145.0,89.0,294,67.0,183.0,546.0,157.0,490.0,1117,603.0,249,1892,6846,78.0,141.0,31.0,268.0,125.0,254,172.0,92.0,501.0,346.0,634.0,100.0,542.0,116.0,375,70.0,445,48.0,186.0,52.0,137.0,960,22.0,126.0,111.0,378,79.0,568,151.0,719,44.0,138.0,78.0,60.0,151,38.0,91.0,150.0,22.0,60.0,34.0,301,18.0,80.0,90.0,251,12.0,42.0,348,38.0,153.0,39.0,48.0,32.0,13.0,49.0,23.0,1.0,,1.0,501.0,1764,41.0,0.35306122448979593,0.3931818181818182,0.4386750223813787,0.5531914893617021,0.4921259842519685,0.47761627906976745,0.6045918367346939,0.4800469483568075,0.5045357524012807,0.6261682242990654,0.5143737166324436,0.3505813953488372,0.10384959713518353,0.1328125,29.226630800269,0.5016611295681063,0.3319327731092437,0.16477768090671316,0.05614973262032086,0.19137931034482758,0.02528735632183908,0.17014613778705637,0.047527296082209375,0.0748847926267281,0.03937007874015748,0.048582995951417005,0.02786377708978328,0.017857142857142856,0.14050822122571002,0.1782006920415225,0.1728748806112703,0.19213973799126638,0.1885245901639344,0.049943246311010214,0.46938775510204084,0.37209302325581395,0.521875,0.6018018018018018,0.3712574850299401,0.17093023255813952,0.30272108843537415,0.3371212121212121,0.30337078651685395,0.1063953488372093,0.366120218579235,0.36813186813186816,0.3283582089552239,0.3174418604651163,0.5510204081632653,0.5925925925925926,0.0625,0.3403755868544601,0.5655172413793104,0.3685446009389671,0.7226744186046512,0.4982452186588922,0.5138971153846152,0.4844659952606635,0.08337874659400545,0.1241883116883117,0.1416490486257928,0.26479915433403806,5.774037600716204,25.58457711442786,0.2695187165775401,22.0,57.0,1.0,3.0,15.0,199.0,221.0,27.0,55.0,618.0,45.0,199.0,3.0,0.9321266968325792,0.36650082918739635,0.4909090909090909,0.36894824707846413,0.014084507042253521,0.03313953488372093,0.38596491228070173,0.38596491228070173,0.9545454545454546,0.36446886446886445,0.36446886446886445,0.9296482412060302,0.015306122448979591,0.3333333333333333,0.035211267605633804,0.3671586715867159,4.0,,22.0,2.0,,0.10204081632653061,,4.0,26.0,52.0,49.0,53.0,,,1.0,1.0,,3.0,0.3081395348837209,0.00546448087431694,,,0.2653061224489796,0.5,0.9615384615384616,0.26666666666666666,0.31210191082802546,,2.0,,,True
179,1610612738,Bryant Stith,Bryant Stith,179,BOS,129679.0,2161,-101.0,4167,4121,994,1020,470,8288,55.0,108,14.0,25.0,18.0,26.0,26.0,76,52.0,137.0,95.0,19.0,133.0,321,198.0,153,641,4353,22.0,47.0,14.0,70.0,30.0,68,42.0,64.0,172.0,168.0,98.0,18.0,95.0,34.0,91,59.0,150,46.0,38.0,24.0,29.0,359,21.0,33.0,38.0,129,6.0,173,57.0,230,12.0,74.0,47.0,27.0,40,9.0,27.0,36.0,7.0,13.0,4.0,76,11.0,17.0,65.0,157,12.0,13.0,184,10.0,57.0,22.0,11.0,7.0,3.0,11.0,4.0,1.0,,2.0,172.0,994,20.0,0.631578947368421,0.6774193548387096,0.4143302180685358,0.46808510638297873,0.4411764705882353,0.4701348747591522,0.4666666666666667,0.4909090909090909,0.5186757215619694,0.5151515151515151,0.565068493150685,0.3815028901734104,0.1059190031152648,0.17592592592592593,14.082412914188616,0.5263157894736842,0.04411764705882353,0.08582834331337326,0.022774327122153208,0.10644257703081232,0.04030710172744722,0.08978494623655914,0.027411167512690356,0.03169014084507042,0.0175,0.016632016632016633,0.04712041884816754,0.02158273381294964,0.07423580786026202,0.08415841584158416,0.09516380655226209,0.1056338028169014,0.1095890410958904,0.04395604395604396,0.36363636363636365,0.20809248554913296,0.5092592592592593,0.6179775280898876,0.509090909090909,0.1464354527938343,0.34210526315789475,0.40625,0.4230769230769231,0.26396917148362237,0.3795620437956204,0.3880597014925373,0.8653846153846154,0.18304431599229287,0.4166666666666667,0.56,0.21428571428571427,0.23636363636363636,0.6923076923076923,0.17272727272727273,0.5895953757225434,0.4893343930635839,0.48966413043478263,0.4836981818181819,0.10229276895943562,0.15489130434782608,0.10920436817472699,0.26833073322932915,10.24797507788162,24.37929292929293,0.23854091672666186,39.0,103.0,1.0,7.0,23.0,35.0,74.0,4.0,13.0,216.0,6.0,35.0,3.0,0.972972972972973,0.37373737373737376,0.3076923076923077,0.37373737373737376,0.022388059701492536,0.19845857418111754,0.3786407766990291,0.38235294117647056,1.0,0.3684210526315789,0.3723404255319149,0.9428571428571428,0.11666666666666667,0.14285714285714285,0.20909090909090908,0.3684210526315789,,2.0,13.0,33.0,0.010101010101010102,0.15789473684210525,0.010526315789473684,8.0,3.0,6.0,8.0,16.0,,1.0,,,,1.0,0.38095238095238093,0.021897810218978103,0.009708737864077669,1.0,0.1,0.5,0.6666666666666666,0.34782608695652173,0.42105263157894735,0.005025125628140704,,1.0,,True
1960,1610612738,Milt Palacio,Milt Palacio,1960,BOS,54624.0,910,-28.0,1759,1763,642,662,197,3522,61.0,106,2.0,7.0,22.0,35.0,8.0,20,23.0,58.0,20.0,13.0,92.0,184,27.0,67,272,1833,4.0,14.0,2.0,13.0,30.0,56,16.0,33.0,105.0,84.0,100.0,4.0,16.0,18.0,64,56.0,120,43.0,27.0,11.0,26.0,296,6.0,13.0,11.0,39,4.0,54,19.0,73,3.0,39.0,21.0,18.0,37,5.0,16.0,18.0,1.0,21.0,4.0,55,4.0,25.0,28.0,69,2.0,5.0,79,9.0,32.0,10.0,,,,,,,,,105.0,642,13.0,0.45652173913043476,0.4666666666666667,0.5,0.2857142857142857,0.5357142857142857,0.48578199052132703,0.3235294117647059,0.5,0.5512295081967213,0.3611111111111111,0.5777777777777777,0.12796208530805686,0.09782608695652174,0.1320754716981132,15.040241448692154,0.6727272727272727,0.046511627906976744,0.06735751295336788,0.02292768959435626,0.06626506024096386,0.022988505747126436,0.06711409395973154,0.022946859903381644,0.02553191489361702,0.02112676056338028,0.021052631578947368,0.03,,0.08609271523178808,0.026143790849673203,0.08,0.06060606060606061,0.08823529411764706,0.03488372093023256,,0.5023696682464455,0.5754716981132075,0.6630434782608695,0.32786885245901637,0.0947867298578199,0.4,0.47058823529411764,0.5,0.27488151658767773,0.39655172413793105,0.40350877192982454,0.782608695652174,0.0947867298578199,0.4117647058823529,0.2857142857142857,,0.4861111111111111,0.6285714285714286,0.18055555555555555,0.6303317535545023,0.5090352657004831,0.47014999999999996,0.4957235294117646,0.13675213675213677,0.15458937198067632,0.04779411764705882,0.3860294117647059,7.010326086956522,28.340740740740742,0.3649801023308698,2.0,7.0,,,3.0,5.0,7.0,1.0,3.0,21.0,,4.0,,1.0,0.25925925925925924,0.3333333333333333,0.25,,0.03317535545023697,0.2857142857142857,0.2857142857142857,1.0,0.25,0.2631578947368421,1.0,,,0.041666666666666664,0.25,3.0,1.0,13.0,4.0,0.037037037037037035,0.15,0.05,1.0,1.0,3.0,3.0,4.0,,,,,,,0.25,0.017241379310344827,,,0.17647058823529413,0.3333333333333333,1.0,0.3333333333333333,0.23076923076923078,,,,1.0,True
72,1610612738,Kenny Anderson,Kenny Anderson,72,BOS,44905.0,748,-41.0,1458,1441,322,355,171,2899,30.0,52,4.0,8.0,6.0,10.0,15.0,47,19.0,59.0,26.0,10.0,64.0,158,29.0,53,211,1528,6.0,15.0,6.0,24.0,18.0,35,11.0,26.0,68.0,50.0,78.0,4.0,26.0,12.0,69,48.0,117,31.0,30.0,15.0,24.0,282,5.0,8.0,13.0,33,2.0,48,15.0,63,3.0,37.0,15.0,22.0,25,5.0,15.0,19.0,1.0,10.0,2.0,44,3.0,8.0,20.0,55,1.0,5.0,61,6.0,23.0,9.0,1.0,1.0,,2.0,1.0,,,,68.0,322,7.0,0.390625,0.4032258064516129,0.4050632911392405,0.4,0.5142857142857142,0.42245989304812837,0.47368421052631576,0.45652173913043476,0.49061032863849763,0.5714285714285714,0.5677966101694916,0.15508021390374332,0.0759493670886076,0.11538461538461539,15.556900726392252,0.5681818181818182,0.046511627906976744,0.06261859582542695,0.015209125475285171,0.09285714285714286,0.026737967914438502,0.06896551724137931,0.0182328190743338,0.019801980198019802,0.012048192771084338,0.012658227848101266,0.02962962962962963,0.019230769230769232,0.03550295857988166,0.06504065040650407,0.08085106382978724,0.09009009009009009,0.10344827586206896,0.030303030303030304,0.5,0.27807486631016043,0.5769230769230769,0.6521739130434783,0.4666666666666667,0.25133689839572193,0.3191489361702128,0.35714285714285715,0.13333333333333333,0.3155080213903743,0.3220338983050847,0.3275862068965517,0.47368421052631576,0.13903743315508021,0.42105263157894735,0.5,0.5,0.21739130434782608,0.6,0.21739130434782608,0.43315508021390375,0.46945935828876995,0.497053125,0.446445652173913,0.11274509803921569,0.13142857142857142,0.11374407582938388,0.3222748815165877,9.94493670886076,25.25172413793103,0.22085048010973937,,3.0,,,1.0,10.0,10.0,2.0,4.0,24.0,6.0,10.0,2.0,0.8,0.3448275862068966,0.5,0.3448275862068966,0.06060606060606061,0.016042780748663103,,,,0.38461538461538464,0.38461538461538464,0.8,,,0.021739130434782608,0.38461538461538464,,,17.0,3.0,,0.10638297872340426,,,2.0,4.0,2.0,2.0,,,1.0,1.0,,,0.18181818181818182,0.01694915254237288,,,0.21052631578947367,0.5,1.0,,0.2,,,,,True
753,1610612738,Randy Brown,Randy Brown,753,BOS,68924.0,1149,-41.0,2175,2182,429,492,271,4357,29.0,56,4.0,7.0,6.0,11.0,4.0,14,64.0,150.0,,,97.0,220,,19,213,2265,6.0,15.0,1.0,13.0,19.0,36,,12.0,50.0,152.0,42.0,6.0,,14.0,71,72.0,143,53.0,33.0,18.0,20.0,358,5.0,17.0,18.0,54,1.0,73,22.0,95,5.0,58.0,18.0,40.0,29,7.0,21.0,16.0,2.0,8.0,1.0,45,,8.0,48.0,118,1.0,6.0,33,1.0,8.0,8.0,9.0,6.0,2.0,9.0,3.0,,,,50.0,429,17.0,0.7835051546391752,0.8085106382978723,0.4409090909090909,0.4,0.5277777777777778,0.4409090909090909,0.4,0.5277777777777778,0.44893617021276594,0.38235294117647056,0.5434782608695652,,0.06363636363636363,0.16071428571428573,11.281224818694602,0.6444444444444445,0.015151515151515152,0.0694980694980695,0.022020725388601035,0.09045226130653267,0.01953125,0.07377049180327869,0.021400778210116732,0.02464788732394366,0.024390243902439025,0.0176678445229682,0.02185792349726776,0.0136986301369863,0.056910569105691054,0.05641025641025641,0.08630952380952381,0.09615384615384616,0.06976744186046512,0.046296296296296294,0.3333333333333333,0.2545454545454545,0.5178571428571429,0.6170212765957447,0.5172413793103449,0.06363636363636363,0.2857142857142857,0.36363636363636365,0.75,0.6818181818181818,0.4266666666666667,0.43243243243243246,0.90625,,0.4666666666666667,0.5714285714285714,0.25,0.3055555555555556,0.5454545454545454,,0.2545454545454545,0.44749045454545455,0.4662285714285714,0.4441888888888889,0.03524229074889868,0.03524229074889868,0.06103286384976526,0.2347417840375587,13.296363636363635,,0.19724137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,2.0,,0.21428571428571427,,,,,,,,,,,,1.0,,0.013333333333333334,,,,,,,,,1.0,1.0,,True
1914,1610612738,Chris Herren,Chris Herren,1914,BOS,20334.0,339,1.0,659,654,205,234,87,1313,13.0,26,1.0,3.0,2.0,6.0,,7,,,31.0,10.0,13.0,33,42.0,7,69,711,1.0,4.0,,5.0,2.0,7,13.0,5.0,18.0,10.0,16.0,,31.0,3.0,27,21.0,48,14.0,8.0,7.0,12.0,117,1.0,3.0,2.0,12,1.0,15,4.0,19,,10.0,4.0,6.0,11,2.0,7.0,4.0,,4.0,1.0,15,,4.0,9.0,38,2.0,1.0,10,,5.0,,,,,,,,,,18.0,205,8.0,0.38461538461538464,0.38461538461538464,0.3939393939393939,0.25,0.2857142857142857,0.41333333333333333,0.35714285714285715,0.325,0.43125,0.35714285714285715,0.391304347826087,0.56,0.09090909090909091,0.038461538461538464,12.483574244415243,0.7333333333333333,0.03571428571428571,0.05084745762711865,0.014634146341463415,0.044444444444444446,0.008771929824561403,0.0498220640569395,0.012539184952978056,0.010638297872340425,0.015873015873015872,0.020833333333333332,,0.041666666666666664,,0.07462686567164178,0.0660377358490566,,0.25,,,0.3466666666666667,0.5,0.52,0.38461538461538464,0.09333333333333334,,,,,,,,0.41333333333333333,0.42857142857142855,0.3333333333333333,1.0,0.3,0.3333333333333333,0.5,0.9066666666666666,0.53207,0.4339,0.53071,0.0625,0.13157894736842105,0.07246376811594203,0.2608695652173913,2.9272727272727277,25.135714285714286,0.3110773899848255,3.0,11.0,,,3.0,9.0,12.0,1.0,3.0,36.0,,9.0,,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,,0.14666666666666667,0.2727272727272727,0.2727272727272727,1.0,0.2903225806451613,0.2903225806451613,1.0,,,0.15,0.2903225806451613,,,7.0,,,0.2857142857142857,,,1.0,3.0,3.0,3.0,,,,,,,0.23076923076923078,,,,0.42857142857142855,0.3333333333333333,1.0,,0.3,,,,,True
