EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,OffensiveGoaltends,Technical Free Throw Trips,PtsUnassisted3s,Corner3Assists,BlockedCorner3,on,3SecondViolations,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Clear Path Fouls
1110,1610612751,Mark Strickland,Mark Strickland,1110,NJN,910.0,15,-4.0,30,31,14,19,7,61,1.0,1.0,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,14,1.0,0.25,0.25,1.0,1.0,8.108108108108109,0.21428571428571427,0.5,0.25,0.25,0.2,0.5,1.0,0.3745,0.3745,1.0,15.2,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,5078.0,85,1.0,153,151,58,68,24,304,3.0,25.0,13.0,35.0,157,7.0,8.0,14.0,4.0,3.0,4.0,,9.0,2.0,10.0,12.0,20.0,4.0,,5.0,4.0,15.0,16.0,3.0,14.0,58,3.0,0.5147058823529411,0.5833333333333334,0.16,0.3333333333333333,21.666666666666668,0.15873015873015872,0.18181818181818182,0.16216216216216217,0.2222222222222222,0.15151515151515152,0.1111111111111111,0.11538461538461539,0.45569423076923077,0.3929142857142857,0.4,6.916,0.3790849673202614,7.0,10.0,3.0,5.0,1.0,2.0,4.0,12.0,1.0,11.0,1.0,3.0,6.0,2.0,8.0,3.0,10.0,12.0,6.0,1.0,1.0,1.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,4.0,2.0,0.45454545454545453,0.625,0.44,0.5,0.42857142857142855,0.4230769230769231,0.5,0.42857142857142855,0.5714285714285714,0.038461538461538464,0.1,0.16666666666666666,0.2,0.12698412698412698,0.1038961038961039,0.10526315789473684,0.20689655172413793,0.08333333333333333,0.5,0.1111111111111111,0.5,0.38461538461538464,0.7,0.7777777777777778,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.4,0.5,0.038461538461538464,0.8333333333333334,0.6,0.2857142857142857,0.5,0.4230769230769231,0.5533833333333333,0.16129032258064516,0.16666666666666666,0.22857142857142856,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1536,1610612751,Stephen Jackson,Stephen Jackson,1536,NJN,8165.0,136,-9.0,275,273,160,164,38,548,22.0,37.0,8.0,44.0,263,22.0,6.0,31.0,1.0,16.0,16.0,3.0,32.0,4.0,9.0,15.0,17.0,5.0,1.0,14.0,8.0,20.0,12.0,3.0,31.0,160,5.0,0.3793103448275862,0.4189189189189189,0.02702702702702703,0.045454545454545456,22.929936305732483,0.07894736842105263,0.2222222222222222,0.09848484848484848,0.04878048780487805,0.10869565217391304,0.2857142857142857,0.4230769230769231,0.4530186274509805,0.45352812499999995,0.7045454545454546,12.948648648648648,0.5818181818181818,5.0,10.0,1.0,1.0,3.0,7.0,1.0,5.0,12.0,12.0,15.0,1.0,3.0,1.0,6.0,8.0,18.0,6.0,,11.0,,,13.0,,1.0,2.0,1.0,7.0,6.0,9.0,1.0,5.0,7.0,,2.0,3.0,,,,,1.0,1.0,0.75,0.75,0.32432432432432434,0.3333333333333333,0.36363636363636365,0.34615384615384615,0.5,0.3787878787878788,0.5,0.28846153846153844,,,0.6428571428571429,0.009009009009009009,0.007407407407407408,,,0.07407407407407407,,0.029411764705882353,1.0,0.19230769230769232,0.5,0.5,0.6,0.09615384615384616,0.2,0.2,,0.23076923076923078,0.2,1.0,0.21212121212121213,0.42857142857142855,0.4807692307692308,0.49896,0.05454545454545454,0.075,0.13636363636363635,25.66666666666667,6.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,8.0,4.0,1.0,2.0,3.0,11.0,12.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.5,0.2727272727272727,0.2857142857142857,0.18181818181818182,0.06666666666666667,0.022222222222222223,0.2727272727272727,0.2857142857142857,1.0,0.057692307692307696,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,1.0,0.4,0.5,1.0,0.09090909090909091,0.3333333333333333,0.24242424242424243,0.25,0.2727272727272727,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2066,1610612751,Soumaila Samake,Soumaila Samake,2066,NJN,13386.0,223,-24.0,437,435,241,265,64,872,7.0,48.0,10.0,46.0,442,29.0,8.0,34.0,6.0,1.0,1.0,1.0,2.0,6.0,20.0,31.0,53.0,1.0,1.0,4.0,8.0,23.0,24.0,4.0,34.0,241,8.0,0.38333333333333336,0.4473684210526316,0.125,,12.598425196850393,0.12048192771084337,0.18181818181818182,0.1306532663316583,0.09615384615384616,0.10810810810810811,0.19230769230769232,0.14583333333333334,0.4670375,0.44995172413793116,0.7391304347826086,5.193750000000001,0.551487414187643,13.0,27.0,8.0,15.0,10.0,14.0,2.0,14.0,,18.0,,8.0,15.0,3.0,19.0,13.0,16.0,20.0,16.0,,,,,,16.0,22.0,,2.0,2.0,3.0,,2.0,4.0,3.0,,8.0,14.0,13.0,,1.0,14.0,11.0,0.4444444444444444,0.8,0.375,0.5333333333333333,0.4482758620689655,0.375,0.5333333333333333,0.4482758620689655,0.475,,0.18518518518518517,0.07142857142857142,0.75,0.09302325581395349,0.09722222222222222,0.12727272727272726,0.0851063829787234,0.175,0.14285714285714285,,0.7857142857142857,0.5625,0.48148148148148145,0.5909090909090909,0.38461538461538464,0.2916666666666667,0.14285714285714285,0.15384615384615385,,,1.0,0.5333333333333333,0.4827586206896552,0.7142857142857143,0.5625,0.5386769230769232,0.14285714285714285,0.14285714285714285,0.41304347826086957,,3.0,,,,,,,,,,,,,,,,,,1.0,5.0,,1.0,,,,,,,,,,0.29411764705882354,0.041666666666666664,0.07142857142857142,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,5.0,1.0,0.11363636363636363,0.1111111111111111,0.125,,,,,,,,,,,True,,,,,,,,,,,
2109,1610612751,Eddie Gill,Eddie Gill,2109,NJN,994.0,17,-5.0,34,34,14,19,7,68,3.0,3.0,1.0,5.0,30,1.0,,2.0,,3.0,3.0,2.0,6.0,,,,,,,,1.0,1.0,2.0,,2.0,14,,0.5,0.5,,,12.195121951219512,,,,,,,0.75,0.38081250000000005,0.40427500000000005,0.4,21.233333333333334,0.4117647058823529,,,,,,,,,1.0,2.0,1.0,,,,,1.0,,4.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,,1.0,0.5,,0.5,,0.25,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.25,,0.2,0.25,,27.8,2.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,1183.0,20,19.0,43,41,20,22,3,84,2.0,5.0,5.0,14.0,39,1.0,5.0,10.0,,,,,,,3.0,3.0,3.0,1.0,,2.0,1.0,3.0,5.0,,10.0,20,1.0,0.7,0.8333333333333334,,,25.0,0.25,,0.1875,,0.42857142857142855,,0.25,0.4961125,0.430875,0.7142857142857143,10.44,0.46511627906976744,1.0,2.0,,,,,1.0,1.0,2.0,3.0,3.0,,,,,1.0,4.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6,,1.0,0.5625,,0.625,,0.375,,,0.5,,,,,,,,,0.25,0.5,0.5,1.0,0.125,1.0,1.0,,0.25,,,,,0.625,0.4119,0.2,0.16666666666666666,,24.3,1.0,,1.0,,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,0.5,0.5,1.0,0.125,,,,0.5,0.5,1.0,,,,,0.25,,0.5,0.5,0.5,,,,,,1.0,1.0,1.0,0.25,,,,,,,True,,,,,,,,,,,
1735,1610612751,Vladimir Stepania,Vladimir Stepania,1735,NJN,1742.0,29,29.0,65,61,45,32,12,126,,8.0,7.0,11.0,45,4.0,6.0,8.0,1.0,2.0,2.0,,4.0,2.0,7.0,10.0,14.0,4.0,1.0,5.0,3.0,3.0,10.0,3.0,8.0,45,,0.4583333333333333,0.5,0.125,,22.666666666666668,0.25,0.6666666666666666,0.2903225806451613,0.1,0.35714285714285715,0.6666666666666666,,0.559775,0.527725,0.7272727272727273,1.6,0.6923076923076923,2.0,7.0,,3.0,1.0,3.0,,1.0,,2.0,,,4.0,2.0,2.0,1.0,4.0,,,,,,2.0,,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,,,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.25,,0.25,0.25,,0.25,0.16666666666666666,,0.14285714285714285,,0.2,0.10526315789473684,0.13043478260869565,0.2,,0.25,,0.2,0.5,0.875,0.2857142857142857,0.3333333333333333,1.0,0.125,,,,,0.75,,0.75,0.3333333333333333,0.875,0.5508333333333333,0.3333333333333333,0.3333333333333333,0.18181818181818182,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,0.25,0.25,,,,,,2.0,1.0,,,,,True,,,,,,,,,,,
1975,1610612751,Jamel Thomas,Jamel Thomas,1975,NJN,481.0,8,,16,16,10,11,4,32,2.0,4.0,,2.0,13,2.0,,2.0,,,,,,,1.0,1.0,3.0,,,1.0,,,,,2.0,10,,0.25,0.5,,,23.80952380952381,0.125,,0.1111111111111111,,0.2,,0.5,0.54785,0.7138,1.0,8.925,0.625,1.0,2.0,,1.0,1.0,2.0,,,,1.0,,,1.0,,,1.0,,2.0,,,,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,0.25,,0.5,0.25,,0.5,,,,,1.0,0.1111111111111111,0.18181818181818182,,,,,,,0.5,0.5,0.5,,,,,,,1.0,,1.0,0.5,0.5,0.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,
271,1610612751,Johnny Newman,Johnny Newman,271,NJN,8276.0,138,-22.0,270,266,145,159,37,536,14.0,42.0,19.0,58.0,285,14.0,8.0,18.0,9.0,1.0,3.0,,8.0,,8.0,8.0,11.0,3.0,,6.0,2.0,9.0,20.0,3.0,18.0,145,4.0,0.4523809523809524,0.375,0.21428571428571427,0.07142857142857142,22.258064516129032,0.0784313725490196,,0.06557377049180328,0.13333333333333333,0.0425531914893617,,0.25925925925925924,0.4297444444444445,0.41861499999999996,0.3103448275862069,9.392857142857142,0.5370370370370371,5.0,12.0,,2.0,1.0,4.0,6.0,16.0,8.0,18.0,12.0,,6.0,2.0,2.0,5.0,22.0,14.0,,8.0,2.0,2.0,1.0,,3.0,3.0,2.0,3.0,2.0,3.0,,2.0,3.0,,,7.0,,,,,,,0.6111111111111112,0.6111111111111112,0.42857142857142855,,0.35714285714285715,0.3611111111111111,,0.25,0.125,0.2222222222222222,0.4166666666666667,0.1875,0.5,0.030303030303030304,0.0234375,0.03125,0.03225806451612903,0.08,,0.07692307692307693,,0.2222222222222222,0.4166666666666667,0.7142857142857143,0.4,0.2962962962962963,0.375,0.46153846153846156,0.5,0.14814814814814814,0.2857142857142857,,0.2,0.25,0.4444444444444444,0.38214166666666677,0.11666666666666667,0.14583333333333334,0.034482758620689655,25.291666666666668,7.0,,4.0,,1.0,1.0,,1.0,,5.0,1.0,,1.0,,6.0,3.0,,1.0,,,1.0,1.0,1.0,,,,1.0,0.08333333333333333,,,0.08333333333333333,,,0.027777777777777776,0.5,0.5384615384615384,0.8571428571428571,0.07407407407407407,,,,0.125,0.125,1.0,,0.14285714285714285,,,0.05,,0.25,,0.125,,,,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,
950,1610612751,Stephon Marbury,Stephon Marbury,950,NJN,4681.0,78,-21.0,149,148,88,113,23,297,11.0,38.0,14.0,72.0,181,18.0,10.0,37.0,3.0,13.0,17.0,8.0,38.0,,8.0,9.0,13.0,5.0,,10.0,,5.0,19.0,1.0,37.0,88,1.0,0.5714285714285714,0.5441176470588235,0.07894736842105263,,41.24293785310734,0.17391304347826086,,0.13793103448275862,0.15384615384615385,0.1,,0.2,0.5131962962962963,0.5236574074074074,0.5138888888888888,6.810526315789472,0.5906040268456376,14.0,21.0,1.0,2.0,7.0,12.0,4.0,6.0,16.0,20.0,17.0,3.0,5.0,,6.0,9.0,6.0,34.0,2.0,15.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,2.0,6.0,,1.0,10.0,,,,,,,0.15,0.15789473684210525,0.5263157894736842,0.6,0.5,0.5272727272727272,0.5,0.48214285714285715,0.5,0.3090909090909091,0.14285714285714285,,0.5,0.037037037037037035,0.04,0.11764705882352941,,0.3076923076923077,,0.04,,0.38181818181818183,0.6666666666666666,0.7777777777777778,0.14285714285714285,0.10909090909090909,0.6666666666666666,0.6666666666666666,,0.2909090909090909,0.3333333333333333,0.5,0.42857142857142855,0.5833333333333334,0.6909090909090909,0.43931666666666663,0.16129032258064516,0.2222222222222222,0.08333333333333333,27.529411764705884,2.0,,1.0,,1.0,6.0,,1.0,3.0,9.0,6.0,,1.0,3.0,10.0,6.0,1.0,6.0,1.0,1.0,,3.0,1.0,1.0,,,0.3333333333333333,0.35294117647058826,,0.3,0.375,0.14285714285714285,0.1111111111111111,,0.18181818181818182,0.18181818181818182,0.5,0.01818181818181818,,,,0.375,0.375,0.3333333333333333,,0.16666666666666666,,,0.03571428571428571,,0.32142857142857145,0.3333333333333333,0.4,1.0,,0.047619047619047616,0.058823529411764705,,,,,,3.0,,,12.0,1.0,,True,,,,,,,,,,,
