EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGA,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeFGM,FtPoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimAssists,LostBallTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,FTDefRebounds,DefFTReboundPct,DefShortMidRangeReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips
147,1610612754,Jalen Rose,Jalen Rose,147,IND,247.0,4,-3,9,10,9,10,19,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,11,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,9,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,44.44444444444444,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5970333333333334,0.5970333333333334,1.0,3.1999999999999997,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,134.0,2,2,6,7,6,7,13,,,,,,,,1.0,,6,,1.0,,,,,,,,,,,,1.0,,6,1.0,,,,,,,16.666666666666668,,,,,,,,,,,0.3954,0.3954,,19.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,250.0,4,3,10,12,10,12,22,,,,,,,1.0,1.0,4.0,7,1.0,1.0,4.0,2.0,,,,,,,,,,1.0,4.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,,,,,,,,,,,0.3642,0.3642,1.0,17.6,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,137.0,2,4,6,7,6,7,13,,,,,,,,,,4,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1610612754,Lari Ketner,Lari Ketner,1930,IND,358.0,6,-1,13,15,13,15,28,,,,,,,,,,13,,,,,1.0,1.0,,2.0,2.0,,2.0,2.0,,,,13,,,,,,,,15.384615384615383,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,115.0,2,-6,3,5,3,5,8,,,,,,,,,,8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,325.0,5,-1,11,11,11,11,22,1.0,1.0,1.0,1.0,,,2.0,2.0,4.0,9,2.0,2.0,4.0,,,,,,,,,,,,4.0,11,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,27.272727272727273,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,1.0,0.6666666666666666,0.44588333333333335,0.44588333333333335,1.0,9.7,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.14285714285714285,,0.3333333333333333,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5595,0.5,26.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1610612754,Terry Mills,Terry Mills,371,IND,224.0,4,-3,7,8,7,8,15,,,,,,,,,,7,,,,,,,,,1.0,1.0,1.0,1.0,,,,7,,,,,,,,14.285714285714285,1.0,,,,,,,,,,,,,,1.0,,,2.0,3.0,3.0,0.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.6666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,176609.0,2943,-37,5497,5489,1636,1601,10986,103.0,176.0,36.0,64.0,183.0,389.0,506.0,1065.0,1474.0,5627,146.0,315.0,506.0,476.0,346.0,434.0,136.0,956.0,117.0,77.0,210.0,60.0,80.0,228.0,506.0,1636,31.0,0.4751173708920188,0.4634920634920635,0.4798224374495561,0.4640957446808511,0.5265423242467718,0.5419354838709678,25.68043547870637,0.5571428571428572,0.1420500403551251,0.5852272727272727,0.6518987341772152,0.3139628732849072,0.4704370179948586,0.5097493036211699,0.1702127659574468,0.5625,0.2824858757062147,0.4303757673667206,0.4188448000000001,0.34328358208955223,11.796056338028173,0.29761688193560126,639.0,500.0,229.0,322.0,359.0,0.09926311226701344,0.10728241563055062,0.07395498392282958,0.4035512510088781,220.0,285.0,157.0,344.0,121.0,0.44,0.4426559356136821,0.09145427286356822,0.10440034512510785,137.0,40.0,4.0,14.0,98.0,41.0,174.0,31.0,78.0,102.0,61.0,536.0,98.0,0.5296442687747036,0.5370741482965932,0.3974358974358974,0.38425925925925924,0.42857142857142855,0.14043583535108958,0.11559432933478735,0.46601941747572817,0.6636363636363637,0.07909604519774012,0.12962962962962962,0.2857142857142857,0.5,0.10904255319148937,0.43838956043956046,0.06919945725915876,24.811494252873572,20.0,0.12345679012345678,0.10026041666666667,False,29.0,76.0,3.0,9.0,7.0,20.0,30.0,4.0,21.0,12.0,59.0,7.0,30.0,19.0,19.0,153.0,24.0,14.0,30.0,51.0,2.0,88.0,54.0,34.0,73.0,6.0,29.0,2.0,73.0,37.0,10.0,65.0,33.0,32.0,34.0,93.0,3.0,8.0,4.0,1.0,8.0,42.0,27.0,6.0,1.0,60.0,43.0,18.0,8.0,17.0,43.0,22.0,2.0,0.864406779661017,0.3390804597701149,0.23333333333333334,0.3114754098360656,0.3390804597701149,0.011494252873563218,0.04788732394366197,0.10227272727272728,0.07712082262210797,0.006,0.02040816326530612,0.011494252873563218,0.01422963689892051,0.1437007874015748,0.01125703564727955,0.013613380007779074,0.010775862068965518,0.02092050209205021,0.010501750291715286,0.011627906976744186,0.010582010582010581,0.1448087431693989,0.14084507042253522,0.01639344262295082,0.5116279069767442,0.40437158469945356,0.06133979015334948,0.3815789473684211,0.3815789473684211,0.896551724137931,0.30612244897959184,0.3125,0.8333333333333334,0.08333333333333333,0.3333333333333333,1.0,0.19444444444444445,0.19047619047619047,1.0,0.05319148936170213,0.35,0.2926829268292683,0.30612244897959184,0.005714285714285714,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,112300.0,1872,30,3543,3525,1203,996,7068,110.0,219.0,43.0,69.0,41.0,133.0,206.0,493.0,822.0,3633,68.0,147.0,263.0,194.0,75.0,92.0,31.0,201.0,59.0,33.0,136.0,34.0,84.0,179.0,263.0,1203,12.0,0.4178498985801217,0.46258503401360546,0.4442857142857143,0.4132420091324201,0.5080445544554455,0.4981060606060606,23.21121219572166,0.4338235294117647,0.31285714285714283,0.502283105022831,0.6179775280898876,0.19,0.3082706766917293,0.3474576271186441,0.3150684931506849,0.6231884057971014,0.6085714285714285,0.4845732040229885,0.4757548387096772,0.3199513381995134,7.94868154158215,0.33954276037256564,435.0,141.0,208.0,263.0,386.0,0.1482537419814683,0.140625,0.14461538461538462,0.20142857142857143,55.0,200.0,82.0,231.0,101.0,0.3900709219858156,0.40145985401459855,0.12833545108005082,0.17413793103448275,23.0,26.0,36.0,63.0,130.0,49.0,207.0,43.0,88.0,151.0,72.0,218.0,126.0,0.529126213592233,0.6228571428571429,0.48863636363636365,0.5132743362831859,0.5807692307692308,0.2957142857142857,0.14950166112956811,0.45454545454545453,0.8181818181818182,0.18571428571428572,0.5575221238938053,0.5714285714285714,0.08333333333333333,0.2237442922374429,0.5215842105263161,0.18369829683698297,25.130434782608706,20.0,0.19801980198019803,0.14915966386554622,False,29.0,77.0,4.0,12.0,4.0,23.0,41.0,6.0,13.0,11.0,70.0,10.0,25.0,35.0,15.0,198.0,12.0,62.0,41.0,60.0,3.0,17.0,12.0,5.0,21.0,20.0,103.0,,35.0,123.0,20.0,36.0,22.0,14.0,15.0,77.0,2.0,16.0,10.0,,10.0,42.0,14.0,1.0,,21.0,50.0,27.0,3.0,20.0,50.0,24.0,1.0,0.9428571428571428,0.33816425120772947,0.4,0.20833333333333334,0.3448275862068966,0.014492753623188406,0.12170385395537525,0.1872146118721461,0.11278195488721804,0.028368794326241134,,,0.08072100313479624,0.1076923076923077,0.04938271604938271,0.07317073170731707,0.13253012048192772,0.04337899543378995,0.07905138339920949,0.04182509505703422,0.06338028169014084,0.11392405063291139,0.09090909090909091,0.056338028169014086,0.48,0.34146341463414637,0.11,0.37662337662337664,0.3918918918918919,0.9655172413793104,0.3153846153846154,0.3153846153846154,0.926829268292683,0.10619469026548672,0.3333333333333333,0.75,0.11504424778761062,0.46153846153846156,0.8333333333333334,0.1050228310502283,0.17391304347826086,0.22448979591836735,0.3253968253968254,,4.0,0.03896103896103896,,,,,,
