EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,DefensiveGoaltends,3SecondViolations,SecondChanceArc3FGM,PtsUnassisted3s,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,Clear Path Fouls,Defensive 3 Seconds Violations,on,3pt And 1 Free Throw Trips,Corner3PctBlocked
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,88784.0,1480,160,2923,2923,986,1045,368,5846,112.0,164,35.0,59.0,49.0,62.0,96.0,208.0,52.0,137.0,9.0,24.0,1.0,1.0,5.0,12.0,2.0,21.0,2.0,2.0,11.0,260,509,11.0,45.0,123.0,676,2892,47.0,98.0,1.0,3.0,22.0,119.0,92.0,140.0,7.0,23.0,63.0,268.0,328,192,33.0,68.0,2.0,19.0,2.0,26.0,1.0,69.0,17.0,86.0,12.0,5.0,30.0,13.0,26.0,189.0,14.0,99.0,5.0,41.0,221,46.0,308,118.0,426,28.0,66.0,50.0,16.0,33,11.0,18.0,26.0,4.0,15.0,59,4.0,19.0,67.0,120,2.0,8.0,144,12.0,4.0,63,13.0,49.0,1.0,31.0,1.0,1.0,17.0,50.0,31.0,2.0,268.0,986,21.0,0.6307692307692307,0.7256637168141593,1.0,0.24444444444444444,0.3333333333333333,0.30434782608695654,0.2558139534883721,0.5108055009823183,0.47959183673469385,0.6571428571428571,0.4990974729241877,0.4801980198019802,0.6288343558282209,0.5444983818770227,0.53125,0.6742424242424242,0.0812274368231047,0.022222222222222223,0.05108055009823183,0.054878048780487805,0.07211538461538461,0.014598540145985401,0.047619047619047616,20.160810005955927,0.559322033898305,0.4380952380952381,0.05813953488372093,0.20349907918968693,0.0891089108910891,0.18807339449541285,0.060085836909871244,0.200920245398773,0.08407738095238096,0.13333333333333333,0.07932011331444759,0.07172131147540983,0.041176470588235294,0.1111111111111111,0.18092105263157895,0.20058997050147492,0.22121896162528218,0.20118343195266272,0.14285714285714285,0.11155378486055777,0.62,0.296028880866426,0.6829268292682927,0.7225806451612903,0.5625,0.37545126353790614,0.46153846153846156,0.49740932642487046,0.59375,0.24729241877256317,0.3795620437956204,0.3851851851851852,0.8461538461538461,0.04332129963898917,0.375,0.375,1.0,0.03790613718411552,0.09523809523809523,0.1,1.0,0.5841584158415841,0.5932203389830508,0.08571428571428572,0.009900990099009901,1.0,1.0,0.019801980198019802,0.3803680981595092,0.7903225806451613,0.0736196319018405,0.4166666666666667,0.06748466257668712,0.18181818181818182,0.37725631768953066,0.10526315789473684,0.4643769021739129,0.48450777777777776,0.4934301242236025,0.10413223140495868,0.1125,0.1760355029585799,0.39644970414201186,8.384086444007862,25.58,0.3373246664385905,,,,,,,,,,,,,True,,
201,1610612756,Chris Dudley,Chris Dudley,201,PHX,17990.0,300,28,575,579,93,122,76,1154,12.0,21,9.0,15.0,1.0,2.0,3.0,11.0,,,,,,,,,,,,,,15,32,,,8.0,38,577,9.0,15.0,,,,18.0,1.0,5.0,,,2.0,4.0,14,16,,16.0,,,,4.0,,5.0,1.0,6.0,1.0,,3.0,2.0,,13.0,1.0,26.0,,6.0,47,2.0,55,27.0,82,1.0,6.0,5.0,1.0,2,,,9.0,1.0,2.0,11,1.0,1.0,23.0,62,5.0,2.0,18,1.0,,7,3.0,19.0,,9.0,,1.0,9.0,19.0,10.0,,4.0,93,9.0,0.4666666666666667,1.0,,,,,,0.46875,0.6,0.2,0.46875,0.6,0.2,0.4634146341463415,0.6,0.25,,,0.125,0.14285714285714285,0.09090909090909091,,,7.589285714285714,0.18181818181818182,0.1111111111111111,,0.19831223628691982,0.104,0.14285714285714285,0.0196078431372549,0.18996415770609318,0.08970099667774087,0.2222222222222222,0.09876543209876543,0.05217391304347826,0.02702702702702703,,0.2037037037037037,0.24444444444444444,0.15053763440860216,0.1111111111111111,0.2,0.08333333333333333,0.5263157894736842,0.65625,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.34375,0.2727272727272727,0.3,1.0,,,,,,,,,,,,,1.0,0.6,0.1111111111111111,,,,,0.4,0.5,,,,,0.65625,,0.498340625,0.5842533333333333,0.42092,0.18421052631578946,0.18421052631578946,0.47368421052631576,0.10526315789473684,2.884375,,0.1617391304347826,1.0,1.0,4.0,,,,,,,,,,True,,
2101,1610612756,Paul McPherson,Paul McPherson,2101,PHX,11391.0,190,29,388,387,180,221,58,775,16.0,25,6.0,10.0,7.0,11.0,11.0,20.0,2.0,8.0,,,,,,,,2.0,,,1.0,29,53,,2.0,11.0,69,385,6.0,11.0,,,,12.0,11.0,26.0,,1.0,6.0,28.0,36,22,,8.0,1.0,1.0,,,,8.0,5.0,13.0,4.0,1.0,3.0,3.0,2.0,31.0,3.0,12.0,,2.0,14,2.0,18,15.0,33,3.0,5.0,3.0,2.0,5,1.0,4.0,8.0,1.0,1.0,13,1.0,4.0,10.0,30,1.0,1.0,16,2.0,,6,3.0,2.0,,1.0,,,1.0,2.0,1.0,1.0,28.0,180,10.0,0.6206896551724138,0.72,,,,,,0.5471698113207547,0.5454545454545454,0.4230769230769231,0.5272727272727272,0.5454545454545454,0.4074074074074074,0.5564516129032258,0.5454545454545454,0.45161290322580644,0.03636363636363636,,,,,,,16.268980477223426,0.38461538461538464,0.11764705882352941,,0.09523809523809523,0.08633093525179857,0.07142857142857142,0.06976744186046512,0.09142857142857143,0.08241758241758242,0.07894736842105263,0.12244897959183673,0.057692307692307696,0.05263157894736842,0.2,0.05714285714285714,0.13043478260869565,0.09090909090909091,0.08695652173913043,,0.125,0.5,0.45454545454545453,0.64,0.64,0.5625,0.36363636363636365,0.55,0.55,0.7272727272727273,0.14545454545454545,0.25,0.25,0.5,,,,,0.03636363636363636,,,,0.9090909090909091,0.6,0.3333333333333333,,,,,0.4074074074074074,0.6363636363636364,,,0.037037037037037035,,0.4909090909090909,,0.489350925925926,0.5071375,0.4799230769230769,0.1016949152542373,0.10526315789473684,0.17391304347826086,0.4057971014492754,6.160377358490566,39.85,0.4639175257731959,1.0,1.0,,,,,,,,,,,True,,
467,1610612756,Jason Kidd,Jason Kidd,467,PHX,96997.0,1617,82,3225,3230,1145,1253,390,6455,93.0,150,6.0,12.0,27.0,50.0,29.0,93.0,73.0,198.0,2.0,9.0,1.0,4.0,,1.0,35.0,110.0,13.0,17.0,60.0,195,441,37.0,119.0,212.0,713,3200,10.0,33.0,5.0,17.0,8.0,43.0,68.0,146.0,17.0,61.0,150.0,337.0,124,266,69.0,10.0,5.0,105.0,35.0,30.0,,382.0,56.0,438.0,38.0,18.0,148.0,75.0,159.0,932.0,13.0,42.0,,32.0,179,18.0,229,55.0,284,13.0,95.0,62.0,33.0,90,36.0,67.0,74.0,9.0,23.0,164,9.0,61.0,36.0,100,4.0,13.0,255,12.0,26.0,63,53.0,13.0,,3.0,,1.0,9.0,13.0,8.0,,337.0,1145,22.0,0.31794871794871793,0.3263157894736842,0.6216216216216216,0.31092436974789917,0.29411764705882354,0.2786885245901639,0.32456140350877194,0.4421768707482993,0.30303030303030304,0.4657534246575342,0.4473214285714286,0.35,0.45169082125603865,0.5187687687687688,0.39814814814814814,0.5754385964912281,0.2125,,0.06802721088435375,0.13333333333333333,0.053763440860215055,0.025252525252525252,,22.47495261305172,0.5487804878048781,0.15126050420168066,,0.1457654723127036,0.033707865168539325,0.1245136186770428,0.045774647887323945,0.1420875420875421,0.03594771241830065,0.05362776025236593,0.030456852791878174,0.024299065420560748,0.04975124378109453,0.03614457831325301,0.1411042944785276,0.12469437652811736,0.1663286004056795,0.13917525773195877,0.07936507936507936,0.04529616724738676,0.6153846153846154,0.26785714285714285,0.62,0.7153846153846154,0.34408602150537637,0.16607142857142856,0.3118279569892473,0.32954545454545453,0.13793103448275862,0.3535714285714286,0.3686868686868687,0.37823834196891193,0.3561643835616438,0.01607142857142857,0.2222222222222222,0.2222222222222222,0.5,0.19642857142857142,0.3181818181818182,0.3181818181818182,0.6285714285714286,0.24,0.5,0.16666666666666666,0.08,0.25,1.0,0.26,0.24154589371980675,0.54,0.004830917874396135,,0.2898550724637681,0.2833333333333333,0.48035714285714287,0.3333333333333333,0.48090711711711703,0.46840813953488375,0.45735172413793096,0.10603588907014681,0.12804878048780488,0.06030855539971949,0.4726507713884993,10.317006802721089,25.872268907563022,0.3550387596899225,7.0,,,4.0,42.0,2.0,0.3076923076923077,0.75,0.01652892561983471,,,,True,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,137249.0,2287,91,4528,4538,1509,1697,543,9066,107.0,204,16.0,38.0,46.0,80.0,43.0,130.0,179.0,421.0,15.0,49.0,,4.0,6.0,18.0,39.0,119.0,16.0,13.0,42.0,329,755,54.0,168.0,185.0,1005,4515,39.0,83.0,5.0,20.0,14.0,107.0,99.0,215.0,19.0,60.0,102.0,357.0,412,246,123.0,28.0,3.0,116.0,39.0,59.0,3.0,138.0,22.0,160.0,15.0,7.0,50.0,35.0,53.0,342.0,15.0,60.0,1.0,35.0,148,2.0,185,76.0,261,19.0,75.0,40.0,35.0,70,6.0,44.0,31.0,7.0,26.0,101,8.0,25.0,61.0,171,10.0,10.0,235,18.0,7.0,83,37.0,16.0,1.0,9.0,,2.0,5.0,17.0,10.0,1.0,357.0,1509,41.0,0.6261398176291794,0.653968253968254,0.7592592592592593,0.32142857142857145,0.25,0.31666666666666665,0.32727272727272727,0.4357615894039735,0.46987951807228917,0.4604651162790698,0.4442036836403034,0.45145631067961167,0.4636363636363636,0.48831548198636804,0.4863636363636364,0.541033434650456,0.1820151679306609,0.017857142857142856,0.0781456953642384,0.1568627450980392,0.13846153846153847,0.021377672209026127,0.025210084033613446,21.755062680810028,0.693069306930693,0.011904761904761904,0.008547008547008548,0.08695652173913043,0.03446295232624928,0.10385756676557864,0.03968253968253968,0.08974987739087788,0.03539405379896177,0.053613053613053616,0.030965391621129327,0.02621231979030144,0.04710144927536232,0.0196078431372549,0.08459869848156182,0.07454545454545454,0.09840810419681621,0.09881422924901186,0.11904761904761904,0.0405982905982906,0.5882352941176471,0.2210184182015168,0.5245098039215687,0.622093023255814,0.5887850467289719,0.14084507042253522,0.33076923076923076,0.38392857142857145,0.4186046511627907,0.4561213434452871,0.4251781472684085,0.4344660194174757,0.6983240223463687,0.05308775731310943,0.30612244897959184,0.30612244897959184,1.0,0.12892741061755147,0.3277310924369748,0.33620689655172414,0.6666666666666666,0.36893203883495146,0.42105263157894735,0.0625,0.038834951456310676,,,0.1553398058252427,0.2909090909090909,0.575,0.06545454545454546,0.3333333333333333,0.15272727272727274,0.30952380952380953,0.40303358613217766,0.33620689655172414,0.474301690294438,0.49938218390804606,0.4939418215613383,0.08585858585858586,0.10121951219512196,0.10646766169154229,0.35522388059701493,11.830860927152317,25.176190476190467,0.3332597173144876,4.0,1.0,1.0,5.0,39.0,2.0,0.3125,0.4,0.011764705882352941,1.0,,,True,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,90515.0,1509,2,2985,2991,980,1159,359,5976,121.0,203,30.0,46.0,43.0,68.0,49.0,129.0,61.0,143.0,6.0,30.0,,1.0,5.0,9.0,33.0,101.0,10.0,5.0,25.0,231,475,39.0,131.0,118.0,697,2973,37.0,72.0,4.0,11.0,17.0,103.0,68.0,130.0,10.0,34.0,65.0,231.0,290,172,111.0,38.0,,101.0,33.0,35.0,,97.0,15.0,112.0,9.0,6.0,42.0,16.0,39.0,239.0,9.0,51.0,5.0,29.0,144,21.0,194,65.0,259,10.0,71.0,45.0,26.0,61,6.0,39.0,48.0,9.0,22.0,109,9.0,32.0,88.0,195,11.0,24.0,163,15.0,2.0,65,23.0,33.0,2.0,13.0,2.0,1.0,19.0,35.0,17.0,,231.0,980,40.0,0.6277056277056277,0.6839622641509434,0.9487179487179487,0.29770992366412213,0.36363636363636365,0.29411764705882354,0.29770992366412213,0.4863157894736842,0.5138888888888888,0.5230769230769231,0.4777227722772277,0.5180722891566265,0.5060975609756098,0.5117820324005891,0.553763440860215,0.5585365853658537,0.21617161716171618,,0.07368421052631578,0.06403940886699508,0.13953488372093023,0.027972027972027972,,23.00729927007299,0.5596330275229358,0.1926605504587156,0.0625,0.1301989150090416,0.0446584938704028,0.12554112554112554,0.032490974729241874,0.1293941660433807,0.042283298097251586,0.04054054054054054,0.06321839080459771,0.03413654618473896,0.028985507246376812,0.04285714285714286,0.10273972602739725,0.14713896457765668,0.1342281879194631,0.1130952380952381,0.15873015873015872,0.03367003367003367,0.4857142857142857,0.334983498349835,0.5960591133004927,0.6368421052631579,0.5950413223140496,0.21287128712871287,0.3798449612403101,0.44144144144144143,0.3877551020408163,0.23597359735973597,0.42657342657342656,0.43884892086330934,0.8852459016393442,0.04950495049504951,0.2,0.2,1.0,0.16666666666666666,0.32673267326732675,0.32673267326732675,0.9393939393939394,0.5542168674698795,0.6521739130434783,0.3,0.012048192771084338,,,0.12048192771084337,0.4146341463414634,0.6323529411764706,0.054878048780487805,0.5555555555555556,0.1524390243902439,0.2,0.5511551155115512,0.32673267326732675,0.4887250825082509,0.49289452054794525,0.5001926829268294,0.09908536585365854,0.12380952380952381,0.14777618364418937,0.3314203730272597,7.665263157894736,24.70076335877863,0.32830820770519265,5.0,3.0,2.0,4.0,6.0,,0.4,1.0,,,1.0,2.0,True,,
916,1610612756,Corie Blount,Corie Blount,916,PHX,15352.0,256,-20,502,512,149,248,54,1014,9.0,17,2.0,6.0,4.0,4.0,2.0,6.0,3.0,7.0,,,,,,,,,,,,14,30,,,8.0,36,515,3.0,9.0,,,3.0,9.0,5.0,8.0,,,2.0,12.0,20,8,,4.0,,,,4.0,,5.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,16.0,3.0,16.0,,5.0,24,3.0,32,19.0,51,,5.0,3.0,2.0,6,1.0,5.0,8.0,,1.0,14,2.0,4.0,16.0,50,4.0,5.0,14,1.0,,7,1.0,4.0,,1.0,,,3.0,4.0,3.0,,12.0,149,13.0,0.7142857142857143,0.8333333333333334,,,,,,0.4666666666666667,0.3333333333333333,0.625,0.4666666666666667,0.3333333333333333,0.625,0.4864864864864865,0.4090909090909091,0.6,,,0.13333333333333333,0.17647058823529413,0.16666666666666666,,,8.963093145869946,0.42857142857142855,0.17647058823529413,,0.1218274111675127,0.08290155440414508,0.1388888888888889,0.08333333333333333,0.12446351931330472,0.08296943231441048,0.11627906976744186,0.09836065573770492,0.056179775280898875,0.13043478260869565,,0.10416666666666667,0.140625,0.11764705882352941,0.14285714285714285,0.125,,0.75,0.5666666666666667,0.5294117647058824,0.6428571428571429,0.7777777777777778,0.2,0.3333333333333333,0.4,0.5,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,0.5,1.0,,,,,0.5666666666666667,,0.48911,0.5524857142857142,0.475725,0.19444444444444445,0.19444444444444445,0.25,0.3333333333333333,5.883333333333334,,0.2968127490039841,,,1.0,,,,,,,,,,True,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,19839.0,331,8,642,642,194,178,81,1284,4.0,8,,1.0,2.0,4.0,11.0,19.0,33.0,65.0,,,,,,,,,,,,48,92,,,13.0,109,638,1.0,8.0,,,,2.0,11.0,25.0,,,2.0,24.0,54,42,,,,,,3.0,,42.0,5.0,47.0,4.0,1.0,8.0,6.0,28.0,99.0,1.0,3.0,,4.0,23,1.0,28,4.0,32,1.0,15.0,14.0,1.0,13,3.0,8.0,3.0,,5.0,16,3.0,5.0,14.0,32,,,14,2.0,2.0,6,1.0,2.0,,1.0,,,1.0,2.0,1.0,,24.0,194,1.0,0.5625,0.5625,,,,,,0.5217391304347826,0.125,0.44,0.5217391304347826,0.125,0.44,0.5515463917525774,0.125,0.46153846153846156,,,0.03260869565217391,0.375,,,,15.167785234899329,0.8125,0.05263157894736842,,0.10176991150442478,0.010638297872340425,0.08695652173913043,0.025,0.09926470588235294,0.012422360248447204,,,0.02127659574468085,0.03225806451612903,,0.06779661016949153,0.11538461538461539,0.11235955056179775,0.11428571428571428,,0.025,0.5,0.08695652173913043,0.5,0.8,0.5,0.20652173913043478,0.5789473684210527,0.5789473684210527,0.18181818181818182,0.7065217391304348,0.5076923076923077,0.5076923076923077,0.696969696969697,,,,,,,,,0.125,,,,,,,0.16,0.5,,,,,0.08695652173913043,,0.41450326086956524,0.39772857142857143,0.42314399999999996,0.0625,0.0625,0.01834862385321101,0.22018348623853212,14.529347826086957,,0.30218068535825543,,,,,,,,,,,,,True,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,43493.0,725,57,1423,1422,493,495,168,2845,26.0,59,11.0,27.0,7.0,15.0,16.0,52.0,49.0,115.0,,,,,,,1.0,4.0,,1.0,3.0,91,226,1.0,4.0,45.0,230,1378,17.0,40.0,,,11.0,45.0,29.0,68.0,1.0,3.0,22.0,83.0,134,48,3.0,18.0,3.0,1.0,1.0,19.0,,28.0,10.0,38.0,8.0,2.0,8.0,3.0,17.0,86.0,2.0,39.0,1.0,13.0,76,19.0,108,42.0,150,11.0,30.0,18.0,12.0,22,3.0,16.0,14.0,1.0,6.0,36,6.0,10.0,43.0,74,7.0,6.0,54,4.0,,21,8.0,8.0,,6.0,,1.0,1.0,8.0,4.0,,83.0,493,7.0,0.7362637362637363,0.8170731707317073,1.0,0.25,,0.3333333333333333,1.0,0.4026548672566372,0.425,0.4264705882352941,0.40217391304347827,0.425,0.4295774647887324,0.45098039215686275,0.4787234042553192,0.49404761904761907,0.017391304347826087,,0.084070796460177,0.1864406779661017,0.1346153846153846,0.008695652173913044,,17.863720073664826,0.6111111111111112,0.36538461538461536,0.030303030303030304,0.14559386973180077,0.06724137931034482,0.1092436974789916,0.018867924528301886,0.13884555382215288,0.0597667638483965,0.125,0.059880239520958084,0.040892193308550186,0.012987012987012988,0.034482758620689655,0.11029411764705882,0.19540229885057472,0.12735849056603774,0.11827956989247312,0.07692307692307693,0.09821428571428571,0.5,0.2565217391304348,0.4406779661016949,0.5416666666666666,0.6538461538461539,0.22608695652173913,0.3076923076923077,0.35555555555555557,0.4375,0.5,0.4260869565217391,0.4298245614035088,0.8775510204081632,,,,,0.017391304347826087,0.25,0.25,1.0,0.675,0.4074074074074074,0.2727272727272727,,,,,0.2112676056338028,0.4666666666666667,,,0.04225352112676056,0.3333333333333333,0.27391304347826084,1.0,0.43249185022026426,0.4976871794871795,0.4213920289855072,0.08502024291497975,0.08641975308641975,0.1956521739130435,0.36086956521739133,11.199115044247788,51.325,0.34645115952213634,2.0,1.0,1.0,,,,,,,,,1.0,True,,
361,1610612756,Clifford Robinson,Clifford Robinson,361,PHX,84863.0,1414,76,2785,2805,895,956,310,5590,81.0,127,18.0,28.0,31.0,51.0,76.0,173.0,60.0,152.0,14.0,33.0,,2.0,6.0,10.0,32.0,84.0,9.0,9.0,28.0,217,452,46.0,117.0,123.0,695,2785,32.0,58.0,4.0,11.0,13.0,89.0,65.0,141.0,15.0,38.0,49.0,224.0,326,108,138.0,40.0,3.0,81.0,32.0,28.0,,96.0,18.0,114.0,13.0,5.0,46.0,21.0,29.0,246.0,5.0,49.0,4.0,18.0,96,14.0,128,58.0,186,10.0,52.0,41.0,11.0,45,11.0,31.0,52.0,12.0,14.0,97,9.0,23.0,56.0,141,8.0,12.0,171,17.0,,76,18.0,35.0,,22.0,,2.0,11.0,35.0,20.0,,224.0,895,24.0,0.7511520737327189,0.8274111675126904,1.0,0.39316239316239315,0.36363636363636365,0.39473684210526316,0.40350877192982454,0.48008849557522126,0.5517241379310345,0.46099290780141844,0.5026362038664324,0.5507246376811594,0.4888268156424581,0.5379256965944272,0.5705128205128205,0.5308056872037915,0.2056239015817223,,0.061946902654867256,0.07874015748031496,0.09826589595375723,0.006578947368421052,,23.57233502538071,0.4639175257731959,0.14432989690721648,0.056338028169014086,0.08856088560885608,0.0472972972972973,0.09,0.021551724137931036,0.08878504672897196,0.04258675078864353,0.05078125,0.037900874635568516,0.05263157894736842,0.01818181818181818,0.029850746268656716,0.08250825082508251,0.06666666666666667,0.11009174311926606,0.09868421052631579,0.0625,0.03676470588235294,0.5714285714285714,0.22319859402460457,0.6377952755905512,0.6923076923076923,0.6666666666666666,0.30404217926186294,0.4393063583815029,0.48717948717948717,0.6842105263157895,0.2671353251318102,0.39473684210526316,0.3973509933774834,0.95,0.05799648506151142,0.42424242424242425,0.42424242424242425,1.0,0.14762741652021089,0.38095238095238093,0.38095238095238093,1.0,0.4057971014492754,0.6428571428571429,0.1111111111111111,0.028985507246376812,,,0.13043478260869565,0.2849162011173184,0.6078431372549019,0.055865921787709494,0.6,0.1564245810055866,0.32142857142857145,0.4288224956063269,0.3950617283950617,0.4638295936395762,0.481713492063492,0.46234519774011307,0.12101910828025478,0.1487279843444227,0.12805755395683452,0.32230215827338127,9.077212389380529,24.927350427350426,0.3213644524236984,7.0,2.0,2.0,4.0,,,0.4444444444444444,1.0,,,,1.0,True,,
