EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,HeaveAttempts,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,3pt And 1 Free Throw Trips
103,1610612750,Todd Day,Todd Day,103,MIN,3077.0,51,2,107,106,56.0,56.0,21,213,1,6,2.0,4.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,3,10,2.0,7.0,1.0,13,105,3.0,2.0,6.0,2.0,1.0,5.0,4,2.0,6.0,6.0,1.0,3.0,6.0,1.0,7.0,1.0,3.0,1.0,2.0,15.0,2.0,2.0,2.0,1.0,5.0,2.0,7.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,56.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.3,0.3333333333333333,0.35294117647058826,0.25,0.3611111111111111,0.2777777777777778,0.4117647058823529,0.3,0.3333333333333333,0.25,16.153846153846153,0.3333333333333333,0.25,0.058823529411764705,0.043478260869565216,0.3333333333333333,0.1,0.03571428571428571,0.058823529411764705,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.2,1.0,1.0,0.35294117647058826,0.16666666666666666,0.25,1.0,0.23529411764705882,0.5,0.6666666666666666,0.5,0.058823529411764705,1.0,1.0,1.0,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.5,0.25,0.7647058823529411,0.16666666666666666,0.50375,0.3708,0.4921375,0.05555555555555555,0.09090909090909091,0.38461538461538464,3.4299999999999997,25.071428571428577,0.5233644859813084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,41035.0,684,46,1312,1316,341.0,422.0,192,2628,67,107,28.0,19.0,16.0,47.0,,,,,,90,175,,,74.0,254,1405,34.0,21.0,32.0,,23.0,65.0,116,64.0,,,,31.0,21.0,5.0,26.0,4.0,11.0,4.0,6.0,57.0,65.0,15.0,84.0,9.0,108.0,78.0,186.0,18.0,13.0,13.0,6.0,30.0,43.0,8.0,58.0,126.0,11.0,110.0,54.0,9.0,,9.0,5.0,65.0,341.0,12.0,0.6444444444444445,0.7837837837837838,,,,0.5142857142857142,0.65625,0.5142857142857142,0.65625,0.5669642857142857,0.6914893617021277,,0.17714285714285713,0.18691588785046728,0.2127659574468085,17.45098039215686,0.3023255813953488,0.16981132075471697,0.1683366733466934,0.125,0.12,0.15865384615384615,0.12706270627062707,0.13333333333333333,0.14634146341463414,0.125,0.18932038834951456,0.13541666666666666,0.06896551724137931,0.5555555555555556,0.6114285714285714,0.6261682242990654,0.7701149425287356,0.6268656716417911,0.26857142857142857,0.3404255319148936,0.43243243243243246,0.5625,,,,,,,,,0.8235294117647058,0.59375,,0.6114285714285714,,0.5001000000000001,0.5333096774193548,0.5269750000000001,0.25,0.25,0.2559055118110236,4.189142857142857,,0.25990853658536583,20.0,15.0,7.0,21.0,21.0,13.0,55.0,32.0,1.0,12.0,1.0,2.0,5.0,4.0,2.0,7.0,5.0,8.0,21.0,13.0,8.0,6.0,3.0,6.0,1.0,0.6176470588235294,0.6176470588235294,0.625,0.047619047619047616,0.023255813953488372,0.13953488372093023,0.08441558441558442,0.13043478260869565,0.17647058823529413,0.192,0.038461538461538464,0.12,0.3333333333333333,0.35,1.0,0.7142857142857143,0.2,0.7894736842105263,0.21653543307086615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,12986.0,216,-19,399,403,120.0,138.0,74,802,20,28,16.0,11.0,6.0,21.0,,,,,,37,75,,,24.0,98,445,25.0,14.0,21.0,,4.0,32.0,44,30.0,,,,3.0,9.0,2.0,11.0,2.0,5.0,,4.0,24.0,19.0,6.0,24.0,5.0,35.0,25.0,60.0,12.0,10.0,3.0,1.0,6.0,9.0,3.0,15.0,22.0,2.0,27.0,13.0,2.0,,2.0,,32.0,120.0,1.0,0.5945945945945946,0.7857142857142857,,,,0.49333333333333335,0.6666666666666666,0.49333333333333335,0.6666666666666666,0.5568181818181818,0.6666666666666666,,0.04,,0.14285714285714285,20.082815734989648,0.3333333333333333,0.22727272727272727,0.15384615384615385,0.11728395061728394,0.20689655172413793,0.16216216216216217,0.12041884816753927,0.13333333333333333,0.07246376811594203,0.10869565217391304,0.21212121212121213,0.10526315789473684,0.4,,0.37333333333333335,0.7142857142857143,0.7142857142857143,0.5,0.28,0.2857142857142857,0.3333333333333333,0.3333333333333333,,,,,,,,,0.64,0.5238095238095238,,0.37333333333333335,,0.4625320000000001,0.49693913043478266,0.5050571428571429,0.14942528735632185,0.14942528735632185,0.32653061224489793,8.387999999999998,,0.3007518796992481,12.0,8.0,11.0,26.0,16.0,6.0,38.0,18.0,,4.0,2.0,2.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,0.64,0.64,0.6551724137931034,,0.14285714285714285,0.13793103448275862,0.16666666666666666,0.12,0.25,0.11363636363636363,0.05714285714285714,0.3466666666666667,0.4230769230769231,0.4230769230769231,0.9090909090909091,0.75,0.25,0.7272727272727273,0.3877551020408163,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,12900.0,215,24,400,402,107.0,172.0,62,802,12,17,2.0,6.0,1.0,5.0,4.0,6.0,4.0,16.0,7.0,25,48,8.0,22.0,19.0,93,432,4.0,5.0,13.0,8.0,13.0,29.0,10,40.0,18.0,16.0,4.0,3.0,29.0,2.0,31.0,1.0,16.0,4.0,9.0,64.0,4.0,3.0,9.0,1.0,13.0,5.0,18.0,8.0,4.0,12.0,8.0,7.0,19.0,6.0,12.0,24.0,3.0,23.0,5.0,1.0,,1.0,,29.0,107.0,1.0,0.2,0.20833333333333334,0.75,0.36363636363636365,0.36363636363636365,0.5208333333333334,0.38461538461538464,0.5285714285714286,0.38095238095238093,0.575,0.5,0.3142857142857143,0.0625,0.11764705882352941,0.2,21.19914346895075,0.631578947368421,0.038461538461538464,0.0625,0.02857142857142857,0.07317073170731707,0.06486486486486487,0.029069767441860465,0.058823529411764705,0.03125,0.1,0.05660377358490566,0.07142857142857142,0.07692307692307693,,0.24285714285714285,0.7058823529411765,0.8,0.25,0.07142857142857142,0.2,0.25,,0.08571428571428572,0.6666666666666666,0.6666666666666666,1.0,0.22857142857142856,0.25,0.26666666666666666,0.5,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.5571428571428572,0.25,0.5022692857142858,0.4603333333333333,0.503302380952381,0.0684931506849315,0.09803921568627451,0.3118279569892473,11.454166666666666,24.645454545454548,0.2675,2.0,3.0,12.0,26.0,3.0,,9.0,2.0,1.0,1.0,,2.0,4.0,2.0,,4.0,1.0,1.0,,2.0,7.0,,1.0,,1.0,0.75,0.5,0.5,,,0.03125,,,0.1111111111111111,0.024390243902439025,0.06060606060606061,0.37142857142857144,0.46153846153846156,0.46153846153846156,0.16666666666666666,1.0,,0.5,0.0967741935483871,,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,0.2,0.25,0.045454545454545456,0.0625,0.5555555555555556,0.2,0.047619047619047616,1.0,0.14285714285714285,,,,,,,,,,,True,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,27265.0,454,82,865,879,149.0,215.0,123,1744,21,29,4.0,5.0,6.0,17.0,1.0,3.0,5.0,11.0,2.0,66,126,6.0,14.0,27.0,177,899,17.0,5.0,12.0,3.0,14.0,27.0,112,20.0,15.0,11.0,5.0,5.0,39.0,9.0,48.0,5.0,14.0,7.0,18.0,105.0,13.0,10.0,31.0,12.0,53.0,13.0,66.0,5.0,3.0,6.0,5.0,8.0,14.0,5.0,18.0,35.0,2.0,33.0,12.0,5.0,2.0,6.0,4.0,27.0,149.0,5.0,0.8484848484848485,0.8484848484848485,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.5238095238095238,0.4166666666666667,0.5357142857142857,0.43333333333333335,0.567741935483871,0.5869565217391305,0.1,0.03968253968253968,0.06896551724137931,0.058823529411764705,16.81592039800995,0.42857142857142855,0.41379310344827586,0.09226190476190477,0.036414565826330535,0.10526315789473684,0.0951276102088167,0.03194103194103194,0.0375,0.023952095808383235,0.10619469026548672,0.08695652173913043,0.13513513513513514,,0.6666666666666666,0.20714285714285716,0.7241379310344828,0.7777777777777778,0.8571428571428571,0.12142857142857143,0.35294117647058826,0.375,0.6666666666666666,0.02142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.07857142857142857,0.45454545454545453,0.45454545454545453,0.8,0.23529411764705882,0.3333333333333333,0.13333333333333333,0.30714285714285716,0.45454545454545453,0.4683485714285715,0.4673785714285715,0.4552433333333334,0.08,0.08823529411764706,0.15254237288135594,12.873015873015873,25.550000000000004,0.1722543352601156,1.0,2.0,39.0,80.0,6.0,2.0,14.0,,4.0,,,,2.0,2.0,,1.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,,,0.35294117647058826,0.35294117647058826,0.3888888888888889,0.025,,,0.05454545454545454,,,0.08235294117647059,,0.5714285714285714,0.4875,0.5,0.8717948717948718,0.25,1.0,0.4,0.07909604519774012,,,1.0,,,1.0,,,1.0,3.0,,1.0,,0.3333333333333333,,,,,0.06666666666666667,,0.5,1.0,1.0,,,,,,,,,True,,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,11516.0,192,-27,376,367,163.0,172.0,60,743,3,4,1.0,2.0,4.0,6.0,,5.0,3.0,8.0,6.0,23,46,3.0,13.0,18.0,73,430,5.0,7.0,17.0,9.0,15.0,35.0,38,8.0,3.0,7.0,3.0,,9.0,3.0,12.0,1.0,4.0,3.0,2.0,27.0,4.0,1.0,11.0,1.0,13.0,6.0,19.0,5.0,3.0,7.0,,5.0,12.0,5.0,9.0,25.0,2.0,21.0,5.0,1.0,,1.0,,35.0,163.0,5.0,0.8260869565217391,0.8636363636363636,0.3333333333333333,0.23076923076923078,0.25,0.5,0.4117647058823529,0.4661016949152542,0.38461538461538464,0.5294117647058824,0.5,0.22033898305084745,,,,17.977528089887638,0.5833333333333334,0.058823529411764705,0.08333333333333333,0.028368794326241134,0.047619047619047616,0.0784313725490196,0.023668639053254437,0.02702702702702703,0.014285714285714285,0.08163265306122448,0.07272727272727272,0.0625,,,0.06779661016949153,0.75,0.75,0.6666666666666666,0.1016949152542373,0.6666666666666666,0.6666666666666666,1.0,0.0847457627118644,,,,0.13559322033898305,0.375,0.375,0.3333333333333333,0.16666666666666666,0.07692307692307693,0.23076923076923078,0.288135593220339,0.42857142857142855,0.4347974137931035,0.48033000000000003,0.445352,0.08064516129032258,0.10204081632653061,0.4794520547945205,16.04347826086956,26.292307692307688,0.43351063829787234,1.0,1.0,16.0,36.0,3.0,4.0,10.0,2.0,2.0,,2.0,,2.0,1.0,,7.0,1.0,1.0,,2.0,6.0,1.0,,,,0.6,0.5,0.625,,0.1111111111111111,,0.058823529411764705,,,0.10714285714285714,,0.6101694915254238,0.4444444444444444,0.4444444444444444,0.8125,1.0,,0.5,0.136986301369863,,,3.0,,1.0,2.0,,1.0,2.0,6.0,,1.0,,0.2222222222222222,,,0.16666666666666666,,0.11538461538461539,,0.3333333333333333,,,1.0,,,,,,,,True,,,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,5498.0,92,-46,197,196,104.0,122.0,31,393,4,10,2.0,7.0,1.0,1.0,,1.0,3.0,16.0,9.0,8,18,3.0,17.0,7.0,32,237,2.0,6.0,12.0,10.0,6.0,24.0,12,4.0,9.0,15.0,3.0,1.0,13.0,2.0,15.0,2.0,5.0,1.0,7.0,32.0,1.0,2.0,2.0,,4.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,9.0,4.0,6.0,15.0,3.0,12.0,6.0,,,,,24.0,104.0,3.0,0.75,0.75,1.0,0.17647058823529413,0.1875,0.4444444444444444,0.5,0.35714285714285715,0.4090909090909091,0.4,0.46153846153846156,0.4857142857142857,0.05555555555555555,0.1,,21.030042918454935,0.4444444444444444,,0.03389830508474576,0.014285714285714285,0.125,0.05333333333333334,0.010416666666666666,,,0.11764705882352941,,0.15384615384615385,,,0.2857142857142857,0.4,0.4444444444444444,0.75,0.02857142857142857,1.0,1.0,,0.02857142857142857,,,,0.45714285714285713,0.1875,0.1875,1.0,0.5,0.3181818181818182,0.4090909090909091,0.7714285714285715,0.2,0.5043147058823529,0.42285,0.4876999999999999,0.15384615384615385,0.2727272727272727,0.75,7.861111111111111,28.70588235294118,0.5279187817258884,2.0,3.0,3.0,7.0,2.0,,7.0,,,,,,2.0,1.0,,,1.0,,,2.0,1.0,,,,,1.0,0.875,0.875,,,,0.05,,,,,0.2,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.42857142857142855,0.21875,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,0.5,0.2,,,0.5,0.5,0.045454545454545456,,0.2222222222222222,,,1.0,1.0,,,,,,,True,,,,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,29078.0,485,51,926,929,196.0,225.0,128,1855,28,47,3.0,8.0,13.0,42.0,2.0,2.0,8.0,15.0,2.0,94,202,10.0,17.0,30.0,248,971,18.0,20.0,40.0,3.0,13.0,59.0,94,94.0,27.0,14.0,8.0,13.0,99.0,10.0,109.0,7.0,41.0,11.0,47.0,228.0,6.0,7.0,35.0,1.0,43.0,8.0,51.0,33.0,17.0,13.0,9.0,9.0,22.0,7.0,12.0,20.0,1.0,33.0,8.0,4.0,1.0,4.0,3.0,59.0,196.0,,0.5,0.5,0.9,0.5882352941176471,0.625,0.46534653465346537,0.5,0.4977168949771689,0.5348837209302325,0.521551724137931,0.5816326530612245,0.0776255707762557,0.06435643564356436,0.1702127659574468,0.07142857142857142,23.738317757009348,0.5909090909090909,0.034482758620689655,0.0948509485094851,0.015625,0.07865168539325842,0.09170305676855896,0.018648018648018648,0.023529411764705882,0.011049723756906077,0.12903225806451613,0.10062893081761007,0.07142857142857142,0.10526315789473684,0.75,0.2146118721461187,0.5957446808510638,0.717948717948718,0.5357142857142857,0.1917808219178082,0.30952380952380953,0.3333333333333333,0.3076923076923077,0.0091324200913242,1.0,1.0,1.0,0.0684931506849315,0.5333333333333333,0.5333333333333333,0.875,0.15,0.18604651162790697,0.046511627906976744,0.2922374429223744,0.5714285714285714,0.4675878440366973,0.433875,0.44145581395348843,0.03524229074889868,0.0380952380952381,0.23790322580645162,12.327722772277228,26.905882352941177,0.21166306695464362,2.0,6.0,53.0,113.0,10.0,3.0,29.0,,3.0,2.0,,2.0,16.0,4.0,1.0,4.0,3.0,,,,5.0,,3.0,,,0.5555555555555556,0.65,0.6666666666666666,0.017699115044247787,,0.044444444444444446,0.01694915254237288,0.05405405405405406,,0.03488372093023256,0.02,0.5159817351598174,0.4690265486725664,0.4774774774774775,0.5283018867924528,0.6666666666666666,1.0,0.75,0.11693548387096774,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,6.0,1.0,0.6666666666666666,,,0.1,1.0,0.023255813953488372,1.0,0.5,,,1.0,1.0,,,,,,,True,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,26674.0,445,62,841,843,163.0,211.0,115,1684,35,53,15.0,9.0,34.0,79.0,,,2.0,7.0,3.0,93,190,2.0,7.0,45.0,237,878,27.0,11.0,31.0,3.0,13.0,38.0,114,72.0,6.0,7.0,2.0,2.0,51.0,16.0,67.0,12.0,15.0,7.0,29.0,150.0,29.0,25.0,87.0,10.0,122.0,33.0,155.0,16.0,14.0,20.0,10.0,16.0,36.0,8.0,16.0,29.0,3.0,63.0,30.0,20.0,,20.0,11.0,38.0,163.0,1.0,0.6129032258064516,0.6627906976744186,1.0,0.2857142857142857,0.2857142857142857,0.48947368421052634,0.3548387096774194,0.4873096446700508,0.36764705882352944,0.5266666666666666,0.4523809523809524,0.03553299492385787,0.010526315789473684,,0.02531645569620253,26.85185185185185,0.5555555555555556,0.35714285714285715,0.25663716814159293,0.0847953216374269,0.27472527472527475,0.26046511627906976,0.08483290488431877,0.08955223880597014,0.08235294117647059,0.2689075630252101,0.3014705882352941,0.2676056338028169,0.3,0.55,0.26903553299492383,0.660377358490566,0.660377358490566,0.7714285714285715,0.4010152284263959,0.43037974683544306,0.44155844155844154,0.47058823529411764,,,,,0.03553299492385787,0.2857142857142857,0.2857142857142857,1.0,0.5555555555555556,0.2647058823529412,0.08823529411764706,0.30456852791878175,0.2857142857142857,0.4475131979695431,0.47929999999999995,0.43956029411764713,0.13636363636363635,0.14084507042253522,0.16033755274261605,9.00421052631579,26.357142857142858,0.1938168846611177,6.0,5.0,24.0,58.0,12.0,8.0,32.0,14.0,4.0,4.0,,10.0,2.0,3.0,2.0,10.0,4.0,4.0,1.0,7.0,5.0,12.0,8.0,,2.0,0.4444444444444444,0.4444444444444444,0.48484848484848486,,,0.0851063829787234,0.08571428571428572,0.10810810810810811,,0.16666666666666666,0.10101010101010101,0.29441624365482233,0.41379310344827586,0.41379310344827586,0.5833333333333334,0.4,0.16666666666666666,0.5555555555555556,0.1350210970464135,2.0,,,,,1.0,,,1.0,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,,,,True,,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,2398.0,40,-8,84,84,40.0,46.0,9,168,1,1,1.0,1.0,3.0,10.0,,,,,,5,14,,,,10,95,2.0,3.0,7.0,,,6.0,4,6.0,,,,1.0,,1.0,1.0,,,,,3.0,1.0,3.0,3.0,1.0,7.0,2.0,9.0,1.0,,,,1.0,1.0,1.0,3.0,5.0,1.0,,,2.0,,2.0,2.0,6.0,40.0,1.0,0.4,0.6666666666666666,,,,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,,0.07142857142857142,,0.1,15.625,,0.16666666666666666,0.13636363636363635,0.03225806451612903,0.3,0.1875,0.04878048780487805,,0.05555555555555555,,0.3,0.3333333333333333,,1.0,0.07142857142857142,1.0,1.0,,0.7142857142857143,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,,0.5,0.14285714285714285,,0.07142857142857142,,0.42053571428571423,0.6788,0.4486857142857143,,,0.6,9.971428571428572,,0.47619047619047616,1.0,1.0,1.0,3.0,2.0,,4.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,0.1,,0.125,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
