EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,FG2M,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,ShortMidRangeAssists,DefTwoPtRebounds,DeadBallTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,Clear Path Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceEfgPct,DefAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFtPoints,PtsPutbacks,OffTwoPtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,SecondChanceFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,PenaltyCorner3FGA,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,HeaveMakes,HeaveAttempts,Travels,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyTurnovers,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,BlockedAtRim,on,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,OffShortMidRangeReboundPct,SelfORebPct,Corner3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3
1138,1610612739,Michael Hawkins,Michael Hawkins,1138,CLE,621.0,10,-4.0,23,21,7,7,4.0,44,2.0,1.0,1.0,2.0,1.0,1.0,3.0,25,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,7,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,18.51851851851852,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.39053333333333334,0.2068,17.15,24.7,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,1610612739,Cedric Henderson,Cedric Henderson,1538,CLE,1242.0,21,-9.0,39,39,11,11,5.0,78,3.0,,,9.0,,,4.0,44,3.0,,,,4.0,4.0,2.0,,8.0,,2.0,2.0,,,,1.0,1.0,1.0,11,,,,,0.2222222222222222,0.2222222222222222,,22.727272727272727,,,0.3333333333333333,,,,,0.5555555555555556,,0.5001666666666666,0.5890333333333334,7.699999999999999,,0.28205128205128205,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2222222222222222,0.1111111111111111,0.2,0.1111111111111111,0.1,0.25,1.0,0.5555555555555556,0.2,0.25,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1610612739,Chris Gatling,Chris Gatling,423,CLE,1342.0,22,-8.0,44,44,12,8,4.0,88,5.0,,1.0,10.0,,2.0,12.0,48,2.0,,1.0,,,2.0,,,6.0,,4.0,5.0,,,,2.0,,3.0,12,,,,,0.3333333333333333,0.42857142857142855,0.16666666666666666,33.333333333333336,,,0.4166666666666667,0.08333333333333333,,,,0.3333333333333333,,0.42891250000000003,0.43966666666666665,11.770000000000001,24.200000000000003,0.2727272727272727,2.0,2.0,,3.0,2.0,4.0,8.0,,,,3.0,2.0,1.0,,1.0,,1.0,1.0,0.4,,,0.15,0.17391304347826086,0.23076923076923078,,0.16666666666666666,1.0,1.0,1.0,0.25,0.4,0.4,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.045454545454545456,0.25,0.3333333333333333,1.0,0.08333333333333333,1.0,0.3333333333333333,0.21428571428571427,0.25,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1610612739,Wesley Person,Wesley Person,445,CLE,622.0,10,-4.0,22,21,5,6,3.0,43,,1.0,3.0,,1.0,3.0,3.0,25,,3.0,3.0,1.0,,,,,,,2.0,2.0,,,,,1.0,2.0,5,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,12.0,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4986,,,25.233333333333334,0.22727272727272727,,,,,,,,,,,2.0,,,,,,,,,,,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.5,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1610612739,J.R. Reid,J.R. Reid,462,CLE,2394.0,40,-17.0,80,79,24,24,9.0,159,4.0,,,5.0,,,10.0,92,1.0,,,,,1.0,,,3.0,,3.0,8.0,,,,1.0,1.0,4.0,24,,,,,0.4,0.5555555555555556,,11.235955056179774,,,0.8,,,,,0.2,,0.41742,0.4812,13.459999999999999,,0.3,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,0.5,1.0,0.4,,,0.09090909090909091,0.07894736842105263,0.05555555555555555,,0.2,1.0,1.0,,,0.25,0.25,1.0,,,,6.0,,1.0,3.0,1.0,,7.0,1.0,1.0,3.0,,5.0,2.0,2.0,,1.0,8.0,,2.0,,7.0,1.0,1.0,0.5,0.875,,0.3333333333333333,0.13513513513513514,0.4,,1.0,,,,0.2857142857142857,0.2857142857142857,0.3,0.7,,,,0.5,0.16666666666666666,,,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,0.5,0.07142857142857142,0.1111111111111111,0.07142857142857142,0.25,0.1111111111111111,0.5,1.0,1.0,0.422,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612739,Matt Harpring,Matt Harpring,1723,CLE,626.0,10,-4.0,20,19,7,4,2.0,39,,,,3.0,,1.0,4.0,25,1.0,,,,1.0,1.0,,1.0,2.0,,,1.0,,,,,2.0,3.0,7,,,,,0.5,0.5,0.25,18.181818181818183,,,,,,,,0.75,,0.5280375,0.48567499999999997,4.3999999999999995,24.4,0.35,1.0,2.0,1.0,1.0,,2.0,4.0,,1.0,,,,,,,,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,,,,,0.5,0.5,1.0,1.0,0.25,,,0.5,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.1111111111111111,,,,0.25,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,0.125,0.25,,,,1.0,,,0.5257,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1610612739,Lamond Murray,Lamond Murray,441,CLE,1067.0,18,-5.0,37,36,12,13,4.0,73,3.0,1.0,3.0,4.0,1.0,3.0,9.0,42,2.0,3.0,1.0,,,,,,,,2.0,2.0,,,,1.0,1.0,1.0,12,,1.0,0.3333333333333333,,0.5,0.5625,0.42857142857142855,21.951219512195124,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,,0.4766583333333334,0.41958333333333336,13.125000000000002,31.866666666666664,0.32432432432432434,,1.0,,,2.0,2.0,2.0,2.0,,,2.0,1.0,,,,,0.5,0.5,0.5,,,0.125,0.10526315789473684,0.1111111111111111,,0.14285714285714285,,,,,0.6666666666666666,0.6666666666666666,,,,2.0,2.0,,,,1.0,2.0,5.0,,,,,,,,,,2.0,,1.0,,5.0,0.5,0.625,,0.625,,,,,,0.5,,,0.5,0.125,0.2,,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,41.0,1,,2,2,2,2,1.0,4,,,,,,,,2,,,,,,,,,,,,,1.0,,1.0,1.0,,,2,,,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,1610612739,Trajan Langdon,Trajan Langdon,1892,CLE,1055.0,18,-9.0,35,37,12,14,4.0,72,2.0,,,7.0,,1.0,9.0,40,3.0,,,,1.0,1.0,,,2.0,,1.0,1.0,,,,1.0,,1.0,12,,,,,0.5,0.5,0.125,23.076923076923077,,,0.25,,,,,0.75,,0.6260875,0.6729333333333333,5.957142857142857,22.5,0.34285714285714286,3.0,5.0,3.0,,1.0,4.0,6.0,2.0,,1.0,1.0,1.0,,,,,0.75,0.75,0.5714285714285714,,,0.0625,0.058823529411764705,,,0.625,0.6,0.6,0.6666666666666666,,0.5,0.5,1.0,1.0,,,1.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,2.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,,,,,1.0,0.125,,,,,0.2222222222222222,0.2222222222222222,,,,0.5,0.3333333333333333,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,0.6033,,,,,,,,,,,,,,,1.0,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1610612739,Clar. Weatherspoon,Clar. Weatherspoon,221,CLE,551.0,9,-6.0,19,17,9,12,3.0,36,,,,5.0,,,8.0,25,4.0,,,,,,,,,,3.0,5.0,,,,1.0,,1.0,9,,,,,0.8,0.8,,27.272727272727273,,,,,,,,0.6,,0.54722,0.52805,5.340000000000001,,0.47368421052631576,3.0,3.0,2.0,2.0,,4.0,6.0,2.0,,,3.0,1.0,,,,,0.75,1.0,0.8,,,0.75,0.6,0.5,,0.6,1.0,1.0,0.6666666666666666,0.4,,,0.5,,,,,,,2.0,3.0,,6.0,,,1.0,,2.0,,,,1.0,,,,,6.0,0.75,0.75,1.0,0.75,,0.5,0.25,,,,,,,,,0.25,0.75,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,1.0,0.16666666666666666,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,0.6435,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
