EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,OffTwoPtRebounds,SelfOReb,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,PenaltyCorner3Frequency,Clear Path Fouls,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,Blocked3s,BlockedArc3,on,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,27646.0,461,24.0,881,868,199,269.0,127.0,1749,5.0,9.0,1.0,1.0,1.0,4.0,26.0,44.0,1.0,6.0,17.0,48.0,3.0,6.0,3.0,9.0,31.0,57.0,18.0,54.0,9.0,125.0,832.0,2.0,3.0,3.0,6.0,13.0,3.0,7.0,3.0,9.0,4.0,19.0,16.0,46.0,36.0,18.0,48.0,17.0,2.0,58.0,10.0,68.0,7.0,3.0,20.0,10.0,28.0,146.0,1.0,1.0,5.0,28.0,1.0,34.0,2.0,36.0,15.0,7.0,8.0,12.0,2.0,8.0,4.0,4.0,1.0,16.0,2.0,4.0,14.0,31.0,1.0,9.0,5.0,2.0,2.0,2.0,2.0,19.0,199,8.0,0.25806451612903225,0.25806451612903225,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.543859649122807,0.6666666666666666,0.42857142857142855,0.5225225225225225,0.7222222222222222,0.46875,0.5309734513274337,0.7222222222222222,0.5277777777777778,0.4864864864864865,0.03508771929824561,0.25,0.022727272727272728,12.560856864654333,0.75,0.038461538461538464,0.05,0.08069164265129683,0.06329113924050633,0.011111111111111112,0.07746478873239436,0.002188183807439825,0.014492753623188406,0.041237113402061855,0.09649122807017543,0.09558823529411764,0.05,0.10526315789473684,0.08108108108108109,0.5555555555555556,0.5555555555555556,0.4,0.036036036036036036,0.3963963963963964,0.5909090909090909,0.6046511627906976,0.23076923076923078,0.05405405405405406,0.16666666666666666,0.16666666666666666,1.0,0.43243243243243246,0.3541666666666667,0.3541666666666667,0.6470588235294118,0.1111111111111111,0.6666666666666666,0.5,1.0,0.0625,1.0,0.5625,0.3333333333333333,0.5675675675675675,0.3541666666666667,0.4769881818181818,0.44468750000000007,0.49896874999999996,0.104,0.152,15.587719298245611,25.68703703703704,0.22587968217934165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1510,1610612737,Brevin Knight,Brevin Knight,1510,ATL,22739.0,379,-102.0,746,757,135,202.0,104.0,1503,9.0,19.0,2.0,1.0,3.0,28.0,21.0,56.0,,,,5.0,,,,5.0,36.0,103.0,,5.0,16.0,88.0,811.0,1.0,6.0,,,2.0,5.0,16.0,,5.0,6.0,16.0,28.0,44.0,,,5.0,,7.0,70.0,14.0,84.0,13.0,1.0,26.0,18.0,26.0,182.0,1.0,,9.0,33.0,,42.0,6.0,48.0,24.0,9.0,15.0,14.0,6.0,9.0,8.0,5.0,1.0,22.0,3.0,1.0,15.0,36.0,,17.0,1.0,3.0,1.0,,1.0,16.0,135,8.0,0.3888888888888889,0.3888888888888889,,,,,,0.34951456310679613,0.16666666666666666,0.3125,0.3333333333333333,0.16666666666666666,0.23809523809523808,0.3782608695652174,0.16666666666666666,0.3333333333333333,0.046296296296296294,0.06796116504854369,0.10714285714285714,,15.675057208237986,0.6363636363636364,,,0.10855263157894737,0.16071428571428573,0.016129032258064516,0.11666666666666667,0.015789473684210527,0.024390243902439025,0.07317073170731707,0.09615384615384616,0.1440677966101695,0.15217391304347827,0.2,0.17592592592592593,0.47368421052631576,0.6,,0.25925925925925924,0.5185185185185185,0.375,0.375,0.5714285714285714,,,,,0.046296296296296294,,,,0.3333333333333333,,,,0.14285714285714285,0.3333333333333333,0.23809523809523808,,0.2222222222222222,,0.4207662037037037,0.468175,0.3860166666666666,0.022727272727272728,0.18181818181818182,12.34757281553398,26.8,0.18096514745308312,6.0,5.0,2.0,2.0,6.0,1.0,0.21052631578947367,0.015723270440251572,0.016666666666666666,0.02459016393442623,0.031746031746031744,0.21428571428571427,0.24,0.3333333333333333,0.05357142857142857,0.056074766355140186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,15295.0,255,-14.0,501,513,143,201.0,80.0,1014,26.0,48.0,27.0,9.0,15.0,36.0,3.0,14.0,,,,1.0,,,,,41.0,98.0,,1.0,33.0,115.0,514.0,14.0,32.0,,,32.0,13.0,29.0,,,10.0,36.0,60.0,22.0,,,1.0,,11.0,7.0,,7.0,,,5.0,2.0,,14.0,5.0,1.0,4.0,40.0,6.0,50.0,35.0,85.0,11.0,9.0,2.0,9.0,2.0,3.0,14.0,6.0,4.0,23.0,4.0,5.0,17.0,28.0,4.0,41.0,,1.0,13.0,7.0,13.0,36.0,143,3.0,0.7317073170731707,0.8823529411764706,,,,,,0.41836734693877553,0.4375,0.4482758620689655,0.41414141414141414,0.4375,0.4482758620689655,0.4872881355932203,0.47058823529411764,0.5,0.010101010101010102,0.11224489795918367,0.1111111111111111,0.07142857142857142,23.65771812080537,0.391304347826087,0.3,0.058823529411764705,0.1932367149758454,0.09523809523809523,0.12195121951219512,0.17670682730923695,0.13127413127413126,0.09375,0.13793103448275862,0.14084507042253522,0.28205128205128205,0.0967741935483871,0.09090909090909091,0.48484848484848486,0.5416666666666666,0.6190476190476191,0.6538461538461539,0.36363636363636365,0.1414141414141414,0.21428571428571427,0.23076923076923078,1.0,,,,,0.010101010101010102,,,,0.84375,,,,0.5172413793103449,0.6,,,0.494949494949495,,0.47391010101010084,0.5357766666666666,0.471696551724138,0.2782608695652174,0.3130434782608696,5.512244897959184,33.0,0.28542914171656686,12.0,29.0,8.0,3.0,21.0,5.0,0.125,0.13302752293577982,0.1566265060240964,0.03896103896103896,0.17391304347826086,0.3333333333333333,0.375,0.8333333333333334,0.1794871794871795,0.1810344827586207,12.0,4.0,14.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.22413793103448276,0.2222222222222222,0.3076923076923077,0.4444444444444444,0.4166666666666667,,,,,,,,,,,,,,,,,,True,,,,,
2035,1610612737,DerMarr Johnson,DerMarr Johnson,2035,ATL,78592.0,1310,-160.0,2535,2534,655,821.0,335.0,5069,54.0,106.0,28.0,7.0,15.0,64.0,35.0,93.0,10.0,42.0,31.0,85.0,6.0,13.0,6.0,26.0,105.0,263.0,41.0,127.0,64.0,397.0,2658.0,11.0,42.0,6.0,13.0,48.0,20.0,53.0,6.0,36.0,22.0,80.0,140.0,70.0,120.0,3.0,83.0,31.0,30.0,57.0,7.0,64.0,5.0,2.0,19.0,12.0,26.0,135.0,8.0,1.0,15.0,100.0,7.0,122.0,56.0,178.0,43.0,31.0,12.0,50.0,11.0,30.0,43.0,20.0,3.0,93.0,7.0,24.0,54.0,134.0,8.0,87.0,1.0,10.0,30.0,11.0,30.0,80.0,655,24.0,0.6666666666666666,0.7070707070707071,0.975609756097561,0.3228346456692913,0.46153846153846156,0.16666666666666666,0.328,0.39923954372623577,0.2619047619047619,0.37735849056603776,0.4269230769230769,0.36363636363636365,0.3258426966292135,0.46153846153846156,0.3870967741935484,0.38095238095238093,0.32564102564102565,0.11406844106463879,0.140625,0.043010752688172046,17.76718856364874,0.5376344086021505,0.08235294117647059,0.014705882352941176,0.1001001001001001,0.07389162561576355,0.03755868544600939,0.0956738768718802,0.044035228182546036,0.04430379746835443,0.11387900355871886,0.08379888268156424,0.10555555555555556,0.059602649006622516,0.11538461538461539,0.2717948717948718,0.5094339622641509,0.6067415730337079,0.6851851851851852,0.1641025641025641,0.23846153846153847,0.3763440860215054,0.39325842696629215,0.7714285714285715,0.1076923076923077,0.23809523809523808,0.23809523809523808,1.0,0.21794871794871795,0.36470588235294116,0.36904761904761907,0.967741935483871,0.509090909090909,0.23636363636363636,0.46153846153846156,1.0,0.16853932584269662,0.4666666666666667,0.29213483146067415,0.23076923076923078,0.5974358974358974,0.37349397590361444,0.49400128865979376,0.5042032608695652,0.45940689655172406,0.12090680100755667,0.20151133501259447,8.716349809885934,25.62204724409449,0.2583826429980276,16.0,47.0,8.0,8.0,37.0,13.0,0.16037735849056603,0.045366795366795366,0.04672897196261682,0.045584045584045586,0.03864734299516908,0.25,0.2909090909090909,0.375,0.0883054892601432,0.1267123287671233,8.0,8.0,12.0,1.0,12.0,4.0,6.0,14.0,0.007874015748031496,0.011764705882352941,0.042801556420233464,0.01818181818181818,0.4666666666666667,0.2857142857142857,0.25,10.0,2.0,1.0,1.0,0.11235955056179775,,,,,,,,,,,,,True,,,,,
2069,1610612737,Hanno Mottola,Hanno Mottola,2069,ATL,24909.0,415,-121.0,818,830,259,324.0,96.0,1648,19.0,34.0,11.0,5.0,10.0,45.0,26.0,51.0,,,,2.0,,,,,59.0,130.0,,2.0,37.0,155.0,877.0,10.0,22.0,,,26.0,17.0,33.0,,,14.0,48.0,88.0,30.0,,,2.0,,19.0,9.0,3.0,12.0,2.0,1.0,2.0,3.0,4.0,27.0,6.0,1.0,6.0,39.0,6.0,51.0,22.0,73.0,9.0,4.0,5.0,13.0,3.0,7.0,14.0,6.0,,27.0,2.0,9.0,43.0,82.0,9.0,43.0,,3.0,4.0,3.0,4.0,48.0,259,14.0,0.7457627118644068,0.8,,,,,,0.45384615384615384,0.45454545454545453,0.5151515151515151,0.44696969696969696,0.45454545454545453,0.5151515151515151,0.5098684210526315,0.52,0.5853658536585366,0.015151515151515152,0.14615384615384616,0.26666666666666666,0.058823529411764705,19.268030139935416,0.48148148148148145,0.1935483870967742,0.041666666666666664,0.12871287128712872,0.0967741935483871,0.07894736842105263,0.1232876712328767,0.05198019801980198,0.08928571428571429,0.13131313131313133,0.13541666666666666,0.12037037037037036,0.09090909090909091,0.1111111111111111,0.25757575757575757,0.5588235294117647,0.6333333333333333,0.5263157894736842,0.3409090909090909,0.38636363636363635,0.5098039215686274,0.5416666666666666,0.9615384615384616,,,,,0.015151515151515152,,,,0.5,,,,0.30303030303030304,0.5,,,0.2727272727272727,,0.43341287878787876,0.46147777777777776,0.42516969696969703,0.16774193548387098,0.3096774193548387,9.943846153846152,25.75,0.31662591687041564,14.0,15.0,2.0,3.0,20.0,1.0,0.11764705882352941,0.04573170731707317,0.031007751937984496,0.05263157894736842,0.037037037037037035,0.3111111111111111,0.42424242424242425,0.6428571428571429,0.1342281879194631,0.1360544217687075,6.0,6.0,8.0,,1.0,8.0,,3.0,,,0.058823529411764705,0.05,0.75,0.5454545454545454,0.16666666666666666,,,2.0,,,,,,,,,,,,,,,True,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,32996.0,550,-130.0,1074,1057,267,303.0,144.0,2131,54.0,95.0,31.0,12.0,23.0,92.0,9.0,30.0,,,,,,,,,91.0,217.0,,,46.0,228.0,1151.0,22.0,43.0,,,52.0,18.0,49.0,,,16.0,52.0,106.0,76.0,,,,,26.0,10.0,7.0,17.0,6.0,1.0,3.0,2.0,5.0,41.0,12.0,1.0,13.0,42.0,11.0,66.0,54.0,120.0,13.0,6.0,7.0,21.0,6.0,10.0,22.0,11.0,2.0,43.0,6.0,8.0,20.0,46.0,6.0,63.0,,4.0,9.0,7.0,9.0,52.0,267,8.0,0.5824175824175825,0.6794871794871795,,,,,,0.41935483870967744,0.5116279069767442,0.3673469387755102,0.41935483870967744,0.5116279069767442,0.3673469387755102,0.4634146341463415,0.5531914893617021,0.4262295081967213,,0.11981566820276497,0.14130434782608695,,23.046251993620416,0.4883720930232558,0.3055555555555556,0.034482758620689655,0.10396039603960396,0.16666666666666666,0.12903225806451613,0.11410788381742738,0.09869646182495345,0.13432835820895522,0.07692307692307693,0.11643835616438356,0.11347517730496454,0.13559322033898305,0.2631578947368421,0.4377880184331797,0.5684210526315789,0.6585365853658537,0.6111111111111112,0.423963133640553,0.1382488479262673,0.3,0.3,0.8888888888888888,,,,,,,,,0.7209302325581395,,,,0.46938775510204084,0.5217391304347826,,,0.4377880184331797,,0.4772350230414745,0.5336323529411765,0.48556938775510206,0.22807017543859648,0.22807017543859648,6.21152073732719,,0.24860335195530725,28.0,41.0,6.0,5.0,30.0,1.0,0.1368421052631579,0.09234234234234234,0.07608695652173914,0.07692307692307693,0.061855670103092786,0.30434782608695654,0.35443037974683544,0.42857142857142855,0.12396694214876033,0.12396694214876033,17.0,8.0,26.0,,5.0,2.0,1.0,4.0,,,0.13675213675213677,0.11538461538461539,0.4444444444444444,0.5483870967741935,0.23529411764705882,,,,,,1.0,,,,,,,,,,,,True,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,33423.0,557,-55.0,1064,1072,242,320.0,138.0,2136,42.0,68.0,18.0,10.0,18.0,97.0,11.0,44.0,,,,,,,,,88.0,209.0,,,48.0,224.0,1140.0,18.0,26.0,,,43.0,20.0,51.0,,,15.0,55.0,98.0,78.0,,,,,20.0,22.0,8.0,30.0,5.0,3.0,9.0,1.0,12.0,68.0,8.0,1.0,18.0,77.0,15.0,110.0,42.0,152.0,14.0,7.0,7.0,13.0,3.0,6.0,23.0,7.0,2.0,36.0,2.0,8.0,33.0,65.0,12.0,65.0,,6.0,28.0,12.0,28.0,55.0,242,9.0,0.5568181818181818,0.6533333333333333,,,,,,0.42105263157894735,0.6923076923076923,0.39215686274509803,0.42105263157894735,0.6923076923076923,0.39215686274509803,0.4686192468619247,0.7166666666666667,0.45081967213114754,,0.09569377990430622,0.09278350515463918,0.045454545454545456,22.50409165302782,0.3611111111111111,0.36585365853658536,0.037037037037037035,0.1746031746031746,0.1935483870967742,0.1,0.17790262172284643,0.0803921568627451,0.05263157894736842,0.20161290322580644,0.18238993710691823,0.14556962025316456,0.2222222222222222,0.09523809523809523,0.3253588516746411,0.6176470588235294,0.711864406779661,0.5476190476190477,0.46411483253588515,0.21052631578947367,0.25,0.2619047619047619,0.8181818181818182,,,,,,,,,0.6923076923076923,,,,0.35294117647058826,0.5555555555555556,,,0.3253588516746411,,0.4593956937799042,0.5194809523809524,0.4548784313725491,0.19196428571428573,0.24553571428571427,7.812918660287081,,0.2274436090225564,35.0,33.0,1.0,5.0,29.0,14.0,0.1323529411764706,0.07674418604651163,0.06989247311827956,0.07534246575342465,0.009900990099009901,0.36082474226804123,0.3977272727272727,0.4857142857142857,0.12446351931330472,0.12446351931330472,15.0,7.0,26.0,,5.0,3.0,2.0,19.0,,,0.09183673469387756,0.21739130434782608,0.6785714285714286,0.8333333333333334,0.13333333333333333,,,2.0,1.0,,,2.0,,,,,,,,,,,True,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,51620.0,860,-137.0,1679,1667,429,517.0,228.0,3346,35.0,61.0,4.0,13.0,20.0,108.0,79.0,165.0,5.0,14.0,22.0,63.0,6.0,12.0,9.0,24.0,153.0,334.0,27.0,77.0,93.0,480.0,1807.0,8.0,28.0,7.0,14.0,42.0,37.0,77.0,11.0,30.0,45.0,152.0,96.0,210.0,57.0,24.0,61.0,22.0,28.0,109.0,10.0,119.0,8.0,2.0,53.0,20.0,36.0,248.0,5.0,,14.0,53.0,3.0,70.0,12.0,82.0,27.0,13.0,14.0,51.0,8.0,33.0,17.0,18.0,3.0,68.0,4.0,19.0,19.0,52.0,2.0,111.0,9.0,17.0,5.0,2.0,5.0,152.0,429,11.0,0.3137254901960784,0.31788079470198677,0.7037037037037037,0.35064935064935066,0.5,0.36666666666666664,0.36,0.45808383233532934,0.2857142857142857,0.4805194805194805,0.4708029197080292,0.44047619047619047,0.5,0.5152838427947598,0.44565217391304346,0.5639097744360902,0.1873479318734793,0.08383233532934131,0.1388888888888889,0.01818181818181818,26.932923707117254,0.75,0.05084745762711865,,0.07957957957957958,0.10687022900763359,0.033783783783783786,0.08406524466750313,0.014268727705112961,0.027777777777777776,0.07103825136612021,0.08015267175572519,0.08597285067873303,0.0851063829787234,0.16216216216216217,0.14841849148418493,0.5737704918032787,0.6862745098039216,0.17142857142857143,0.26277372262773724,0.40145985401459855,0.47878787878787876,0.4876543209876543,0.4050632911392405,0.0340632603406326,0.35714285714285715,0.35714285714285715,0.8,0.15328467153284672,0.3492063492063492,0.3492063492063492,0.6818181818181818,0.09523809523809523,0.2857142857142857,0.5,0.6666666666666666,0.18691588785046728,0.65,0.22429906542056074,0.375,0.3357664233576642,0.36065573770491804,0.4475860294117647,0.44215882352941177,0.4507081730769231,0.0875,0.31666666666666665,11.908982035928142,25.897402597402603,0.2555092316855271,39.0,7.0,5.0,8.0,38.0,3.0,0.16393442622950818,0.010101010101010102,0.010309278350515464,0.008658008658008658,0.025,0.3611111111111111,0.41935483870967744,0.2564102564102564,0.08616780045351474,0.1043956043956044,1.0,5.0,4.0,,2.0,,,3.0,,,0.011695906432748537,0.05,0.6,0.25,,6.0,2.0,,,0.056074766355140186,,1.0,1.0,2.0,2.0,0.047619047619047616,0.5,1.0,0.3333333333333333,,,,True,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,16077.0,268,-7.0,509,525,140,222.0,76.0,1034,23.0,38.0,9.0,3.0,8.0,26.0,13.0,26.0,1.0,2.0,3.0,12.0,,2.0,1.0,5.0,47.0,90.0,4.0,14.0,18.0,124.0,529.0,9.0,11.0,1.0,3.0,22.0,11.0,21.0,1.0,5.0,3.0,28.0,36.0,58.0,,12.0,12.0,3.0,8.0,18.0,7.0,25.0,4.0,3.0,14.0,1.0,3.0,57.0,3.0,,6.0,21.0,1.0,28.0,11.0,39.0,15.0,9.0,6.0,8.0,1.0,5.0,4.0,3.0,,12.0,1.0,3.0,12.0,20.0,,28.0,,,3.0,3.0,3.0,28.0,140,8.0,0.3829787234042553,0.43902439024390244,,0.2857142857142857,0.3333333333333333,0.2,0.2857142857142857,0.5222222222222223,0.8181818181818182,0.5238095238095238,0.5096153846153846,0.75,0.4807692307692308,0.5299145299145299,0.7333333333333333,0.5,0.1346153846153846,0.08888888888888889,0.15384615384615385,,21.571906354515047,0.6666666666666666,0.0625,,0.10294117647058823,0.15384615384615385,0.08333333333333333,0.1111111111111111,0.044,0.06451612903225806,0.1875,0.08433734939759036,0.0684931506849315,0.10714285714285714,0.2727272727272727,0.36538461538461536,0.6052631578947368,0.6764705882352942,0.4782608695652174,0.25,0.25,0.5,0.5,0.38461538461538464,0.019230769230769232,0.5,0.5,,0.11538461538461539,0.25,0.25,,0.6428571428571429,0.14285714285714285,,,0.3076923076923077,0.375,0.19230769230769232,0.2,0.5,0.25,0.46873269230769227,0.5082461538461538,0.40938846153846153,0.1774193548387097,0.22580645161290322,7.757777777777781,25.849999999999998,0.275049115913556,11.0,8.0,1.0,2.0,15.0,,0.10526315789473684,0.037383177570093455,0.054945054945054944,0.014285714285714285,0.025,0.4230769230769231,0.5,0.18181818181818182,0.1282051282051282,0.14563106796116504,7.0,1.0,12.0,,2.0,,,3.0,,,0.03773584905660377,0.2,1.0,0.7777777777777778,,,,,,,,,1.0,1.0,,0.07142857142857142,1.0,,,,,,True,,,,,
1898,1610612737,Cal Bowdler,Cal Bowdler,1898,ATL,12411.0,207,27.0,409,411,128,228.0,54.0,820,14.0,26.0,11.0,3.0,5.0,11.0,13.0,30.0,,,1.0,5.0,,,,2.0,31.0,67.0,1.0,5.0,20.0,85.0,401.0,8.0,15.0,,,19.0,6.0,17.0,,2.0,9.0,21.0,48.0,14.0,3.0,,5.0,1.0,9.0,,3.0,3.0,2.0,1.0,,,,9.0,3.0,,,17.0,4.0,21.0,19.0,40.0,7.0,7.0,,5.0,1.0,3.0,3.0,2.0,,8.0,2.0,2.0,12.0,31.0,,22.0,,2.0,14.0,5.0,14.0,21.0,128,6.0,0.7741935483870968,0.8888888888888888,1.0,0.2,,,0.2,0.4626865671641791,0.5333333333333333,0.35294117647058826,0.4513888888888889,0.5333333333333333,0.3157894736842105,0.5120481927710844,0.5588235294117647,0.4375,0.06944444444444445,0.13432835820895522,0.09090909090909091,,19.238900634249468,0.625,0.3076923076923077,,0.11258278145695365,,0.08108108108108109,0.09239130434782608,0.09547738693467336,0.06896551724137931,0.0975609756097561,0.17307692307692307,0.06896551724137931,,,0.3611111111111111,0.5384615384615384,0.7777777777777778,0.6428571428571429,0.1527777777777778,0.4166666666666667,0.43333333333333335,0.43333333333333335,1.0,,,,,0.06944444444444445,0.2,0.2,1.0,0.7333333333333333,,,,0.2631578947368421,0.6,0.10526315789473684,,0.4305555555555556,0.2,0.4636659722222222,0.5126142857142857,0.43774473684210524,0.2235294117647059,0.24705882352941178,9.261194029850744,25.46,0.31295843520782396,4.0,16.0,,,9.0,8.0,0.3076923076923077,0.09876543209876543,0.07692307692307693,0.06153846153846154,,0.36363636363636365,0.4,0.5,0.1111111111111111,0.11842105263157894,5.0,3.0,8.0,,1.0,3.0,1.0,8.0,,,0.17777777777777778,0.125,0.5714285714285714,0.45454545454545453,,,,1.0,,,,,,,,,,,,,,,True,,,,,
