EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,FTOffRebounds,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,BlockedArc3,on,Clear Path Fouls,3pt And 1 Free Throw Trips
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,75833.0,1264,-33,2493,2458,646,553,342,4951,43,82,4.0,4.0,12.0,26.0,18.0,61.0,76.0,184,25.0,56.0,4.0,9.0,10.0,17.0,41.0,125.0,8.0,31.0,5.0,35.0,137,327,66.0,181.0,42.0,514,2589,12.0,24.0,12.0,40.0,3.0,63.0,32,81,15.0,52.0,27.0,136,100,174.0,186.0,12.0,125.0,41.0,16.0,130.0,25.0,155.0,16.0,9.0,53.0,15.0,62.0,335.0,2.0,11.0,20.0,50.0,1.0,71.0,13.0,84.0,4.0,33.0,16.0,17.0,59.0,15.0,40.0,32.0,8.0,19.0,1.0,91.0,3.0,21.0,22.0,103.0,2.0,5.0,58.0,4.0,19.0,12.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,136,646,16.0,0.36496350364963503,0.36496350364963503,0.9393939393939394,0.36464088397790057,0.3,0.28846153846153844,0.36464088397790057,0.41896024464831805,0.5,0.3950617283950617,0.4645669291338583,0.46875,0.40977443609022557,0.4803738317757009,0.4772727272727273,0.4563758389261745,0.3562992125984252,0.04892966360856269,0.10975609756097561,0.06557377049180328,0.016304347826086956,21.68340838240388,0.6483516483516484,0.013888888888888888,0.05291005291005291,0.010805500982318271,0.08298755186721991,0.00819672131147541,0.05902192242833052,0.010301109350237718,0.011764705882352941,0.023622047244094488,0.003929273084479371,0.011764705882352941,0.06589147286821706,0.04477611940298507,0.050119331742243436,0.0918918918918919,0.05357142857142857,0.013986013986013986,0.6666666666666666,0.16141732283464566,0.524390243902439,0.589041095890411,0.2558139534883721,0.12007874015748031,0.29508196721311475,0.3157894736842105,0.16666666666666666,0.36220472440944884,0.41304347826086957,0.4198895027624309,0.47368421052631576,0.11023622047244094,0.44642857142857145,0.44642857142857145,1.0,0.24606299212598426,0.328,0.328,0.9024390243902439,0.0625,1.0,0.5,0.140625,0.4444444444444444,1.0,0.484375,0.25806451612903225,0.75,0.19548872180451127,0.46153846153846156,0.12781954887218044,0.5882352941176471,0.2631578947368421,0.14285714285714285,0.5177165354330708,0.328,0.4829342209072979,0.4945436170212766,0.47365189393939394,0.036328871892925434,0.05555555555555555,0.122568093385214,0.26459143968871596,12.256269113149846,25.17292817679558,0.2591255515443241,,,,,,,,,,,,,,,,,,,True,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,86591.0,1443,38,2824,2806,747,717,397,5630,97,157,36.0,59.0,19.0,30.0,8.0,36.0,4.0,21,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,109,214,1.0,1.0,32.0,253,2858,41.0,69.0,1.0,1.0,8.0,93.0,23,41,1.0,1.0,19.0,68,112,106.0,3.0,,1.0,1.0,18.0,45.0,21.0,66.0,13.0,8.0,23.0,5.0,17.0,153.0,27.0,134.0,72.0,282.0,54.0,408.0,164.0,572.0,7.0,58.0,45.0,13.0,26.0,6.0,16.0,23.0,1.0,10.0,5.0,49.0,10.0,10.0,55.0,97.0,5.0,6.0,96.0,8.0,35.0,17.0,102.0,58.0,10.0,34.0,102.0,63.0,,68,747,15.0,0.5137614678899083,0.691358024691358,1.0,1.0,1.0,1.0,1.0,0.5093457943925234,0.5942028985507246,0.5609756097560976,0.513953488372093,0.6071428571428571,0.5833333333333334,0.48841698841698844,0.5670731707317073,0.5151515151515151,0.004651162790697674,0.08411214953271028,0.08280254777070063,0.1388888888888889,,9.384521633150518,0.5306122448979592,0.6352941176470588,0.2556663644605621,0.11384876805437553,0.25622775800711745,0.10756972111553785,0.25578034682080925,0.11274509803921569,0.13355048859934854,0.10830324909747292,0.10623946037099494,0.1016949152542373,0.19932432432432431,0.24104234527687296,0.298,0.26126126126126126,0.23728813559322035,0.08045977011494253,0.6176470588235294,0.7302325581395349,0.6178343949044586,0.6736111111111112,0.5154639175257731,0.16744186046511628,0.2222222222222222,0.25806451612903225,0.375,0.09767441860465116,0.19047619047619047,0.19047619047619047,0.75,,,,,0.004651162790697674,1.0,1.0,1.0,0.8428571428571429,0.6101694915254238,0.1111111111111111,,,,0.014285714285714285,1.0,1.0,0.7142857142857143,0.6333333333333333,,,0.023809523809523808,1.0,0.7348837209302326,1.0,0.5172576744186047,0.5172787878787879,0.5219047619047619,0.1446280991735537,0.14522821576763487,0.3675889328063241,0.26877470355731226,3.193457943925233,24.1,0.2645184135977337,56.0,3.0,2.0,0.03,0.12162162162162163,,,,,,,,,,,,,,True,,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,14355.0,239,53,485,476,183,199,61,961,11,16,1.0,3.0,4.0,6.0,2.0,4.0,6.0,15,9.0,13.0,,,3.0,4.0,3.0,11.0,,2.0,1.0,5.0,19,35,12.0,24.0,5.0,79,443,5.0,8.0,,2.0,,10.0,5,9,4.0,9.0,5.0,27,30,8.0,33.0,3.0,11.0,3.0,2.0,8.0,2.0,10.0,1.0,1.0,,2.0,6.0,22.0,3.0,4.0,3.0,23.0,5.0,31.0,7.0,38.0,,7.0,5.0,2.0,5.0,,4.0,1.0,,1.0,,6.0,,3.0,8.0,28.0,1.0,1.0,7.0,1.0,1.0,3.0,5.0,3.0,,2.0,5.0,4.0,,27,183,11.0,0.7894736842105263,0.8333333333333334,0.9166666666666666,0.5,,0.4444444444444444,0.5,0.5428571428571428,0.625,0.5555555555555556,0.6271186440677966,0.5,0.6111111111111112,0.6370967741935484,0.5,0.6428571428571429,0.4067796610169492,0.05714285714285714,0.0625,0.25,,12.38615664845173,0.8333333333333334,0.25,0.12637362637362637,0.021164021164021163,0.07317073170731707,0.0967741935483871,0.11659192825112108,0.031818181818181815,0.016666666666666666,0.041666666666666664,0.012345679012345678,0.17647058823529413,0.15217391304347827,0.0967741935483871,0.13513513513513514,,0.25,,0.8,0.2711864406779661,0.6875,0.7333333333333333,0.7272727272727273,0.06779661016949153,0.5,0.6666666666666666,0.5,0.2542372881355932,0.4,0.4,1.0,0.22033898305084745,0.6923076923076923,0.6923076923076923,1.0,0.1864406779661017,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.3,0.3333333333333333,,,,,0.2,,,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.75,0.2777777777777778,0.2,0.6779661016949152,0.2727272727272727,0.5243576271186441,0.46376249999999997,0.5447888888888889,0.01694915254237288,0.02857142857142857,0.12658227848101267,0.34177215189873417,9.334285714285713,24.658333333333335,0.37731958762886597,2.0,,,,,,,,,,,,,,,,,,True,,
2043,1610612765,Mateen Cleaves,Mateen Cleaves,2043,DET,28871.0,481,-2,955,966,292,327,110,1921,26,58,,4.0,11.0,25.0,7.0,19.0,25.0,53,,,,,,,,3.0,,,,1.0,58,130,,3.0,32.0,148,931,3.0,11.0,,,1.0,7.0,16,40,,1.0,12.0,44,42,74.0,,,3.0,,11.0,73.0,9.0,82.0,7.0,2.0,34.0,13.0,26.0,173.0,,4.0,9.0,27.0,1.0,37.0,4.0,41.0,,17.0,7.0,10.0,20.0,12.0,12.0,28.0,3.0,8.0,4.0,48.0,3.0,17.0,12.0,53.0,1.0,6.0,45.0,3.0,21.0,3.0,1.0,,,1.0,1.0,1.0,,44,292,10.0,0.3620689655172414,0.3620689655172414,,,,,,0.4461538461538462,0.2727272727272727,0.4,0.43609022556390975,0.2727272727272727,0.3902439024390244,0.4805194805194805,0.2916666666666667,0.46808510638297873,0.022556390977443608,0.08461538461538462,0.15517241379310345,0.10526315789473684,,18.583256669733213,0.4166666666666667,0.030303030303030304,0.07317073170731707,0.00980392156862745,0.0891089108910891,,0.07659574468085106,0.008639308855291577,,0.01020408163265306,0.016483516483516484,,0.07,0.06060606060606061,0.08235294117647059,0.0975609756097561,0.05263157894736842,,1.0,0.43609022556390975,0.4482758620689655,0.5306122448979592,0.15384615384615385,0.14285714285714285,0.3684210526315789,0.4117647058823529,0.2857142857142857,0.39849624060150374,0.4716981132075472,0.4716981132075472,0.6,,,,,0.022556390977443608,,,,0.36363636363636365,,,,,,,,,0.6097560975609756,0.44,,,0.024390243902439025,,0.45864661654135336,,0.4893793233082706,0.44935,0.5132475609756098,0.1390728476821192,0.14189189189189189,0.0472972972972973,0.2972972972972973,8.422307692307694,26.166666666666668,0.3057591623036649,,,,,,,,,,,,,,,,,,,True,,
693,1610612765,Joe Smith,Joe Smith,693,DET,116490.0,1942,1,3835,3805,1091,1024,519,7640,97,196,38.0,72.0,26.0,51.0,76.0,233.0,135.0,331,,2.0,,,,1.0,,3.0,,,,3.0,308,760,,5.0,231.0,847,3899,53.0,114.0,,,46.0,152.0,66,181,,4.0,80.0,212,388,228.0,,,2.0,,46.0,60.0,19.0,79.0,12.0,7.0,23.0,5.0,32.0,177.0,27.0,129.0,65.0,240.0,26.0,331.0,160.0,491.0,18.0,47.0,29.0,18.0,38.0,7.0,16.0,50.0,8.0,22.0,9.0,88.0,11.0,18.0,133.0,258.0,25.0,16.0,287.0,21.0,126.0,27.0,50.0,37.0,3.0,10.0,50.0,25.0,2.0,212,1091,27.0,0.6298701298701299,0.6879432624113475,,,,,,0.4052631578947368,0.4649122807017544,0.36464088397790057,0.40261437908496733,0.4649122807017544,0.3567567567567568,0.47157190635451507,0.5390070921985816,0.462882096069869,0.006535947712418301,0.060526315789473685,0.1377551020408163,0.07725321888412018,0.0030211480362537764,22.20468890892696,0.4318181818181818,0.22608695652173913,0.16337644656228728,0.0809284818067754,0.17150395778364116,0.08181818181818182,0.16504329004329005,0.08108108108108109,0.0971563981042654,0.0792838874680307,0.07298335467349552,0.07391304347826087,0.15306122448979592,0.1738095238095238,0.1628614916286149,0.16554054054054054,0.1927710843373494,0.04411764705882353,0.5,0.25620915032679736,0.49489795918367346,0.5739644970414202,0.4020618556701031,0.3045751633986928,0.3261802575107296,0.35348837209302325,0.5526315789473685,0.4326797385620915,0.4078549848942598,0.4090909090909091,0.837037037037037,0.00261437908496732,,,,0.00392156862745098,,,,0.631578947368421,0.5277777777777778,0.07894736842105263,,,,,,,0.2756756756756757,0.5098039215686274,0.005405405405405406,,0.016216216216216217,,0.2627450980392157,,0.434046596858639,0.49479807692307687,0.4245804347826086,0.14482758620689656,0.14566473988439307,0.179456906729634,0.2502951593860685,10.324868421052633,32.4,0.28448500651890485,52.0,4.0,4.0,0.031746031746031744,0.1,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,,,,,,,,True,,
344,1610612765,Dana Barros,Dana Barros,344,DET,31538.0,526,36,1050,1038,418,384,144,2088,17,30,1.0,1.0,9.0,15.0,10.0,21.0,36.0,90,1.0,6.0,,,1.0,3.0,22.0,47.0,2.0,3.0,11.0,17.0,63,141,23.0,53.0,39.0,234,1039,7.0,12.0,2.0,3.0,,20.0,24,54,12.0,20.0,27.0,111,34,92.0,60.0,9.0,47.0,22.0,5.0,51.0,10.0,61.0,4.0,6.0,19.0,8.0,24.0,132.0,,4.0,7.0,34.0,1.0,42.0,4.0,46.0,1.0,16.0,12.0,4.0,21.0,4.0,13.0,10.0,1.0,8.0,1.0,31.0,,14.0,9.0,29.0,,1.0,46.0,2.0,7.0,15.0,1.0,,1.0,,1.0,,1.0,111,418,8.0,0.2698412698412698,0.27419354838709675,0.8695652173913043,0.4339622641509434,0.6666666666666666,0.6,0.4339622641509434,0.44680851063829785,0.5833333333333334,0.4444444444444444,0.5025773195876289,0.6666666666666666,0.5675675675675675,0.5373831775700935,0.6666666666666666,0.6111111111111112,0.27319587628865977,0.03546099290780142,0.06666666666666667,0.047619047619047616,0.022222222222222223,20.298260149130073,0.6774193548387096,0.029411764705882353,0.08585858585858586,0.009029345372460496,0.06542056074766354,,0.08151093439363817,0.007692307692307693,,0.02830188679245283,0.004830917874396135,,0.058823529411764705,0.10655737704918032,0.0872093023255814,0.07058823529411765,0.045454545454545456,0.009900990099009901,,0.15463917525773196,0.5666666666666667,0.6071428571428571,0.11764705882352941,0.10824742268041238,0.47619047619047616,0.5,0.1,0.4639175257731959,0.4,0.4090909090909091,0.3888888888888889,0.030927835051546393,0.16666666666666666,0.16666666666666666,1.0,0.2422680412371134,0.46808510638297873,0.46808510638297873,0.8636363636363636,0.06666666666666667,1.0,,,,,0.2,0.6666666666666666,1.0,0.20270270270270271,0.6,0.04054054054054054,0.3333333333333333,0.22972972972972974,0.6470588235294118,0.42783505154639173,0.46808510638297873,0.4577891752577319,0.4507115384615385,0.4553587837837838,0.035175879396984924,0.04794520547945205,0.08547008547008547,0.47435897435897434,13.294326241134756,25.97358490566038,0.3980952380952381,2.0,,,,,,,4.0,,,,,,,,,,,True,,
688,1610612765,Michael Curry,Michael Curry,688,DET,52695.0,878,-73,1698,1693,316,353,213,3391,33,53,2.0,5.0,6.0,12.0,7.0,20.0,41.0,109,3.0,7.0,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,81,182,4.0,9.0,36.0,210,1797,5.0,20.0,1.0,2.0,2.0,15.0,11,27,1.0,2.0,15.0,40,114,48.0,12.0,,2.0,1.0,9.0,58.0,23.0,81.0,17.0,6.0,14.0,10.0,34.0,185.0,1.0,11.0,13.0,40.0,,53.0,12.0,65.0,2.0,14.0,8.0,6.0,13.0,7.0,10.0,18.0,,3.0,2.0,31.0,1.0,7.0,46.0,106.0,4.0,8.0,43.0,5.0,19.0,5.0,2.0,1.0,1.0,,2.0,2.0,,40,316,8.0,0.7037037037037037,0.7215189873417721,1.0,0.4444444444444444,0.5,0.5,0.4444444444444444,0.44505494505494503,0.25,0.4074074074074074,0.45549738219895286,0.29545454545454547,0.43103448275862066,0.5,0.3125,0.5405405405405406,0.04712041884816754,0.04945054945054945,0.11320754716981132,0.15,,12.314007183170858,0.41935483870967744,,0.06329113924050633,0.015341701534170154,0.08176100628930817,0.007194244604316547,0.06700379266750948,0.014018691588785047,0.01775147928994083,0.017241379310344827,0.013368983957219251,0.010309278350515464,0.042682926829268296,0.09142857142857143,0.05802047781569966,0.056451612903225805,0.17142857142857143,0.020618556701030927,1.0,0.2774869109947644,0.6226415094339622,0.7021276595744681,0.5151515151515151,0.10471204188481675,0.35,0.4117647058823529,0.2857142857142857,0.5706806282722513,0.3761467889908257,0.3761467889908257,0.926829268292683,0.03664921465968586,0.42857142857142855,0.42857142857142855,1.0,0.010471204188481676,0.5,0.5,1.0,0.22727272727272727,0.4,,0.045454545454545456,,,0.045454545454545456,1.0,1.0,0.41379310344827586,0.5,0.034482758620689655,,0.034482758620689655,1.0,0.32460732984293195,0.5,0.46156256544502616,0.42863749999999995,0.4677120689655172,0.09268292682926829,0.09693877551020408,0.07142857142857142,0.19047619047619047,11.613186813186815,24.1,0.18610129564193167,4.0,,,,,,,1.0,1.0,,,,,,,,,,True,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,99766.0,1663,21,3296,3274,947,875,456,6570,123,212,11.0,27.0,37.0,72.0,38.0,109.0,134.0,389,28.0,74.0,4.0,11.0,4.0,12.0,60.0,170.0,5.0,16.0,10.0,37.0,295,710,88.0,244.0,313.0,1167,3360,29.0,62.0,9.0,27.0,17.0,102.0,79,193,14.0,49.0,176.0,376,270,320.0,192.0,72.0,169.0,60.0,45.0,190.0,49.0,239.0,30.0,19.0,71.0,26.0,93.0,527.0,8.0,39.0,21.0,94.0,1.0,116.0,47.0,163.0,13.0,44.0,30.0,14.0,84.0,16.0,44.0,62.0,20.0,40.0,6.0,146.0,12.0,48.0,21.0,70.0,4.0,11.0,375.0,25.0,120.0,66.0,22.0,12.0,5.0,5.0,23.0,14.0,,376,947,11.0,0.4576271186440678,0.47202797202797203,0.7272727272727273,0.36065573770491804,0.3333333333333333,0.2857142857142857,0.36213991769547327,0.4154929577464789,0.46774193548387094,0.40932642487046633,0.44758909853249473,0.47752808988764045,0.4132231404958678,0.5174574753804835,0.5153061224489796,0.5548961424332344,0.2557651991614256,0.06338028169014084,0.09433962264150944,0.1559633027522936,0.02056555269922879,32.96789350039154,0.5753424657534246,0.010309278350515464,0.07384131971720345,0.028613352898019074,0.06441717791411043,0.026143790849673203,0.07191994996873045,0.02816057519472738,0.056022408963585436,0.015105740181268883,0.02074074074074074,0.028169014084507043,0.05934718100890208,0.06593406593406594,0.08741258741258741,0.06719367588932806,0.0547945205479452,0.025145067698259187,0.6086956521739131,0.2222222222222222,0.5801886792452831,0.640625,0.4878048780487805,0.11425576519916142,0.3486238532110092,0.41304347826086957,0.23684210526315788,0.4077568134171908,0.3444730077120823,0.35170603674540685,0.4925373134328358,0.07756813417190776,0.3783783783783784,0.3835616438356164,0.8214285714285714,0.17819706498951782,0.35294117647058826,0.35502958579881655,0.6833333333333333,0.30337078651685395,0.4074074074074074,0.18181818181818182,0.12359550561797752,0.36363636363636365,0.75,0.1797752808988764,0.3125,0.8,0.2975206611570248,0.5138888888888888,0.049586776859504134,0.3333333333333333,0.15289256198347106,0.2702702702702703,0.4779874213836478,0.35502958579881655,0.486888405036726,0.4845415584415583,0.48167468879668046,0.11607992388201713,0.14906832298136646,0.08740359897172237,0.3221936589545844,11.366901408450703,25.19303278688524,0.28731796116504854,18.0,,1.0,,0.021505376344086023,1.0,2.0,18.0,,0.00819672131147541,0.0058823529411764705,2.0,1.0,1.0,0.013513513513513514,0.008130081300813009,,,True,,
1600,1610612765,Kornel David,Kornel David,1600,DET,1104.0,18,-4,36,37,11,11,2,73,2,2,,,1.0,1.0,,1.0,,2,,,,,,,,,,,,,2,5,,,,4,43,,,,,,,1,2,,,,2,2,2.0,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,5.0,,5.0,,5.0,,,,,,,,1.0,,,,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,,2,11,,0.5,0.5,,,,,,0.4,,0.5,0.4,,0.5,0.4,,0.5,,,,,,15.789473684210526,,,0.21739130434782608,,,,0.2,,,,,,0.2,0.3,0.125,,,,,0.4,1.0,1.0,0.5,0.2,,,,0.4,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.4,,0.4765600000000001,,0.46105,,,,0.5,8.219999999999999,,0.3055555555555556,,,,,,,,,,,,,,,,,,,True,,
182,1610612765,Billy Owens,Billy Owens,182,DET,16575.0,276,-10,552,544,157,115,81,1096,12,29,6.0,18.0,2.0,9.0,8.0,15.0,7.0,20,,5.0,,3.0,,1.0,,3.0,,,,1.0,27,64,,8.0,2.0,56,530,7.0,22.0,,3.0,,14.0,4,19,,2.0,,8,26,28.0,,,2.0,,5.0,14.0,2.0,16.0,1.0,1.0,6.0,2.0,6.0,34.0,5.0,19.0,11.0,34.0,2.0,47.0,24.0,71.0,3.0,12.0,9.0,3.0,6.0,1.0,4.0,5.0,,2.0,,11.0,,,17.0,32.0,2.0,1.0,7.0,1.0,4.0,,5.0,1.0,1.0,3.0,5.0,1.0,,8,157,2.0,0.48148148148148145,0.5652173913043478,,,,,,0.421875,0.3181818181818182,0.21052631578947367,0.375,0.28,0.19047619047619047,0.37333333333333335,0.28,0.19047619047619047,0.1111111111111111,0.078125,0.1724137931034483,,,13.23076923076923,0.5454545454545454,0.11764705882352941,0.15668202764976957,0.07818930041152264,0.15942028985507245,0.09259259259259259,0.15734265734265734,0.08080808080808081,0.10666666666666667,0.06153846153846154,0.06796116504854369,0.0975609756097561,0.11290322580645161,0.203125,0.15384615384615385,0.1111111111111111,0.3333333333333333,0.07894736842105263,0.2,0.4027777777777778,0.41379310344827586,0.5,0.4166666666666667,0.20833333333333334,0.5333333333333333,0.5333333333333333,0.5,0.2777777777777778,0.35,0.35,0.5714285714285714,0.06944444444444445,,,,0.041666666666666664,,,,0.72,0.3333333333333333,0.16666666666666666,0.12,,,,,,0.42857142857142855,0.2222222222222222,0.047619047619047616,,0.047619047619047616,,0.5138888888888888,,0.48549225352112685,0.5285775000000001,0.4714125,0.05333333333333334,0.05970149253731343,0.25,0.14285714285714285,7.692187499999999,25.7375,0.28442028985507245,8.0,,,,0.07692307692307693,1.0,,,,,,,,,,,1.0,,True,,
