EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Travels,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,ShortMidRangePctBlocked,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,AtRimAssists,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SelfOReb,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangeFGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,HeaveMakes,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,1655.0,28.0,-11.0,56,57,20.0,37,6.0,113,2.0,3.0,1.0,2.0,3.0,1.0,2.0,7.0,1.0,5.0,55.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,7.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,0.2857142857142857,0.2,0.2857142857142857,0.2,0.3125,0.2,0.14285714285714285,0.3333333333333333,17.46031746031746,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.07407407407407407,0.2,0.5,0.20689655172413793,0.10344827586206896,0.2,0.1111111111111111,0.5,0.2,0.3333333333333333,0.125,1.0,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,0.42857142857142855,0.14285714285714285,0.4,0.5,0.42857142857142855,0.4831571428571429,0.44652000000000003,0.125,0.125,0.4,6.785714285714286,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,2925.0,49.0,-29.0,89,92,18.0,39,17.0,181,3.0,4.0,2.0,2.0,7.0,4.0,6.0,15.0,5.0,20.0,115.0,2.0,3.0,5.0,8.0,1.0,,2.0,1.0,4.0,,5.0,2.0,7.0,,,1.0,,1.0,2.0,,3.0,2.0,,4.0,5.0,7.0,1.0,,,1.0,1.0,5.0,18.0,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.35714285714285715,0.5,0.3958333333333333,0.5,0.06666666666666667,,25.0,0.3333333333333333,,0.13793103448275862,0.05555555555555555,0.16666666666666666,,0.14285714285714285,0.0392156862745098,0.07692307692307693,0.07142857142857142,,0.25,0.15384615384615385,,,1.0,0.19047619047619047,0.75,0.75,0.6666666666666666,0.3333333333333333,0.19047619047619047,0.5,1.0,0.47619047619047616,0.46633095238095235,0.634475,0.045454545454545456,0.0625,0.25,8.433333333333334,0.20224719101123595,3.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.5,0.6666666666666666,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,0.25,0.16666666666666666,0.05,25.083333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,5306.0,88.0,-5.0,172,173,67.0,101,26.0,345,2.0,5.0,2.0,3.0,6.0,10.0,5.0,21.0,5.0,18.0,155.0,3.0,8.0,10.0,6.0,2.0,,1.0,2.0,9.0,,11.0,1.0,12.0,7.0,6.0,6.0,,5.0,3.0,1.0,9.0,1.0,3.0,1.0,3.0,7.0,4.0,,,,,10.0,67.0,0.6,0.6,0.23809523809523808,0.375,0.21666666666666667,0.375,0.2727272727272727,0.4166666666666667,0.09523809523809523,0.2,20.792079207920793,0.6666666666666666,,0.11842105263157894,0.013333333333333334,0.14285714285714285,,0.12222222222222222,0.009900990099009901,,0.027777777777777776,,0.2222222222222222,,0.1111111111111111,,,0.16666666666666666,0.4,0.5,0.5,0.2,0.3333333333333333,0.25,0.6666666666666666,0.4666666666666667,0.45260166666666657,0.4618333333333333,0.12121212121212122,0.16666666666666666,0.5555555555555556,11.40952380952381,0.38953488372093026,3.0,,6.0,3.0,1.0,9.0,2.0,,,4.0,1.0,4.0,3.0,6.0,,14.0,3.0,17.0,2.0,1.0,8.0,37.0,,,,,,1.0,0.1111111111111111,0.1111111111111111,,0.3,,0.2,0.5,0.5,0.6666666666666666,0.2,,,,0.25,,,24.788888888888888,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.25,0.1,0.1,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,16023.0,267.0,-45.0,512,516,85.0,161,65.0,1028,11.0,28.0,3.0,10.0,7.0,,12.0,35.0,3.0,27.0,541.0,3.0,12.0,7.0,20.0,11.0,6.0,22.0,7.0,33.0,3.0,43.0,28.0,71.0,3.0,2.0,5.0,,3.0,8.0,,13.0,4.0,3.0,26.0,56.0,11.0,5.0,,,30.0,20.0,7.0,85.0,0.8333333333333334,0.9090909090909091,0.34285714285714286,0.25,0.34285714285714286,0.25,0.3375,0.2692307692307692,0.3142857142857143,0.25,9.028960817717206,0.38461538461538464,0.2,0.14798206278026907,0.10138248847926268,0.15555555555555556,0.1111111111111111,0.14925373134328357,0.1033210332103321,0.16363636363636364,0.09900990099009901,0.0975609756097561,0.11940298507462686,0.125,0.19736842105263158,0.125,0.6666666666666666,0.8,0.39285714285714285,0.5238095238095238,0.8181818181818182,0.2,,0.8333333333333334,0.3,0.8,0.5462314285714285,0.5271083333333334,0.1282051282051282,0.1282051282051282,0.25925925925925924,1.3257142857142856,0.166015625,1.0,,,,,,12.0,,6.0,,1.0,4.0,,,,2.0,,2.0,,1.0,1.0,4.0,,,1.0,30.0,21.0,,,,0.25,,0.5714285714285714,0.1724137931034483,0.14285714285714285,0.3333333333333333,1.0,,,,,,,0.2222222222222222,,,,,,,,,1.0,2.0,1.0,3.0,,,,,,,,,0.5258272727272728,3.0,9.0,3.0,2.0,1.0,6.0,4.0,1.0,8.0,1.0,2.0,0.25,0.25,0.04918032786885246,0.15384615384615385,0.08333333333333333,0.75,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
283,1610612749,Lindsey Hunter,Lindsey Hunter,283,MIL,5135.0,86.0,-18.0,171,170,59.0,97,29.0,341,,5.0,,1.0,3.0,14.0,10.0,22.0,,44.0,166.0,5.0,9.0,19.0,8.0,1.0,1.0,,4.0,7.0,,11.0,1.0,12.0,3.0,3.0,4.0,,1.0,,,4.0,,,4.0,6.0,,,,,,,19.0,59.0,0.4,0.4,0.45454545454545453,0.5555555555555556,0.5238095238095238,0.6333333333333333,0.5238095238095238,0.6333333333333333,0.045454545454545456,0.2,22.66009852216749,1.0,,0.1,,0.3076923076923077,0.037037037037037035,0.13253012048192772,0.01,,,0.05263157894736842,0.08695652173913043,0.15,0.07407407407407407,0.2,,0.11904761904761904,,,,0.07142857142857142,0.3333333333333333,0.06666666666666667,,0.5952380952380952,0.4649988095238095,0.4373699999999999,,,0.4318181818181818,13.359090909090908,0.34502923976608185,3.0,5.0,14.0,3.0,8.0,20.0,2.0,,2.0,6.0,,12.0,15.0,14.0,5.0,15.0,,15.0,,5.0,5.0,30.0,,,,,,0.625,0.4,0.4,0.25,0.47619047619047616,,0.375,1.0,1.0,,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.4,0.2,0.35714285714285715,0.045454545454545456,25.224999999999998,3.0,6.0,2.0,3.0,3.0,,5.0,,3.0,,,0.5,,0.14285714285714285,0.5,0.5,1.0,0.2,0.6666666666666666,0.43827499999999997,,1.0,1.0,,1.0,1.0,,,,,,0.5,0.25,,,0.043478260869565216,0.25,,,7.0,2.0,1.0,2.0,9.0,0.5,0.5,0.5714285714285714,0.5,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,
998,1610612749,Mark Pope,Mark Pope,998,MIL,7254.0,121.0,-7.0,239,244,57.0,97,34.0,483,4.0,7.0,1.0,3.0,2.0,7.0,5.0,16.0,4.0,14.0,220.0,1.0,4.0,5.0,4.0,3.0,2.0,9.0,,13.0,2.0,15.0,11.0,26.0,1.0,1.0,1.0,,1.0,,,1.0,,,6.0,11.0,6.0,2.0,,,2.0,1.0,5.0,57.0,0.4,1.0,0.3125,0.25,0.29411764705882354,0.25,0.35,0.4166666666666667,0.1875,0.2857142857142857,7.608695652173914,1.0,0.2,0.1111111111111111,0.08737864077669903,,0.08,0.09420289855072464,0.0859375,0.11538461538461539,0.06,,0.08108108108108109,0.07894736842105263,0.16666666666666666,,0.5,0.4117647058823529,0.5714285714285714,0.8,0.25,0.11764705882352941,0.4117647058823529,0.75,0.3333333333333333,0.47058823529411764,0.4888941176470588,0.5135000000000001,0.10526315789473684,0.1111111111111111,0.35714285714285715,9.543750000000001,0.2384937238493724,,,1.0,,,1.0,5.0,,6.0,,3.0,6.0,,1.0,,,2.0,2.0,1.0,,,6.0,,,1.0,2.0,1.0,,,,0.6,0.058823529411764705,0.5,,,,,0.058823529411764705,,,,,,0.42857142857142855,26.9,,,,,,1.0,,,,,3.0,,,,,,,,,0.5609,3.0,5.0,3.0,6.0,,,,,1.0,,,0.6,0.6,0.1111111111111111,0.3333333333333333,,1.0,0.6,,1.0,,,,,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
281,1610612749,Scott Williams,Scott Williams,281,MIL,2548.0,42.0,1.0,79,81,7.0,19,8.0,160,,2.0,,,7.0,10.0,6.0,19.0,3.0,18.0,82.0,,1.0,,8.0,,,2.0,2.0,2.0,,4.0,2.0,6.0,2.0,2.0,,,,,,,,,3.0,8.0,4.0,2.0,,,,,,7.0,0.6666666666666666,0.8,0.3157894736842105,,0.35714285714285715,,0.391304347826087,,,,25.555555555555554,,,0.058823529411764705,0.05555555555555555,0.2857142857142857,,0.0975609756097561,0.046511627906976744,0.2,0.043478260869565216,,,,0.15384615384615385,,,0.09523809523809523,,,,0.3333333333333333,0.47619047619047616,,,0.19047619047619047,0.4219175,0.3594,0.08695652173913043,0.09523809523809523,,12.589473684210526,0.08860759493670886,3.0,1.0,1.0,,1.0,2.0,5.0,,4.0,,,4.0,,-1.0,,,,,,,,,,,,,,,0.5,,0.4,0.09523809523809523,,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.047619047619047616,1.0,1.0,,,,0.2222222222222222,36.3,,1.0,,,,,,,,,2.0,,,0.047619047619047616,,,,,,0.43359999999999993,,1.0,2.0,2.0,,2.0,,,,,,0.4,0.4,,,,0.2,,,3.0,,,,3.0,0.3,0.3,1.0,,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,
760,1610612749,Jerome Kersey,Jerome Kersey,760,MIL,2023.0,34.0,14.0,71,70,21.0,50,4.0,141,,,,,3.0,14.0,8.0,17.0,1.0,17.0,43.0,3.0,6.0,6.0,14.0,,,,2.0,5.0,1.0,8.0,,8.0,3.0,1.0,1.0,,1.0,,,1.0,,1.0,3.0,4.0,2.0,1.0,,,1.0,1.0,6.0,21.0,0.875,0.875,0.47058823529411764,0.5,0.47058823529411764,0.5,0.4722222222222222,0.5,,,24.675324675324674,1.0,0.25,0.1724137931034483,,0.2222222222222222,,0.18421052631578946,,,,,0.15384615384615385,0.2,0.16666666666666666,0.16666666666666666,1.0,,,,,0.17647058823529413,0.8235294117647058,,,,0.3763411764705883,0.359,0.05555555555555555,0.05555555555555555,0.35294117647058826,17.4,0.29577464788732394,2.0,,,,,,2.0,,,,,2.0,,,,2.0,,2.0,,,,4.0,,,,1.0,1.0,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,0.3615,,,,,,,,,,,,,,,,,,,,6.0,,,,,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,8950.0,149.0,-29.0,279,283,13.0,41,33.0,562,4.0,8.0,,,18.0,32.0,27.0,58.0,6.0,75.0,323.0,1.0,2.0,2.0,20.0,2.0,,,,18.0,,18.0,,18.0,4.0,1.0,5.0,3.0,4.0,8.0,1.0,13.0,,,3.0,14.0,7.0,2.0,,,,,2.0,13.0,0.37037037037037035,0.37037037037037035,0.46551724137931033,0.5,0.5227272727272727,0.5,0.5298507462686567,0.5,0.034482758620689655,0.125,25.157232704402514,0.38461538461538464,,0.13953488372093023,,,,0.11764705882352941,,,,,0.11428571428571428,0.13725490196078433,0.16279069767441862,,,0.12121212121212122,0.5,0.5714285714285714,0.25,0.2727272727272727,0.48484848484848486,,,0.24242424242424243,0.4469522727272728,0.4225,0.029850746268656716,0.03389830508474576,0.02666666666666667,13.296551724137931,0.04659498207885305,8.0,3.0,6.0,,5.0,8.0,6.0,,5.0,,,34.0,15.0,6.0,3.0,27.0,9.0,36.0,7.0,8.0,13.0,81.0,,4.0,,,,1.0,0.625,0.625,0.35714285714285715,0.12121212121212122,,,0.4444444444444444,0.4444444444444444,0.25,0.09090909090909091,0.5,0.5,1.0,,0.5,0.06666666666666667,24.7375,2.0,2.0,,,,2.0,6.0,3.0,1.0,1.0,,,0.03125,0.030303030303030304,1.0,1.0,1.0,,,0.43710714285714286,,,1.0,,,1.0,4.0,,,,,0.16666666666666666,0.35714285714285715,,,,,,,15.0,,,1.0,,0.46875,0.4838709677419355,0.4666666666666667,,,,,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,True,,,,,,,,,,,,,
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,11173.0,186.0,-29.0,348,349,22.0,49,42.0,697,5.0,9.0,1.0,1.0,39.0,42.0,43.0,90.0,4.0,102.0,392.0,4.0,5.0,11.0,44.0,3.0,,5.0,3.0,15.0,,18.0,5.0,23.0,5.0,4.0,8.0,,4.0,1.0,,9.0,,1.0,4.0,8.0,8.0,4.0,,,5.0,3.0,11.0,22.0,0.5116279069767442,0.55,0.4777777777777778,0.8,0.48514851485148514,0.9166666666666666,0.49514563106796117,0.9166666666666666,0.03333333333333333,,28.211586901763223,0.8888888888888888,,0.0949367088607595,0.03424657534246575,0.10344827586206896,,0.0962566844919786,0.027777777777777776,0.0967741935483871,0.013888888888888888,,0.075,0.0625,0.14814814814814814,0.2,0.6,0.0891089108910891,0.5555555555555556,0.5555555555555556,0.4,0.38613861386138615,0.4158415841584158,0.16666666666666666,1.0,0.19801980198019803,0.4322737623762376,0.47137500000000004,0.038834951456310676,0.043478260869565216,0.10784313725490197,12.479999999999999,0.06321839080459771,22.0,4.0,10.0,1.0,4.0,11.0,8.0,,8.0,1.0,,42.0,9.0,10.0,4.0,12.0,3.0,15.0,1.0,4.0,3.0,33.0,,1.0,,5.0,3.0,0.75,0.36363636363636365,0.36363636363636365,0.4,0.10891089108910891,0.07692307692307693,0.05263157894736842,0.5641025641025641,0.6111111111111112,0.45454545454545453,0.09900990099009901,0.4,0.4,0.75,0.16666666666666666,0.4,0.0784313725490196,25.10909090909091,,1.0,,,1.0,2.0,5.0,1.0,4.0,2.0,,1.0,,0.009900990099009901,,,,,,0.48350714285714286,3.0,3.0,4.0,6.0,1.0,,,,2.0,,,0.5,0.4,0.023255813953488372,,0.0196078431372549,0.3,1.0,,16.0,2.0,1.0,2.0,3.0,0.38095238095238093,0.38095238095238093,0.625,0.2,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,
