EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,2pt And 1 Free Throw Trips,3SecondViolations,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,LostBallSteals,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,HeaveMakes
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,28563.0,476,-109,946,950,227.0,219.0,151.0,1896,29.0,49.0,13.0,22.0,5.0,8.0,22.0,52.0,4.0,7.0,55.0,108.0,8.0,118.0,1003.0,14.0,29.0,3.0,31.0,11.0,22.0,3.0,25.0,70.0,40.0,18.0,12.0,17.0,17.0,7.0,2.0,8.0,34.0,7.0,34.0,2.0,20.0,45.0,8.0,73.0,43.0,116.0,5.0,6.0,6.0,11.0,1.0,5.0,8.0,1.0,6.0,3.0,19.0,2.0,5.0,31.0,51.0,3.0,3.0,14.0,5.0,2.0,60.0,37.0,6.0,17.0,60.0,40.0,2.0,25.0,227.0,3.0,0.6363636363636364,0.7608695652173914,0.5092592592592593,0.4827586206896552,0.5,0.5092592592592593,0.4827586206896552,0.5,0.5130434782608696,0.4696969696969697,0.5208333333333334,0.1111111111111111,0.08163265306122448,0.15384615384615385,11.858407079646017,0.5789473684210527,0.2857142857142857,0.058823529411764705,0.1267605633802817,0.07852193995381063,0.2,0.09333333333333334,0.14285714285714285,0.08070866141732283,0.11578947368421053,0.0736196319018405,0.06285714285714286,0.09090909090909091,0.1,0.125,0.1619047619047619,0.1,0.2073170731707317,0.16666666666666666,0.125,0.6666666666666666,0.4537037037037037,0.5918367346938775,0.6444444444444445,0.5862068965517241,0.48148148148148145,0.4230769230769231,0.5,0.6363636363636364,0.06481481481481481,0.5714285714285714,0.5714285714285714,1.0,0.7586206896551724,0.5909090909090909,0.23076923076923078,0.36363636363636365,0.625,0.4537037037037037,0.46971759259259255,0.5254074074074074,0.43229090909090906,0.04424778761061947,0.04424778761061947,0.2627118644067797,0.211864406779661,4.578703703703702,0.23995771670190275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1504,1610612744,Danny Fortson,Danny Fortson,1504,GSW,8446.0,141,-27,299,300,102.0,65.0,44.0,599,12.0,19.0,8.0,10.0,8.0,13.0,5.0,11.0,5.0,9.0,22.0,39.0,29.0,73.0,299.0,10.0,16.0,8.0,28.0,10.0,17.0,14.0,34.0,16.0,28.0,14.0,5.0,1.0,2.0,,,1.0,5.0,2.0,17.0,,9.0,34.0,4.0,47.0,19.0,66.0,1.0,1.0,1.0,1.0,1.0,,7.0,1.0,1.0,3.0,8.0,,3.0,8.0,16.0,7.0,1.0,37.0,16.0,5.0,,,,,,,,34.0,102.0,3.0,0.36363636363636365,0.5333333333333333,0.5641025641025641,0.625,0.5882352941176471,0.5641025641025641,0.625,0.5882352941176471,0.6636363636363637,0.6666666666666666,0.7083333333333334,0.1282051282051282,0.15789473684210525,0.18181818181818182,17.94871794871795,0.125,0.4,,0.2956521739130435,0.13385826771653545,0.2903225806451613,0.1111111111111111,0.2945205479452055,0.1310344827586207,0.17857142857142858,0.10638297872340426,0.1346153846153846,0.09090909090909091,0.14285714285714285,0.1724137931034483,0.3783783783783784,0.30612244897959184,0.2692307692307692,0.4,0.09090909090909091,,0.48717948717948717,0.631578947368421,0.75,0.16666666666666666,0.28205128205128205,0.45454545454545453,0.5555555555555556,0.4,0.23076923076923078,0.5555555555555556,0.5555555555555556,0.8,0.625,0.8,,0.7647058823529411,0.6153846153846154,0.48717948717948717,0.4486487179487179,0.46379375,0.49574117647058824,0.32,0.32,0.3835616438356164,0.4657534246575342,6.225641025641025,0.3411371237458194,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
168,1610612744,Chris Mills,Chris Mills,168,GSW,21561.0,359,-36,722,716,232.0,188.0,115.0,1438,10.0,15.0,2.0,6.0,5.0,7.0,12.0,45.0,22.0,62.0,44.0,122.0,14.0,117.0,731.0,5.0,16.0,2.0,12.0,12.0,35.0,1.0,34.0,50.0,38.0,8.0,8.0,12.0,13.0,5.0,5.0,2.0,27.0,7.0,9.0,,5.0,42.0,6.0,53.0,16.0,69.0,3.0,6.0,4.0,9.0,,6.0,2.0,,3.0,1.0,11.0,2.0,3.0,16.0,28.0,3.0,,15.0,7.0,,4.0,1.0,,3.0,4.0,1.0,,34.0,232.0,6.0,0.5681818181818182,0.625,0.36065573770491804,0.3125,0.34285714285714286,0.37050359712230213,0.29411764705882354,0.38372093023255816,0.4,0.3333333333333333,0.3953488372093023,0.06557377049180328,0.13333333333333333,0.13333333333333333,18.26697892271663,0.8181818181818182,0.23076923076923078,,0.14685314685314685,0.02821316614420063,0.07246376811594203,0.14,0.1323943661971831,0.04336043360433604,0.02857142857142857,0.022900763358778626,0.03389830508474576,0.175,,0.07407407407407407,0.16853932584269662,0.1810344827586207,0.07692307692307693,0.058823529411764705,0.0375,0.25,0.1079136690647482,0.6666666666666666,0.7692307692307693,0.7,0.3237410071942446,0.26666666666666666,0.3076923076923077,0.3333333333333333,0.4460431654676259,0.3548387096774194,0.3548387096774194,0.6363636363636364,0.35294117647058826,0.3333333333333333,,0.16279069767441862,0.7142857142857143,0.2302158273381295,0.41813992805755396,0.41717,0.41870697674418605,0.04827586206896552,0.0546875,0.10256410256410256,0.2905982905982906,12.252459016393445,0.32132963988919666,1.0,1.0,1.0,,3.0,6.0,2.0,3.0,2.0,11.0,1.0,1.0,5.0,5.0,17.0,1.0,3.0,8.0,15.0,11.0,2.0,1.0,2.0,2.0,1.0,0.29411764705882354,0.375,0.29411764705882354,0.1223021582733813,0.058823529411764705,0.09090909090909091,0.04316546762589928,0.5,0.5,1.0,0.07913669064748201,0.18181818181818182,0.2,1.0,0.058823529411764705,0.06976744186046512,0.6666666666666666,0.11627906976744186,0.2,0.18181818181818182,24.841176470588238,,,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,98985.0,1650,-152,3281,3287,826.0,789.0,502.0,6568,160.0,234.0,59.0,97.0,46.0,61.0,89.0,239.0,117.0,273.0,366.0,746.0,158.0,977.0,3463.0,77.0,153.0,27.0,187.0,88.0,167.0,73.0,258.0,514.0,218.0,100.0,48.0,72.0,80.0,32.0,17.0,23.0,168.0,22.0,123.0,1.0,42.0,168.0,24.0,234.0,146.0,380.0,18.0,51.0,31.0,55.0,6.0,26.0,40.0,3.0,29.0,3.0,95.0,9.0,26.0,49.0,119.0,7.0,22.0,222.0,91.0,32.0,15.0,8.0,,7.0,15.0,6.0,2.0,258.0,826.0,15.0,0.7021857923497268,0.8132911392405063,0.4906166219839142,0.5032679738562091,0.5269461077844312,0.4875,0.5,0.5082417582417582,0.5197018104366348,0.5223463687150838,0.5584415584415584,0.064343163538874,0.0811965811965812,0.1087866108786611,26.609994848016488,0.5789473684210527,0.27586206896551724,0.009174311926605505,0.14011676396997497,0.0876068376068376,0.134185303514377,0.0830188679245283,0.1388888888888889,0.08687837028160575,0.14596273291925466,0.07392996108949416,0.06690140845070422,0.07582938388625593,0.1111111111111111,0.10574018126888217,0.145985401459854,0.15973741794310722,0.148,0.07936507936507936,0.04580152671755725,0.4,0.2785714285714286,0.6837606837606838,0.7441860465116279,0.5875,0.2845238095238095,0.3723849372384937,0.41784037558685444,0.651685393258427,0.325,0.42857142857142855,0.43333333333333335,0.8974358974358975,0.60625,0.6082474226804123,0.1016949152542373,0.33516483516483514,0.7540983606557377,0.3904761904761905,0.4623870238095238,0.4929334558823528,0.4537159340659342,0.10033076074972437,0.11193111931119311,0.19140225179119755,0.2640736949846469,9.446514745308315,0.2517525144772935,8.0,5.0,24.0,2.0,2.0,10.0,,1.0,27.0,84.0,6.0,3.0,14.0,29.0,94.0,7.0,3.0,15.0,81.0,84.0,27.0,2.0,20.0,1.0,0.9310344827586207,0.30851063829787234,0.2,0.30851063829787234,0.11190476190476191,0.02127659574468085,0.023809523809523808,0.011904761904761904,0.2,0.2,1.0,0.1,0.32142857142857145,0.32926829268292684,0.9259259259259259,0.0375,0.005494505494505495,,0.07692307692307693,0.21428571428571427,0.32142857142857145,24.73297872340425,1.0,2.0,2.0,6.0,3.0,1.0,3.0,0.2857142857142857,0.01098901098901099,0.00625,0.3333333333333333,1.0,,,,,,,,,,,True,
1716,1610612744,Larry Hughes,Larry Hughes,1716,GSW,110579.0,1843,-251,3664,3667,977.0,924.0,566.0,7331,131.0,211.0,21.0,40.0,34.0,52.0,59.0,220.0,104.0,299.0,294.0,730.0,193.0,823.0,3884.0,48.0,96.0,27.0,129.0,70.0,170.0,76.0,225.0,324.0,264.0,36.0,63.0,191.0,223.0,77.0,46.0,68.0,478.0,13.0,62.0,1.0,50.0,148.0,2.0,200.0,76.0,276.0,10.0,96.0,57.0,92.0,11.0,54.0,60.0,15.0,38.0,8.0,152.0,11.0,41.0,73.0,147.0,4.0,10.0,252.0,103.0,23.0,25.0,7.0,5.0,13.0,29.0,20.0,,225.0,977.0,25.0,0.5510204081632653,0.5869565217391305,0.40273972602739727,0.5,0.4117647058823529,0.391304347826087,0.4766355140186916,0.3860103626943005,0.4444444444444444,0.5204918032786885,0.46638655462184875,0.0863013698630137,0.10900473933649289,0.1318181818181818,24.597330878969167,0.6052631578947368,0.019801980198019802,0.008,0.10979228486646884,0.039141414141414144,0.14204545454545456,0.04406779661016949,0.11647058823529412,0.03991484832357637,0.054945054945054944,0.047038327526132406,0.02321981424148607,0.038135593220338986,0.06779661016949153,0.10215053763440861,0.10398230088495575,0.12022900763358779,0.14590747330960854,0.1267605633802817,0.023255813953488372,0.6896551724137931,0.26211180124223604,0.6208530805687204,0.6968085106382979,0.5267175572519084,0.2732919254658385,0.2681818181818182,0.3089005235602094,0.4745762711864407,0.37142857142857144,0.34782608695652173,0.3611111111111111,0.625,0.37383177570093457,0.525,0.23809523809523808,0.2694300518134715,0.6538461538461539,0.3552795031055901,0.46384813200498143,0.46833526315789475,0.4579143229166666,0.11620111731843576,0.12576312576312576,0.15674362089914945,0.2733900364520049,10.348219178082195,0.26664847161572053,32.0,22.0,14.0,1.0,3.0,13.0,1.0,5.0,11.0,62.0,8.0,2.0,18.0,14.0,75.0,11.0,3.0,23.0,36.0,61.0,11.0,,39.0,11.0,0.8571428571428571,0.18666666666666668,0.13043478260869565,0.1891891891891892,0.09316770186335403,,,0.016149068322981366,0.23076923076923078,0.23076923076923078,1.0,0.07701863354037267,0.1774193548387097,0.1774193548387097,0.8181818181818182,0.07476635514018691,0.025906735751295335,0.2,0.09326424870466321,0.1111111111111111,0.18032786885245902,25.119999999999997,3.0,2.0,2.0,6.0,10.0,,2.0,0.18181818181818182,0.03678929765886288,0.028037383177570093,0.25,1.0,1.0,3.0,1.0,4.0,2.0,2.0,0.013157894736842105,,,,True,
1907,1610612744,Vonteego Cummings,Vonteego Cummings,1907,GSW,23777.0,396,-51,782,779,271.0,268.0,140.0,1561,9.0,22.0,1.0,2.0,1.0,9.0,7.0,22.0,16.0,43.0,32.0,87.0,22.0,119.0,822.0,1.0,7.0,2.0,7.0,9.0,29.0,13.0,43.0,24.0,40.0,2.0,12.0,49.0,51.0,18.0,10.0,21.0,104.0,4.0,7.0,,3.0,20.0,1.0,24.0,11.0,35.0,1.0,24.0,10.0,17.0,4.0,15.0,11.0,2.0,2.0,2.0,28.0,2.0,9.0,28.0,47.0,3.0,2.0,30.0,13.0,3.0,3.0,1.0,2.0,,3.0,1.0,1.0,43.0,271.0,5.0,0.375,0.3870967741935484,0.367816091954023,0.14285714285714285,0.3103448275862069,0.4041666666666667,0.22727272727272727,0.375,0.44360902255639095,0.25,0.4574468085106383,0.13793103448275862,0.2727272727272727,0.22727272727272727,16.87631027253669,0.6071428571428571,0.047619047619047616,,0.07142857142857142,0.020710059171597635,0.04054054054054054,0.057971014492753624,0.06497175141242938,0.02702702702702703,0.012195121951219513,0.008130081300813009,0.03759398496240601,0.03636363636363636,0.14285714285714285,0.0684931506849315,0.05263157894736842,0.08928571428571429,0.04918032786885246,,0.016129032258064516,0.3333333333333333,0.18333333333333332,0.4090909090909091,0.5625,0.2222222222222222,0.18333333333333332,0.3181818181818182,0.4117647058823529,0.42857142857142855,0.35833333333333334,0.37209302325581395,0.38095238095238093,0.4375,0.18181818181818182,0.5,,0.225,0.1111111111111111,0.4583333333333333,0.4580495798319328,0.4575,0.4358230769230769,0.1,0.13402061855670103,0.058823529411764705,0.36134453781512604,11.458620689655175,0.34654731457800514,2.0,2.0,3.0,,2.0,5.0,,1.0,9.0,28.0,3.0,4.0,10.0,11.0,33.0,4.0,4.0,11.0,21.0,27.0,9.0,,14.0,1.0,0.6363636363636364,0.3333333333333333,0.36363636363636365,0.34375,0.275,,,0.041666666666666664,0.4,0.4,1.0,0.23333333333333334,0.32142857142857145,0.32142857142857145,0.5555555555555556,0.2727272727272727,0.025,,0.25,0.4,0.3333333333333333,25.336363636363636,1.0,,1.0,12.0,,,,0.25,0.023255813953488372,0.09090909090909091,,,1.0,,,,,,,1.0,1.0,1.0,True,
302,1610612744,Mookie Blaylock,Mookie Blaylock,302,GSW,72772.0,1213,-123,2427,2431,661.0,586.0,344.0,4858,37.0,65.0,5.0,10.0,7.0,12.0,14.0,44.0,69.0,167.0,120.0,276.0,26.0,392.0,2542.0,11.0,24.0,,28.0,30.0,66.0,14.0,128.0,102.0,138.0,12.0,12.0,216.0,238.0,94.0,50.0,72.0,498.0,2.0,31.0,2.0,23.0,78.0,4.0,105.0,35.0,140.0,2.0,80.0,41.0,42.0,9.0,31.0,20.0,2.0,11.0,2.0,62.0,2.0,23.0,35.0,70.0,1.0,2.0,40.0,14.0,8.0,8.0,1.0,4.0,3.0,11.0,5.0,1.0,128.0,661.0,14.0,0.425,0.4473684210526316,0.43478260869565216,0.4583333333333333,0.45454545454545453,0.4740932642487047,0.4827586206896552,0.5,0.48514851485148514,0.4827586206896552,0.5203252032520326,0.043478260869565216,0.06153846153846154,0.06818181818181818,16.391136123812874,0.6774193548387096,0.06451612903225806,0.022222222222222223,0.08657047724750278,0.029836381135707413,0.0954356846473029,0.0106951871657754,0.08844133099824869,0.026916802610114192,0.016666666666666666,0.022408963585434174,0.042986425339366516,0.013888888888888888,,0.08,0.05555555555555555,0.11884057971014493,0.1,0.0784313725490196,0.00980392156862745,0.45454545454545453,0.16839378238341968,0.5692307692307692,0.6065573770491803,0.6216216216216216,0.11398963730569948,0.3181818181818182,0.34146341463414637,0.2857142857142857,0.4326424870466321,0.41317365269461076,0.42592592592592593,0.34782608695652173,0.3448275862068966,0.5,0.2,0.10526315789473684,0.5833333333333334,0.4533678756476684,0.46961994750656144,0.4674107142857143,0.456760909090909,0.03535353535353535,0.04895104895104895,0.07142857142857142,0.32653061224489793,12.59963768115942,0.2723526988051092,22.0,18.0,4.0,,16.0,33.0,6.0,12.0,26.0,77.0,3.0,12.0,36.0,42.0,110.0,5.0,18.0,48.0,96.0,73.0,26.0,,39.0,,0.7619047619047619,0.38181818181818183,0.375,0.39622641509433965,0.2849740932642487,,,0.08549222797927461,0.48484848484848486,0.48484848484848486,1.0,0.19948186528497408,0.33766233766233766,0.33766233766233766,0.6153846153846154,0.10344827586206896,0.10526315789473684,0.5,0.3157894736842105,0.3333333333333333,0.3561643835616438,25.66272727272727,2.0,1.0,2.0,30.0,4.0,,1.0,0.4,0.029940119760479042,0.06896551724137931,0.3333333333333333,,4.0,,,3.0,3.0,,,1.0,0.5,1.0,True,
219,1610612744,Vinny Del Negro,Vinny Del Negro,219,GSW,8489.0,141,-45,289,286,105.0,116.0,52.0,575,1.0,1.0,,,,,4.0,7.0,4.0,12.0,9.0,20.0,4.0,22.0,322.0,1.0,3.0,,2.0,5.0,9.0,3.0,13.0,8.0,10.0,,3.0,21.0,23.0,7.0,5.0,9.0,48.0,,,1.0,2.0,11.0,,13.0,1.0,14.0,,3.0,3.0,4.0,,4.0,,,,,4.0,,,3.0,13.0,,,4.0,1.0,,,,,,,,,13.0,105.0,4.0,0.4444444444444444,0.4444444444444444,0.45,0.3333333333333333,0.5555555555555556,0.375,0.25,0.5,0.4,0.25,0.5454545454545454,0.15,,0.2857142857142857,8.30945558739255,1.0,,0.16666666666666666,0.11,,0.06666666666666667,,0.1,,,,,,,0.06451612903225806,0.09090909090909091,0.16666666666666666,0.04,0.2,,,0.041666666666666664,1.0,1.0,,0.2916666666666667,0.5714285714285714,0.8,0.5,0.5,0.3333333333333333,0.36363636363636365,0.5,,,,,,0.20833333333333334,0.4218062500000001,0.38536666666666664,0.387825,0.04,0.047619047619047616,0.09090909090909091,0.5909090909090909,14.550000000000002,0.3633217993079585,2.0,1.0,,,,1.0,,1.0,,3.0,1.0,,,,4.0,1.0,,1.0,,3.0,,,,2.0,,,,,0.16666666666666666,,,0.041666666666666664,,,,0.125,,,,0.25,0.1,,,,,24.225,,,,,1.0,,1.0,,0.08333333333333333,,,,,,,,,,,,,,True,
1531,1610612744,Marc Jackson,Marc Jackson,1531,GSW,44077.0,735,-63,1461,1457,364.0,353.0,243.0,2918,58.0,85.0,23.0,42.0,14.0,22.0,36.0,84.0,35.0,80.0,129.0,249.0,72.0,339.0,1561.0,27.0,53.0,21.0,75.0,29.0,56.0,27.0,88.0,174.0,84.0,34.0,24.0,26.0,30.0,13.0,5.0,8.0,64.0,6.0,61.0,2.0,14.0,80.0,13.0,107.0,69.0,176.0,1.0,16.0,8.0,15.0,5.0,5.0,25.0,1.0,10.0,3.0,40.0,6.0,11.0,32.0,72.0,6.0,10.0,90.0,36.0,11.0,16.0,9.0,1.0,6.0,16.0,12.0,2.0,88.0,364.0,8.0,0.6744186046511628,0.7767857142857143,0.5180722891566265,0.5094339622641509,0.5178571428571429,0.5056818181818182,0.5094339622641509,0.48412698412698413,0.5526315789473685,0.5681818181818182,0.5379746835443038,0.0963855421686747,0.15294117647058825,0.10714285714285714,19.645916619074814,0.375,0.30952380952380953,0.046511627906976744,0.1553398058252427,0.09621451104100946,0.10144927536231885,0.046511627906976744,0.1439509954058193,0.08781127129750983,0.1347517730496454,0.11255411255411256,0.061068702290076333,0.05357142857142857,,0.1678832116788321,0.19161676646706588,0.11848341232227488,0.09174311926605505,0.13793103448275862,0.009433962264150943,0.75,0.32196969696969696,0.6823529411764706,0.8055555555555556,0.5689655172413793,0.3181818181818182,0.42857142857142855,0.48,0.6944444444444444,0.30303030303030304,0.4375,0.44871794871794873,0.8285714285714286,0.7924528301886793,0.5476190476190477,0.13043478260869565,0.3492063492063492,0.6363636363636364,0.3787878787878788,0.45120703422053227,0.48140000000000005,0.4426008064516129,0.12286689419795221,0.12949640287769784,0.22123893805309736,0.25958702064896755,8.81686746987952,0.24914442162902123,4.0,2.0,7.0,5.0,,,,,3.0,15.0,,1.0,7.0,3.0,15.0,,1.0,7.0,9.0,14.0,3.0,1.0,8.0,3.0,1.0,0.2,0.14285714285714285,0.21428571428571427,0.056818181818181816,0.06666666666666667,0.06666666666666667,,,,,0.056818181818181816,0.2,0.21428571428571427,1.0,,,,0.1111111111111111,0.14285714285714285,0.21428571428571427,27.520000000000003,,,,,2.0,,1.0,,0.025,,,,1.0,,,,,,,,,,True,
682,1610612744,Bob Sura,Bob Sura,682,GSW,48474.0,808,-131,1607,1609,379.0,387.0,242.0,3216,53.0,92.0,3.0,5.0,9.0,16.0,4.0,23.0,11.0,32.0,68.0,147.0,50.0,222.0,1765.0,6.0,14.0,12.0,27.0,13.0,26.0,13.0,45.0,64.0,72.0,4.0,14.0,110.0,124.0,50.0,15.0,45.0,262.0,5.0,15.0,,23.0,52.0,4.0,79.0,20.0,99.0,4.0,21.0,2.0,50.0,11.0,29.0,29.0,7.0,21.0,1.0,79.0,6.0,24.0,20.0,63.0,3.0,9.0,75.0,29.0,10.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,45.0,379.0,5.0,0.47058823529411764,0.48484848484848486,0.46258503401360546,0.42857142857142855,0.5,0.4,0.3409090909090909,0.38095238095238093,0.444,0.45,0.42452830188679247,0.09523809523809523,0.10869565217391304,0.17391304347826086,17.299578059071727,0.6329113924050633,0.0784313725490196,,0.09219858156028368,0.02377179080824089,0.1564625850340136,0.02976190476190476,0.10548523206751055,0.025031289111389236,0.011904761904761904,0.022222222222222223,0.03361344537815126,0.029850746268656716,0.029411764705882353,0.08139534883720931,0.09230769230769231,0.10152284263959391,0.1721311475409836,0.08,0.03361344537815126,0.6666666666666666,0.42790697674418604,0.5760869565217391,0.6463414634146342,0.5283018867924528,0.10697674418604651,0.17391304347826086,0.21052631578947367,,0.14883720930232558,0.34375,0.34375,0.36363636363636365,0.22727272727272727,0.6,0.3333333333333333,0.38095238095238093,0.5625,0.7441860465116279,0.5385055813953487,0.483825,0.5449011904761905,0.12083333333333333,0.1686046511627907,0.12162162162162163,0.20270270270270271,5.41156462585034,0.2358431860609832,14.0,7.0,4.0,,6.0,20.0,,3.0,6.0,48.0,5.0,2.0,13.0,12.0,68.0,8.0,2.0,16.0,27.0,48.0,6.0,,19.0,1.0,0.75,0.17647058823529413,0.125,0.17647058823529413,0.31627906976744186,,,0.09302325581395349,0.3,0.3,1.0,0.22325581395348837,0.125,0.125,0.5,0.22727272727272727,0.07142857142857142,,0.30952380952380953,0.15384615384615385,0.125,24.69558823529412,3.0,1.0,1.0,9.0,7.0,,,0.125,,0.13636363636363635,0.2,1.0,,1.0,,,,,,,,,True,
