EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,LongMidRangePctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3FGM,DefensiveGoaltends,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,BlockedArc3,BlockedLongMidRange,OffCorner3ReboundPct,FTOffRebounds,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends
1134,1610612763,Ike Austin,Ike Austin,1134,VAN,1514.0,25,-11.0,49,53,31,31,8,102,1.0,4.0,3.0,,1.0,1.0,8,,,,,,,,,,2.0,13,,,,4,48,,3.0,,,,,,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,6.0,1.0,5.0,,6.0,6.0,12.0,2.0,1.0,,1.0,,,,,,,,,,2.0,3,1.0,,2,,1.0,,,31,1.0,1.0,1.0,,,,,,0.15384615384615385,,,0.15384615384615385,,,0.14285714285714285,,,,,,,22.580645161290324,,,0.2777777777777778,0.2222222222222222,0.2,,0.2608695652173913,0.18181818181818182,0.6666666666666666,0.16666666666666666,,0.3333333333333333,0.4,,0.3333333333333333,,0.18181818181818182,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,,,,0.6153846153846154,0.125,0.125,1.0,,,,,,,,,,,,0.375,,,,0.3076923076923077,,0.4781307692307693,0.5779666666666667,0.4561375,0.07142857142857142,0.07142857142857142,,,12.046153846153848,,0.6326530612244898,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
28,1610612763,Doug West,Doug West,28,VAN,410.0,7,-5.0,17,18,17,18,3,35,,,,,,,1,,,,,,,,,,,1,,,2.0,2,23,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1,,,2,,1.0,,2.0,17,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,,14.285714285714286,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.4124,,0.4124,0.5,0.5,,1.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
85,1610612763,Brent Price,Brent Price,85,VAN,1212.0,20,-11.0,42,45,41,29,4,87,,1.0,1.0,1.0,2.0,1.0,3,,,,,2.0,,,,2.0,2.0,6,,2.0,5.0,9,49,1.0,2.0,,,,2.0,2.0,6.0,,2.0,5.0,9.0,4.0,,,,,,2.0,,,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,2.0,2.0,,1.0,1.0,1.0,2.0,,,3.0,,3.0,2.0,5,1.0,1.0,6,,2.0,1.0,9.0,41,1.0,1.0,1.0,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.25,0.5,0.25,0.4090909090909091,0.5,0.4090909090909091,0.25,,,,29.787234042553195,0.3333333333333333,,0.0625,0.0625,0.3333333333333333,,0.10526315789473684,0.05263157894736842,0.14285714285714285,,,,0.2,,0.5,,,0.125,,,,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.25,,,,,,,0.125,,0.25,,0.375,,0.459225,0.36965,0.459225,0.2,0.25,0.2222222222222222,1.0,13.300000000000002,25.25,0.9761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
735,1610612763,Bryant Reeves,Bryant Reeves,735,VAN,9665.0,161,14.0,303,304,38,20,39,607,4.0,9.0,1.0,6.0,16.0,12.0,36,,,,,,,,,,22.0,61,,,8.0,52,275,1.0,9.0,,,2.0,4.0,5.0,10.0,,,4.0,14.0,40.0,4.0,,,2.0,,,,4.0,4.0,,4.0,,,1.0,,3.0,8.0,,9.0,2.0,28.0,3.0,33.0,10.0,43.0,3.0,1.0,1.0,,4.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,,10.0,22,2.0,1.0,8,,3.0,1.0,14.0,38,2.0,0.9090909090909091,0.9523809523809523,,,,,,0.36065573770491804,0.1111111111111111,0.5,0.36065573770491804,0.1111111111111111,0.5,0.4,0.2,0.5833333333333334,,0.06557377049180328,,0.125,20.689655172413794,0.5714285714285714,0.375,0.21374045801526717,0.06474820143884892,0.06896551724137931,,0.1875,0.05625,0.058823529411764705,0.058823529411764705,,0.2,0.2391304347826087,0.2,0.047619047619047616,0.125,0.08571428571428572,0.14754098360655737,0.4444444444444444,0.4444444444444444,0.5,0.26229508196721313,0.375,0.42857142857142855,1.0,0.5901639344262295,0.3333333333333333,0.35294117647058826,1.0,,,,,,,,,,,,0.1,,,,0.14754098360655737,,0.42858688524590166,0.527525,0.41353999999999996,0.046875,0.046875,0.07692307692307693,0.2692307692307692,12.790163934426229,,0.1254125412541254,1.0,5.0,1.0,,,,6.0,,1.0,,5.0,6.0,3.0,0.05555555555555555,0.1,0.5,0.5555555555555556,0.2,,1.0,,1.0,,,,,,1.0,,,0.125,,,,,True,,,,,,,
970,1610612763,Othella Harrington,Othella Harrington,970,VAN,2524.0,42,-3.0,75,73,9,7,6,148,2.0,2.0,,4.0,8.0,,2,,,,,,,,,,6.0,12,,,2.0,14,77,2.0,2.0,,,2.0,6.0,,1.0,,,,,6.0,6.0,,,2.0,,,,2.0,1.0,,1.0,,,,,1.0,2.0,,2.0,,6.0,,6.0,2.0,8.0,1.0,,,,,1.0,,4.0,,,4.0,,,2.0,7,,3.0,2,,1.0,,,9,,0.5,0.6,,,,,,0.5,1.0,,0.5,1.0,,0.5384615384615384,1.0,,,0.16666666666666666,,0.125,20.98765432098765,,,0.1935483870967742,0.06896551724137931,,,0.15384615384615385,0.05714285714285714,0.18181818181818182,,,,0.11764705882352941,0.36363636363636365,,,0.25,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,0.5,0.5714285714285714,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.3897916666666667,0.51845,0.4558,0.07692307692307693,0.07692307692307693,0.42857142857142855,,8.541666666666666,,0.12,2.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,True,,,,,,,
1065,1610612763,Erick Strickland,Erick Strickland,1065,VAN,12988.0,216,,432,433,165,184,47,865,7.0,14.0,6.0,1.0,11.0,5.0,20,1.0,3.0,1.0,2.0,21.0,,1.0,,7.0,13.0,45,3.0,24.0,28.0,63,408,1.0,9.0,1.0,2.0,,5.0,6.0,19.0,1.0,8.0,15.0,30.0,16.0,10.0,9.0,,2.0,,21.0,2.0,5.0,24.0,8.0,32.0,6.0,2.0,7.0,5.0,12.0,72.0,3.0,2.0,10.0,26.0,5.0,41.0,5.0,46.0,1.0,8.0,6.0,2.0,10.0,2.0,7.0,8.0,3.0,2.0,18.0,2.0,5.0,2.0,17,1.0,,29,,9.0,4.0,30.0,165,8.0,0.6153846153846154,0.6666666666666666,1.0,0.125,0.5,0.125,0.125,0.28888888888888886,0.1111111111111111,0.3157894736842105,0.2536231884057971,0.22727272727272727,0.2777777777777778,0.3795180722891566,0.22727272727272727,0.4411764705882353,0.34782608695652173,0.1111111111111111,0.21428571428571427,0.18181818181818182,20.739219712525667,0.5555555555555556,0.2777777777777778,0.17218543046357615,0.013157894736842105,0.20408163265306123,0.05357142857142857,0.18,0.02403846153846154,0.02631578947368421,,0.04081632653061224,0.1388888888888889,0.0851063829787234,0.25,0.15,0.4444444444444444,0.02127659574468085,0.2028985507246377,0.5,0.6363636363636364,0.5714285714285714,0.15942028985507245,0.09090909090909091,0.1111111111111111,,0.2898550724637681,0.25,0.25,0.8,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,0.30434782608695654,0.09523809523809523,0.09523809523809523,1.0,0.09090909090909091,,,0.2222222222222222,0.037037037037037035,0.25925925925925924,,0.5507246376811594,0.09523809523809523,0.47471884057971026,0.49353125,0.47492407407407405,0.12658227848101267,0.16666666666666666,0.07936507936507936,0.47619047619047616,10.493333333333334,25.52083333333333,0.3819444444444444,,4.0,3.0,1.0,3.0,,1.0,,,,1.0,1.0,1.0,,0.029411764705882353,1.0,0.36363636363636365,,0.09090909090909091,0.5,1.0,,,1.0,,,0.14285714285714285,,,,,1.0,1.0,1.0,,False,1.0,0.04,,,,,
1134,1610612763,Ike Austin,Ike Austin,1134,VAN,49263.0,821,-86.0,1566,1566,423,388,185,3132,26.0,48.0,6.0,5.0,32.0,57.0,153,2.0,11.0,3.0,4.0,13.0,,2.0,2.0,7.0,88.0,233,6.0,24.0,28.0,222,1619,13.0,37.0,,3.0,5.0,31.0,15.0,48.0,2.0,10.0,14.0,50.0,144.0,32.0,18.0,,16.0,,13.0,4.0,12.0,47.0,11.0,58.0,8.0,3.0,23.0,9.0,15.0,127.0,5.0,36.0,26.0,119.0,21.0,166.0,44.0,210.0,5.0,19.0,13.0,6.0,29.0,10.0,17.0,25.0,12.0,4.0,54.0,8.0,11.0,44.0,91,4.0,10.0,38,4.0,15.0,6.0,50.0,423,7.0,0.8181818181818182,0.9,1.0,0.25,,0.2,0.25,0.3776824034334764,0.35135135135135137,0.3125,0.377431906614786,0.325,0.3103448275862069,0.4051094890510949,0.36046511627906974,0.36764705882352944,0.0933852140077821,0.05150214592274678,0.125,0.15625,18.437324339516582,0.5370370370370371,0.44680851063829785,0.20341880341880342,0.0576,0.21666666666666667,0.040983606557377046,0.20567375886524822,0.05488621151271754,0.046242774566473986,0.04590163934426229,0.047058823529411764,0.23684210526315788,0.22459893048128343,0.16666666666666666,0.25925925925925924,0.1282051282051282,0.034013605442176874,0.1867704280155642,0.5416666666666666,0.6190476190476191,0.5384615384615384,0.1245136186770428,0.15625,0.18518518518518517,0.6,0.5953307392996109,0.37254901960784315,0.375,0.9649122807017544,0.042801556420233464,0.18181818181818182,0.18181818181818182,1.0,0.05058365758754864,0.3076923076923077,0.3076923076923077,1.0,0.05,,,0.10344827586206896,0.05172413793103448,0.1206896551724138,0.2857142857142857,0.2801556420233463,0.3076923076923077,0.4432616731517509,0.5118842857142858,0.41693620689655175,0.055970149253731345,0.06147540983606557,0.13963963963963963,0.22522522522522523,13.491845493562227,24.383333333333336,0.27011494252873564,11.0,20.0,3.0,1.0,,,23.0,,11.0,,12.0,23.0,15.0,0.006535947712418301,0.09523809523809523,0.6521739130434783,0.5,0.55,0.025,0.5,,1.0,0.2727272727272727,,,,0.02702702702702703,3.0,,2.0,0.06818181818181818,,,,,False,,,,,,,
1710,1610612763,Mike Bibby,Mike Bibby,1710,VAN,153018.0,2550,-311.0,4973,4949,1333,1388,583,9922,69.0,120.0,36.0,42.0,107.0,218.0,465,14.0,41.0,11.0,73.0,189.0,13.0,29.0,16.0,56.0,329.0,692,87.0,230.0,125.0,1044,5250,14.0,46.0,14.0,33.0,7.0,77.0,79.0,163.0,18.0,67.0,71.0,283.0,312.0,346.0,240.0,21.0,4.0,,189.0,73.0,29.0,502.0,44.0,546.0,26.0,18.0,224.0,75.0,203.0,1136.0,5.0,35.0,37.0,166.0,,203.0,40.0,243.0,12.0,87.0,55.0,32.0,144.0,35.0,103.0,63.0,41.0,3.0,207.0,13.0,43.0,45.0,128,2.0,11.0,166,6.0,40.0,39.0,283.0,1333,26.0,0.47416413373860183,0.47706422018348627,0.9195402298850575,0.3782608695652174,0.42424242424242425,0.26865671641791045,0.3782608695652174,0.4754335260115607,0.30434782608695654,0.48466257668711654,0.49837310195227763,0.4430379746835443,0.4608695652173913,0.5200601805416248,0.4583333333333333,0.5072463768115942,0.24945770065075923,0.04190751445086705,0.10833333333333334,0.08411214953271028,21.290893015030946,0.6956521739130435,,0.08929532006455083,0.018276762402088774,0.08564814814814815,0.01272264631043257,0.08860759493670886,0.01733102253032929,0.01981981981981982,0.01939655172413793,0.007272727272727273,0.06798245614035088,0.06980273141122914,0.1196236559139785,0.09539473684210527,0.0625,0.0255863539445629,0.1301518438177874,0.575,0.6448598130841121,0.3333333333333333,0.11605206073752712,0.3925233644859813,0.42857142857142855,0.16666666666666666,0.5043383947939263,0.46881720430107526,0.4759825327510917,0.5779816513761468,0.044468546637744036,0.34146341463414637,0.35,1.0,0.20498915401301518,0.3862433862433862,0.3862433862433862,0.9041095890410958,0.3670886075949367,0.4482758620689655,0.8461538461538461,0.1565217391304348,0.04782608695652174,0.24347826086956523,0.2857142857142857,0.3796095444685466,0.3862433862433862,0.4527020086862106,0.4594084507042252,0.44709454148471617,0.04384133611691023,0.05509641873278237,0.07375478927203065,0.2710727969348659,13.996965317919072,25.36565217391304,0.26804745626382465,1.0,5.0,19.0,4.0,7.0,8.0,8.0,,,,5.0,8.0,4.0,0.015053763440860216,0.013888888888888888,0.5,0.06329113924050633,0.2,0.05063291139240506,0.5277777777777778,2.0,,,0.18181818181818182,,3.0,0.025423728813559324,,,,,1.0,0.25,1.0,2.0,False,2.0,0.008620689655172414,1.0,0.004347826086956522,0.024390243902439025,,
1722,1610612763,Michael Dickerson,Michael Dickerson,1722,VAN,127249.0,2121,-211.0,4130,4107,1141,1161,491,8237,117.0,212.0,54.0,34.0,127.0,129.0,310,20.0,54.0,12.0,48.0,130.0,5.0,12.0,11.0,34.0,280.0,649,68.0,184.0,173.0,937,4358,25.0,67.0,6.0,16.0,24.0,92.0,58.0,158.0,15.0,46.0,75.0,236.0,312.0,248.0,186.0,18.0,14.0,,130.0,48.0,66.0,141.0,41.0,182.0,34.0,7.0,39.0,23.0,79.0,405.0,10.0,49.0,25.0,104.0,1.0,130.0,60.0,190.0,9.0,54.0,35.0,19.0,66.0,16.0,32.0,61.0,34.0,8.0,127.0,7.0,32.0,61.0,161,9.0,21.0,225,13.0,83.0,36.0,236.0,1141,21.0,0.5571428571428572,0.5714285714285714,0.9117647058823529,0.3695652173913043,0.375,0.32608695652173914,0.3695652173913043,0.43143297380585516,0.373134328358209,0.3670886075949367,0.45858343337334934,0.40963855421686746,0.3946078431372549,0.4984025559105431,0.4791666666666667,0.46825396825396826,0.22088835534213686,0.1016949152542373,0.1509433962264151,0.23622047244094488,22.688538559863655,0.5196850393700787,0.008,0.06692406692406692,0.031450577663671375,0.06906077348066299,0.031545741324921134,0.06732776617954071,0.031466666666666664,0.0175054704595186,0.036193029490616625,0.02531645569620253,0.05080213903743316,0.06093189964157706,0.0819935691318328,0.07196969696969698,0.061224489795918366,0.021844660194174758,0.2545018007202881,0.5518867924528302,0.65,0.5811965811965812,0.1524609843937575,0.2677165354330709,0.35051546391752575,0.3235294117647059,0.37214885954381755,0.4161290322580645,0.4215686274509804,0.5968992248062015,0.06482593037214886,0.37037037037037035,0.37735849056603776,0.95,0.15606242496998798,0.36923076923076925,0.37209302325581395,0.8958333333333334,0.14457831325301204,0.4166666666666667,1.0,0.2647058823529412,0.058823529411764705,0.16666666666666666,0.3235294117647059,0.47539015606242496,0.36923076923076925,0.4796996998799521,0.4695046666666665,0.45983995098039215,0.09191583610188261,0.11543810848400557,0.09818569903948772,0.2518676627534685,10.883513097072422,24.86413043478261,0.27627118644067794,13.0,29.0,29.0,4.0,11.0,1.0,21.0,1.0,11.0,,8.0,22.0,17.0,0.012903225806451613,0.03943661971830986,0.7727272727272727,0.3493975903614458,0.4482758620689655,0.04819277108433735,0.5370370370370371,4.0,1.0,0.3076923076923077,0.3333333333333333,1.0,2.0,0.05,1.0,1.0,,0.00847457627118644,1.0,0.25,1.0,,False,,,2.0,0.010869565217391304,0.018518518518518517,0.007692307692307693,
2031,1610612763,Stromile Swift,Stromile Swift,2031,VAN,63081.0,1051,-99.0,1997,2020,589,584,229,4017,81.0,133.0,39.0,27.0,88.0,15.0,43,,,,,4.0,,,,3.0,123.0,264,,4.0,68.0,314,2129,26.0,55.0,,,9.0,61.0,29.0,73.0,,3.0,26.0,84.0,178.0,68.0,,,38.0,,4.0,,30.0,17.0,5.0,22.0,3.0,2.0,5.0,1.0,11.0,49.0,16.0,62.0,24.0,98.0,24.0,146.0,82.0,228.0,10.0,49.0,29.0,20.0,23.0,3.0,8.0,27.0,15.0,1.0,50.0,5.0,9.0,61.0,135,11.0,10.0,116,10.0,51.0,12.0,84.0,589,16.0,0.7235772357723578,0.8557692307692307,,,,,,0.4659090909090909,0.4727272727272727,0.3972602739726027,0.458955223880597,0.4727272727272727,0.3815789473684211,0.48909657320872274,0.46923076923076923,0.42424242424242425,0.014925373134328358,0.11363636363636363,0.07518796992481203,0.22727272727272727,16.335540838852097,0.46,0.3157894736842105,0.12661498708010335,0.08136482939632546,0.13953488372093023,0.11188811188811189,0.12896405919661733,0.0861878453038674,0.0944206008583691,0.06666666666666667,0.11650485436893204,0.10880829015544041,0.15447154471544716,0.11641791044776119,0.1532258064516129,0.10416666666666667,0.08928571428571429,0.4962686567164179,0.6090225563909775,0.6585365853658537,0.7407407407407407,0.3283582089552239,0.3068181818181818,0.39705882352941174,0.5925925925925926,0.16044776119402984,0.3488372093023256,0.3488372093023256,0.8666666666666667,,,,,0.014925373134328358,,,,,,,0.5131578947368421,,0.039473684210526314,,0.5111940298507462,,0.48997265917602995,0.5363622222222221,0.4839393333333334,0.1650485436893204,0.16721311475409836,0.1942675159235669,0.267515923566879,5.83030303030303,29.45,0.29494241362043067,21.0,40.0,22.0,,7.0,,65.0,,20.0,,34.0,65.0,36.0,,0.09467455621301775,0.5538461538461539,0.7272727272727273,0.525,,0.5641025641025641,,2.0,0.19047619047619047,,,11.0,0.1,4.0,,1.0,0.06557377049180328,,,,,False,,,,,,,1.0
949,1610612763,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,VAN,155512.0,2592,-331.0,5032,5019,1342,1405,591,10051,221.0,336.0,78.0,126.0,312.0,126.0,310,3.0,16.0,7.0,8.0,34.0,,1.0,5.0,14.0,473.0,958,11.0,50.0,354.0,1333,5340,53.0,111.0,,4.0,68.0,174.0,108.0,219.0,6.0,21.0,145.0,379.0,630.0,316.0,30.0,3.0,68.0,1.0,33.0,8.0,114.0,151.0,41.0,192.0,33.0,8.0,43.0,20.0,88.0,425.0,22.0,115.0,63.0,346.0,48.0,457.0,138.0,595.0,15.0,76.0,58.0,18.0,104.0,10.0,51.0,90.0,53.0,13.0,194.0,15.0,50.0,78.0,203,18.0,33.0,430,34.0,160.0,48.0,379.0,1342,29.0,0.6659619450317125,0.7175398633257403,0.9090909090909091,0.22,,0.2857142857142857,0.22448979591836735,0.49373695198329853,0.4774774774774775,0.4931506849315068,0.48561507936507936,0.4608695652173913,0.4875,0.5456852791878173,0.57,0.5769230769230769,0.0496031746031746,0.11899791231732777,0.17261904761904762,0.15705128205128205,24.038461538461537,0.5360824742268041,0.32,0.18210526315789474,0.059400826446280995,0.1444954128440367,0.057441253263707574,0.17508561643835616,0.05907718844329452,0.0632688927943761,0.05472103004291846,0.06273062730627306,0.14072494669509594,0.1781437125748503,0.21100917431192662,0.1331168831168831,0.171875,0.03740648379052369,0.3333333333333333,0.6577380952380952,0.7949640287769785,0.6425339366515838,0.30952380952380953,0.40384615384615385,0.4790874524714829,0.5079365079365079,0.30753968253968256,0.4064516129032258,0.4158415841584158,0.8650793650793651,0.015873015873015872,0.1875,0.1875,1.0,0.03373015873015873,0.23529411764705882,0.24242424242424243,0.875,0.008695652173913044,,,0.325,0.029166666666666667,0.058333333333333334,0.35714285714285715,0.38293650793650796,0.24242424242424243,0.46223867924528317,0.4998622448979591,0.449390625,0.14109347442680775,0.14760147601476015,0.13053263315828958,0.2843210802700675,9.064926931106472,26.071999999999992,0.26669316375198726,36.0,73.0,54.0,3.0,13.0,49.0,59.0,,31.0,,24.0,59.0,36.0,0.02258064516129032,0.06436781609195402,0.6101694915254238,0.6347826086956522,0.4931506849315068,0.02608695652173913,0.6923076923076923,1.0,6.0,0.1388888888888889,0.14285714285714285,,4.0,0.044642857142857144,1.0,9.0,,0.007352941176470588,,,,,False,,,1.0,0.02,,0.029411764705882353,
1800,1610612763,Damon Jones,Damon Jones,1800,VAN,70082.0,1168,-166.0,2237,2240,679,614,264,4477,44.0,67.0,27.0,8.0,27.0,25.0,64,18.0,64.0,22.0,50.0,129.0,4.0,12.0,14.0,41.0,77.0,158,68.0,193.0,33.0,391,2373,6.0,18.0,5.0,18.0,2.0,29.0,24.0,54.0,18.0,63.0,23.0,125.0,82.0,72.0,144.0,60.0,4.0,,129.0,50.0,9.0,156.0,23.0,179.0,15.0,8.0,49.0,22.0,85.0,381.0,1.0,12.0,27.0,57.0,3.0,87.0,13.0,100.0,2.0,30.0,22.0,8.0,42.0,9.0,31.0,21.0,11.0,3.0,63.0,4.0,22.0,18.0,51,,1.0,46,4.0,10.0,14.0,125.0,679,7.0,0.5324675324675324,0.5466666666666666,0.7058823529411765,0.35233160621761656,0.2777777777777778,0.2857142857142857,0.35233160621761656,0.4873417721518987,0.3333333333333333,0.4444444444444444,0.50997150997151,0.375,0.4358974358974359,0.5255376344086021,0.3918918918918919,0.4699248120300752,0.5498575498575499,0.056962025316455694,0.05970149253731343,0.1111111111111111,17.112509834775764,0.6666666666666666,0.03896103896103896,0.06566820276497695,0.014201183431952662,0.13636363636363635,0.004347826086956522,0.07879924953095685,0.012093023255813953,0.014492753623188406,0.013123359580052493,0.006622516556291391,0.06976744186046512,0.05862068965517241,0.06887052341597796,0.11764705882352941,0.1774193548387097,0.010869565217391304,0.1908831908831909,0.6567164179104478,0.6984126984126984,0.6363636363636364,0.07692307692307693,0.2962962962962963,0.3333333333333333,0.375,0.18233618233618235,0.390625,0.4032258064516129,0.4,0.18233618233618235,0.28125,0.2903225806451613,1.0,0.36752136752136755,0.3875968992248062,0.3875968992248062,0.6,0.3333333333333333,0.3333333333333333,0.5,0.23076923076923078,0.18803418803418803,0.3504273504273504,0.34146341463414637,0.7407407407407407,0.3875968992248062,0.5076240740740742,0.49665499999999996,0.49757863247863254,0.030726256983240222,0.06097560975609756,0.0741687979539642,0.319693094629156,9.401265822784811,24.972020725388592,0.3035315154224408,3.0,8.0,13.0,6.0,6.0,1.0,1.0,,1.0,,,1.0,,0.03125,0.015957446808510637,,0.2222222222222222,0.375,0.16666666666666666,0.48148148148148145,4.0,,,0.18181818181818182,,,,,,,,1.0,0.16666666666666666,1.0,,False,1.0,0.005154639175257732,2.0,0.010362694300518135,0.03125,,
