EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,OffensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyCorner3FGA,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
1562,1610612764,Gerard King,Gerard King,1562,WAS,10318.0,172,-42,328,330,83,63,41,658,8.0,11,1.0,3.0,4.0,6.0,10.0,15.0,5.0,18.0,23,44,4.0,50,345,3.0,9.0,6.0,7.0,14.0,2.0,16.0,36,10.0,4.0,1.0,5.0,5.0,2.0,1.0,2.0,10.0,2.0,5,2.0,3.0,13,4.0,20,9,29,2.0,2.0,1.0,1.0,7.0,2.0,4.0,8.0,3.0,15.0,2.0,3.0,14.0,24,2.0,5.0,6.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,16.0,83,0.782608695652174,0.8571428571428571,0.5227272727272727,0.3333333333333333,0.5,0.5227272727272727,0.3333333333333333,0.5,0.5434782608695652,0.3333333333333333,0.5333333333333333,0.022727272727272728,0.09090909090909091,15.968586387434556,0.4666666666666667,0.5,0.10526315789473684,0.09701492537313433,0.03597122302158273,0.14285714285714285,0.09523809523809523,0.1032258064516129,0.04375,0.02857142857142857,0.06382978723404255,0.017543859649122806,0.1111111111111111,0.08823529411764706,0.06382978723404255,0.1320754716981132,0.21428571428571427,0.1,0.4,0.25,0.7272727272727273,0.8,0.875,0.3409090909090909,0.6666666666666666,0.6666666666666666,0.6,0.4090909090909091,0.2777777777777778,0.2777777777777778,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.25,0.4242863636363636,0.3834555555555556,0.4546285714285713,0.045454545454545456,0.045454545454545456,0.12,0.32,10.720454545454546,0.2530487804878049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1732,1610612764,Felipe Lopez,Felipe Lopez,1732,WAS,24691.0,412,-62,783,793,186,121,88,1576,26.0,51,3.0,5.0,7.0,11.0,6.0,20.0,12.0,28.0,44,99,32.0,123,843,3.0,8.0,9.0,15.0,28.0,9.0,39.0,56,32.0,4.0,16.0,28.0,32.0,9.0,7.0,12.0,68.0,1.0,10,1.0,5.0,35,2.0,42,12,54,1.0,18.0,9.0,9.0,6.0,4.0,2.0,16.0,4.0,22.0,2.0,2.0,16.0,38,2.0,6.0,45.0,1.0,20.0,3.0,5.0,2.0,3.0,5.0,4.0,1.0,39.0,186,0.6363636363636364,0.6666666666666666,0.4444444444444444,0.375,0.5357142857142857,0.4375,0.3333333333333333,0.5,0.4880952380952381,0.375,0.527027027027027,0.16161616161616163,0.21568627450980393,16.46273637374861,0.2727272727272727,0.08333333333333333,0.041666666666666664,0.10736196319018405,0.03194888178913738,0.09803921568627451,0.024390243902439025,0.10610079575596817,0.031073446327683617,0.030303030303030304,0.022556390977443608,0.04938271604938271,0.03571428571428571,0.03614457831325301,0.13559322033898305,0.128,0.1,0.023809523809523808,0.8,0.49038461538461536,0.5098039215686274,0.65,0.6153846153846154,0.19230769230769232,0.3,0.4,0.6666666666666666,0.2692307692307692,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5555555555555556,0.6,0.36666666666666664,0.6363636363636364,0.5384615384615384,0.4982927884615384,0.5705277777777779,0.47590000000000005,0.16260162601626016,0.1694915254237288,0.07317073170731707,0.3170731707317073,7.346464646464646,0.23754789272030652,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,0.2,0.2,0.04807692307692308,0.25,0.09090909090909091,0.028846153846153848,0.3333333333333333,0.3333333333333333,1.0,0.019230769230769232,0.1111111111111111,0.06666666666666667,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,96362.0,1606,-257,3061,3058,875,630,406,6119,165.0,304,53.0,111.0,41.0,67.0,38.0,101.0,,2.0,203,407,177.0,583,3341,59.0,129.0,177.0,50.0,91.0,68.0,168.0,228,178.0,82.0,64.0,17.0,20.0,7.0,2.0,8.0,43.0,16.0,160,2.0,46.0,252,45.0,343,178,521,23.0,32.0,18.0,14.0,54.0,5.0,18.0,82.0,36.0,136.0,8.0,28.0,94.0,211,29.0,30.0,312.0,35.0,139.0,35.0,111.0,59.0,50.0,111.0,56.0,17.0,168.0,875,0.5615763546798029,0.7037037037037037,0.4987714987714988,0.4573643410852713,0.5494505494505495,0.49754901960784315,0.4573643410852713,0.5434782608695652,0.5329067641681902,0.5086206896551724,0.5562913907284768,0.15724815724815724,0.13486842105263158,19.254658385093165,0.39705882352941174,0.5172413793103449,0.015384615384615385,0.21194280908326324,0.13570822731128074,0.1940928270042194,0.07881773399014778,0.20897615708274894,0.12735166425470332,0.21084337349397592,0.1038961038961039,0.10909090909090909,0.08333333333333333,0.20376175548589343,0.2240566037735849,0.2062780269058296,0.1761006289308176,0.16312056737588654,0.5045045045045045,0.7450980392156863,0.5427631578947368,0.6273764258555133,0.5515151515151515,0.24754901960784315,0.37623762376237624,0.4810126582278481,0.6052631578947368,0.004901960784313725,,,,0.8604651162790697,0.4774774774774775,0.7282608695652174,0.6119402985074627,0.7475490196078431,0.5259411764705881,0.554633620689655,0.5066217391304348,0.271484375,0.2720156555772994,0.30360205831903947,0.2881646655231561,2.597542997542997,0.2858542959817053,,1.0,,,,,1.0,,59.0,1.0,,,3.0,2.0,1.0,11.0,11.0,4.0,,,,0.0024509803921568627,0.21782178217821782,0.23076923076923078,0.0024509803921568627,,,,,,,24.6,1.0,2.0,1.0,13.0,0.5,0.06382978723404255,0.07547169811320754,0.010869565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,20781.0,346,-35,661,653,189,154,91,1314,18.0,23,4.0,5.0,4.0,4.0,10.0,29.0,7.0,19.0,35,71,10.0,104,714,6.0,9.0,13.0,9.0,18.0,3.0,30.0,38,32.0,8.0,5.0,13.0,18.0,7.0,1.0,5.0,41.0,3.0,8,,2.0,24,,26,11,37,1.0,14.0,9.0,5.0,9.0,4.0,6.0,13.0,3.0,22.0,2.0,5.0,16.0,40,,6.0,13.0,1.0,6.0,1.0,8.0,3.0,3.0,8.0,2.0,,30.0,189,0.5428571428571428,0.6129032258064516,0.49295774647887325,0.6666666666666666,0.5,0.43119266055045874,0.46153846153846156,0.421875,0.45217391304347826,0.4642857142857143,0.45454545454545453,0.07042253521126761,0.08695652173913043,17.885117493472585,0.4090909090909091,,,0.09561752988047809,0.03333333333333333,0.04878048780487805,0.05555555555555555,0.08904109589041095,0.03741496598639456,0.015151515151515152,0.04424778761061947,0.03278688524590164,0.08571428571428572,0.05,0.07608695652173914,0.1414141414141414,,0.016666666666666666,0.25,0.21100917431192662,0.782608695652174,0.8571428571428571,0.5,0.26605504587155965,0.3448275862068966,0.38461538461538464,0.6,0.1743119266055046,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.38461538461538464,0.8,0.125,1.0,0.5596330275229358,0.49053853211009185,0.50795,0.46557812500000006,0.05263157894736842,0.07894736842105263,0.125,0.28846153846153844,8.581690140845069,0.2859304084720121,2.0,14.0,3.0,24.0,10.0,8.0,38.0,4.0,1.0,14.0,24.0,24.0,5.0,3.0,2.0,2.0,,,1.0,0.21052631578947367,0.21052631578947367,0.3486238532110092,0.10344827586206896,0.14285714285714285,0.12844036697247707,0.14285714285714285,0.14285714285714285,1.0,0.22018348623853212,0.23076923076923078,0.3125,24.726315789473688,4.0,2.0,,5.0,,,,0.125,1.0,6.0,1.0,2.0,3.0,6.0,0.21428571428571427,0.25,0.25,1.0,0.07692307692307693,0.25,0.2,0.25,,,,,,,,,,,,,,,,,,True,,,,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,62183.0,1036,-208,1971,1969,583,425,257,3940,49.0,72,5.0,7.0,8.0,13.0,74.0,169.0,81.0,173.0,204,414,97.0,547,2188,21.0,38.0,50.0,54.0,117.0,49.0,169.0,228,180.0,10.0,30.0,77.0,86.0,40.0,15.0,22.0,181.0,6.0,21,,14.0,50,1.0,65,27,92,7.0,30.0,18.0,12.0,44.0,6.0,25.0,31.0,19.0,75.0,8.0,20.0,32.0,86,3.0,10.0,113.0,10.0,44.0,15.0,1.0,,1.0,2.0,2.0,,169.0,583,0.5588235294117647,0.5728643216080402,0.4927536231884058,0.5526315789473685,0.46153846153846156,0.48283261802575106,0.5121951219512195,0.4411764705882353,0.5271844660194175,0.5555555555555556,0.5153374233128835,0.07246376811594203,0.06944444444444445,25.991189427312776,0.5866666666666667,0.017543859649122806,,0.06510416666666667,0.027704485488126648,0.08433734939759036,0.043478260869565216,0.06852248394004283,0.030133928571428572,0.026455026455026454,0.029801324503311258,0.026217228464419477,0.05357142857142857,0.07246376811594203,0.06666666666666667,0.058419243986254296,0.08411214953271028,0.032407407407407406,1.0,0.15450643776824036,0.6805555555555556,0.7313432835820896,0.46938775510204084,0.3626609442060086,0.4378698224852071,0.5034013605442177,0.4189189189189189,0.37124463519313305,0.4682080924855491,0.4764705882352941,0.7407407407407407,0.17073170731707318,0.7142857142857143,0.09558823529411764,0.6153846153846154,0.26609442060085836,0.4384149141630901,0.42090285714285713,0.4347216911764707,0.088,0.09821428571428571,0.09140767824497258,0.30895795246800734,11.404347826086955,0.29578893962455605,6.0,19.0,1.0,33.0,13.0,14.0,52.0,3.0,8.0,19.0,39.0,33.0,9.0,6.0,3.0,7.0,5.0,,0.9285714285714286,0.2692307692307692,0.2692307692307692,0.11158798283261803,0.1301775147928994,0.0847457627118644,0.0407725321888412,0.3157894736842105,0.3157894736842105,1.0,0.07081545064377683,0.024390243902439025,0.09558823529411764,24.832692307692305,6.0,,1.0,15.0,0.017341040462427744,,0.2,0.04411764705882353,,8.0,2.0,4.0,4.0,8.0,0.21052631578947367,0.24242424242424243,0.25,0.875,0.04878048780487805,,0.3076923076923077,0.24242424242424243,3.0,1.0,4.0,1.0,1.0,0.019230769230769232,0.030303030303030304,,,,,,,,,,,True,,,,,,
1919,1610612764,Laron Profit,Laron Profit,1919,WAS,14455.0,241,-37,455,452,142,78,70,907,12.0,17,4.0,5.0,2.0,3.0,2.0,9.0,,6.0,14,32,4.0,41,503,4.0,6.0,12.0,3.0,6.0,1.0,16.0,16,12.0,6.0,2.0,38.0,41.0,18.0,7.0,13.0,85.0,1.0,9,,7.0,14,1.0,22,10,32,2.0,13.0,9.0,4.0,16.0,1.0,13.0,3.0,3.0,19.0,1.0,7.0,11.0,19,,1.0,7.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,,16.0,142,0.5714285714285714,0.7272727272727273,0.4375,0.6666666666666666,0.5,0.44047619047619047,0.7857142857142857,0.6818181818181818,0.45555555555555555,0.75,0.6666666666666666,0.0625,0.058823529411764705,12.052730696798495,0.8421052631578947,0.1,,0.08917197452229299,0.055900621118012424,0.12962962962962962,0.058823529411764705,0.0995260663507109,0.056179775280898875,0.08333333333333333,0.06896551724137931,0.01818181818181818,0.07142857142857142,,0.09523809523809523,0.17391304347826086,0.14285714285714285,0.08695652173913043,0.3333333333333333,0.40476190476190477,0.7058823529411765,0.75,0.5833333333333334,0.21428571428571427,0.2222222222222222,0.25,0.5,0.14285714285714285,,,,0.7142857142857143,0.8,0.2727272727272727,0.6666666666666666,0.6428571428571429,0.4900178571428571,0.5083916666666667,0.5008,0.06818181818181818,0.08823529411764706,0.2926829268292683,0.3902439024390244,6.21875,0.3120879120879121,1.0,1.0,,9.0,4.0,3.0,10.0,1.0,1.0,5.0,9.0,9.0,3.0,2.0,1.0,,1.0,,1.0,0.3,0.3,0.23809523809523808,0.1111111111111111,0.08333333333333333,0.023809523809523808,1.0,1.0,1.0,0.21428571428571427,,0.36363636363636365,25.259999999999998,1.0,,,1.0,,,,0.09090909090909091,1.0,2.0,1.0,2.0,3.0,2.0,0.6,0.2222222222222222,0.2222222222222222,1.0,0.14285714285714285,1.0,0.5,0.2222222222222222,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,27548.0,459,-124,868,882,251,216,114,1750,6.0,13,,2.0,2.0,5.0,6.0,17.0,16.0,37.0,28,67,25.0,171,1004,,4.0,11.0,6.0,17.0,15.0,60.0,24,32.0,,3.0,70.0,74.0,25.0,22.0,23.0,152.0,1.0,3,,6.0,26,,32,4,36,2.0,17.0,13.0,4.0,17.0,3.0,15.0,10.0,2.0,27.0,,8.0,25.0,44,1.0,2.0,29.0,2.0,9.0,6.0,,,,,,,60.0,251,0.42857142857142855,0.42857142857142855,0.417910447761194,,0.35294117647058826,0.5069444444444444,0.4090909090909091,0.5625,0.5414012738853503,0.4583333333333333,0.6145833333333334,0.04477611940298507,0.15384615384615385,18.326693227091635,0.6296296296296297,,,0.07647058823529412,0.00906344410876133,0.09523809523809523,0.011111111111111112,0.0794044665012407,0.009501187648456057,0.011904761904761904,0.006944444444444444,0.009708737864077669,0.0136986301369863,0.09302325581395349,0.06611570247933884,0.07518796992481203,0.1,0.024096385542168676,,0.09027777777777778,0.46153846153846156,0.5454545454545454,1.0,0.11805555555555555,0.35294117647058826,0.375,0.16666666666666666,0.2569444444444444,0.43243243243243246,0.43243243243243246,0.3125,0.18181818181818182,,0.125,0.4,0.625,0.4889093749999998,0.516965,0.4736587500000001,0.059602649006622516,0.12162162162162163,0.06432748538011696,0.3508771929824561,13.4910447761194,0.2891705069124424,7.0,13.0,,64.0,19.0,30.0,77.0,7.0,2.0,23.0,45.0,64.0,4.0,3.0,1.0,3.0,2.0,,0.5,0.38961038961038963,0.38961038961038963,0.5347222222222222,0.058823529411764705,0.08695652173913043,0.09027777777777778,0.5384615384615384,0.5384615384615384,1.0,0.4444444444444444,,0.475,25.27012987012987,4.0,,1.0,5.0,,,,0.1,4.0,23.0,7.0,7.0,11.0,23.0,0.4782608695652174,0.359375,0.359375,0.34782608695652173,0.6363636363636364,1.0,0.3684210526315789,0.359375,45.0,,1.0,,,,,3.0,3.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,True,,,,,,
393,1610612764,Rod Strickland,Rod Strickland,393,WAS,35012.0,584,-37,1122,1121,285,207,137,2243,38.0,63,4.0,6.0,4.0,13.0,12.0,45.0,30.0,71.0,80,179,51.0,211,1162,13.0,22.0,30.0,14.0,43.0,27.0,55.0,56,104.0,2.0,9.0,118.0,132.0,44.0,38.0,36.0,278.0,1.0,10,1.0,9.0,38,,47,12,59,3.0,25.0,12.0,13.0,25.0,9.0,15.0,15.0,10.0,40.0,2.0,10.0,11.0,21,1.0,2.0,63.0,7.0,31.0,3.0,3.0,,1.0,3.0,3.0,,55.0,285,0.35,0.35443037974683544,0.44692737430167595,0.5909090909090909,0.32558139534883723,0.4371584699453552,0.5652173913043478,0.3181818181818182,0.5023809523809524,0.6,0.4661016949152542,0.05027932960893855,0.07936507936507936,19.44012441679627,0.625,,0.02702702702702703,0.08278867102396514,0.02247191011235955,0.12162162162162163,0.018518518518518517,0.08818011257035648,0.022044088176352707,0.015625,0.040697674418604654,0.006896551724137931,,0.03968253968253968,0.07692307692307693,0.12195121951219512,0.10204081632653061,0.031914893617021274,1.0,0.3442622950819672,0.6031746031746031,0.6551724137931034,0.34210526315789475,0.2459016393442623,0.26666666666666666,0.2857142857142857,0.25,0.3879781420765027,0.4225352112676056,0.42857142857142855,0.4,0.2608695652173913,0.6666666666666666,0.29545454545454547,0.3076923076923077,0.366120218579235,0.47922322404371576,0.46862500000000007,0.4564738636363637,0.1497584541062802,0.15270935960591134,0.14218009478672985,0.26066350710900477,9.884916201117319,0.2540106951871658,,,,4.0,1.0,,4.0,1.0,4.0,1.0,,4.0,14.0,8.0,6.0,1.0,1.0,,,,,0.02185792349726776,0.06666666666666667,0.16,,,,,0.02185792349726776,,0.022727272727272728,25.3,,2.0,,2.0,0.014084507042253521,0.05,0.25,,,,1.0,,,,,,,,0.043478260869565216,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,
436,1610612764,Juwan Howard,Juwan Howard,436,WAS,50242.0,837,-70,1602,1602,459,343,205,3204,46.0,79,8.0,15.0,9.0,15.0,97.0,216.0,22.0,54.0,165,349,64.0,394,1698,19.0,35.0,45.0,36.0,80.0,26.0,98.0,190,140.0,20.0,31.0,46.0,66.0,25.0,8.0,13.0,152.0,8.0,39,,17.0,76,7.0,100,47,147,12.0,21.0,12.0,9.0,38.0,7.0,20.0,40.0,18.0,78.0,6.0,22.0,26.0,80,6.0,17.0,86.0,8.0,42.0,5.0,11.0,5.0,6.0,11.0,5.0,2.0,98.0,459,0.5757575757575758,0.6129032258064516,0.47277936962750716,0.5428571428571428,0.45,0.47277936962750716,0.5428571428571428,0.45,0.5064432989690721,0.5357142857142857,0.5104166666666666,0.08882521489971347,0.1518987341772152,25.326086956521742,0.48717948717948717,0.16279069767441862,,0.11603053435114503,0.06220095693779904,0.15454545454545454,0.07692307692307693,0.12156862745098039,0.06429548563611491,0.07647058823529412,0.05223880597014925,0.06349206349206349,0.075,0.1005586592178771,0.1415929203539823,0.104,0.14285714285714285,0.0784313725490196,0.45454545454545453,0.22636103151862463,0.5822784810126582,0.6865671641791045,0.6956521739130435,0.6189111747851003,0.44907407407407407,0.4898989898989899,0.4742268041237113,0.15472779369627507,0.4074074074074074,0.41509433962264153,0.7727272727272727,0.42857142857142855,0.5333333333333333,0.1875,0.6,0.22636103151862463,0.4308275071633237,0.4627193548387097,0.41604374999999993,0.10966057441253264,0.10966057441253264,0.11421319796954314,0.24873096446700507,8.274212034383956,0.28651685393258425,,,,,,,,,7.0,,,,20.0,15.0,5.0,2.0,7.0,,,,,,0.08333333333333333,0.175,,,,,,,,,,,1.0,8.0,0.018518518518518517,0.08333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,True,,,,,,
782,1610612764,Mitch Richmond,Mitch Richmond,782,WAS,44130.0,736,-34,1407,1407,375,289,196,2814,16.0,29,2.0,3.0,4.0,6.0,13.0,52.0,62.0,131.0,91,212,63.0,344,1483,10.0,18.0,33.0,26.0,51.0,32.0,129.0,114,68.0,6.0,13.0,57.0,65.0,27.0,13.0,17.0,138.0,2.0,7,,14.0,46,2.0,62,9,71,2.0,25.0,21.0,4.0,30.0,7.0,16.0,19.0,14.0,49.0,2.0,20.0,20.0,50,3.0,6.0,72.0,2.0,21.0,12.0,5.0,2.0,3.0,5.0,5.0,,129.0,375,0.6263736263736264,0.6477272727272727,0.42924528301886794,0.5555555555555556,0.5098039215686274,0.4714765100671141,0.52,0.6466666666666666,0.5121580547112462,0.5714285714285714,0.6793478260869565,0.06132075471698113,0.06896551724137931,23.062843197071384,0.6122448979591837,0.043478260869565216,,0.08518518518518518,0.012544802867383513,0.1308411214953271,0.018018018018018018,0.09273570324574962,0.013452914798206279,0.012048192771084338,0.013888888888888888,0.011363636363636364,0.023255813953488372,0.05228758169934641,0.058823529411764705,0.135,0.16176470588235295,0.012422360248447204,1.0,0.09731543624161074,0.5517241379310345,0.5925925925925926,0.5625,0.174496644295302,0.25,0.28888888888888886,0.46153846153846156,0.4395973154362416,0.4732824427480916,0.4881889763779528,0.6774193548387096,0.12,0.6666666666666666,0.08,0.6666666666666666,0.3859060402684564,0.4645697986577182,0.448345238095238,0.4542173333333333,0.06624605678233439,0.09090909090909091,0.09593023255813954,0.375,13.738679245283018,0.26652452025586354,6.0,14.0,2.0,72.0,22.0,33.0,86.0,7.0,7.0,24.0,78.0,72.0,8.0,7.0,1.0,3.0,1.0,,0.7878787878787878,0.38372093023255816,0.38372093023255816,0.28859060402684567,0.1346153846153846,0.07692307692307693,0.04697986577181208,0.42857142857142855,0.42857142857142855,1.0,0.24161073825503357,0.08,0.29333333333333333,25.19302325581395,2.0,,,7.0,0.030534351145038167,,,0.02666666666666667,1.0,27.0,5.0,14.0,15.0,27.0,0.625,0.375,0.375,0.7407407407407407,0.2,0.5,0.6363636363636364,0.375,21.0,,8.0,,,,,1.0,2.0,0.2857142857142857,0.2,1.0,,1.0,0.5,1.0,,True,,,,,,
