EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Travels,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,23674.0,395,52,761,757,162,149,86,1518,25.0,62.0,3.0,10.0,6.0,9.0,26.0,56,12.0,36,2.0,5.0,1.0,2.0,63.0,154,2.0,5.0,69.0,201.0,731,5.0,16.0,13.0,23.0,11.0,26,1.0,2.0,26.0,51.0,66.0,60.0,6.0,6.0,5.0,2.0,22.0,35.0,14.0,49.0,5.0,9.0,25.0,3.0,7.0,112.0,3.0,20.0,14.0,48,12.0,74,23.0,97,7.0,13.0,7.0,6.0,27,1.0,12.0,13.0,4.0,15.0,40,3.0,11,21,40,5.0,5.0,90.0,6.0,37.0,11.0,11.0,6.0,5.0,11.0,4.0,3.0,3.0,51.0,162,2.0,0.5238095238095238,0.55,1.0,0.4,0.5,0.4,0.4090909090909091,0.3125,0.4230769230769231,0.41509433962264153,0.3125,0.44642857142857145,0.5,0.4791666666666667,0.5930232558139535,0.031446540880503145,0.14285714285714285,0.22580645161290322,0.14285714285714285,28.220140515222486,0.675,0.5454545454545454,0.15789473684210525,0.07662835249042145,0.19718309859154928,0.03488372093023256,0.16533333333333333,0.06628242074927954,0.07954545454545454,0.14285714285714285,0.011235955056179775,0.03125,0.045454545454545456,0.125,0.1557377049180328,0.17164179104477612,0.22448979591836735,0.13636363636363635,0.1,0.36363636363636365,0.389937106918239,0.4032258064516129,0.5208333333333334,0.48,0.3522012578616352,0.4642857142857143,0.5416666666666666,0.38461538461538464,0.22641509433962265,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.031446540880503145,0.4,0.4,1.0,0.625,0.3,0.3333333333333333,0.32142857142857145,0.6666666666666666,0.07142857142857142,0.5,0.42138364779874216,0.4,0.44478553459119496,0.5001333333333334,0.40399821428571425,0.19473684210526315,0.2,0.11442786069651742,0.2537313432835821,7.018181818181819,26.2,0.21287779237844942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,20018.0,334,96,626,625,130,67,85,1251,44.0,59.0,11.0,17.0,9.0,9.0,8.0,24,15.0,44,,,,,67.0,127,,,22.0,156.0,582,12.0,26.0,9.0,33.0,12.0,21,,,5.0,29.0,80.0,54.0,,20.0,,,11.0,5.0,5.0,10.0,3.0,2.0,5.0,,,25.0,1.0,29.0,7.0,50,5.0,62,31.0,93,5.0,2.0,2.0,,4,1.0,2.0,8.0,2.0,2.0,12,1.0,3,4,11,1.0,3.0,32.0,5.0,15.0,4.0,7.0,2.0,5.0,7.0,4.0,,,29.0,130,1.0,0.5970149253731343,0.7017543859649122,,,,,0.5275590551181102,0.46153846153846156,0.5714285714285714,0.5275590551181102,0.46153846153846156,0.5714285714285714,0.5531914893617021,0.55,0.6041666666666666,,0.08661417322834646,0.1016949152542373,0.20833333333333334,20.816326530612248,0.3333333333333333,0.3333333333333333,0.17857142857142858,0.11372549019607843,0.14,0.01639344262295082,0.17272727272727273,0.0949367088607595,0.12987012987012986,0.14285714285714285,0.07446808510638298,0.020833333333333332,,0.12698412698412698,0.18269230769230768,0.20353982300884957,0.15384615384615385,0.09090909090909091,0.10204081632653061,0.5714285714285714,0.4645669291338583,0.7457627118644068,0.8301886792452831,0.6818181818181818,0.1889763779527559,0.3333333333333333,0.42105263157894735,0.375,0.3464566929133858,0.3409090909090909,0.3409090909090909,0.4666666666666667,,,,,0.6538461538461539,0.6470588235294118,0.09090909090909091,0.42857142857142855,1.0,,,0.4645669291338583,,0.48662834645669295,0.505704,0.501195238095238,0.10948905109489052,0.10948905109489052,0.21153846153846154,0.1858974358974359,7.685826771653543,,0.20766773162939298,1.0,2.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,99639.0,1661,302,3159,3165,824,681,416,6324,155.0,269.0,52.0,97.0,39.0,62.0,28.0,113,2.0,11,,2.0,,2.0,185.0,393,,2.0,128.0,498.0,2994,56.0,110.0,43.0,155.0,43.0,78,,2.0,43.0,129.0,244.0,126.0,,90.0,1.0,,65.0,31.0,16.0,47.0,14.0,2.0,14.0,2.0,15.0,110.0,20.0,150.0,50.0,224,18.0,292,173.0,465,23.0,48.0,32.0,16.0,33,4.0,13.0,33.0,4.0,20.0,66,13.0,16,115,206,21.0,13.0,171.0,19.0,75.0,21.0,96.0,49.0,43.0,97.0,52.0,2.0,7.0,129.0,824,15.0,0.6594594594594595,0.8714285714285714,,,,,0.4707379134860051,0.509090909090909,0.5512820512820513,0.46835443037974683,0.509090909090909,0.5375,0.527542372881356,0.5698529411764706,0.5972222222222222,0.005063291139240506,0.16539440203562342,0.137546468401487,0.23893805309734514,14.620840152755047,0.5,0.20689655172413793,0.16458486407053638,0.12087026591458501,0.1773049645390071,0.0641025641025641,0.1667681071211199,0.10946555054732775,0.1643835616438356,0.13861386138613863,0.07203389830508475,0.07894736842105263,0.023809523809523808,0.14576271186440679,0.17125984251968504,0.16845878136200718,0.18974358974358974,0.14942528735632185,0.16428571428571428,0.5360824742268041,0.6810126582278481,0.5762081784386617,0.6681034482758621,0.6645161290322581,0.28607594936708863,0.24778761061946902,0.32558139534883723,0.6428571428571429,0.027848101265822784,0.18181818181818182,0.2,0.5,0.005063291139240506,,,,0.8818181818181818,0.5360824742268041,0.11538461538461539,0.775,0.6290322580645161,0.025,,0.6860759493670886,,0.49747855329949253,0.5323069306930693,0.4970449367088607,0.1662971175166297,0.16703786191536749,0.3112449799196787,0.25903614457831325,2.885241730279897,37.35,0.2608420386198164,3.0,3.0,0.03296703296703297,1.0,1.0,1.0,4.0,1.0,2.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,57451.0,958,211,1775,1780,353,251,257,3555,53.0,95.0,8.0,17.0,9.0,15.0,23.0,64,36.0,97,8.0,29.0,1.0,3.0,112.0,256,21.0,62.0,34.0,321.0,1634,23.0,45.0,2.0,51.0,21.0,43,4.0,11.0,15.0,69.0,98.0,126.0,60.0,16.0,28.0,8.0,20.0,86.0,11.0,97.0,9.0,2.0,41.0,13.0,32.0,205.0,12.0,35.0,22.0,91,2.0,115,47.0,162,4.0,55.0,25.0,30.0,37,7.0,26.0,27.0,6.0,11.0,64,5.0,12,25,79,4.0,5.0,45.0,4.0,20.0,4.0,4.0,2.0,2.0,4.0,3.0,,,69.0,353,11.0,0.4375,0.47115384615384615,0.9523809523809523,0.3387096774193548,0.36363636363636365,0.3442622950819672,0.4375,0.5111111111111111,0.4883720930232558,0.45125786163522014,0.5104166666666666,0.5,0.47337278106508873,0.5204081632653061,0.5564516129032258,0.1949685534591195,0.078125,0.11578947368421053,0.109375,19.151977131967605,0.578125,0.0425531914893617,0.11651728553137004,0.04691689008042895,0.1375,0.07547169811320754,0.12008501594048884,0.051933701657458566,0.04608294930875576,0.045081967213114756,0.04912280701754386,0.08108108108108109,0.0625,0.052941176470588235,0.13380281690140844,0.1345565749235474,0.13636363636363635,0.14,0.025,0.75,0.29874213836477986,0.5578947368421052,0.6309523809523809,0.5471698113207547,0.20125786163522014,0.359375,0.40350877192982454,0.2608695652173913,0.3050314465408805,0.3711340206185567,0.37894736842105264,0.3888888888888889,0.09119496855345911,0.27586206896551724,0.27586206896551724,1.0,0.3541666666666667,0.47058823529411764,0.25,0.2777777777777778,0.6,0.05555555555555555,0.3333333333333333,0.4937106918238994,0.2857142857142857,0.48671529968454247,0.4375855263157895,0.47562264150943406,0.059880239520958084,0.07352941176470588,0.1588785046728972,0.21495327102803738,9.184765624999999,24.525806451612905,0.19887323943661972,,6.0,,1.0,,,,,,0.020618556701030927,13.0,33.0,2.0,3.0,8.0,1.0,1.0,1.0,3.0,3.0,1.0,0.3333333333333333,0.10377358490566038,0.3939393939393939,0.3939393939393939,0.9230769230769231,0.041666666666666664,0.020833333333333332,1.0,1.0,0.14814814814814814,0.375,,,,,,,,,True,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,36598.0,610,109,1150,1161,252,181,158,2311,14.0,28.0,2.0,4.0,2.0,3.0,9.0,18,15.0,35,32.0,71.0,4.0,16.0,38.0,81,34.0,82.0,39.0,217.0,1085,3.0,8.0,7.0,22.0,5.0,10,4.0,19.0,15.0,37.0,50.0,26.0,75.0,,67.0,31.0,2.0,77.0,18.0,95.0,13.0,5.0,48.0,10.0,19.0,208.0,4.0,7.0,12.0,42,,54,11.0,65,4.0,14.0,8.0,6.0,21,4.0,17.0,11.0,3.0,4.0,32,,8,21,43,1.0,2.0,43.0,3.0,14.0,7.0,4.0,1.0,2.0,4.0,3.0,,,37.0,252,4.0,0.6578947368421053,0.6578947368421053,0.7352941176470589,0.4146341463414634,0.21052631578947367,0.4177215189873418,0.4691358024691358,0.375,0.5,0.5460122699386503,0.5769230769230769,0.3793103448275862,0.5883977900552486,0.65625,0.5,0.5030674846625767,0.024691358024691357,0.03571428571428571,0.05555555555555555,15.907393577296489,0.65625,,0.07969639468690702,0.015350877192982455,0.12121212121212122,0.034482758620689655,0.08626198083067092,0.019230769230769232,,0.013422818791946308,0.02824858757062147,0.0449438202247191,,0.07086614173228346,0.0979381443298969,0.06796116504854369,0.10606060606060606,0.15151515151515152,0.046511627906976744,0.75,0.17177914110429449,0.5,0.5185185185185185,0.7142857142857143,0.11042944785276074,0.5,0.5294117647058824,0.6666666666666666,0.2147239263803681,0.42857142857142855,0.42857142857142855,0.6,0.43558282208588955,0.4507042253521127,0.4507042253521127,0.71875,0.3076923076923077,0.5,,0.10344827586206896,0.6666666666666666,0.5517241379310345,0.25,0.6748466257668712,0.4626865671641791,0.51204375,0.5187944444444444,0.5011518518518518,0.08045977011494253,0.15217391304347827,0.10138248847926268,0.17050691244239632,10.619753086419752,25.853658536585368,0.21913043478260869,,,,3.0,,,1.0,,,,2.0,11.0,,,3.0,3.0,5.0,3.0,5.0,27.0,4.0,0.6,0.06748466257668712,0.18181818181818182,0.18181818181818182,1.0,,0.38461538461538464,0.6,0.6666666666666666,0.10344827586206896,,1.0,,,,,,,,True,,,,
1715,1610612758,Jason Williams,Jason Williams,1715,SAC,36824.0,614,85,1215,1221,417,410,131,2436,15.0,34.0,,2.0,4.0,12.0,7.0,20,17.0,41,24.0,84.0,9.0,32.0,39.0,95,26.0,95.0,24.0,180.0,1192,1.0,5.0,2.0,4.0,9.0,31,10.0,35.0,18.0,66.0,30.0,48.0,60.0,,73.0,24.0,6.0,87.0,22.0,109.0,19.0,3.0,44.0,10.0,33.0,240.0,1.0,5.0,9.0,29,3.0,41,6.0,47,1.0,24.0,17.0,7.0,23,14.0,14.0,21.0,1.0,9.0,44,7.0,16,9,29,,3.0,31.0,1.0,6.0,10.0,4.0,,3.0,4.0,3.0,,,66.0,417,5.0,0.38461538461538464,0.38461538461538464,0.7692307692307693,0.2736842105263158,0.2857142857142857,0.30952380952380953,0.4105263157894737,0.2,0.2903225806451613,0.4105263157894737,0.1,0.36363636363636365,0.43902439024390244,0.18181818181818182,0.42857142857142855,0.5,0.06315789473684211,0.17647058823529413,,18.141916605705926,0.5227272727272727,0.07692307692307693,0.05788423153692615,0.011848341232227487,0.08490566037735849,0.007407407407407408,0.06260296540362438,0.010771992818671455,0.015748031496062992,0.007142857142857143,0.012903225806451613,,0.02857142857142857,0.06796116504854369,0.04950495049504951,0.061224489795918366,0.09333333333333334,0.06451612903225806,0.009615384615384616,0.75,0.17894736842105263,0.4411764705882353,0.5357142857142857,0.5333333333333333,0.10526315789473684,0.35,0.35,0.2857142857142857,0.21578947368421053,0.4146341463414634,0.4146341463414634,0.29411764705882354,0.4421052631578947,0.2857142857142857,0.2857142857142857,0.75,0.2,,,0.18181818181818182,0.3333333333333333,0.48484848484848486,0.28125,0.6789473684210526,0.3287671232876712,0.5036902234636872,0.5393444444444445,0.4885362068965518,0.03076923076923077,0.06,0.022222222222222223,0.36666666666666664,10.489473684210527,28.75052631578947,0.3432098765432099,,,,11.0,,,1.0,,,,2.0,11.0,1.0,1.0,3.0,,4.0,,5.0,18.0,,,0.05789473684210526,0.18181818181818182,0.18181818181818182,1.0,0.1,0.4,,,0.045454545454545456,0.3333333333333333,,,,,,,,,True,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,60122.0,1002,197,1914,1915,559,491,244,3829,68.0,90.0,9.0,14.0,12.0,17.0,23.0,77,57.0,131,38.0,93.0,14.0,28.0,148.0,298,51.0,122.0,103.0,552.0,1847,15.0,29.0,19.0,64.0,31.0,65,17.0,38.0,40.0,153.0,172.0,124.0,120.0,12.0,92.0,38.0,25.0,51.0,10.0,61.0,3.0,7.0,30.0,4.0,17.0,132.0,9.0,18.0,24.0,77,10.0,111,27.0,138,2.0,39.0,25.0,14.0,40,4.0,21.0,22.0,4.0,19.0,62,6.0,13,15,45,1.0,8.0,118.0,7.0,41.0,16.0,4.0,2.0,2.0,4.0,2.0,,,153.0,559,5.0,0.581081081081081,0.6056338028169014,0.7843137254901961,0.4180327868852459,0.4473684210526316,0.4214876033057851,0.4966442953020134,0.5172413793103449,0.47692307692307695,0.5345238095238095,0.5921052631578947,0.5485436893203883,0.5765957446808511,0.6739130434782609,0.604,0.2904761904761905,0.08389261744966443,0.1,0.19480519480519481,24.170831440254428,0.6451612903225806,0.18181818181818182,0.09697732997481108,0.025245441795231416,0.14035087719298245,0.047872340425531915,0.10466321243523316,0.029966703662597113,0.030303030303030304,0.025,0.02181818181818182,0.038461538461538464,0.06896551724137931,0.050955414012738856,0.08637873754152824,0.12797619047619047,0.13043478260869565,0.16071428571428573,0.010471204188481676,0.5,0.21428571428571427,0.7555555555555555,0.8395061728395061,0.6911764705882353,0.18333333333333332,0.2987012987012987,0.3709677419354839,0.43478260869565216,0.3119047619047619,0.4351145038167939,0.43846153846153846,0.5087719298245614,0.22142857142857142,0.40860215053763443,0.40860215053763443,0.7368421052631579,0.3684210526315789,0.6428571428571429,0.2222222222222222,0.1650485436893204,0.7058823529411765,0.27184466019417475,0.5,0.5047619047619047,0.41304347826086957,0.47867021531100484,0.4940299999999999,0.47392376237623757,0.09030837004405286,0.12349397590361445,0.11594202898550725,0.27717391304347827,10.723825503355704,25.213934426229503,0.29205851619644724,,4.0,,1.0,,,,,,0.007633587786259542,13.0,29.0,3.0,3.0,10.0,3.0,6.0,5.0,9.0,33.0,11.0,0.5555555555555556,0.06904761904761905,0.4482758620689655,0.4642857142857143,0.9230769230769231,0.07894736842105263,0.15789473684210525,0.5,0.6666666666666666,0.0970873786407767,0.3,,2.0,1.0,0.00819672131147541,0.034482758620689655,0.6666666666666666,1.0,,True,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,39769.0,663,64,1253,1252,283,215,172,2505,23.0,48.0,3.0,7.0,4.0,9.0,8.0,35,26.0,65,9.0,30.0,4.0,6.0,57.0,148,16.0,46.0,33.0,195.0,1209,4.0,14.0,2.0,19.0,6.0,22,5.0,13.0,12.0,39.0,48.0,66.0,42.0,4.0,30.0,9.0,13.0,35.0,10.0,45.0,7.0,3.0,20.0,4.0,11.0,100.0,3.0,19.0,9.0,63,5.0,77,23.0,100,5.0,32.0,17.0,15.0,15,3.0,6.0,17.0,2.0,9.0,32,2.0,9,36,66,4.0,4.0,41.0,2.0,15.0,6.0,12.0,8.0,4.0,12.0,5.0,1.0,1.0,39.0,283,,0.42105263157894735,0.43636363636363634,0.875,0.34782608695652173,0.38461538461538464,0.34782608695652173,0.38513513513513514,0.2857142857142857,0.2727272727272727,0.4175257731958763,0.40476190476190477,0.38571428571428573,0.45539906103286387,0.4318181818181818,0.45348837209302323,0.23711340206185566,0.08783783783783784,0.16666666666666666,0.14285714285714285,16.712141882673944,0.46875,0.15151515151515152,0.11290322580645161,0.037549407114624504,0.075,0.025423728813559324,0.10619469026548672,0.035256410256410256,0.057692307692307696,0.019230769230769232,0.03608247422680412,0.03296703296703297,,0.0661764705882353,0.12060301507537688,0.13452914798206278,0.07058823529411765,0.08571428571428572,0.046296296296296294,0.4166666666666667,0.24742268041237114,0.4791666666666667,0.575,0.43478260869565216,0.18041237113402062,0.22857142857142856,0.26666666666666666,0.375,0.33505154639175255,0.4,0.4,0.4230769230769231,0.15463917525773196,0.3,0.3,0.7777777777777778,0.3333333333333333,0.42857142857142855,,0.2571428571428571,0.4444444444444444,0.17142857142857143,0.6666666666666666,0.4845360824742268,0.3,0.485163144329897,0.48416764705882354,0.49203857142857144,0.07246376811594203,0.09316770186335403,0.09743589743589744,0.2,10.493918918918917,24.593478260869563,0.22585794094173983,1.0,3.0,0.02631578947368421,,,,,,1.0,,7.0,16.0,3.0,1.0,7.0,1.0,4.0,3.0,7.0,6.0,1.0,0.42857142857142855,0.08247422680412371,0.4375,0.4375,1.0,0.14285714285714285,0.19047619047619047,0.25,,0.2,0.14285714285714285,,2.0,,,,0.6666666666666666,1.0,1.0,True,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,58085.0,968,212,1845,1847,523,476,248,3692,45.0,79.0,3.0,8.0,12.0,19.0,8.0,35,10.0,50,15.0,44.0,4.0,14.0,63.0,164,29.0,78.0,117.0,330.0,1726,5.0,15.0,7.0,41.0,18.0,46,8.0,28.0,50.0,110.0,46.0,80.0,84.0,6.0,44.0,15.0,16.0,77.0,14.0,91.0,12.0,2.0,40.0,17.0,20.0,196.0,5.0,25.0,14.0,69,3.0,86,30.0,116,3.0,63.0,35.0,28.0,28,8.0,17.0,24.0,7.0,11.0,52,3.0,13,24,73,3.0,4.0,128.0,5.0,43.0,14.0,14.0,1.0,8.0,15.0,7.0,,,110.0,523,12.0,0.36507936507936506,0.38333333333333336,0.9655172413793104,0.3717948717948718,0.2857142857142857,0.3717948717948718,0.38414634146341464,0.3333333333333333,0.391304347826087,0.44008264462809915,0.5666666666666667,0.40540540540540543,0.5357142857142857,0.6029411764705882,0.5404040404040404,0.32231404958677684,0.0975609756097561,0.11392405063291139,0.17142857142857143,16.07806691449814,0.5384615384615384,0.05454545454545454,0.08984375,0.033783783783783786,0.0875,0.028089887640449437,0.0894396551724138,0.032679738562091505,0.04608294930875576,0.03968253968253968,0.01845018450184502,0.023622047244094488,0.0392156862745098,0.06832298136645963,0.08873720136518772,0.10191082802547771,0.05263157894736842,0.17391304347826086,0.023076923076923078,0.4666666666666667,0.32644628099173556,0.569620253164557,0.6428571428571429,0.4,0.1446280991735537,0.22857142857142856,0.27586206896551724,0.25,0.2066115702479339,0.2,0.20408163265306123,0.3,0.18181818181818182,0.3409090909090909,0.3409090909090909,0.9333333333333333,0.26666666666666666,0.375,,0.25675675675675674,0.631578947368421,0.1891891891891892,0.2857142857142857,0.6487603305785123,0.3409090909090909,0.5021272727272728,0.4974192307692308,0.49196216216216226,0.15357142857142858,0.21287128712871287,0.12424242424242424,0.3333333333333333,7.5475609756097555,24.464102564102568,0.2834688346883469,,4.0,,,1.0,1.0,5.0,,1.0,0.02,14.0,34.0,8.0,4.0,14.0,3.0,7.0,8.0,15.0,3.0,17.0,0.5333333333333333,0.14049586776859505,0.4117647058823529,0.4117647058823529,1.0,0.26666666666666666,0.23333333333333334,0.42857142857142855,1.0,0.1891891891891892,0.2857142857142857,,5.0,,,,0.625,1.0,,True,,,,
98,1610612758,Nick Anderson,Nick Anderson,98,SAC,5948.0,99,4,183,185,27,18,22,368,1.0,2.0,,,,,,2,1.0,9,5.0,20.0,,3.0,2.0,13,5.0,21.0,,19.0,170,1.0,2.0,,5.0,,1,,3.0,,,2.0,2.0,15.0,,20.0,5.0,2.0,8.0,,8.0,,,6.0,1.0,1.0,16.0,,1.0,1.0,13,,14,2.0,16,,4.0,4.0,,3,,3.0,,,,3,1.0,1,3,8,,,,,,,3.0,2.0,1.0,3.0,1.0,,,,27,2.0,0.5,0.5,1.0,0.23809523809523808,,0.23809523809523808,0.15384615384615385,0.5,,0.27941176470588236,0.625,,0.27941176470588236,0.625,,0.6176470588235294,0.15384615384615385,0.5,0.5,17.452830188679243,1.0,,0.1566265060240964,0.012658227848101266,0.07142857142857142,,0.14432989690721648,0.009615384615384616,0.03571428571428571,,,,,,0.22580645161290322,0.16216216216216217,,0.25,,0.3333333333333333,0.058823529411764705,0.5,1.0,,0.058823529411764705,,,,0.2647058823529412,0.1111111111111111,0.1111111111111111,1.0,0.5882352941176471,0.25,0.25,1.0,,,,,,0.75,,0.6764705882352942,0.25,0.49476911764705883,0.4739,0.424475,,,0.2631578947368421,,14.661538461538461,25.385714285714286,0.14754098360655737,1.0,,0.125,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,0.5,0.029411764705882353,,,,0.25,0.25,1.0,1.0,,,,,,,,,,,True,,,,
