EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,SecondChanceFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,3SecondViolations,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,on,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips
147,1610612754,Jalen Rose,Jalen Rose,147,IND,41806.0,697,-40.0,1284,1287,412.0,388,142,2571,33.0,43.0,1.0,8.0,14.0,49.0,106.0,38.0,110.0,6.0,18.0,2.0,3.0,5.0,7.0,27.0,6.0,2.0,15.0,120.0,259.0,13.0,45.0,81.0,360.0,1363,6.0,18.0,8.0,4.0,16.0,33.0,76.0,5.0,20.0,56.0,137.0,110.0,130.0,30.0,9.0,4.0,27.0,7.0,14.0,2.0,76.0,27.0,103.0,20.0,7.0,30.0,10.0,36.0,233.0,3.0,5.0,1.0,20.0,41.0,1.0,62.0,9.0,71.0,2.0,11.0,7.0,4.0,26.0,7.0,17.0,16.0,9.0,1.0,42.0,11.0,11.0,47.0,2.0,8.0,98.0,6.0,1.0,33.0,1.0,17.0,11.0,5.0,3.0,3.0,11.0,4.0,137.0,412.0,7.0,0.4583333333333333,0.4661016949152542,0.7692307692307693,0.28888888888888886,0.25,0.28888888888888886,0.46332046332046334,0.3333333333333333,0.4342105263157895,0.4588815789473684,0.23076923076923078,0.421875,0.5143266475644699,0.2857142857142857,0.5436507936507936,0.14802631578947367,0.044444444444444446,0.05405405405405406,0.09302325581395349,0.09433962264150944,0.07407407407407407,26.872852233676976,0.6190476190476191,0.03571428571428571,0.022222222222222223,0.0803921568627451,0.010752688172043012,0.13793103448275862,0.024,0.09312977099236641,0.013559322033898305,0.017241379310344827,0.009615384615384616,0.03571428571428571,0.09090909090909091,0.07514450867052024,0.07731958762886598,0.1574074074074074,0.08108108108108109,0.013157894736842105,0.36363636363636365,0.14144736842105263,0.7674418604651163,0.8461538461538461,0.5757575757575758,0.34868421052631576,0.46226415094339623,0.5104166666666666,0.24489795918367346,0.3618421052631579,0.34545454545454546,0.34545454545454546,0.631578947368421,0.05921052631578947,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.08881578947368421,0.25925925925925924,0.28,0.7142857142857143,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.14583333333333334,0.5714285714285714,0.052083333333333336,0.6,0.15625,0.13333333333333333,0.2894736842105263,0.25925925925925924,0.4244735973597359,0.4172208333333333,0.40720263157894726,0.10240963855421686,0.11538461538461539,0.021739130434782608,0.044444444444444446,0.38055555555555554,11.614285714285712,24.844444444444438,0.32087227414330216,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,22648.0,377,-37.0,698,700,256.0,212,94,1398,21.0,51.0,10.0,7.0,16.0,10.0,30.0,9.0,24.0,7.0,23.0,3.0,2.0,7.0,13.0,33.0,4.0,4.0,8.0,40.0,105.0,20.0,56.0,41.0,181.0,758,8.0,15.0,7.0,1.0,23.0,14.0,34.0,6.0,15.0,17.0,63.0,38.0,42.0,57.0,3.0,10.0,33.0,13.0,21.0,,15.0,3.0,18.0,2.0,1.0,3.0,4.0,8.0,39.0,5.0,19.0,,5.0,41.0,6.0,52.0,24.0,76.0,3.0,6.0,4.0,2.0,10.0,3.0,7.0,12.0,3.0,4.0,22.0,8.0,15.0,32.0,3.0,5.0,48.0,2.0,,19.0,,6.0,11.0,4.0,1.0,6.0,11.0,6.0,63.0,256.0,2.0,0.475,0.5428571428571428,0.95,0.35714285714285715,0.4,0.35714285714285715,0.38095238095238093,0.5333333333333333,0.4117647058823529,0.43478260869565216,0.5,0.46938775510204084,0.49184782608695654,0.5,0.525,0.34782608695652173,,0.2,0.29411764705882354,0.13333333333333333,,25.307125307125304,0.45454545454545453,0.23076923076923078,,0.17154811715481172,0.07569721115537849,0.07462686567164178,0.05263157894736842,0.1503267973856209,0.06936416184971098,0.043010752688172046,0.11494252873563218,0.034482758620689655,0.10416666666666667,0.2261904761904762,0.1588785046728972,0.058823529411764705,0.125,0.0375,0.5454545454545454,0.3167701863354037,0.4117647058823529,0.5833333333333334,0.47619047619047616,0.18633540372670807,0.3333333333333333,0.38461538461538464,0.2,0.14906832298136646,0.375,0.4090909090909091,0.7777777777777778,0.14285714285714285,0.30434782608695654,0.30434782608695654,1.0,0.20496894409937888,0.3939393939393939,0.3939393939393939,0.9230769230769231,0.45454545454545453,0.13636363636363635,0.18181818181818182,0.32653061224489793,0.4375,0.14285714285714285,0.2857142857142857,0.16326530612244897,0.5,0.6645962732919255,0.3939393939393939,0.4745757763975157,0.5149972222222222,0.4567030612244899,0.10674157303370786,0.1557377049180328,,0.1270718232044199,0.34806629834254144,7.263809523809522,24.771428571428572,0.3667621776504298,6.0,2.0,2.0,1.0,0.2857142857142857,0.08333333333333333,0.07042253521126761,0.08108108108108109,0.6,0.16666666666666666,0.5,1.0,,,,,,,,True,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,12938.0,216,-53.0,394,412,130.0,119,45,806,13.0,23.0,3.0,3.0,4.0,6.0,14.0,8.0,22.0,,,,,,,,,,,27.0,59.0,,,23.0,77.0,441,2.0,6.0,,4.0,8.0,6.0,11.0,,,11.0,23.0,36.0,18.0,,,2.0,,,6.0,,16.0,2.0,18.0,1.0,1.0,8.0,2.0,6.0,38.0,,12.0,,5.0,17.0,1.0,23.0,12.0,35.0,,8.0,4.0,4.0,12.0,,10.0,5.0,2.0,1.0,17.0,3.0,11.0,29.0,6.0,4.0,29.0,3.0,,13.0,,3.0,1.0,,1.0,,1.0,1.0,23.0,130.0,2.0,0.6666666666666666,0.6923076923076923,,,,,0.4576271186440678,0.3333333333333333,0.5454545454545454,0.4576271186440678,0.3333333333333333,0.5454545454545454,0.5347222222222222,0.4444444444444444,0.6388888888888888,,,0.1016949152542373,0.21739130434782608,,,19.955156950672645,0.7058823529411765,0.08333333333333333,,0.1118421052631579,0.08571428571428572,0.08771929824561403,,0.10526315789473684,0.07100591715976332,0.15384615384615385,0.046875,,0.09523809523809523,0.08,0.15,0.11904761904761904,,,1.0,0.3898305084745763,0.5652173913043478,0.7222222222222222,0.8461538461538461,0.23728813559322035,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3728813559322034,0.36363636363636365,0.38095238095238093,0.625,,,,,,,,,0.5,,,0.36363636363636365,0.75,,,,,0.3898305084745763,,0.4473915254237288,0.4252666666666666,0.44477272727272726,0.18840579710144928,0.18840579710144928,,0.1038961038961039,0.2987012987012987,9.257627118644068,,0.3299492385786802,1.0,,,4.0,,0.045454545454545456,0.08108108108108109,,0.3333333333333333,,,,,,,,,,,True,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,11826.0,197,-1.0,351,376,129.0,163,41,727,14.0,25.0,10.0,4.0,7.0,1.0,5.0,3.0,11.0,,,,,,1.0,3.0,,1.0,3.0,18.0,41.0,1.0,3.0,8.0,47.0,392,6.0,11.0,,,12.0,6.0,14.0,1.0,3.0,5.0,20.0,26.0,10.0,3.0,,10.0,2.0,1.0,2.0,,4.0,,4.0,,,2.0,,2.0,8.0,6.0,15.0,,8.0,26.0,3.0,37.0,21.0,58.0,2.0,6.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,,9.0,2.0,9.0,22.0,2.0,3.0,16.0,,,5.0,,3.0,3.0,3.0,,,3.0,1.0,20.0,129.0,4.0,0.7222222222222222,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.43902439024390244,0.5454545454545454,0.42857142857142855,0.4431818181818182,0.5454545454545454,0.4411764705882353,0.4519230769230769,0.5454545454545454,0.43478260869565216,0.06818181818181818,,0.04878048780487805,0.08,,,15.024630541871923,0.4444444444444444,0.23076923076923078,,0.20155038759689922,0.12,0.1702127659574468,0.20689655172413793,0.19318181818181818,0.13636363636363635,0.12244897959183673,0.08,0.125,0.2692307692307692,0.25,0.14285714285714285,0.13513513513513514,0.3,0.09090909090909091,0.3333333333333333,0.5681818181818182,0.56,0.6086956521739131,0.6428571428571429,0.11363636363636363,0.2,0.2,1.0,0.25,0.2727272727272727,0.2727272727272727,1.0,,,,,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.9090909090909091,,,0.4117647058823529,0.5714285714285714,,,0.17647058823529413,0.3333333333333333,0.6363636363636364,0.5,0.4566046511627907,0.5405714285714286,0.4651125,0.10204081632653061,0.10869565217391304,,0.2553191489361702,0.425531914893617,7.068292682926828,31.266666666666666,0.36752136752136755,5.0,,,1.0,,,0.19230769230769232,0.3076923076923077,0.5,,,,1.0,,,,,,,True,,,,,,,
365,1610612754,Derrick McKey,Derrick McKey,365,IND,59125.0,985,-58.0,1827,1846,616.0,592,214,3673,32.0,47.0,19.0,12.0,20.0,8.0,23.0,16.0,46.0,2.0,8.0,,,1.0,2.0,12.0,1.0,1.0,6.0,56.0,116.0,4.0,20.0,21.0,145.0,1902,15.0,28.0,1.0,6.0,36.0,16.0,36.0,1.0,7.0,10.0,45.0,76.0,36.0,12.0,,18.0,12.0,2.0,4.0,1.0,54.0,20.0,74.0,12.0,8.0,28.0,10.0,16.0,168.0,6.0,43.0,,22.0,95.0,10.0,127.0,49.0,176.0,2.0,48.0,12.0,36.0,28.0,9.0,21.0,19.0,7.0,,47.0,16.0,54.0,136.0,4.0,5.0,27.0,1.0,,7.0,,7.0,13.0,4.0,1.0,8.0,13.0,6.0,45.0,616.0,26.0,0.6785714285714286,0.8085106382978723,1.0,0.2,0.14285714285714285,0.2,0.4827586206896552,0.5357142857142857,0.4444444444444444,0.45588235294117646,0.5172413793103449,0.4069767441860465,0.4865771812080537,0.5454545454545454,0.45918367346938777,0.14705882352941177,0.05,0.034482758620689655,0.06382978723404255,0.043478260869565216,0.08333333333333333,9.409505520883343,0.5957446808510638,0.18867924528301888,,0.13361462728551335,0.06360946745562131,0.1073170731707317,0.03333333333333333,0.1277292576419214,0.05724299065420561,0.061224489795918366,0.05574912891986063,0.04201680672268908,0.07692307692307693,0.12345679012345678,0.17832167832167833,0.07894736842105263,0.18867924528301888,0.028169014084507043,0.46153846153846156,0.34558823529411764,0.6808510638297872,0.7272727272727273,0.59375,0.16911764705882354,0.34782608695652173,0.36363636363636365,0.625,0.3382352941176471,0.34782608695652173,0.34782608695652173,0.875,0.058823529411764705,0.25,0.25,1.0,0.08823529411764706,0.16666666666666666,0.18181818181818182,1.0,0.6551724137931034,,0.034482758620689655,0.46511627906976744,0.6,0.023255813953488372,,0.13953488372093023,0.16666666666666666,0.49264705882352944,0.16666666666666666,0.451829411764706,0.48188703703703717,0.4631534883720931,0.04929577464788732,0.05737704918032787,,0.2482758620689655,0.3103448275862069,9.202586206896552,24.660000000000004,0.3371647509578544,13.0,,,9.0,,,0.08333333333333333,0.01639344262295082,0.6842105263157895,0.07692307692307693,,,,1.0,,,,,,True,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,45911.0,765,-44.0,1427,1446,494.0,478,158,2873,23.0,32.0,6.0,7.0,10.0,11.0,37.0,44.0,103.0,13.0,34.0,4.0,6.0,12.0,35.0,88.0,8.0,14.0,36.0,78.0,172.0,48.0,122.0,92.0,392.0,1488,7.0,20.0,12.0,1.0,18.0,19.0,43.0,20.0,48.0,63.0,161.0,106.0,50.0,126.0,18.0,6.0,87.0,35.0,9.0,,53.0,11.0,64.0,10.0,1.0,25.0,12.0,16.0,139.0,1.0,11.0,,18.0,42.0,,60.0,12.0,72.0,5.0,17.0,9.0,8.0,17.0,5.0,13.0,22.0,4.0,2.0,39.0,15.0,9.0,48.0,3.0,11.0,100.0,2.0,11.0,20.0,,26.0,3.0,,1.0,2.0,3.0,2.0,161.0,494.0,10.0,0.6794871794871795,0.7066666666666667,0.875,0.39344262295081966,0.4166666666666667,0.39669421487603307,0.45348837209302323,0.35,0.4418604651162791,0.5102040816326531,0.265625,0.5384615384615384,0.5650887573964497,0.265625,0.6382113821138211,0.41496598639455784,,0.05232558139534884,0.0625,0.13513513513513514,,23.195558297347315,0.4358974358974359,,,0.07540394973070018,0.021032504780114723,0.11320754716981132,0.006622516556291391,0.08379888268156424,0.017804154302670624,0.010526315789473684,0.017699115044247787,0.009708737864077669,0.07096774193548387,0.047872340425531915,0.102803738317757,0.11666666666666667,0.10256410256410256,0.032467532467532464,0.6666666666666666,0.10884353741496598,0.71875,0.7666666666666667,0.7391304347826086,0.12585034013605442,0.2972972972972973,0.34375,0.2727272727272727,0.35034013605442177,0.42718446601941745,0.43564356435643564,0.75,0.11564625850340136,0.38235294117647056,0.38235294117647056,0.9230769230769231,0.29931972789115646,0.3977272727272727,0.3977272727272727,0.8571428571428571,0.1875,0.125,0.25,0.10989010989010989,0.7,0.13186813186813187,0.5,0.3956043956043956,0.3888888888888889,0.5238095238095238,0.40229885057471265,0.46966075085324244,0.47508043478260875,0.46511888888888897,0.0641025641025641,0.10526315789473684,,0.04591836734693878,0.4107142857142857,13.468023255813954,25.11557377049181,0.3461807988787666,3.0,1.0,1.0,2.0,0.08333333333333333,0.019417475728155338,0.04672897196261682,,0.5,,0.125,,1.0,,2.0,,,,,True,,,,,,,
64,1610612754,Sam Perkins,Sam Perkins,64,IND,15081.0,251,-1.0,463,462,114.0,90,49,925,1.0,2.0,,,,3.0,17.0,9.0,18.0,5.0,7.0,2.0,1.0,1.0,8.0,20.0,2.0,1.0,6.0,13.0,37.0,13.0,27.0,11.0,76.0,457,1.0,2.0,4.0,2.0,10.0,1.0,6.0,2.0,7.0,4.0,12.0,18.0,8.0,36.0,3.0,,20.0,8.0,4.0,,5.0,1.0,6.0,,1.0,3.0,,2.0,13.0,,2.0,1.0,6.0,25.0,3.0,34.0,3.0,37.0,,7.0,2.0,5.0,4.0,1.0,4.0,2.0,,,6.0,,10.0,17.0,1.0,,13.0,1.0,,5.0,,2.0,3.0,3.0,,,3.0,3.0,12.0,114.0,2.0,0.6923076923076923,0.6923076923076923,0.9230769230769231,0.48148148148148145,0.2857142857142857,0.48148148148148145,0.35135135135135137,0.5,0.16666666666666666,0.5078125,0.6666666666666666,0.3076923076923077,0.5428571428571428,0.7142857142857143,0.4,0.421875,,0.10810810810810811,,0.17647058823529413,,14.587332053742802,0.6666666666666666,0.3,0.1111111111111111,0.12254901960784313,0.011235955056179775,0.14634146341463414,,0.12653061224489795,0.008928571428571428,,0.02857142857142857,,0.125,0.14473684210526316,0.1,0.2,,,1.0,0.03125,0.5,0.5,1.0,0.265625,0.17647058823529413,0.21428571428571427,0.6666666666666666,0.28125,0.5,0.5294117647058824,0.6666666666666666,0.109375,0.7142857142857143,0.7142857142857143,1.0,0.3125,0.4,0.4,0.875,,0.3333333333333333,0.3333333333333333,,,0.07692307692307693,1.0,0.46153846153846156,0.16666666666666666,0.453125,0.4,0.4635671875,0.5223666666666666,0.4596769230769231,0.07352941176470588,0.12195121951219512,,0.13157894736842105,0.15789473684210525,12.732432432432432,24.81111111111111,0.24622030237580994,,1.0,2.0,1.0,0.5,0.05555555555555555,,,,,0.5,1.0,,,,1.0,0.5,1.0,,True,,,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,29262.0,488,-28.0,919,919,342.0,353,119,1838,27.0,41.0,3.0,12.0,18.0,9.0,37.0,21.0,71.0,,1.0,,,1.0,12.0,18.0,2.0,5.0,8.0,57.0,149.0,12.0,19.0,40.0,190.0,962,6.0,9.0,2.0,,18.0,19.0,52.0,5.0,9.0,27.0,80.0,28.0,86.0,24.0,12.0,2.0,18.0,12.0,9.0,,52.0,27.0,79.0,16.0,11.0,20.0,7.0,25.0,185.0,3.0,9.0,,9.0,31.0,2.0,42.0,12.0,54.0,3.0,22.0,10.0,12.0,18.0,1.0,12.0,14.0,6.0,1.0,32.0,10.0,20.0,55.0,2.0,10.0,45.0,3.0,,16.0,,8.0,1.0,,1.0,,1.0,,80.0,342.0,10.0,0.24561403508771928,0.25,0.6666666666666666,0.631578947368421,0.5555555555555556,0.631578947368421,0.3825503355704698,0.6666666666666666,0.36538461538461536,0.44642857142857145,0.8181818181818182,0.4344262295081967,0.5026455026455027,0.8181818181818182,0.5333333333333333,0.1130952380952381,,0.06040268456375839,0.024390243902439025,0.1891891891891892,,20.888468809073725,0.5625,0.06451612903225806,,0.09480122324159021,0.025139664804469275,0.09278350515463918,0.03296703296703297,0.09433962264150944,0.026726057906458798,0.03278688524590164,0.013333333333333334,0.05454545454545454,0.04054054054054054,0.15315315315315314,0.07746478873239436,0.08450704225352113,0.11538461538461539,0.033707865168539325,,0.24404761904761904,0.6585365853658537,0.675,0.14814814814814814,0.22023809523809523,0.24324324324324326,0.3,0.2222222222222222,0.4226190476190476,0.29577464788732394,0.3,0.38095238095238093,0.005952380952380952,,,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.18181818181818182,0.29508196721311475,0.6666666666666666,0.01639344262295082,,0.13114754098360656,0.625,0.35714285714285715,0.6666666666666666,0.4466419642857142,0.43927000000000005,0.4390229508196722,0.08839779005524862,0.09876543209876543,,0.09473684210526316,0.42105263157894735,11.332214765100673,25.089473684210525,0.3721436343852013,3.0,2.0,2.0,4.0,1.0,0.014084507042253521,0.03488372093023256,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,True,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,36680.0,611,-56.0,1116,1129,343.0,311,133,2245,53.0,87.0,23.0,17.0,22.0,22.0,83.0,15.0,31.0,,,,,,,1.0,1.0,,1.0,90.0,201.0,,1.0,68.0,248.0,1132,18.0,36.0,1.0,21.0,57.0,22.0,51.0,,1.0,20.0,64.0,118.0,62.0,,,22.0,1.0,,24.0,,17.0,5.0,22.0,4.0,1.0,9.0,2.0,6.0,49.0,11.0,47.0,1.0,25.0,93.0,9.0,127.0,59.0,186.0,7.0,14.0,7.0,7.0,13.0,,6.0,22.0,7.0,5.0,35.0,6.0,32.0,58.0,5.0,8.0,113.0,13.0,,53.0,,10.0,51.0,32.0,1.0,18.0,51.0,26.0,64.0,343.0,4.0,0.6555555555555556,0.7468354430379747,,,,,0.44776119402985076,0.5,0.43137254901960786,0.44554455445544555,0.4864864864864865,0.4230769230769231,0.49206349206349204,0.5181818181818182,0.45714285714285713,0.0049504950495049506,,0.11940298507462686,0.12643678160919541,0.1566265060240964,,22.50980392156863,0.37142857142857144,0.3333333333333333,0.020833333333333332,0.1987179487179487,0.11007025761124122,0.1865671641791045,0.10091743119266056,0.19601328903654486,0.10820895522388059,0.1111111111111111,0.09523809523809523,0.09876543209876543,0.18382352941176472,0.19753086419753085,0.21176470588235294,0.22448979591836735,0.08333333333333333,0.08139534883720931,0.5098039215686274,0.4306930693069307,0.6091954022988506,0.6973684210526315,0.660377358490566,0.41089108910891087,0.26506024096385544,0.3142857142857143,0.5909090909090909,0.15346534653465346,0.4838709677419355,0.4838709677419355,0.7333333333333333,,,,,0.0049504950495049506,,,,0.6216216216216216,,0.02702702702702703,0.4230769230769231,0.7727272727272727,,,0.019230769230769232,,0.43564356435643564,,0.457545792079208,0.4842258064516129,0.4402028846153846,0.2190082644628099,0.21991701244813278,,0.22983870967741934,0.25806451612903225,6.562189054726368,26.4,0.30734767025089604,13.0,,,4.0,,,0.14473684210526316,0.10714285714285714,0.5652173913043478,0.15384615384615385,,,,4.0,2.0,,,,3.0,True,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,5923.0,99,10.0,197,194,87.0,85,23,391,3.0,7.0,2.0,2.0,3.0,2.0,6.0,6.0,12.0,,2.0,,,1.0,1.0,3.0,,1.0,1.0,11.0,25.0,1.0,5.0,12.0,37.0,173,2.0,3.0,,1.0,5.0,7.0,13.0,1.0,2.0,5.0,22.0,16.0,6.0,3.0,,2.0,3.0,1.0,,,5.0,,5.0,,,3.0,,2.0,10.0,,1.0,,3.0,8.0,2.0,13.0,1.0,14.0,,2.0,1.0,1.0,4.0,,2.0,3.0,2.0,,7.0,1.0,8.0,14.0,1.0,3.0,19.0,1.0,,8.0,,2.0,5.0,2.0,,3.0,5.0,2.0,22.0,87.0,1.0,0.7272727272727273,0.8,1.0,0.2,0.5,0.2,0.44,0.6666666666666666,0.5384615384615384,0.4166666666666667,0.6666666666666666,0.5666666666666667,0.47435897435897434,0.5,0.6111111111111112,0.16666666666666666,,,,,,20.909090909090907,0.5714285714285714,0.5,,0.10666666666666667,0.014084507042253521,0.15,,0.11578947368421053,0.011904761904761904,,,,0.07142857142857142,0.1,0.12903225806451613,0.2,,,0.4,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.5,0.6666666666666666,0.06666666666666667,,,,0.1,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,0.2,0.6666666666666666,0.06666666666666667,,0.06666666666666667,1.0,0.4,0.3333333333333333,0.45844999999999997,0.5183666666666666,0.4516,0.21621621621621623,0.25,,0.13513513513513514,0.5945945945945946,11.524,25.28,0.4416243654822335,2.0,,,,,,0.0625,,1.0,0.5,,,,,,,,,,True,,,,,,,
