EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,ShortMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Fg3aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,on,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
2063,1610612741,Jake Voskuhl,Jake Voskuhl,2063,CHI,1489.0,25,-16,46,48,22,25,94,48,2.0,2,1.0,4,22,0.4782608695652174,7.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,1.0,,1.0,1.0,1.0,,4.0,6.0,2.0,8.0,,,,1.0,,1.0,,2.0,2.0,3.0,5.0,1.0,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,0.5,1.0,7.547169811320754,0.5,0.2222222222222222,0.09090909090909091,,0.14285714285714285,0.18181818181818182,0.1111111111111111,0.5,,,0.14285714285714285,,0.5,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,0.41369999999999996,,,,,,,6.1,,1.0,1.0,,,,2.0,1.0,,,,,,,0.6666666666666666,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2053,1610612741,Dalibor Bagaric,Dalibor Bagaric,2053,CHI,1187.0,20,3,39,39,17,24,78,32,,1,,3,17,0.4358974358974359,6.0,,5.0,,2.0,,2.0,,,,,,,,2.0,8.0,,,,4.0,,2.0,,,,1.0,3.0,,,2.0,2.0,2.0,,,,3.0,,,,3.0,,3.0,3.0,4.0,7.0,1.0,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,,2.0,,0.5,0.5,,,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,0.375,0.6,19.565217391304348,1.0,0.2,0.1875,,,0.16666666666666666,0.14285714285714285,0.25,,0.25,,,0.2,0.25,,,0.3333333333333333,0.625,,,,,,,,,,,,,1.0,,,0.6666666666666666,,,0.625,0.47082500000000005,0.5343,0.4701,,,,0.5,3.725,,2.0,3.0,1.0,1.0,,,,,,,1.0,,,,0.5,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,True,,,,,,,,,,,,,,,
1434,1610612741,Dragan Tarlac,Dragan Tarlac,1434,CHI,35941.0,599,-197,1119,1125,293,378,2244,1228,28.0,31,18.0,65,293,0.26184092940125114,134.0,12.0,25.0,5.0,13.0,4.0,5.0,6.0,21.0,,,,,,39.0,99.0,,,25.0,103.0,7.0,19.0,,11.0,25.0,13.0,24.0,,17.0,43.0,62.0,16.0,,6.0,,7.0,5.0,5.0,4.0,31.0,18.0,60.0,85.0,37.0,122.0,1.0,7.0,4.0,20.0,16.0,18.0,4.0,38.0,14.0,48.0,95.0,4.0,33.0,1.0,11.0,19.0,12.0,19.0,3.0,43.0,8.0,0.7948717948717948,0.8611111111111112,,,,0.3939393939393939,0.3684210526315789,0.5416666666666666,0.3939393939393939,0.3684210526315789,0.5416666666666666,0.44782608695652176,0.5,0.6323529411764706,,0.0707070707070707,0.12,12.018853102906519,0.5263157894736842,0.1507537688442211,0.06540084388185655,0.21428571428571427,0.057971014492753624,0.16182572614107885,0.06445672191528545,0.07017543859649122,0.043478260869565216,0.08040201005025126,0.05454545454545454,0.13392857142857142,0.1981981981981982,0.13142857142857142,0.16666666666666666,0.3888888888888889,0.018867924528301886,0.25252525252525254,0.48,0.5454545454545454,0.6666666666666666,0.21212121212121213,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.6842105263157895,0.38461538461538464,,0.20833333333333334,0.8,,0.25252525252525254,0.4276525252525253,0.48526470588235293,0.4072416666666667,0.10091743119266056,0.10091743119266056,0.24271844660194175,0.4174757281553398,8.140404040404043,,21.0,53.0,3.0,2.0,1.0,7.0,4.0,7.0,6.0,7.0,9.0,4.0,0.07547169811320754,0.1346153846153846,0.47368421052631576,0.5353535353535354,0.39622641509433965,0.42857142857142855,0.8095238095238095,,,,,,,,,0.4,,,,,3.0,4.0,,,,10.0,,,,,,,,,,,,2.0,,0.07407407407407407,False,1.0,1.0,0.07142857142857142,,,,,,,,,,,,
1500,1610612741,Ron Mercer,Ron Mercer,1500,CHI,151955.0,2533,-501,4702,4699,1351,1529,9401,5089,153.0,200,61.0,447,1351,0.2873245427477669,599.0,152.0,244.0,15.0,31.0,43.0,65.0,276.0,664.0,2.0,8.0,38.0,4.0,23.0,486.0,1075.0,14.0,46.0,188.0,1202.0,50.0,121.0,8.0,26.0,132.0,124.0,293.0,28.0,71.0,337.0,652.0,320.0,42.0,14.0,35.0,47.0,42.0,50.0,13.0,54.0,30.0,129.0,164.0,72.0,236.0,25.0,78.0,57.0,72.0,44.0,57.0,15.0,129.0,40.0,69.0,148.0,14.0,228.0,20.0,94.0,26.0,14.0,27.0,2.0,337.0,28.0,0.6707818930041153,0.6805845511482255,1.0,0.30434782608695654,0.32558139534883723,0.45209302325581396,0.4132231404958678,0.4232081911262799,0.45227475468331846,0.4108527131782946,0.4143302180685358,0.489344262295082,0.45774647887323944,0.46518105849582175,0.04103479036574487,0.04372093023255814,0.0778688524590164,24.903082887206942,0.5581395348837209,0.07448036951501155,0.027607361963190184,0.08356545961002786,0.03880597014925373,0.07604017216642754,0.029244871235268442,0.0395010395010395,0.028716216216216218,0.020385050962627407,0.03793103448275862,0.04725897920604915,0.05731225296442688,0.10760401721664276,0.09187279151943463,0.05263157894736842,0.044326241134751775,0.21766280107047278,0.6229508196721312,0.6755555555555556,0.6907894736842105,0.592328278322926,0.41566265060240964,0.4194528875379939,0.6811594202898551,0.007136485280999108,0.25,0.25,1.0,0.03389830508474576,0.24031007751937986,0.4838709677419355,0.031007751937984496,0.20249221183800623,0.6615384615384615,0.07165109034267912,0.2586975914362177,0.4458280662488811,0.4355146551724137,0.4309905660377358,0.07866108786610879,0.08181026979982593,0.10981697171381032,0.28036605657237934,12.702511627906969,27.197826086956525,58.0,167.0,47.0,39.0,8.0,5.0,28.0,4.0,25.0,7.0,17.0,1.0,0.1317365269461078,0.028089887640449437,0.6296296296296297,0.14897413024085637,0.3473053892215569,0.4,0.5689655172413793,12.0,5.0,6.0,12.0,0.21428571428571427,0.3157894736842105,0.3157894736842105,1.0,0.4666666666666667,0.21739130434782608,0.34285714285714286,3.0,,21.0,10.0,,0.009036144578313253,,4.0,1.0,5.0,,2.0,,5.0,0.25,,,0.01557632398753894,0.2,5.0,9.0,0.031446540880503145,False,11.0,,0.044444444444444446,2.0,4.0,1.0,1.0,0.031007751937984496,0.5,1.0,,,,,
1724,1610612741,Bryce Drew,Bryce Drew,1724,CHI,78208.0,1303,-161,2455,2443,669,710,4898,2588,153.0,185,60.0,402,669,0.2725050916496945,304.0,26.0,51.0,3.0,5.0,6.0,11.0,40.0,118.0,5.0,12.0,93.0,15.0,24.0,84.0,222.0,40.0,105.0,14.0,302.0,7.0,19.0,17.0,,38.0,22.0,59.0,25.0,14.0,91.0,96.0,72.0,93.0,4.0,93.0,7.0,36.0,57.0,5.0,6.0,14.0,41.0,57.0,12.0,69.0,5.0,32.0,18.0,47.0,40.0,21.0,2.0,68.0,17.0,37.0,99.0,3.0,19.0,1.0,2.0,3.0,1.0,3.0,,91.0,12.0,0.5714285714285714,0.5853658536585366,0.775,0.38095238095238093,0.38095238095238093,0.3783783783783784,0.3684210526315789,0.3728813559322034,0.44036697247706424,0.5277777777777778,0.4583333333333333,0.4494047619047619,0.5277777777777778,0.489247311827957,0.3211009174311927,0.03153153153153153,0.11764705882352941,14.366998577524893,0.6911764705882353,0.04385026737967915,0.006066734074823054,0.07106598984771574,0.02702702702702703,0.04858657243816254,0.009369676320272573,0.012048192771084338,,0.006993006993006993,0.024844720496894408,0.028070175438596492,0.0636042402826855,0.04087193460490463,0.06172839506172839,0.11428571428571428,0.026737967914438502,0.1559633027522936,0.5098039215686274,0.5777777777777777,0.5769230769230769,0.36085626911314983,0.3389830508474576,0.3418803418803419,0.675,0.03669724770642202,0.4166666666666667,0.4166666666666667,1.0,0.28440366972477066,0.1388888888888889,0.6,0.4166666666666667,0.13095238095238096,0.5454545454545454,0.2857142857142857,0.47706422018348627,0.46812630769230773,0.481655,0.43052650602409637,0.006097560975609756,0.008968609865470852,0.12582781456953643,0.30132450331125826,12.518018018018015,25.61809523809524,18.0,53.0,32.0,26.0,6.0,2.0,7.0,4.0,8.0,2.0,3.0,,,0.025974025974025976,1.0,0.1620795107033639,0.33962264150943394,0.33962264150943394,0.3333333333333333,35.0,10.0,11.0,35.0,0.44,0.3763440860215054,0.3763440860215054,0.7428571428571429,0.6666666666666666,0.4166666666666667,0.3763440860215054,,,14.0,5.0,,0.00847457627118644,,1.0,1.0,1.0,8.0,8.0,27.0,,0.47058823529411764,0.5333333333333333,1.0,0.011904761904761904,1.0,1.0,,0.012345679012345678,False,1.0,1.0,0.041666666666666664,,2.0,,,0.05555555555555555,,,,,,,
1736,1610612741,Corey Benjamin,Corey Benjamin,1736,CHI,49743.0,829,-202,1554,1559,481,584,3113,1656,55.0,68,24.0,149,481,0.30952380952380953,202.0,47.0,83.0,14.0,24.0,12.0,19.0,29.0,87.0,2.0,13.0,65.0,5.0,20.0,88.0,212.0,20.0,78.0,55.0,291.0,14.0,36.0,6.0,3.0,43.0,24.0,47.0,21.0,10.0,64.0,98.0,78.0,54.0,14.0,62.0,18.0,14.0,17.0,4.0,33.0,16.0,38.0,60.0,38.0,98.0,10.0,28.0,19.0,22.0,17.0,40.0,7.0,62.0,17.0,52.0,124.0,12.0,82.0,6.0,37.0,15.0,11.0,15.0,1.0,64.0,21.0,0.5568181818181818,0.6049382716049383,0.9,0.2564102564102564,0.26666666666666666,0.41509433962264153,0.3888888888888889,0.5106382978723404,0.4068965517241379,0.47619047619047616,0.39705882352941174,0.4434250764525994,0.4777777777777778,0.42105263157894735,0.2689655172413793,0.08490566037735849,0.08433734939759036,21.6471897607123,0.3548387096774194,0.07011070110701106,0.05196850393700787,0.13114754098360656,0.030534351145038167,0.08132530120481928,0.048302872062663184,0.09883720930232558,0.046875,0.025830258302583026,0.02830188679245283,0.07643312101910828,0.04819277108433735,0.0821917808219178,0.14285714285714285,0.08333333333333333,0.06369426751592357,0.28620689655172415,0.5662650602409639,0.618421052631579,0.5106382978723404,0.3,0.3333333333333333,0.3411764705882353,0.6896551724137931,0.04482758620689655,0.15384615384615385,0.15384615384615385,1.0,0.22413793103448276,0.5714285714285714,0.5833333333333334,0.11904761904761904,0.27941176470588236,0.631578947368421,0.29411764705882354,0.5551724137931034,0.4845994773519165,0.49651500000000004,0.4721238461538461,0.11526479750778816,0.1522633744855967,0.14776632302405499,0.21993127147766323,9.278301886792455,25.817948717948713,12.0,42.0,13.0,11.0,2.0,6.0,5.0,4.0,6.0,3.0,7.0,,0.21428571428571427,0.06976744186046512,0.4666666666666667,0.14482758620689656,0.2857142857142857,0.36363636363636365,0.4166666666666667,18.0,2.0,2.0,18.0,0.09523809523809523,0.27692307692307694,0.27692307692307694,0.8888888888888888,0.42857142857142855,0.1,0.2903225806451613,3.0,,9.0,7.0,,0.022988505747126436,,4.0,,1.0,4.0,4.0,6.0,1.0,0.6666666666666666,0.8,1.0,0.014705882352941176,,1.0,2.0,0.015384615384615385,False,7.0,,0.04,,1.0,,,0.023809523809523808,,,2.0,,,,
1913,1610612741,Michael Ruffin,Michael Ruffin,1913,CHI,52755.0,879,-140,1600,1610,524,565,3210,1714,29.0,39,12.0,88,524,0.3275,222.0,35.0,73.0,12.0,29.0,10.0,17.0,1.0,4.0,,,,,,40.0,90.0,,,39.0,119.0,15.0,34.0,,7.0,37.0,10.0,19.0,,21.0,41.0,50.0,30.0,,24.0,,12.0,3.0,14.0,18.0,80.0,25.0,124.0,161.0,101.0,262.0,2.0,30.0,18.0,22.0,14.0,24.0,1.0,46.0,19.0,63.0,131.0,9.0,77.0,3.0,29.0,37.0,23.0,38.0,,41.0,15.0,0.625,0.8928571428571429,,,,0.4444444444444444,0.4411764705882353,0.5263157894736842,0.4444444444444444,0.4411764705882353,0.5263157894736842,0.468503937007874,0.45121951219512196,0.5540540540540541,,0.13333333333333333,0.1232876712328767,9.251336898395722,0.4782608695652174,0.20228384991843393,0.12066365007541478,0.18115942028985507,0.16981132075471697,0.19840213049267644,0.12743823146944083,0.15819209039548024,0.11764705882352941,0.09929078014184398,0.13402061855670103,0.16363636363636364,0.22580645161290322,0.2099236641221374,0.20175438596491227,0.08333333333333333,0.05263157894736842,0.8111111111111111,0.4794520547945205,0.546875,0.6285714285714286,0.044444444444444446,0.25,0.25,1.0,,,,,,0.8529411764705882,0.41379310344827586,,0.8947368421052632,0.5882352941176471,,0.8111111111111111,0.5288555555555555,0.5254,0.5287315789473684,0.25,0.25,0.31092436974789917,0.3445378151260504,1.9811111111111113,,4.0,13.0,10.0,9.0,1.0,12.0,8.0,5.0,11.0,13.0,22.0,1.0,0.23076923076923078,0.1875,0.5789473684210527,0.14444444444444443,0.3076923076923077,0.4,0.5,,,,,,,,,,,,,,12.0,6.0,,,,12.0,,,,,,1.0,,,,,,3.0,,0.04285714285714286,False,6.0,,0.5555555555555556,,,1.0,1.0,,,,,,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,83568.0,1393,-221,2567,2579,544,594,5146,2771,91.0,103,29.0,218,544,0.2119205298013245,343.0,107.0,198.0,32.0,57.0,22.0,38.0,32.0,79.0,,2.0,3.0,1.0,1.0,162.0,371.0,1.0,5.0,157.0,484.0,32.0,67.0,2.0,48.0,115.0,34.0,70.0,3.0,48.0,116.0,220.0,104.0,3.0,42.0,3.0,47.0,11.0,51.0,25.0,115.0,33.0,216.0,270.0,141.0,411.0,13.0,33.0,17.0,41.0,20.0,30.0,7.0,71.0,16.0,79.0,169.0,9.0,212.0,21.0,99.0,37.0,24.0,37.0,1.0,116.0,27.0,0.6790123456790124,0.7801418439716312,1.0,0.2,0.2,0.4366576819407008,0.47761194029850745,0.4857142857142857,0.4348404255319149,0.4855072463768116,0.4657534246575342,0.5127118644067796,0.5927835051546392,0.5686274509803921,0.013297872340425532,0.12668463611859837,0.11616161616161616,18.16353887399464,0.5774647887323944,0.21840242669362994,0.10579576816927323,0.16336633663366337,0.12376237623762376,0.20906801007556675,0.10861132660977502,0.12152777777777778,0.10457516339869281,0.0973630831643002,0.12209302325581395,0.21935483870967742,0.22535211267605634,0.21265822784810126,0.1728395061728395,0.125,0.07878787878787878,0.526595744680851,0.5404040404040404,0.6114285714285714,0.6355140186915887,0.21010638297872342,0.4050632911392405,0.41025641025641024,0.9375,0.005319148936170213,,,,0.007978723404255319,0.8260869565217391,0.5614035087719298,0.014492753623188406,0.5205479452054794,0.5789473684210527,0.0136986301369863,0.5398936170212766,0.480959175531915,0.5336766666666666,0.47465479452054804,0.21806167400881057,0.22048997772828507,0.23760330578512398,0.2396694214876033,5.808894878706201,25.04,23.0,94.0,12.0,11.0,1.0,21.0,21.0,13.0,18.0,12.0,21.0,4.0,0.24468085106382978,0.2692307692307692,0.5675675675675675,0.25,0.24468085106382978,0.323943661971831,0.5217391304347826,1.0,,,1.0,,0.3333333333333333,0.5,1.0,0.09375,,0.3333333333333333,,1.0,16.0,1.0,0.2,0.012658227848101266,0.3333333333333333,19.0,,2.0,1.0,1.0,,1.0,0.5,1.0,1.0,0.0273972602739726,,1.0,,0.012048192771084338,False,4.0,,0.13333333333333333,,1.0,,,0.014492753623188406,,,1.0,2.0,,,
1897,1610612741,Metta World Peace,Metta World Peace,1897,CHI,139910.0,2332,-358,4356,4364,1115,1173,8720,4661,199.0,226,82.0,479,1115,0.25596877869605145,528.0,144.0,268.0,21.0,37.0,33.0,53.0,95.0,262.0,12.0,26.0,121.0,11.0,42.0,279.0,657.0,43.0,147.0,209.0,896.0,32.0,68.0,17.0,12.0,85.0,50.0,129.0,47.0,97.0,248.0,322.0,236.0,114.0,20.0,119.0,66.0,43.0,74.0,8.0,48.0,36.0,167.0,233.0,58.0,291.0,13.0,151.0,85.0,72.0,35.0,85.0,18.0,157.0,31.0,94.0,250.0,27.0,279.0,20.0,108.0,41.0,24.0,44.0,5.0,248.0,41.0,0.5770609318996416,0.5985130111524164,0.8837209302325582,0.2925170068027211,0.296551724137931,0.4246575342465753,0.47058823529411764,0.3875968992248062,0.42723880597014924,0.4294117647058823,0.4289772727272727,0.48017148981779206,0.45698924731182794,0.5232067510548524,0.1828358208955224,0.1004566210045662,0.19029850746268656,21.874372867750353,0.4585987261146497,0.10489949748743718,0.027303754266211604,0.10557184750733138,0.025889967637540454,0.10501810657009829,0.027092404450895016,0.05668016194331984,0.007462686567164179,0.02197802197802198,0.03007518796992481,0.08097165991902834,0.10690423162583519,0.12172573189522343,0.09926470588235294,0.13043478260869565,0.03233830845771144,0.3333333333333333,0.5373134328358209,0.663594470046083,0.5486111111111112,0.32587064676616917,0.36259541984732824,0.36259541984732824,0.7368421052631579,0.03233830845771144,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.15049751243781095,0.43529411764705883,0.5675675675675675,0.12941176470588237,0.30113636363636365,0.6226415094339622,0.23863636363636365,0.5161691542288557,0.4782613466334171,0.5016666666666666,0.46663285714285735,0.1210762331838565,0.14496644295302014,0.09486607142857142,0.2767857142857143,9.189041095890412,25.54489795918367,40.0,127.0,27.0,24.0,3.0,30.0,37.0,7.0,41.0,16.0,16.0,3.0,0.11811023622047244,0.20270270270270271,0.36363636363636365,0.15796019900497513,0.31496062992125984,0.35714285714285715,0.3,31.0,14.0,17.0,31.0,0.3617021276595745,0.256198347107438,0.256198347107438,0.9032258064516129,0.23809523809523808,0.3333333333333333,0.2605042016806723,2.0,,66.0,10.0,,,,16.0,3.0,5.0,,3.0,15.0,1.0,0.17647058823529413,,,0.028409090909090908,0.6,2.0,,0.013422818791946308,False,9.0,,,3.0,6.0,3.0,2.0,0.07058823529411765,0.5,0.3333333333333333,,1.0,1.0,,
1882,1610612741,Elton Brand,Elton Brand,1882,CHI,169267.0,2821,-450,5287,5270,1486,1620,10557,5664,170.0,230,65.0,520,1486,0.28106676754303006,658.0,236.0,387.0,79.0,128.0,57.0,105.0,72.0,213.0,,2.0,1.0,,1.0,561.0,1171.0,,3.0,327.0,1449.0,100.0,191.0,,70.0,270.0,128.0,288.0,2.0,150.0,406.0,752.0,370.0,,130.0,1.0,91.0,19.0,86.0,37.0,231.0,66.0,326.0,447.0,276.0,723.0,28.0,69.0,42.0,104.0,47.0,108.0,25.0,212.0,54.0,98.0,238.0,34.0,464.0,47.0,198.0,114.0,61.0,114.0,9.0,406.0,34.0,0.6702317290552585,0.7580645161290323,,,,0.47907771135781385,0.5235602094240838,0.4444444444444444,0.4778534923339012,0.5235602094240838,0.4413793103448276,0.5234826589595376,0.569620253164557,0.5165394402035624,0.002555366269165247,0.07771135781383433,0.11627906976744186,26.346217376940867,0.49056603773584906,0.16804123711340208,0.10824742268041238,0.15903614457831325,0.09203980099502487,0.16645435244161358,0.1056782334384858,0.14154411764705882,0.10194902548725637,0.09317443120260022,0.09798270893371758,0.1478102189781022,0.18974358974358974,0.16604708798017348,0.15178571428571427,0.189873417721519,0.05394990366088632,0.32964224872231684,0.6098191214470284,0.6900584795321637,0.5847457627118644,0.18143100511073254,0.3380281690140845,0.3412322274881517,0.9027777777777778,0.0017035775127768314,,,,0.0008517887563884157,0.6701570680628273,0.6171875,,0.3620689655172414,0.5428571428571428,0.0034482758620689655,0.3321976149914821,0.44863087734241913,0.5120490797546013,0.4406924137931035,0.14943396226415095,0.14977307110438728,0.18633540372670807,0.28019323671497587,7.418872758326218,23.399999999999995,253.0,571.0,60.0,53.0,7.0,55.0,57.0,24.0,59.0,45.0,70.0,10.0,0.07705779334500876,0.2894736842105263,0.6140350877192983,0.48637137989778534,0.44308231173380036,0.48007590132827327,0.6837944664031621,,,,,,,,,0.21518987341772153,,,,1.0,27.0,16.0,0.3333333333333333,0.009389671361502348,1.0,24.0,,1.0,,,,8.0,,,,0.0034482758620689655,,8.0,,0.04597701149425287,False,18.0,4.0,0.05454545454545454,,,,,,,,1.0,1.0,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,91016.0,1517,-402,2847,2842,898,991,5689,3077,58.0,73,28.0,161,898,0.3154197400772743,332.0,125.0,203.0,26.0,37.0,37.0,63.0,42.0,148.0,1.0,4.0,31.0,3.0,19.0,258.0,583.0,9.0,35.0,109.0,652.0,37.0,73.0,3.0,19.0,93.0,76.0,167.0,21.0,47.0,220.0,332.0,184.0,21.0,42.0,27.0,52.0,11.0,19.0,17.0,52.0,34.0,160.0,226.0,70.0,296.0,12.0,29.0,21.0,56.0,32.0,64.0,7.0,120.0,34.0,74.0,165.0,24.0,150.0,18.0,61.0,18.0,17.0,19.0,3.0,220.0,18.0,0.6434108527131783,0.70042194092827,0.7777777777777778,0.2571428571428571,0.2903225806451613,0.4425385934819897,0.5068493150684932,0.4550898203592814,0.4393203883495146,0.4868421052631579,0.4601063829787234,0.4766081871345029,0.5284090909090909,0.4954954954954955,0.05663430420711974,0.08919382504288165,0.12315270935960591,24.799506477483035,0.4666666666666667,0.16210739614994935,0.04482758620689655,0.1596244131455399,0.07692307692307693,0.16166666666666665,0.0499637943519189,0.06312292358803986,0.05570291777188329,0.024896265560165973,0.08196721311475409,0.11589403973509933,0.1906474820143885,0.1769041769041769,0.16568047337278108,0.13636363636363635,0.04195804195804196,0.3284789644012945,0.6157635467980296,0.702247191011236,0.624,0.23948220064724918,0.28378378378378377,0.2916666666666667,0.8333333333333334,0.006472491909385114,0.25,0.25,1.0,0.05016181229773463,0.4868421052631579,0.7027027027027027,0.039473684210526314,0.3351063829787234,0.5873015873015873,0.10106382978723404,0.3851132686084142,0.44693306188925097,0.48627265625000005,0.4482310810810811,0.09228441754916793,0.09744408945686901,0.14263803680981596,0.3374233128834356,8.07135506003431,28.26571428571429,91.0,232.0,15.0,11.0,4.0,32.0,24.0,12.0,23.0,1.0,13.0,1.0,0.09913793103448276,0.2711864406779661,0.6842105263157895,0.37540453074433655,0.3922413793103448,0.4354066985645933,0.5824175824175825,8.0,6.0,7.0,8.0,0.3333333333333333,0.25806451612903225,0.25806451612903225,0.75,0.2692307692307692,0.3157894736842105,0.2962962962962963,4.0,,8.0,19.0,,0.02702702702702703,,18.0,1.0,2.0,,,6.0,,,,,0.010638297872340425,0.5,1.0,,0.01098901098901099,False,6.0,3.0,0.05263157894736842,,,1.0,1.0,,,,,,,,
