EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,Defensive 3 Seconds Violations,DefensiveGoaltends,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,BlockedCorner3
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,24187.0,403,-110,764,763,245,119,101.0,1527,35.0,70.0,7.0,20.0,9.0,20.0,13.0,32.0,48.0,102.0,43.0,139.0,880,9.0,24.0,12.0,30.0,14.0,30.0,16.0,44.0,60.0,36.0,10.0,18.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,2.0,37.0,15.0,59.0,11.0,85.0,39.0,124.0,3.0,9.0,4.0,5.0,20.0,2.0,9.0,27.0,3.0,11.0,5.0,47.0,3.0,13.0,19.0,46.0,4.0,12.0,96.0,8.0,48.0,4.0,24.0,15.0,9.0,24.0,12.0,2.0,3.0,44.0,245,3.0,0.625,0.6976744186046512,0.4705882352941176,0.375,0.4666666666666667,0.4705882352941176,0.375,0.4666666666666667,0.476027397260274,0.4054054054054054,0.4680851063829787,0.1764705882352941,0.1714285714285714,0.1875,22.00684150513113,0.425531914893617,0.5238095238095238,0.2099644128113879,0.1345454545454545,0.2027027027027027,0.0714285714285714,0.2084507042253521,0.1287128712871287,0.1818181818181818,0.1195652173913043,0.1132075471698113,0.0454545454545454,0.1666666666666666,0.1818181818181818,0.2222222222222222,0.21875,0.1836734693877551,0.24,0.0833333333333333,0.5,0.6862745098039216,0.5,0.603448275862069,0.6571428571428571,0.3137254901960784,0.40625,0.5,0.5384615384615384,0.8333333333333334,0.35,0.1428571428571428,0.6666666666666666,0.45,0.6862745098039216,0.5101892156862745,0.555490909090909,0.4931499999999999,0.3380281690140845,0.3380281690140845,0.2158273381294964,0.316546762589928,3.0401960784313733,0.3206806282722513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,6557.0,109,-25,208,213,33,41,20.0,421,4.0,9.0,1.0,1.0,1.0,3.0,3.0,10.0,8.0,25.0,3.0,28.0,233,1.0,3.0,,5.0,2.0,5.0,,10.0,10.0,6.0,2.0,1.0,3.0,,3.0,,,,3.0,6.0,,2.0,1.0,8.0,,9.0,3.0,12.0,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,3.0,,,5.0,15.0,1.0,,6.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,10.0,33,1.0,0.625,0.7142857142857143,0.32,0.3333333333333333,0.4,0.3571428571428571,0.4166666666666667,0.7142857142857143,0.3684210526315789,0.4166666666666667,0.7142857142857143,0.04,,0.1,17.67241379310345,0.6666666666666666,,0.0963855421686747,0.024390243902439,0.0588235294117647,,0.09,0.0208333333333333,0.05,0.0357142857142857,,,,,0.0434782608695652,0.1707317073170731,,0.1666666666666666,0.0434782608695652,1.0,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.75,0.2857142857142857,0.3,0.3333333333333333,0.3333333333333333,0.1666666666666666,1.0,,0.4285714285714285,0.3333333333333333,0.5428571428571428,0.4992071428571428,0.4961666666666667,0.5632142857142857,0.054054054054054,0.074074074074074,0.1785714285714285,0.3571428571428571,9.44,0.1586538461538461,1.0,6.0,3.0,2.0,3.0,7.0,1.0,1.0,2.0,2.0,3.0,10.0,1.0,3.0,2.0,2.0,9.0,7.0,3.0,1.0,1.0,0.3,0.3333333333333333,1.0,0.3,0.2857142857142857,0.2,0.1714285714285714,0.1666666666666666,0.1666666666666666,1.0,0.0857142857142857,0.2,0.4285714285714285,0.4285714285714285,1.0,0.3333333333333333,0.1666666666666666,1.0,1.0,0.2857142857142857,1.0,0.4285714285714285,24.78,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1919,1610612764,Laron Profit,Laron Profit,1919,WAS,25765.0,429,-84,841,848,305,185,123.0,1689,24.0,45.0,5.0,11.0,8.0,12.0,3.0,15.0,31.0,74.0,28.0,105.0,953,5.0,13.0,2.0,18.0,10.0,21.0,14.0,46.0,28.0,34.0,8.0,10.0,68.0,7.0,75.0,3.0,25.0,10.0,33.0,157.0,1.0,13.0,5.0,30.0,3.0,38.0,14.0,52.0,2.0,23.0,15.0,8.0,24.0,7.0,18.0,12.0,,6.0,,36.0,3.0,9.0,17.0,30.0,,2.0,36.0,2.0,15.0,4.0,6.0,3.0,3.0,6.0,4.0,,1.0,46.0,305,3.0,0.4516129032258064,0.5185185185185185,0.4189189189189189,0.3846153846153846,0.4761904761904761,0.4139784946236559,0.5333333333333333,0.4705882352941176,0.4772727272727273,0.5625,0.5348837209302325,0.1351351351351351,0.1333333333333333,0.2666666666666666,14.989733059548254,0.6666666666666666,0.1153846153846153,0.1003344481605351,0.0422077922077922,0.0588235294117647,0.024390243902439,0.0911458333333333,0.0401146131805157,0.0930232558139534,0.0285714285714285,0.017094017094017,0.032258064516129,,0.0263157894736842,0.1203703703703703,0.1304347826086956,0.0677966101694915,0.0384615384615384,0.0434782608695652,0.6666666666666666,0.4838709677419355,0.5333333333333333,0.6153846153846154,0.4583333333333333,0.1612903225806451,0.2,0.2727272727272727,0.3333333333333333,0.7333333333333333,0.4545454545454545,,0.3529411764705882,0.6666666666666666,0.6881720430107527,0.4947798913043478,0.5397714285714287,0.4797621212121212,0.1415094339622641,0.1724137931034483,0.1714285714285714,0.4380952380952381,5.786486486486487,0.3626634958382878,4.0,14.0,2.0,,5.0,17.0,2.0,2.0,4.0,11.0,5.0,19.0,2.0,2.0,4.0,13.0,12.0,17.0,5.0,,0.8,0.2631578947368421,1.0,0.3076923076923077,0.2631578947368421,0.2043010752688172,,0.1505376344086021,0.2857142857142857,0.2857142857142857,0.5,0.021505376344086,0.1827956989247312,0.2941176470588235,0.3125,0.8,,0.1333333333333333,1.0,1.0,0.3235294117647059,0.3636363636363636,0.2941176470588235,25.96315789473684,2.0,3.0,1.0,4.0,0.0526315789473684,0.0588235294117647,0.0588235294117647,,,,,,,,,,,,,,,,,,True,,,,,,,
2042,1610612764,Courtney Alexander,Courtney Alexander,2042,WAS,54538.0,909,-187,1770,1783,660,449,238.0,3553,34.0,67.0,7.0,10.0,13.0,29.0,34.0,81.0,163.0,359.0,90.0,458.0,1989,14.0,30.0,14.0,51.0,52.0,124.0,60.0,188.0,184.0,142.0,8.0,23.0,38.0,3.0,41.0,1.0,13.0,5.0,20.0,85.0,3.0,19.0,15.0,43.0,,58.0,22.0,80.0,4.0,29.0,22.0,7.0,40.0,,17.0,14.0,3.0,23.0,,54.0,6.0,18.0,31.0,63.0,1.0,5.0,105.0,10.0,39.0,18.0,2.0,1.0,1.0,2.0,,,,188.0,660,7.0,0.5644171779141104,0.5786163522012578,0.4540389972144846,0.4666666666666667,0.4193548387096774,0.4658227848101265,0.5441176470588235,0.4507042253521127,0.5169683257918553,0.6375,0.5404624277456648,0.064066852367688,0.1641791044776119,0.0864197530864197,24.373464373464373,0.7407407407407407,,0.0661538461538461,0.0284005979073243,0.0974025974025974,0.036144578313253,0.072139303482587,0.0292553191489361,0.0231213872832369,0.036697247706422,0.0251798561151079,0.0454545454545454,,0.0520231213872832,0.0657894736842105,0.0763052208835341,0.087378640776699,0.1176470588235294,0.0210526315789473,,0.1696202531645569,0.5074626865671642,0.6071428571428571,0.5882352941176471,0.2050632911392405,0.419753086419753,0.4594594594594595,0.3823529411764705,0.2941176470588235,0.7,0.4285714285714285,0.204225352112676,0.4482758620689655,0.2607594936708861,0.4339938931297713,0.4530274193548387,0.4403607142857143,0.0919811320754716,0.1005154639175257,0.111353711790393,0.4104803493449782,12.9908077994429,0.3728813559322034,95.0,211.0,6.0,,13.0,30.0,3.0,4.0,7.0,15.0,14.0,36.0,3.0,4.0,8.0,18.0,24.0,28.0,13.0,,0.5714285714285714,0.3888888888888889,0.75,0.4444444444444444,0.4117647058823529,0.0911392405063291,,0.5341772151898734,0.4502369668246445,0.4611650485436893,0.6210526315789474,0.0151898734177215,0.0759493670886076,0.4333333333333333,0.4333333333333333,0.5384615384615384,,0.1176470588235294,0.75,0.6666666666666666,0.1056338028169014,0.4666666666666667,0.4642857142857143,26.23055555555556,3.0,18.0,,2.0,,,0.0211267605633802,1.0,1.0,2.0,1.0,0.0236966824644549,0.1666666666666666,0.1666666666666666,1.0,0.3333333333333333,,,,,,,,,True,,,,,,,
63,1610612764,Michael Smith,Michael Smith,63,WAS,25224.0,420,-121,818,833,308,154,115.0,1651,23.0,32.0,7.0,9.0,5.0,8.0,3.0,13.0,26.0,50.0,30.0,82.0,947,8.0,11.0,9.0,25.0,5.0,13.0,14.0,24.0,30.0,22.0,12.0,4.0,20.0,9.0,29.0,9.0,9.0,4.0,7.0,67.0,5.0,33.0,21.0,80.0,11.0,112.0,41.0,153.0,2.0,12.0,9.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,1.0,15.0,1.0,6.0,21.0,42.0,4.0,3.0,49.0,5.0,24.0,3.0,6.0,2.0,4.0,6.0,5.0,,,24.0,308,6.0,0.5769230769230769,0.75,0.52,0.7272727272727273,0.3846153846153846,0.52,0.7272727272727273,0.3846153846153846,0.5694444444444444,0.78125,0.5217391304347826,0.08,0.09375,0.0769230769230769,9.157894736842104,0.5333333333333333,0.3928571428571428,0.255591054313099,0.1081967213114754,0.2876712328767123,0.1111111111111111,0.2616580310880829,0.1085714285714285,0.1549295774647887,0.101010101010101,0.0888888888888888,0.1176470588235294,0.0909090909090909,0.345679012345679,0.2272727272727272,0.221311475409836,0.2352941176470588,0.4090909090909091,0.1052631578947368,0.8333333333333334,0.64,0.71875,0.7931034482758621,0.6521739130434783,0.26,0.2307692307692307,0.25,,0.8181818181818182,0.7777777777777778,0.1428571428571428,0.6153846153846154,0.625,0.64,0.5397000000000001,0.5864636363636363,0.5474692307692308,0.3478260869565217,0.3478260869565217,0.3048780487804878,0.2926829268292683,4.224,0.3765281173594132,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,0.088235294117647,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,34023.0,567,-57,1115,1106,424,325,148.0,2221,36.0,60.0,8.0,17.0,14.0,22.0,6.0,23.0,84.0,168.0,78.0,252.0,1196,12.0,24.0,15.0,39.0,26.0,55.0,34.0,89.0,116.0,52.0,10.0,5.0,40.0,2.0,42.0,1.0,14.0,12.0,14.0,86.0,1.0,28.0,12.0,58.0,11.0,81.0,30.0,111.0,5.0,23.0,14.0,9.0,31.0,4.0,22.0,22.0,6.0,9.0,1.0,53.0,4.0,18.0,24.0,64.0,4.0,11.0,88.0,5.0,33.0,14.0,16.0,10.0,5.0,16.0,8.0,,,89.0,424,5.0,0.6904761904761905,0.7341772151898734,0.5,0.5,0.4727272727272727,0.4943181818181818,0.4615384615384615,0.4741379310344827,0.5779816513761468,0.5909090909090909,0.5705128205128205,0.0297619047619047,0.05,0.0869565217391304,21.24311565696302,0.5849056603773585,0.2972972972972973,0.1367924528301886,0.0669856459330143,0.1276595744680851,0.0232558139534883,0.1351351351351351,0.0629067245119305,0.0869565217391304,0.0491803278688524,0.0662983425414364,0.0277777777777777,,0.0756302521008403,0.2176870748299319,0.1075949367088607,0.1269841269841269,0.1290322580645161,0.0588235294117647,0.5,0.3409090909090909,0.6,0.631578947368421,0.6666666666666666,0.1306818181818181,0.2608695652173913,0.2857142857142857,0.1666666666666666,0.6538461538461539,0.4705882352941176,0.375,0.3793103448275862,0.6363636363636364,0.3863636363636363,0.4530801136363636,0.4926519999999999,0.468806896551724,0.1617647058823529,0.1683673469387755,0.1547619047619047,0.3531746031746032,10.594642857142857,0.3802690582959641,42.0,85.0,2.0,,,6.0,,2.0,,2.0,2.0,8.0,,2.0,1.0,3.0,6.0,6.0,,1.0,1.0,0.25,,0.3333333333333333,0.25,0.0454545454545454,0.0222222222222222,0.4829545454545454,0.4941176470588235,0.4941176470588235,0.7857142857142857,0.0113636363636363,0.034090909090909,,,,,0.0769230769230769,,,0.0344827586206896,,,25.5,1.0,,,1.0,,,0.0172413793103448,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,True,,,,,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,1407.0,23,-2,46,46,17,20,4.0,92,,,,,,,1.0,1.0,1.0,1.0,5.0,10.0,51,,,,,,,3.0,3.0,,2.0,,,3.0,,3.0,,2.0,1.0,,6.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,2.0,2.0,,,5.0,,1.0,1.0,,,,,,,,3.0,17,,,,1.0,,,0.8333333333333334,,,0.9,,1.0,,,,14.0,0.5,,0.0476190476190476,,,,0.0434782608695652,,,,,,,,,0.125,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,0.6666666666666666,0.5338333333333333,,,0.25,0.5,,0.3,10.7,0.3695652173913043,,,,,1.0,2.0,,,,,1.0,2.0,,,,,,2.0,1.0,,,0.5,,,0.5,0.6666666666666666,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,0.5,24.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,35518.0,592,-144,1153,1160,428,255,143.0,2313,46.0,61.0,6.0,7.0,17.0,22.0,56.0,123.0,138.0,269.0,78.0,369.0,1341,18.0,28.0,10.0,46.0,47.0,108.0,41.0,138.0,116.0,160.0,10.0,27.0,53.0,8.0,61.0,7.0,25.0,11.0,17.0,130.0,3.0,14.0,11.0,28.0,,39.0,17.0,56.0,4.0,17.0,11.0,6.0,33.0,7.0,21.0,26.0,4.0,12.0,5.0,59.0,3.0,19.0,18.0,42.0,,9.0,87.0,10.0,33.0,14.0,2.0,1.0,1.0,2.0,2.0,,,138.0,428,7.0,0.4202898550724637,0.4360902255639097,0.5130111524163569,0.6428571428571429,0.4351851851851852,0.5052083333333334,0.6,0.4145299145299145,0.563076923076923,0.6571428571428571,0.4963768115942029,0.1003717472118959,0.0491803278688524,0.1626016260162601,29.26829268292683,0.559322033898305,,0.0646651270207852,0.0337349397590361,0.1057692307692307,0.0714285714285714,0.0726256983240223,0.037199124726477,0.0421052631578947,0.0555555555555555,0.0113636363636363,0.081081081081081,,0.0737704918032786,0.0466666666666666,0.0745341614906832,0.1428571428571428,0.0294117647058823,0.0338983050847457,1.0,0.2118055555555555,0.7540983606557377,0.7931034482758621,0.3260869565217391,0.4270833333333333,0.4552845528455284,0.5436893203883495,0.3928571428571428,0.2333333333333333,0.8571428571428571,0.1666666666666666,0.188034188034188,0.7727272727272727,0.2777777777777778,0.4402013888888889,0.4140851851851852,0.4344880341880342,0.1061093247588424,0.1130136986301369,0.1246612466124661,0.3739837398373983,10.038289962825282,0.3712055507372073,36.0,85.0,3.0,,4.0,16.0,,2.0,1.0,9.0,5.0,19.0,,2.0,1.0,9.0,12.0,16.0,4.0,,0.8,0.2631578947368421,,0.1111111111111111,0.2631578947368421,0.0659722222222222,,0.2951388888888889,0.4235294117647059,0.4444444444444444,0.5833333333333334,0.0104166666666666,0.0555555555555555,0.25,0.25,0.75,,0.0666666666666666,,,0.0769230769230769,0.1111111111111111,0.25,25.105263157894733,,3.0,,1.0,,,,1.0,,,3.0,0.0470588235294117,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,,,,True,,,,,,,
919,1610612764,Loy Vaught,Loy Vaught,919,WAS,5016.0,84,-29,164,178,62,67,18.0,342,5.0,5.0,4.0,4.0,3.0,3.0,,4.0,12.0,21.0,4.0,28.0,210,4.0,4.0,,8.0,4.0,6.0,2.0,10.0,16.0,8.0,6.0,1.0,2.0,,2.0,,,,2.0,4.0,,9.0,3.0,9.0,6.0,18.0,9.0,27.0,,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,1.0,,4.0,,1.0,6.0,10.0,1.0,,4.0,,2.0,,1.0,1.0,,1.0,,,,10.0,62,2.0,0.6666666666666666,0.8888888888888888,0.5714285714285714,1.0,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.6086956521739131,1.0,0.7142857142857143,0.0476190476190476,,0.25,14.43850267379679,0.75,0.6,0.1636363636363636,0.1475409836065573,0.2727272727272727,,0.1818181818181818,0.1304347826086956,0.0909090909090909,0.1111111111111111,0.217391304347826,,,0.125,0.2,0.1666666666666666,0.5,,,,0.238095238095238,1.0,1.0,0.4,0.1904761904761904,,,,1.0,1.0,0.25,0.5,1.0,0.238095238095238,0.4253666666666666,0.575275,0.4613666666666667,0.0869565217391304,0.0869565217391304,0.2857142857142857,0.3571428571428571,11.8,0.3780487804878049,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,0.5833333333333334,0.5833333333333334,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2065,1610612764,Mike Smith,Mike Smith,2065,WAS,4787.0,80,-24,165,160,87,64,23.0,325,3.0,7.0,,1.0,1.0,3.0,1.0,4.0,8.0,19.0,6.0,25.0,177,,4.0,,,3.0,8.0,2.0,8.0,12.0,4.0,,3.0,3.0,,3.0,,2.0,1.0,,6.0,,3.0,1.0,4.0,1.0,6.0,3.0,9.0,1.0,3.0,1.0,2.0,1.0,,1.0,3.0,,,,4.0,1.0,1.0,1.0,3.0,,1.0,8.0,,3.0,1.0,,,,,,1.0,,8.0,87,,0.75,0.75,0.4210526315789473,,0.375,0.38,,0.3,0.4310344827586206,,0.3333333333333333,0.1578947368421052,0.2857142857142857,0.25,17.277486910994764,0.25,1.0,0.0930232558139534,0.0410958904109589,0.0833333333333333,,0.0909090909090909,0.0357142857142857,0.08,0.0454545454545454,,,,,0.1764705882352941,0.0833333333333333,0.1111111111111111,,0.0833333333333333,,0.28,0.4285714285714285,0.6,0.6666666666666666,0.16,0.25,0.3333333333333333,,0.25,,,0.3,0.3333333333333333,0.52,0.474182,0.5022333333333334,0.446965,0.1071428571428571,0.1363636363636363,,0.32,10.531578947368422,0.5272727272727272,4.0,8.0,3.0,,1.0,3.0,,,,2.0,1.0,6.0,,,,2.0,3.0,3.0,1.0,,1.0,0.1666666666666666,,,0.1666666666666666,0.24,,0.32,0.5,0.5,1.0,0.12,0.12,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,,0.3333333333333333,24.58333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
