EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,DefensiveGoaltends,FG3APct,DefCorner3ReboundPct,SelfORebPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Corner3PctBlocked,PtsUnassisted3s,HeaveAttempts,Defensive 3 Seconds Violations,OffensiveGoaltends,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3
1110,1610612743,Mark Strickland,Mark Strickland,1110,DEN,5399.0,90,2,185,186,84,67,26,371,9.0,16.0,2.0,3.0,6.0,12.0,1.0,5.0,10.0,17.0,20.0,38.0,3.0,43.0,180,3.0,4.0,6.0,10.0,22.0,20.0,32.0,8.0,6.0,5.0,5.0,5.0,4.0,1.0,10.0,5.0,1.0,1.0,9.0,1.0,11.0,6.0,17.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,11.0,3.0,2.0,6.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,20.0,84,2.0,0.8,0.9411764705882352,0.5263157894736842,0.75,0.4545454545454545,0.5263157894736842,0.75,0.4545454545454545,0.524390243902439,0.75,0.4347826086956521,0.131578947368421,0.25,0.2,21.5962441314554,0.2,0.1428571428571428,0.1666666666666666,0.1097560975609756,0.0735294117647058,0.0769230769230769,0.1052631578947368,0.0595238095238095,0.1,0.0909090909090909,0.0384615384615384,0.12,0.0952380952380952,0.1111111111111111,0.125,1.0,0.4210526315789473,0.5625,0.75,0.6666666666666666,0.131578947368421,0.2,0.25,0.4473684210526316,0.5882352941176471,0.5882352941176471,1.0,0.75,0.6666666666666666,0.5454545454545454,0.5,0.4210526315789473,0.4841684210526315,0.551375,0.513481818181818,0.05,0.05,0.1395348837209302,0.4651162790697674,8.560526315789476,0.4540540540540541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
123,1610612743,Robert Pack,Robert Pack,123,DEN,19878.0,331,-25,675,682,208,195,91,1357,26.0,44.0,1.0,2.0,11.0,17.0,3.0,16.0,10.0,34.0,39.0,94.0,32.0,110.0,688,1.0,3.0,4.0,17.0,33.0,47.0,18.0,60.0,,9.0,49.0,67.0,24.0,18.0,152.0,6.0,1.0,5.0,20.0,2.0,27.0,7.0,34.0,20.0,10.0,10.0,17.0,12.0,15.0,32.0,2.0,7.0,10.0,39.0,,9.0,40.0,18.0,4.0,1.0,1.0,,1.0,1.0,47.0,208,7.0,0.2307692307692307,0.2307692307692307,0.4148936170212766,0.3333333333333333,0.5151515151515151,0.4020618556701031,0.25,0.5,0.4782608695652174,0.4,0.573170731707317,0.0957446808510638,0.1136363636363636,0.25,18.846153846153847,0.53125,0.1333333333333333,0.0454545454545454,0.0727272727272727,0.0233463035019455,0.0892857142857142,0.0755287009063444,0.0192307692307692,0.0138888888888888,0.0263157894736842,0.0275229357798165,0.1025641025641025,0.0666666666666666,0.0560747663551401,0.0952380952380952,1.0,0.4536082474226804,0.5909090909090909,0.6666666666666666,0.2307692307692307,0.1649484536082474,0.1875,0.25,0.3505154639175257,0.2941176470588235,0.2941176470588235,0.3,0.5,0.5,0.5,0.6470588235294118,0.4845360824742268,0.4979,0.5266500000000001,0.5028911764705882,0.1621621621621621,0.1666666666666666,0.0363636363636363,0.4272727272727272,8.53404255319149,0.3081481481481481,3.0,1.0,1.0,3.0,1.0,2.0,1.0,13.0,3.0,18.0,13.0,5.0,7.0,3.0,2.0,5.0,2.0,4.0,1.0,0.0309278350515463,0.0714285714285714,0.0652173913043478,0.0309278350515463,0.25,0.0294117647058823,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
145,1610612743,Tracy Murray,Tracy Murray,145,DEN,4584.0,76,10,155,156,74,37,19,311,3.0,5.0,1.0,1.0,2.0,4.0,3.0,7.0,2.0,9.0,8.0,21.0,9.0,40.0,146,2.0,3.0,5.0,2.0,11.0,15.0,12.0,4.0,4.0,1.0,2.0,3.0,2.0,,7.0,3.0,1.0,2.0,10.0,,12.0,4.0,16.0,4.0,3.0,1.0,4.0,4.0,1.0,5.0,,1.0,3.0,6.0,1.0,,10.0,3.0,2.0,1.0,1.0,,1.0,,15.0,74,,0.75,1.0,0.3809523809523809,0.6666666666666666,0.1818181818181818,0.484375,0.6666666666666666,0.3125,0.5405405405405406,0.625,0.3947368421052631,0.0476190476190476,,,24.0,0.8,,0.0833333333333333,0.1492537313432835,0.05,0.1333333333333333,0.1463414634146341,0.0410958904109589,0.0526315789473684,,0.0714285714285714,0.1111111111111111,0.05,0.2413793103448276,0.0833333333333333,,0.15625,0.6,0.6,0.6666666666666666,0.21875,0.4285714285714285,0.4285714285714285,0.28125,0.2222222222222222,0.25,1.0,0.3333333333333333,1.0,0.25,0.5,0.5,0.4569546875,0.3756,0.45531875,0.0857142857142857,0.125,0.125,0.375,10.809523809523808,0.4774193548387097,10.0,,4.0,11.0,,1.0,5.0,5.0,10.0,1.0,1.0,,,,1.0,,,,,0.34375,0.3333333333333333,,0.3125,,0.25,25.609090909090916,1.0,1.0,5.0,2.0,5.0,2.0,15.0,5.0,1.0,0.4545454545454545,0.4,0.4545454545454545,0.1111111111111111,0.6666666666666666,0.03125,0.5,0.5,1.0,0.0625,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1721,1610612743,Keon Clark,Keon Clark,1721,DEN,45048.0,751,-46,1458,1484,528,475,197,2942,56.0,102.0,17.0,28.0,24.0,38.0,23.0,69.0,3.0,28.0,82.0,199.0,63.0,227.0,1539,17.0,36.0,39.0,31.0,68.0,87.0,110.0,54.0,26.0,33.0,28.0,34.0,20.0,6.0,74.0,46.0,2.0,22.0,94.0,12.0,128.0,58.0,186.0,16.0,8.0,8.0,16.0,6.0,32.0,48.0,6.0,18.0,58.0,101.0,7.0,13.0,105.0,48.0,7.0,43.0,27.0,14.0,44.0,26.0,87.0,528,4.0,0.6707317073170732,0.7971014492753623,0.4120603015075377,0.4722222222222222,0.4558823529411764,0.4120603015075377,0.4722222222222222,0.4558823529411764,0.4558232931726907,0.4642857142857143,0.5058139534883721,0.1658291457286432,0.2254901960784313,0.144927536231884,17.563571850975755,0.3333333333333333,0.2857142857142857,0.0357142857142857,0.1574539363484087,0.0819964349376114,0.1560283687943262,0.1571815718157181,0.078984485190409,0.1144578313253012,0.064516129032258,0.0717703349282296,0.119205298013245,0.205,0.1422764227642276,0.1470588235294117,0.5909090909090909,0.5125628140703518,0.5490196078431373,0.7088607594936709,0.6071428571428571,0.3467336683417085,0.3333333333333333,0.3898305084745763,0.1407035175879397,0.1071428571428571,0.1071428571428571,1.0,0.7777777777777778,0.6071428571428571,0.5588235294117647,0.631578947368421,0.5125628140703518,0.475508040201005,0.53267,0.4841808823529412,0.1983471074380165,0.1983471074380165,0.171806167400881,0.3832599118942731,5.244723618090452,0.3621399176954732,,,,,,5.0,,25.0,,6.0,4.0,2.0,2.0,3.0,7.0,10.0,7.0,5.0,,,0.1794871794871795,0.0357142857142857,,,,,,,,,,,,,,,,,,0.782608695652174,,,,,,,,10.0,4.0,1.0,1.0,2.0,1.0,0.0675675675675675,0.0648148148148148,0.075,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,5143.0,86,36,172,172,60,49,24,344,8.0,13.0,2.0,3.0,2.0,5.0,,3.0,,,8.0,16.0,3.0,19.0,156,2.0,3.0,5.0,2.0,5.0,6.0,10.0,6.0,2.0,2.0,6.0,6.0,1.0,1.0,12.0,4.0,,1.0,6.0,2.0,9.0,5.0,14.0,5.0,5.0,,1.0,1.0,1.0,2.0,,2.0,5.0,14.0,2.0,,8.0,4.0,1.0,1.0,,1.0,1.0,1.0,6.0,60,3.0,0.625,0.7142857142857143,0.5,0.6666666666666666,0.4,0.4444444444444444,0.6666666666666666,0.2857142857142857,0.4523809523809524,0.625,0.3333333333333333,0.125,0.0769230769230769,0.3333333333333333,11.386138613861386,0.5,0.4,,0.09375,0.0579710144927536,0.0625,0.0875,0.0617283950617283,,0.1111111111111111,0.0434782608695652,,0.1111111111111111,0.1379310344827586,,1.0,0.7222222222222222,0.6153846153846154,0.6666666666666666,0.625,0.1666666666666666,,,,,,,1.0,0.6666666666666666,0.7142857142857143,0.4,0.8333333333333334,0.5343138888888889,0.5725,0.4718357142857142,0.2,0.2222222222222222,0.2631578947368421,0.3157894736842105,1.34375,0.3488372093023256,1.0,,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,1.0,,,2.0,,0.1111111111111111,0.25,,0.0555555555555555,,0.1428571428571428,24.55,1.0,1.0,,,,,,,,,,,,,0.0555555555555555,,,,0.1428571428571428,,,1.0,,,,,,0.0833333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
384,1610612743,Calbert Cheaney,Calbert Cheaney,384,DEN,561.0,9,3,19,20,19,17,4,39,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,2.0,14,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,2.0,19,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,,16.666666666666668,1.0,,,,0.1111111111111111,,,0.0909090909090909,0.25,,,,,,,,0.6666666666666666,0.5,1.0,1.0,,,,0.3333333333333333,,,,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5041333333333333,0.5528,0.5041333333333333,,,1.0,1.0,5.766666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
45,1610612743,George McCloud,George McCloud,45,DEN,29181.0,486,-50,942,952,319,316,123,1894,21.0,35.0,4.0,10.0,5.0,9.0,11.0,28.0,25.0,61.0,57.0,124.0,41.0,203.0,1028,10.0,21.0,28.0,15.0,31.0,79.0,80.0,34.0,8.0,11.0,51.0,58.0,32.0,11.0,123.0,17.0,1.0,8.0,38.0,,46.0,22.0,68.0,17.0,11.0,6.0,14.0,10.0,12.0,26.0,2.0,12.0,16.0,36.0,2.0,2.0,48.0,17.0,6.0,9.0,3.0,4.0,9.0,6.0,79.0,319,5.0,0.7017543859649122,0.7547169811320755,0.4596774193548387,0.4761904761904761,0.4838709677419355,0.4402173913043478,0.4482758620689655,0.4821428571428571,0.4878048780487805,0.4666666666666667,0.5671641791044776,0.0887096774193548,0.1142857142857142,0.2142857142857142,21.153846153846157,0.5384615384615384,,0.0285714285714285,0.0994764397905759,0.0488505747126436,0.0898876404494382,0.0976645435244161,0.0480549199084668,0.053763440860215,0.040983606557377,0.0526315789473684,0.0625,0.1136363636363636,0.1103896103896103,0.0793650793650793,0.6666666666666666,0.1902173913043478,0.6,0.6774193548387096,0.6190476190476191,0.1521739130434782,0.3928571428571428,0.5,0.3315217391304347,0.4098360655737705,0.4166666666666667,0.84,0.3448275862068966,0.4,0.1607142857142857,0.5555555555555556,0.5163043478260869,0.472404347826087,0.4907499999999999,0.4683392857142857,0.0854271356783919,0.1223021582733813,0.1379310344827586,0.3891625615763547,11.310483870967744,0.3386411889596603,49.0,5.0,18.0,60.0,8.0,2.0,25.0,25.0,49.0,7.0,5.0,2.0,8.0,5.0,4.0,4.0,2.0,2.0,,0.3260869565217391,0.1153846153846153,0.0515463917525773,0.266304347826087,0.1724137931034483,0.3214285714285714,25.16333333333333,11.0,7.0,12.0,6.0,16.0,8.0,48.0,12.0,1.0,0.2666666666666666,0.32,0.2666666666666666,0.0163934426229508,0.5454545454545454,0.0597826086956521,0.2448979591836734,0.25,1.0,0.125,0.3333333333333333,0.2448979591836734,4.0,1.0,,,2.0,,0.0449438202247191,0.0338983050847457,0.0666666666666666,0.25,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,0.25,0.0166666666666666,0.0204081632653061,0.3636363636363636,0.3636363636363636,1.0,0.1034482758620689,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,,,,,,True,,,,,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,23647.0,394,-84,759,785,297,290,101,1544,18.0,29.0,3.0,7.0,5.0,9.0,3.0,22.0,20.0,47.0,41.0,98.0,37.0,185.0,866,4.0,12.0,18.0,12.0,32.0,67.0,44.0,38.0,6.0,12.0,25.0,27.0,14.0,5.0,56.0,7.0,1.0,6.0,20.0,,26.0,12.0,38.0,10.0,6.0,4.0,9.0,8.0,7.0,16.0,1.0,8.0,13.0,26.0,2.0,2.0,46.0,10.0,10.0,7.0,1.0,4.0,7.0,2.0,67.0,297,4.0,0.5365853658536586,0.5789473684210527,0.4183673469387755,0.3333333333333333,0.375,0.4774193548387097,0.3235294117647059,0.3947368421052631,0.5144508670520231,0.4,0.4626865671641791,0.1224489795918367,0.2068965517241379,0.2727272727272727,21.477272727272727,0.5625,,0.032258064516129,0.0647249190938511,0.0243055555555555,0.08,0.0677083333333333,0.0291777188328912,0.0352941176470588,0.0202020202020202,0.0192307692307692,0.037037037037037,0.0490196078431372,0.0952380952380952,0.0980392156862745,0.2857142857142857,0.1870967741935484,0.6206896551724138,0.782608695652174,0.2777777777777778,0.1419354838709677,0.1363636363636363,0.1875,0.3032258064516129,0.425531914893617,0.425531914893617,0.8,0.4117647058823529,0.4285714285714285,0.1578947368421052,0.5555555555555556,0.5548387096774193,0.4861929032258064,0.4754538461538461,0.4827982456140351,0.0613496932515337,0.0943396226415094,0.0972972972972973,0.3621621621621622,10.653061224489797,0.391304347826087,24.0,,10.0,57.0,5.0,7.0,25.0,22.0,24.0,2.0,2.0,,6.0,1.0,,1.0,,2.0,,0.3677419354838709,0.0416666666666666,0.0129870129870129,0.1548387096774193,,0.175438596491228,24.32456140350877,33.0,15.0,9.0,3.0,22.0,7.0,66.0,9.0,1.0,0.3859649122807017,0.28,0.3859649122807017,,0.3333333333333333,0.2129032258064516,0.375,0.391304347826087,1.0,0.2631578947368421,0.3,0.375,4.0,2.0,,,2.0,,0.0449438202247191,0.0655737704918032,,,13.0,1.0,5.0,4.0,,1.0,2.0,8.0,0.2,0.0350877192982456,0.0416666666666666,0.3939393939393939,0.40625,1.0,0.2941176470588235,0.2,1.0,,,0.2666666666666666,0.0303030303030303,,,,,True,,,,,
1505,1610612743,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DEN,8474.0,141,-15,270,275,75,62,41,545,7.0,10.0,2.0,3.0,3.0,3.0,3.0,12.0,3.0,9.0,13.0,31.0,5.0,34.0,261,3.0,5.0,9.0,5.0,8.0,11.0,16.0,10.0,4.0,3.0,8.0,8.0,3.0,4.0,16.0,7.0,,2.0,7.0,,9.0,7.0,16.0,4.0,4.0,,8.0,4.0,6.0,14.0,,2.0,5.0,18.0,,3.0,7.0,4.0,,8.0,3.0,4.0,8.0,2.0,11.0,75,1.0,0.6153846153846154,0.7272727272727273,0.4193548387096774,0.6,0.625,0.4264705882352941,0.75,0.625,0.4594594594594595,0.75,0.6875,0.0967741935483871,0.1,0.1666666666666666,15.987460815047022,0.5714285714285714,,,0.0603448275862069,0.0583333333333333,0.0833333333333333,0.0642857142857142,0.0492957746478873,0.0263157894736842,0.073170731707317,0.073170731707317,0.074074074074074,0.025,0.0816326530612244,0.0555555555555555,0.25,0.2941176470588235,0.7,0.7777777777777778,0.5714285714285714,0.3529411764705882,0.25,0.3,0.2647058823529412,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,0.375,1.0,0.3823529411764705,0.4684676470588235,0.4365916666666666,0.4563374999999999,0.1081081081081081,0.1176470588235294,0.2647058823529412,0.3235294117647059,9.058064516129033,0.2777777777777778,3.0,1.0,,3.0,1.0,,,1.0,3.0,,,,1.0,2.0,,4.0,2.0,1.0,1.0,0.088235294117647,0.1666666666666666,0.1176470588235294,0.088235294117647,0.1666666666666666,,25.2,,,1.0,,1.0,,3.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,True,,,,,
89,1610612743,Nick Van Exel,Nick Van Exel,89,DEN,28151.0,469,-28,886,900,377,328,116,1786,22.0,40.0,1.0,3.0,8.0,16.0,25.0,60.0,22.0,47.0,69.0,147.0,42.0,246.0,965,8.0,15.0,25.0,24.0,50.0,100.0,30.0,108.0,4.0,8.0,74.0,91.0,31.0,31.0,199.0,8.0,1.0,8.0,31.0,1.0,40.0,9.0,49.0,16.0,12.0,4.0,13.0,11.0,10.0,23.0,3.0,12.0,4.0,19.0,,1.0,49.0,16.0,11.0,6.0,3.0,3.0,6.0,2.0,100.0,377,3.0,0.217391304347826,0.2238805970149253,0.4693877551020408,0.5333333333333333,0.48,0.4880382775119617,0.5789473684210527,0.5067567567567568,0.532608695652174,0.5952380952380952,0.5681818181818182,0.0544217687074829,0.125,0.05,24.682926829268293,0.5652173913043478,0.0333333333333333,0.027027027027027,0.0861111111111111,0.0234604105571847,0.0824742268041237,0.0853391684901531,0.0182232346241457,0.0096153846153846,0.032258064516129,0.0265486725663716,0.108433734939759,0.0476190476190476,0.1059602649006622,0.0571428571428571,0.3333333333333333,0.1913875598086124,0.55,0.6285714285714286,0.3181818181818182,0.2870813397129186,0.4166666666666667,0.4385964912280701,0.2248803827751196,0.4680851063829787,0.4680851063829787,0.3181818181818182,0.1578947368421052,0.3333333333333333,0.2162162162162162,0.5,0.4880382775119617,0.4641646634615385,0.421828125,0.4627164383561643,0.0730593607305936,0.1019108280254777,0.1016260162601626,0.4065040650406504,9.452380952380953,0.4255079006772009,59.0,3.0,23.0,62.0,4.0,3.0,24.0,25.0,59.0,17.0,9.0,8.0,12.0,4.0,5.0,2.0,2.0,6.0,1.0,0.2966507177033493,0.1481481481481481,0.0373831775700934,0.2822966507177033,0.1578947368421052,0.3108108108108108,25.93548387096774,3.0,1.0,21.0,9.0,22.0,9.0,57.0,21.0,0.8636363636363636,0.3548387096774194,0.375,0.3548387096774194,,0.04,0.0143540669856459,0.3559322033898305,0.3559322033898305,0.8571428571428571,0.0135135135135135,0.391304347826087,0.3559322033898305,,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,,1.0,0.5,,,0.3333333333333333,0.3333333333333333,1.0,0.0526315789473684,1.0,1.0,0.3333333333333333,1.0,,,9.0,,,,True,,,,,
