EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,Blocked3s,BlockedArc3,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,on
1065,1610612752,Erick Strickland,Erick Strickland,1065,NYK,11575.0,193,34,338,348,91,129,49.0,686,8.0,26.0,3.0,2.0,4.0,2.0,7.0,4.0,17.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,16.0,2.0,1.0,6.0,14.0,50.0,6.0,20.0,13.0,59.0,314,3.0,1.0,3.0,3.0,3.0,7.0,2.0,8.0,3.0,15.0,14.0,14.0,15.0,3.0,1.0,15.0,5.0,5.0,1.0,12.0,2.0,14.0,2.0,5.0,1.0,6.0,30.0,1.0,3.0,3.0,17,1.0,21,4.0,25,2.0,8.0,5.0,3.0,3.0,5.0,2.0,9.0,1.0,1.0,3.0,12.0,3.0,9.0,24,3.0,15.0,1.0,5.0,2.0,1.0,15.0,91,8.0,0.5,0.5,0.8333333333333334,0.3,0.3333333333333333,0.25,0.3157894736842105,0.28,0.42857142857142855,0.32857142857142857,0.25,0.4,0.37662337662337664,0.25,0.4411764705882353,0.2857142857142857,0.05,0.1,0.19230769230769232,0.0625,22.82051282051282,0.25,0.1111111111111111,0.12142857142857143,0.024193548387096774,0.0967741935483871,0.02702702702702703,0.11695906432748537,0.024844720496894408,0.08823529411764706,0.034482758620689655,0.0967741935483871,0.13636363636363635,0.12307692307692308,0.10714285714285714,0.046511627906976744,0.37142857142857144,0.3076923076923077,0.38095238095238093,0.25,0.1,0.2857142857142857,0.2857142857142857,0.5,0.24285714285714285,0.23529411764705882,0.23529411764705882,1.0,0.05714285714285714,0.25,0.25,1.0,0.22857142857142856,0.3125,0.3333333333333333,0.8,0.5,0.16666666666666666,1.0,1.0,0.3333333333333333,0.26666666666666666,0.5,0.13333333333333333,0.5,0.4,0.16666666666666666,0.6571428571428571,0.3333333333333333,0.5089550724637681,0.530975,0.5265392857142858,0.06666666666666667,0.09090909090909091,0.05084745762711865,0.2542372881355932,7.478000000000001,26.440000000000005,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
164,1610612752,Chris Childs,Chris Childs,164,NYK,43806.0,730,10,1294,1280,362,480,129.0,2574,9.0,20.0,2.0,2.0,4.0,3.0,11.0,27.0,54.0,,2.0,,,,,13.0,41.0,1.0,2.0,13.0,39.0,85.0,13.0,43.0,25.0,142.0,1256,6.0,,1.0,5.0,7.0,16.0,2.0,13.0,17.0,37.0,32.0,46.0,39.0,,2.0,39.0,13.0,6.0,,97.0,32.0,129.0,16.0,33.0,22.0,42.0,290.0,5.0,3.0,13.0,48,4.0,65,8.0,73,,16.0,10.0,6.0,19.0,11.0,15.0,27.0,2.0,4.0,2.0,46.0,8.0,27.0,91,4.0,28.0,1.0,6.0,8.0,1.0,37.0,362,12.0,0.41025641025641024,0.42105263157894735,1.0,0.3023255813953488,,0.15384615384615385,0.3170731707317073,0.4588235294117647,0.4375,0.45703125,0.2857142857142857,0.3448275862068966,0.5,0.3125,0.4868421052631579,0.3359375,,0.07058823529411765,0.25,,12.968099861303745,0.41304347826086957,0.08695652173913043,0.10020876826722339,0.006564551422319475,0.08441558441558442,0.03676470588235294,0.09636650868878358,0.013490725126475547,0.008130081300813009,0.04424778761061947,0.06481481481481481,0.11904761904761904,0.10344827586206896,0.08130081300813008,,0.15625,0.45,0.6,0.2222222222222222,0.0859375,0.2727272727272727,0.3,,0.421875,0.5,0.5,0.5185185185185185,0.015625,,,,0.3203125,0.3170731707317073,0.3170731707317073,1.0,0.2857142857142857,,,,0.14285714285714285,0.13793103448275862,0.5,,,0.4482758620689655,0.15384615384615385,0.4921875,0.3333333333333333,0.44869320000000007,0.4589083333333333,0.43960192307692303,0.045112781954887216,0.06666666666666667,0.035211267605633804,0.2605633802816901,13.289411764705887,27.060465116279072,0.2797527047913447,1.0,2.0,1.0,2.0,16.0,3.0,9.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,0.3333333333333333,0.09090909090909091,0.006711409395973154,0.005405405405405406,0.0967741935483871,0.4,0.5,,,,,,,,,,,,,,,,,,True
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,1260.0,21,-3,37,37,14,19,7.0,74,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,1.0,4.0,,,4.0,6.0,40,,,,,,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1,,2,1.0,3,,1.0,,1.0,,1.0,,2.0,,,,2.0,1.0,,1,,4.0,,1.0,1.0,,2.0,14,,1.0,1.0,,,,,,0.25,,0.25,,,0.5,,0.3333333333333333,,,,,,17.77777777777778,,,0.058823529411764705,0.0625,0.25,,0.09523809523809523,0.05,,,,0.2,,,,,,,,0.75,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.37125,,0.36575,0.2,0.2,,0.3333333333333333,10.575,,0.3783783783783784,,,,,,1.0,1.0,,2.0,2.0,,,2.0,1.0,,,,0.14285714285714285,,1.0,0.5,,,,,,,,,,,,,,,,,,,True
913,1610612752,Larry Johnson,Larry Johnson,913,NYK,126504.0,2108,-20,3779,3775,848,1013,395.0,7554,125.0,215.0,46.0,27.0,46.0,51.0,150.0,19.0,70.0,26.0,65.0,1.0,2.0,5.0,13.0,25.0,98.0,3.0,8.0,23.0,195.0,435.0,51.0,163.0,102.0,645.0,3762,56.0,1.0,5.0,74.0,39.0,87.0,13.0,36.0,34.0,151.0,178.0,212.0,144.0,9.0,1.0,97.0,25.0,43.0,1.0,92.0,35.0,127.0,25.0,29.0,18.0,45.0,289.0,14.0,76.0,34.0,209,30.0,273,90.0,363,8.0,39.0,29.0,10.0,50.0,10.0,28.0,47.0,5.0,22.0,9.0,97.0,21.0,100.0,209,21.0,128.0,,56.0,16.0,5.0,151.0,848,15.0,0.4564102564102564,0.52046783625731,0.9411764705882353,0.3128834355828221,0.2,0.3611111111111111,0.3148148148148148,0.4482758620689655,0.4482758620689655,0.4540133779264214,0.5819672131147541,0.47560975609756095,0.49311926605504586,0.5967741935483871,0.5206896551724138,0.2725752508361204,0.006134969325153374,0.09885057471264368,0.12558139534883722,,17.7248052867595,0.5154639175257731,0.22900763358778625,0.1484375,0.05448028673835126,0.08353808353808354,0.03349282296650718,0.13388429752066117,0.049641478212906785,0.08762886597938144,0.033950617283950615,0.17041800643086816,0.13320079522862824,0.14983164983164984,0.08666666666666667,0.026578073089700997,0.3595317725752508,0.5813953488372093,0.6648936170212766,0.448,0.2508361204013378,0.34,0.37777777777777777,0.39215686274509803,0.11705685618729098,0.2714285714285714,0.2753623188405797,0.6842105263157895,0.10869565217391304,0.4,0.40625,1.0,0.16387959866220736,0.25510204081632654,0.25510204081632654,0.88,0.7540983606557377,0.03278688524590164,0.5,1.0,0.04918032786885246,0.37398373983739835,0.5869565217391305,0.10569105691056911,0.38461538461538464,0.18699186991869918,0.34782608695652173,0.6321070234113713,0.25773195876288657,0.48941761744966433,0.5185416666666666,0.4864834710743802,0.0877742946708464,0.11789473684210526,0.11472868217054263,0.23410852713178296,5.909195402298851,24.7601226993865,0.22439798888594867,30.0,34.0,3.0,48.0,10.0,7.0,17.0,16.0,28.0,6.0,5.0,17.0,29.0,20.0,1.0,0.6071428571428571,0.1,0.053784860557768925,0.0297029702970297,0.07476635514018691,0.6896551724137931,0.6521739130434783,1.0,1.0,4.0,0.014285714285714285,0.015384615384615385,0.031914893617021274,0.06666666666666667,,,,,,,,,,,True
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,64496.0,1075,-110,1926,1944,380,416,194.0,3870,115.0,193.0,64.0,24.0,34.0,19.0,79.0,12.0,26.0,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,146.0,298.0,1.0,3.0,85.0,380.0,1975,78.0,1.0,1.0,92.0,28.0,48.0,,1.0,21.0,77.0,188.0,104.0,,3.0,1.0,1.0,,21.0,1.0,16.0,2.0,18.0,1.0,10.0,1.0,5.0,38.0,23.0,78.0,57.0,179,31.0,267,103.0,370,12.0,35.0,23.0,12.0,12.0,1.0,7.0,12.0,2.0,5.0,1.0,24.0,5.0,52.0,105,18.0,122.0,,61.0,5.0,,77.0,380,14.0,0.6438356164383562,0.8034188034188035,,0.3333333333333333,1.0,,0.5,0.4899328859060403,0.5833333333333334,0.4900332225913621,0.4873417721518987,0.5714285714285714,0.5322128851540616,0.5227272727272727,0.6111111111111112,0.009966777408637873,0.3333333333333333,0.07046979865771812,0.07253886010362694,0.5,17.70446096654275,0.5,0.5,0.254985754985755,0.10469798657718121,0.25,0.11734693877551021,0.2537634408602151,0.1073326248671626,0.1574074074074074,0.11888111888111888,0.19298245614035087,0.2749003984063745,0.275,0.2236024844720497,0.0916030534351145,0.6411960132890365,0.5958549222797928,0.6424581005586593,0.6173913043478261,0.26245847176079734,0.24050632911392406,0.2638888888888889,0.7368421052631579,0.08637873754152824,0.46153846153846156,0.46153846153846156,0.75,0.0033222591362126247,1.0,1.0,,0.006644518272425249,,,,0.810126582278481,0.012658227848101266,1.0,,,0.6938775510204082,0.7058823529411765,,,0.02040816326530612,,0.6511627906976745,,0.49612599999999996,0.5369014084507042,0.5029510204081633,0.17329545454545456,0.17478510028653296,0.24210526315789474,0.2026315789473684,3.9912751677852354,38.833333333333336,0.19730010384215993,32.0,37.0,15.0,58.0,1.0,1.0,2.0,10.0,66.0,34.0,5.0,27.0,66.0,40.0,2.0,0.47435897435897434,0.08860759493670886,0.09830508474576272,0.0641025641025641,0.31343283582089554,0.6060606060606061,0.5,,,1.0,,,0.11320754716981132,0.09375,2.0,2.0,0.045454545454545456,,,,,,,,True
26,1610612752,Luc Longley,Luc Longley,26,NYK,6890.0,115,49,202,196,48,73,23.0,398,4.0,10.0,2.0,1.0,2.0,2.0,6.0,,2.0,,,,,,,,,,,,6.0,18.0,,,4.0,16.0,177,4.0,,,2.0,1.0,5.0,,,4.0,6.0,12.0,,,,,,,1.0,,,1.0,1.0,,,,,3.0,1.0,8.0,3.0,11,4.0,18,9.0,27,2.0,1.0,1.0,,2.0,,1.0,3.0,,1.0,1.0,5.0,1.0,8.0,16,,4.0,,1.0,1.0,1.0,6.0,48,2.0,1.0,1.0,,,,,,0.3333333333333333,0.2,0.3333333333333333,,0.2,0.4,0.2,0.42857142857142855,,,0.05555555555555555,0.1,,10.822510822510822,0.4,0.5,0.11827956989247312,0.10526315789473684,0.13043478260869565,0.047619047619047616,0.1206896551724138,0.09278350515463918,0.125,0.05263157894736842,0.2222222222222222,0.21052631578947367,0.05357142857142857,0.1111111111111111,0.18181818181818182,0.5555555555555556,0.4,0.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,,,,,,,,,0.5,,,,,0.4,0.5,,,,,0.5555555555555556,,0.48699444444444445,0.464075,0.4814000000000001,0.05263157894736842,0.05263157894736842,0.125,0.375,4.95,,0.2376237623762376,,,2.0,,1.0,2.0,,,5.0,2.0,,3.0,5.0,4.0,,,,0.14285714285714285,0.07894736842105263,0.2,0.8,,,,1.0,,,,,,,,,,,,,,,True
779,1610612752,Glen Rice,Glen Rice,779,NYK,59707.0,995,72,1766,1739,420,535,182.0,3505,32.0,50.0,9.0,6.0,10.0,35.0,78.0,50.0,115.0,7.0,17.0,,,1.0,2.0,24.0,75.0,13.0,3.0,13.0,117.0,243.0,31.0,92.0,75.0,402.0,1713,27.0,3.0,13.0,34.0,23.0,43.0,4.0,15.0,30.0,88.0,130.0,104.0,78.0,15.0,,75.0,24.0,11.0,,23.0,14.0,37.0,10.0,12.0,5.0,6.0,88.0,9.0,20.0,20.0,77,6.0,103,29.0,132,9.0,20.0,15.0,5.0,21.0,4.0,15.0,22.0,2.0,6.0,1.0,43.0,12.0,28.0,87,5.0,90.0,10.0,28.0,12.0,,88.0,420,11.0,0.5555555555555556,0.5701754385964912,0.8387096774193549,0.33695652173913043,0.23076923076923078,0.26666666666666666,0.33695652173913043,0.48148148148148145,0.5348837209302325,0.4880597014925373,0.3375,0.5,0.5254691689008043,0.38636363636363635,0.5821917808219178,0.2746268656716418,,0.04526748971193416,0.08,,21.073961499493414,0.4883720930232558,0.0759493670886076,0.12222222222222222,0.03231017770597738,0.11173184357541899,0.04285714285714286,0.11990111248454882,0.03498190591073583,0.04516129032258064,0.044585987261146494,0.04918032786885246,0.14112903225806453,0.13846153846153847,0.1079136690647482,0.05113636363636364,0.14925373134328357,0.64,0.6956521739130435,0.53125,0.23283582089552238,0.44871794871794873,0.4794520547945205,0.37142857142857144,0.34328358208955223,0.43478260869565216,0.4424778761061947,0.7,0.050746268656716415,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.22388059701492538,0.32,0.32,0.8333333333333334,0.225,,,,0.325,0.1724137931034483,0.6,0.034482758620689655,0.5,0.22413793103448276,0.23076923076923078,0.42388059701492536,0.32,0.4580535820895521,0.4621116666666667,0.46236034482758614,0.08033240997229917,0.1044776119402985,0.0845771144278607,0.21890547263681592,11.934979423868311,24.71630434782609,0.23782559456398641,5.0,9.0,7.0,6.0,4.0,3.0,12.0,3.0,5.0,2.0,1.0,2.0,5.0,3.0,,0.3333333333333333,0.0641025641025641,0.021551724137931036,0.034482758620689655,0.125,0.6,0.5555555555555556,,,1.0,0.017391304347826087,,0.03773584905660377,,,,,3.0,1.0,0.23076923076923078,0.6666666666666666,0.010752688172043012,,,True
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,98623.0,1644,-43,2957,2951,625,732,306.0,5908,85.0,155.0,14.0,15.0,29.0,87.0,196.0,82.0,227.0,6.0,16.0,,,,2.0,18.0,61.0,16.0,3.0,15.0,254.0,578.0,24.0,77.0,137.0,717.0,2916,49.0,6.0,16.0,73.0,48.0,115.0,3.0,17.0,47.0,152.0,186.0,322.0,60.0,12.0,,61.0,18.0,32.0,,93.0,45.0,138.0,35.0,40.0,20.0,33.0,321.0,9.0,19.0,33.0,126,5.0,164,30.0,194,10.0,57.0,43.0,14.0,74.0,10.0,44.0,46.0,9.0,30.0,12.0,120.0,25.0,35.0,80,,181.0,1.0,79.0,19.0,1.0,152.0,625,13.0,0.3661417322834646,0.3705179282868526,0.8333333333333334,0.3116883116883117,0.375,0.17647058823529413,0.3116883116883117,0.43944636678200694,0.41739130434782606,0.44274809160305345,0.5230769230769231,0.3977272727272727,0.48709239130434784,0.5367647058823529,0.4720496894409938,0.11755725190839694,,0.05536332179930796,0.07096774193548387,,25.85321655089097,0.6166666666666667,0.05102040816326531,0.11270125223613596,0.016873889875666074,0.102803738317757,0.02735562310030395,0.11049339819318972,0.019243986254295534,0.006211180124223602,0.03125,0.08076923076923077,0.11538461538461539,0.1282051282051282,0.12393162393162394,0.02967359050445104,0.2366412213740458,0.5483870967741935,0.5902777777777778,0.32941176470588235,0.29923664122137406,0.44387755102040816,0.4860335195530726,0.28735632183908044,0.3465648854961832,0.36123348017621143,0.36771300448430494,0.4878048780487805,0.024427480916030534,0.375,0.375,1.0,0.09312977099236641,0.29508196721311475,0.29508196721311475,0.7777777777777778,0.2153846153846154,,,,0.24615384615384617,0.2196969696969697,0.5172413793103449,0.015151515151515152,,0.11363636363636363,0.2,0.35419847328244275,0.29508196721311475,0.4533396183206107,0.47701976744186053,0.43460378787878784,0.1101813110181311,0.1234375,0.10181311018131102,0.21199442119944212,10.180276816608993,24.8012987012987,0.21136286777138993,9.0,25.0,5.0,6.0,10.0,5.0,8.0,17.0,11.0,2.0,6.0,3.0,11.0,7.0,1.0,0.5102040816326531,0.08673469387755102,0.02518891687657431,0.0171990171990172,0.04597701149425287,0.6363636363636364,0.6428571428571429,,,1.0,0.01762114537444934,,0.0136986301369863,0.1111111111111111,2.0,,0.030303030303030304,6.0,,0.375,0.5,,,,True
275,1610612752,Allan Houston,Allan Houston,275,NYK,101870.0,1698,-63,3055,3050,675,768,323.0,6105,25.0,59.0,5.0,6.0,13.0,74.0,169.0,149.0,301.0,13.0,28.0,1.0,3.0,2.0,4.0,49.0,122.0,14.0,12.0,32.0,248.0,529.0,62.0,150.0,146.0,828.0,3096,41.0,6.0,17.0,55.0,44.0,101.0,14.0,36.0,68.0,198.0,226.0,270.0,147.0,39.0,,122.0,49.0,30.0,,78.0,23.0,101.0,15.0,38.0,17.0,23.0,225.0,4.0,8.0,41.0,107,11.0,159,12.0,171,5.0,32.0,22.0,10.0,58.0,13.0,35.0,40.0,6.0,23.0,3.0,98.0,24.0,37.0,110,4.0,162.0,37.0,40.0,24.0,4.0,198.0,675,15.0,0.45564516129032256,0.4574898785425101,0.7903225806451613,0.41333333333333333,0.35294117647058826,0.3888888888888889,0.41333333333333333,0.46880907372400754,0.43564356435643564,0.5022091310751104,0.41379310344827586,0.4744525547445255,0.5372628726287263,0.43548387096774194,0.5617647058823529,0.22091310751104565,,0.05671077504725898,0.13559322033898305,,24.337700145560408,0.5918367346938775,0.1111111111111111,0.09377738825591586,0.007029876977152899,0.125,0.011661807580174927,0.10074880871341048,0.008102633355840648,0.01524390243902439,0.014925373134328358,0.10441767068273092,0.06419753086419754,0.11293634496919917,0.09787234042553192,0.01488095238095238,0.08689248895434462,0.423728813559322,0.49019607843137253,0.32,0.24889543446244478,0.4378698224852071,0.48366013071895425,0.32432432432432434,0.44329896907216493,0.4950166112956811,0.5050847457627119,0.5436241610738255,0.041237113402061855,0.4642857142857143,0.4642857142857143,0.9230769230769231,0.1796759941089838,0.4016393442622951,0.4016393442622951,0.7551020408163265,0.08620689655172414,0.05172413793103448,0.3333333333333333,1.0,0.2413793103448276,0.0948905109489051,0.46153846153846156,0.029197080291970802,0.5,0.23357664233576642,0.375,0.3078055964653903,0.4016393442622951,0.43538630338733436,0.45144062500000004,0.42451751824817513,0.05742296918767507,0.07104795737122557,0.06642512077294686,0.2391304347826087,13.324007561436675,24.917333333333335,0.220949263502455,1.0,15.0,7.0,2.0,8.0,6.0,15.0,6.0,5.0,3.0,1.0,1.0,6.0,2.0,1.0,0.36585365853658536,0.09467455621301775,0.0024096385542168677,0.005063291139240506,0.1935483870967742,0.3333333333333333,0.2,1.0,1.0,1.0,0.019933554817275746,,,,,,,5.0,1.0,0.35714285714285715,1.0,0.006622516556291391,,,True
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,44119.0,735,72,1322,1313,297,366,138.0,2635,54.0,80.0,26.0,16.0,20.0,31.0,80.0,13.0,33.0,,,,,,,,1.0,,,1.0,98.0,193.0,,1.0,53.0,249.0,1291,40.0,,,62.0,27.0,42.0,,1.0,21.0,75.0,140.0,56.0,,,,1.0,,11.0,,8.0,4.0,12.0,3.0,3.0,1.0,4.0,28.0,12.0,51.0,22.0,84,18.0,124,63.0,187,4.0,19.0,10.0,9.0,8.0,1.0,3.0,30.0,4.0,5.0,1.0,38.0,8.0,48.0,113,19.0,67.0,,28.0,7.0,3.0,75.0,297,14.0,0.7142857142857143,0.8641975308641975,,,,,,0.5077720207253886,0.6428571428571429,0.5051546391752577,0.6,0.627906976744186,0.5508849557522124,0.6326530612244898,0.6818181818181818,0.005154639175257732,,0.05699481865284974,0.0875,,17.83783783783784,0.21052631578947367,0.4186046511627907,0.1731958762886598,0.11233480176211454,0.16923076923076924,0.0821917808219178,0.17235772357723578,0.105,0.14655172413793102,0.08771929824561403,0.1276595744680851,0.1564245810055866,0.20754716981132076,0.16494845360824742,0.04878048780487805,0.41237113402061853,0.675,0.7397260273972602,0.6851851851851852,0.41237113402061853,0.3875,0.40789473684210525,0.6451612903225806,0.17010309278350516,0.3939393939393939,0.3939393939393939,1.0,,,,,0.005154639175257732,,,,0.65,,,,,0.46511627906976744,0.8,,,0.023255813953488372,,0.4175257731958763,,0.4534341968911918,0.5023057142857142,0.46265238095238087,0.1278538812785388,0.12844036697247707,0.24899598393574296,0.30120481927710846,6.566839378238341,38.8,0.22465960665658094,17.0,24.0,14.0,34.0,1.0,6.0,12.0,3.0,27.0,12.0,,15.0,27.0,19.0,2.0,0.6,0.05,0.12345679012345678,0.07954545454545454,0.18181818181818182,0.7037037037037037,0.6538461538461539,,,7.0,,,0.0625,0.11764705882352941,,3.0,,,,,,,,,True
