EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyFtPoints,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,SecondChanceCorner3FGM,HeaveAttempts,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,on
1110,1610612751,Mark Strickland,Mark Strickland,1110,NJN,8225.0,137.0,254.0,251.0,64.0,71.0,39.0,505.0,7.0,13.0,3.0,7.0,1.0,4.0,6.0,18.0,1.0,1.0,13.0,35.0,1.0,1.0,7.0,36.0,265.0,5.0,11.0,2.0,12.0,1.0,7.0,2.0,10.0,16.0,3.0,6.0,2.0,5.0,5.0,3.0,2.0,10.0,8.0,4.0,10.0,3.0,17.0,8.0,25.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,6.0,10.0,1.0,1.0,9.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,64.0,0.38461538461538464,0.5,1.0,1.0,1.0,0.37142857142857144,0.45454545454545453,0.14285714285714285,0.4027777777777778,0.45454545454545453,0.14285714285714285,0.45,0.5,0.14285714285714285,0.027777777777777776,0.05714285714285714,0.07692307692307693,0.25,14.666666666666666,0.75,0.25,0.10638297872340426,0.07272727272727272,0.12903225806451613,0.112,0.06299212598425197,0.06060606060606061,0.08,0.07692307692307693,0.15,0.11764705882352941,0.16,0.05,0.5,0.3611111111111111,0.5384615384615384,0.5833333333333334,0.14285714285714285,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.027777777777777776,1.0,1.0,1.0,0.6363636363636364,0.42857142857142855,0.14285714285714285,0.3888888888888889,0.4691527777777778,0.48231,0.3948,0.125,0.1282051282051282,0.3333333333333333,0.05555555555555555,10.268571428571429,24.0,0.25196850393700787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,49032.0,817.0,1556.0,1565.0,495.0,581.0,178.0,3121.0,76.0,116.0,19.0,38.0,27.0,51.0,6.0,21.0,,,97.0,188.0,,,79.0,273.0,1788.0,21.0,46.0,10.0,52.0,20.0,43.0,72.0,128.0,66.0,,36.0,16.0,22.0,29.0,12.0,7.0,65.0,48.0,26.0,95.0,7.0,128.0,64.0,192.0,8.0,22.0,14.0,19.0,5.0,21.0,40.0,71.0,122.0,10.0,6.0,98.0,10.0,42.0,53.0,39.0,53.0,30.0,72.0,495.0,0.6597938144329897,0.810126582278481,,,,0.5159574468085106,0.45652173913043476,0.46511627906976744,0.5159574468085106,0.45652173913043476,0.46511627906976744,0.5883620689655172,0.5098039215686274,0.5901639344262295,,0.0851063829787234,0.11206896551724138,0.058823529411764705,15.410764872521248,0.475,0.11666666666666667,0.17592592592592593,0.08362369337979095,0.16774193548387098,0.17410071942446043,0.08502024291497975,0.1348314606741573,0.06666666666666667,0.05555555555555555,0.19186046511627908,0.16666666666666666,0.16666666666666666,0.10666666666666667,0.5660377358490566,0.6170212765957447,0.6551724137931034,0.7378640776699029,0.6710526315789473,0.2712765957446808,0.11170212765957446,0.2857142857142857,0.2857142857142857,0.5,,,,,0.8260869565217391,0.5,0.627906976744186,0.6170212765957447,0.4999335106382979,0.5416774999999999,0.5031325581395348,0.19090909090909092,0.19090909090909092,0.19047619047619047,0.26373626373626374,4.1436170212765955,,0.3181233933161954,-206.0,16.0,15.0,32.0,7.0,7.0,3.0,15.0,1.0,8.0,8.0,3.0,14.0,3.0,5.0,9.0,12.0,14.0,15.0,0.02040816326530612,0.08982035928143713,0.09848484848484848,0.05714285714285714,0.17073170731707318,0.17073170731707318,0.29411764705882354,0.3125,0.6666666666666666,0.05263157894736842,0.5925925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,103854.0,1731.0,3326.0,3317.0,947.0,948.0,387.0,6643.0,107.0,177.0,27.0,47.0,43.0,208.0,55.0,153.0,14.0,36.0,243.0,538.0,65.0,170.0,150.0,831.0,3612.0,40.0,78.0,19.0,105.0,53.0,129.0,213.0,298.0,188.0,186.0,44.0,63.0,61.0,82.0,28.0,28.0,185.0,61.0,44.0,192.0,33.0,269.0,78.0,347.0,11.0,40.0,27.0,52.0,21.0,51.0,103.0,77.0,149.0,8.0,17.0,186.0,16.0,77.0,20.0,8.0,20.0,10.0,213.0,947.0,0.6131687242798354,0.6742081447963801,0.9538461538461539,0.38235294117647056,0.38235294117647056,0.4516728624535316,0.5128205128205128,0.4108527131782946,0.4809322033898305,0.5,0.4429347826086957,0.5210459183673469,0.5425531914893617,0.49528301886792453,0.2401129943502825,0.1171003717472119,0.1638418079096045,0.13942307692307693,23.33596421994212,0.5048543689320388,0.275,0.15828524319868095,0.04887820512820513,0.1345565749235474,0.15324675324675324,0.04728877679697352,0.05808080808080808,0.05013927576601671,0.04056795131845842,0.10084033613445378,0.17647058823529413,0.12449799196787148,0.03293413173652695,0.5,0.25,0.6045197740112994,0.722972972972973,0.5794392523364486,0.2937853107344633,0.21610169491525424,0.35947712418300654,0.3716216216216216,0.8181818181818182,0.05084745762711865,0.3888888888888889,0.3888888888888889,0.9285714285714286,0.5465116279069767,0.574468085106383,0.23369565217391305,0.4901129943502825,0.4802074152542374,0.4860513513513512,0.4732793478260869,0.1012987012987013,0.1285475792988314,0.1263537906137184,0.2563176895306859,8.558178438661711,24.9264705882353,0.28472639807576666,-89.0,25.0,81.0,50.0,21.0,14.0,5.0,14.0,3.0,13.0,5.0,8.0,31.0,9.0,9.0,19.0,14.0,9.0,19.0,0.031578947368421054,0.04142011834319527,0.04477611940298507,0.02857142857142857,0.19008264462809918,0.16666666666666666,0.3894230769230769,0.45251396648044695,0.5185185185185185,0.25925925925925924,0.5813953488372093,2.0,6.0,19.0,51.0,134.0,2.0,6.0,13.0,36.0,2.0,8.0,19.0,55.0,9.0,134.0,51.0,2.0,7.0,17.0,1.0,3.0,2.0,2.0,1.0,0.25,0.34545454545454546,0.011764705882352941,0.032679738562091505,0.014925373134328358,0.18926553672316385,0.3805970149253731,0.38636363636363635,0.9607843137254902,0.023255813953488372,0.06976744186046512,0.3333333333333333,1.0,0.10326086956521739,0.3157894736842105,0.1956521739130435,0.3611111111111111,0.3805970149253731,0.005847953216374269,,,,,,,,,,,,True
1536,1610612751,Stephen Jackson,Stephen Jackson,1536,NJN,28639.0,477.0,931.0,920.0,278.0,226.0,96.0,1851.0,30.0,48.0,6.0,13.0,13.0,23.0,26.0,49.0,4.0,17.0,60.0,120.0,11.0,39.0,28.0,181.0,995.0,6.0,16.0,4.0,19.0,15.0,29.0,59.0,72.0,48.0,33.0,6.0,10.0,34.0,35.0,19.0,11.0,71.0,10.0,9.0,29.0,9.0,47.0,15.0,62.0,,24.0,17.0,26.0,16.0,12.0,38.0,28.0,61.0,2.0,5.0,37.0,4.0,16.0,4.0,1.0,4.0,3.0,59.0,278.0,0.6,0.631578947368421,1.0,0.28205128205128205,0.28205128205128205,0.5,0.375,0.5172413793103449,0.4811320754716981,0.4411764705882353,0.5232558139534884,0.5171428571428571,0.5,0.5673076923076923,0.24528301886792453,0.08333333333333333,0.08333333333333333,0.2608695652173913,20.266412940057087,0.6842105263157895,0.2727272727272727,0.09006211180124224,0.030120481927710843,0.10843373493975904,0.09382716049382717,0.03051643192488263,0.03636363636363636,0.030927835051546393,0.024,0.05319148936170213,0.11450381679389313,0.06451612903225806,,0.75,0.3018867924528302,0.625,0.6818181818181818,0.5,0.14465408805031446,0.3081761006289308,0.5306122448979592,0.5306122448979592,0.6923076923076923,0.1069182389937107,0.23529411764705882,0.25,1.0,0.7647058823529411,0.46153846153846156,0.3023255813953488,0.5471698113207547,0.4926053797468353,0.5177692307692308,0.4901011904761906,0.09883720930232558,0.12121212121212122,0.10497237569060773,0.3259668508287293,9.325833333333332,24.76666666666667,0.29860365198711064,-31.0,10.0,4.0,14.0,1.0,1.0,4.0,3.0,2.0,7.0,1.0,1.0,10.0,3.0,2.0,11.0,3.0,1.0,12.0,0.06896551724137931,0.031914893617021274,0.029850746268656716,0.037037037037037035,0.09278350515463918,0.23809523809523808,0.17391304347826086,0.23529411764705882,0.75,0.16666666666666666,0.7692307692307693,,1.0,5.0,7.0,22.0,1.0,1.0,4.0,9.0,1.0,1.0,5.0,14.0,,22.0,7.0,1.0,,,1.0,2.0,,1.0,,1.0,0.35714285714285715,0.02564102564102564,,,0.13836477987421383,0.3181818181818182,0.3181818181818182,1.0,,0.058823529411764705,1.0,1.0,0.11627906976744186,0.2,0.20930232558139536,0.4444444444444444,0.3181818181818182,0.025,0.058823529411764705,,,,,,,,,,,True
2109,1610612751,Eddie Gill,Eddie Gill,2109,NJN,5413.0,90.0,167.0,164.0,23.0,43.0,18.0,331.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,14.0,,1.0,9.0,19.0,2.0,7.0,1.0,25.0,167.0,1.0,1.0,,5.0,1.0,2.0,3.0,8.0,10.0,6.0,,2.0,14.0,17.0,6.0,7.0,37.0,,1.0,5.0,,6.0,,6.0,,3.0,2.0,5.0,4.0,3.0,8.0,1.0,6.0,,1.0,1.0,1.0,1.0,,,,,3.0,23.0,0.4444444444444444,0.4444444444444444,1.0,0.2857142857142857,0.2857142857142857,0.47368421052631576,1.0,0.5,0.46153846153846156,0.8333333333333334,0.3333333333333333,0.4807692307692308,0.8333333333333334,0.5,0.2692307692307692,0.10526315789473684,,0.3333333333333333,17.708333333333336,0.625,,0.09803921568627451,,0.05555555555555555,0.08695652173913043,,,,,0.13333333333333333,0.07692307692307693,,,,0.07692307692307693,1.0,1.0,,0.11538461538461539,0.5384615384615384,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.038461538461538464,,,,0.3333333333333333,1.0,0.3333333333333333,0.34615384615384615,0.4211711538461539,0.5514,0.38388333333333335,0.038461538461538464,0.05263157894736842,0.2,0.12,15.305263157894734,25.985714285714288,0.1377245508982036,-4.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,0.1,0.16666666666666666,0.3333333333333333,0.5,,,1.0,,,,2.0,6.0,1.0,2.0,,1.0,1.0,2.0,,1.0,,6.0,2.0,,2.0,,,,,,,0.5,,,0.07142857142857142,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,0.6666666666666666,0.5,1.0,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,True
77,1610612751,Doug Overton,Doug Overton,77,NJN,17547.0,292.0,564.0,563.0,151.0,143.0,63.0,1127.0,7.0,16.0,,1.0,2.0,7.0,15.0,35.0,2.0,3.0,25.0,58.0,9.0,28.0,3.0,80.0,648.0,,3.0,,,4.0,10.0,21.0,20.0,30.0,18.0,,5.0,38.0,51.0,14.0,18.0,115.0,1.0,7.0,15.0,,22.0,1.0,23.0,,3.0,1.0,8.0,6.0,5.0,13.0,9.0,18.0,,2.0,5.0,,1.0,,,,,21.0,151.0,0.4,0.4,0.6666666666666666,0.32142857142857145,0.32142857142857145,0.43103448275862066,,0.4,0.4476744186046512,,0.5,0.44886363636363635,,0.5,0.32558139534883723,0.08620689655172414,0.25,0.14285714285714285,15.610510046367851,0.6153846153846154,,0.06912442396313365,0.0044444444444444444,0.1346153846153846,0.08178438661710037,0.0036363636363636364,0.0136986301369863,,,0.0641025641025641,0.08433734939759036,0.13157894736842105,,,0.18604651162790697,0.4375,0.5833333333333334,0.2857142857142857,0.08139534883720931,0.4069767441860465,0.42857142857142855,0.42857142857142855,0.5333333333333333,0.03488372093023256,0.6666666666666666,0.6666666666666666,1.0,0.25,,0.1,0.5116279069767442,0.4739726744186047,0.45881666666666665,0.4346075,0.011494252873563218,0.01694915254237288,,0.2625,12.43448275862069,25.15357142857143,0.26773049645390073,-54.0,2.0,3.0,1.0,13.0,9.0,6.0,,,2.0,2.0,,2.0,,1.0,3.0,1.0,,4.0,,,,,0.05357142857142857,0.14285714285714285,0.42857142857142855,0.5,,,1.0,,,,7.0,25.0,,1.0,4.0,10.0,,1.0,4.0,10.0,9.0,25.0,7.0,,4.0,1.0,,,,,1.0,,0.4,,,,0.29069767441860467,0.28,0.28,0.5714285714285714,,0.25,,,,,0.5,0.4,0.28,,,,,,,,,,,,,True
1975,1610612751,Jamel Thomas,Jamel Thomas,1975,NJN,1580.0,26.0,51.0,51.0,18.0,19.0,6.0,102.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,3.0,5.0,,1.0,,6.0,57.0,1.0,1.0,,2.0,1.0,3.0,2.0,,6.0,,2.0,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,2.0,2.0,,2.0,1.0,3.0,,,,,,,,,,2.0,18.0,,,,,,0.6,1.0,0.3333333333333333,0.5,1.0,0.25,0.5,1.0,0.25,0.16666666666666666,,,,14.035087719298247,1.0,,0.09090909090909091,0.05263157894736842,0.25,0.13333333333333333,0.047619047619047616,,,0.1,,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,0.16666666666666666,0.3333333333333333,,,,,,,,1.0,1.0,0.25,0.5,0.45641999999999994,0.4833,0.39946666666666664,,,0.3333333333333333,0.3333333333333333,9.46,35.0,0.35294117647058826,-9.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,0.25,,,,,,,,,,,,,,,True
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,67859.0,1131.0,2174.0,2160.0,615.0,571.0,258.0,4334.0,40.0,75.0,13.0,20.0,19.0,25.0,67.0,163.0,9.0,14.0,113.0,263.0,30.0,75.0,61.0,377.0,2386.0,16.0,38.0,6.0,44.0,24.0,63.0,89.0,138.0,88.0,75.0,24.0,19.0,62.0,77.0,24.0,24.0,169.0,28.0,22.0,91.0,6.0,119.0,35.0,154.0,2.0,42.0,26.0,30.0,21.0,9.0,39.0,36.0,66.0,3.0,1.0,72.0,4.0,32.0,13.0,8.0,14.0,10.0,89.0,615.0,0.6106194690265486,0.6831683168316832,0.8333333333333334,0.4,0.410958904109589,0.4296577946768061,0.42105263157894735,0.38095238095238093,0.46745562130177515,0.4634146341463415,0.39893617021276595,0.5067204301075269,0.5,0.4362745098039216,0.22189349112426035,0.07224334600760456,0.2,0.12,16.492776886035312,0.7692307692307693,0.08,0.11518987341772152,0.03333333333333333,0.11282051282051282,0.11472081218274112,0.0330812854442344,0.019455252918287938,0.04680851063829787,0.034482758620689655,0.08085106382978724,0.16037735849056603,0.10273972602739725,0.011834319526627219,0.7142857142857143,0.22189349112426035,0.5333333333333333,0.6666666666666666,0.475,0.07396449704142012,0.4822485207100592,0.4110429447852761,0.41358024691358025,0.7313432835820896,0.04142011834319527,0.6428571428571429,0.6428571428571429,1.0,0.4878048780487805,0.65,0.20212765957446807,0.4437869822485207,0.47157057057057056,0.46935857142857146,0.4626944444444444,0.08743169398907104,0.10996563573883161,0.11671087533156499,0.23607427055702918,12.568441064638785,26.220000000000002,0.2828886844526219,-49.0,9.0,6.0,14.0,15.0,11.0,14.0,7.0,,16.0,5.0,2.0,9.0,,4.0,15.0,6.0,5.0,2.0,,0.03211009174311927,0.022727272727272728,0.07142857142857142,0.08860759493670886,0.14285714285714285,0.24,0.2727272727272727,0.16666666666666666,0.15384615384615385,0.47368421052631576,1.0,4.0,7.0,21.0,61.0,1.0,2.0,5.0,24.0,2.0,3.0,9.0,31.0,15.0,59.0,21.0,,4.0,,,,,,,0.6666666666666666,0.2903225806451613,,0.006134969325153374,,0.1804733727810651,0.3442622950819672,0.3442622950819672,0.7619047619047619,0.024390243902439025,0.04878048780487805,0.5,1.0,0.07446808510638298,0.5714285714285714,0.2553191489361702,0.20833333333333334,0.3559322033898305,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,True
271,1610612751,Johnny Newman,Johnny Newman,271,NJN,51101.0,852.0,1650.0,1649.0,517.0,562.0,180.0,3299.0,63.0,104.0,5.0,10.0,25.0,44.0,41.0,94.0,15.0,34.0,117.0,242.0,36.0,85.0,118.0,460.0,1840.0,11.0,23.0,8.0,39.0,32.0,67.0,158.0,104.0,130.0,102.0,10.0,31.0,40.0,50.0,19.0,17.0,110.0,10.0,13.0,40.0,8.0,61.0,13.0,74.0,4.0,24.0,13.0,11.0,7.0,29.0,40.0,33.0,96.0,5.0,14.0,143.0,14.0,60.0,4.0,1.0,5.0,3.0,158.0,517.0,0.4444444444444444,0.4642857142857143,0.9444444444444444,0.4235294117647059,0.42168674698795183,0.4834710743801653,0.4782608695652174,0.47761194029850745,0.5229357798165137,0.5344827586206896,0.5102040816326531,0.5884615384615385,0.5909090909090909,0.6076923076923076,0.2599388379204893,0.128099173553719,0.17307692307692307,0.25,22.970085470085472,0.275,0.12307692307692308,0.0664451827242525,0.01718213058419244,0.07738095238095238,0.06883116883116883,0.016971279373368148,0.018867924528301886,0.01875,0.014285714285714285,0.05084745762711865,0.10504201680672269,0.08,0.029411764705882353,0.6,0.3180428134556575,0.6057692307692307,0.7325581395348837,0.38095238095238093,0.1345565749235474,0.2874617737003058,0.43617021276595747,0.44565217391304346,0.5853658536585366,0.10397553516819572,0.4411764705882353,0.46875,0.9333333333333333,0.3448275862068966,0.5,0.25510204081632654,0.5779816513761468,0.48568553846153856,0.46549814814814816,0.4648994791666667,0.16085790884718498,0.20833333333333334,0.08478260869565217,0.34347826086956523,8.724380165289254,25.16,0.31333333333333335,-124.0,13.0,13.0,58.0,10.0,9.0,4.0,3.0,,11.0,3.0,4.0,4.0,2.0,4.0,12.0,17.0,2.0,21.0,,0.016304347826086956,0.019867549668874173,,0.03208556149732621,0.06976744186046512,0.29545454545454547,0.3939393939393939,0.3076923076923077,,0.52,3.0,6.0,15.0,21.0,51.0,2.0,3.0,6.0,16.0,3.0,6.0,12.0,31.0,6.0,48.0,20.0,2.0,1.0,3.0,,1.0,,1.0,,0.5,0.3870967741935484,0.023529411764705882,0.02127659574468085,,0.1559633027522936,0.4117647058823529,0.4117647058823529,0.9523809523809523,0.10344827586206896,0.10344827586206896,0.6666666666666666,1.0,0.15306122448979592,0.4,0.16326530612244897,0.375,0.4166666666666667,,0.058823529411764705,1.0,2.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,True
1915,1610612751,Evan Eschmeyer,Evan Eschmeyer,1915,NJN,39483.0,658.0,1258.0,1248.0,220.0,182.0,154.0,2506.0,50.0,93.0,15.0,41.0,18.0,14.0,2.0,5.0,,,54.0,112.0,,,27.0,135.0,1281.0,15.0,43.0,12.0,42.0,9.0,21.0,27.0,76.0,32.0,,28.0,16.0,16.0,19.0,9.0,5.0,41.0,64.0,16.0,88.0,7.0,111.0,80.0,191.0,7.0,17.0,14.0,9.0,5.0,11.0,20.0,57.0,109.0,12.0,6.0,43.0,7.0,21.0,35.0,24.0,35.0,21.0,27.0,220.0,0.7037037037037037,0.95,,,,0.48214285714285715,0.3488372093023256,0.42857142857142855,0.48214285714285715,0.3488372093023256,0.42857142857142855,0.5192307692307693,0.40384615384615385,0.5,,0.14285714285714285,0.17204301075268819,,10.323468685478321,0.45,0.20588235294117646,0.17153996101364521,0.1292929292929293,0.12698412698412698,0.162754303599374,0.12892561983471074,0.16766467065868262,0.144,0.08866995073891626,0.19863013698630136,0.18099547511312217,0.11224489795918367,0.17073170731707318,0.6,0.8303571428571429,0.5376344086021505,0.6493506493506493,0.68,0.125,0.044642857142857144,0.4,0.4,1.0,,,,,0.9534883720930233,0.36585365853658536,0.8571428571428571,0.8303571428571429,0.5471651785714287,0.5340948717948718,0.5533571428571428,0.16666666666666666,0.16666666666666666,0.3111111111111111,0.2,1.7455357142857146,,0.17488076311605724,111.0,9.0,2.0,9.0,3.0,2.0,2.0,14.0,2.0,3.0,1.0,2.0,4.0,,2.0,3.0,4.0,11.0,7.0,0.07407407407407407,0.12727272727272726,0.14444444444444443,0.05,0.13013698630136986,0.17857142857142858,0.14285714285714285,0.14285714285714285,1.0,0.06666666666666667,0.5,,,,,,,,,,,,,,,,,,1.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
