EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyFtPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,NonShootingFoulsDrawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,TwoPtAssists,AtRimAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3Assists,LongMidRangeAssists,LostBallSteals,Technical Free Throw Trips,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,LostBallTurnovers,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct,ShortMidRangeAssists,SecondChanceTurnovers,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,OffensiveGoaltends,3SecondViolations,BlockedArc3,HeaveMakes,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1023,1610612760,Emanual Davis,Emanual Davis,1023,SEA,706.0,12.0,-5.0,23,22.0,13,12.0,3.0,45,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,18.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,13,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.625,0.4166666666666667,0.625,0.5,0.3333333333333333,1.0,26.923076923076923,0.1,0.06666666666666667,0.25,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.25,1.0,0.5,0.4272833333333334,0.3676625,1.0,16.233333333333334,24.666666666666668,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1739,1610612760,Ruben Patterson,Ruben Patterson,1739,SEA,1431.0,24.0,-5.0,45,48.0,15,15.0,5.0,93,,3.0,5.0,,,,,1.0,5.0,7.0,,1.0,12.0,43.0,1.0,1.0,,1.0,2.0,6.0,,1.0,,1.0,2.0,3.0,,,4.0,4.0,2.0,15,0.6,0.75,,,,,0.7142857142857143,1.0,0.625,0.5,0.6,0.5,0.125,,,28.0,0.05263157894736842,0.08333333333333333,,,0.625,0.6,0.6,0.6666666666666666,,,,,0.125,,,0.375,0.432375,0.4077,0.16666666666666666,12.971428571428572,26.5,0.3333333333333333,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,0.5,0.5,0.5,0.09090909090909091,0.2,0.058823529411764705,0.2,0.125,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.5325,0.3,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,608.0,10.0,9.0,22,21.0,18,19.0,4.0,43,,,,,,,,2.0,,,,2.0,1.0,24.0,,,,2.0,1.0,,,2.0,,3.0,3.0,6.0,,,1.0,1.0,1.0,18,,,,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,15.384615384615383,0.6,0.3,0.3333333333333333,,,,,,,,,,1.0,,,1.0,0.45914999999999995,0.45914999999999995,1.0,,25.9,0.8181818181818182,,,,,2.0,1.0,,,,,,1.0,,3.0,1.0,,1.0,,,2.0,,,,,,0.3333333333333333,,0.42857142857142855,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
442,1610612760,Pervis Ellison,Pervis Ellison,442,SEA,2395.0,40.0,9.0,82,80.0,42,41.0,11.0,162,1.0,,2.0,,,,,,2.0,7.0,,,6.0,69.0,1.0,2.0,,,4.0,2.0,,,3.0,6.0,10.0,12.0,,,2.0,3.0,4.0,42,0.5,1.0,,,,,0.2857142857142857,0.5,0.2857142857142857,0.5,0.375,0.6666666666666666,,0.42857142857142855,1.0,11.827956989247312,0.1935483870967742,0.19047619047619047,0.25,0.14285714285714285,0.2857142857142857,,,,,,,,,,,0.5714285714285714,0.47722857142857134,0.51485,0.6666666666666666,6.657142857142857,,0.5121951219512195,2.0,4.0,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,,13.0,,2.0,,,1.0,1.0,1.0,0.05263157894736842,0.18181818181818182,0.06896551724137931,0.125,0.15384615384615385,,0.5714285714285714,0.5,0.6666666666666666,0.5,1.0,1.0,,0.4107,,,0.6666666666666666,2.0,,3.0,,6.0,1.0,1.0,0.1,,0.1111111111111111,0.16666666666666666,1.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,0.25,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
56,1610612760,Gary Payton,Gary Payton,56,SEA,2199.0,37.0,7.0,74,74.0,34,35.0,10.0,148,2.0,1.0,3.0,,,,,,3.0,9.0,,,15.0,65.0,3.0,6.0,,,12.0,,,,1.0,2.0,2.0,3.0,2.0,,,1.0,12.0,34,,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5384615384615384,0.6666666666666666,,0.1111111111111111,,16.666666666666668,0.06896551724137931,0.05263157894736842,0.18181818181818182,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,0.4444444444444444,0.4975222222222222,0.5341333333333332,0.8,8.177777777777777,,0.4594594594594595,2.0,4.0,,,,9.0,1.0,1.0,2.0,6.0,,,,1.0,,,,2.0,,9.0,,2.0,1.0,1.0,1.0,,,0.037037037037037035,,,,0.4444444444444444,0.5,0.6666666666666666,,,,,0.3902,0.18181818181818182,0.18181818181818182,0.13333333333333333,6.0,3.0,8.0,2.0,19.0,1.0,2.0,0.1,,0.1111111111111111,,2.0,3.0,5.0,3.0,,1.0,1.0,,,,,,,1.0,0.25,,1.0,,,,0.5,0.6666666666666666,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
452,1610612760,Vin Baker,Vin Baker,452,SEA,1344.0,22.0,-1.0,43,44.0,19,20.0,6.0,87,1.0,,1.0,,,,,,3.0,6.0,,,9.0,41.0,,2.0,,,2.0,4.0,,,,3.0,4.0,5.0,,,4.0,4.0,2.0,19,0.6666666666666666,0.6666666666666666,,,,,0.5,,0.5,,0.6428571428571429,0.3333333333333333,,,,22.448979591836736,0.2,0.19047619047619047,0.25,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.6666666666666666,0.46815000000000007,0.4612,0.2222222222222222,5.116666666666666,,0.4418604651162791,3.0,4.0,,,,3.0,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,3.0,1.0,2.0,,,,0.07692307692307693,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.2857142857142857,,0.6666666666666666,0.75,0.75,0.6666666666666666,,,,,0.2857142857142857,0.2857142857142857,,2.0,1.0,1.0,,3.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,0.3333333333333333,,0.5,,1.0,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,295.0,5.0,,12,10.0,12,10.0,2.0,22,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,5.0,13.0,1.0,1.0,1.0,1.0,5.0,,3.0,1.0,,,,,,,,1.0,5.0,12,,,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,0.5,,,21.428571428571427,,,,,0.5,1.0,1.0,,,,,,0.5,,,0.5,0.437625,0.437625,1.0,15.9,25.1,1.0,,,,,1.0,,,,3.0,2.0,,,,,,,1.0,,,,,,,1.5,1.5,,,,,,,,,,,,,0.5,,,,0.6,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2106,1610612760,Ruben Wolkowyski,Ruben Wolkowyski,2106,SEA,196.0,3.0,2.0,8,6.0,8,6.0,1.0,14,,,1.0,,,,,,,1.0,,,,4.0,,1.0,,,,,,,,1.0,2.0,2.0,,,,,,8,,,,,,,,,,,,,,,,22.22222222222222,0.5,0.5,,,1.0,,,,,,,,,,,,0.3561,0.3561,,17.6,,1.0,,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,0.5,,,1.0,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1741,1610612760,Jelani McCoy,Jelani McCoy,1741,SEA,726.0,12.0,6.0,26,25.0,10,11.0,3.0,51,2.0,,,,,,,,4.0,5.0,,,8.0,17.0,1.0,1.0,,,2.0,4.0,,,,2.0,2.0,4.0,,,2.0,3.0,2.0,10,0.5,1.0,,,,,0.8,1.0,0.8,1.0,0.6666666666666666,0.5,,,,31.03448275862069,0.16666666666666666,0.13333333333333333,,0.4,,,,,,,,,,,,0.6,0.57548,0.7651,0.25,2.46,,0.38461538461538464,3.0,3.0,2.0,2.0,,,2.0,2.0,4.0,4.0,4.0,2.0,,2.0,1.0,,1.0,2.0,,2.0,,,1.0,1.0,1.0,0.5,,0.25,,0.4,,0.6,1.0,1.0,0.3333333333333333,1.0,1.0,,0.6528499999999999,,,0.5,,,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,0.3333333333333333,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,817.0,14.0,,30,28.0,18,16.0,5.0,58,,1.0,1.0,,,,,1.0,2.0,3.0,,1.0,6.0,22.0,1.0,2.0,,1.0,4.0,4.0,,,,,,1.0,2.0,2.0,,1.0,4.0,18,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6,0.5,0.25,,,17.142857142857142,,,,,0.25,1.0,1.0,1.0,,,,,0.25,,,0.75,0.6158333333333333,0.6381,0.6666666666666666,6.400000000000001,65.1,0.6,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.5713,0.2,0.25,0.3333333333333333,2.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,
