EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,PenaltyOffPossPct,on,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PtsPutbacks,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFtPoints,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveMakes,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,Corner3PctBlocked
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,33.0,1,1,1,1,1,2,1.0,1.0,1.0,1,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,1610612737,Brevin Knight,Brevin Knight,1510,ATL,33.0,1,1,1,1,1,2,,,,1,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1610612737,Andy Panko,Andy Panko,1950,ATL,33.0,1,1,1,1,1,2,,,,1,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1610612737,Dikembe Mutombo,Dikembe Mutombo,87,ATL,33.0,1,1,1,1,1,2,,,,1,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,33.0,1,1,1,1,1,2,,,,1,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,84015.0,1400,2616,2598,687,770,5214,18.0,102.0,116.0,687,0.07114624505928854,0.07432432432432433,0.08955223880597014,0.2626146788990826,False,-36.0,383.0,16.0,34.0,1.0,3.0,4.0,6.0,11.0,28.0,68.0,144.0,9.0,18.0,1.0,2.0,42.0,124.0,4.0,14.0,9.0,30.0,95.0,206.0,51.0,142.0,26.0,369.0,2606.0,8.0,14.0,4.0,14.0,28.0,13.0,38.0,10.0,32.0,21.0,77.0,58.0,132.0,114.0,39.0,1.0,123.0,42.0,10.0,2.0,127.0,27.0,154.0,18.0,9.0,33.0,26.0,68.0,335.0,5.0,7.0,2.0,81.0,3.0,14.0,4.0,56.0,25.0,31.0,49.0,9.0,36.0,21.0,5.0,13.0,4.0,70.0,4.0,18.0,35.0,94.0,1.0,3.0,2.0,34.0,5.0,2.0,13.0,5.0,1.0,4.0,5.0,2.0,1.0,77.0,20.0,0.30526315789473685,0.30526315789473685,0.7450980392156863,0.3591549295774648,0.2857142857142857,0.3125,0.3617021276595745,0.46116504854368934,0.5714285714285714,0.34210526315789475,0.492816091954023,0.5,0.4,0.5013774104683195,0.4827586206896552,0.45294117647058824,0.40804597701149425,0.014084507042253521,0.04854368932038835,0.08823529411764706,0.14285714285714285,0.020833333333333332,0.016129032258064516,14.071661237785017,0.7,0.04,0.02857142857142857,0.07506950880444857,0.006392694063926941,0.021834061135371178,0.00906344410876133,0.011811023622047244,0.0022675736961451248,0.0075,0.0273224043715847,0.06766917293233082,0.08505154639175258,0.07058823529411765,0.06451612903225806,0.02185792349726776,0.4,0.09770114942528736,0.47058823529411764,0.5161290322580645,0.4375,0.08045977011494253,0.39285714285714285,0.4583333333333333,0.18181818181818182,0.41379310344827586,0.4722222222222222,0.48226950354609927,0.29411764705882354,0.05172413793103448,0.5,0.5,1.0,0.3563218390804598,0.3387096774193548,0.3442622950819672,0.6904761904761905,0.10714285714285714,0.3333333333333333,1.0,0.5,0.2857142857142857,1.0,0.08571428571428572,0.6666666666666666,0.02857142857142857,0.5,0.42857142857142855,0.3,0.5057471264367817,0.34146341463414637,0.4709299132947977,0.4622080000000001,0.46381071428571424,0.005714285714285714,0.009615384615384616,0.07588075880758807,0.2086720867208672,14.599029126213598,25.586619718309866,,,,,,,,,,,,,,,,,,,,
1510,1610612737,Brevin Knight,Brevin Knight,1510,ATL,82058.0,1368,2711,2725,494,644,5436,31.0,139.0,161.0,494,0.13901345291479822,0.10900473933649289,0.09259259259259259,0.18222058281077094,False,-229.0,349.0,35.0,73.0,,3.0,4.0,11.0,22.0,74.0,79.0,199.0,,,,,1.0,10.0,1.0,2.0,,7.0,136.0,346.0,1.0,10.0,49.0,324.0,2878.0,9.0,21.0,1.0,2.0,21.0,25.0,56.0,,7.0,19.0,69.0,118.0,154.0,3.0,,1.0,9.0,1.0,20.0,,236.0,50.0,286.0,42.0,8.0,85.0,47.0,104.0,622.0,3.0,19.0,,107.0,1.0,22.0,2.0,95.0,47.0,48.0,50.0,22.0,41.0,34.0,2.0,9.0,3.0,84.0,6.0,12.0,55.0,138.0,,2.0,2.0,60.0,1.0,22.0,9.0,3.0,2.0,,3.0,1.0,,69.0,20.0,0.4338235294117647,0.44029850746268656,1.0,0.1,0.5,,0.1111111111111111,0.3930635838150289,0.42857142857142855,0.44642857142857145,0.3862359550561798,0.45652173913043476,0.3968253968253968,0.4205729166666667,0.45652173913043476,0.46621621621621623,0.028089887640449437,,0.057803468208092484,0.1643835616438356,0.0945945945945946,0.005025125628140704,,14.9951938481256,0.5952380952380952,0.01282051282051282,,0.10258868648130393,0.016253207869974338,0.018292682926829267,0.016504126031507877,0.01079136690647482,0.015659955257270694,0.02027027027027027,0.023809523809523808,0.08679245283018867,0.08579088471849866,0.12839506172839507,0.15384615384615385,0.010526315789473684,0.3333333333333333,0.2050561797752809,0.4794520547945205,0.5737704918032787,0.05714285714285714,0.20786516853932585,0.2972972972972973,0.3283582089552239,0.2727272727272727,0.5589887640449438,0.3969849246231156,0.398989898989899,0.6455696202531646,,,,,0.028089887640449437,0.1,0.1,1.0,0.13043478260869565,,,0.08695652173913043,0.5,1.0,0.1746031746031746,0.36363636363636365,,,0.1111111111111111,,0.23314606741573032,0.1111111111111111,0.4387171830985917,0.4266375,0.40841532258064517,0.058666666666666666,0.06027397260273973,0.06481481481481481,0.21296296296296297,12.100867052023121,30.909999999999997,4.0,3.0,1.0,,,,,,,,,,,,,,,,,
1728,1610612737,Roshown McLeod,Roshown McLeod,1728,ATL,54192.0,903,1689,1684,417,393,3373,15.0,81.0,118.0,417,0.09740259740259741,0.0936374549819928,0.14583333333333334,0.2468916518650089,False,-29.0,236.0,33.0,50.0,8.0,11.0,9.0,14.0,48.0,123.0,61.0,136.0,1.0,7.0,1.0,4.0,1.0,14.0,,3.0,,8.0,142.0,309.0,2.0,21.0,45.0,335.0,1672.0,14.0,35.0,,3.0,35.0,34.0,62.0,1.0,12.0,19.0,90.0,184.0,100.0,6.0,,,14.0,1.0,23.0,,49.0,9.0,58.0,7.0,2.0,15.0,11.0,23.0,125.0,2.0,33.0,2.0,63.0,3.0,37.0,5.0,23.0,13.0,10.0,27.0,5.0,17.0,30.0,3.0,10.0,5.0,57.0,6.0,12.0,45.0,88.0,,4.0,9.0,51.0,1.0,23.0,7.0,8.0,4.0,4.0,8.0,6.0,,90.0,7.0,0.647887323943662,0.6666666666666666,1.0,0.09523809523809523,,0.08333333333333333,0.09523809523809523,0.459546925566343,0.4,0.5483870967741935,0.4393939393939394,0.3684210526315789,0.4797297297297297,0.47714285714285715,0.4375,0.5487804878048781,0.06363636363636363,,0.0744336569579288,0.12,0.12195121951219512,0.014705882352941176,,20.6494165398275,0.47368421052631576,0.0625,0.07407407407407407,0.09278350515463918,0.04342105263157895,0.022222222222222223,0.041176470588235294,0.05,0.038834951456310676,0.044673539518900345,,0.08383233532934131,0.11538461538461539,0.07539682539682539,0.07547169811320754,0.03067484662576687,0.75,0.15151515151515152,0.66,0.75,0.6060606060606061,0.37272727272727274,0.3902439024390244,0.4444444444444444,0.4583333333333333,0.4121212121212121,0.4485294117647059,0.4552238805970149,0.819672131147541,0.021212121212121213,0.14285714285714285,0.14285714285714285,1.0,0.04242424242424243,0.07142857142857142,0.07142857142857142,1.0,0.2894736842105263,0.7272727272727273,0.375,0.07894736842105263,,,0.1891891891891892,0.6428571428571429,0.05405405405405406,0.25,0.10810810810810811,,0.21515151515151515,0.07142857142857142,0.42677887537993936,0.4694333333333333,0.43646095890410963,0.06705539358600583,0.07142857142857142,0.1044776119402985,0.26865671641791045,11.413268608414239,25.614285714285714,8.0,10.0,,7.0,2.0,0.08,,,,,,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,185438.0,3091,6014,5989,1483,1735,12003,45.0,227.0,269.0,1483,0.08687258687258688,0.07729636048526863,0.09929078014184398,0.24659128699700697,False,-302.0,793.0,107.0,194.0,9.0,16.0,37.0,63.0,117.0,316.0,248.0,543.0,20.0,59.0,2.0,9.0,104.0,255.0,11.0,27.0,28.0,69.0,472.0,1053.0,124.0,314.0,303.0,1619.0,6246.0,35.0,82.0,15.0,33.0,130.0,120.0,265.0,30.0,78.0,148.0,478.0,320.0,624.0,288.0,84.0,4.0,250.0,103.0,85.0,2.0,356.0,47.0,403.0,31.0,16.0,152.0,74.0,130.0,853.0,8.0,33.0,1.0,178.0,4.0,42.0,16.0,103.0,62.0,41.0,154.0,36.0,106.0,85.0,14.0,48.0,11.0,239.0,15.0,74.0,87.0,203.0,1.0,1.0,8.0,358.0,32.0,110.0,59.0,12.0,5.0,5.0,12.0,7.0,5.0,478.0,37.0,0.3389830508474576,0.34557235421166305,0.7741935483870968,0.39490445859872614,0.45454545454545453,0.38461538461538464,0.3967741935483871,0.4482431149097816,0.4268292682926829,0.4528301886792453,0.4813460131675201,0.5,0.48104956268221577,0.5240606460118655,0.5121951219512195,0.5543735224586288,0.22970007315288954,0.006369426751592357,0.08072174738841406,0.15979381443298968,0.13291139240506328,0.022099447513812154,0.00784313725490196,25.269822996114552,0.6443514644351465,0.021052631578947368,0.006578947368421052,0.07520067596113224,0.013084853291038858,0.018018018018018018,0.013823331085637222,0.010101010101010102,0.014534883720930232,0.013392857142857142,0.01775147928994083,0.05843071786310518,0.07300884955752213,0.08912037037037036,0.08222811671087533,0.02384500745156483,0.5833333333333334,0.14191660570592537,0.5515463917525774,0.656441717791411,0.21495327102803738,0.23116313094367227,0.370253164556962,0.42700729927007297,0.23076923076923078,0.3972201901975128,0.4567219152854512,0.4670433145009416,0.4435483870967742,0.04316020482809071,0.3389830508474576,0.3389830508474576,0.95,0.18653986832479882,0.40784313725490196,0.41106719367588934,0.7403846153846154,0.1391304347826087,0.5625,,0.23478260869565218,0.4074074074074074,0.7272727272727273,0.1836734693877551,0.5873015873015873,0.026239067055393587,0.2222222222222222,0.20116618075801748,0.4057971014492754,0.37161667885881494,0.412,0.45695066079295155,0.4496288659793814,0.4419531065088757,0.07681755829903979,0.09632224168126094,0.08029647930821494,0.29524397776405187,12.027160493827164,25.38025477707006,18.0,21.0,2.0,15.0,,0.018867924528301886,4.0,6.0,1.0,2.0,2.0,0.05217391304347826,0.6666666666666666,1.0,0.006329113924050633,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,119191.0,1987,3821,3823,918,1066,7644,61.0,355.0,535.0,918,0.18654434250764526,0.16594827586206898,0.14457831325301204,0.24025124313007065,False,-295.0,499.0,169.0,267.0,54.0,95.0,46.0,67.0,123.0,354.0,71.0,188.0,,1.0,,1.0,,1.0,,,,1.0,363.0,809.0,,2.0,155.0,881.0,4039.0,69.0,148.0,,,171.0,89.0,181.0,,2.0,58.0,236.0,448.0,278.0,,,,1.0,,58.0,,66.0,21.0,87.0,15.0,6.0,27.0,11.0,28.0,195.0,21.0,155.0,4.0,247.0,47.0,180.0,20.0,41.0,20.0,21.0,52.0,7.0,27.0,73.0,14.0,25.0,7.0,125.0,7.0,26.0,108.0,232.0,,19.0,35.0,216.0,,97.0,21.0,62.0,24.0,32.0,63.0,43.0,5.0,236.0,25.0,0.6170798898071626,0.717948717948718,,,,,,0.44870210135970334,0.46621621621621623,0.49171270718232046,0.4475955610357583,0.46621621621621623,0.48633879781420764,0.4845984598459846,0.5119760479041916,0.5339366515837104,0.002466091245376079,,0.07169344870210136,0.07865168539325842,0.096045197740113,0.015957446808510637,,23.51068667576171,0.416,0.3790322580645161,0.0449438202247191,0.16154349247874428,0.09591584158415842,0.08786610878661087,0.09487870619946091,0.11781609195402298,0.1004566210045662,0.07855973813420622,0.059782608695652176,0.16790123456790124,0.15344827586206897,0.16544117647058823,0.20081967213114754,0.05141388174807198,0.6825396825396826,0.32922318125770655,0.6329588014981273,0.6869918699186992,0.48520710059171596,0.436498150431566,0.3474576271186441,0.384375,0.6260162601626016,0.2318125770653514,0.3776595744680851,0.3837837837837838,0.9154929577464789,0.0012330456226880395,,,,0.0012330456226880395,,,,0.6418918918918919,0.5684210526315789,0.037037037037037035,,,,0.366120218579235,0.6865671641791045,0.00546448087431694,,0.00546448087431694,,0.3316892725030826,,0.44874944512947,0.486994776119403,0.4461196721311475,0.10923423423423423,0.10948081264108352,0.19409761634506242,0.26787741203178206,7.754388133498144,24.9,102.0,20.0,6.0,33.0,6.0,0.18181818181818182,,,,,8.0,,,,,1.0,1.0,1.0,,
