EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,HeaveMakes,OffensiveGoaltends,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
133,1610612766,David Wesley,David Wesley,133,CHH,151162.0,2519,105.0,4788,4777,1412.0,1196.0,641.0,9565,103.0,175.0,9.0,17.0,30.0,51.0,18.0,66.0,239.0,549.0,21.0,52.0,4.0,6.0,5.0,12.0,57.0,159.0,11.0,22.0,20.0,55.0,360.0,790.0,78.0,211.0,197.0,1151.0,4767,34.0,79.0,15.0,28.0,13.0,126.0,96.0,210.0,25.0,67.0,106.0,373.0,520.0,200.0,219.0,15.0,10.0,159.0,57.0,42.0,1.0,224.0,53.0,277.0,34.0,19.0,90.0,59.0,75.0,607.0,14.0,36.0,1.0,21.0,98.0,3.0,122.0,51.0,173.0,9.0,93.0,56.0,37.0,83.0,21.0,60.0,53.0,9.0,23.0,5.0,136.0,11.0,46.0,73.0,190.0,4.0,15.0,250.0,11.0,31.0,70.0,44.0,13.0,1.0,1.0,6.0,6.0,1.0,14.0,6.0,373.0,1412.0,33.0,0.7222222222222222,0.7323943661971831,0.9358974358974359,0.3696682464454976,0.5357142857142857,0.373134328358209,0.3696682464454976,0.45569620253164556,0.43037974683544306,0.45714285714285713,0.47652347652347654,0.5280373831775701,0.48194945848375453,0.5108695652173914,0.5434782608695652,0.5431547619047619,0.21078921078921078,0.004739336492890996,0.053164556962025315,0.14857142857142858,0.13636363636363635,0.012750455373406194,0.006289308176100629,22.30824630896651,0.6102941176470589,0.022222222222222223,0.006024096385542169,0.052072263549415514,0.01867219917012448,0.048723897911832945,0.03333333333333333,0.0514483354950281,0.02129471890971039,0.023809523809523808,0.015625,0.017543859649122806,0.04057971014492753,0.03682170542635659,0.04809286898839138,0.0655307994757536,0.043478260869565216,0.06422018348623854,0.01744186046511628,0.42857142857142855,0.17482517482517482,0.5885714285714285,0.6912751677852349,0.5728155339805825,0.06593406593406594,0.2727272727272727,0.3157894736842105,0.6111111111111112,0.5484515484515484,0.4353369763205829,0.44095940959409596,0.7949790794979079,0.05194805194805195,0.40384615384615385,0.40384615384615385,0.9523809523809523,0.15884115884115885,0.3584905660377358,0.36075949367088606,0.9298245614035088,0.1588785046728972,0.5294117647058824,0.2222222222222222,0.056074766355140186,0.6666666666666666,0.75,0.205607476635514,0.5,1.0,0.18411552346570398,0.5882352941176471,0.04332129963898917,0.4166666666666667,0.19855595667870035,0.36363636363636365,0.3856143856143856,0.3584905660377358,0.47170579420579406,0.4582493589743589,0.46557220216606504,0.0660377358490566,0.08244994110718493,0.10947002606429192,0.32406602953953084,13.896708860759496,25.100473933649287,0.29490392648287383,,,,,,,,,,True,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,138982.0,2316,159.0,4390,4376,1216.0,999.0,588.0,8766,102.0,182.0,46.0,87.0,28.0,41.0,38.0,88.0,70.0,190.0,,1.0,,1.0,,1.0,,3.0,,1.0,,3.0,210.0,460.0,,4.0,151.0,571.0,4347,59.0,120.0,,2.0,49.0,167.0,53.0,117.0,,4.0,62.0,168.0,298.0,122.0,,,78.0,2.0,,28.0,,79.0,20.0,99.0,17.0,3.0,27.0,18.0,34.0,218.0,46.0,161.0,12.0,66.0,306.0,29.0,401.0,219.0,620.0,17.0,68.0,40.0,28.0,49.0,7.0,26.0,37.0,2.0,23.0,1.0,86.0,9.0,26.0,97.0,215.0,30.0,16.0,177.0,17.0,2.0,78.0,18.0,78.0,2.0,1.0,45.0,,33.0,80.0,47.0,168.0,1216.0,30.0,0.7095238095238096,0.8713450292397661,,,,,,0.45652173913043476,0.49166666666666664,0.452991452991453,0.4525862068965517,0.48360655737704916,0.4380165289256198,0.5248618784530387,0.5798611111111112,0.5490196078431373,0.008620689655172414,,0.06086956521739131,0.10989010989010989,0.06818181818181818,0.010526315789473684,,12.338171832091017,0.5697674418604651,0.24786324786324787,0.0821917808219178,0.17515741270749857,0.09101187111362352,0.1741424802110818,0.11979166666666667,0.17497648165569143,0.09614491407338598,0.07964601769911504,0.11764705882352941,0.08204518430439953,0.12380952380952381,0.19008264462809918,0.18198529411764705,0.1599443671766342,0.176056338028169,0.16842105263157894,0.0779816513761468,0.5875,0.3922413793103448,0.5604395604395604,0.6296296296296297,0.5490196078431373,0.1896551724137931,0.4318181818181818,0.4634146341463415,0.6842105263157895,0.40948275862068967,0.3684210526315789,0.3723404255319149,0.9571428571428572,0.0021551724137931034,,,,0.00646551724137931,,,,0.7131147540983607,0.5287356321839081,0.10869565217391304,0.00819672131147541,,,0.00819672131147541,,,0.33884297520661155,0.6829268292682927,0.008264462809917356,,0.024793388429752067,,0.40086206896551724,,0.4659157667386608,0.5166350961538462,0.4515475,0.14857142857142858,0.14971209213051823,0.29246935201401053,0.29422066549912435,8.959347826086956,39.099999999999994,0.2769931662870159,1.0,1.0,1.0,4.0,7.0,3.0,0.10144927536231885,,,True,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,152523.0,2542,172.0,4802,4791,1331.0,1157.0,661.0,9593,184.0,318.0,30.0,55.0,47.0,85.0,25.0,81.0,49.0,135.0,9.0,15.0,1.0,2.0,4.0,6.0,65.0,208.0,9.0,22.0,25.0,66.0,258.0,534.0,74.0,223.0,180.0,918.0,4742,32.0,75.0,10.0,24.0,11.0,105.0,59.0,134.0,29.0,72.0,80.0,285.0,218.0,298.0,183.0,39.0,46.0,202.0,64.0,31.0,1.0,378.0,68.0,446.0,51.0,17.0,136.0,74.0,168.0,960.0,17.0,90.0,1.0,46.0,175.0,2.0,223.0,108.0,331.0,13.0,134.0,71.0,63.0,113.0,19.0,76.0,68.0,5.0,37.0,9.0,181.0,12.0,45.0,88.0,214.0,9.0,26.0,262.0,19.0,1.0,99.0,40.0,31.0,2.0,1.0,14.0,9.0,8.0,33.0,20.0,285.0,1331.0,31.0,0.42248062015503873,0.46382978723404256,0.8243243243243243,0.33183856502242154,0.4166666666666667,0.4027777777777778,0.3348623853211009,0.48314606741573035,0.4266666666666667,0.44029850746268656,0.48745046235138706,0.47474747474747475,0.4975728155339806,0.5228050171037628,0.49065420560747663,0.5438931297709924,0.29458388375165123,0.004484304932735426,0.05805243445692884,0.07547169811320754,0.07407407407407407,0.007407407407407408,0.004807692307692308,18.943598925693824,0.6243093922651933,0.015037593984962405,0.005714285714285714,0.0908147379346134,0.04660797514241326,0.10747663551401869,0.038901601830663615,0.09384288747346073,0.045185810810810814,0.06746031746031746,0.052830188679245285,0.03121516164994426,0.03910614525139665,0.09293680297397769,0.07679465776293823,0.1,0.10897435897435898,0.10344827586206896,0.034574468085106384,0.6060606060606061,0.4200792602377807,0.5786163522012578,0.6258503401360545,0.42391304347826086,0.10700132100396301,0.30864197530864196,0.3333333333333333,0.4,0.178335535006605,0.362962962962963,0.3656716417910448,0.42857142857142855,0.019815059445178335,0.6,0.6,0.8888888888888888,0.2747688243064729,0.3125,0.3140096618357488,0.8153846153846154,0.5555555555555556,0.5454545454545454,0.13333333333333333,0.020202020202020204,0.5,1.0,0.2222222222222222,0.4090909090909091,0.8888888888888888,0.41262135922330095,0.5529411764705883,0.02912621359223301,0.6666666666666666,0.32038834951456313,0.3787878787878788,0.714663143989432,0.31683168316831684,0.5145894806924102,0.5115099999999999,0.4926470149253731,0.11827956989247312,0.16123778501628663,0.11437908496732026,0.3104575163398693,6.160674157303371,26.54977578475337,0.2771761765930862,5.0,1.0,1.0,9.0,1.0,1.0,0.0379746835443038,1.0,1.0,True,,
1924,1610612766,Lee Nailon,Lee Nailon,1924,CHH,7092.0,118,28.0,232,223,103.0,111.0,39.0,455,8.0,15.0,3.0,5.0,4.0,8.0,3.0,11.0,6.0,12.0,,,,,,,,,,,,,17.0,38.0,,,3.0,37.0,201,4.0,9.0,,,3.0,11.0,6.0,13.0,,,,12.0,24.0,10.0,,,6.0,,,1.0,,2.0,,2.0,,,,,2.0,4.0,1.0,7.0,1.0,3.0,15.0,,18.0,9.0,27.0,,3.0,1.0,2.0,2.0,,,3.0,,2.0,2.0,5.0,,2.0,8.0,13.0,2.0,1.0,4.0,,,2.0,,1.0,,,,,1.0,1.0,,12.0,103.0,,0.7058823529411765,0.8571428571428571,,,,,,0.4473684210526316,0.4444444444444444,0.46153846153846156,0.4473684210526316,0.4444444444444444,0.46153846153846156,0.4625,0.5,0.46153846153846156,,,0.02631578947368421,,0.09090909090909091,,,16.483516483516485,0.4,,0.07142857142857142,0.15,0.07368421052631578,0.15,0.058823529411764705,0.15,0.07142857142857142,,0.125,0.08695652173913043,0.07142857142857142,0.18181818181818182,0.07407407407407407,0.175,0.125,0.25,,,0.39473684210526316,0.5333333333333333,0.5333333333333333,0.375,0.2894736842105263,0.2727272727272727,0.3,1.0,0.3157894736842105,0.5,0.5,1.0,,,,,,,,,0.5555555555555556,0.6,,,,,,,,0.6153846153846154,0.5,,,,,0.39473684210526316,,0.4622921052631578,0.5152,0.4836615384615385,0.05,0.05,0.2972972972972973,0.32432432432432434,7.781578947368421,,0.44396551724137934,,,,,,,,,,True,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,179521.0,2992,161.0,5658,5646,1682.0,1446.0,760.0,11304,164.0,280.0,25.0,46.0,43.0,80.0,121.0,286.0,185.0,533.0,31.0,75.0,4.0,8.0,10.0,19.0,72.0,214.0,7.0,25.0,17.0,67.0,470.0,1099.0,103.0,289.0,279.0,1528.0,5588,43.0,113.0,11.0,33.0,20.0,139.0,118.0,286.0,27.0,86.0,137.0,454.0,502.0,438.0,276.0,33.0,44.0,213.0,72.0,79.0,1.0,352.0,59.0,411.0,47.0,12.0,145.0,69.0,138.0,881.0,9.0,82.0,1.0,78.0,357.0,49.0,484.0,92.0,576.0,22.0,84.0,57.0,27.0,118.0,26.0,68.0,93.0,15.0,50.0,8.0,211.0,20.0,61.0,96.0,185.0,7.0,30.0,364.0,23.0,9.0,133.0,56.0,11.0,2.0,2.0,7.0,1.0,3.0,13.0,7.0,454.0,1682.0,17.0,0.5340425531914894,0.5602678571428571,0.8932038834951457,0.356401384083045,0.3333333333333333,0.313953488372093,0.3576388888888889,0.42766151046405826,0.3805309734513274,0.4125874125874126,0.4499279538904899,0.4075342465753425,0.4260752688172043,0.49002574002574,0.439873417721519,0.4892008639308855,0.20821325648414984,0.0034602076124567475,0.0718835304822566,0.15,0.1048951048951049,0.013133208255159476,0.004672897196261682,26.886145404663925,0.5592417061611374,0.3081761006289308,0.0049504950495049506,0.15803452855245684,0.03590192644483362,0.1541501976284585,0.018072289156626505,0.15732368896925858,0.03271028037383177,0.06060606060606061,0.024115755627009645,0.02902621722846442,0.017114914425427872,0.11477987421383648,0.1791907514450867,0.17185821697099893,0.15119363395225463,0.16279069767441862,0.030344827586206897,0.5384615384615384,0.2017291066282421,0.5857142857142857,0.6890756302521008,0.5548780487804879,0.20605187319884727,0.4230769230769231,0.47265625,0.5206611570247934,0.3840057636887608,0.34709193245778613,0.3517110266159696,0.5243243243243243,0.05403458213256484,0.41333333333333333,0.41333333333333333,0.9032258064516129,0.15417867435158503,0.3364485981308411,0.3380281690140845,0.8888888888888888,0.3150684931506849,0.5434782608695652,0.12,0.0547945205479452,0.5,0.75,0.17123287671232876,0.28,0.8571428571428571,0.21505376344086022,0.5375,0.051075268817204304,0.5263157894736842,0.18010752688172044,0.2537313432835821,0.4099423631123919,0.3380281690140845,0.45661620938628183,0.46136732283464554,0.44274635135135126,0.08878504672897196,0.11000827129859388,0.09096858638743456,0.29712041884816753,11.229572338489536,25.41695501730104,0.29727819017320606,1.0,1.0,,2.0,1.0,4.0,0.02247191011235955,,1.0,True,,
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,31603.0,527,27.0,992,998,334.0,351.0,124.0,1990,38.0,49.0,5.0,9.0,12.0,15.0,12.0,34.0,36.0,78.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,,,,1.0,86.0,161.0,2.0,3.0,24.0,202.0,978,12.0,26.0,1.0,1.0,4.0,31.0,25.0,46.0,2.0,3.0,5.0,61.0,142.0,30.0,6.0,,14.0,,,2.0,,17.0,,17.0,,,7.0,2.0,8.0,34.0,8.0,21.0,,10.0,49.0,,59.0,29.0,88.0,4.0,20.0,16.0,4.0,8.0,1.0,4.0,4.0,1.0,4.0,,12.0,3.0,3.0,15.0,24.0,2.0,1.0,33.0,3.0,,15.0,3.0,10.0,,,4.0,4.0,2.0,10.0,4.0,61.0,334.0,1.0,0.8255813953488372,0.8987341772151899,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5341614906832298,0.46153846153846156,0.5434782608695652,0.5426829268292683,0.5,0.5714285714285714,0.5642458100558659,0.5166666666666667,0.5754716981132075,0.018292682926829267,,0.012422360248447204,0.02040816326530612,0.029411764705882353,,,16.739702015775634,0.6666666666666666,,,0.11951219512195121,0.05223880597014925,0.11494252873563218,0.11267605633802817,0.11871227364185111,0.0613107822410148,0.042105263157894736,0.04918032786885246,0.05945945945945946,0.1,0.09848484848484848,0.08823529411764706,0.1534090909090909,0.08196721311475409,0.19230769230769232,0.0547945205479452,0.4,0.29878048780487804,0.7755102040816326,0.7916666666666666,0.7631578947368421,0.2073170731707317,0.35294117647058826,0.36363636363636365,0.75,0.47560975609756095,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.012195121951219513,1.0,1.0,1.0,0.006097560975609756,,,,0.3333333333333333,0.5555555555555556,,0.037037037037037035,1.0,1.0,,,,0.30612244897959184,0.8,0.04081632653061224,1.0,0.02040816326530612,,0.3170731707317073,,0.4779349693251534,0.46925789473684204,0.49203749999999996,0.08522727272727272,0.08670520231213873,0.15346534653465346,0.30198019801980197,10.229813664596277,31.100000000000005,0.33669354838709675,1.0,,,,,,0.18181818181818182,,,True,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,44743.0,746,52.0,1414,1424,641.0,518.0,192.0,2838,55.0,94.0,19.0,37.0,32.0,45.0,9.0,40.0,8.0,31.0,,,,,,,,1.0,,,,1.0,72.0,165.0,,1.0,65.0,209.0,1391,19.0,43.0,,,26.0,64.0,40.0,71.0,,1.0,39.0,119.0,116.0,28.0,,,24.0,,,15.0,,12.0,8.0,20.0,7.0,1.0,4.0,1.0,7.0,48.0,13.0,52.0,2.0,22.0,92.0,12.0,126.0,67.0,193.0,4.0,14.0,10.0,4.0,15.0,1.0,5.0,24.0,4.0,10.0,6.0,39.0,5.0,18.0,44.0,90.0,14.0,10.0,99.0,7.0,,38.0,15.0,58.0,,,37.0,7.0,14.0,58.0,44.0,119.0,641.0,9.0,0.8055555555555556,0.9666666666666667,,,,,,0.43636363636363634,0.4418604651162791,0.5633802816901409,0.43373493975903615,0.4418604651162791,0.5555555555555556,0.49292452830188677,0.5517241379310345,0.5891089108910891,0.006024096385542169,,0.09090909090909091,0.0851063829787234,0.15,0.03225806451612903,,15.249088699878493,0.38461538461538464,0.26666666666666666,0.03636363636363636,0.15889464594127806,0.09352517985611511,0.176,0.104,0.16193181818181818,0.09544787077826726,0.1476510067114094,0.072,0.07446808510638298,0.0891089108910891,0.22459893048128343,0.125,0.12916666666666668,0.16842105263157894,0.2,0.05194805194805195,0.7586206896551724,0.5662650602409639,0.5851063829787234,0.6395348837209303,0.7454545454545455,0.24096385542168675,0.225,0.2647058823529412,1.0,0.18674698795180722,0.25806451612903225,0.26666666666666666,1.0,,,,,0.006024096385542169,,,,0.8604651162790697,0.5135135135135135,0.3684210526315789,,,,,,,0.625,0.7111111111111111,,,0.013888888888888888,,0.572289156626506,,0.4988127272727273,0.5446558823529412,0.5105056338028169,0.19289340101522842,0.19387755102040816,0.3062200956937799,0.569377990430622,5.24121212121212,58.2,0.4533239038189533,1.0,,,4.0,1.0,,0.16666666666666666,,2.0,True,,
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,17406.0,290,18.0,553,549,228.0,210.0,68.0,1102,7.0,16.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,8.0,,2.0,,,,,8.0,20.0,,1.0,3.0,5.0,12.0,29.0,8.0,22.0,24.0,72.0,536,1.0,5.0,,1.0,2.0,4.0,5.0,10.0,3.0,5.0,15.0,34.0,20.0,4.0,24.0,,2.0,20.0,8.0,3.0,,29.0,2.0,31.0,2.0,,10.0,6.0,13.0,64.0,2.0,5.0,,6.0,19.0,,25.0,7.0,32.0,,16.0,10.0,6.0,5.0,1.0,1.0,2.0,,4.0,,7.0,2.0,4.0,14.0,23.0,,1.0,27.0,1.0,6.0,9.0,2.0,5.0,,,2.0,1.0,2.0,5.0,5.0,34.0,228.0,4.0,0.8333333333333334,0.9090909090909091,1.0,0.36363636363636365,,0.6,0.36363636363636365,0.41379310344827586,0.2,0.5,0.47058823529411764,0.16666666666666666,0.6333333333333333,0.5491803278688525,0.2857142857142857,0.7045454545454546,0.43137254901960786,,0.10344827586206896,0.125,0.2,,,10.776545166402537,0.7142857142857143,,,0.08636363636363636,0.02336448598130841,0.12,0.03571428571428571,0.09259259259259259,0.025925925925925925,0.016129032258064516,0.017857142857142856,0.03125,0.043478260869565216,0.04918032786885246,0.06896551724137931,0.1188118811881188,0.11627906976744186,0.14285714285714285,,1.0,0.3137254901960784,0.4375,0.5,0.7142857142857143,0.09803921568627451,0.4,0.5,1.0,0.1568627450980392,0.375,0.375,1.0,0.0392156862745098,,,,0.39215686274509803,0.4,0.4,1.0,0.6666666666666666,0.25,,,,,0.16666666666666666,,,0.2,0.6666666666666666,,,0.3333333333333333,0.6,0.7450980392156863,0.4,0.5061598039215686,0.58838,0.47535666666666665,0.15254237288135594,0.24324324324324326,0.05555555555555555,0.4722222222222222,7.0137931034482754,25.818181818181817,0.41229656419529837,,,,,,,,,,True,,
901,1610612766,Otis Thorpe,Otis Thorpe,901,CHH,24713.0,412,16.0,763,777,228.0,266.0,87.0,1540,22.0,35.0,9.0,14.0,3.0,6.0,8.0,24.0,9.0,27.0,,,,,,,,,,,,,39.0,86.0,,,10.0,88.0,748,9.0,17.0,,,3.0,21.0,11.0,20.0,,,3.0,25.0,56.0,22.0,,,16.0,,,3.0,,11.0,3.0,14.0,3.0,,6.0,5.0,,31.0,4.0,31.0,,9.0,45.0,12.0,66.0,35.0,101.0,3.0,7.0,3.0,4.0,7.0,6.0,4.0,12.0,1.0,3.0,1.0,19.0,2.0,6.0,32.0,71.0,13.0,4.0,12.0,2.0,,6.0,1.0,5.0,,,1.0,,4.0,5.0,1.0,25.0,228.0,9.0,0.717948717948718,0.9032258064516129,,,,,,0.45348837209302323,0.5294117647058824,0.55,0.45348837209302323,0.5294117647058824,0.55,0.4835164835164835,0.5833333333333334,0.5681818181818182,,,0.03488372093023256,0.05714285714285714,0.041666666666666664,,,12.746234067207414,0.3684210526315789,0.42857142857142855,,0.16304347826086957,0.09904153354632587,0.1232876712328767,0.06451612903225806,0.15472779369627507,0.09333333333333334,0.16,0.07692307692307693,0.08163265306122448,0.057692307692307696,0.14285714285714285,0.19767441860465115,0.15,0.10714285714285714,0.17647058823529413,0.06818181818181818,0.2,0.4069767441860465,0.6285714285714286,0.6666666666666666,0.5909090909090909,0.27906976744186046,0.3333333333333333,0.34782608695652173,0.75,0.313953488372093,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.8235294117647058,0.6428571428571429,,,,,,,,0.3,0.5,,,,,0.4069767441860465,,0.4654162790697674,0.5340764705882354,0.43631000000000003,0.06666666666666667,0.06666666666666667,0.23863636363636365,0.2840909090909091,8.010465116279072,,0.29882044560943644,,,,1.0,,,0.1,,,True,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,109486.0,1825,93.0,3438,3420,727.0,552.0,452.0,6858,103.0,190.0,27.0,47.0,20.0,40.0,129.0,318.0,43.0,130.0,,,,,,,,4.0,,1.0,,,275.0,638.0,,4.0,194.0,744.0,3381,51.0,96.0,,1.0,25.0,127.0,51.0,113.0,,,48.0,150.0,406.0,144.0,,,42.0,3.0,,43.0,1.0,53.0,28.0,81.0,21.0,7.0,22.0,6.0,25.0,190.0,21.0,101.0,6.0,54.0,275.0,24.0,353.0,128.0,481.0,23.0,51.0,31.0,20.0,47.0,5.0,16.0,54.0,6.0,31.0,12.0,101.0,15.0,15.0,94.0,205.0,21.0,29.0,282.0,12.0,,130.0,17.0,105.0,,,58.0,5.0,42.0,105.0,70.0,150.0,727.0,14.0,0.7381818181818182,0.7992125984251969,,,,,,0.43103448275862066,0.53125,0.45132743362831856,0.42834890965732086,0.5257731958762887,0.45132743362831856,0.47876447876447875,0.5427350427350427,0.487012987012987,0.006230529595015576,0.25,0.06739811912225706,0.07894736842105263,0.08490566037735849,0.007692307692307693,0.25,22.09916939340549,0.46534653465346537,0.26666666666666666,0.04838709677419355,0.19600855310049894,0.07152974504249292,0.17252396166134185,0.07394366197183098,0.19172494172494173,0.07193396226415094,0.09562841530054644,0.05707196029776675,0.06687402799377916,0.07327586206896551,0.14324324324324325,0.22958057395143489,0.20344827586206896,0.1956521739130435,0.10843373493975904,0.07210031347962383,0.6666666666666666,0.29595015576323985,0.5421052631578948,0.5885714285714285,0.6601941747572816,0.4953271028037383,0.4056603773584906,0.44329896907216493,0.7364341085271318,0.20249221183800623,0.33076923076923076,0.3333333333333333,0.9302325581395349,,,,,0.006230529595015576,,,,0.4845360824742268,0.574468085106383,0.2962962962962963,,,,0.010309278350515464,,,0.35398230088495575,0.5,,,,,0.30218068535825543,,0.4362529641185646,0.47537317073170726,0.431816814159292,0.17105263157894737,0.17195767195767195,0.17069892473118278,0.20161290322580644,7.983385579937308,28.55,0.21146015125072717,1.0,,,5.0,,2.0,0.07692307692307693,,,True,,
