EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,FG3APct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangePctBlocked,OffCorner3ReboundPct,HeaveAttempts,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
1562,1610612764,Gerard King,Gerard King,1562,WAS,2123.0,35,-4,73,74,37,56,9,147,3.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,6.0,14,3.0,15.0,66,1.0,2.0,1.0,3.0,2.0,7,3.0,7.0,6.0,6.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,7.0,37,0.5,0.6,0.42857142857142855,0.5,0.2857142857142857,0.42857142857142855,0.5,0.2857142857142857,0.46875,0.5,0.3888888888888889,21.42857142857143,0.041666666666666664,0.09375,0.03225806451612903,0.08333333333333333,0.10526315789473684,0.1111111111111111,0.07142857142857142,0.21428571428571427,1.0,1.0,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.35714285714285715,0.2,0.2,0.5,1.0,0.14285714285714285,1.0,0.21428571428571427,0.40012857142857144,0.47975,0.40467142857142857,0.06666666666666667,0.06666666666666667,0.2,0.4666666666666667,10.242857142857142,0.5068493150684932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1732,1610612764,Felipe Lopez,Felipe Lopez,1732,WAS,1004.0,17,-2,34,35,16,14,5,69,3.0,4.0,,,2.0,2.0,1.0,1.0,1.0,1.0,5.0,6,4.0,14.0,31,,,,,4.0,4,2.0,10.0,2.0,8.0,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,2.0,2.0,,5.0,3.0,,10.0,16,0.2,0.2,0.8333333333333334,,1.0,0.625,,1.0,0.7,,1.0,27.5,0.1111111111111111,,0.08333333333333333,,,,,0.5,0.75,0.75,0.3333333333333333,0.125,1.0,1.0,,0.125,1.0,1.0,,,0.5,1.0,0.75,0.5743562499999999,0.5337,0.5555749999999999,0.3,0.375,,0.7142857142857143,5.516666666666666,0.47058823529411764,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.125,0.125,1.0,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,14455.0,241,-37,455,452,142,78,70,907,30.0,48.0,5.0,10.0,9.0,16.0,10.0,22.0,,1.0,40.0,71,29.0,109.0,503,8.0,15.0,6.0,22.0,13.0,23,8.0,34.0,54.0,26.0,6.0,19.0,25.0,38.0,20.0,58.0,6.0,3.0,1.0,16.0,31.0,7.0,19.0,6.0,67.0,33.0,4.0,34.0,142,0.675,0.7297297297297297,0.5633802816901409,0.5333333333333333,0.5652173913043478,0.5633802816901409,0.5333333333333333,0.5652173913043478,0.5396039603960396,0.5,0.5151515151515151,24.858757062146893,0.1592356687898089,0.11801242236024845,0.15165876777251186,0.11235955056179775,0.08620689655172414,0.10909090909090909,0.1956521739130435,0.676056338028169,0.625,0.6818181818181818,0.7333333333333333,0.30985915492957744,0.45454545454545453,0.5,0.5,0.014084507042253521,,,0.6666666666666666,0.5,0.6956521739130435,0.5625,0.676056338028169,0.5146985915492958,0.5094357142857142,0.48560000000000003,0.3402061855670103,0.3402061855670103,0.2018348623853211,0.3119266055045872,3.2295774647887323,0.3120879120879121,,,,,,,3.0,15.0,9.0,8.0,7.0,,0.4838709677419355,0.15873015873015872,,,,,6.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,7.0,6.0,2.0,6.0,3.0,4.0,3.0,2.0,13.0,8.0,5.0,13.0,6.0,1.0,1.0,0.08450704225352113,0.08333333333333333,0.09090909090909091,0.6,0.12962962962962962,0.058823529411764705,0.16666666666666666,0.07142857142857142,0.125,0.14285714285714285,0.08333333333333333,0.08,0.46153846153846156,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,4075.0,68,16,140,139,42,33,14,279,4.0,5.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,5.0,8.0,17,5.0,30.0,132,1.0,2.0,1.0,6.0,4.0,6,2.0,13.0,10.0,6.0,2.0,2.0,6.0,6.0,3.0,9.0,3.0,2.0,,1.0,2.0,1.0,6.0,,8.0,3.0,1.0,13.0,42,0.625,0.7142857142857143,0.47058823529411764,0.5,0.6666666666666666,0.5,0.625,0.6111111111111112,0.5172413793103449,0.6,0.65,19.871794871794872,0.10909090909090909,0.041666666666666664,0.08823529411764706,0.03508771929824561,0.05555555555555555,,0.1935483870967742,0.2,0.8,0.8,0.5,0.28,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,0.2,0.2,0.25,1.0,0.3333333333333333,0.6666666666666666,0.52,0.507926,0.5078125,0.561661111111111,0.10714285714285714,0.15,0.2,0.43333333333333335,9.311764705882354,0.3,1.0,7.0,1.0,8.0,2.0,7.0,1.0,1.0,1.0,,,0.32,0.5,,0.04,0.28,0.25,24.975,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,0.07142857142857142,,,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,9.0,3.0,1.0,1.0,0.375,0.5,0.3333333333333333,0.375,0.16666666666666666,1.0,0.42857142857142855,0.42857142857142855,1.0,0.25,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1919,1610612764,Laron Profit,Laron Profit,1919,WAS,36267.0,604,-62,1189,1198,463,344,174,2387,39.0,64.0,7.0,14.0,13.0,19.0,6.0,31.0,4.0,21.0,49.0,116,33.0,152.0,1296,7.0,16.0,3.0,23.0,17.0,37,15.0,64.0,44.0,54.0,8.0,17.0,35.0,46.0,18.0,64.0,36.0,12.0,8.0,15.0,46.0,24.0,43.0,2.0,45.0,19.0,5.0,64.0,463,0.4489795918367347,0.4888888888888889,0.4224137931034483,0.4375,0.4594594594594595,0.41901408450704225,0.5263157894736842,0.44545454545454544,0.4662576687116564,0.5476190476190477,0.49230769230769234,15.090252707581227,0.08293838862559241,0.03837471783295711,0.07763401109057301,0.03557312252964427,0.031055900621118012,0.012269938650306749,0.10714285714285714,0.4507042253521127,0.609375,0.6964285714285714,0.46153846153846156,0.21830985915492956,0.1935483870967742,0.3,0.3333333333333333,0.14788732394366197,0.19047619047619047,0.19047619047619047,0.7368421052631579,0.5,0.34545454545454546,0.6842105263157895,0.6338028169014085,0.48480460992907803,0.52905,0.4783564814814814,0.12025316455696203,0.14393939393939395,0.1513157894736842,0.42105263157894735,6.057758620689655,0.3894028595458368,4.0,22.0,3.0,26.0,3.0,22.0,24.0,31.0,8.0,15.0,3.0,0.18309859154929578,0.6739130434782609,0.08904109589041095,0.028169014084507043,0.15492957746478872,0.15789473684210525,25.730769230769226,19.0,82.0,7.0,89.0,3.0,32.0,16.0,185.0,1.0,7.0,4.0,4.0,23.0,,2.0,3.0,,11.0,4.0,6.0,11.0,6.0,,1.0,0.16379310344827586,0.125,0.3548387096774194,0.125,0.058823529411764705,0.015873015873015872,0.08403361344537816,0.020833333333333332,0.037037037037037035,0.06666666666666667,0.034482758620689655,0.06060606060606061,0.5454545454545454,0.14285714285714285,,5.0,2.0,4.0,15.0,7.0,2.0,5.0,18.0,18.0,5.0,,0.8571428571428571,0.2692307692307692,0.6666666666666666,0.2777777777777778,0.2692307692307692,,0.5,0.22727272727272727,0.23809523809523808,0.8,,0.6666666666666666,1.0,0.2727272727272727,0.26666666666666666,0.22727272727272727,2.0,1.0,3.0,3.0,1.0,4.0,34.0,1.0,6.0,0.038461538461538464,0.045454545454545456,0.5,0.5,1.0,0.05454545454545454,0.3333333333333333,,,,,,,True,,,,,,,,,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,2028.0,34,-7,76,79,43,57,11,155,1.0,2.0,,,1.0,2.0,,,2.0,4.0,3.0,6,1.0,13.0,79,,,,,2.0,4,1.0,8.0,2.0,4.0,,,,1.0,,1.0,4.0,,,1.0,5.0,2.0,4.0,,2.0,1.0,,8.0,43,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5454545454545454,,0.5833333333333334,0.5416666666666666,,0.5714285714285714,18.88888888888889,,,0.03571428571428571,,,,,0.18181818181818182,0.5,0.5,,,,,,0.36363636363636365,0.5,0.6666666666666666,,,0.3333333333333333,0.5,0.6363636363636364,0.4371136363636363,0.4659,0.42887499999999995,0.08333333333333333,0.14285714285714285,,0.6153846153846154,14.183333333333332,0.5657894736842105,1.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0,3.0,,0.45454545454545453,0.8,,0.09090909090909091,0.36363636363636365,1.0,25.56,1.0,7.0,,7.0,,5.0,2.0,14.0,,1.0,,,3.0,1.0,,1.0,,,,,,,,,0.16666666666666666,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,1.0,,,1.0,2.0,,1.0,2.0,6.0,1.0,,1.0,0.4,,0.5,0.4,,0.5,0.25,0.25,1.0,,,,0.16666666666666666,,0.25,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,1.0,0.16666666666666666,1.0,0.25,,,,,,True,,,,,,,,,,,
63,1610612764,Michael Smith,Michael Smith,63,WAS,17478.0,291,-42,592,598,223,154,88,1190,15.0,30.0,5.0,10.0,4.0,8.0,3.0,12.0,,2.0,18.0,44,28.0,64.0,642,6.0,12.0,4.0,16.0,4.0,12,12.0,20.0,20.0,16.0,10.0,25.0,61.0,84.0,30.0,114.0,11.0,2.0,1.0,7.0,13.0,12.0,29.0,2.0,41.0,17.0,5.0,20.0,223,0.5555555555555556,0.7692307692307693,0.4090909090909091,0.5,0.3333333333333333,0.4090909090909091,0.5,0.3333333333333333,0.5079365079365079,0.5714285714285714,0.47619047619047616,10.951008645533141,0.28110599078341014,0.11160714285714286,0.2867647058823529,0.10546875,0.07894736842105263,0.09411764705882353,0.29347826086956524,0.6818181818181818,0.5,0.6,0.6666666666666666,0.2727272727272727,0.25,0.2727272727272727,,0.045454545454545456,,,0.8333333333333334,0.5,0.6666666666666666,0.5,0.6818181818181818,0.5323863636363637,0.5777727272727272,0.577075,0.29310344827586204,0.29310344827586204,0.25,0.3125,3.7454545454545456,0.3766891891891892,,,,,,,9.0,6.0,2.0,4.0,3.0,,0.46153846153846156,0.23529411764705882,,,,,6.0,17.0,5.0,22.0,4.0,10.0,2.0,49.0,2.0,17.0,6.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,,,0.13636363636363635,0.16666666666666666,0.08333333333333333,0.375,0.3090909090909091,0.0625,0.1746031746031746,,0.3157894736842105,0.275,0.4,0.25,1.0,,,,,,,,,,,,,3.0,,,,,,0.1,,,,,,,,,,,,,,,,1.0,5.0,,5.0,,,,,,,,,0.2222222222222222,,,,,True,,,,,,,,,,,
461,1610612764,Popeye Jones,Popeye Jones,461,WAS,13194.0,220,2,429,435,199,134,63,864,9.0,15.0,4.0,8.0,6.0,7.0,5.0,17.0,5.0,15.0,19.0,47,17.0,58.0,460,7.0,12.0,6.0,20.0,10.0,18,13.0,33.0,26.0,12.0,8.0,18.0,34.0,43.0,21.0,64.0,8.0,3.0,2.0,4.0,8.0,13.0,24.0,2.0,21.0,6.0,5.0,33.0,199,0.6842105263157895,0.8666666666666667,0.40425531914893614,0.5833333333333334,0.5555555555555556,0.41,0.5833333333333334,0.5,0.48333333333333334,0.6666666666666666,0.5892857142857143,13.518886679920476,0.22077922077922077,0.10650887573964497,0.20707070707070707,0.10050251256281408,0.109375,0.09523809523809523,0.2465753424657534,0.3,0.6,0.6,0.5555555555555556,0.34,0.29411764705882354,0.29411764705882354,0.8,0.3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.35,0.8571428571428571,0.36,0.4576418367346939,0.5409272727272728,0.48675,0.10909090909090909,0.11538461538461539,0.3448275862068966,0.5689655172413793,9.374468085106383,0.46386946386946387,2.0,1.0,,3.0,,,5.0,4.0,1.0,6.0,1.0,0.06,0.5,0.16981132075471697,0.04,0.02,,29.63333333333333,,15.0,1.0,16.0,1.0,11.0,1.0,33.0,2.0,7.0,2.0,,3.0,,,,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,0.25,0.1590909090909091,0.06666666666666667,0.11904761904761904,,0.25,0.1935483870967742,0.07692307692307693,,0.3333333333333333,0.25,,,,,1.0,1.0,,,2.0,3.0,,1.0,1.0,0.3333333333333333,,,0.5,0.047619047619047616,0.8,,,,,,,0.05,,,1.0,,1.0,,,,3.0,,3.0,,,0.5,0.5,1.0,0.05,,,0.3333333333333333,1.0,,,,True,,,,,,,,,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,23358.0,389,-62,752,757,255,190,108,1509,35.0,44.0,5.0,6.0,13.0,15.0,44.0,90.0,24.0,52.0,103.0,186,55.0,273.0,862,16.0,25.0,7.0,39.0,37.0,75,24.0,101.0,86.0,120.0,10.0,14.0,15.0,23.0,16.0,39.0,10.0,4.0,6.0,15.0,40.0,10.0,26.0,6.0,64.0,28.0,6.0,101.0,255,0.4174757281553398,0.4387755102040816,0.553763440860215,0.64,0.49333333333333335,0.5477386934673367,0.5925925925925926,0.48125,0.5969162995594713,0.6290322580645161,0.5372340425531915,30.58419243986254,0.055762081784386616,0.050359712230215826,0.06628242074927954,0.05177993527508091,0.06542056074766354,0.04040404040404041,0.05434782608695652,0.22110552763819097,0.7954545454545454,0.8536585365853658,0.4857142857142857,0.45226130653266333,0.4888888888888889,0.5866666666666667,0.36363636363636365,0.2613065326633166,0.46153846153846156,0.48,0.2222222222222222,0.8333333333333334,0.1875,0.8666666666666667,0.2864321608040201,0.43460100502512544,0.41585416666666664,0.41484812499999996,0.12669683257918551,0.1346153846153846,0.14285714285714285,0.36996336996337,9.529569892473122,0.3390957446808511,2.0,11.0,2.0,13.0,2.0,11.0,6.0,25.0,13.0,11.0,6.0,0.06532663316582915,0.625,0.04950495049504951,0.010050251256281407,0.05527638190954774,0.07407407407407407,25.192307692307693,20.0,34.0,7.0,41.0,5.0,18.0,5.0,89.0,2.0,8.0,,7.0,12.0,2.0,,5.0,1.0,2.0,,1.0,2.0,2.0,,,0.10752688172043011,0.06818181818181818,0.16666666666666666,,0.10256410256410256,0.06451612903225806,0.041666666666666664,0.08333333333333333,0.06578947368421052,0.12280701754385964,0.047619047619047616,0.09722222222222222,1.0,0.4,,3.0,,1.0,5.0,4.0,,1.0,5.0,9.0,3.0,,0.75,0.3076923076923077,,0.2,0.3076923076923077,,0.4166666666666667,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,0.0625,0.2,0.2727272727272727,1.0,,,3.0,,2.0,11.0,1.0,5.0,,,0.5,0.5,1.0,,,0.038461538461538464,,,2.0,1.0,,True,,,,,,,,,,,
1918,1610612764,Obinna Ekezie,Obinna Ekezie,1918,WAS,1099.0,18,-1,39,41,16,32,7,80,1.0,2.0,,1.0,1.0,2.0,4.0,6.0,,2.0,5.0,10,2.0,12.0,35,,2.0,1.0,1.0,2.0,5,,4.0,4.0,6.0,,2.0,4.0,4.0,3.0,7.0,1.0,,,,,1.0,1.0,,4.0,2.0,,4.0,16,0.4,0.4,0.5,,0.4,0.5,,0.4,0.5,0.16666666666666666,0.4,25.0,0.25,0.10526315789473684,0.19047619047619047,0.14285714285714285,0.1,0.16666666666666666,0.25,0.2,0.5,1.0,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,,,0.5,,0.4,0.5,0.2,0.38944999999999996,0.4303,0.39376,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,9.53,0.41025641025641024,,,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,0.1,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
