EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,Corner3Assists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PtsUnassisted3s,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips
103,1610612750,Todd Day,Todd Day,103,MIN,2938.0,49,-32,93,100,22.0,38.0,10.0,193,4.0,6.0,1.0,1.0,1.0,2,1.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,9,3.0,10.0,1.0,18.0,115,1.0,1.0,2.0,2.0,3.0,4.0,4.0,9.0,2.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,8.0,1.0,4.0,2.0,6.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.5,0.6666666666666666,1.0,0.3,0.3,0.4444444444444444,1.0,0.4473684210526316,1.0,0.47368421052631576,1.0,0.5263157894736842,0.1111111111111111,0.16666666666666666,22.115384615384613,0.5,0.6666666666666666,0.10810810810810811,0.027777777777777776,0.1,0.02127659574468085,0.05555555555555555,0.15789473684210525,0.1111111111111111,1.0,0.3157894736842105,0.6666666666666666,0.8,0.5,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.2,0.2,1.0,0.2631578947368421,0.4,0.4,1.0,1.0,1.0,0.2,0.2,0.4,0.8421052631578947,0.4,0.5314111111111112,0.562,0.5036625,0.05263157894736842,0.1111111111111111,0.1111111111111111,4.944444444444445,26.23,0.23655913978494625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,50161.0,836,-92,1573,1587,287.0,380.0,190.0,3160,36.0,56.0,18.0,32.0,5.0,67,33.0,,,,,,,75.0,156,,,27.0,177.0,1627,27.0,49.0,62.0,16.0,,108.0,42.0,,38.0,,,15.0,21.0,24.0,5.0,10.0,51.0,55.0,121.0,15.0,152.0,65.0,217.0,26.0,20.0,11.0,3.0,14.0,25.0,57.0,93,7.0,4.0,39.0,1.0,17.0,49.0,28.0,49.0,28.0,287.0,0.72,0.9642857142857143,,,,0.4807692307692308,0.5510204081632653,0.4807692307692308,0.5510204081632653,0.5057142857142857,0.5636363636363636,,0.09615384615384616,0.14285714285714285,11.104941699056079,0.44,0.25862068965517243,0.18529862174578868,0.08017492711370262,0.18315508021390375,0.08024691358024691,0.08284023668639054,0.17272727272727273,0.19183673469387755,0.5714285714285714,0.358974358974359,0.6428571428571429,0.75,0.5833333333333334,0.42948717948717946,0.21153846153846154,,,,,,,,,0.6530612244897959,0.5625,0.3125,,,0.358974358974359,,0.4503160256410257,0.5007454545454544,0.44571249999999996,0.09883720930232558,0.09883720930232558,0.3502824858757062,7.310897435897436,,0.182453909726637,3.0,26.0,13.0,8.0,6.0,7.0,19.0,3.0,3.0,6.0,10.0,16.0,3.0,6.0,1.0,8.0,1.0,5.0,7.0,3.0,1.0,20.0,1.0,2.0,5.0,19.0,6.0,0.375,0.375,0.4523809523809524,0.08955223880597014,0.030303030303030304,0.16842105263157894,0.08064516129032258,0.10256410256410256,0.06493506493506493,0.10227272727272728,0.027777777777777776,0.19148936170212766,0.16,0.2,0.045454545454545456,0.3880597014925373,0.4262295081967213,0.8076923076923077,0.3939393939393939,0.40625,0.9230769230769231,0.16666666666666666,0.6,0.10734463276836158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,11335.0,189,-80,343,345,80.0,98.0,55.0,688,13.0,19.0,7.0,10.0,2.0,19,28.0,,,,,1.0,1.0,28.0,66,,1.0,5.0,61.0,399,10.0,17.0,22.0,10.0,1.0,34.0,22.0,,12.0,1.0,,2.0,13.0,14.0,6.0,7.0,29.0,15.0,18.0,4.0,24.0,22.0,46.0,6.0,6.0,8.0,4.0,7.0,15.0,13.0,30,5.0,4.0,10.0,4.0,7.0,11.0,5.0,11.0,7.0,80.0,0.6071428571428571,0.7727272727272727,,,,0.42424242424242425,0.5882352941176471,0.417910447761194,0.5555555555555556,0.4357142857142857,0.5789473684210527,0.014925373134328358,0.030303030303030304,0.10526315789473684,20.88452088452088,0.5333333333333333,0.26666666666666666,0.15,0.10273972602739725,0.145985401459854,0.12021857923497267,0.12162162162162163,0.2,0.19047619047619047,0.6363636363636364,0.2835820895522388,0.6842105263157895,0.7647058823529411,0.5384615384615384,0.2835820895522388,0.417910447761194,,,,,0.014925373134328358,,,,0.5555555555555556,0.7,0.18181818181818182,,0.09090909090909091,0.29850746268656714,,0.4267805970149254,0.44855,0.3830818181818181,0.1,0.10144927536231885,0.36065573770491804,9.783333333333333,24.6,0.23323615160349853,2.0,6.0,9.0,2.0,3.0,,6.0,1.0,1.0,,7.0,2.0,3.0,,2.0,4.0,1.0,2.0,4.0,,3.0,3.0,1.0,,,6.0,2.0,0.3,0.2727272727272727,0.2727272727272727,,,0.11764705882352941,0.1891891891891892,0.09523809523809523,0.0784313725490196,0.125,0.3076923076923077,0.05263157894736842,0.08333333333333333,0.2,0.08333333333333333,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.2857142857142857,1.0,0.09836065573770492,1.0,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,25782.0,430,-58,787,800,134.0,164.0,97.0,1587,21.0,38.0,1.0,5.0,7.0,19,36.0,4.0,17.0,2.0,9.0,34.0,11.0,37.0,93,13.0,51.0,35.0,148.0,830,1.0,6.0,9.0,17.0,13.0,24.0,50.0,39.0,,32.0,9.0,12.0,46.0,47.0,13.0,17.0,95.0,4.0,20.0,1.0,28.0,4.0,32.0,11.0,6.0,13.0,11.0,13.0,26.0,18.0,47,,5.0,40.0,1.0,18.0,5.0,2.0,5.0,2.0,134.0,0.32432432432432434,0.32432432432432434,1.0,0.2549019607843137,0.2653061224489796,0.3978494623655914,0.16666666666666666,0.3923611111111111,0.22727272727272727,0.4539877300613497,0.34615384615384615,0.3541666666666667,0.12903225806451613,0.18421052631578946,20.83792723263506,0.5,0.04,0.06172839506172839,0.011695906432748537,0.07161803713527852,0.01,0.012269938650306749,0.08108108108108109,0.05454545454545454,0.4,0.2638888888888889,0.5526315789473685,0.6774193548387096,0.23809523809523808,0.13194444444444445,0.25,0.11805555555555555,0.23529411764705882,0.23529411764705882,1.0,0.2361111111111111,0.2647058823529412,0.2647058823529412,1.0,0.45454545454545453,0.2,0.23333333333333334,0.06666666666666667,0.36666666666666664,0.6180555555555556,0.28125,0.5054822695035461,0.48707500000000004,0.47073518518518515,0.11180124223602485,0.16363636363636364,0.060810810810810814,9.140860215053763,25.71372549019608,0.17026683608640406,2.0,3.0,13.0,4.0,3.0,8.0,23.0,1.0,,16.0,,7.0,,5.0,1.0,2.0,,1.0,7.0,2.0,1.0,2.0,,,,23.0,3.0,0.17647058823529413,0.25,0.3382352941176471,0.15789473684210525,0.05555555555555555,0.1320754716981132,,,0.016129032258064516,,,0.04854368932038835,0.1,0.23076923076923078,,0.15789473684210525,0.1875,0.3333333333333333,0.3611111111111111,0.38235294117647056,0.46153846153846156,,0.2857142857142857,0.1554054054054054,5.0,5.0,0.45454545454545453,1.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,0.2,0.23076923076923078,0.2,1.0,0.2727272727272727,,,,,,,,,,,,,,,,,True,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,38492.0,642,-15,1207,1214,179.0,235.0,136.0,2421,35.0,44.0,4.0,7.0,6.0,56,116.0,2.0,5.0,2.0,2.0,8.0,,108.0,216,4.0,13.0,33.0,261.0,1218,10.0,26.0,30.0,21.0,2.0,180.0,36.0,12.0,8.0,8.0,2.0,7.0,46.0,54.0,11.0,19.0,116.0,32.0,51.0,14.0,72.0,34.0,106.0,18.0,16.0,23.0,15.0,11.0,34.0,24.0,45,2.0,2.0,34.0,6.0,17.0,7.0,5.0,7.0,5.0,179.0,0.8333333333333334,0.8653846153846154,1.0,0.3076923076923077,0.3076923076923077,0.5,0.38461538461538464,0.4978165938864629,0.42592592592592593,0.5370370370370371,0.5,0.056768558951965066,0.032407407407407406,0.045454545454545456,20.20423048869438,0.6764705882352942,0.34146341463414637,0.09845559845559845,0.0600375234521576,0.09780775716694773,0.05519480519480519,0.05343511450381679,0.10526315789473684,0.11822660098522167,0.7142857142857143,0.19213973799126638,0.7954545454545454,0.8333333333333334,0.8,0.2445414847161572,0.5065502183406113,0.021834061135371178,0.4,0.4,1.0,0.034934497816593885,0.25,0.25,1.0,0.25925925925925924,0.5714285714285714,0.2608695652173913,0.08695652173913043,,0.24890829694323144,0.25,0.4498063318777293,0.46111250000000004,0.44371739130434784,0.07083333333333333,0.07488986784140969,0.11494252873563218,12.115277777777779,24.96923076923077,0.14830157415078707,3.0,21.0,52.0,7.0,10.0,11.0,34.0,8.0,6.0,16.0,2.0,7.0,5.0,2.0,2.0,8.0,4.0,4.0,3.0,3.0,1.0,1.0,,,,34.0,2.0,0.47619047619047616,0.5,0.5862068965517241,0.08928571428571429,,0.09333333333333334,0.024096385542168676,0.07142857142857142,0.06417112299465241,0.01639344262295082,0.045454545454545456,0.0625,0.109375,,0.045454545454545456,0.375,0.4117647058823529,0.7619047619047619,0.4482758620689655,0.4482758620689655,0.8846153846153846,0.25,0.5,0.13026819923371646,,1.0,,,,1.0,1.0,,2.0,3.0,,1.0,0.5,,,,1.0,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,0.5,,,,,,,,,True,,,,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,38526.0,642,-34,1201,1208,173.0,220.0,153.0,2409,30.0,49.0,3.0,4.0,4.0,41,159.0,1.0,2.0,,2.0,14.0,3.0,115.0,249,3.0,16.0,31.0,270.0,1220,17.0,31.0,35.0,33.0,3.0,122.0,108.0,6.0,4.0,14.0,2.0,7.0,120.0,127.0,41.0,63.0,261.0,12.0,47.0,,54.0,13.0,67.0,31.0,20.0,21.0,15.0,9.0,30.0,12.0,23,1.0,1.0,37.0,1.0,10.0,2.0,,3.0,1.0,173.0,0.5304347826086957,0.5398230088495575,0.6666666666666666,0.1875,0.1875,0.46184738955823296,0.5483870967741935,0.4509433962264151,0.5483870967741935,0.4731182795698925,0.5645161290322581,0.06037735849056604,0.028112449799196786,0.10204081632653061,22.310469314079423,0.7,,0.09108527131782945,0.021778584392014518,0.09137055837563451,0.020440251572327043,0.02867383512544803,0.08839779005524862,0.11917098445595854,0.3333333333333333,0.18490566037735848,0.6122448979591837,0.6818181818181818,0.6666666666666666,0.15471698113207547,0.6,0.007547169811320755,0.5,0.5,1.0,0.052830188679245285,0.14285714285714285,0.14285714285714285,0.5,0.12903225806451613,0.75,0.1111111111111111,,0.08333333333333333,0.24528301886792453,0.14285714285714285,0.4576681132075472,0.40464,0.4046638888888889,0.04,0.03875968992248062,0.12962962962962962,13.348995983935744,25.24375,0.1440466278101582,2.0,15.0,70.0,1.0,7.0,13.0,27.0,7.0,4.0,16.0,1.0,7.0,2.0,11.0,3.0,6.0,1.0,,5.0,4.0,2.0,,1.0,,,27.0,1.0,0.21212121212121213,0.19444444444444445,0.30952380952380953,,0.012578616352201259,0.09333333333333334,0.011764705882352941,0.022222222222222223,0.01098901098901099,,0.04,0.056338028169014086,0.07936507936507936,0.16666666666666666,0.014814814814814815,0.36585365853658536,0.36585365853658536,0.5333333333333333,0.44025157232704404,0.445859872611465,0.4714285714285714,0.3333333333333333,0.5,0.1,,,,,,,,,3.0,3.0,7.0,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.058823529411764705,,,,True,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,25899.0,432,-112,837,837,214.0,257.0,98.0,1674,12.0,25.0,2.0,2.0,4.0,28,71.0,4.0,17.0,4.0,8.0,39.0,13.0,55.0,124,12.0,56.0,15.0,161.0,892,4.0,7.0,9.0,26.0,17.0,68.0,42.0,27.0,4.0,38.0,8.0,11.0,43.0,45.0,13.0,23.0,92.0,11.0,19.0,,23.0,11.0,34.0,18.0,7.0,18.0,14.0,6.0,24.0,7.0,33,2.0,1.0,20.0,1.0,6.0,4.0,2.0,4.0,,214.0,0.6181818181818182,0.6415094339622641,0.75,0.21428571428571427,0.21818181818181817,0.4435483870967742,0.5714285714285714,0.40555555555555556,0.36363636363636365,0.42592592592592593,0.375,0.3111111111111111,0.08870967741935484,0.28,22.327044025157235,0.75,,0.059006211180124224,0.03089887640449438,0.06182795698924731,0.02570093457943925,0.036585365853658534,0.0594059405940594,0.061068702290076333,,0.1388888888888889,0.48,0.6666666666666666,0.4166666666666667,0.15555555555555556,0.39444444444444443,0.09444444444444444,0.23529411764705882,0.23529411764705882,0.75,0.21666666666666667,0.20512820512820512,0.21052631578947367,0.75,0.18181818181818182,1.0,0.09302325581395349,0.09302325581395349,0.3023255813953488,0.45,0.21052631578947367,0.4734974719101124,0.4858681818181818,0.4577256097560976,0.03763440860215054,0.046511627906976744,0.055900621118012424,12.618548387096775,25.1375,0.25567502986857826,4.0,8.0,35.0,1.0,15.0,9.0,51.0,2.0,1.0,7.0,,4.0,3.0,11.0,2.0,4.0,,1.0,7.0,3.0,1.0,1.0,,,,51.0,7.0,0.5769230769230769,0.4883720930232558,0.5204081632653061,0.14285714285714285,,0.08,,0.04285714285714286,0.01639344262295082,,,0.05555555555555555,0.07142857142857142,0.125,0.030927835051546393,0.2857142857142857,0.3333333333333333,0.375,0.49295774647887325,0.49295774647887325,0.7428571428571429,,1.0,0.3167701863354037,3.0,4.0,0.2727272727272727,,3.0,,4.0,1.0,1.0,2.0,,,0.23529411764705882,,,0.23076923076923078,,1.0,1.0,,0.09090909090909091,,,0.25,9.0,1.0,,,0.017543859649122806,1.0,0.017857142857142856,0.02564102564102564,True,,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,9493.0,158,-52,298,302,69.0,92.0,41.0,600,3.0,4.0,1.0,2.0,,10,26.0,,2.0,1.0,1.0,8.0,1.0,19.0,40,1.0,10.0,2.0,43.0,337,4.0,8.0,8.0,10.0,2.0,34.0,4.0,3.0,,8.0,1.0,1.0,7.0,7.0,3.0,2.0,14.0,2.0,13.0,,13.0,5.0,18.0,3.0,1.0,4.0,2.0,2.0,6.0,5.0,11,,,6.0,,3.0,2.0,1.0,2.0,,69.0,0.8947368421052632,0.8947368421052632,1.0,0.1,0.1,0.475,0.5,0.41,0.5,0.4056603773584906,0.5,0.2,0.025,,17.151162790697676,0.6666666666666666,,0.11818181818181818,0.015267175572519083,0.10833333333333334,0.031446540880503145,,0.08823529411764706,0.16666666666666666,,0.08,0.75,0.75,1.0,0.2,0.52,0.04,,,,0.16,0.125,0.125,1.0,0.25,0.5,,0.08333333333333333,0.08333333333333333,0.28,0.125,0.43851999999999997,0.44002857142857144,0.37323749999999994,0.05660377358490566,0.06976744186046512,0.18604651162790697,14.967500000000001,25.11,0.23154362416107382,,3.0,13.0,,4.0,1.0,9.0,,,2.0,3.0,,1.0,2.0,1.0,2.0,,1.0,,,,1.0,,,,9.0,2.0,0.4,0.3333333333333333,0.34615384615384615,0.1,,,0.10714285714285714,0.03333333333333333,0.03125,0.17647058823529413,,0.08823529411764706,,,0.03571428571428571,0.3,0.3333333333333333,0.6666666666666666,0.5,0.5,0.9230769230769231,1.0,,0.20930232558139536,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,4656.0,78,-1,157,159,56.0,99.0,14.0,316,3.0,7.0,1.0,1.0,4.0,1,6.0,,,,3.0,10.0,5.0,8.0,14,3.0,10.0,4.0,29.0,150,2.0,2.0,4.0,9.0,5.0,6.0,10.0,6.0,2.0,9.0,3.0,2.0,10.0,13.0,5.0,4.0,29.0,,4.0,,6.0,1.0,7.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,7,,1.0,5.0,1.0,1.0,,,,,56.0,0.375,0.42857142857142855,0.6666666666666666,0.3,0.3333333333333333,0.5714285714285714,1.0,0.5208333333333334,0.5,0.5576923076923077,0.5,0.4166666666666667,0.14285714285714285,0.2857142857142857,17.714285714285715,0.2,,0.06153846153846154,,0.0821917808219178,0.012987012987012988,,,0.08695652173913043,,0.2916666666666667,0.42857142857142855,0.6,0.3333333333333333,0.041666666666666664,0.25,,,,,0.4166666666666667,0.3,0.3,0.6666666666666666,0.25,1.0,0.2857142857142857,,0.35714285714285715,0.7083333333333334,0.3333333333333333,0.5054804347826086,0.42285,0.4571038461538461,0.041666666666666664,0.07142857142857142,0.13793103448275862,9.064285714285715,28.449999999999996,0.35668789808917195,2.0,1.0,4.0,,5.0,4.0,17.0,3.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,,3.0,2.0,,,,,,17.0,1.0,0.5555555555555556,0.4642857142857143,0.53125,,,0.25,0.045454545454545456,,,0.0625,,0.1,0.25,0.25,,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.5862068965517241,2.0,2.0,0.5,,1.0,,1.0,1.0,1.0,1.0,,,0.2,,,0.2,,,,,,,,,3.0,,,,,,,,True,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,38656.0,644,9,1212,1221,195.0,263.0,142.0,2433,48.0,72.0,5.0,11.0,8.0,114,123.0,,1.0,,2.0,9.0,1.0,144.0,309,2.0,10.0,45.0,339.0,1188,13.0,30.0,33.0,50.0,1.0,196.0,92.0,6.0,8.0,9.0,2.0,12.0,78.0,90.0,26.0,36.0,192.0,27.0,97.0,16.0,129.0,35.0,164.0,25.0,19.0,21.0,13.0,24.0,45.0,13.0,38,5.0,6.0,56.0,7.0,24.0,25.0,18.0,25.0,16.0,195.0,0.6805555555555556,0.7,1.0,0.2,0.2,0.46601941747572817,0.43333333333333335,0.4608150470219436,0.41935483870967744,0.49271137026239065,0.4714285714285714,0.03134796238244514,0.038834951456310676,0.06944444444444445,28.054953000723067,0.4666666666666667,0.37209302325581395,0.1851145038167939,0.05027932960893855,0.18739635157545606,0.05608974358974359,0.05204460966542751,0.19444444444444445,0.1794871794871795,0.64,0.22570532915360503,0.6666666666666666,0.7164179104477612,0.7083333333333334,0.3573667711598746,0.38557993730407525,0.003134796238244514,,,,0.02821316614420063,0.2222222222222222,0.2222222222222222,1.0,0.3548387096774194,0.45454545454545453,0.1568627450980392,,0.0196078431372549,0.25705329153605017,0.2222222222222222,0.4410269592476489,0.47092241379310346,0.43133921568627454,0.07142857142857142,0.0736196319018405,0.09734513274336283,10.456310679611649,24.919999999999998,0.1608910891089109,5.0,45.0,51.0,7.0,21.0,17.0,59.0,12.0,8.0,16.0,8.0,16.0,11.0,6.0,3.0,8.0,7.0,2.0,5.0,7.0,,7.0,1.0,,,59.0,4.0,0.42,0.4117647058823529,0.48360655737704916,0.06140350877192982,,0.20253164556962025,0.09195402298850575,0.07692307692307693,0.03389830508474576,0.06153846153846154,0.18181818181818182,0.18120805369127516,0.2222222222222222,0.125,0.06875,0.39473684210526316,0.4205607476635514,0.5777777777777777,0.4146341463414634,0.4146341463414634,0.7450980392156863,,0.625,0.17404129793510326,1.0,1.0,0.03225806451612903,,,,,,4.0,6.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,
