EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceFG2M,ShortMidRangeAssists,LostBallSteals,LostBallTurnovers,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,Arc3PctBlocked,3pt And 1 Free Throw Trips
103,1610612750,Todd Day,Todd Day,103,MIN,4902.0,82,-38,165,168,53,89,21,333,2.0,5,1.0,3.0,2.0,5,2,2.0,4.0,2.0,4.0,14.0,1.0,5.0,4,12,6.0,18.0,8.0,34,194,1.0,2.0,2.0,1.0,5.0,1.0,7.0,4.0,9.0,2.0,6.0,18.0,14.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,2.0,3.0,5.0,1.0,9,3.0,12,1.0,5.0,5.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,7,2.0,10.0,4.0,1.0,1.0,1.0,1.0,9.0,53,2.0,0.25,0.25,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.2,0.43333333333333335,0.20833333333333334,0.4857142857142857,0.5,0.3,0.6,0.16666666666666666,0.4,21.50537634408602,0.4,0.25,0.09090909090909091,0.03773584905660377,0.25,0.043478260869565216,0.11940298507462686,0.039473684210526314,0.08695652173913043,0.05263157894736842,0.1,0.0625,0.10526315789473684,0.3333333333333333,0.05555555555555555,0.16666666666666666,0.4,0.4,0.5,0.16666666666666666,0.4,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.5,0.5,1.0,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,1.0,0.25,0.16666666666666666,0.4166666666666667,0.2,0.7666666666666667,0.2857142857142857,0.5291333333333335,0.375,0.547475,0.11764705882352941,0.25,0.058823529411764705,0.2647058823529412,7.1499999999999995,24.933333333333337,0.3212121212121212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,4656.0,78,-1,157,159,56,99,14,316,2.0,5,1.0,,2.0,6,7,,,,,,,,5,18,,,1.0,11,150,4.0,,2.0,,2.0,,,,,10.0,,,,,2.0,4.0,,4.0,,1.0,2.0,8.0,1.0,2.0,,11.0,4.0,15,3.0,18,,6.0,5.0,1.0,,,,1.0,1.0,3.0,7,,2.0,1.0,,4.0,2.0,4.0,,56,1.0,1.0,1.0,,,,,0.2777777777777778,,0.2777777777777778,,0.2894736842105263,0.25,,,0.1111111111111111,,11.428571428571429,1.0,0.4444444444444444,0.16923076923076924,0.03636363636363636,,0.045454545454545456,0.1506849315068493,0.03896103896103896,0.043478260869565216,0.0625,0.2,0.18181818181818182,0.13043478260869565,,,0.2777777777777778,0.4,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,,,,,,,,,0.25,,,,,0.2777777777777778,,0.4397444444444444,0.4263,0.396,0.05263157894736842,0.05263157894736842,0.18181818181818182,,9.133333333333333,,0.35668789808917195,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.25,0.25,0.4,0.09090909090909091,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,8101.0,135,-12,274,281,100,149,31,555,6.0,10,1.0,4.0,,4,11,3.0,6.0,2.0,3.0,14.0,1.0,5.0,12,25,6.0,20.0,20.0,62,265,3.0,,4.0,5.0,12.0,3.0,7.0,12.0,31.0,14.0,10.0,15.0,14.0,3.0,5.0,10.0,1.0,11.0,,8.0,1.0,23.0,,,4.0,8.0,2.0,14,,14,,5.0,2.0,10.0,4.0,1.0,,11.0,2.0,2.0,13,,20.0,5.0,5.0,2.0,,2.0,31.0,100,,0.5833333333333334,0.5833333333333334,0.8333333333333334,0.3,0.42857142857142855,0.3,0.48,0.4166666666666667,0.4666666666666667,0.5,0.5636363636363636,0.3333333333333333,0.62,0.4444444444444444,0.2,0.25,21.639344262295083,0.9090909090909091,0.15384615384615385,0.08,,0.12121212121212122,,0.09022556390977443,,,,0.0625,0.1111111111111111,0.0625,0.125,,0.2222222222222222,0.6,0.8571428571428571,0.6666666666666666,0.08888888888888889,,,0.24444444444444444,0.13333333333333333,0.5,0.5,1.0,0.3111111111111111,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.16666666666666666,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.2,0.6666666666666666,0.21428571428571427,0.5108477272727273,0.39042000000000004,0.4906,0.1,0.16666666666666666,0.06451612903225806,0.5,9.196,25.330000000000005,0.36496350364963503,6.0,2.0,1.0,3.0,6.0,,1.0,0.6666666666666666,0.3333333333333333,0.3,,0.5,,0.5454545454545454,0.6,0.5,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,0.09090909090909091,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1895,1610612750,William Avery,William Avery,1895,MIN,27620.0,460,-58,904,915,310,412,106,1819,22.0,42,5.0,21.0,3.0,17,26,3.0,8.0,5.0,13.0,51.0,5.0,18.0,39,85,16.0,59.0,28.0,154,935,8.0,2.0,23.0,18.0,37.0,7.0,23.0,16.0,73.0,42.0,36.0,36.0,49.0,13.0,10.0,60.0,15.0,75.0,9.0,23.0,26.0,165.0,2.0,3.0,6.0,18.0,,24,5.0,29,1.0,13.0,5.0,24.0,19.0,21.0,4.0,45.0,15.0,15.0,48,5.0,36.0,15.0,5.0,4.0,2.0,4.0,73.0,310,8.0,0.5384615384615384,0.5675675675675675,0.75,0.2711864406779661,0.30434782608695654,0.2807017543859649,0.4588235294117647,0.4864864864864865,0.4375,0.475,0.48125,0.6764705882352942,0.5289855072463768,0.4097222222222222,0.11764705882352941,0.35294117647058826,20.0,0.5333333333333333,,0.052941176470588235,0.009316770186335404,0.07317073170731707,0.019230769230769232,0.05687203791469194,0.011737089201877934,,0.024691358024691357,0.05714285714285714,0.045871559633027525,0.05555555555555555,0.07936507936507936,0.013513513513513514,0.2916666666666667,0.5238095238095238,0.5789473684210527,0.5454545454545454,0.11805555555555555,0.17647058823529413,0.2727272727272727,0.18055555555555555,0.05555555555555555,0.375,0.42857142857142855,1.0,0.3541666666666667,0.2549019607843137,0.2549019607843137,0.6923076923076923,0.3125,0.35,0.08333333333333333,0.3,0.2777777777777778,0.7013888888888888,0.2653061224489796,0.5092253521126762,0.46391111111111116,0.5042637931034483,0.0967741935483871,0.15625,0.14935064935064934,0.474025974025974,7.481176470588236,26.603389830508473,0.34292035398230086,14.0,6.0,11.0,8.0,5.0,1.0,4.0,0.75,0.65625,0.09523809523809523,0.02857142857142857,1.0,0.3333333333333333,0.5384615384615384,0.5384615384615384,0.5714285714285714,11.0,1.0,2.0,7.0,8.0,12.0,6.0,7.0,1.0,1.0,,0.05263157894736842,0.0625,0.4375,0.5238095238095238,0.4,5.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,0.375,0.01694915254237288,0.125,0.008771929824561403,1.0,0.6,1.0,1.0,0.2857142857142857,1.0,,,,,,,,,,,,,,,True,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,15080.0,251,8,474,480,130,195,59,954,13.0,22,4.0,5.0,24.0,49,38,,1.0,1.0,,5.0,,1.0,54,109,,6.0,31.0,139,465,11.0,1.0,11.0,10.0,26.0,,2.0,9.0,29.0,58.0,50.0,,4.0,,4.0,26.0,6.0,32.0,4.0,15.0,8.0,70.0,1.0,11.0,14.0,42.0,2.0,58,12.0,70,4.0,8.0,4.0,13.0,6.0,9.0,3.0,22.0,6.0,6.0,16,3.0,35.0,17.0,4.0,7.0,4.0,9.0,29.0,130,2.0,0.5370370370370371,0.5576923076923077,,,,,0.4954128440366973,0.38461538461538464,0.46956521739130436,0.35714285714285715,0.5390625,0.5,0.453125,0.05217391304347826,0.03669724770642202,0.04081632653061224,27.777777777777775,0.5909090909090909,0.10526315789473684,0.23863636363636365,0.06470588235294118,0.3111111111111111,0.018867924528301886,0.25339366515837103,0.053811659192825115,0.045454545454545456,0.023809523809523808,0.14,0.2413793103448276,0.3088235294117647,0.3235294117647059,0.07407407407407407,0.19130434782608696,0.5909090909090909,0.6190476190476191,0.7692307692307693,0.4260869565217391,0.4897959183673469,0.5106382978723404,0.33043478260869563,0.008695652173913044,,,,0.043478260869565216,,,,0.36363636363636365,0.17857142857142858,0.03571428571428571,0.03571428571428571,,0.24347826086956523,,0.4233929824561404,0.40686363636363637,0.41677962962962956,0.13709677419354838,0.1440677966101695,0.07913669064748201,0.20863309352517986,10.275229357798166,28.916666666666668,0.2742616033755274,17.0,5.0,3.0,4.0,7.0,2.0,3.0,0.45454545454545453,0.45454545454545453,0.045454545454545456,0.08108108108108109,0.3333333333333333,0.4166666666666667,0.4473684210526316,0.4594594594594595,0.5294117647058824,3.0,,,,,,2.0,2.0,3.0,1.0,0.02631578947368421,0.2727272727272727,,,0.6,,1.0,,,,4.0,1.0,,1.0,8.0,,,,0.07462686567164178,0.25,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,True,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,9847.0,164,-31,330,331,110,155,32,661,4.0,7,3.0,1.0,12.0,28,4,,,,,1.0,,1.0,17,39,,1.0,4.0,38,323,4.0,,6.0,5.0,8.0,,1.0,,10.0,22.0,12.0,,,,2.0,5.0,3.0,8.0,1.0,2.0,1.0,19.0,,7.0,5.0,21.0,5.0,31,7.0,38,1.0,4.0,4.0,5.0,4.0,5.0,1.0,10.0,3.0,12.0,20,1.0,8.0,3.0,1.0,12.0,4.0,12.0,10.0,110,4.0,0.6470588235294118,0.7333333333333333,,,,,0.4358974358974359,0.625,0.425,0.5555555555555556,0.4318181818181818,0.75,0.5,0.025,0.05128205128205128,0.07142857142857142,14.67391304347826,0.5,0.5,0.15328467153284672,0.05982905982905983,0.19230769230769232,,0.15950920245398773,0.04375,0.07272727272727272,,0.1875,0.11904761904761904,0.14893617021276595,0.25,0.05,0.175,0.5714285714285714,0.5714285714285714,0.5,0.7,0.42857142857142855,0.46153846153846156,0.1,,,,,0.025,,,,0.75,0.1111111111111111,,0.1111111111111111,,0.2,,0.41280256410256416,0.541175,0.4302,0.06976744186046512,0.07142857142857142,0.15789473684210525,0.2631578947368421,7.587179487179488,40.1,0.3333333333333333,1.0,3.0,2.0,,1.0,7.0,6.0,0.75,0.75,,0.043478260869565216,0.5,0.6666666666666666,0.25,0.25,1.0,1.0,,,,,,2.0,,1.0,1.0,,,,,1.0,,2.0,,,,4.0,1.0,,1.0,,,,,0.05128205128205128,0.6666666666666666,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,True,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,12668.0,211,-59,425,421,133,201,50,846,6.0,9,,2.0,1.0,7,42,1.0,6.0,3.0,3.0,12.0,2.0,5.0,25,58,4.0,18.0,13.0,75,452,2.0,4.0,6.0,8.0,17.0,2.0,8.0,11.0,33.0,44.0,6.0,6.0,11.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,3.0,13.0,1.0,1.0,7.0,15.0,2.0,24,3.0,27,,7.0,5.0,7.0,4.0,3.0,1.0,10.0,5.0,12.0,32,1.0,19.0,6.0,3.0,2.0,2.0,2.0,33.0,133,7.0,0.88,0.88,0.5,0.2222222222222222,0.25,0.23529411764705882,0.43103448275862066,0.47058823529411764,0.40789473684210525,0.44,0.43529411764705883,0.5,0.515625,0.23684210526315788,0.017241379310344827,,19.832985386221296,0.7,0.16666666666666666,0.10135135135135136,0.006493506493506494,0.2,0.0196078431372549,0.12021857923497267,0.00975609756097561,0.013333333333333334,0.02564102564102564,0.20930232558139536,0.03773584905660377,0.07692307692307693,0.2,,0.11842105263157894,0.6666666666666666,0.75,1.0,0.09210526315789473,0.14285714285714285,0.14285714285714285,0.5526315789473685,0.07894736842105263,0.16666666666666666,0.16666666666666666,1.0,0.15789473684210525,0.25,0.25,0.3333333333333333,,0.08,0.12,0.2,0.4,0.35526315789473684,0.2727272727272727,0.460422,0.48333750000000003,0.436475,0.07317073170731707,0.09375,0.08,0.44,14.718965517241376,25.761111111111113,0.3129411764705882,18.0,1.0,1.0,2.0,3.0,,1.0,0.5,0.25,0.1111111111111111,,0.5,,0.42857142857142855,0.42857142857142855,0.8888888888888888,2.0,,,2.0,2.0,6.0,,1.0,,,,0.2,,0.5,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.09090909090909091,,,,True,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,12127.0,202,4,380,395,142,157,49,775,14.0,21,5.0,5.0,7.0,17,26,1.0,1.0,1.0,4.0,6.0,1.0,3.0,35,64,5.0,7.0,28.0,113,392,9.0,4.0,13.0,13.0,20.0,2.0,4.0,11.0,43.0,48.0,22.0,9.0,6.0,4.0,3.0,11.0,4.0,15.0,4.0,6.0,5.0,34.0,2.0,11.0,4.0,12.0,5.0,21,13.0,34,3.0,7.0,5.0,4.0,2.0,4.0,2.0,8.0,3.0,6.0,14,,32.0,12.0,5.0,1.0,,1.0,43.0,142,3.0,0.6857142857142857,0.7272727272727273,0.6,0.7142857142857143,0.5,0.7142857142857143,0.546875,0.65,0.5985915492957746,0.6666666666666666,0.6588235294117647,0.5454545454545454,0.6935483870967742,0.09859154929577464,0.046875,0.11764705882352941,21.232876712328768,0.5,0.38461538461538464,0.08108108108108109,0.07534246575342465,0.10526315789473684,0.05714285714285714,0.08602150537634409,0.0718232044198895,0.07407407407407407,,0.09090909090909091,0.06,0.09259259259259259,0.12903225806451613,0.1111111111111111,0.29577464788732394,0.6666666666666666,0.7,0.8571428571428571,0.23943661971830985,0.4117647058823529,0.4666666666666667,0.36619718309859156,0.014084507042253521,1.0,1.0,1.0,0.08450704225352113,0.6666666666666666,0.6666666666666666,0.5,0.5,0.20833333333333334,0.041666666666666664,0.125,0.3333333333333333,0.39436619718309857,0.6666666666666666,0.4615042253521127,0.49994444444444436,0.4382374999999999,0.15,0.1643835616438356,0.11504424778761062,0.3805309734513274,9.825000000000001,26.014285714285716,0.3736842105263158,14.0,3.0,,2.0,2.0,1.0,1.0,0.3333333333333333,0.45,0.047619047619047616,0.14705882352941177,1.0,0.42857142857142855,0.5384615384615384,0.5384615384615384,0.6428571428571429,4.0,1.0,1.0,,1.0,6.0,,1.0,1.0,,,,0.1,,0.8,1.0,2.0,1.0,,1.0,4.0,,,2.0,3.0,1.0,,,0.034482758620689655,0.4,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,0.2,,,True,,,
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,5498.0,92,-46,197,196,104,122,31,393,9.0,12,5.0,7.0,,2,1,,,,,,,,9,15,,,19.0,37,237,5.0,7.0,15.0,6.0,8.0,,,7.0,19.0,4.0,14.0,,,,2.0,4.0,2.0,6.0,1.0,2.0,1.0,14.0,4.0,9.0,1.0,14.0,4.0,19,13.0,32,,2.0,1.0,1.0,1.0,4.0,,5.0,,8.0,15,1.0,27.0,11.0,3.0,3.0,2.0,3.0,19.0,104,4.0,0.2222222222222222,0.4,,,,,0.6,0.75,0.6,0.75,0.6607142857142857,0.75,0.7916666666666666,,0.13333333333333333,,14.163090128755364,0.2,0.36363636363636365,0.23728813559322035,0.12857142857142856,0.0625,0.15384615384615385,0.2,0.13541666666666666,0.11764705882352941,0.09523809523809523,0.29411764705882354,,0.36,0.07692307692307693,,0.8,0.75,0.9,0.2222222222222222,0.13333333333333333,,,0.06666666666666667,,,,,,,,,1.0,0.875,,,,0.8,,0.5671866666666666,0.58874,0.6191749999999999,0.44,0.44,0.40540540540540543,0.5135135135135135,2.2733333333333334,,0.5279187817258884,,4.0,1.0,1.0,,1.0,1.0,0.8,0.8,0.16666666666666666,0.1875,0.3333333333333333,,,,,6.0,,,,,,1.0,1.0,1.0,,,,,,0.8571428571428571,,4.0,,,,8.0,,,,1.0,,,,0.1,0.8,,,,,,,,,,,,,,1.0,,,0.4,,,True,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,18533.0,309,-48,582,591,158,185,67,1173,24.0,32,12.0,5.0,5.0,25,41,,1.0,1.0,,1.0,,,40,98,,2.0,32.0,112,600,17.0,11.0,29.0,8.0,17.0,,1.0,11.0,27.0,46.0,34.0,,1.0,,5.0,15.0,1.0,16.0,,6.0,8.0,33.0,7.0,21.0,6.0,41.0,8.0,55,28.0,83,1.0,13.0,9.0,11.0,6.0,11.0,3.0,22.0,3.0,19.0,44,4.0,39.0,14.0,5.0,8.0,1.0,8.0,27.0,158,4.0,0.575,0.71875,,,,,0.40816326530612246,0.47058823529411764,0.4,0.4444444444444444,0.4745762711864407,0.58,0.54,0.02,0.05102040816326531,0.16,21.27659574468085,0.5,0.4,0.16942148760330578,0.1024390243902439,0.1111111111111111,0.11864406779661017,0.15878378378378377,0.10606060606060606,0.10227272727272728,0.12,0.1038961038961039,0.23684210526315788,0.16853932584269662,0.11904761904761904,0.01818181818181818,0.32,0.75,0.75,0.5416666666666666,0.25,0.2,0.23809523809523808,0.41,0.01,,,,0.01,,,,0.6666666666666666,0.2777777777777778,0.05555555555555555,,,0.34,,0.4562485,0.5222600000000001,0.4530472222222223,0.13274336283185842,0.12727272727272726,0.25892857142857145,0.24107142857142858,9.24795918367347,24.25,0.27147766323024053,11.0,9.0,1.0,4.0,5.0,5.0,6.0,0.5294117647058824,0.5,,0.17391304347826086,0.75,0.4,0.2682926829268293,0.275,0.7272727272727273,5.0,,,1.0,1.0,,1.0,2.0,,2.0,0.024390243902439025,0.08333333333333333,,0.05555555555555555,1.0,,8.0,,,,16.0,,,,2.0,,,,0.056338028169014086,0.6666666666666666,,,,,,1.0,,,,,2.0,2.0,,1.0,,,0.1111111111111111,1.0,0.3333333333333333,True,,,
