EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,BlockedLongMidRange,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Technical Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,on,DefensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,22145.0,369,-40,737,738,318,342,114,1475,14.0,30.0,2.0,3.0,6.0,15.0,10.0,25.0,22.0,55.0,2.0,5.0,1.0,1.0,1.0,2.0,13.0,45.0,2.0,8.0,7.0,24.0,46.0,110,15.0,50.0,18.0,155.0,802,6.0,9.0,3.0,9.0,21.0,21.0,42.0,8.0,26.0,17.0,83.0,32.0,60.0,33.0,12.0,2.0,43.0,13.0,5.0,1.0,49.0,11.0,60.0,9.0,2.0,19.0,6.0,24.0,131.0,3.0,2.0,2.0,7.0,18.0,1.0,26.0,7.0,33,2.0,10.0,6.0,4.0,18.0,4.0,12.0,8.0,6.0,1.0,26.0,1.0,12.0,11.0,39,1.0,2.0,31.0,3.0,6.0,11.0,83.0,318,11.0,0.3478260869565217,0.3478260869565217,0.7333333333333333,0.3,0.3333333333333333,0.3076923076923077,0.3125,0.4181818181818181,0.6666666666666666,0.5,0.428125,0.5833333333333334,0.4852941176470588,0.4454022988505747,0.5833333333333334,0.5123456790123457,0.3125,0.02,0.0454545454545454,0.1,0.08,0.0222222222222222,22.88329519450801,0.6923076923076923,0.0384615384615384,0.0555555555555555,0.0642857142857142,0.0070671378091872,0.1029411764705882,0.046875,0.0718390804597701,0.0144092219020172,0.0227272727272727,0.0576923076923076,0.0512820512820512,0.056338028169014,0.0763358778625954,0.1333333333333333,0.0434782608695652,0.0229885057471264,0.1875,0.4666666666666667,0.5185185185185185,0.4285714285714285,0.15625,0.4,0.4347826086956521,0.2,0.34375,0.4,0.4,0.3636363636363636,0.03125,0.4,0.4,0.5,0.28125,0.2888888888888888,0.2954545454545454,0.7692307692307693,0.1666666666666666,0.6666666666666666,1.0,0.0555555555555555,1.0,1.0,0.4444444444444444,0.25,0.5,0.2205882352941176,0.4,0.0294117647058823,0.5,0.3529411764705882,0.2916666666666667,0.5,0.3023255813953488,0.4669955696202533,0.4628733333333333,0.4565574626865671,0.0368098159509202,0.0530973451327433,0.1354838709677419,0.535483870967742,11.534545454545452,26.622000000000003,0.4314789687924016,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,23343.0,389,33,771,773,307,344,117,1544,22.0,38.0,8.0,13.0,5.0,9.0,2.0,13.0,4.0,5.0,,,,,,,,1.0,,1.0,,1.0,28.0,56,,1.0,11.0,67.0,765,8.0,15.0,,1.0,17.0,7.0,14.0,,1.0,4.0,18.0,30.0,26.0,,,,1.0,,7.0,,16.0,4.0,20.0,3.0,1.0,6.0,2.0,8.0,44.0,6.0,28.0,,20.0,56.0,6.0,82.0,34.0,116,2.0,13.0,8.0,5.0,7.0,1.0,4.0,11.0,3.0,3.0,18.0,3.0,9.0,14.0,22,2.0,2.0,34.0,2.0,13.0,5.0,18.0,307,1.0,0.5357142857142857,0.6818181818181818,,,,,,0.5,0.5333333333333333,0.5,0.4912280701754385,0.5,0.4666666666666667,0.4589041095890411,0.425,0.375,0.0175438596491228,,0.125,0.1052631578947368,0.2307692307692307,,10.06637168141593,0.3888888888888889,0.2,,0.1971830985915492,0.1,0.2247191011235955,0.1016949152542373,0.2037533512064343,0.1002949852507374,0.0957446808510638,0.1363636363636363,0.1739130434782608,0.2597402597402597,0.1739130434782608,0.2419354838709677,0.1851851851851851,0.0909090909090909,0.6666666666666666,0.5789473684210527,0.6470588235294118,0.5454545454545454,0.2280701754385964,0.1538461538461538,0.2,,0.087719298245614,0.8,0.8,0.75,,,,,0.0175438596491228,,,,0.8125,0.6153846153846154,0.125,,,,0.0625,,,0.6,0.5555555555555556,,,0.0666666666666666,,0.6842105263157895,,0.490969298245614,0.5096433333333333,0.4735433333333333,0.1911764705882352,0.1940298507462686,0.2537313432835821,0.2686567164179104,3.4375,27.1,0.3981841763942931,1.0,12.0,2.0,25.0,14.0,11.0,25.0,13.0,3.0,0.0833333333333333,0.1111111111111111,0.52,,,,,,,,,,,,True,,,,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,14781.0,246,-62,480,487,136,193,74,967,4.0,6.0,,,,1.0,,3.0,6.0,12.0,9.0,13.0,1.0,1.0,3.0,3.0,2.0,7.0,1.0,1.0,,1.0,10.0,21,11.0,20.0,2.0,55.0,516,1.0,2.0,2.0,2.0,8.0,,1.0,3.0,4.0,,9.0,18.0,2.0,33.0,,,7.0,2.0,2.0,,11.0,6.0,17.0,5.0,1.0,6.0,3.0,2.0,40.0,,5.0,,4.0,8.0,,12.0,5.0,17,,6.0,4.0,2.0,8.0,,5.0,5.0,3.0,,13.0,4.0,3.0,6.0,28,,4.0,3.0,1.0,2.0,,9.0,136,5.0,0.9,0.9,1.0,0.55,1.0,0.75,0.55,0.4761904761904761,0.5,,0.6463414634146342,1.0,0.9,0.6547619047619048,1.0,0.9,0.4878048780487805,,0.0952380952380952,0.1666666666666666,0.3333333333333333,,9.598603839441536,0.6153846153846154,,,0.048780487804878,0.0240384615384615,0.0909090909090909,,0.0576923076923076,0.0206611570247933,,,0.0652173913043478,0.0512820512820512,0.0379746835443038,0.064516129032258,0.1538461538461538,,0.1463414634146341,0.6666666666666666,0.8,1.0,0.073170731707317,,,,0.2926829268292683,0.5,0.5,0.8333333333333334,0.3170731707317073,0.6923076923076923,0.6923076923076923,1.0,0.1707317073170731,0.2857142857142857,0.2857142857142857,1.0,,,,0.25,1.0,1.0,0.25,1.0,1.0,0.2,,0.6,1.0,0.2,,0.6341463414634146,0.2857142857142857,0.5115134146341462,0.482225,0.6308300000000001,0.0476190476190476,0.0909090909090909,0.1454545454545454,0.1636363636363636,12.176190476190476,24.630000000000003,0.2833333333333333,,,,3.0,2.0,,3.0,3.0,,0.0185185185185185,0.0476190476190476,1.0,1.0,,,,,,,,,,,True,,,,
182,1610612765,Billy Owens,Billy Owens,182,DET,6594.0,110,1,225,227,67,81,36,452,12.0,21.0,7.0,12.0,4.0,9.0,3.0,6.0,2.0,12.0,,,,,,,,2.0,,,,1.0,17.0,39,,2.0,5.0,39.0,217,8.0,14.0,,,19.0,5.0,12.0,,1.0,2.0,12.0,4.0,30.0,,,,2.0,,4.0,,4.0,1.0,5.0,1.0,,1.0,,3.0,11.0,2.0,17.0,,2.0,14.0,2.0,18.0,19.0,37,3.0,4.0,1.0,3.0,6.0,1.0,1.0,6.0,5.0,1.0,12.0,1.0,6.0,6.0,14,1.0,2.0,6.0,2.0,4.0,,12.0,67,,0.1176470588235294,0.1538461538461538,,,,,,0.4358974358974359,0.5714285714285714,0.4166666666666667,0.4146341463414634,0.5714285714285714,0.3846153846153846,0.4534883720930232,0.59375,0.4285714285714285,0.048780487804878,,0.1025641025641025,0.0476190476190476,0.3333333333333333,,20.072992700729927,0.5,0.2,,0.1590909090909091,0.173469387755102,0.0952380952380952,0.1111111111111111,0.146788990825688,0.1637931034482758,0.25,0.1333333333333333,0.1724137931034483,0.0833333333333333,0.2,0.1538461538461538,,0.15,0.5121951219512195,0.5714285714285714,0.6,0.0833333333333333,0.1463414634146341,0.5,0.75,0.3333333333333333,0.2926829268292683,0.1666666666666666,0.1818181818181818,,,,,,0.048780487804878,,,,0.8571428571428571,0.5833333333333334,,,,,,,,0.6923076923076923,0.4444444444444444,,,0.0769230769230769,,0.5609756097560976,,0.4748304878048782,0.5228846153846154,0.5017423076923078,0.0930232558139534,0.0975609756097561,0.4871794871794871,0.3076923076923077,7.433333333333333,26.1,0.2977777777777777,3.0,8.0,1.0,1.0,1.0,,1.0,,,0.2105263157894736,0.1063829787234042,,,0.0833333333333333,,,,,,,,,,True,,,,
966,1610612765,Jerome Williams,Jerome Williams,966,DET,48168.0,803,-71,1584,1593,608,684,248,3177,54.0,115.0,19.0,46.0,16.0,40.0,13.0,29.0,21.0,55.0,,,,,,,,2.0,,,,1.0,88.0,199,,2.0,65.0,241.0,1646,21.0,54.0,,,59.0,25.0,66.0,,1.0,28.0,78.0,90.0,86.0,,,,2.0,,22.0,,25.0,7.0,32.0,2.0,5.0,13.0,3.0,9.0,71.0,13.0,79.0,6.0,28.0,130.0,22.0,180.0,98.0,278,11.0,39.0,19.0,20.0,18.0,4.0,11.0,29.0,7.0,3.0,47.0,9.0,17.0,24.0,81,14.0,12.0,90.0,4.0,37.0,10.0,78.0,608,16.0,0.5113636363636364,0.625,,,,,,0.4422110552763819,0.3888888888888889,0.3787878787878788,0.4378109452736318,0.3888888888888889,0.373134328358209,0.4938524590163934,0.4538461538461538,0.4588235294117647,0.0099502487562189,,0.1105527638190954,0.1391304347826087,0.1379310344827586,,15.437665782493369,0.3829787234042553,0.360655737704918,0.0821917808219178,0.2241379310344827,0.1213517665130568,0.1830065359477124,0.1074380165289256,0.2155525238744884,0.1191709844559585,0.1285714285714285,0.1058823529411764,0.1666666666666666,0.2565789473684211,0.2459677419354838,0.1743119266055046,0.2045454545454545,0.125,0.572139303482587,0.4695652173913043,0.5454545454545454,0.4259259259259259,0.1442786069651741,0.4482758620689655,0.52,0.4615384615384615,0.2736318407960199,0.3818181818181818,0.3962264150943396,0.7619047619047619,,,,,0.0099502487562189,,,,0.8518518518518519,0.4130434782608695,0.1052631578947368,,,,,,,0.5970149253731343,0.4,,,0.0149253731343283,,0.582089552238806,,0.4921291044776117,0.5243901960784313,0.4899044776119401,0.1581196581196581,0.1594827586206896,0.2448132780082987,0.3236514522821577,6.132663316582913,29.700000000000003,0.3838383838383838,17.0,32.0,,9.0,7.0,2.0,10.0,6.0,3.0,0.1276595744680851,0.1133333333333333,0.6,,0.0363636363636363,1.0,1.0,2.0,0.1111111111111111,,,,,,True,,,,
2043,1610612765,Mateen Cleaves,Mateen Cleaves,2043,DET,18313.0,305,-61,606,616,213,276,85,1222,14.0,38.0,2.0,6.0,6.0,19.0,3.0,9.0,23.0,45.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,40.0,92,1.0,3.0,22.0,105.0,634,3.0,9.0,1.0,2.0,12.0,11.0,36.0,,2.0,12.0,34.0,32.0,48.0,3.0,,,2.0,1.0,5.0,1.0,31.0,9.0,40.0,5.0,4.0,19.0,2.0,10.0,89.0,,9.0,,1.0,17.0,2.0,20.0,9.0,29,3.0,13.0,6.0,7.0,19.0,8.0,16.0,19.0,3.0,3.0,38.0,2.0,9.0,16.0,47,,4.0,32.0,4.0,12.0,6.0,34.0,213,11.0,0.4,0.4102564102564102,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.4347826086956521,0.3333333333333333,0.3055555555555556,0.4368421052631579,0.4090909090909091,0.2894736842105263,0.481651376146789,0.4615384615384615,0.3617021276595745,0.031578947368421,0.3333333333333333,0.0543478260869565,0.1052631578947368,,0.5,20.679886685552407,0.5,0.0833333333333333,,0.0817307692307692,0.0375,0.0188679245283018,,0.0689655172413793,0.0323741007194244,0.074074074074074,,0.0845070422535211,0.0677966101694915,0.0897435897435897,,0.0666666666666666,0.0638297872340425,0.4,0.3684210526315789,0.4117647058823529,0.1428571428571428,0.0947368421052631,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4736842105263157,0.5111111111111111,0.5227272727272727,0.5217391304347826,0.0105263157894736,,,,0.0210526315789473,0.5,1.0,1.0,0.5454545454545454,0.3333333333333333,0.5,0.0909090909090909,,,0.0909090909090909,1.0,1.0,0.5,0.3157894736842105,0.0263157894736842,,0.0263157894736842,,0.431578947368421,0.5,0.4730894736842105,0.4854181818181818,0.4880618421052631,0.116504854368932,0.12,0.1142857142857142,0.3238095238095238,9.722826086956522,25.5,0.3514851485148514,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,0.0265486725663716,1.0,,0.0222222222222222,,,,,,,,,,True,,,,
344,1610612765,Dana Barros,Dana Barros,344,DET,16080.0,268,21,517,521,183,173,92,1038,10.0,21.0,1.0,2.0,7.0,10.0,4.0,7.0,21.0,56.0,1.0,4.0,,,,2.0,8.0,16.0,2.0,3.0,,3.0,35.0,84,9.0,20.0,24.0,121.0,516,3.0,6.0,2.0,3.0,12.0,13.0,27.0,,5.0,21.0,47.0,26.0,44.0,27.0,,,16.0,8.0,2.0,,33.0,1.0,34.0,1.0,,10.0,5.0,18.0,69.0,,,,4.0,11.0,,15.0,,15,,9.0,4.0,5.0,7.0,2.0,3.0,4.0,4.0,,11.0,2.0,5.0,5.0,12,,,25.0,,2.0,9.0,47.0,183,2.0,0.3714285714285714,0.3714285714285714,1.0,0.45,0.6666666666666666,,0.45,0.4166666666666667,0.5,0.4814814814814814,0.4663461538461538,0.6666666666666666,0.40625,0.5130434782608696,0.6666666666666666,0.5476190476190477,0.1923076923076923,,0.0238095238095238,0.0476190476190476,,,20.09569377990431,0.6363636363636364,,,0.0611111111111111,,0.0714285714285714,,0.0635593220338983,,,,0.09375,0.024390243902439,0.0533333333333333,0.0465116279069767,0.1538461538461538,,0.2019230769230769,0.4761904761904761,0.5,0.2,0.0673076923076923,0.5714285714285714,0.5714285714285714,,0.5384615384615384,0.375,0.3818181818181818,0.5238095238095238,0.0384615384615384,0.25,0.25,1.0,0.1538461538461538,0.5,0.5,1.0,0.2222222222222222,0.5,,,,,0.3333333333333333,0.6666666666666666,1.0,0.3125,0.7,0.0625,,0.09375,,0.3942307692307692,0.5,0.4660846153846153,0.4607,0.4760421875,0.0188679245283018,0.0232558139534883,0.0991735537190082,0.3884297520661157,13.68214285714286,25.425,0.3539651837524178,,,2.0,,,,,,,,,,,0.0178571428571428,,,,,3.0,,,,,True,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,12573.0,210,-38,407,406,187,200,53,813,4.0,7.0,,,2.0,4.0,1.0,2.0,12.0,33.0,,,,,,,,,,,,,17.0,42,,,7.0,41.0,418,,2.0,,,,7.0,17.0,,,4.0,18.0,24.0,10.0,,,,,,1.0,,11.0,2.0,13.0,2.0,,2.0,2.0,7.0,28.0,,1.0,,4.0,10.0,,14.0,1.0,15,,4.0,2.0,2.0,4.0,,1.0,2.0,3.0,1.0,6.0,1.0,6.0,9.0,25,1.0,1.0,9.0,1.0,2.0,3.0,18.0,187,3.0,0.7058823529411765,0.7058823529411765,,,,,,0.4047619047619047,,0.4117647058823529,0.4047619047619047,,0.4117647058823529,0.4456521739130434,,0.45,,,0.0238095238095238,,0.5,,11.13490364025696,0.6666666666666666,,,0.0675675675675675,0.0057471264367816,0.1025641025641025,,0.0748663101604278,0.0050251256281407,,,0.0666666666666666,0.081081081081081,0.0606060606060606,0.1428571428571428,,,0.1666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.0476190476190476,0.5,1.0,,0.7857142857142857,0.3636363636363636,0.3636363636363636,0.8333333333333334,,,,,,,,,,,,,,,,,,0.2352941176470588,0.5,,,,,0.1666666666666666,,0.4162476190476191,0.2912,0.3978941176470587,0.0465116279069767,0.0465116279069767,,0.4390243902439024,14.359523809523813,,0.4594594594594595,,,,,,,,,,0.0303030303030303,,,,,,,,,,,,,,True,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,33678.0,561,-37,1120,1127,496,525,179,2247,47.0,84.0,8.0,15.0,29.0,47.0,19.0,58.0,43.0,126.0,5.0,18.0,1.0,6.0,3.0,8.0,21.0,50.0,2.0,8.0,11.0,21.0,109.0,268,26.0,68.0,137.0,433.0,1170,15.0,26.0,3.0,14.0,46.0,53.0,119.0,14.0,29.0,99.0,247.0,74.0,144.0,69.0,9.0,,50.0,21.0,21.0,2.0,37.0,15.0,52.0,12.0,3.0,16.0,5.0,16.0,119.0,5.0,20.0,1.0,7.0,27.0,,34.0,26.0,60,11.0,14.0,10.0,4.0,37.0,5.0,16.0,24.0,21.0,5.0,61.0,4.0,27.0,9.0,32,2.0,6.0,172.0,10.0,47.0,42.0,247.0,496,7.0,0.3394495412844037,0.3592233009708738,0.8846153846153846,0.3823529411764705,0.2142857142857142,0.4827586206896552,0.3823529411764705,0.4067164179104477,0.5769230769230769,0.4453781512605042,0.4404761904761904,0.4875,0.5,0.5180722891566265,0.5348837209302325,0.5893719806763285,0.2023809523809523,0.0294117647058823,0.0783582089552238,0.1071428571428571,0.1379310344827586,0.02,35.33778767631774,0.6065573770491803,,0.0185185185185185,0.0649038461538461,0.0435729847494553,0.059322033898305,0.0520833333333333,0.0636704119850187,0.045045045045045,0.0855263157894736,0.0294117647058823,0.0465116279069767,0.055045871559633,0.0842696629213483,0.0595238095238095,0.0588235294117647,0.0621468926553672,0.25,0.5595238095238095,0.6266666666666667,0.4042553191489361,0.1726190476190476,0.3275862068965517,0.38,0.3157894736842105,0.375,0.3412698412698413,0.3524590163934426,0.2790697674418604,0.0535714285714285,0.2777777777777778,0.2941176470588235,0.8,0.1488095238095238,0.42,0.4285714285714285,0.9047619047619048,0.375,0.5333333333333333,,0.15,0.1666666666666666,1.0,0.2,0.25,1.0,0.3175675675675675,0.6170212765957447,0.054054054054054,0.375,0.1418918918918918,0.5238095238095238,0.4523809523809524,0.42,0.4793794642857143,0.4881757575757577,0.482854391891892,0.1260053619302949,0.1540983606557377,0.1062355658198614,0.5704387990762124,10.63694029850746,25.089705882352945,0.4428571428571428,7.0,12.0,4.0,12.0,8.0,2.0,12.0,6.0,,0.0210526315789473,0.0235849056603773,0.5,2.0,0.0317460317460317,,,,0.1071428571428571,4.0,0.0555555555555555,,,,True,,,,
76,1610612765,Cedric Ceballos,Cedric Ceballos,76,DET,5750.0,96,-20,188,187,51,69,28,375,6.0,7.0,,,2.0,2.0,,3.0,3.0,6.0,2.0,13.0,,2.0,1.0,5.0,5.0,12.0,1.0,2.0,1.0,4.0,9.0,16,7.0,25.0,8.0,47.0,203,,,1.0,4.0,3.0,3.0,4.0,2.0,9.0,4.0,16.0,10.0,8.0,21.0,,1.0,11.0,5.0,1.0,,3.0,,3.0,,,2.0,,1.0,6.0,1.0,3.0,,2.0,8.0,2.0,12.0,4.0,16,,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,,7.0,2.0,2.0,7.0,14,,,10.0,,3.0,2.0,16.0,51,2.0,0.5555555555555556,0.5555555555555556,1.0,0.28,0.25,0.2222222222222222,0.2916666666666667,0.5625,,0.75,0.4756097560975609,0.375,0.4615384615384615,0.5108695652173914,0.375,0.5333333333333333,0.6097560975609756,,0.0625,,0.3333333333333333,,23.873873873873872,0.5714285714285714,0.3333333333333333,,0.1159420289855072,0.0517241379310344,0.1176470588235294,0.037037037037037,0.1162790697674418,0.0470588235294117,0.1428571428571428,0.0714285714285714,0.2222222222222222,0.0869565217391304,0.0714285714285714,,0.3333333333333333,,0.1707317073170731,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.073170731707317,,,,0.1463414634146341,0.5,0.5,0.3333333333333333,0.3170731707317073,0.1538461538461538,0.1538461538461538,1.0,0.2926829268292683,0.4166666666666667,0.4166666666666667,1.0,,,,0.5,,,0.5,0.5,1.0,0.1538461538461538,1.0,0.3846153846153846,0.2,0.3076923076923077,0.25,0.7804878048780488,0.4545454545454545,0.52658125,0.5248499999999999,0.4966291666666667,0.0681818181818181,0.1578947368421052,0.0638297872340425,0.3404255319148936,9.01875,25.584000000000007,0.2712765957446808,,,1.0,2.0,1.0,1.0,2.0,2.0,,0.05,,1.0,,,,,1.0,,,,,,,True,,,,
