EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Clear Path Fouls,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Blocked3s,BlockedArc3,on,HeaveMakes,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,11534.0,192,-58,371,374,107.0,87,44,745,18.0,27.0,4.0,7.0,7.0,9.0,8.0,16.0,5.0,17.0,2.0,2.0,31.0,60,2.0,14.0,76.0,423,5.0,8.0,2.0,12.0,10.0,18.0,2.0,8.0,28.0,22.0,40.0,10.0,1.0,1.0,5.0,1.0,15.0,7.0,22.0,4.0,3.0,12.0,3.0,51.0,1.0,9.0,5.0,31.0,2.0,38,10.0,48,1.0,5.0,3.0,2.0,8.0,1.0,7.0,9.0,1.0,1.0,17.0,1.0,6.0,12,25,6.0,20.0,4.0,10.0,2.0,10.0,2.0,8.0,10.0,4.0,1.0,28.0,107.0,2.0,0.3548387096774194,0.4230769230769231,0.5166666666666667,0.625,0.5555555555555556,0.5,0.625,0.5,0.5428571428571428,0.6,0.56,0.03225806451612903,0.5,0.08333333333333333,0.14814814814814814,0.0625,0.5,20.5188679245283,0.47058823529411764,0.2222222222222222,0.20666666666666667,0.06206896551724138,0.17857142857142858,0.03225806451612903,0.20224719101123595,0.056818181818181816,0.10869565217391304,0.02564102564102564,0.05,0.043478260869565216,0.16666666666666666,0.20967741935483872,0.22413793103448276,0.18181818181818182,0.16666666666666666,0.041666666666666664,0.4,0.43548387096774194,0.6666666666666666,0.782608695652174,0.3333333333333333,0.25806451612903225,0.5,0.5333333333333333,0.27419354838709675,0.29411764705882354,0.29411764705882354,1.0,0.03225806451612903,0.875,0.5714285714285714,0.45,0.7777777777777778,0.1,0.46774193548387094,0.4592327868852459,0.47931250000000003,0.43633157894736846,0.14705882352941177,0.15151515151515152,0.15789473684210525,0.3684210526315789,7.498333333333333,33.75,0.2884097035040431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,41854.0,698,6,1344,1344,383.0,268,180,2688,79.0,119.0,18.0,37.0,21.0,31.0,16.0,46.0,25.0,77.0,,,120.0,242,,48.0,288.0,1372,21.0,50.0,15.0,57.0,30.0,59.0,,12.0,72.0,154.0,86.0,32.0,,,22.0,,10.0,7.0,17.0,4.0,3.0,6.0,4.0,41.0,6.0,63.0,16.0,94.0,12.0,122,74.0,196,9.0,9.0,6.0,3.0,13.0,1.0,5.0,19.0,8.0,4.0,32.0,4.0,12.0,18,44,5.0,77.0,9.0,34.0,10.0,13.0,4.0,9.0,13.0,7.0,1.0,72.0,383.0,6.0,0.6416666666666667,0.7403846153846154,0.49586776859504134,0.42,0.5084745762711864,0.49586776859504134,0.42,0.5084745762711864,0.51985559566787,0.49137931034482757,0.5070422535211268,,,0.09090909090909091,0.14285714285714285,0.10869565217391304,,19.642857142857142,0.40625,0.36363636363636365,0.16607773851590105,0.11753731343283583,0.14414414414414414,0.04411764705882353,0.16248153618906944,0.10267857142857142,0.1320754716981132,0.1568627450980392,0.08035714285714286,0.02857142857142857,0.14516129032258066,0.17777777777777778,0.16589861751152074,0.14285714285714285,0.14814814814814814,0.09,0.5384615384615384,0.49173553719008267,0.6638655462184874,0.7745098039215687,0.7088607594936709,0.19008264462809918,0.34782608695652173,0.3902439024390244,0.3181818181818182,0.3246753246753247,0.3246753246753247,0.52,,0.74,0.4864864864864865,0.5254237288135594,0.6774193548387096,,0.49173553719008267,0.4899495867768596,0.5282340425531914,0.4862118644067797,0.12734082397003746,0.12734082397003746,0.19791666666666666,0.25,7.224380165289256,,0.2849702380952381,5.0,6.0,5.0,1.0,1.0,0.11627906976744186,0.0967741935483871,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,20018.0,334,96,626,625,130.0,67,85,1251,23.0,49.0,4.0,13.0,5.0,12.0,10.0,38.0,,,,,33.0,87,,23.0,89.0,582,6.0,16.0,4.0,16.0,6.0,17.0,,6.0,18.0,42.0,24.0,12.0,,,15.0,,8.0,6.0,14.0,5.0,1.0,5.0,3.0,34.0,3.0,30.0,14.0,43.0,5.0,62,34.0,96,6.0,12.0,9.0,3.0,7.0,1.0,2.0,7.0,5.0,,14.0,4.0,1.0,24,43,3.0,32.0,6.0,17.0,2.0,25.0,11.0,14.0,25.0,10.0,2.0,18.0,130.0,2.0,0.6363636363636364,0.7777777777777778,0.3793103448275862,0.375,0.35294117647058826,0.3793103448275862,0.375,0.35294117647058826,0.445,0.4444444444444444,0.42857142857142855,,,0.1724137931034483,0.10204081632653061,0.2631578947368421,,15.510204081632654,0.5,0.3333333333333333,0.15357142857142858,0.11764705882352941,0.28,0.04918032786885246,0.17272727272727273,0.10443037974683544,0.18181818181818182,0.10714285714285714,0.07446808510638298,0.0625,0.1111111111111111,0.16346153846153846,0.168141592920354,0.28205128205128205,0.2727272727272727,0.15384615384615385,0.4,0.5632183908045977,0.46938775510204084,0.5227272727272727,0.6956521739130435,0.4367816091954023,0.2631578947368421,0.35714285714285715,,,,,,0.8125,0.3076923076923077,0.7058823529411765,0.4166666666666667,,0.5632183908045977,0.46184942528735634,0.5181133333333333,0.4722176470588235,0.17346938775510204,0.17346938775510204,0.1797752808988764,0.20224719101123595,3.772413793103448,,0.20766773162939298,1.0,,5.0,,,0.05555555555555555,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,26711.0,445,64,838,846,162.0,142,114,1684,28.0,46.0,4.0,7.0,7.0,10.0,13.0,30.0,21.0,56.0,12.0,4.0,62.0,132,25.0,14.0,174.0,796,12.0,23.0,,27.0,12.0,21.0,10.0,3.0,45.0,44.0,80.0,8.0,,12.0,9.0,,41.0,5.0,46.0,4.0,1.0,21.0,14.0,97.0,5.0,14.0,8.0,45.0,,53,19.0,72,4.0,22.0,10.0,12.0,19.0,3.0,12.0,13.0,7.0,3.0,32.0,1.0,6.0,18,49,3.0,18.0,2.0,8.0,1.0,1.0,,1.0,1.0,1.0,,45.0,162.0,3.0,0.3548387096774194,0.3793103448275862,0.4696969696969697,0.5217391304347826,0.5714285714285714,0.5095541401273885,0.54,0.6774193548387096,0.524390243902439,0.54,0.6818181818181818,0.1592356687898089,,0.06818181818181818,0.08695652173913043,0.1,,19.95926680244399,0.59375,,0.12362637362637363,0.04046242774566474,0.10810810810810811,0.0641025641025641,0.12100456621004566,0.04481132075471698,0.031578947368421054,0.04,0.046357615894039736,0.07017543859649122,0.05128205128205128,0.10869565217391304,0.17567567567567569,0.12280701754385964,0.058823529411764705,0.05555555555555555,1.0,0.2929936305732484,0.6086956521739131,0.6666666666666666,0.42857142857142855,0.1910828025477707,0.43333333333333335,0.48148148148148145,0.35668789808917195,0.375,0.3888888888888889,0.47619047619047616,0.07643312101910828,0.28,0.5714285714285714,0.3225806451612903,0.7,0.12903225806451613,0.45222929936305734,0.4808936305732483,0.43866666666666676,0.49976129032258065,0.049079754601226995,0.057971014492753624,0.15517241379310345,0.25862068965517243,9.895454545454548,24.491999999999997,0.19331742243436753,,2.0,4.0,,,,0.047619047619047616,,0.25,,8.0,13.0,1.0,4.0,6.0,4.0,1.0,1.0,2.0,12.0,1.0,2.0,6.0,33.0,3.0,4.0,6.0,2.0,0.9166666666666666,0.48,0.5,0.6,0.48,0.03571428571428571,0.08280254777070063,0.6153846153846154,0.6153846153846154,1.0,0.3333333333333333,0.3333333333333333,0.75,0.04,0.04,1.0,1.0,0.1935483870967742,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,True,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,18794.0,313,44,604,598,167.0,143,80,1202,9.0,13.0,1.0,1.0,1.0,1.0,4.0,10.0,7.0,15.0,31.0,8.0,20.0,38,39.0,13.0,104.0,588,3.0,6.0,,15.0,3.0,7.0,10.0,6.0,27.0,24.0,16.0,,,31.0,1.0,,30.0,12.0,42.0,9.0,3.0,23.0,4.0,96.0,2.0,3.0,5.0,13.0,,18,5.0,23,1.0,8.0,6.0,2.0,12.0,2.0,11.0,6.0,1.0,1.0,18.0,1.0,6.0,6,18,1.0,16.0,1.0,6.0,1.0,1.0,,1.0,1.0,1.0,,27.0,167.0,2.0,0.6,0.6,0.5263157894736842,0.5,0.42857142857142855,0.5909090909090909,0.75,0.6176470588235294,0.6204819277108434,0.75,0.675,0.5064935064935064,,0.02631578947368421,,0.1,,14.326241134751774,0.6666666666666666,,0.05078125,0.012552301255230125,0.09615384615384616,0.03333333333333333,0.05844155844155844,0.016722408026755852,,0.014492753623188406,0.01904761904761905,0.022727272727272728,0.02040816326530612,0.07766990291262135,0.038461538461538464,0.08108108108108109,0.13333333333333333,0.02564102564102564,1.0,0.16883116883116883,0.6923076923076923,0.6923076923076923,0.4444444444444444,0.12987012987012986,0.4,0.4444444444444444,0.19480519480519481,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.4025974025974026,0.1,1.0,0.058823529411764705,1.0,0.47058823529411764,0.6753246753246753,0.5097694805194805,0.4669857142857143,0.5004,0.07317073170731707,0.13953488372093023,0.14423076923076922,0.25961538461538464,10.11578947368421,25.117948717948714,0.2764900662251656,,2.0,1.0,,,,0.0625,0.75,,,1.0,8.0,,,2.0,16.0,3.0,4.0,5.0,17.0,3.0,4.0,5.0,39.0,12.0,16.0,3.0,3.0,0.7647058823529411,0.4358974358974359,0.75,0.5,0.4358974358974359,,0.1038961038961039,0.125,0.125,1.0,0.5161290322580645,0.5161290322580645,0.75,,0.4,0.75,0.6666666666666666,0.11764705882352941,,0.625,0.5161290322580645,,,,,,,,,True,,,,
1715,1610612758,Jason Williams,Jason Williams,1715,SAC,10762.0,179,-78,360,359,137.0,87,46,719,6.0,14.0,,1.0,2.0,6.0,2.0,6.0,4.0,15.0,21.0,10.0,12.0,35,21.0,5.0,47.0,439,,1.0,,,4.0,15.0,10.0,2.0,16.0,4.0,20.0,,1.0,20.0,,,17.0,6.0,23.0,5.0,1.0,10.0,7.0,52.0,,,,5.0,,5,,5,,8.0,6.0,2.0,13.0,5.0,9.0,7.0,4.0,,20.0,,6.0,1,11,2.0,8.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,16.0,137.0,1.0,0.16666666666666666,0.16666666666666666,0.34285714285714286,,0.26666666666666666,0.375,,0.28,0.39166666666666666,,0.3076923076923077,0.375,,,,,,19.32367149758454,0.65,,0.037037037037037035,,,,0.03125,,,,,,,0.05263157894736842,0.044444444444444446,,,,1.0,0.25,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.26785714285714285,0.26666666666666666,0.26666666666666666,,0.375,0.5,,0.24,0.3333333333333333,0.4,0.625,0.5001618181818182,0.5849249999999999,0.473775,0.05084745762711865,0.07894736842105263,,0.3404255319148936,10.040000000000003,25.890476190476193,0.38055555555555554,,,,,,,,,,,,,,,,6.0,,1.0,2.0,6.0,,1.0,2.0,12.0,6.0,6.0,,,0.6666666666666666,0.2857142857142857,,0.2,0.3,,,,,,0.2857142857142857,0.2857142857142857,0.6666666666666666,,0.5,,,,,0.2,0.3,1.0,,,,,,,,True,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,19968.0,333,-23,639,636,153.0,117,101,1275,20.0,38.0,2.0,6.0,6.0,8.0,7.0,28.0,23.0,44.0,36.0,7.0,50.0,110,43.0,45.0,205.0,695,6.0,14.0,6.0,27.0,13.0,27.0,7.0,16.0,51.0,34.0,66.0,4.0,,36.0,11.0,1.0,19.0,9.0,28.0,6.0,3.0,10.0,5.0,65.0,4.0,11.0,6.0,26.0,5.0,37,15.0,52,2.0,12.0,8.0,4.0,8.0,2.0,5.0,11.0,3.0,1.0,19.0,4.0,2.0,6,17,5.0,55.0,4.0,19.0,10.0,1.0,,1.0,1.0,1.0,,51.0,153.0,2.0,0.34,0.3541666666666667,0.45454545454545453,0.42857142857142855,0.48148148148148145,0.5228758169934641,0.5833333333333334,0.5147058823529411,0.5730337078651685,0.6136363636363636,0.5666666666666667,0.28104575163398693,0.023255813953488372,0.1,0.21052631578947367,0.10714285714285714,,25.92105263157895,0.42105263157894735,0.35714285714285715,0.10077519379844961,0.04059040590405904,0.125,0.06666666666666667,0.10457516339869281,0.045317220543806644,0.0379746835443038,0.047058823529411764,0.037383177570093455,0.0784313725490196,0.078125,0.07339449541284404,0.15294117647058825,0.13157894736842105,0.1,0.028985507246376812,1.0,0.24836601307189543,0.5263157894736842,0.6666666666666666,0.6,0.1830065359477124,0.25,0.28,0.2875816993464052,0.5227272727272727,0.5227272727272727,0.21739130434782608,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.75,0.20588235294117646,0.5294117647058824,0.4828035947712418,0.48666,0.4446014705882354,0.1130952380952381,0.152,0.13170731707317074,0.24878048780487805,10.181818181818182,24.783720930232555,0.23943661971830985,,3.0,,,,,,,,,3.0,7.0,1.0,,,17.0,2.0,3.0,3.0,20.0,3.0,4.0,3.0,36.0,24.0,17.0,4.0,1.0,0.6,0.46511627906976744,0.75,0.42857142857142855,0.46511627906976744,,0.0457516339869281,0.42857142857142855,0.5,1.0,0.4722222222222222,0.4722222222222222,0.5294117647058824,0.05555555555555555,0.16666666666666666,0.6666666666666666,1.0,,,0.42857142857142855,0.4722222222222222,,1.0,0.14285714285714285,1.0,1.0,,,,True,,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,7383.0,123,-32,239,237,69.0,56,38,476,7.0,11.0,1.0,2.0,5.0,6.0,9.0,21.0,13.0,42.0,,,29.0,74,,20.0,78.0,260,3.0,9.0,3.0,9.0,8.0,24.0,,11.0,27.0,24.0,34.0,2.0,,,2.0,,10.0,2.0,12.0,2.0,,7.0,2.0,26.0,1.0,4.0,6.0,10.0,2.0,18,6.0,24,,1.0,1.0,,6.0,,5.0,1.0,1.0,,7.0,1.0,4.0,3,7,,25.0,1.0,8.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,27.0,69.0,2.0,0.41379310344827586,0.42857142857142855,0.3918918918918919,0.3333333333333333,0.3333333333333333,0.3918918918918919,0.3333333333333333,0.3333333333333333,0.45348837209302323,0.4090909090909091,0.43548387096774194,,,0.02702702702702703,0.09090909090909091,,,33.214285714285715,0.8571428571428571,0.6666666666666666,0.12987012987012986,0.04,0.24,0.05,0.1568627450980392,0.041666666666666664,0.038461538461538464,0.08,0.02040816326530612,0.06666666666666667,0.11764705882352941,0.19230769230769232,0.08823529411764706,0.25,0.2222222222222222,,0.4,0.14864864864864866,0.6363636363636364,0.7,0.5714285714285714,0.28378378378378377,0.42857142857142855,0.42857142857142855,0.5675675675675675,0.30952380952380953,0.3170731707317073,0.5384615384615384,,0.2222222222222222,0.5,0.25,0.8333333333333334,,0.14864864864864866,0.42222567567567565,0.412125,0.4437583333333333,0.09876543209876543,0.09876543209876543,0.11538461538461539,0.34615384615384615,12.104054054054055,,0.28870292887029286,1.0,,,,,0.09090909090909091,,0.1111111111111111,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,19663.0,328,75,633,634,210.0,128,81,1267,14.0,21.0,1.0,2.0,5.0,8.0,4.0,19.0,13.0,35.0,17.0,5.0,31.0,75,26.0,22.0,99.0,575,2.0,7.0,5.0,12.0,8.0,19.0,8.0,14.0,39.0,32.0,30.0,2.0,,17.0,5.0,,12.0,6.0,18.0,5.0,1.0,8.0,4.0,42.0,3.0,7.0,11.0,21.0,2.0,34,11.0,45,1.0,16.0,9.0,7.0,11.0,,4.0,7.0,7.0,2.0,18.0,,4.0,15,35,1.0,31.0,1.0,12.0,4.0,1.0,,1.0,1.0,1.0,,39.0,210.0,,0.5161290322580645,0.5333333333333333,0.41333333333333333,0.2857142857142857,0.42105263157894735,0.3811881188118812,0.3888888888888889,0.46296296296296297,0.4267241379310345,0.5,0.527027027027027,0.25742574257425743,,0.06666666666666667,0.09523809523809523,0.15789473684210525,,18.18181818181818,0.6111111111111112,0.1111111111111111,0.07216494845360824,0.029288702928870293,0.1774193548387097,0.045454545454545456,0.0906515580736544,0.03278688524590164,,0.015625,0.05714285714285714,0.043478260869565216,0.013888888888888888,0.11711711711711711,0.06481481481481481,0.19148936170212766,0.13333333333333333,0.01694915254237288,1.0,0.2079207920792079,0.6666666666666666,0.7368421052631579,0.5714285714285714,0.18811881188118812,0.21052631578947367,0.25,0.3465346534653465,0.37142857142857144,0.37142857142857144,0.5384615384615384,0.16831683168316833,0.2222222222222222,0.5,0.2962962962962963,0.625,0.18518518518518517,0.46534653465346537,0.4809945544554455,0.45670000000000005,0.5014611111111111,0.10714285714285714,0.13953488372093023,0.12121212121212122,0.3939393939393939,11.080000000000002,24.47307692307692,0.33175355450236965,1.0,2.0,4.0,,1.0,0.047619047619047616,0.05,0.25,,,2.0,9.0,,1.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,12.0,3.0,3.0,,,0.8,0.19230769230769232,0.5,0.375,0.19230769230769232,,0.0891089108910891,0.2222222222222222,0.2222222222222222,1.0,0.17647058823529413,0.17647058823529413,0.6666666666666666,,0.2222222222222222,0.5,,0.1111111111111111,0.3333333333333333,0.4,0.17647058823529413,1.0,,,,,,,,True,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,16973.0,283,-80,542,549,161.0,110,75,1091,10.0,23.0,1.0,2.0,2.0,5.0,3.0,6.0,6.0,22.0,22.0,2.0,19.0,51,30.0,25.0,105.0,617,4.0,9.0,4.0,21.0,5.0,15.0,3.0,11.0,24.0,20.0,18.0,,,22.0,5.0,,26.0,4.0,30.0,2.0,2.0,16.0,8.0,64.0,,8.0,3.0,20.0,,23,8.0,31,1.0,17.0,9.0,8.0,8.0,3.0,4.0,15.0,4.0,2.0,23.0,3.0,5.0,7,19,4.0,29.0,3.0,11.0,3.0,3.0,1.0,2.0,4.0,,,24.0,161.0,1.0,0.5263157894736842,0.5263157894736842,0.37254901960784315,0.4444444444444444,0.3333333333333333,0.49382716049382713,0.6071428571428571,0.3611111111111111,0.5489130434782609,0.65625,0.4782608695652174,0.37037037037037035,,0.09803921568627451,0.17391304347826086,0.16666666666666666,,18.138801261829652,0.34782608695652173,,0.08968609865470852,0.035555555555555556,0.07894736842105263,,0.08812260536398467,0.028985507246376812,0.0410958904109589,0.06557377049180328,0.01098901098901099,,0.07407407407407407,0.07228915662650602,0.11627906976744186,0.06451612903225806,0.14285714285714285,0.023255813953488372,,0.2839506172839506,0.43478260869565216,0.5263157894736842,0.6,0.07407407407407407,0.5,0.6,0.2716049382716049,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2716049382716049,0.14285714285714285,0.5,0.2777777777777778,0.4,0.1111111111111111,0.654320987654321,0.5079728395061729,0.4861833333333334,0.4515416666666666,0.12359550561797752,0.1864406779661017,0.2,0.22857142857142856,8.700000000000001,24.37333333333333,0.29704797047970477,,4.0,,,,,,,1.0,,5.0,8.0,2.0,1.0,1.0,9.0,1.0,3.0,,14.0,3.0,5.0,1.0,39.0,3.0,9.0,2.0,4.0,0.9285714285714286,0.4666666666666667,0.6,0.3333333333333333,0.4666666666666667,,0.09876543209876543,0.625,0.625,1.0,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.14285714285714285,0.21428571428571427,0.3333333333333333,,0.05555555555555555,1.0,,0.4090909090909091,,2.0,,1.0,1.0,,1.0,1.0,True,,,,
