EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChancePointsPct,ShortMidRangeFGM,NonShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGA,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,2pt And 1 Free Throw Trips,AtRimPctAssisted,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,DefFTReboundPct,PenaltyAtRimFGA,SelfOReb,Technical Free Throw Trips,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimFGM,PenaltyAtRimAccuracy,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,Corner3Assists,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,694.0,12,-3.0,22,20,10.0,3.0,3.0,42,1.0,2.0,1.0,3,1.0,1.0,1.0,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,0.1,0.25,0.25,20.0,0.5,0.1111111111111111,0.5,0.25,0.5,0.25,0.25,0.363825,0.2524,0.2,0.25,1.0,12.5,24.6,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,1233.0,21,-18.0,40,40,20.0,,8.0,80,2.0,4.0,,6,,2.0,4.0,43,,4.0,2.0,4.0,,,,,2.0,1.0,4.0,20.0,0.2857142857142857,0.4,,21.27659574468085,,,,0.3333333333333333,0.6666666666666666,,,0.3632166666666667,0.361575,0.14285714285714285,0.14285714285714285,1.0,16.533333333333335,,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.16666666666666666,0.25,1.0,0.16666666666666666,0.5,0.6666666666666666,1.0,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,152.0,3,-3.0,5,5,5.0,,1.0,10,1.0,,,1,,2.0,4.0,7,,1.0,2.0,4.0,,,,,4.0,1.0,4.0,5.0,0.6666666666666666,0.6666666666666666,,50.0,,,,1.0,,,,0.3773,0.3773,0.5,0.5,1.0,11.9,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,726.0,12,-8.0,23,22,6.0,1.0,5.0,45,1.0,1.0,,4,,3.0,5.0,25,1.0,1.0,2.0,2.0,,,3.0,6.0,6.0,2.0,2.0,6.0,0.35714285714285715,0.5,,25.925925925925924,,0.23076923076923078,,0.25,0.25,,0.5,0.46309999999999996,0.3983,0.3333333333333333,0.3333333333333333,0.4,6.35,,0.2608695652173913,,1.0,2.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,,,0.25,,0.25,,1.0,0.25,1.0,,,,,0.8,,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.6,0.23076923076923078,0.5,0.3333333333333333,0.2222222222222222,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1610612761,Muggsy Bogues,Muggsy Bogues,177,TOR,2018.0,34,-17.0,64,64,30.0,10.0,12.0,128,,1.0,,1,1.0,,,69,,1.0,,,,,,3.0,,,,30.0,,,0.5,8.0,,,,,0.5,,0.5,0.481475,0.4234,,,,19.7,24.1,0.46875,,,,,,,,4.0,5.0,3.0,11.0,2.0,2.0,,4.0,,2.0,,2.0,4.0,,2.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,0.08695652173913043,,0.11538461538461539,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.4,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,887.0,15,-6.0,31,30,27.0,,4.0,61,1.0,2.0,3.0,3,3.0,2.0,9.0,33,,2.0,,5.0,3.0,,1.0,4.0,2.0,1.0,5.0,27.0,0.6428571428571429,0.5,0.5,25.714285714285715,,0.08333333333333333,,0.16666666666666666,0.3333333333333333,0.5,0.5,0.44731666666666675,0.4615,0.14285714285714285,0.25,0.5555555555555556,15.6,24.8,0.8709677419354839,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5833333333333334,0.5,1.0,,,0.5,,0.5,0.5,0.2222222222222222,1.0,,1.0,1.0,,,,,,,1.0,2.0,3.0,,,0.16666666666666666,0.1,0.23076923076923078,,0.25,0.5,0.14285714285714285,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612761,Corliss Williamson,Corliss Williamson,722,TOR,411.0,7,-4.0,13,13,,9.0,2.0,26,1.0,,,3,,2.0,6.0,15,,,,,,,1.0,1.0,3.0,2.0,,,0.75,,,33.333333333333336,,0.16666666666666666,,0.3333333333333333,,,0.6666666666666666,0.5025666666666667,,0.5,0.5,,2.0,,,,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,2.0,,,,,0.6666666666666666,,0.6666666666666666,,1.0,,,1.0,,,,0.3333333333333333,,,,,2.0,2.0,,,,,1.0,,,,,,0.25,,0.5,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,0.5,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1610612761,Charles Oakley,Charles Oakley,891,TOR,1501.0,25,-14.0,48,48,18.0,9.0,9.0,96,,5.0,1.0,5,1.0,,2.0,51,,,,,1.0,,,6.0,,,,18.0,0.16666666666666666,,0.16666666666666666,19.642857142857142,,,,,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.41994166666666666,,,,,19.160000000000004,25.0,0.375,1.0,1.0,,,,2.0,,1.0,2.0,,5.0,,,,2.0,2.0,,3.0,2.0,5.0,,1.0,,4.0,,,,,0.2,,0.16666666666666666,,,,,0.4,,0.2,0.2,,,,,,,,,,,,,5.0,6.0,,,0.2777777777777778,,0.25,,,0.2,0.4,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,1002.0,17,-9.0,29,31,3.0,10.0,8.0,60,1.0,5.0,1.0,8,1.0,1.0,12.0,32,3.0,2.0,,,1.0,,1.0,1.0,1.0,,,3.0,0.6111111111111112,,0.1111111111111111,25.0,,0.05263157894736842,,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.42686666666666667,0.44915,,,,13.325,24.5,0.10344827586206896,3.0,4.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.6111111111111112,,0.6666666666666666,,,,,0.6,0.6,0.3333333333333333,,,,,1.0,2.0,1.0,1.0,2.0,,1.0,,,0.6666666666666666,0.6666666666666666,,0.058823529411764705,,,,,,0.2222222222222222,0.5,0.5,0.3333333333333333,1.0,0.4302333333333333,,,,,,,,,,,1.0,,,1.0,,,6.0,3.0,1.0,0.75,0.75,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,932.0,16,1.0,27,29,13.0,8.0,7.0,56,2.0,1.0,,4,,3.0,3.0,28,1.0,1.0,3.0,3.0,,,3.0,5.0,4.0,,3.0,13.0,0.25,0.5,,17.64705882352941,,0.17647058823529413,,0.5,0.25,,0.25,0.4294,0.3678,,,1.0,11.075,,0.48148148148148145,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,0.5,,,,,,,0.6666666666666666,,2.0,,,,1.0,,,,,3.0,1.0,2.0,,,0.08333333333333333,0.21428571428571427,0.07692307692307693,,0.2857142857142857,,0.14285714285714285,0.25,,,,,0.4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
