EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,on,Clear Path Fouls
120,1610612757,Steven Smith,Steven Smith,120,POR,43405.0,723,65,1347,1335,554,485,182,2682,38.0,56.0,13.0,21.0,14.0,20.0,21.0,44.0,21.0,53.0,6.0,11.0,1.0,2.0,2.0,2.0,10.0,47.0,4.0,4.0,17.0,80.0,153,16.0,58.0,105.0,313.0,1433,17.0,28.0,1.0,6.0,11.0,48.0,27.0,49,6.0,19.0,63.0,135.0,78.0,82.0,39.0,9.0,16.0,47.0,10.0,9.0,50.0,18.0,68.0,13.0,5.0,22.0,4.0,24.0,154.0,5.0,14.0,17.0,33.0,8.0,58.0,19.0,77.0,5.0,11.0,8.0,3.0,18.0,3.0,11.0,13.0,7.0,1.0,31.0,1.0,9.0,19.0,62.0,2.0,9.0,116.0,6.0,19.0,25.0,27.0,6.0,4.0,2.0,6.0,5.0,135.0,554,13.0,0.4875,0.5416666666666666,0.8125,0.27586206896551724,0.16666666666666666,0.3157894736842105,0.27586206896551724,0.5228758169934641,0.6071428571428571,0.5510204081632653,0.4928909952606635,0.5441176470588235,0.5294117647058824,0.5719844357976653,0.6,0.6464646464646465,0.27488151658767773,0.058823529411764705,0.125,0.045454545454545456,18.480360592401805,0.5806451612903226,0.1509433962264151,0.07127429805615551,0.031042128603104215,0.12408759124087591,0.03875968992248062,0.08333333333333333,0.032758620689655175,0.04580152671755725,0.04838709677419355,0.01020408163265306,0.038834951456310676,0.038461538461538464,0.06666666666666667,0.06474820143884892,0.0784313725490196,0.1111111111111111,0.1724137931034483,0.047619047619047616,0.8333333333333334,0.26540284360189575,0.6785714285714286,0.7755102040816326,0.4473684210526316,0.20853080568720378,0.4772727272727273,0.5,0.38095238095238093,0.25118483412322273,0.39622641509433965,0.39622641509433965,0.6666666666666666,0.052132701421800945,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.22274881516587677,0.2127659574468085,0.2127659574468085,0.8,0.6176470588235294,0.6190476190476191,0.3076923076923077,0.058823529411764705,0.5,1.0,0.11764705882352941,0.29411764705882354,0.7,0.029411764705882353,1.0,0.25,0.23529411764705882,0.5402843601895735,0.2127659574468085,0.4790618483412323,0.49460370370370377,0.47789852941176475,0.10869565217391304,0.14534883720930233,0.15335463258785942,0.43130990415335463,9.40392156862745,25.115517241379315,0.4112843355605048,,,,,,,,,,,,,,,,,,,,,,,,True,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,119729.0,1995,157,3707,3706,974,833,488,7413,252.0,370.0,59.0,80.0,63.0,90.0,42.0,118.0,76.0,188.0,5.0,20.0,1.0,3.0,,6.0,12.0,30.0,2.0,5.0,11.0,370.0,676,17.0,50.0,157.0,948.0,3784,69.0,107.0,3.0,5.0,19.0,166.0,89.0,154,5.0,17.0,76.0,269.0,490.0,250.0,45.0,6.0,90.0,28.0,12.0,54.0,184.0,24.0,208.0,19.0,5.0,108.0,34.0,42.0,440.0,24.0,95.0,43.0,188.0,16.0,247.0,120.0,367.0,17.0,94.0,55.0,39.0,78.0,26.0,51.0,91.0,27.0,7.0,169.0,10.0,39.0,76.0,203.0,9.0,27.0,238.0,23.0,1.0,100.0,29.0,15.0,3.0,3.0,20.0,7.0,269.0,974,19.0,0.6621621621621622,0.7538461538461538,0.8823529411764706,0.34,0.6,0.29411764705882354,0.3541666666666667,0.5473372781065089,0.6448598130841121,0.577922077922078,0.5447658402203857,0.65625,0.564327485380117,0.5691105769230769,0.664,0.6146788990825688,0.06887052341597796,0.07988165680473373,0.0891891891891892,0.16101694915254236,23.398784478728377,0.46153846153846156,0.13793103448275862,0.1304649548924358,0.0683453237410072,0.1246376811594203,0.0898876404494382,0.12933930571108623,0.07181653590826795,0.07276995305164319,0.06329113924050633,0.06854130052724078,0.09004739336492891,0.08928571428571429,0.07387862796833773,0.13801452784503632,0.15870570107858242,0.12087912087912088,0.1388888888888889,0.06115107913669065,0.35,0.509641873278237,0.6810810810810811,0.7477744807121661,0.6547619047619048,0.162534435261708,0.3559322033898305,0.42424242424242425,0.6190476190476191,0.25895316804407714,0.40425531914893614,0.40860215053763443,0.7105263157894737,0.027548209366391185,0.25,0.25,1.0,0.04132231404958678,0.4,0.4,0.8333333333333334,0.7142857142857143,0.7375,0.1864406779661017,0.026785714285714284,0.3333333333333333,1.0,0.017857142857142856,0.5263157894736842,0.7,0.03508771929824561,,0.06432748538011696,0.45454545454545453,0.5785123966942148,0.42857142857142855,0.5127745856353593,0.5161549450549451,0.5161026627218935,0.12453300124533001,0.13280212483399734,0.1751054852320675,0.28375527426160335,6.788757396449704,25.370000000000005,0.26274615592123013,2.0,2.0,1.0,8.0,5.0,3.0,9.0,2.0,2.0,2.0,13.0,1.0,0.010638297872340425,0.009174311926605505,1.0,1.0,,,,,,,,True,
176,1610612757,Antonio Harvey,Antonio Harvey,176,POR,247.0,4,1,8,9,7,9,1,17,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,3,,,,2.0,7,,,,,,,1.0,3,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,33.333333333333336,,,,0.5,,,,0.3333333333333333,1.0,,,,,,,,,,0.5,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.433,,0.433,,,,1.0,10.566666666666666,,0.875,,,,,,,,,,,,,,,,,,,,,,,,True,
431,1610612757,Shawn Kemp,Shawn Kemp,431,POR,38656.0,644,-81,1175,1187,333,278,170,2362,33.0,64.0,3.0,8.0,10.0,16.0,7.0,39.0,55.0,137.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,,,,95.0,240,2.0,5.0,66.0,262.0,1261,13.0,32.0,1.0,2.0,13.0,42.0,21.0,55,,1.0,24.0,66.0,146.0,44.0,6.0,,4.0,2.0,1.0,18.0,33.0,9.0,42.0,7.0,2.0,16.0,3.0,14.0,93.0,5.0,30.0,13.0,86.0,11.0,110.0,36.0,146.0,6.0,22.0,11.0,11.0,18.0,6.0,9.0,32.0,9.0,6.0,50.0,3.0,8.0,74.0,116.0,6.0,13.0,84.0,3.0,1.0,34.0,9.0,11.0,,3.0,11.0,7.0,66.0,333,3.0,0.7684210526315789,0.7849462365591398,1.0,0.4,0.5,,0.4,0.3958333333333333,0.40625,0.38181818181818183,0.4,0.4264705882352941,0.375,0.45789473684210524,0.5,0.47101449275362317,0.02040816326530612,0.075,0.109375,0.28205128205128205,24.399126001456665,0.36,0.24444444444444444,0.19545454545454546,0.062111801242236024,0.1262135922330097,0.0684931506849315,0.18232044198895028,0.06294964028776978,0.041666666666666664,0.07377049180327869,0.06912442396313365,0.05,0.15384615384615385,0.1984126984126984,0.20869565217391303,0.18592964824120603,0.125,0.13043478260869565,0.046153846153846156,0.6363636363636364,0.2612244897959184,0.515625,0.5789473684210527,0.6363636363636364,0.15918367346938775,0.1794871794871795,0.25,0.2857142857142857,0.5591836734693878,0.40145985401459855,0.40145985401459855,0.9090909090909091,0.012244897959183673,0.3333333333333333,0.3333333333333333,1.0,0.00816326530612245,0.5,0.5,1.0,0.23529411764705882,0.375,0.3333333333333333,0.058823529411764705,0.5,1.0,,0.2857142857142857,0.625,0.017857142857142856,,,,0.2816326530612245,0.5,0.43866285714285713,0.43692343750000007,0.44344375,0.12318840579710146,0.12546125461254612,0.16030534351145037,0.25190839694656486,12.978333333333332,23.619999999999997,0.2834042553191489,,,1.0,3.0,,,8.0,,2.0,,4.0,,,0.02857142857142857,,,,,,,,,,True,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,75406.0,1257,181,2362,2356,591,517,319,4718,53.0,108.0,6.0,7.0,10.0,27.0,25.0,72.0,67.0,152.0,5.0,15.0,2.0,6.0,,2.0,30.0,79.0,9.0,8.0,19.0,145.0,332,35.0,94.0,72.0,467.0,2350,16.0,29.0,7.0,15.0,3.0,56.0,31.0,81,8.0,21.0,42.0,128.0,86.0,204.0,84.0,21.0,16.0,79.0,30.0,27.0,217.0,16.0,233.0,14.0,2.0,97.0,34.0,86.0,482.0,5.0,29.0,26.0,83.0,8.0,117.0,34.0,151.0,12.0,51.0,20.0,31.0,52.0,8.0,33.0,31.0,19.0,4.0,83.0,3.0,23.0,20.0,87.0,2.0,6.0,85.0,2.0,10.0,17.0,20.0,1.0,,1.0,2.0,1.0,128.0,591,13.0,0.296551724137931,0.31386861313868614,0.8,0.3723404255319149,0.4666666666666667,0.38095238095238093,0.3723404255319149,0.4367469879518072,0.5517241379310345,0.38271604938271603,0.4636150234741784,0.6022727272727273,0.4215686274509804,0.4967532467532468,0.6111111111111112,0.508130081300813,0.22065727699530516,0.08132530120481928,0.12962962962962962,0.125,19.839825263924283,0.6265060240963856,0.11764705882352941,0.08691099476439791,0.030982905982905984,0.11981566820276497,0.033112582781456956,0.09300341296928327,0.031278748850046,0.038461538461538464,0.03663003663003663,0.021220159151193633,0.031746031746031744,0.04,0.06563706563706563,0.06153846153846154,0.11467889908256881,0.10795454545454546,0.17073170731707318,0.05741626794258373,0.5,0.2535211267605634,0.49074074074074076,0.5638297872340425,0.24528301886792453,0.16901408450704225,0.3472222222222222,0.3968253968253968,0.2,0.3568075117370892,0.4407894736842105,0.4527027027027027,0.373134328358209,0.035211267605633804,0.3333333333333333,0.35714285714285715,0.6,0.18544600938967137,0.379746835443038,0.38461538461538464,0.8333333333333334,0.1590909090909091,0.8571428571428571,,0.13636363636363635,0.3333333333333333,0.5,0.20454545454545456,0.2647058823529412,0.37037037037037035,0.0196078431372549,,0.18627450980392157,0.42105263157894735,0.47417840375586856,0.379746835443038,0.48928929411764704,0.46650897435897437,0.45243069306930694,0.04072398190045249,0.04899135446685879,0.11991434689507495,0.2740899357601713,10.791867469879518,24.98936170212766,0.2502116850127011,5.0,,,5.0,1.0,1.0,,,,,,,0.02631578947368421,,0.5555555555555556,1.0,2.0,1.0,0.02127659574468085,0.06666666666666667,0.012658227848101266,0.010526315789473684,,True,
202,1610612757,Gary Grant,Gary Grant,202,POR,577.0,10,2,21,20,7,12,1,41,,,,,,,,,5.0,5.0,,,,,,,,,,,,5.0,5,,,,10.0,22,,,,,,,2.0,2,,,,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,4.0,7,,0.8,0.8,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,22.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,0.35426,,0.37065000000000003,,,,0.4,19.4,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,
278,1610612757,Stacey Augmon,Stacey Augmon,278,POR,38445.0,641,62,1188,1201,164,169,147,2389,29.0,58.0,8.0,16.0,6.0,15.0,15.0,34.0,21.0,47.0,,,,,,,,1.0,,,1.0,65.0,139,,1.0,26.0,156.0,1158,11.0,24.0,,,3.0,25.0,10.0,25,,1.0,4.0,24.0,96.0,34.0,,,10.0,,,7.0,44.0,9.0,53.0,9.0,,24.0,4.0,16.0,115.0,5.0,26.0,10.0,36.0,8.0,54.0,31.0,85.0,5.0,24.0,13.0,11.0,13.0,2.0,5.0,11.0,8.0,1.0,24.0,2.0,3.0,24.0,55.0,7.0,5.0,41.0,4.0,,20.0,3.0,12.0,,6.0,12.0,8.0,24.0,164,5.0,0.7384615384615385,0.8,,,,,,0.4676258992805755,0.4583333333333333,0.4,0.4642857142857143,0.4583333333333333,0.38461538461538464,0.49056603773584906,0.4807692307692308,0.3870967741935484,0.007142857142857143,0.050359712230215826,0.1206896551724138,,13.475699558173785,0.5416666666666666,0.22857142857142856,0.06936416184971098,0.053830227743271224,0.10204081632653061,0.08620689655172414,0.07455429497568881,0.05730129390018484,0.07746478873239436,0.045112781954887216,0.04326923076923077,0.10416666666666667,,0.05732484076433121,0.03676470588235294,0.09734513274336283,0.08641975308641975,0.17647058823529413,0.07462686567164178,0.6666666666666666,0.4142857142857143,0.5,0.5686274509803921,0.7586206896551724,0.24285714285714285,0.4411764705882353,0.4411764705882353,0.5333333333333333,0.3357142857142857,0.44680851063829785,0.44680851063829785,0.8571428571428571,,,,,0.007142857142857143,,,,0.6666666666666666,0.5,0.25,,,,,0.5769230769230769,0.4,,,0.038461538461538464,,0.42142857142857143,,0.4751446043165468,0.48079,0.503384,0.1282051282051282,0.12903225806451613,0.16025641025641027,0.15384615384615385,8.883453237410073,42.4,0.13804713804713806,,1.0,,2.0,,,6.0,,,,,,,,,,,,,,,,,True,
905,1610612757,Dale Davis,Dale Davis,905,POR,57501.0,958,72,1756,1758,412,390,258,3514,72.0,116.0,24.0,48.0,10.0,20.0,20.0,64.0,15.0,39.0,,,,,,,,1.0,,,1.0,107.0,219,,1.0,38.0,252.0,1848,30.0,60.0,,,11.0,71.0,14.0,42,,1.0,15.0,43.0,150.0,64.0,,,30.0,1.0,,17.0,34.0,10.0,44.0,4.0,6.0,9.0,5.0,20.0,98.0,15.0,79.0,35.0,114.0,14.0,163.0,97.0,260.0,14.0,18.0,13.0,5.0,17.0,3.0,6.0,17.0,11.0,2.0,34.0,10.0,4.0,47.0,91.0,13.0,6.0,61.0,11.0,,29.0,7.0,31.0,,12.0,31.0,22.0,43.0,412,9.0,0.7009345794392523,0.8152173913043478,,,,,,0.4885844748858447,0.5,0.3333333333333333,0.4863636363636364,0.5,0.32558139534883723,0.5142857142857142,0.5144927536231884,0.39090909090909093,0.004545454545454545,0.0776255707762557,0.10344827586206896,0.0625,13.563441905687895,0.5,0.2413793103448276,0.1701492537313433,0.11808669656203288,0.2046783625730994,0.11278195488721804,0.17717003567181927,0.1172069825436409,0.13106796116504854,0.13526570048309178,0.09375,0.12371134020618557,0.08333333333333333,0.16766467065868262,0.15789473684210525,0.18027210884353742,0.21481481481481482,0.16666666666666666,0.15217391304347827,0.7096774193548387,0.5272727272727272,0.6206896551724138,0.6923076923076923,0.6805555555555556,0.2909090909090909,0.3125,0.3333333333333333,0.6,0.17727272727272728,0.38461538461538464,0.39473684210526316,0.9333333333333333,,,,,0.004545454545454545,,,,0.8,0.5,0.20833333333333334,,,,,0.46511627906976744,0.5,,,0.023255813953488372,,0.5318181818181819,,0.4897027272727274,0.5384811320754715,0.4582209302325581,0.12184873949579832,0.12236286919831224,0.28174603174603174,0.17063492063492064,5.768036529680365,29.0,0.23462414578587698,,,3.0,2.0,,,19.0,,2.0,,2.0,,0.02564102564102564,0.06666666666666667,,,,,,,,,,True,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,88544.0,1476,167,2737,2729,693,548,348,5466,113.0,171.0,25.0,46.0,21.0,31.0,70.0,149.0,81.0,189.0,4.0,13.0,1.0,1.0,2.0,3.0,21.0,56.0,3.0,9.0,22.0,264.0,509,25.0,69.0,104.0,707.0,2765,31.0,64.0,3.0,4.0,14.0,85.0,53.0,100,11.0,25.0,40.0,179.0,408.0,120.0,75.0,,30.0,56.0,21.0,18.0,101.0,17.0,118.0,14.0,3.0,55.0,23.0,23.0,253.0,11.0,61.0,32.0,188.0,12.0,232.0,73.0,305.0,15.0,45.0,23.0,22.0,48.0,10.0,35.0,34.0,13.0,4.0,82.0,6.0,23.0,56.0,105.0,2.0,6.0,133.0,13.0,2.0,57.0,15.0,65.0,5.0,21.0,65.0,38.0,179.0,693,11.0,0.7727272727272727,0.8192771084337349,1.0,0.36231884057971014,0.75,0.44,0.36231884057971014,0.518664047151277,0.484375,0.53,0.5216262975778547,0.5220588235294118,0.556,0.554945054945055,0.551948051948052,0.6006711409395973,0.11937716262975778,0.03536345776031434,0.06432748538011696,0.04697986577181208,22.786417010472864,0.5853658536585366,0.1518987341772152,0.1742354031510658,0.05939629990262902,0.12698412698412698,0.05641025641025641,0.1652892561983471,0.058919803600654665,0.07453416149068323,0.05357142857142857,0.05176470588235294,0.050955414012738856,0.07894736842105263,0.16433566433566432,0.20454545454545456,0.16082474226804125,0.15577889447236182,0.018867924528301886,0.055970149253731345,0.5846153846153846,0.2958477508650519,0.6608187134502924,0.70625,0.8053097345132744,0.2577854671280277,0.4697986577181208,0.49295774647887325,0.6,0.32698961937716264,0.42857142857142855,0.42857142857142855,0.8765432098765432,0.02249134948096886,0.3076923076923077,0.3076923076923077,1.0,0.09688581314878893,0.375,0.375,1.0,0.6764705882352942,0.5434782608695652,0.44,0.014705882352941176,1.0,1.0,0.04411764705882353,0.248,0.6774193548387096,0.024,0.6666666666666666,0.176,0.4090909090909091,0.41522491349480967,0.375,0.4571434256055362,0.508371875,0.4608336000000001,0.09163987138263666,0.10307414104882459,0.12022630834512023,0.2531824611032532,9.321021611001964,24.85072463768116,0.2531969309462916,2.0,,1.0,8.0,,,39.0,,3.0,1.0,4.0,1.0,,0.012658227848101266,0.6666666666666666,1.0,,,,,,,,True,
781,1610612757,Will Perdue,Will Perdue,781,POR,1977.0,33,-5,70,70,50,47,4,140,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,2.0,4,,,,4.0,77,2.0,2.0,,,,4.0,1.0,3,,,,2.0,,4.0,,,4.0,,,1.0,2.0,,2.0,,,2.0,,,4.0,,2.0,,2.0,2.0,4.0,2.0,6.0,,,,,,,,,,,,,,3.0,3.0,,,,,,,,2.0,,,2.0,2.0,2.0,50,,,,,,,,,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,0.25,,0.5,5.333333333333333,,0.5,0.1111111111111111,0.11764705882352941,,,0.1,0.09090909090909091,0.4,,,,,0.1,,0.14285714285714285,,,,1.0,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,1.0,,,,,0.5,,0.414325,0.5506500000000001,0.37199999999999994,,,1.0,0.5,4.425,,0.7142857142857143,,,,,,,2.0,,,,,,,,,,,,,,,,,True,
