EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,LostBallOutOfBoundsTurnovers,Travels,DefensiveGoaltends,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceCorner3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,OffensiveGoaltends,on,Corner3PctBlocked
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,46263.0,771,157.0,1428,1412,415,451,153,2840,15.0,25,1.0,5.0,6.0,8.0,3.0,10.0,6.0,14.0,6.0,18.0,2.0,1.0,5.0,32.0,88.0,3.0,6.0,8.0,29.0,24.0,49,38.0,106.0,15.0,177.0,1367,1.0,8.0,3.0,8.0,11.0,6.0,10,9.0,34.0,11.0,50.0,34.0,14.0,108.0,6.0,2.0,88.0,32.0,5.0,2.0,43.0,12.0,55.0,11.0,1.0,16.0,11.0,16.0,122.0,3.0,7.0,16.0,55,15.0,86,10,96,1.0,30.0,16.0,14.0,11.0,3.0,8.0,5.0,3.0,16.0,1.0,1.0,15.0,50.0,4.0,1.0,19.0,2.0,7.0,3.0,4.0,10.0,5.0,2.0,3.0,10.0,6.0,50.0,415,9.0,0.7083333333333334,0.7391304347826086,0.9473684210526315,0.3584905660377358,0.375,0.2647058823529412,0.3584905660377358,0.4897959183673469,0.125,0.6,0.5225806451612903,0.34375,0.4431818181818182,0.5375,0.34375,0.4895833333333333,0.6838709677419355,0.018867924528301886,0.10204081632653061,0.12,0.1,0.07142857142857142,0.022727272727272728,10.972568578553616,0.6875,0.26785714285714285,0.1049618320610687,0.014830508474576272,0.10884353741496598,0.015228426395939087,0.10581222056631892,0.014947683109118086,0.030303030303030304,0.012987012987012988,0.005376344086021506,0.012121212121212121,0.03125,0.07258064516129033,0.10982658959537572,0.11894273127753303,0.09523809523809523,0.19047619047619047,0.011904761904761904,0.6,0.16129032258064516,0.6,0.6818181818181818,0.8666666666666667,0.06451612903225806,0.3,0.3333333333333333,0.09032258064516129,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.11612903225806452,0.3333333333333333,0.3333333333333333,1.0,0.567741935483871,0.36363636363636365,0.37209302325581395,0.9375,0.3125,0.2,0.125,0.375,0.5,1.0,0.18181818181818182,0.75,0.11363636363636363,0.2,0.6590909090909091,0.27586206896551724,0.8451612903225807,0.36363636363636365,0.5332377419354839,0.545625,0.5120454545454546,0.019230769230769232,0.06,0.062146892655367235,0.2824858757062147,7.153061224489796,24.73018867924528,0.29061624649859946,,,,,,,,,,,,,,,,,,,,,,True,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,115584.0,1926,139.0,3486,3485,816,893,374,6971,44.0,74,7.0,14.0,8.0,16.0,14.0,47.0,15.0,60.0,32.0,83.0,6.0,3.0,16.0,49.0,130.0,8.0,18.0,11.0,28.0,73.0,181,81.0,213.0,69.0,458.0,3471,10.0,26.0,8.0,24.0,53.0,16.0,42,14.0,44.0,28.0,102.0,80.0,66.0,243.0,,12.0,128.0,49.0,20.0,,59.0,37.0,96.0,25.0,12.0,20.0,11.0,28.0,229.0,16.0,20.0,39.0,99,9.0,147,36,183,4.0,55.0,27.0,28.0,36.0,8.0,24.0,19.0,12.0,55.0,5.0,12.0,63.0,196.0,5.0,2.0,112.0,7.0,,38.0,22.0,42.0,16.0,9.0,17.0,42.0,21.0,102.0,816,38.0,0.547945205479452,0.5970149253731343,1.0,0.38028169014084506,0.3333333333333333,0.3181818181818182,0.38388625592417064,0.40331491712707185,0.38461538461538464,0.38095238095238093,0.4936548223350254,0.44,0.43023255813953487,0.5123042505592841,0.4649122807017544,0.4811320754716981,0.5406091370558376,,0.11049723756906077,0.13513513513513514,0.1276595744680851,0.06666666666666667,,12.7420998980632,0.6545454545454545,0.09183673469387756,0.07290132547864507,0.016366612111292964,0.12225705329153605,0.03389830508474576,0.08228980322003578,0.021251475796930343,0.023323615160349854,0.009950248756218905,0.016771488469601678,0.03773584905660377,0.019801980198019802,0.0660377358490566,0.07608695652173914,0.07413793103448275,0.11538461538461539,0.15254237288135594,0.018433179723502304,0.5,0.18781725888324874,0.5945945945945946,0.6875,0.5454545454545454,0.11928934010152284,0.2978723404255319,0.34146341463414637,0.15228426395939088,0.25,0.26785714285714285,0.6,0.21065989847715735,0.3855421686746988,0.3855421686746988,1.0,0.3299492385786802,0.3769230769230769,0.3769230769230769,1.0,0.28,0.5,0.12,0.36,0.4444444444444444,1.0,0.18604651162790697,0.5,0.18604651162790697,0.1875,0.32558139534883723,0.39285714285714285,0.7284263959390863,0.3828125,0.5211585459183673,0.5207180555555555,0.4941829411764706,0.08941176470588236,0.1792452830188679,0.11572052401746726,0.22270742358078602,8.360220994475137,24.705164319248826,0.23407917383820998,9.0,2.0,5.0,2.0,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,True,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,30409.0,507,88.0,943,933,339,344,97,1876,28.0,40,,4.0,8.0,8.0,10.0,22.0,31.0,66.0,,1.0,,,1.0,,6.0,,,,3.0,69.0,128,,7.0,18.0,156.0,885,11.0,21.0,,,22.0,23.0,44,,4.0,11.0,57.0,104.0,34.0,,,2.0,6.0,,4.0,,44.0,13.0,57.0,13.0,,26.0,6.0,12.0,127.0,8.0,9.0,8.0,34,,42,17,59,1.0,23.0,14.0,9.0,13.0,4.0,10.0,7.0,3.0,20.0,1.0,7.0,13.0,36.0,1.0,,30.0,2.0,,7.0,9.0,,,,,1.0,1.0,57.0,339,7.0,0.7536231884057971,0.7647058823529411,,,,,,0.5390625,0.5238095238095238,0.5227272727272727,0.5111111111111111,0.5238095238095238,0.4791666666666667,0.5234899328859061,0.5238095238095238,0.49137931034482757,0.05185185185185185,,0.03125,0.075,,0.015151515151515152,,15.898400752587017,0.65,,0.0913978494623656,0.03,0.07547169811320754,0.06504065040650407,0.08786610878661087,0.04018912529550828,0.06493506493506493,0.02127659574468085,0.015503875968992248,0.0380952380952381,0.2222222222222222,0.06172839506172839,0.08955223880597014,0.10828025477707007,0.0898876404494382,,0.01694915254237288,1.0,0.2962962962962963,0.7,0.7567567567567568,0.7142857142857143,0.16296296296296298,0.45454545454545453,0.45454545454545453,0.4888888888888889,0.4696969696969697,0.47692307692307695,0.8709677419354839,0.007407407407407408,,,,0.044444444444444446,,,,0.19047619047619047,,,,,,0.16666666666666666,1.0,0.020833333333333332,,0.0625,,0.34814814814814815,,0.4666907407407407,0.38354285714285713,0.42417395833333327,0.05,0.05263157894736842,0.14102564102564102,0.36538461538461536,10.937499999999998,25.6,0.35949098621421,,,1.0,1.0,,0.5,,1.0,1.0,,,,,,,,,,,,,True,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,143801.0,2397,159.0,4362,4344,1127,1195,457,8706,152.0,271,27.0,54.0,33.0,58.0,138.0,322.0,62.0,137.0,,,,,,,,,,,,352.0,730,,,271.0,975.0,4298,38.0,92.0,,,114.0,71.0,161,,,120.0,262.0,344.0,360.0,,,42.0,,,75.0,,87.0,90.0,177.0,71.0,19.0,35.0,18.0,34.0,444.0,38.0,92.0,73.0,328,43.0,444,131,575,11.0,53.0,25.0,28.0,56.0,17.0,23.0,74.0,33.0,130.0,10.0,32.0,77.0,184.0,13.0,28.0,345.0,36.0,,143.0,48.0,18.0,9.0,1.0,8.0,18.0,7.0,262.0,1127,27.0,0.48863636363636365,0.5196374622356495,,,,,,0.4821917808219178,0.41304347826086957,0.4409937888198758,0.4821917808219178,0.41304347826086957,0.4409937888198758,0.5508474576271186,0.5,0.5481171548117155,,,0.10273972602739725,0.14760147601476015,0.08385093167701864,0.058394160583941604,,20.697389885807503,0.4307692307692308,0.3333333333333333,0.19500594530321047,0.060526315789473685,0.17718446601941748,0.0658578856152513,0.19149952244508117,0.061993323795898905,0.08293838862559241,0.04294478527607362,0.059113300492610835,0.06318082788671024,0.07627118644067797,0.19,0.1837837837837838,0.2063273727647868,0.18421052631578946,0.14285714285714285,0.03666666666666667,0.3888888888888889,0.37123287671232874,0.5608856088560885,0.658008658008658,0.5526315789473685,0.4410958904109589,0.42857142857142855,0.46779661016949153,0.18767123287671234,0.45255474452554745,0.4806201550387597,0.6935483870967742,,,,,,,,,0.5869565217391305,0.5,,,,,0.36024844720496896,0.5689655172413793,,,,,0.37123287671232874,,0.44670657534246583,0.4732030769230769,0.42518136645962734,0.17084826762246116,0.17084826762246116,0.11692307692307692,0.26871794871794874,6.934109589041098,,0.25836772122879414,38.0,,6.0,16.0,1.0,0.32608695652173914,0.2222222222222222,,,1.0,4.0,0.009433962264150943,,,,,,,,,,True,
896,1610612748,Tim Hardaway,Tim Hardaway,896,MIA,156842.0,2614,232.0,4758,4743,1247,1315,512,9501,58.0,114,2.0,5.0,18.0,35.0,37.0,103.0,124.0,308.0,21.0,46.0,3.0,5.0,14.0,168.0,471.0,18.0,46.0,34.0,131.0,219.0,525,189.0,517.0,145.0,1150.0,4675,16.0,42.0,20.0,49.0,98.0,49.0,124,39.0,145.0,85.0,300.0,90.0,348.0,333.0,234.0,8.0,469.0,168.0,18.0,,401.0,82.0,483.0,55.0,27.0,179.0,65.0,157.0,1048.0,6.0,20.0,41.0,132,5.0,178,26,204,6.0,90.0,53.0,37.0,129.0,33.0,84.0,60.0,45.0,189.0,9.0,55.0,60.0,155.0,4.0,12.0,181.0,3.0,24.0,30.0,47.0,6.0,5.0,1.0,,6.0,3.0,300.0,1247,19.0,0.2054794520547945,0.20930232558139536,0.5873015873015873,0.3655705996131528,0.40816326530612246,0.2689655172413793,0.36699029126213595,0.41714285714285715,0.38095238095238093,0.3951612903225806,0.4822456813819578,0.5054945054945055,0.3996282527881041,0.5062611806797853,0.5212765957446809,0.46540880503144655,0.4961612284069098,,0.03428571428571429,0.12280701754385964,0.02912621359223301,0.003246753246753247,,24.361126655474724,0.6825396825396826,0.034013605442176874,0.07201309328968904,0.012077294685990338,0.0891304347826087,0.0096,0.07544701264718709,0.011398509425690487,0.013157894736842105,0.013011152416356878,0.010574018126888218,0.003976143141153081,0.03278688524590164,0.06018518518518518,0.066006600660066,0.0830188679245283,0.09234828496042216,0.07407407407407407,0.010169491525423728,0.5,0.10940499040307101,0.5087719298245614,0.58,0.1724137931034483,0.09884836852207293,0.3592233009708738,0.37,0.29558541266794625,0.4025974025974026,0.40390879478827363,0.25,0.044145873320537425,0.45652173913043476,0.45652173913043476,0.7142857142857143,0.45201535508637236,0.35668789808917195,0.35668789808917195,0.5714285714285714,0.054945054945054944,0.4,0.03296703296703297,0.5054945054945055,0.391304347826087,0.7222222222222222,0.13011152416356878,0.5142857142857142,0.05204460966542751,0.35714285714285715,0.48698884758364314,0.2595419847328244,0.6055662188099808,0.3582089552238806,0.48566716634429397,0.4786873134328359,0.4714635496183205,0.029878618113912233,0.05434782608695652,0.08521739130434783,0.2608695652173913,12.940380952380949,25.381237911025146,0.26208490962589326,6.0,2.0,6.0,1.0,2.0,0.10810810810810811,,,,,,,2.0,1.0,2.0,1.0,0.6666666666666666,0.5,0.0038535645472061657,,,True,
258,1610612748,Brian Grant,Brian Grant,258,MIA,125255.0,2088,124.0,3776,3793,842,889,408,7569,174.0,311,37.0,64.0,32.0,60.0,92.0,229.0,98.0,232.0,,,,,,,1.0,,,,1.0,364.0,772,,1.0,206.0,934.0,3789,48.0,95.0,,,135.0,60.0,133,,1.0,101.0,221.0,528.0,200.0,,,50.0,1.0,,98.0,,64.0,16.0,80.0,13.0,3.0,42.0,16.0,6.0,176.0,49.0,108.0,62.0,279,33.0,374,161,535,24.0,42.0,28.0,14.0,60.0,8.0,37.0,63.0,23.0,123.0,12.0,19.0,93.0,223.0,20.0,32.0,258.0,26.0,,99.0,43.0,58.0,37.0,6.0,15.0,58.0,40.0,221.0,842,25.0,0.7252747252747253,0.7787610619469026,,,,,,0.47150259067357514,0.5052631578947369,0.45112781954887216,0.47089262613195343,0.5052631578947369,0.44776119402985076,0.5253093363329584,0.5869565217391305,0.5666666666666667,0.00129366106080207,,0.12694300518134716,0.18006430868167203,0.16593886462882096,0.017241379310344827,,23.772609819121445,0.4878048780487805,0.30275229357798167,0.18762609280430398,0.08163265306122448,0.16939890710382513,0.09959349593495935,0.18402590393955748,0.08650137741046832,0.1105121293800539,0.0979020979020979,0.04780114722753346,0.10579345088161209,0.07368421052631578,0.16147308781869688,0.21030927835051547,0.18489984591679506,0.1760797342192691,0.13846153846153847,0.07792207792207792,0.6896551724137931,0.4023285899094437,0.5594855305466238,0.6823529411764706,0.7011494252873564,0.296248382923674,0.4017467248908297,0.4816753926701571,0.3001293661060802,0.4224137931034483,0.4298245614035088,0.8775510204081632,,,,,0.00129366106080207,,,,0.6736842105263158,0.578125,,,,,0.44776119402985076,0.5333333333333333,,,0.007462686567164179,,0.4036222509702458,,0.4587867399741267,0.5084324675324676,0.45857350746268655,0.11702127659574468,0.11715976331360947,0.14453961456102785,0.2366167023554604,7.898445595854921,27.0,0.2229872881355932,39.0,,5.0,7.0,3.0,0.6086956521739131,0.21621621621621623,,,4.0,10.0,0.045454545454545456,,,,1.0,,,,,,True,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,7440.0,124,31.0,229,229,78,104,25,458,21.0,24,5.0,7.0,5.0,6.0,6.0,20.0,4.0,9.0,,,,,,,,,,,,31.0,53,,,7.0,69.0,207,6.0,10.0,,,13.0,9.0,15,,,1.0,19.0,38.0,24.0,,,6.0,,,1.0,,3.0,2.0,5.0,1.0,1.0,2.0,,1.0,12.0,1.0,7.0,5.0,18,4.0,27,10,37,2.0,2.0,,2.0,2.0,1.0,,10.0,2.0,12.0,,2.0,5.0,14.0,2.0,4.0,18.0,2.0,,8.0,2.0,10.0,7.0,,3.0,10.0,7.0,19.0,78,1.0,0.6129032258064516,0.6785714285714286,,,,,,0.5849056603773585,0.6,0.6,0.5849056603773585,0.6,0.6,0.5655737704918032,0.5909090909090909,0.5,,,0.018867924528301886,0.041666666666666664,,,,28.076923076923077,0.16666666666666666,0.36363636363636365,0.20224719101123595,0.1076923076923077,0.18518518518518517,0.03225806451612903,0.19827586206896552,0.08333333333333333,0.2,0.1,0.05,,0.14285714285714285,0.09523809523809523,0.30434782608695654,0.2,0.20833333333333334,,0.09523809523809523,0.7,0.4528301886792453,0.875,0.9130434782608695,0.5714285714285714,0.37735849056603776,0.3,0.3,0.16981132075471697,0.4444444444444444,0.4444444444444444,0.75,,,,,,,,,0.7,0.7142857142857143,,,,,0.4,0.8333333333333334,,,,,0.4528301886792453,,0.47474339622641515,0.50237,0.5023666666666666,0.13559322033898305,0.13559322033898305,0.18840579710144928,0.2753623188405797,6.70188679245283,,0.3406113537117904,1.0,,1.0,,,0.6666666666666666,0.2,,,2.0,4.0,0.15384615384615385,,,,,,,,,,True,
920,1610612748,A.C. Green,A.C. Green,920,MIA,32783.0,546,181.0,990,975,345,339,117,1965,21.0,36,8.0,13.0,6.0,12.0,2.0,17.0,26.0,60.0,,,,,,,4.0,,,,2.0,49.0,113,,4.0,26.0,124.0,869,11.0,22.0,,,24.0,15.0,36,,2.0,10.0,40.0,78.0,20.0,,,16.0,2.0,,11.0,,10.0,4.0,14.0,4.0,,4.0,1.0,5.0,32.0,11.0,25.0,21.0,54,6.0,81,37,118,2.0,17.0,13.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0,,2.0,15.0,52.0,8.0,3.0,44.0,5.0,,19.0,6.0,2.0,2.0,,,3.0,2.0,40.0,345,9.0,0.7959183673469388,0.9512195121951219,,,,,,0.4336283185840708,0.5,0.4166666666666667,0.4188034188034188,0.5,0.39473684210526316,0.45255474452554745,0.5217391304347826,0.4166666666666667,0.03418803418803419,,0.09734513274336283,0.19444444444444445,0.17647058823529413,0.016666666666666666,,12.90035587188612,0.2222222222222222,0.15789473684210525,0.14594594594594595,0.0708215297450425,0.19444444444444445,0.0873015873015873,0.15690376569037656,0.07515657620041753,0.07446808510638298,0.05217391304347826,0.08333333333333333,0.102803738317757,,0.16666666666666666,0.13768115942028986,0.14375,0.16666666666666666,0.3333333333333333,0.03773584905660377,0.6666666666666666,0.3076923076923077,0.5833333333333334,0.7241379310344828,0.5714285714285714,0.1452991452991453,0.11764705882352941,0.14285714285714285,0.5128205128205128,0.43333333333333335,0.4406779661016949,1.0,,,,,0.03418803418803419,,,,0.5909090909090909,0.6153846153846154,,,,,0.3157894736842105,0.5,,,0.05263157894736842,,0.3418803418803419,,0.45073991228070176,0.51934375,0.45667162162162156,0.1450381679389313,0.14960629921259844,0.1935483870967742,0.3225806451612903,10.946902654867257,44.875,0.3484848484848485,2.0,2.0,2.0,,,0.5,,1.0,,1.0,1.0,0.045454545454545456,,,,,,,,1.0,,True,
2067,1610612748,Eddie House,Eddie House,2067,MIA,5489.0,91,20.0,183,175,87,78,23,358,4.0,7,1.0,1.0,2.0,2.0,2.0,3.0,12.0,21.0,,5.0,,,1.0,3.0,4.0,,1.0,2.0,2.0,18.0,31,3.0,9.0,4.0,49.0,182,2.0,2.0,,1.0,4.0,9.0,14,2.0,3.0,,24.0,32.0,4.0,9.0,,,4.0,3.0,,,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,,1.0,2.0,4,,6,1,7,,,,,4.0,,3.0,,1.0,4.0,,1.0,6.0,15.0,,,4.0,,,2.0,,,,,,,,24.0,87,6.0,0.8888888888888888,0.8888888888888888,1.0,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.5806451612903226,1.0,0.6428571428571429,0.5625,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.6666666666666666,0.7058823529411765,0.225,,,,,,,22.222222222222225,1.0,,0.07017543859649122,0.01639344262295082,0.16666666666666666,,0.08695652173913043,0.011627906976744186,0.058823529411764705,,,,,,0.14285714285714285,0.07407407407407407,,0.5,,,0.175,0.5714285714285714,0.5714285714285714,1.0,0.075,0.6666666666666666,0.6666666666666666,0.525,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.125,,,,0.1,0.75,0.75,1.0,0.3333333333333333,1.0,,0.3333333333333333,,,0.11764705882352941,1.0,0.058823529411764705,,0.11764705882352941,1.0,0.4,0.75,0.48235,0.45165,0.4596411764705883,0.047619047619047616,0.06060606060606061,0.08163265306122448,0.4897959183673469,14.316129032258063,24.4,0.47540983606557374,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,93453.0,1558,104.0,2826,2807,735,706,295,5633,66.0,117,8.0,16.0,11.0,24.0,34.0,78.0,88.0,215.0,22.0,50.0,3.0,6.0,12.0,36.0,114.0,4.0,12.0,9.0,31.0,188.0,410,58.0,164.0,134.0,684.0,2777,20.0,36.0,6.0,15.0,78.0,34.0,79,15.0,43.0,73.0,186.0,194.0,182.0,165.0,9.0,16.0,113.0,36.0,29.0,,82.0,29.0,111.0,20.0,9.0,37.0,15.0,30.0,251.0,17.0,33.0,33.0,107,5.0,145,51,196,6.0,75.0,58.0,17.0,47.0,8.0,27.0,45.0,20.0,92.0,6.0,23.0,43.0,130.0,6.0,14.0,163.0,10.0,9.0,53.0,29.0,34.0,14.0,8.0,12.0,38.0,24.0,186.0,735,20.0,0.5159574468085106,0.5388888888888889,0.9482758620689655,0.35365853658536583,0.4,0.3488372093023256,0.3558282208588957,0.4585365853658537,0.5555555555555556,0.43037974683544306,0.47909407665505227,0.5686274509803921,0.46311475409836067,0.5247678018575851,0.6290322580645161,0.5579268292682927,0.2857142857142857,,0.07073170731707316,0.1623931623931624,0.07692307692307693,0.018604651162790697,,23.19068596601636,0.5108695652173914,0.060240963855421686,0.09744990892531877,0.03290129611166501,0.11913357400722022,0.04709141274238227,0.10181818181818182,0.036656891495601175,0.02952029520295203,0.0189873417721519,0.04567307692307692,0.04912280701754386,0.039473684210526314,0.06015037593984962,0.09714285714285714,0.11825726141078838,0.11210762331838565,0.14814814814814814,0.020338983050847456,0.631578947368421,0.2038327526132404,0.5641025641025641,0.673469387755102,0.5757575757575758,0.13588850174216027,0.4358974358974359,0.4722222222222222,0.37456445993031356,0.40930232558139534,0.41706161137440756,0.5681818181818182,0.08710801393728224,0.44,0.44,0.9545454545454546,0.1986062717770035,0.3157894736842105,0.3157894736842105,0.9444444444444444,0.3137254901960784,0.5,0.058823529411764705,0.23529411764705882,0.3333333333333333,1.0,0.19672131147540983,0.4583333333333333,0.09836065573770492,0.5,0.2540983606557377,0.2903225806451613,0.4895470383275261,0.3185840707964602,0.4815984265734265,0.5026868421052632,0.46899333333333326,0.08589951377633712,0.11699779249448124,0.11403508771929824,0.2719298245614035,11.505365853658535,24.86341463414634,0.26008492569002123,20.0,1.0,7.0,8.0,,0.2647058823529412,0.125,4.0,,1.0,,0.015384615384615385,2.0,1.0,,,0.6666666666666666,1.0,,4.0,,True,
