EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fouls,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallTurnovers,ShootingFouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceTurnovers,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,AtRimAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,Clear Path Fouls,Travels,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Loose Ball Fouls,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,on,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFtPoints,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
120,1610612757,Steven Smith,Steven Smith,120,POR,2122.0,35,-12,69,71,26,40.0,9.0,140,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,2.0,3.0,9.0,68,1.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,5.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,26,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.25,0.4,0.4,0.2222222222222222,16.455696202531644,0.6666666666666666,0.11538461538461539,0.2,0.25,0.1388888888888889,0.05555555555555555,0.16666666666666666,0.5,0.25,0.15384615384615385,0.2222222222222222,0.16666666666666666,0.1111111111111111,1.0,1.0,0.4444444444444444,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,0.1111111111111111,0.25,1.0,0.25,0.3333333333333333,0.4153833333333334,0.4444625,0.1,0.125,0.4444444444444444,11.014285714285714,24.2,0.37681159420289856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,247.0,4,1,8,9,7,9.0,1.0,17,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,7,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
176,1610612757,Antonio Harvey,Antonio Harvey,176,POR,4282.0,71,-25,140,142,56,72.0,19.0,282,5.0,10.0,1.0,4.0,5.0,9.0,3.0,9.0,,,,13.0,28.0,,5.0,31.0,152,2.0,8.0,,4.0,8.0,18.0,8.0,,2.0,2.0,4.0,1.0,2.0,10.0,,1.0,5.0,9.0,5.0,14.0,1.0,2.0,1.0,1.0,,3.0,1.0,6.0,,1.0,8.0,56,0.6923076923076923,0.75,0.4642857142857143,0.25,0.4642857142857143,0.25,0.5,0.4,,20.858895705521473,0.6666666666666666,0.09803921568627451,0.0625,,0.08955223880597014,0.07142857142857142,,,,0.19230769230769232,0.06666666666666667,0.07692307692307693,0.35714285714285715,0.5,0.5555555555555556,0.32142857142857145,0.5555555555555556,0.625,0.6,0.32142857142857145,0.3333333333333333,0.3333333333333333,,,0.5,0.25,,0.35714285714285715,0.45327500000000004,0.48001249999999995,0.034482758620689655,0.034482758620689655,0.25806451612903225,9.232142857142856,,0.4,10.0,,2.0,3.0,3.0,4.0,6.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,8.0,2.0,6.0,4.0,2.0,6.0,2.0,1.0,2.0,0.75,0.75,0.75,0.07142857142857142,0.1,0.1111111111111111,0.3333333333333333,0.09615384615384616,0.08333333333333333,0.05555555555555555,0.13636363636363635,0.3333333333333333,0.8,0.6666666666666666,0.75,0.6666666666666666,0.5,0.4896,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
431,1610612757,Shawn Kemp,Shawn Kemp,431,POR,105.0,2,-3,3,6,3,5.0,1.0,9,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,3,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,2414.0,40,-11,77,78,23,34.0,11.0,155,2.0,3.0,,1.0,3.0,6.0,2.0,6.0,,6.0,2.0,7.0,15.0,6.0,1.0,18.0,89,,4.0,2.0,,3.0,4.0,10.0,5.0,4.0,,4.0,,1.0,8.0,1.0,,5.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,,3.0,1.0,2.0,,1.0,3.0,23,0.2857142857142857,0.2857142857142857,0.4666666666666667,,0.40476190476190477,0.25,0.4090909090909091,0.25,0.2857142857142857,27.47252747252747,0.3333333333333333,0.17857142857142858,,0.1,0.1388888888888889,0.02564102564102564,0.14285714285714285,,0.25,0.08333333333333333,,0.08333333333333333,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.16666666666666666,,0.3333333333333333,0.42857142857142855,0.45135,0.41287500000000005,0.045454545454545456,0.0625,0.16666666666666666,10.719999999999999,28.066666666666666,0.2987012987012987,5.0,,,,,1.0,,,,,,,3.0,1.0,,,,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.16666666666666666,0.5,0.2,0.25,0.16666666666666666,0.16666666666666666,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2057,1610612757,Erick Barkley,Erick Barkley,2057,POR,322.0,5,-2,11,12,10,11.0,2.0,23,1.0,2.0,1.0,2.0,,,,,,2.0,2.0,1.0,2.0,2.0,,2.0,10,1.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,1.0,4.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,2.0,10,1.0,1.0,0.5,0.5,0.25,0.25,0.25,0.25,0.5,38.46153846153846,1.0,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,0.5,0.5,0.5,0.5,1.0,0.6324,0.6324,,,1.0,,25.200000000000003,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
278,1610612757,Stacey Augmon,Stacey Augmon,278,POR,2187.0,36,-22,75,75,42,38.0,10.0,150,3.0,6.0,1.0,2.0,,,4.0,5.0,,,,7.0,11.0,,4.0,18.0,83,2.0,4.0,,4.0,8.0,10.0,4.0,,3.0,,3.0,,,6.0,1.0,,,,4.0,4.0,,2.0,1.0,,,2.0,1.0,4.0,,1.0,8.0,42,0.7142857142857143,1.0,0.6363636363636364,0.5,0.6363636363636364,0.5,0.6923076923076923,0.6666666666666666,,17.045454545454547,1.0,,,0.09090909090909091,,0.10810810810810811,0.1,,,,,,0.5454545454545454,0.5,0.5,,,,,0.45454545454545453,0.8,0.8,,,0.5,0.5,,0.5454545454545454,0.48942727272727277,0.339325,0.08333333333333333,0.08333333333333333,0.4444444444444444,9.427272727272728,,0.56,4.0,,2.0,4.0,2.0,4.0,4.0,4.0,,,3.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,,0.5,0.5,0.5,,,,,0.11538461538461539,0.125,0.16666666666666666,0.08333333333333333,,0.3333333333333333,1.0,1.0,0.5,,0.42783333333333334,0.2222222222222222,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
393,1610612757,Rod Strickland,Rod Strickland,393,POR,1759.0,29,-7,59,60,26,30.0,8.0,119,,,,,,4.0,1.0,5.0,,,,1.0,9.0,,1.0,3.0,62,1.0,4.0,,1.0,3.0,,2.0,,3.0,1.0,4.0,,1.0,9.0,1.0,,4.0,4.0,1.0,5.0,,4.0,2.0,,,4.0,2.0,2.0,,1.0,3.0,26,,,0.1111111111111111,0.25,0.1111111111111111,0.25,0.15,0.3,,20.588235294117645,1.0,0.2,,0.16666666666666666,0.14285714285714285,0.03571428571428571,0.2,,,0.15384615384615385,,,,,,0.4444444444444444,,,,0.5555555555555556,0.2,0.2,,,,,,,0.38295555555555555,0.3976,0.1,0.1,1.0,14.855555555555558,,0.4406779661016949,3.0,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,0.1111111111111111,,0.25,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,0.4,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,2331.0,39,-6,73,75,15,40.0,10.0,148,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,5.0,10.0,,,10.0,75,1.0,1.0,,,2.0,2.0,8.0,,1.0,,1.0,,,2.0,2.0,3.0,6.0,10.0,4.0,14.0,1.0,1.0,,1.0,,2.0,1.0,,,,2.0,15,0.2,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,1.0,,13.953488372093023,0.5,0.20689655172413793,0.23076923076923078,0.2857142857142857,0.21428571428571427,0.10526315789473684,,0.6666666666666666,0.125,0.3125,0.25,0.25,0.5,0.6,0.6,0.2,0.5,1.0,,0.3,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,0.5,0.48149,0.6138,,,0.2,6.480000000000001,,0.2054794520547945,4.0,,3.0,4.0,3.0,4.0,6.0,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,0.75,0.75,0.75,0.1,,0.5,0.3333333333333333,0.06451612903225806,0.3333333333333333,,,,0.3333333333333333,,1.0,0.75,0.3333333333333333,0.5741999999999999,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,494.0,8,-10,14,14,8,8.0,2.0,28,,,,,,1.0,1.0,1.0,,,,1.0,2.0,,,2.0,16,,,,,,2.0,,,1.0,,1.0,,,2.0,,2.0,1.0,3.0,,3.0,,1.0,1.0,,,1.0,1.0,,,,,8,1.0,1.0,0.5,,0.5,,0.5,,,17.64705882352941,1.0,0.16666666666666666,0.6666666666666666,,0.3333333333333333,,,,0.5,,0.6666666666666666,,,,,0.5,,,,0.5,1.0,1.0,,,,,,,0.39495,,,,,16.15,,0.5714285714285714,,,,,,1.0,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,0.3803,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
