EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,HeaveAttempts,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,Travels,Technical Free Throw Trips,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,on,Clear Path Fouls,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,12157.0,203.0,-9.0,371.0,376.0,125.0,88.0,48.0,747.0,4.0,9.0,1.0,1.0,2.0,1.0,5.0,6.0,11.0,1.0,3.0,1.0,8.0,18.0,1.0,4.0,6.0,11.0,25.0,9.0,21.0,6.0,55.0,382.0,2.0,1.0,1.0,5.0,4.0,7.0,6.0,20.0,6.0,16.0,18.0,9.0,18.0,8.0,3.0,16.0,2.0,18.0,1.0,1.0,9.0,2.0,5.0,38.0,1.0,1.0,2.0,9.0,1.0,12.0,2.0,14.0,13.0,5.0,8.0,9.0,6.0,1.0,3.0,10.0,5.0,5.0,14.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,20.0,125.0,2.0,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.44,0.2,0.532608695652174,0.5833333333333334,0.55,0.625,0.4565217391304347,0.12,0.1111111111111111,0.4,13.888888888888888,0.9,0.0909090909090909,0.0638297872340425,0.0070422535211267,0.0588235294117647,0.032258064516129,0.0628571428571428,0.0115606936416184,0.03125,0.0434782608695652,0.1538461538461538,0.0392156862745098,0.0196078431372549,0.0714285714285714,1.0,0.1956521739130435,0.4444444444444444,0.5,0.75,0.108695652173913,0.2,0.3333333333333333,0.2391304347826087,0.5454545454545454,0.5454545454545454,0.0652173913043478,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,0.4444444444444444,0.4444444444444444,0.625,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.5,0.0833333333333333,0.5,0.6666666666666666,0.6521739130434783,0.4444444444444444,0.5078673913043479,0.5331833333333332,0.4955416666666666,0.3636363636363636,10.808,25.428571428571423,0.3369272237196765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1544,1610612737,Chris Crawford,Chris Crawford,1544,ATL,7981.0,133.0,-56.0,242.0,248.0,70.0,92.0,30.0,490.0,4.0,7.0,,1.0,1.0,2.0,7.0,2.0,8.0,2.0,2.0,,2.0,7.0,1.0,,3.0,8.0,22.0,4.0,9.0,10.0,38.0,271.0,1.0,1.0,1.0,4.0,,3.0,3.0,5.0,14.0,2.0,12.0,,6.0,2.0,2.0,3.0,5.0,8.0,3.0,2.0,3.0,,,21.0,,2.0,1.0,7.0,2.0,10.0,2.0,12.0,4.0,3.0,1.0,3.0,3.0,3.0,,6.0,1.0,11.0,19.0,1.0,11.0,2.0,2.0,,2.0,,5.0,70.0,1.0,0.875,0.875,1.0,0.4444444444444444,,0.5,0.3636363636363636,0.25,0.4516129032258064,0.1428571428571428,0.5277777777777778,0.2777777777777778,0.2903225806451613,0.0909090909090909,0.1428571428571428,0.1428571428571428,15.000000000000002,0.5,0.1818181818181818,0.0921052631578947,0.019047619047619,0.0625,,0.0869565217391304,0.0161290322580645,0.0526315789473684,,0.1052631578947368,0.0769230769230769,0.0967741935483871,0.0714285714285714,,0.2258064516129032,0.5714285714285714,0.6666666666666666,0.75,0.2258064516129032,0.2857142857142857,0.3333333333333333,0.2580645161290322,0.25,0.25,0.064516129032258,1.0,1.0,1.0,0.2258064516129032,0.2857142857142857,0.2857142857142857,1.0,,0.5,0.1428571428571428,1.0,,0.4285714285714285,,0.5161290322580645,0.3333333333333333,0.4782383333333334,0.60015,0.506625,0.131578947368421,9.945454545454544,27.0,0.2892561983471074,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.03125,1.0,1.0,1.0,1.0,0.1176470588235294,0.16,0.1842105263157894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1728,1610612737,Roshown McLeod,Roshown McLeod,1728,ATL,9038.0,151.0,-53.0,292.0,294.0,64.0,58.0,39.0,586.0,6.0,9.0,2.0,1.0,2.0,10.0,25.0,5.0,18.0,,1.0,,1.0,5.0,,,1.0,21.0,52.0,1.0,6.0,2.0,47.0,303.0,3.0,,4.0,6.0,,1.0,2.0,10.0,28.0,14.0,3.0,,5.0,1.0,5.0,8.0,2.0,10.0,,2.0,5.0,2.0,1.0,22.0,,3.0,,9.0,,9.0,3.0,12.0,5.0,2.0,3.0,7.0,6.0,2.0,1.0,9.0,1.0,12.0,22.0,1.0,3.0,1.0,4.0,,4.0,2.0,10.0,64.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.1666666666666666,,0.1666666666666666,0.4038461538461538,0.6666666666666666,0.3879310344827586,0.5714285714285714,0.3983050847457627,0.625,0.1034482758620689,0.0961538461538461,0.3333333333333333,0.04,20.118343195266277,0.7777777777777778,,0.09,0.0217391304347826,,,0.0714285714285714,0.0193548387096774,0.0344827586206896,,0.0294117647058823,0.1333333333333333,0.1111111111111111,,0.5,0.1551724137931034,0.6666666666666666,1.0,0.6666666666666666,0.4310344827586206,0.4,0.4166666666666667,0.3103448275862069,0.2777777777777778,0.2941176470588235,0.0172413793103448,,,,0.0862068965517241,0.2,0.2,1.0,0.6666666666666666,,0.2857142857142857,0.5,,0.1428571428571428,,0.2586206896551724,0.2,0.4476070175438597,0.5508333333333334,0.439,0.2127659574468085,10.55,28.183333333333334,0.2191780821917808,,2.0,,1.0,5.0,,,1.0,1.0,1.0,4.0,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0476190476190476,0.5,1.0,,,0.0172413793103448,0.0192307692307692,0.1063829787234042,2.0,1.0,1.0,0.0555555555555555,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2069,1610612737,Hanno Mottola,Hanno Mottola,2069,ATL,8118.0,135.0,-72.0,259.0,264.0,62.0,86.0,30.0,523.0,9.0,10.0,4.0,3.0,3.0,5.0,11.0,,6.0,,,,,,,,,14.0,27.0,,,16.0,44.0,298.0,6.0,,4.0,7.0,,,6.0,14.0,14.0,14.0,,,,,3.0,3.0,1.0,4.0,,1.0,1.0,,2.0,9.0,,5.0,3.0,15.0,,18.0,5.0,23.0,1.0,1.0,,5.0,3.0,8.0,2.0,13.0,,13.0,25.0,4.0,21.0,2.0,1.0,,1.0,,14.0,62.0,2.0,0.5,0.5384615384615384,,,,,0.5185185185185185,0.5714285714285714,0.5185185185185185,0.5714285714285714,0.5945945945945946,0.7,,0.1111111111111111,0.1,0.1818181818181818,17.123287671232877,0.3846153846153846,,0.1685393258426966,0.0462962962962962,0.12,,0.1578947368421052,0.0390625,0.0588235294117647,,0.1666666666666666,0.2083333333333333,0.1428571428571428,0.15,,0.3703703703703703,0.9,1.0,0.5555555555555556,0.4074074074074074,0.4545454545454545,0.5555555555555556,0.2222222222222222,,,,,,,,,,,0.6666666666666666,,0.4285714285714285,1.0,,,,0.3703703703703703,,0.4417333333333332,0.47824,0.4403142857142857,0.3181818181818182,7.692592592592592,,0.2393822393822393,,5.0,,2.0,12.0,,1.0,,1.0,9.0,1.0,1.0,,,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.05,0.4,,,,0.2571428571428571,0.2571428571428571,0.2727272727272727,4.0,2.0,,,1.0,0.5,2.0,1.0,0.0392156862745098,0.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
754,1610612737,Jim Jackson,Jim Jackson,754,ATL,33031.0,551.0,-127.0,1045.0,1057.0,333.0,317.0,131.0,2102.0,22.0,43.0,8.0,8.0,18.0,23.0,75.0,16.0,61.0,6.0,13.0,6.0,10.0,25.0,1.0,1.0,9.0,61.0,179.0,16.0,38.0,73.0,243.0,1099.0,19.0,4.0,16.0,58.0,3.0,15.0,36.0,77.0,40.0,82.0,39.0,9.0,22.0,10.0,18.0,41.0,9.0,50.0,5.0,4.0,22.0,12.0,7.0,109.0,3.0,14.0,15.0,45.0,2.0,62.0,17.0,79.0,19.0,9.0,10.0,20.0,17.0,27.0,3.0,47.0,17.0,18.0,42.0,5.0,85.0,12.0,4.0,1.0,4.0,4.0,77.0,333.0,5.0,0.3278688524590163,0.3571428571428571,0.8125,0.4210526315789473,0.2,0.4571428571428571,0.3407821229050279,0.2758620689655172,0.391705069124424,0.2808219178082192,0.4601593625498008,0.3944444444444444,0.1751152073732718,0.1005586592178771,0.1860465116279069,0.1066666666666666,24.79201331114809,0.425531914893617,0.0606060606060606,0.1206434316353887,0.0336538461538461,0.15625,0.037037037037037,0.1279317697228145,0.0342052313883299,0.0202020202020202,0.02,0.1009174311926605,0.088,0.1654676258992805,0.1818181818181818,1.0,0.1981566820276497,0.5116279069767442,0.6285714285714286,0.4090909090909091,0.3456221198156682,0.3066666666666666,0.3432835820895522,0.2811059907834101,0.2622950819672131,0.2711864406779661,0.0599078341013824,0.4615384615384615,0.4615384615384615,0.8333333333333334,0.1152073732718894,0.4,0.4166666666666667,0.8,0.3478260869565217,0.0434782608695652,0.2465753424657534,0.4444444444444444,0.0821917808219178,0.1232876712328767,0.1111111111111111,0.3732718894009216,0.4545454545454545,0.448825352112676,0.4795699999999999,0.4464847826086957,0.3168724279835391,10.049720670391062,26.728947368421053,0.3186602870813397,,9.0,1.0,6.0,27.0,3.0,5.0,2.0,1.0,23.0,3.0,,1.0,0.25,0.4736842105263157,0.4565217391304347,0.5,0.0403225806451612,0.217391304347826,0.375,,,0.0962343096234309,0.1144278606965174,0.1111111111111111,7.0,8.0,2.0,0.0327868852459016,0.875,0.1428571428571428,10.0,2.0,0.0362694300518134,0.0172413793103448,1.0,3.0,2.0,1.0,5.0,16.0,1.0,0.0263157894736842,0.04,0.064516129032258,0.0526315789473684,0.1304347826086956,0.3333333333333333,1.0,0.3333333333333333,,,,,,True,,,,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,23725.0,395.0,-69.0,752.0,756.0,221.0,188.0,97.0,1508.0,46.0,71.0,26.0,11.0,17.0,12.0,59.0,4.0,14.0,,,,,,,,,62.0,144.0,,,37.0,161.0,783.0,36.0,,14.0,34.0,,,11.0,39.0,58.0,66.0,,,,,19.0,4.0,6.0,10.0,5.0,1.0,1.0,3.0,,26.0,4.0,35.0,5.0,26.0,4.0,35.0,39.0,74.0,12.0,9.0,3.0,10.0,7.0,16.0,3.0,26.0,4.0,15.0,39.0,7.0,57.0,8.0,7.0,5.0,7.0,5.0,39.0,221.0,7.0,0.4677419354838709,0.58,,,,,0.4305555555555556,0.4117647058823529,0.4305555555555556,0.4117647058823529,0.4763313609467455,0.4431818181818182,,0.1319444444444444,0.0845070422535211,0.2033898305084746,22.388059701492534,0.3846153846153846,0.2105263157894736,0.0984848484848484,0.1158940397350993,0.0714285714285714,0.074074074074074,0.092814371257485,0.1095505617977528,0.1578947368421052,0.0303030303030303,0.1232876712328767,0.0851063829787234,0.0927835051546391,0.0714285714285714,0.7142857142857143,0.4930555555555556,0.647887323943662,0.7076923076923077,0.4565217391304347,0.4097222222222222,0.2033898305084746,0.2553191489361702,0.0972222222222222,0.2857142857142857,0.3076923076923077,,,,,,,,,0.7222222222222222,,0.5,0.6470588235294118,,,,0.4930555555555556,,0.48824375,0.5419387096774193,0.5088823529411763,0.2422360248447205,5.146527777777777,,0.2938829787234042,,18.0,,13.0,49.0,,3.0,2.0,7.0,24.0,2.0,,,,0.5,0.5,0.5568181818181818,0.0795454545454545,0.3333333333333333,1.0,,,0.1490683229813664,0.1490683229813664,0.3043478260869565,15.0,3.0,3.0,0.0714285714285714,0.5769230769230769,0.1333333333333333,24.0,7.0,0.1159420289855072,0.1111111111111111,,,,,,,2.0,,,0.1428571428571428,0.0714285714285714,,,,,,,,,,True,,,,,,,,
2035,1610612737,DerMarr Johnson,DerMarr Johnson,2035,ATL,7486.0,125.0,-24.0,233.0,236.0,87.0,65.0,25.0,469.0,5.0,9.0,2.0,1.0,1.0,1.0,7.0,3.0,10.0,,3.0,1.0,2.0,6.0,,,2.0,9.0,26.0,2.0,9.0,3.0,27.0,263.0,4.0,,1.0,5.0,,3.0,1.0,3.0,12.0,6.0,6.0,,6.0,2.0,1.0,4.0,2.0,6.0,2.0,,1.0,1.0,2.0,14.0,2.0,3.0,3.0,8.0,,11.0,5.0,16.0,3.0,2.0,1.0,8.0,3.0,4.0,5.0,12.0,3.0,6.0,9.0,,6.0,1.0,6.0,4.0,6.0,2.0,3.0,87.0,,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,,0.2222222222222222,0.3461538461538461,0.2,0.3428571428571428,0.125,0.3552631578947368,0.15,0.2571428571428571,0.0384615384615384,,,19.011406844106464,0.6666666666666666,,0.1,0.0416666666666666,0.125,0.0869565217391304,0.1057692307692307,0.0526315789473684,0.0476190476190476,0.1111111111111111,0.1153846153846153,0.1304347826086956,0.064516129032258,0.0588235294117647,0.3333333333333333,0.2571428571428571,0.5555555555555556,0.5555555555555556,0.8,0.2,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.3,0.3333333333333333,0.0857142857142857,,,,0.1714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.125,1.0,0.125,0.25,,0.5142857142857142,0.3333333333333333,0.4846628571428573,0.4488,0.48330625,0.1111111111111111,9.36923076923077,25.37777777777778,0.3733905579399141,,,,1.0,1.0,,1.0,,,2.0,2.0,1.0,,,,,0.1,0.0555555555555555,1.0,0.3333333333333333,,,0.054054054054054,0.0714285714285714,0.037037037037037,,2.0,2.0,0.1,,,,1.0,0.0303030303030303,0.0434782608695652,,,,,,,,,,,0.2857142857142857,,,,,,,,,,True,,,,,,,,
87,1610612737,Dikembe Mutombo,Dikembe Mutombo,87,ATL,16143.0,269.0,-5.0,490.0,500.0,138.0,119.0,66.0,990.0,9.0,21.0,11.0,2.0,4.0,9.0,22.0,,,,,,,,,,,18.0,43.0,,,19.0,55.0,488.0,13.0,,3.0,8.0,,,12.0,18.0,8.0,28.0,,,,,4.0,2.0,4.0,6.0,4.0,,,1.0,1.0,16.0,4.0,20.0,12.0,56.0,7.0,75.0,24.0,99.0,4.0,4.0,,9.0,3.0,12.0,6.0,21.0,8.0,9.0,27.0,6.0,26.0,4.0,12.0,3.0,12.0,11.0,18.0,138.0,2.0,0.2222222222222222,0.2857142857142857,,,,,0.4186046511627907,0.375,0.4186046511627907,0.375,0.5,0.6,,0.0930232558139534,0.1428571428571428,0.0454545454545454,13.134851138353763,0.4285714285714285,0.4375,0.2786069651741293,0.1047120418848167,0.2352941176470588,0.1081081081081081,0.2698412698412698,0.1052631578947368,0.1020408163265306,0.1481481481481481,0.1764705882352941,0.3291139240506329,0.2957746478873239,0.2682926829268293,0.9166666666666666,0.4883720930232558,0.4285714285714285,0.5,0.3333333333333333,0.5116279069767442,0.4090909090909091,0.4285714285714285,,,,,,,,,,,,0.8461538461538461,,0.5,0.5,,,,0.4883720930232558,,0.4735627906976743,0.5227454545454546,0.4524875,0.3272727272727272,4.28139534883721,,0.2816326530612245,,6.0,,11.0,23.0,,,5.0,3.0,11.0,9.0,4.0,4.0,,0.4615384615384615,0.4615384615384615,0.575,0.12,0.1111111111111111,,,,0.2156862745098039,0.2156862745098039,0.4181818181818181,5.0,,,,0.4545454545454545,,8.0,3.0,0.0978260869565217,0.15,,,,,4.0,,1.0,,,,0.1,,,,,,,,,,True,,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,12242.0,204.0,-69.0,399.0,403.0,171.0,157.0,47.0,802.0,16.0,29.0,9.0,10.0,14.0,21.0,44.0,5.0,14.0,,1.0,1.0,,1.0,,,1.0,42.0,87.0,,2.0,14.0,98.0,417.0,12.0,,19.0,29.0,,2.0,8.0,46.0,56.0,28.0,,,1.0,,7.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,4.0,13.0,5.0,23.0,7.0,35.0,17.0,52.0,7.0,4.0,3.0,7.0,4.0,9.0,3.0,16.0,4.0,14.0,27.0,4.0,19.0,,4.0,1.0,4.0,4.0,46.0,171.0,3.0,0.6666666666666666,0.7567567567567568,,,,,0.4827586206896552,0.6551724137931034,0.4719101123595505,0.6129032258064516,0.5,0.6571428571428571,0.0224719101123595,0.0804597701149425,0.1724137931034483,0.0454545454545454,25.165562913907284,0.4375,0.3888888888888889,0.1575342465753424,0.0849673202614379,0.1515151515151515,0.1212121212121212,0.1564245810055866,0.0913978494623656,0.1282051282051282,0.0476190476190476,0.1702127659574468,0.1395348837209302,0.1607142857142857,0.1666666666666666,1.0,0.3258426966292135,0.5517241379310345,0.6666666666666666,0.5,0.4943820224719101,0.4772727272727273,0.5,0.1573033707865168,0.3571428571428571,0.3571428571428571,0.0112359550561797,,,,0.0112359550561797,,,,0.75,,0.4516129032258064,0.7142857142857143,0.032258064516129,0.032258064516129,,0.348314606741573,,0.4469550561797754,0.52407,0.4688967741935483,0.4693877551020408,7.525287356321837,24.9,0.4285714285714285,,5.0,,2.0,12.0,,2.0,3.0,1.0,10.0,2.0,1.0,,,0.4166666666666667,0.4166666666666667,0.4285714285714285,0.0416666666666666,0.7142857142857143,1.0,,,0.1020408163265306,0.1041666666666666,0.1224489795918367,5.0,1.0,2.0,,0.5555555555555556,,10.0,2.0,0.0909090909090909,0.05,,,,,,,,,,0.25,0.1111111111111111,,,,,1.0,,,,,True,,,,,,,,
1683,1610612737,Larry Robinson,Larry Robinson,1683,ATL,9297.0,155.0,-34.0,299.0,300.0,135.0,127.0,42.0,599.0,,,,,,4.0,5.0,2.0,8.0,9.0,18.0,7.0,3.0,14.0,1.0,1.0,7.0,6.0,13.0,12.0,32.0,5.0,53.0,321.0,2.0,3.0,4.0,7.0,5.0,14.0,3.0,26.0,4.0,8.0,36.0,,13.0,3.0,,6.0,2.0,8.0,,2.0,2.0,1.0,3.0,18.0,1.0,9.0,4.0,13.0,,17.0,10.0,27.0,9.0,7.0,2.0,2.0,2.0,3.0,,5.0,1.0,5.0,11.0,1.0,6.0,2.0,,,,,26.0,135.0,4.0,0.3333333333333333,0.4,1.0,0.375,0.3571428571428571,0.3870967741935484,0.4615384615384615,0.5714285714285714,0.5333333333333333,0.5476190476190477,0.5520833333333334,0.5652173913043478,0.7111111111111111,,,,15.0997150997151,0.4,,0.1477272727272727,0.0803571428571428,0.1666666666666666,0.0333333333333333,0.1517857142857142,0.0704225352112676,0.1333333333333333,0.0625,0.1428571428571428,0.1481481481481481,0.1515151515151515,0.1818181818181818,,,,,,0.1111111111111111,0.8,0.8,0.1777777777777777,0.25,0.25,0.4,0.5,0.5,1.0,0.3111111111111111,0.2142857142857142,0.2142857142857142,1.0,,0.2,,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0.7111111111111111,0.2307692307692307,0.4926579545454546,0.4996375,0.4876475,0.490566037735849,14.746153846153844,24.646875,0.451505016722408,,1.0,1.0,,5.0,1.0,,,,1.0,,,,0.3333333333333333,0.5,0.5,0.5,0.0833333333333333,0.5,,,,0.0217391304347826,0.0714285714285714,0.0943396226415094,,1.0,,,,,2.0,2.0,0.0434782608695652,0.08,1.0,2.0,4.0,,,,,,,,,0.4,0.5,1.0,0.5714285714285714,,,,,,True,,,,,,,,
