EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,Offensive Fouls,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,OffensiveGoaltends,SecondChanceArc3FGM,Clear Path Fouls,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,HeaveAttempts,on,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations
2032,1610612746,Darius Miles,Darius Miles,2032,LAC,51703.0,862,43,1656,1694,594,615.0,185,3350,98.0,143.0,30.0,41.0,52.0,14.0,55.0,9.0,37,,,,,,,,6.0,1.0,,4.0,121,235,,6.0,37,279,1661,22.0,38,,1.0,5.0,49.0,43.0,76,,4.0,17.0,103,142.0,100.0,,,5.0,,18.0,,35.0,5.0,40.0,5.0,,23.0,6.0,6.0,85.0,3.0,43,21.0,112,148,46,194,23.0,14.0,9.0,26.0,8.0,11.0,32.0,6.0,15.0,5.0,58,6.0,20.0,50.0,87,3.0,92,7.0,,40,9.0,49.0,27.0,19.0,51.0,30.0,103,594,10.0,0.5867768595041323,0.6761904761904762,,,,,,0.5148936170212766,0.5789473684210527,0.5657894736842105,0.5020746887966805,0.5641025641025641,0.5375,0.4929328621908127,0.5833333333333334,0.5309278350515464,0.024896265560165973,,0.07659574468085106,0.09090909090909091,0.09090909090909091,,,18.157614483493077,0.4482758620689655,0.15819209039548024,0.07375643224699828,0.14685314685314685,0.024793388429752067,0.1562867215041128,0.06534090909090909,0.11920529801324503,0.06341463414634146,0.05286343612334802,0.019801980198019802,0.14361702127659576,0.17786561264822134,0.149812734082397,0.13761467889908258,0.17647058823529413,0.5882352941176471,0.5933609958506224,0.6853146853146853,0.7538461538461538,0.5918367346938775,0.22821576763485477,0.2545454545454545,0.28,0.5714285714285714,0.15352697095435686,0.24324324324324326,0.24324324324324326,0.5555555555555556,,,,,0.024896265560165973,,,,0.7692307692307693,,,,0.02564102564102564,0.65,0.7884615384615384,,,0.05,,0.6182572614107884,,0.5267010460251047,0.5313402777777778,0.5491333333333333,0.145985401459854,0.14925373134328357,0.17562724014336917,0.36917562724014336,4.7531914893617015,30.833333333333332,0.358695652173913,21.0,32.0,,15.0,9.0,4.0,3.0,1.0,,0.23809523809523808,,0.05,0.09183673469387756,0.7,0.14285714285714285,2.0,,,,,,2.0,2.0,1.0,True,,,,
400,1610612746,Derek Strong,Derek Strong,400,LAC,6188.0,103,-40,187,185,52,59.0,32,372,5.0,10.0,2.0,5.0,5.0,1.0,3.0,3.0,18,,,,,,,,1.0,,,1.0,9,31,,1.0,9,27,220,2.0,8,,,3.0,7.0,5.0,8,,1.0,,10,12.0,6.0,,,1.0,,2.0,,1.0,,1.0,,,,,1.0,2.0,1.0,6,4.0,8,13,7,20,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,,7,,2.0,5.0,11,,12,,,6,,,,,,,10,52,2.0,0.6666666666666666,0.75,,,,,,0.2903225806451613,0.25,0.625,0.28125,0.25,0.5555555555555556,0.35526315789473684,0.35,0.5555555555555556,0.03125,,0.06451612903225806,0.2,,,,19.911504424778762,0.5714285714285714,0.13559322033898305,0.0759493670886076,0.2857142857142857,0.058823529411764705,0.1643835616438356,0.07291666666666667,0.10526315789473684,0.08695652173913043,0.05405405405405406,0.07692307692307693,0.2857142857142857,0.1111111111111111,0.07407407407407407,0.4,,,0.3125,0.5,0.625,0.8,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.5625,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,,,0.03125,,,,0.25,,,,,0.5555555555555556,1.0,,,0.1111111111111111,,0.34375,,0.42882031249999997,0.42796249999999997,0.45444999999999997,0.15789473684210525,0.16216216216216217,0.25925925925925924,0.37037037037037035,10.548387096774194,26.9,0.27807486631016043,1.0,2.0,,1.0,1.0,1.0,,,,0.1,,,0.05,0.5,,,,,,,,,,,True,,,,
399,1610612746,Sean Rooks,Sean Rooks,399,LAC,38908.0,648,-9,1235,1253,388,420.0,141,2488,16.0,27.0,15.0,5.0,8.0,8.0,32.0,43.0,112,,,,,,,1.0,1.0,,1.0,1.0,67,171,1.0,1.0,33,170,1256,12.0,27,,,6.0,30.0,16.0,46,1.0,1.0,20.0,55,110.0,24.0,3.0,,1.0,1.0,5.0,,25.0,7.0,32.0,5.0,2.0,15.0,4.0,6.0,71.0,8.0,27,10.0,62,85,35,120,13.0,9.0,4.0,17.0,6.0,13.0,16.0,1.0,4.0,2.0,33,3.0,14.0,63.0,95,3.0,44,2.0,,13,10.0,26.0,15.0,10.0,26.0,14.0,55,388,5.0,0.8208955223880597,0.9322033898305084,1.0,1.0,,1.0,1.0,0.391812865497076,0.4444444444444444,0.34782608695652173,0.39825581395348836,0.4444444444444444,0.3723404255319149,0.44041450777202074,0.46875,0.4583333333333333,0.005813953488372093,,0.029239766081871343,0.1111111111111111,0.0625,,,16.02836879432624,0.5151515151515151,0.12550607287449392,0.056485355648535567,0.09174311926605505,0.09876543209876543,0.11940298507462686,0.0626118067978533,0.05217391304347826,0.0728476821192053,0.04716981132075472,0.07352941176470588,0.15873015873015872,0.10465116279069768,0.12244897959183673,0.0875,0.10344827586206896,0.5384615384615384,0.1569767441860465,0.5925925925925926,0.6666666666666666,0.4375,0.18604651162790697,0.25,0.26666666666666666,0.75,0.6511627906976745,0.38392857142857145,0.38392857142857145,0.9767441860465116,,,,,0.005813953488372093,1.0,1.0,1.0,0.5555555555555556,,,,,0.1702127659574468,0.625,,,0.02127659574468085,1.0,0.16279069767441862,1.0,0.410685465116279,0.45497916666666666,0.40165744680851073,0.07103825136612021,0.07142857142857142,0.17647058823529413,0.3235294117647059,13.412280701754389,29.7,0.31417004048582997,9.0,16.0,,13.0,4.0,3.0,1.0,1.0,3.0,0.21666666666666667,,0.23076923076923078,0.041237113402061855,0.6,0.1111111111111111,,,1.0,,,,,,,True,,,,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,19606.0,327,-31,625,629,240,228.0,77,1254,27.0,40.0,12.0,12.0,17.0,11.0,28.0,8.0,23,3.0,4.0,,,1.0,1.0,12.0,29.0,3.0,2.0,10.0,46,91,15.0,33.0,22,159,633,7.0,18,1.0,3.0,3.0,20.0,21.0,38,3.0,11.0,12.0,63,58.0,34.0,45.0,,29.0,12.0,10.0,,16.0,1.0,17.0,1.0,,8.0,3.0,5.0,35.0,1.0,23,6.0,42,54,24,78,5.0,3.0,2.0,4.0,,2.0,5.0,,2.0,,9,1.0,4.0,10.0,21,1.0,33,4.0,,17,2.0,,,,,,63,240,3.0,0.6304347826086957,0.7073170731707317,1.0,0.45454545454545453,0.3333333333333333,0.2727272727272727,0.45454545454545453,0.5054945054945055,0.3888888888888889,0.5526315789473685,0.5524193548387096,0.40476190476190477,0.5204081632653061,0.5719424460431655,0.4,0.5431034482758621,0.2661290322580645,,0.10989010989010989,0.1,0.14285714285714285,0.08695652173913043,,20.555555555555554,0.4444444444444444,0.15613382899628253,0.09465020576131687,0.13043478260869565,0.022727272727272728,0.1523809523809524,0.08362369337979095,0.08928571428571429,0.12903225806451613,0.06382978723404255,0.02631578947368421,0.2028985507246377,0.10112359550561797,0.17117117117117117,0.125,0.14285714285714285,,0.3225806451612903,0.675,0.75,0.7037037037037037,0.22580645161290322,0.39285714285714285,0.4583333333333333,0.2727272727272727,0.18548387096774194,0.34782608695652173,0.38095238095238093,0.875,0.03225806451612903,0.75,0.75,1.0,0.23387096774193547,0.41379310344827586,0.41379310344827586,1.0,0.5714285714285714,,,,0.14285714285714285,0.3469387755102041,0.7058823529411765,0.02040816326530612,1.0,0.20408163265306123,0.2,0.5887096774193549,0.41379310344827586,0.48390524193548384,0.5066761904761905,0.47865306122448975,0.12408759124087591,0.16346153846153846,0.12578616352201258,0.39622641509433965,7.198901098901099,25.624242424242425,0.384,7.0,10.0,,6.0,4.0,1.0,,,1.0,0.20689655172413793,,,0.07547169811320754,0.5833333333333334,0.2857142857142857,1.0,1.0,,,0.3333333333333333,1.0,,,,True,,,,
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,93060.0,1551,21,2874,2841,895,789.0,362,5715,52.0,85.0,20.0,20.0,33.0,25.0,63.0,44.0,111,28.0,61.0,5.0,10.0,16.0,26.0,67.0,171.0,16.0,11.0,43.0,121,259,95.0,232.0,111,638,3029,20.0,42,12.0,26.0,7.0,83.0,41.0,84,27.0,69.0,49.0,212,158.0,84.0,249.0,36.0,170.0,67.0,19.0,3.0,58.0,10.0,68.0,9.0,1.0,27.0,16.0,15.0,146.0,15.0,28,36.0,98,135,43,178,28.0,19.0,9.0,30.0,8.0,25.0,28.0,3.0,5.0,1.0,58,6.0,14.0,32.0,82,1.0,129,5.0,18.0,34,20.0,13.0,3.0,8.0,16.0,13.0,212,895,15.0,0.6528925619834711,0.6869565217391305,0.8736842105263158,0.40948275862068967,0.46153846153846156,0.391304347826087,0.41125541125541126,0.4671814671814672,0.47619047619047616,0.4880952380952381,0.5366598778004074,0.5588235294117647,0.5326797385620915,0.5728782287822878,0.5608108108108109,0.5805555555555556,0.4725050916496945,0.01293103448275862,0.07335907335907337,0.09411764705882353,0.07936507936507936,0.05405405405405406,0.01639344262295082,18.17631020902757,0.5172413793103449,0.08626760563380281,0.02753195673549656,0.12371134020618557,0.0528169014084507,0.09390329362298529,0.033051498847040735,0.024896265560165973,0.02102803738317757,0.03735632183908046,0.05150214592274678,0.07954545454545454,0.08139534883720931,0.09502262443438914,0.10504201680672269,0.20754716981132076,0.8125,0.17311608961303462,0.611764705882353,0.6753246753246753,0.6923076923076923,0.12830957230142567,0.3968253968253968,0.43103448275862066,0.48,0.22606924643584522,0.3963963963963964,0.41904761904761906,0.7045454545454546,0.12423625254582485,0.45901639344262296,0.4666666666666667,0.9285714285714286,0.34826883910386963,0.391812865497076,0.39644970414201186,0.8507462686567164,0.29411764705882354,0.14705882352941177,0.5,0.8,0.23529411764705882,0.21568627450980393,0.6060606060606061,0.16993464052287582,0.6153846153846154,0.28104575163398693,0.2558139534883721,0.6456211812627292,0.3941176470588235,0.49294661885245916,0.4839894230769231,0.4837185430463576,0.06896551724137931,0.11805555555555555,0.13009404388714735,0.3322884012539185,10.301930501930507,25.561637931034475,0.3114126652748782,10.0,12.0,,1.0,9.0,9.0,2.0,,,0.01098901098901099,,0.058823529411764705,0.036585365853658534,0.5,0.3,,7.0,1.0,0.011695906432748537,0.4375,0.8571428571428571,3.0,2.0,1.0,False,2.0,1.0,0.008547008547008548,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,95085.0,1585,-187,2858,2849,470,399.0,389,5707,87.0,148.0,51.0,17.0,21.0,157.0,389.0,3.0,28,,,,,,,,,,,,247,565,,,65,559,3025,43.0,79,,,8.0,94.0,36.0,74,,,21.0,93,252.0,242.0,,,,,43.0,,21.0,7.0,28.0,7.0,,9.0,4.0,8.0,63.0,19.0,95,44.0,207,279,123,402,15.0,13.0,2.0,37.0,5.0,18.0,80.0,5.0,19.0,25.0,117,10.0,13.0,79.0,185,21.0,120,4.0,,55,7.0,73.0,36.0,33.0,73.0,46.0,93,470,10.0,0.5101214574898786,0.5779816513761468,,,,,,0.43716814159292033,0.5443037974683544,0.4864864864864865,0.43716814159292033,0.5443037974683544,0.4864864864864865,0.44863563402889245,0.5402298850574713,0.5166666666666667,,,0.07610619469026549,0.0945945945945946,0.06940874035989718,0.07142857142857142,,22.30259192284509,0.3162393162393162,0.17937608318890816,0.0837742504409171,0.16666666666666666,0.07037037037037037,0.1770098730606488,0.0811965811965812,0.13261648745519714,0.04570383912248629,0.10714285714285714,0.07725321888412018,0.16544117647058823,0.17873303167420815,0.18863636363636363,0.17142857142857143,0.14814814814814814,0.6301369863013698,0.26194690265486725,0.5878378378378378,0.6492537313432836,0.5632183908045977,0.6884955752212389,0.40359897172236503,0.43370165745856354,0.4713375796178344,0.049557522123893805,0.10714285714285714,0.11538461538461539,1.0,,,,,,,,,0.6455696202531646,,,,,0.28378378378378377,0.8095238095238095,,,,,0.26194690265486725,,0.42432707964601774,0.49925970149253723,0.4202405405405405,0.08928571428571429,0.08928571428571429,0.16815742397137745,0.16636851520572452,6.4782300884955735,,0.16445066480055984,31.0,58.0,9.0,28.0,19.0,33.0,4.0,3.0,9.0,0.3835616438356164,0.09574468085106383,0.02702702702702703,0.06934306569343066,0.6078431372549019,0.0967741935483871,1.0,,,,,,,,,False,,,,
1730,1610612746,Brian Skinner,Brian Skinner,1730,LAC,27169.0,453,-51,840,846,137,126.0,124,1686,36.0,63.0,20.0,8.0,11.0,17.0,56.0,2.0,14,,,,,,,,,,,,55,133,,,26,136,848,14.0,32,,,11.0,39.0,10.0,25,,,10.0,30,66.0,44.0,,,,,25.0,,10.0,4.0,14.0,4.0,,4.0,3.0,3.0,32.0,12.0,30,19.0,54,85,44,129,11.0,9.0,2.0,7.0,1.0,4.0,15.0,1.0,3.0,6.0,22,1.0,2.0,20.0,45,4.0,48,6.0,,21,6.0,9.0,8.0,1.0,9.0,8.0,30,137,4.0,0.6,0.6875,,,,,,0.41353383458646614,0.4375,0.4,0.41353383458646614,0.4375,0.4,0.44155844155844154,0.4875,0.42857142857142855,,,0.18796992481203006,0.1746031746031746,0.23214285714285715,0.07142857142857142,,17.813765182186234,0.3181818181818182,0.15606936416184972,0.09202453987730061,0.25,0.12371134020618557,0.17298578199052134,0.09929078014184398,0.1111111111111111,0.08053691275167785,0.09195402298850575,0.12941176470588237,0.1368421052631579,0.14912280701754385,0.17518248175182483,0.28846153846153844,0.16666666666666666,0.8888888888888888,0.47368421052631576,0.5714285714285714,0.6923076923076923,0.6388888888888888,0.42105263157894735,0.30357142857142855,0.3953488372093023,0.5294117647058824,0.10526315789473684,0.14285714285714285,0.15384615384615385,0.5,,,,,,,,,0.625,,,,,0.44,0.7272727272727273,,,,,0.47368421052631576,,0.4715857142857144,0.5059791666666668,0.4688040000000001,0.14189189189189189,0.14189189189189189,0.2867647058823529,0.22058823529411764,5.000000000000001,,0.1630952380952381,11.0,14.0,2.0,12.0,3.0,2.0,,,4.0,0.48,0.06060606060606061,0.08333333333333333,0.05660377358490566,0.55,0.09090909090909091,,,,,,,,,,False,,,,
1838,1610612746,Tyrone Nesby,Tyrone Nesby,1838,LAC,17331.0,289,-48,532,540,147,120.0,81,1072,18.0,27.0,9.0,6.0,10.0,5.0,19.0,6.0,22,2.0,6.0,,,,1.0,7.0,33.0,3.0,3.0,9.0,29,68,9.0,39.0,14,99,542,9.0,19,,3.0,2.0,20.0,8.0,17,3.0,10.0,7.0,32,24.0,34.0,27.0,,33.0,7.0,5.0,,11.0,,11.0,,,5.0,4.0,2.0,22.0,2.0,12,3.0,22,25,14,39,10.0,6.0,4.0,4.0,,2.0,5.0,2.0,2.0,2.0,9,,3.0,12.0,25,1.0,19,3.0,,9,2.0,4.0,2.0,2.0,4.0,2.0,32,147,5.0,0.41379310344827586,0.5454545454545454,1.0,0.23076923076923078,,0.3,0.23076923076923078,0.4264705882352941,0.47368421052631576,0.47058823529411764,0.397196261682243,0.4090909090909091,0.46296296296296297,0.43043478260869567,0.43478260869565216,0.5333333333333333,0.3644859813084112,,0.07352941176470588,0.1111111111111111,0.10526315789473684,,,19.558359621451103,0.4444444444444444,0.09053497942386832,0.05063291139240506,0.08333333333333333,0.03571428571428571,0.08960573476702509,0.04778156996587031,0.08771929824561403,0.034482758620689655,0.046875,0.04081632653061224,0.019230769230769232,0.0990990990990991,0.125,0.1111111111111111,,0.5,0.2523364485981308,0.6666666666666666,0.75,0.3888888888888889,0.17757009345794392,0.2631578947368421,0.29411764705882354,0.4,0.205607476635514,0.2727272727272727,0.2727272727272727,0.5,0.056074766355140186,0.3333333333333333,0.3333333333333333,1.0,0.308411214953271,0.21212121212121213,0.21212121212121213,1.0,0.4090909090909091,,,,0.13636363636363635,0.37037037037037035,0.6,0.037037037037037035,,0.3333333333333333,0.3333333333333333,0.616822429906542,0.21212121212121213,0.4830504672897197,0.4769157894736842,0.5113648148148148,0.07964601769911504,0.12162162162162163,0.20202020202020202,0.32323232323232326,8.775,26.064102564102566,0.27631578947368424,7.0,14.0,,,5.0,1.0,,,,,,,0.08064516129032258,0.7777777777777778,0.14285714285714285,,,,,,,,,,False,,,,
976,1610612746,Jeff McInnis,Jeff McInnis,976,LAC,128806.0,2147,-192,3942,3929,928,899.0,529,7871,44.0,68.0,5.0,9.0,16.0,145.0,287.0,96.0,230,2.0,6.0,,1.0,2.0,4.0,36.0,92.0,10.0,7.0,24.0,285,585,38.0,98.0,82,766,4209,20.0,52,3.0,11.0,8.0,57.0,59.0,122,9.0,28.0,36.0,181,176.0,394.0,105.0,9.0,91.0,36.0,21.0,,267.0,77.0,344.0,66.0,11.0,112.0,75.0,80.0,765.0,8.0,19,31.0,99,132,30,162,58.0,32.0,26.0,54.0,16.0,43.0,36.0,7.0,11.0,,90,8.0,18.0,37.0,141,5.0,102,7.0,14.0,32,16.0,5.0,1.0,1.0,5.0,3.0,181,928,24.0,0.3087719298245614,0.31095406360424027,0.9210526315789473,0.3877551020408163,0.2727272727272727,0.32142857142857145,0.3917525773195876,0.48717948717948717,0.38461538461538464,0.48360655737704916,0.5007320644216691,0.3888888888888889,0.48333333333333334,0.5207182320441989,0.4253731343283582,0.5173410404624278,0.14348462664714495,,0.035897435897435895,0.058823529411764705,0.03832752613240418,0.02608695652173913,,17.793827971109653,0.6,0.06195244055068836,0.012516469038208168,0.08446866485013624,0.021621621621621623,0.06615776081424936,0.014300847457627119,0.008108108108108109,0.01455604075691412,0.013015184381778741,0.025559105431309903,0.044270833333333336,0.05132450331125828,0.08360655737704918,0.09278350515463918,0.05263157894736842,0.6,0.09956076134699854,0.6470588235294118,0.6875,0.22727272727272727,0.42020497803806733,0.5052264808362369,0.5253623188405797,0.30344827586206896,0.3367496339677892,0.41739130434782606,0.42857142857142855,0.3541666666666667,0.008784773060029283,0.3333333333333333,0.3333333333333333,1.0,0.13469985358711567,0.391304347826087,0.391304347826087,0.9166666666666666,0.07936507936507936,0.015873015873015872,,,0.15873015873015872,0.10666666666666667,0.5625,0.02666666666666667,0.5,0.16,0.2916666666666667,0.2430453879941435,0.3956043956043956,0.42450132158590326,0.41615900000000006,0.40568783783783774,0.04519774011299435,0.05245901639344262,0.07441253263707572,0.2362924281984334,11.392307692307696,26.419387755102044,0.23541349568746828,1.0,4.0,3.0,2.0,8.0,5.0,3.0,,,0.017241379310344827,0.020689655172413793,,0.024615384615384615,0.2,,,3.0,1.0,,0.3,1.0,,,1.0,False,,,,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,137116.0,2285,-135,4195,4170,1038,886.0,555,8365,156.0,249.0,55.0,41.0,68.0,100.0,233.0,69.0,152,1.0,9.0,,1.0,,2.0,60.0,191.0,23.0,17.0,57.0,325,634,61.0,200.0,200,1033,4414,44.0,85,7.0,24.0,14.0,123.0,82.0,150,17.0,59.0,87.0,302,268.0,382.0,132.0,51.0,191.0,60.0,46.0,1.0,247.0,67.0,314.0,51.0,16.0,103.0,79.0,65.0,695.0,14.0,70,47.0,306,383,85,468,58.0,40.0,18.0,126.0,33.0,80.0,88.0,8.0,46.0,5.0,214,18.0,58.0,97.0,184,7.0,302,33.0,1.0,136,31.0,96.0,53.0,36.0,98.0,65.0,302,1038,10.0,0.4123076923076923,0.44816053511705684,0.7213114754098361,0.305,0.2916666666666667,0.288135593220339,0.305,0.5126182965299685,0.5176470588235295,0.5466666666666666,0.49940047961630696,0.5,0.5143540669856459,0.5330578512396694,0.5211864406779662,0.5722433460076045,0.23980815347721823,0.005,0.07255520504731862,0.10040160642570281,0.0815450643776824,0.013157894736842105,,24.331000411692056,0.5887850467289719,0.17770034843205576,0.044444444444444446,0.11809045226130653,0.035897435897435895,0.16650943396226414,0.042748091603053436,0.06467661691542288,0.0453257790368272,0.02569593147751606,0.0391566265060241,0.1937046004842615,0.17956656346749225,0.16591251885369532,0.10256410256410256,0.1744186046511628,0.6632653061224489,0.29856115107913667,0.6265060240963856,0.6964285714285714,0.391025641025641,0.2793764988009592,0.4291845493562232,0.4672897196261682,0.3,0.18225419664268586,0.45394736842105265,0.46,0.6231884057971014,0.01079136690647482,0.1111111111111111,0.1111111111111111,1.0,0.2290167865707434,0.31413612565445026,0.3157894736842105,0.7166666666666667,0.5045871559633027,0.009174311926605505,,,0.21100917431192662,0.3253588516746411,0.6029411764705882,0.009569377990430622,,0.2727272727272727,0.2982456140350877,0.5383693045563549,0.31413612565445026,0.46684813925570223,0.5111121052631578,0.4478603365384615,0.14514407684098185,0.18453188602442333,0.11907066795740562,0.29235237173281703,7.4470031545741335,26.141499999999997,0.24743742550655543,28.0,52.0,1.0,30.0,32.0,30.0,7.0,1.0,1.0,0.2459016393442623,0.005988023952095809,0.017241379310344827,0.08080808080808081,0.509090909090909,0.07142857142857142,1.0,7.0,,0.005235602094240838,0.30434782608695654,0.8571428571428571,2.0,2.0,,False,,,,5.0
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,34256.0,571,-11,1062,1055,425,348.0,138,2117,28.0,54.0,,14.0,24.0,7.0,29.0,17.0,46,2.0,7.0,,,,4.0,12.0,26.0,1.0,3.0,12.0,52,129,14.0,33.0,65,211,1106,2.0,4,1.0,1.0,1.0,8.0,24.0,51,3.0,16.0,33.0,90,18.0,86.0,27.0,15.0,26.0,12.0,12.0,,52.0,18.0,70.0,16.0,2.0,27.0,7.0,18.0,158.0,,2,7.0,27,36,2,38,19.0,7.0,12.0,25.0,6.0,15.0,17.0,1.0,10.0,2.0,42,3.0,19.0,16.0,42,3.0,99,4.0,,36,16.0,4.0,,1.0,5.0,4.0,90,425,7.0,0.17307692307692307,0.17307692307692307,0.6428571428571429,0.42424242424242425,1.0,0.1875,0.42424242424242425,0.40310077519379844,0.5,0.47058823529411764,0.4506172839506173,0.7,0.4253731343283582,0.5023809523809524,0.6666666666666666,0.5,0.2037037037037037,,0.09302325581395349,0.2037037037037037,0.034482758620689655,,,20.194647201946474,0.5952380952380952,0.06279069767441861,0.00554016620498615,0.06930693069306931,,0.064030131826742,0.004291845493562232,0.01904761904761905,,,,0.06542056074766354,0.045454545454545456,0.07692307692307693,0.05405405405405406,0.1111111111111111,0.8,0.3333333333333333,0.5185185185185185,0.6511627906976745,0.25,0.17901234567901234,0.2413793103448276,0.25,,0.2839506172839506,0.3695652173913043,0.3695652173913043,0.11764705882352941,0.043209876543209874,0.2857142857142857,0.2857142857142857,1.0,0.16049382716049382,0.46153846153846156,0.46153846153846156,0.5833333333333334,,,,,0.2,0.3582089552238806,0.5833333333333334,0.05970149253731343,,0.1791044776119403,0.25,0.5370370370370371,0.46153846153846156,0.4829543209876543,0.42189,0.48396567164179116,0.18556701030927836,0.2236024844720497,0.037914691943127965,0.4265402843601896,8.957364341085272,25.078787878787878,0.4001883239171375,,,,2.0,1.0,3.0,3.0,,,0.05128205128205128,,,0.012658227848101266,,,,1.0,,,1.0,,1.0,1.0,,False,,,,
