EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceAtRimPctAssisted,FTOffRebounds,Technical Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on,HeaveMakes
128,1610612762,David Benoit,David Benoit,128,UTA,10042.0,167,4,331,333,113,158,32,664,9,12,2.0,3.0,4,6,1.0,6.0,11.0,24,2.0,1.0,21,42,2.0,8.0,50,345,2.0,6,4.0,8,12,1.0,4.0,20,34,8.0,4.0,2.0,4.0,6,2.0,8,2.0,2,1.0,3.0,18,1.0,6,2.0,21,2.0,25,7,32,1.0,2,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,8.0,2.0,3.0,14,36,2.0,3.0,10.0,4.0,1.0,5.0,4.0,1.0,5.0,3.0,2.0,20,113,7.0,0.8095238095238095,0.8947368421052632,0.5,0.3333333333333333,0.6666666666666666,0.4772727272727273,0.3333333333333333,0.6153846153846154,0.5102040816326531,0.3333333333333333,0.6666666666666666,0.045454545454545456,0.09523809523809523,0.16666666666666666,0.3333333333333333,15.489130434782608,0.25,0.2222222222222222,0.2,0.05263157894736842,0.07692307692307693,0.06666666666666667,0.17557251908396945,0.05426356589147287,0.034482758620689655,0.06451612903225806,0.05555555555555555,0.07692307692307693,0.2222222222222222,0.27586206896551724,0.14285714285714285,0.05263157894736842,0.14285714285714285,0.05263157894736842,0.6,0.2727272727272727,0.75,0.9,0.7777777777777778,0.13636363636363635,0.16666666666666666,0.25,1.0,0.5454545454545454,0.4583333333333333,0.4583333333333333,0.8181818181818182,0.045454545454545456,0.5,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.07692307692307693,0.3181818181818182,0.45304999999999995,0.4922666666666667,0.4999692307692308,0.08333333333333333,0.08695652173913043,0.08,0.4,11.642857142857144,24.9,0.3413897280966767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,7507.0,125,15,229,238,86,101,25,467,4,5,,,2,2,,1.0,5.0,9,6.0,3.0,9,15,10.0,6.0,33,248,,2,3.0,2,3,6.0,4.0,17,12,6.0,,6.0,,15,4.0,19,3.0,10,2.0,3.0,42,,1,4.0,8,,12,1,13,,4,2.0,2.0,4.0,4.0,1.0,,,1.0,5.0,,,3,16,,,6.0,1.0,2.0,,,,,,,17,86,4.0,0.6666666666666666,0.6666666666666666,0.6,,0.6666666666666666,0.54,0.5,0.7222222222222222,0.5892857142857143,0.5,0.7727272727272727,0.4,,,,12.741312741312742,0.8,,0.10666666666666667,0.013333333333333334,0.14285714285714285,,0.11650485436893204,0.010869565217391304,0.0625,,,,,0.05263157894736842,0.1794871794871795,0.17391304347826086,,,,0.2,0.8,0.8,0.75,0.04,,,,0.36,0.5555555555555556,0.5555555555555556,0.6,0.24,,,0.2222222222222222,1.0,0.3333333333333333,0.6,0.48780199999999996,0.41278333333333334,0.48827777777777776,0.038461538461538464,0.0625,0.09090909090909091,0.5151515151515151,11.84,24.330000000000002,0.37554585152838427,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,0.3,1.0,0.5,0.3,0.16,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,5702.0,95,1,187,180,49,67,25,367,8,16,2.0,3.0,3,5,,3.0,,1,1.0,,8,20,2.0,10.0,26,190,2.0,3,9.0,3,5,1.0,,6,14,2.0,,1.0,5.0,4,1.0,5,1.0,3,1.0,,11,1.0,2,2.0,4,,6,3,9,,2,2.0,,6.0,5.0,4.0,1.0,1.0,,10.0,1.0,3.0,2,5,1.0,1.0,15.0,8.0,,1.0,,,1.0,1.0,,6,49,,0.875,0.875,0.4,0.6666666666666666,0.6,0.36363636363636365,0.6666666666666666,0.5,0.4482758620689655,0.75,0.5,0.09090909090909091,0.25,0.25,0.3333333333333333,18.483412322274884,0.6,,0.05970149253731343,0.028985507246376812,0.13333333333333333,0.1,0.07317073170731707,0.0379746835443038,0.04,0.05,,0.125,,0.15,0.03125,0.18181818181818182,,,1.0,0.7272727272727273,0.5,0.6666666666666666,0.875,0.13636363636363635,,,,0.045454545454545456,,,,0.045454545454545456,1.0,0.6666666666666666,0.8333333333333334,0.6,,0.8181818181818182,0.5638113636363636,0.5537,0.6071166666666666,0.27586206896551724,0.2962962962962963,0.34615384615384615,0.23076923076923078,2.2150000000000003,23.25,0.2620320855614973,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,0.16666666666666666,,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,
252,1610612762,Karl Malone,Karl Malone,252,UTA,125682.0,2095,497,3999,3980,1268,1402,482,7979,253,357,35.0,49.0,73,105,72.0,186.0,175.0,425,3.0,1.0,500,968,3.0,404.0,1407,4055,49.0,85,144.0,135,270,1.0,189.0,459,840,160.0,38.0,3.0,59.0,223,41.0,264,26.0,135,29.0,59.0,569,13.0,65,63.0,281,60.0,404,79,483,20.0,74,22.0,52.0,104.0,79.0,68.0,11.0,25.0,5.0,172.0,12.0,46.0,67,173,13.0,24.0,506.0,218.0,61.0,50.0,25.0,19.0,50.0,25.0,1.0,459,1268,21.0,0.84,0.8731808731808732,0.5165289256198347,0.5764705882352941,0.5,0.5164778578784758,0.5764705882352941,0.4981549815498155,0.5873015873015873,0.6605504587155964,0.5992167101827677,0.003089598352214212,0.060950413223140494,0.09803921568627451,0.10215053763440861,30.028515025224827,0.6046511627906976,0.4411764705882353,0.20631424375917767,0.046362339514978604,0.15869017632241814,0.04779411764705882,0.1955656623081296,0.04659498207885305,0.07758620689655173,0.0339943342776204,0.02905982905982906,0.04,0.23529411764705882,0.18536585365853658,0.2042483660130719,0.16,0.15463917525773196,0.04914004914004914,0.5,0.36766220391349125,0.7086834733893558,0.7857142857142857,0.8735177865612648,0.19155509783728114,0.3870967741935484,0.4311377245508982,0.7083333333333334,0.4376930998970134,0.4117647058823529,0.4166666666666667,0.8457142857142858,0.003089598352214212,0.5764705882352941,0.7142857142857143,0.3874538745387454,0.6952380952380952,0.0036900369003690036,0.3707518022657055,0.46771585993820797,0.4875565789473686,0.46478837638376386,0.19190140845070422,0.19240953221535745,0.1023454157782516,0.326226012793177,9.6021694214876,24.46666666666667,0.3170792698174544,,,,,,,1.0,,1.0,,,,3.0,1.0,15.0,3.0,1.0,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,46.0,19.0,53.0,6.0,0.45714285714285713,1.0,2.0,7.0,0.011764705882352941,0.007246376811594203,0.06944444444444445,,,,,,,,,,,,,,,,,,,True,
304,1610612762,John Stockton,John Stockton,304,UTA,143720.0,2395,563,4548,4550,1347,1562,558,9098,144,236,11.0,20.0,37,62,28.0,86.0,95.0,197,118.0,45.0,267,519,132.0,227.0,944,4560,20.0,48,87.0,72,149,52.0,118.0,322,224,310.0,8.0,117.0,34.0,638,75.0,713,42.0,351,89.0,198.0,1501,18.0,36,53.0,117,3.0,173,54,227,6.0,132,74.0,58.0,137.0,107.0,66.0,5.0,30.0,,203.0,9.0,48.0,65,194,5.0,14.0,278.0,53.0,52.0,20.0,6.0,4.0,21.0,13.0,1.0,322,1347,42.0,0.41947565543071164,0.42585551330798477,0.5144508670520231,0.4166666666666667,0.48322147651006714,0.5506912442396313,0.5258620689655172,0.5074626865671642,0.5856950067476383,0.5785714285714286,0.5678294573643411,0.20276497695852536,0.06551059730250482,0.08050847457627118,0.1511627906976744,18.080614203454893,0.6748768472906403,0.01875,0.07381703470031546,0.02214022140221402,0.11521739130434783,0.06,0.08312958435207823,0.028037383177570093,0.018726591760299626,0.037296037296037296,0.015082956259426848,0.058823529411764705,0.07611548556430446,0.057971014492753624,0.08321775312066575,0.08959537572254335,0.19298245614035087,0.02142857142857143,0.6190476190476191,0.36251920122887865,0.6101694915254238,0.663594470046083,0.4236111111111111,0.13210445468509985,0.32558139534883723,0.3835616438356164,0.2857142857142857,0.30261136712749614,0.48223350253807107,0.48717948717948717,0.45263157894736844,0.18125960061443933,0.3448275862068966,0.55,0.30845771144278605,0.5967741935483871,0.22388059701492538,0.565284178187404,0.4924360769230767,0.46748617021276595,0.4688425373134329,0.07692307692307693,0.09515260323159784,0.09216101694915255,0.3411016949152542,8.578998073217724,25.10681818181818,0.29617414248021107,10.0,14.0,,,4.0,7.0,51.0,16.0,61.0,7.0,10.0,20.0,144.0,51.0,33.0,7.0,0.7868852459016393,0.4621212121212121,0.7,0.38461538461538464,0.46564885496183206,0.021505376344086023,0.7142857142857143,0.7142857142857143,1.0,0.4322033898305085,0.4396551724137931,0.7450980392156863,,,,0.03482587064676617,0.5714285714285714,0.35555555555555557,0.4358974358974359,26.0,42.0,15.0,10.0,0.09090909090909091,,84.0,,0.01015228426395939,,0.06329113924050633,7.0,10.0,39.0,1.0,2.0,1.0,1.0,0.015151515151515152,0.01694915254237288,0.1724137931034483,0.7,0.7142857142857143,,,,,,,True,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,36912.0,615,105,1142,1153,354,458,152,2295,48,84,15.0,34.0,19,31,7.0,29.0,,2,,,55,115,,46.0,156,1112,16.0,40,46.0,21,41,,20.0,62,76,34.0,24.0,,22.0,8,5.0,13,4.0,4,1.0,3.0,31,4.0,64,26.0,67,17.0,110,71,181,6.0,8,8.0,,9.0,2.0,13.0,1.0,7.0,,22.0,4.0,2.0,66,96,7.0,5.0,76.0,36.0,5.0,52.0,27.0,24.0,52.0,31.0,3.0,62,354,8.0,0.6909090909090909,0.8837209302325582,0.4782608695652174,0.4,0.5121951219512195,0.4782608695652174,0.4,0.5121951219512195,0.52,0.46938775510204084,0.5740740740740741,,0.19130434782608696,0.14285714285714285,0.3448275862068966,12.855007473841553,0.4090909090909091,0.3333333333333333,0.16666666666666666,0.14382022471910114,0.19696969696969696,0.05333333333333334,0.17415730337078653,0.13076923076923078,0.174496644295302,0.13432835820895522,0.12345679012345678,0.03389830508474576,0.04938271604938271,0.19834710743801653,0.195,0.21,0.15625,0.15789473684210525,0.5961538461538461,0.7304347826086957,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.25217391304347825,0.2413793103448276,0.3684210526315789,0.8571428571428571,0.017391304347826087,,,,,0.85,0.4411764705882353,0.7560975609756098,0.6129032258064516,,0.7304347826086957,0.5170669565217391,0.5381692307692307,0.5323219512195122,0.2482758620689655,0.2482758620689655,0.2948717948717949,0.3974358974358974,2.394782608695652,,0.30998248686514884,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,14.0,,6.0,1.0,0.13333333333333333,3.0,,5.0,,0.0625,0.125,,,,,,,,,,,,,1.0,,,,,,True,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,95356.0,1589,409,3058,3050,956,1105,383,6108,220,320,53.0,88.0,56,81,26.0,72.0,34.0,87,63.0,28.0,280,479,81.0,143.0,787,3048,57.0,101,155.0,75,117,34.0,49.0,238,392,168.0,82.0,62.0,54.0,74,11.0,85,8.0,41,9.0,24.0,181,17.0,103,54.0,192,29.0,275,125,400,12.0,62,48.0,14.0,53.0,36.0,29.0,3.0,17.0,5.0,82.0,5.0,21.0,58,131,12.0,7.0,191.0,90.0,16.0,50.0,18.0,12.0,54.0,41.0,,238,956,25.0,0.7,0.8200836820083682,0.5845511482254697,0.5643564356435643,0.6410256410256411,0.575,0.5491071428571429,0.6258278145695364,0.610077519379845,0.5916030534351145,0.6611111111111111,0.14464285714285716,0.1127348643006263,0.125,0.1388888888888889,20.671026442991185,0.6463414634146342,0.2457627118644068,0.1844380403458213,0.09537037037037037,0.15835777126099707,0.0821256038647343,0.17800289435600578,0.09324009324009325,0.1196808510638298,0.07806691449814127,0.08505747126436781,0.09554140127388536,0.1568627450980392,0.16333333333333333,0.21193415637860083,0.16141732283464566,0.14942528735632185,0.06217616580310881,0.7592592592592593,0.5714285714285714,0.6875,0.7857142857142857,0.7136363636363636,0.12857142857142856,0.3611111111111111,0.41935483870967744,0.5384615384615384,0.15535714285714286,0.39080459770114945,0.40963855421686746,0.7352941176470589,0.1125,0.7857142857142857,0.6022727272727273,0.5364238410596026,0.691358024691358,0.18543046357615894,0.7160714285714286,0.5280478494623656,0.5383546391752577,0.5250318791946308,0.14308426073131955,0.16423357664233576,0.19695044472681067,0.30241423125794153,4.739874739039666,25.153086419753087,0.31262262916939176,8.0,18.0,,,2.0,6.0,20.0,11.0,28.0,3.0,11.0,13.0,81.0,20.0,3.0,1.0,0.9642857142857143,0.345679012345679,0.2727272727272727,0.38235294117647056,0.35,0.03214285714285714,0.4444444444444444,0.47058823529411764,1.0,0.31746031746031744,0.31746031746031744,0.95,,,,0.039735099337748346,0.3333333333333333,0.39285714285714285,0.3225806451612903,32.0,8.0,21.0,20.0,0.1509433962264151,5.0,,3.0,0.04597701149425287,0.052083333333333336,0.04,3.0,11.0,3.0,1.0,1.0,4.0,3.0,0.012345679012345678,,0.09821428571428571,0.2727272727272727,1.0,1.0,1.0,0.05555555555555555,,,,True,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,92602.0,1543,371,2913,2909,1023,1140,354,5822,77,137,9.0,20.0,18,40,11.0,36.0,44.0,104,98.0,39.0,132,277,137.0,143.0,587,2976,14.0,34,51.0,32,81,55.0,81.0,193,202,62.0,12.0,98.0,26.0,85,16.0,101,8.0,44,11.0,30.0,218,8.0,47,27.0,107,8.0,142,57,199,9.0,67,41.0,26.0,42.0,29.0,29.0,5.0,13.0,1.0,71.0,3.0,23.0,67,151,5.0,12.0,183.0,58.0,37.0,7.0,2.0,4.0,8.0,4.0,2.0,193,1023,35.0,0.7651515151515151,0.8015873015873016,0.47653429602888087,0.4117647058823529,0.3950617283950617,0.5362318840579711,0.4777777777777778,0.4117647058823529,0.5846613545816733,0.51,0.5216216216216216,0.3309178743961353,0.09386281588447654,0.15328467153284672,0.1388888888888889,17.1222589366176,0.5915492957746479,0.07207207207207207,0.10657370517928287,0.046442687747035576,0.09574468085106383,0.038461538461538464,0.104199066874028,0.045081967213114756,0.04747774480712166,0.021897810218978103,0.06234413965087282,0.026490066225165563,0.06779661016949153,0.09717868338557993,0.133630289532294,0.10476190476190476,0.06944444444444445,0.046875,0.5,0.3309178743961353,0.5620437956204379,0.6637931034482759,0.6883116883116883,0.08695652173913043,0.3055555555555556,0.3548387096774194,0.9090909090909091,0.25120772946859904,0.4230769230769231,0.4230769230769231,0.8636363636363636,0.23671497584541062,0.4444444444444444,0.45,0.29411764705882354,0.45,0.2867647058823529,0.6618357487922706,0.508082729468599,0.5051026315789473,0.4936768382352941,0.12473118279569892,0.17682926829268292,0.0868824531516184,0.3287904599659284,8.497111913357402,24.555474452554748,0.35118434603501547,20.0,39.0,1.0,2.0,6.0,16.0,40.0,10.0,60.0,5.0,11.0,16.0,171.0,40.0,8.0,1.0,0.95,0.43795620437956206,0.45454545454545453,0.2909090909090909,0.43795620437956206,0.09420289855072464,0.5128205128205128,0.5128205128205128,0.95,0.40816326530612246,0.40816326530612246,0.95,0.044444444444444446,0.5,1.0,0.11764705882352941,0.375,0.2564102564102564,0.40816326530612246,8.0,6.0,7.0,1.0,0.1111111111111111,2.0,,,,0.01904761904761905,0.07017543859649122,4.0,9.0,9.0,,,1.0,1.0,,,0.2,0.4444444444444444,1.0,,,,,,,True,
330,1610612762,Danny Manning,Danny Manning,330,UTA,35870.0,598,172,1144,1157,452,605,165,2301,50,71,16.0,25.0,18,22,33.0,71.0,27.0,61,14.0,8.0,110,203,14.0,46.0,278,1128,21.0,42,50.0,35,62,8.0,27.0,103,158,62.0,20.0,14.0,11.0,27,8.0,35,6.0,16,5.0,6.0,78,9.0,27,9.0,43,9.0,61,37,98,6.0,17,5.0,12.0,19.0,15.0,19.0,2.0,4.0,3.0,38.0,3.0,9.0,35,108,4.0,10.0,68.0,29.0,7.0,14.0,5.0,9.0,15.0,9.0,,103,452,27.0,0.7181818181818181,0.79,0.541871921182266,0.5,0.5645161290322581,0.5345622119815668,0.4883720930232558,0.5428571428571428,0.562753036437247,0.5319148936170213,0.5786516853932584,0.06451612903225806,0.054187192118226604,0.07042253521126761,0.04225352112676056,21.300448430493272,0.5,0.15254237288135594,0.11375661375661375,0.06852791878172589,0.06766917293233082,0.0967741935483871,0.10176125244618395,0.07392197125256673,0.0851063829787234,0.09174311926605505,0.034722222222222224,0.10144927536231885,0.15476190476190477,0.112,0.09467455621301775,0.08411214953271028,,0.06521739130434782,0.6,0.3271889400921659,0.704225352112676,0.7575757575757576,0.76,0.3271889400921659,0.4647887323943662,0.4852941176470588,0.6363636363636364,0.28110599078341014,0.4426229508196721,0.46551724137931033,0.7407407407407407,0.06451612903225806,0.5813953488372093,0.64,0.3142857142857143,0.8181818181818182,0.11428571428571428,0.391705069124424,0.4578776497695852,0.47011212121212126,0.4582485714285714,0.125,0.1288888888888889,0.17985611510791366,0.37050359712230213,8.620689655172415,24.892857142857142,0.3951048951048951,,,,,,,4.0,2.0,4.0,,1.0,2.0,12.0,4.0,2.0,,1.0,0.2857142857142857,,0.25,0.2857142857142857,,,,,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.25,0.2857142857142857,8.0,4.0,7.0,,0.375,1.0,,,0.04918032786885246,0.02564102564102564,0.08333333333333333,,1.0,,,,1.0,1.0,,,0.023255813953488372,,,,,,1.0,0.06666666666666667,,True,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,68010.0,1134,270,2106,2111,233,262,242,4217,83,140,29.0,54.0,10,18,69.0,148.0,5.0,14,,,157,302,,9.0,323,2053,39.0,79,79.0,15,30,,2.0,32,210,104.0,58.0,,15.0,18,5.0,23,4.0,11,1.0,6.0,51,10.0,87,34.0,114,12.0,160,100,260,10.0,20,16.0,4.0,24.0,14.0,30.0,3.0,10.0,3.0,54.0,11.0,4.0,56,162,14.0,11.0,45.0,18.0,5.0,54.0,29.0,24.0,54.0,38.0,6.0,32,233,9.0,0.6687898089171974,0.8203125,0.5198675496688742,0.4936708860759494,0.5,0.5198675496688742,0.4936708860759494,0.5,0.4969230769230769,0.4759036144578313,0.47058823529411764,,0.04966887417218543,0.07142857142857142,0.033783783783783786,15.796071876305893,0.4444444444444444,0.2608695652173913,0.1366906474820144,0.10635696821515893,0.1837837837837838,0.10752688172043011,0.1452404317958783,0.10647639956092206,0.12244897959183673,0.10232558139534884,0.09776536312849161,0.0625,0.11848341232227488,0.1686746987951807,0.12566844919786097,0.18796992481203006,0.17307692307692307,0.07692307692307693,0.7037037037037037,0.46357615894039733,0.5928571428571429,0.6384615384615384,0.6385542168674698,0.4900662251655629,0.46621621621621623,0.4825174825174825,0.7101449275362319,0.046357615894039736,0.35714285714285715,0.35714285714285715,0.6,,0.6835443037974683,0.5370370370370371,0.6,0.5555555555555556,,0.46357615894039733,0.4775715231788079,0.5175430555555555,0.5099166666666667,0.05625,0.05625,0.24458204334365324,0.09907120743034056,4.898344370860927,,0.11063627730294397,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,5.0,,1.0,0.06896551724137931,3.0,,5.0,,0.05454545454545454,0.20689655172413793,,,,,,,,,,,,,1.0,,,,,,True,
