EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChancePointsPct,Arc3Assists,FTDefRebounds,BadPassTurnovers,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,DefFTReboundPct,AtRimPctAssisted,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,Loose Ball Fouls,ShortMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,PenaltyCorner3FGM,SelfOReb,Technical Free Throw Trips,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3Accuracy,PtsPutbacks,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,4508.0,75,-9,147,142,74.0,71.0,19,289,2.0,5.0,2.0,1.0,3.0,3.0,6.0,5.0,14.0,1.0,2.0,1.0,10.0,25,3.0,5.0,25.0,150,3.0,3.0,11.0,1.0,2.0,8.0,8.0,12.0,2.0,1.0,8.0,1.0,9.0,1.0,3.0,5.0,19.0,1.0,1.0,1.0,4.0,5.0,2.0,7,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,74.0,0.4,0.4,0.4,0.2727272727272727,0.35714285714285715,0.25,0.4032258064516129,0.3076923076923077,0.10714285714285714,0.04,0.2,20.23121387283237,0.25,0.0784313725490196,0.015625,0.0625,0.08333333333333333,0.07462686567164178,0.02631578947368421,0.07142857142857142,0.125,0.06666666666666667,0.06666666666666667,0.09523809523809523,0.07142857142857142,1.0,0.17857142857142858,0.4,0.5,0.21428571428571427,0.5,0.5,0.3333333333333333,0.5,0.35714285714285715,0.35714285714285715,0.6,0.03571428571428571,0.07142857142857142,0.6666666666666666,0.25,0.3333333333333333,0.08333333333333333,0.2857142857142857,0.44245892857142854,0.44705,0.47125416666666675,0.06666666666666667,0.07407407407407407,0.32,12.544,25.5,0.5034013605442177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,1381.0,23,3,48,45,24.0,41.0,6,93,1.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,,,,3.0,9,,6.0,12.0,43,3.0,2.0,6.0,,3.0,7.0,2.0,4.0,,1.0,,,,,,,,1.0,4.0,1.0,1.0,2.0,5.0,7,1.0,1.0,,,,,,,,,,4.0,4.0,,9.0,5.0,,,,,,7.0,24.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.4375,,0.1111111111111111,0.25,24.56140350877193,,0.07692307692307693,0.19047619047619047,0.16666666666666666,0.25,0.10526315789473684,0.2,0.3333333333333333,0.5,0.5,,,0.16666666666666666,,0.4444444444444444,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.25,,0.4444444444444444,0.4194555555555555,0.4811,0.45339999999999997,0.35714285714285715,0.35714285714285715,0.5833333333333334,7.533333333333335,,0.5,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.375,0.14285714285714285,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1600,1610612761,Kornel David,Kornel David,1600,TOR,1768.0,29,-20,60,58,30.0,41.0,7,118,5.0,8.0,,4.0,5.0,1.0,1.0,,2.0,,,,6.0,11,,4.0,16.0,72,,4.0,5.0,,2.0,10.0,8.0,4.0,,2.0,,1.0,1.0,,,,3.0,,2.0,2.0,3.0,6.0,2.0,8,,,,1.0,,1.0,,,2.0,,1.0,4.0,4.0,,5.0,3.0,,,,,,10.0,30.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.8,0.5454545454545454,0.8,0.6153846153846154,0.8333333333333334,,0.18181818181818182,0.125,21.42857142857143,0.5,0.25,0.07407407407407407,0.2857142857142857,,0.2631578947368421,0.06060606060606061,,,0.3333333333333333,0.25,0.2,0.2857142857142857,,0.7272727272727273,0.625,0.7142857142857143,0.09090909090909091,1.0,1.0,,0.18181818181818182,,,,,,,1.0,0.8,,0.7272727272727273,0.5436818181818182,,0.67404,0.23076923076923078,0.23076923076923078,0.625,3.8636363636363638,,0.5,,2.0,2.0,,,1.0,0.125,0.06666666666666667,0.125,1.0,1.0,1.0,1.0,0.5,0.25,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,1670.0,28,-8,52,53,24.0,25.0,8,105,,1.0,,,,,,2.0,6.0,,3.0,,2.0,7,3.0,1.0,14.0,55,1.0,1.0,3.0,,,2.0,2.0,2.0,3.0,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1.0,3,,,,1.0,,1.0,,,2.0,,1.0,4.0,5.0,,2.0,1.0,,,,,,2.0,24.0,0.5,0.5,0.2857142857142857,0.3333333333333333,0.65,0.3333333333333333,0.6363636363636364,0.3333333333333333,0.3,,,21.666666666666668,0.5,0.043478260869565216,0.041666666666666664,0.16666666666666666,,0.06896551724137931,0.038461538461538464,0.2,,0.14285714285714285,,,0.16666666666666666,,0.1,,,,,,,0.6,0.3333333333333333,0.3333333333333333,0.5,,0.3,,,,,0.4,0.451475,0.3776,0.38609999999999994,0.09090909090909091,0.125,0.14285714285714285,14.528571428571428,25.266666666666666,0.46153846153846156,,,,,,,,,,,,1.0,,,,,3.0,3.0,3.0,6.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
895,1610612761,Tyrone Corbin,Tyrone Corbin,895,TOR,7018.0,117,-33,229,224,112.0,98.0,33,453,3.0,9.0,1.0,3.0,7.0,,4.0,6.0,20.0,,5.0,5.0,9.0,33,5.0,2.0,20.0,256,5.0,7.0,19.0,5.0,2.0,16.0,16.0,2.0,5.0,6.0,3.0,1.0,4.0,1.0,1.0,1.0,9.0,,3.0,1.0,9.0,10.0,3.0,13,2.0,1.0,1.0,3.0,,,2.0,,3.0,,1.0,7.0,18.0,,4.0,2.0,,,,,,16.0,112.0,0.8888888888888888,0.8888888888888888,0.2727272727272727,0.3684210526315789,0.23684210526315788,0.2916666666666667,0.25,0.32,0.13157894736842105,0.18181818181818182,0.3333333333333333,15.693430656934305,1.0,0.12162162162162163,0.03,0.045454545454545456,,0.10416666666666667,0.024390243902439025,,,0.13043478260869565,0.18181818181818182,0.06896551724137931,0.05555555555555555,,0.23684210526315788,0.3333333333333333,0.5,0.10526315789473684,,,,0.5263157894736842,0.3,0.3,1.0,,0.13157894736842105,0.14285714285714285,0.2916666666666667,0.42857142857142855,0.20833333333333334,0.3684210526315789,0.43921052631578944,0.41256666666666675,0.4499625,0.05,0.05714285714285714,0.8,12.872727272727271,25.8,0.4890829694323144,1.0,,2.0,0.2,0.14285714285714285,0.14285714285714285,,0.06382978723404255,0.1,,,1.0,,,,0.6666666666666666,,,,,,3.0,,,,,,,,2.0,2.0,1.0,1.0,0.75,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,2979.0,50,-25,99,94,38.0,46.0,12,193,1.0,1.0,1.0,,,,,2.0,7.0,6.0,5.0,3.0,3.0,8,11.0,,12.0,111,1.0,,2.0,4.0,,3.0,6.0,,5.0,,7.0,,7.0,,2.0,3.0,14.0,,,1.0,,2.0,,2,1.0,,1.0,1.0,,1.0,,,2.0,,1.0,,3.0,1.0,1.0,,,2.0,1.0,2.0,1.0,3.0,38.0,1.0,1.0,0.375,,0.3157894736842105,0.25,0.3157894736842105,0.25,0.5789473684210527,,,17.796610169491526,0.5,,,0.1,,0.024390243902439025,,,,,,,0.125,0.5,0.05263157894736842,1.0,1.0,,,,,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.3157894736842105,0.2631578947368421,0.25,,,0.5,0.631578947368421,0.5068552631578946,0.5310166666666666,0.5347916666666667,0.05263157894736842,,0.25,16.925,23.99090909090909,0.3838383838383838,1.0,,2.0,1.0,0.25,0.25,,,0.16666666666666666,,1.0,1.0,,,0.25,1.0,1.0,2.0,6.0,,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182,0.2,0.2,1.0,0.2,1.0,3.0,2.0,,,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
722,1610612761,Corliss Williamson,Corliss Williamson,722,TOR,658.0,11,-5,23,21,7.0,19.0,2,44,2.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,4.0,5,,2.0,10.0,21,,1.0,2.0,,,2.0,4.0,4.0,,,,,,,,,,,,,1.0,2.0,,2,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,2.0,7.0,0.5,0.5,0.8,0.5,0.8,0.5,0.8333333333333334,0.5,,,,24.0,,0.16666666666666666,,,,0.1111111111111111,,,,,,0.25,,,0.6,0.6666666666666666,0.6666666666666666,0.2,1.0,1.0,,0.2,1.0,1.0,1.0,,,,0.5,,,0.6,0.5066200000000001,,0.4929,0.16666666666666666,0.16666666666666666,0.2,6.1,,0.30434782608695654,,,,,,,,,,,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,2389.0,40,-6,75,77,52.0,28.0,11,152,3.0,5.0,,3.0,4.0,2.0,3.0,1.0,2.0,,,,6.0,10,,9.0,21.0,82,,6.0,9.0,,8.0,20.0,6.0,6.0,,1.0,1.0,,1.0,,1.0,,2.0,1.0,,2.0,4.0,7.0,3.0,10,,,,1.0,,,1.0,,1.0,,1.0,2.0,2.0,,12.0,4.0,2.0,1.0,,1.0,1.0,20.0,52.0,0.5,0.5,0.6,0.6666666666666666,0.6,0.6666666666666666,0.65625,0.7142857142857143,,0.1,0.2,19.318181818181817,1.0,0.13333333333333333,,0.2857142857142857,0.1,0.16216216216216217,0.02631578947368421,,0.14285714285714285,,,0.36363636363636365,,1.0,0.5,0.6,0.75,0.3,0.6666666666666666,0.6666666666666666,,0.2,0.5,0.5,1.0,,,,0.4444444444444444,0.75,,0.5,0.45987999999999996,,0.44471111111111106,0.2857142857142857,0.2857142857142857,0.9523809523809523,5.08,,0.6933333333333334,,1.0,1.0,,,0.5,,,0.047619047619047616,,1.0,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
788,1610612761,Kevin Willis,Kevin Willis,788,TOR,3623.0,60,-20,116,113,47.0,19.0,16,229,3.0,8.0,3.0,1.0,5.0,2.0,9.0,1.0,3.0,,,,6.0,20,,7.0,19.0,126,4.0,2.0,11.0,,4.0,8.0,6.0,6.0,,3.0,3.0,,3.0,,1.0,2.0,6.0,,6.0,5.0,4.0,11.0,6.0,17,4.0,2.0,2.0,2.0,,3.0,1.0,,5.0,2.0,1.0,1.0,4.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,47.0,0.5,0.5,0.3,0.18181818181818182,0.3,0.18181818181818182,0.41304347826086957,0.3076923076923077,,0.15,0.25,20.74074074074074,0.4,0.08695652173913043,0.10909090909090909,0.625,,0.16666666666666666,0.09836065573770492,,,0.06666666666666667,0.15384615384615385,0.05555555555555555,0.7142857142857143,1.0,0.4,0.375,0.5,0.45,0.2222222222222222,0.25,,0.15,0.3333333333333333,0.3333333333333333,1.0,,,0.75,0.45454545454545453,0.2,,0.4,0.4837300000000001,0.54515,0.49830909090909087,0.13636363636363635,0.13636363636363635,0.42105263157894735,6.109999999999999,,0.4051724137931034,2.0,4.0,8.0,0.5,0.5,0.6666666666666666,,0.21428571428571427,0.42105263157894735,,2.0,1.0,1.0,,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,0.1111111111111111,,2.0,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2123,1610612761,Garth Joseph,Garth Joseph,2123,TOR,191.0,3,-4,6,5,,,1,11,,,,,,1.0,1.0,,,,,,1.0,1,,,2.0,8,,,,,,,,2.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,,,1.0,1,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,28.57142857142857,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3406,,,,,,5.6,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
