EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Travels,SecondChanceTurnovers,PenaltyFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,OffensiveGoaltends,DefensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips
147,1610612754,Jalen Rose,Jalen Rose,147,IND,29331.0,489,2.0,905,909,178.0,250,115,1814,14.0,32.0,2.0,4.0,10.0,28.0,64.0,40.0,91.0,3.0,7.0,5.0,14.0,2.0,5.0,2.0,82.0,187.0,8.0,21.0,26.0,214.0,916,7.0,15.0,2.0,5.0,1.0,21.0,19.0,42.0,2.0,12.0,50.0,92.0,72.0,21.0,3.0,2.0,14.0,5.0,13.0,81.0,19.0,100.0,11.0,8.0,24.0,25.0,32.0,219.0,1.0,6.0,1.0,12.0,43.0,3.0,58.0,8.0,66.0,3.0,13.0,8.0,5.0,21.0,10.0,12.0,18.0,9.0,39.0,8.0,17.0,37.0,2.0,8.0,35.0,2.0,1.0,11.0,7.0,7.0,4.0,3.0,7.0,4.0,50.0,178.0,4.0,0.5609756097560976,0.5679012345679012,0.875,0.38095238095238093,0.4,0.38095238095238093,0.4385026737967914,0.4666666666666667,0.4523809523809524,0.4519230769230769,0.5,0.4318181818181818,0.47544642857142855,0.5,0.4807692307692308,0.10096153846153846,0.06951871657754011,0.1875,0.09375,0.01098901098901099,25.459825750242015,0.5384615384615384,0.125,0.043478260869565216,0.10669975186104218,0.017241379310344827,0.1643835616438356,0.015625,0.11554621848739496,0.01699029126213592,0.042735042735042736,0.006802721088435374,0.025,0.047619047619047616,0.10852713178294573,0.14201183431952663,0.1836734693877551,0.125,0.028846153846153848,0.5714285714285714,0.15384615384615385,0.4375,0.5384615384615384,0.2857142857142857,0.3076923076923077,0.4375,0.4827586206896552,0.42857142857142855,0.4375,0.43956043956043955,0.4444444444444444,0.75,0.03365384615384615,0.42857142857142855,0.42857142857142855,1.0,0.0673076923076923,0.35714285714285715,0.35714285714285715,0.8,0.1,0.25,0.4,1.0,0.22727272727272727,0.4,0.045454545454545456,0.2548076923076923,0.35714285714285715,0.42668894230769233,0.43704687500000006,0.40392272727272727,0.05069124423963134,0.05612244897959184,0.09813084112149532,0.2336448598130841,11.974331550802138,25.390476190476193,0.19668508287292819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,16291.0,272,-7.0,510,516,135.0,144,60,1026,16.0,30.0,7.0,4.0,7.0,7.0,18.0,14.0,32.0,5.0,14.0,10.0,19.0,2.0,3.0,6.0,37.0,80.0,15.0,33.0,25.0,144.0,517,3.0,13.0,2.0,4.0,2.0,14.0,9.0,20.0,10.0,7.0,34.0,44.0,30.0,45.0,,4.0,18.0,10.0,9.0,11.0,2.0,13.0,1.0,1.0,3.0,4.0,4.0,28.0,2.0,12.0,,3.0,32.0,2.0,37.0,14.0,51.0,3.0,7.0,4.0,3.0,13.0,2.0,9.0,10.0,4.0,23.0,4.0,12.0,29.0,1.0,7.0,28.0,2.0,,12.0,3.0,4.0,2.0,2.0,4.0,4.0,34.0,135.0,2.0,0.5945945945945946,0.6285714285714286,1.0,0.45454545454545453,0.5,0.46875,0.4625,0.23076923076923078,0.45,0.5265486725663717,0.35294117647058826,0.45,0.5714285714285714,0.3888888888888889,0.5151515151515151,0.2920353982300885,0.1125,0.23333333333333334,0.1111111111111111,,25.823223570190642,0.5652173913043478,0.14285714285714285,,0.15384615384615385,0.06417112299465241,0.08571428571428572,0.05,0.1440329218106996,0.06167400881057269,0.03278688524590164,0.060240963855421686,0.041666666666666664,0.1282051282051282,0.19402985074626866,0.13725490196078433,0.07692307692307693,0.1111111111111111,0.058823529411764705,1.0,0.26548672566371684,0.5333333333333333,0.6956521739130435,0.5625,0.1592920353982301,0.3888888888888889,0.4375,0.14285714285714285,0.2831858407079646,0.4375,0.4375,0.8571428571428571,0.12389380530973451,0.35714285714285715,0.35714285714285715,1.0,0.168141592920354,0.5263157894736842,0.5263157894736842,1.0,0.4117647058823529,0.17647058823529413,0.6666666666666666,1.0,0.23333333333333334,0.5714285714285714,0.2,0.5575221238938053,0.5555555555555556,0.4806383928571429,0.5342821428571429,0.4624583333333333,0.0975609756097561,0.13333333333333333,0.09722222222222222,0.2361111111111111,9.44375,25.045454545454547,0.2647058823529412,3.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0.3,0.11627906976744186,0.0625,0.42857142857142855,0.3333333333333333,0.058823529411764705,0.13333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,25052.0,418,28.0,783,793,179.0,225,104,1576,30.0,50.0,9.0,5.0,10.0,19.0,42.0,17.0,41.0,,,1.0,2.0,,1.0,,66.0,133.0,1.0,2.0,27.0,162.0,762,6.0,14.0,,1.0,6.0,18.0,10.0,26.0,,11.0,31.0,100.0,32.0,,3.0,8.0,2.0,1.0,12.0,22.0,4.0,26.0,3.0,1.0,7.0,6.0,9.0,56.0,2.0,14.0,,5.0,46.0,2.0,53.0,16.0,69.0,4.0,11.0,5.0,6.0,11.0,,8.0,19.0,3.0,30.0,6.0,10.0,44.0,8.0,11.0,45.0,5.0,,23.0,2.0,3.0,1.0,1.0,3.0,2.0,31.0,179.0,6.0,0.7575757575757576,0.8064516129032258,,0.5,,0.5,0.49624060150375937,0.42857142857142855,0.38461538461538464,0.5,0.4,0.38461538461538464,0.5225806451612903,0.45,0.44285714285714284,0.014814814814814815,0.09022556390977443,0.18,0.047619047619047616,0.024390243902439025,20.509977827051,0.36666666666666664,0.08695652173913043,,0.1270718232044199,0.045307443365695796,0.09090909090909091,0.0392156862745098,0.1223021582733813,0.044444444444444446,0.058823529411764705,0.016,0.05555555555555555,0.11494252873563218,0.15079365079365079,0.11409395973154363,0.10256410256410256,0.0625,0.07142857142857142,0.6666666666666666,0.37037037037037035,0.6,0.7317073170731707,0.8,0.3111111111111111,0.4523809523809524,0.475,0.6842105263157895,0.3037037037037037,0.4146341463414634,0.425,0.7647058823529411,,,,,0.014814814814814815,0.5,0.5,,0.6,0.06666666666666667,,,0.38461538461538464,0.5,,0.3851851851851852,0.5,0.45407592592592594,0.5008821428571429,0.44503846153846155,0.1503267973856209,0.152317880794702,0.1111111111111111,0.19135802469135801,8.723308270676693,25.049999999999997,0.22860791826309068,4.0,,,,,,,1.0,2.0,,0.07317073170731707,,0.4444444444444444,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,True,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,9112.0,152,-15.0,296,297,115.0,118,37,593,4.0,8.0,1.0,2.0,3.0,3.0,12.0,5.0,18.0,,2.0,2.0,7.0,,,4.0,12.0,38.0,2.0,9.0,9.0,39.0,255,4.0,4.0,,,3.0,11.0,6.0,18.0,6.0,7.0,22.0,14.0,10.0,6.0,,4.0,7.0,2.0,5.0,9.0,,9.0,,,5.0,1.0,3.0,18.0,,6.0,,6.0,11.0,2.0,19.0,6.0,25.0,1.0,,,,4.0,1.0,2.0,6.0,2.0,10.0,2.0,11.0,20.0,,3.0,15.0,1.0,,4.0,4.0,6.0,3.0,3.0,6.0,4.0,22.0,115.0,3.0,0.5833333333333334,0.7,1.0,0.2222222222222222,,0.2222222222222222,0.3157894736842105,1.0,0.3333333333333333,0.3191489361702128,1.0,0.3125,0.3611111111111111,1.1,0.3793103448275862,0.19148936170212766,0.13157894736842105,,0.25,0.1111111111111111,18.71345029239766,0.4,0.18181818181818182,,0.08333333333333333,0.046511627906976744,0.21428571428571427,,0.10625,0.041666666666666664,,0.07272727272727272,,0.08695652173913043,0.07692307692307693,0.08771929824561403,0.2,0.25,0.034482758620689655,0.6666666666666666,0.1702127659574468,0.5,0.5,0.5,0.2553191489361702,0.25,0.3333333333333333,0.6666666666666666,0.3829787234042553,0.2777777777777778,0.3125,0.6,0.0425531914893617,,,,0.14893617021276595,0.2857142857142857,0.2857142857142857,1.0,0.25,,,,0.125,0.6666666666666666,0.16666666666666666,0.3617021276595745,0.2857142857142857,0.43996702127659587,0.436775,0.43943333333333334,0.08,0.0975609756097561,0.28205128205128205,0.5641025641025641,11.471052631578948,25.288888888888888,0.3885135135135135,1.0,,,2.0,1.0,1.0,,1.0,,0.16666666666666666,0.08333333333333333,,1.0,1.0,,0.08333333333333333,,0.25,,,,1.0,,,,,,,,,,,,,True,,,
440,1610612754,Zan Tabak,Zan Tabak,440,IND,46468.0,774,8.0,1445,1454,383.0,455,186,2899,49.0,75.0,35.0,9.0,13.0,37.0,67.0,12.0,44.0,,,,,,,,98.0,186.0,,,20.0,216.0,1437,31.0,46.0,,,6.0,68.0,17.0,34.0,,12.0,46.0,124.0,72.0,,,44.0,,,11.0,28.0,5.0,33.0,4.0,1.0,15.0,3.0,10.0,71.0,7.0,57.0,1.0,20.0,111.0,17.0,148.0,65.0,213.0,5.0,10.0,8.0,2.0,19.0,6.0,10.0,38.0,9.0,57.0,20.0,51.0,125.0,18.0,21.0,47.0,3.0,,15.0,10.0,30.0,13.0,17.0,30.0,13.0,46.0,383.0,12.0,0.6326530612244898,0.8157894736842105,,,,,0.5268817204301075,0.6739130434782609,0.5,0.5268817204301075,0.6739130434782609,0.5,0.5192307692307693,0.6538461538461539,0.5111111111111111,,0.05913978494623656,0.08,0.07462686567164178,,16.041162227602907,0.3333333333333333,0.3953488372093023,0.023255813953488372,0.1776,0.10270270270270271,0.16666666666666666,0.07,0.17583892617449665,0.09770992366412214,0.11827956989247312,0.06808510638297872,0.030303030303030304,0.15172413793103448,0.20772946859903382,0.1684981684981685,0.1744186046511628,0.14705882352941177,0.06493506493506493,0.43333333333333335,0.4032258064516129,0.6533333333333333,0.7101449275362319,0.5102040816326531,0.3602150537634409,0.5522388059701493,0.5967741935483871,0.7027027027027027,0.23655913978494625,0.2727272727272727,0.2727272727272727,0.9166666666666666,,,,,,,,,0.7608695652173914,,,,0.38235294117647056,0.6923076923076923,,0.4032258064516129,,0.44811559139784957,0.4968238095238094,0.4408058823529412,0.07575757575757576,0.07575757575757576,0.3148148148148148,0.21296296296296297,7.287634408602149,,0.26505190311418686,24.0,,,,,,,4.0,7.0,,0.1417910447761194,0.14705882352941177,0.6857142857142857,0.041666666666666664,,,,,2.0,,3.0,1.0,2.0,,,,,,,,,,,,True,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,34832.0,581,-14.0,1074,1082,275.0,334,129,2156,24.0,29.0,6.0,3.0,6.0,7.0,16.0,33.0,73.0,15.0,29.0,24.0,54.0,5.0,6.0,15.0,64.0,118.0,39.0,83.0,56.0,301.0,1125,5.0,11.0,7.0,10.0,5.0,36.0,10.0,22.0,23.0,31.0,81.0,106.0,22.0,105.0,12.0,4.0,53.0,24.0,3.0,46.0,7.0,53.0,5.0,2.0,16.0,19.0,11.0,113.0,,8.0,,9.0,30.0,,39.0,8.0,47.0,2.0,20.0,14.0,6.0,12.0,5.0,6.0,14.0,6.0,26.0,6.0,11.0,26.0,1.0,7.0,64.0,2.0,9.0,13.0,14.0,4.0,1.0,1.0,4.0,3.0,81.0,275.0,5.0,0.828125,0.8548387096774194,0.8974358974358975,0.46987951807228917,0.7,0.47560975609756095,0.5423728813559322,0.45454545454545453,0.45454545454545453,0.6094527363184079,0.7380952380952381,0.5555555555555556,0.6431718061674009,0.7391304347826086,0.6311475409836066,0.4129353233830846,0.025423728813559324,0.034482758620689655,0.0625,0.0136986301369863,20.826446280991735,0.46153846153846156,,,0.06521739130434782,0.02040816326530612,0.10112359550561797,,0.07103825136612021,0.01702127659574468,0.008130081300813009,0.023391812865497075,,0.056910569105691054,0.0410958904109589,0.08900523560209424,0.12121212121212122,0.043478260869565216,0.021739130434782608,0.75,0.14427860696517414,0.8275862068965517,0.8571428571428571,0.8333333333333334,0.07960199004975124,0.4375,0.4666666666666667,0.5714285714285714,0.36318407960199006,0.4520547945205479,0.4583333333333333,0.8787878787878788,0.14427860696517414,0.5172413793103449,0.5172413793103449,0.9333333333333333,0.26865671641791045,0.4444444444444444,0.4528301886792453,0.875,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.8,0.13333333333333333,0.5,0.3333333333333333,0.5572139303482587,0.4528301886792453,0.495861055276382,0.4863805555555556,0.4729523255813953,0.06572769953051644,0.10077519379844961,0.11960132890365449,0.2691029900332226,13.014406779661018,25.34819277108434,0.25605214152700184,3.0,4.0,4.0,8.0,6.0,10.0,1.0,1.0,2.0,0.43478260869565216,0.030612244897959183,,0.5,0.6666666666666666,0.19047619047619047,0.17777777777777778,0.5,0.4,,2.0,,,,2.0,1.0,1.0,1.0,0.012048192771084338,0.018518518518518517,0.5,1.0,0.011904761904761904,,,True,,,
696,1610612754,Travis Best,Travis Best,696,IND,25466.0,424,14.0,786,792,256.0,289,111,1578,15.0,32.0,1.0,5.0,9.0,9.0,28.0,28.0,55.0,,2.0,7.0,20.0,,,7.0,52.0,115.0,7.0,22.0,29.0,154.0,804,6.0,10.0,,1.0,2.0,14.0,12.0,31.0,9.0,17.0,53.0,26.0,78.0,9.0,12.0,2.0,17.0,7.0,8.0,65.0,20.0,85.0,14.0,6.0,22.0,10.0,33.0,190.0,1.0,7.0,,6.0,34.0,,40.0,8.0,48.0,1.0,19.0,11.0,8.0,18.0,3.0,13.0,6.0,5.0,24.0,7.0,11.0,32.0,3.0,2.0,35.0,1.0,,14.0,4.0,2.0,,1.0,3.0,3.0,53.0,256.0,8.0,0.25,0.2549019607843137,0.42857142857142855,0.3181818181818182,,0.3684210526315789,0.45217391304347826,0.6,0.3870967741935484,0.4562043795620438,0.5454545454545454,0.45,0.5,0.5833333333333334,0.53,0.16058394160583941,0.06956521739130435,0.1875,0.07142857142857142,,19.58195819581958,0.75,,,0.1059190031152648,0.023026315789473683,0.08450704225352113,0.018518518518518517,0.10204081632653061,0.0223463687150838,,0.047244094488188976,0.02857142857142857,0.029850746268656716,0.12037037037037036,0.13013698630136986,0.09615384615384616,0.05263157894736842,0.014925373134328358,1.0,0.23357664233576642,0.46875,0.5769230769230769,0.13333333333333333,0.20437956204379562,0.32142857142857145,0.34615384615384615,0.2222222222222222,0.40145985401459855,0.509090909090909,0.509090909090909,0.32142857142857145,0.014598540145985401,,,,0.145985401459854,0.35,0.35,0.42857142857142855,0.09090909090909091,,,,0.225,0.5555555555555556,0.175,0.39416058394160586,0.4117647058823529,0.4575951492537313,0.4369045454545455,0.44202837837837844,0.09333333333333334,0.109375,0.09090909090909091,0.34415584415584416,11.277391304347827,28.009090909090904,0.3256997455470738,1.0,1.0,,2.0,4.0,4.0,3.0,,2.0,0.4444444444444444,0.01282051282051282,,1.0,,0.09090909090909091,0.05,,0.5714285714285714,,1.0,,,,,,,,,,,,,1.0,1.0,True,,,
721,1610612754,Tyus Edney,Tyus Edney,721,IND,3124.0,52,,110,108,46.0,55,14,218,7.0,9.0,,1.0,1.0,1.0,4.0,2.0,8.0,,,,,,,,10.0,21.0,,,9.0,29.0,94,1.0,2.0,,,1.0,3.0,2.0,6.0,,4.0,8.0,14.0,6.0,,,,,,2.0,16.0,,16.0,,,6.0,4.0,6.0,32.0,,1.0,,1.0,4.0,,5.0,1.0,6.0,,4.0,3.0,1.0,3.0,,2.0,2.0,1.0,5.0,1.0,1.0,2.0,,,10.0,,,5.0,,,,,,,8.0,46.0,,0.7,0.7,,,,,0.47619047619047616,0.5,0.3333333333333333,0.47619047619047616,0.5,0.3333333333333333,0.5576923076923077,0.5,0.5,,0.09523809523809523,0.1111111111111111,0.25,,24.8,0.6,,,0.10526315789473684,0.02127659574468085,0.1111111111111111,,0.10638297872340426,0.0196078431372549,0.05555555555555555,,,0.125,,0.13636363636363635,0.14285714285714285,,,,0.42857142857142855,0.7777777777777778,0.875,0.7142857142857143,0.19047619047619047,0.25,0.3333333333333333,1.0,0.38095238095238093,0.25,0.25,0.5,,,,,,,,,,,,,0.16666666666666666,1.0,,0.42857142857142855,,0.47459999999999997,0.41205,0.37766666666666665,0.19230769230769232,0.19230769230769232,0.10344827586206896,0.27586206896551724,8.91904761904762,,0.41818181818181815,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,21269.0,354,7.0,651,655,92.0,118,85,1306,21.0,43.0,10.0,3.0,8.0,16.0,53.0,8.0,17.0,,,,,,,,45.0,113.0,,,21.0,111.0,643,4.0,13.0,,,4.0,12.0,6.0,16.0,,3.0,15.0,54.0,36.0,,,6.0,,,16.0,15.0,3.0,18.0,2.0,1.0,5.0,1.0,9.0,39.0,6.0,20.0,,10.0,51.0,5.0,66.0,26.0,92.0,4.0,5.0,4.0,1.0,9.0,2.0,4.0,15.0,5.0,24.0,2.0,24.0,38.0,1.0,2.0,38.0,2.0,,16.0,4.0,30.0,15.0,15.0,30.0,18.0,15.0,92.0,1.0,0.6,0.6428571428571429,,,,,0.39823008849557523,0.3076923076923077,0.375,0.39823008849557523,0.3076923076923077,0.375,0.42366412213740456,0.375,0.375,,0.1415929203539823,0.16279069767441862,0.16981132075471697,,20.805369127516776,0.375,0.3125,,0.16558441558441558,0.07874015748031496,0.18181818181818182,0.13953488372093023,0.16804407713498623,0.08754208754208755,0.11904761904761904,0.049019607843137254,0.18181818181818182,0.18309859154929578,0.125,0.18796992481203006,0.18421052631578946,0.17647058823529413,0.07692307692307693,0.6,0.3805309734513274,0.4883720930232558,0.5833333333333334,0.5238095238095238,0.4690265486725664,0.3018867924528302,0.36363636363636365,0.6875,0.1504424778761062,0.47058823529411764,0.47058823529411764,0.625,,,,,,,,,0.7692307692307693,,,,0.5,0.375,,0.3805309734513274,,0.4416637168141593,0.5193923076923077,0.48765000000000003,0.12598425196850394,0.12598425196850394,0.10810810810810811,0.13513513513513514,6.882300884955753,,0.141321044546851,3.0,,,,,,,2.0,7.0,,0.07352941176470588,,0.3,,,,,,3.0,,2.0,,,,,,,,,,,,,,True,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,9237.0,154,2.0,292,290,131.0,143,46,582,11.0,16.0,5.0,4.0,5.0,,6.0,4.0,10.0,,,1.0,3.0,,,3.0,15.0,32.0,1.0,3.0,2.0,35.0,262,3.0,7.0,,,,6.0,7.0,11.0,3.0,,17.0,26.0,4.0,3.0,,2.0,3.0,1.0,1.0,6.0,,6.0,,,2.0,2.0,2.0,12.0,2.0,13.0,1.0,6.0,26.0,,32.0,16.0,48.0,,6.0,3.0,3.0,6.0,1.0,3.0,2.0,3.0,8.0,2.0,10.0,16.0,4.0,1.0,6.0,,,1.0,2.0,4.0,2.0,2.0,4.0,,17.0,131.0,4.0,0.8666666666666667,0.9285714285714286,1.0,0.3333333333333333,,0.3333333333333333,0.46875,0.42857142857142855,0.6363636363636364,0.4714285714285714,0.42857142857142855,0.6071428571428571,0.4605263157894737,0.42857142857142855,0.53125,0.08571428571428572,0.03125,0.0625,,,13.333333333333332,0.75,,0.07142857142857142,0.21666666666666667,0.1092436974789916,0.24,0.11764705882352941,0.2206896551724138,0.11029411764705882,0.07317073170731707,0.12280701754385964,0.1,0.14814814814814814,0.19444444444444445,0.2631578947368421,0.25,0.2,,,0.45714285714285713,0.6875,0.7333333333333333,0.8181818181818182,0.17142857142857143,,,,0.2857142857142857,0.4,0.4,1.0,,,,,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,,,,0.35714285714285715,0.8,0.21428571428571427,0.5428571428571428,0.3333333333333333,0.47081000000000006,0.48932857142857145,0.44236071428571433,0.027777777777777776,0.030303030303030304,0.17142857142857143,0.4857142857142857,7.2281249999999995,29.2,0.4486301369863014,2.0,,,,1.0,1.0,,,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.4,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,
