EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,DefensiveGoaltends,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on
1626170,1610612753,Jerian Grant,Jerian Grant,1626170,ORL,19057.0,318,-47.0,632,644,132,170,63,1276,4.0,7,3,9,4.0,11.0,2.0,6.0,10.0,31.0,4.0,4.0,8.0,11,27,12.0,37.0,8.0,66,716,1.0,4.0,2.0,5,4.0,8.0,16,8.0,14,36.0,31.0,10.0,1.0,35.0,24,59,20,4.0,10.0,7.0,18.0,142,3.0,1.0,16,17,1.0,34,4,38,2.0,11.0,8.0,3.0,10.0,3.0,9.0,9.0,1.0,1.0,1.0,19.0,1.0,4.0,12.0,31.0,2.0,3.0,2.0,18.0,2.0,2.0,11.0,1.0,6.0,3.0,1.0,2.0,3.0,2.0,16,132,0.36363636363636365,0.36363636363636365,1.0,0.32432432432432434,0.5,0.32432432432432434,0.4074074074074074,0.4,0.453125,0.6153846153846154,0.4782608695652174,0.6153846153846154,0.578125,0.037037037037037035,0.1111111111111111,12.429378531073446,0.5263157894736842,0.06666666666666667,0.10179640718562874,0.005,0.13333333333333333,0.02459016393442623,0.11498257839721254,0.012422360248447204,0.014492753623188406,0.030927835051546393,0.11475409836065574,0.0847457627118644,0.10638297872340426,0.07526881720430108,0.3333333333333333,0.05,0.6666666666666666,0.109375,0.5714285714285714,0.5714285714285714,0.5,0.140625,0.3333333333333333,0.375,0.3333333333333333,0.171875,0.36363636363636365,0.36363636363636365,0.25,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.484375,0.3225806451612903,0.3225806451612903,1.0,0.8,0.6153846153846154,0.5,0.6875,0.3225806451612903,0.5132171875000001,0.540675,0.4889807692307692,0.08695652173913043,0.1875,0.24242424242424243,10.003703703703705,25.302702702702703,0.2088607594936709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,119771.0,1996,8.0,4037,4073,741,656,438,8110,127.0,206,25,64,24.0,75.0,36.0,104.0,50.0,162.0,5.0,5.0,22.0,176,345,86.0,266.0,110.0,720,4463,80.0,8.0,33.0,62,9.0,37.0,130,230.0,122,255.0,161.0,50.0,27.0,57.0,23,80,18,5.0,28.0,15.0,14.0,183,33.0,63.0,141,157,14.0,312,99,411,8.0,59.0,38.0,21.0,42.0,8.0,29.0,33.0,6.0,13.0,2.0,75.0,5.0,12.0,85.0,143.0,3.0,2.0,7.0,132.0,7.0,7.0,135.0,12.0,61.0,95.0,72.0,19.0,98.0,59.0,128,732,0.6534090909090909,0.7876712328767124,0.9883720930232558,0.3233082706766917,0.24324324324324326,0.32452830188679244,0.5101449275362319,0.532258064516129,0.49918166939443537,0.4696969696969697,0.5357142857142857,0.5416666666666666,0.4353518821603928,0.0782608695652174,0.09375,16.367221735319895,0.56,0.1917808219178082,0.13418803418803418,0.05311973018549747,0.18123393316195371,0.0410958904109589,0.15297741273100615,0.048265460030165915,0.04245283018867924,0.038461538461538464,0.10465116279069768,0.11688311688311688,0.20863309352517986,0.18003273322422259,0.18562874251497005,0.025078369905956112,0.6020408163265306,0.337152209492635,0.616504854368932,0.6827956989247311,0.6220472440944882,0.10474631751227496,0.390625,0.43103448275862066,0.72,0.12274959083469722,0.32,0.32432432432432434,0.75,0.1702127659574468,0.34615384615384615,0.34615384615384615,1.0,0.265139116202946,0.30864197530864196,0.3105590062111801,0.98,0.056818181818181816,0.2222222222222222,0.22727272727272727,0.7725040916530278,0.3105590062111801,0.5335781967213113,0.5333149253731343,0.5122702020202022,0.09379727685325265,0.1548223350253807,0.18055555555555555,6.752463768115943,24.98157894736842,0.18355214268020809,34.0,66.0,22.0,36.0,3.0,4.0,15.0,2.0,37.0,2.0,24.0,104.0,37.0,3.0,60.0,1.0,1.0,3.0,3.0,18.0,1.0,11.0,3.0,3.0,4.0,1.0,1.0,3.0,9.0,10.0,0.25,0.4625,0.45454545454545453,0.5048543689320388,0.0037593984962406013,0.0970873786407767,0.013333333333333334,0.006172839506172839,0.04285714285714286,0.07263922518159806,0.04297994269340974,0.05027932960893855,0.75,0.5151515151515151,0.11764705882352941,0.03409090909090909,0.4,1.0,0.36363636363636365,0.6111111111111112,0.15151515151515152,0.26666666666666666,0.003745318352059925,0.14444444444444443,,,,,,,,,,True
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,26157.0,436,35.0,887,908,261,170,97,1795,18.0,35,1,10,2.0,13.0,2.0,12.0,4.0,14.0,1.0,2.0,4.0,21,58,6.0,26.0,30.0,90,940,9.0,2.0,6.0,14,2.0,8.0,28,20.0,22,18.0,14.0,4.0,7.0,18.0,13,31,12,1.0,9.0,3.0,6.0,75,8.0,6.0,30,29,2.0,61,14,75,1.0,9.0,6.0,3.0,6.0,3.0,3.0,6.0,,3.0,1.0,12.0,1.0,5.0,27.0,48.0,2.0,2.0,,25.0,,1.0,34.0,2.0,16.0,9.0,4.0,4.0,9.0,5.0,28,260,0.47619047619047616,0.625,1.0,0.23076923076923078,0.25,0.23076923076923078,0.3620689655172414,0.42857142857142855,0.35714285714285715,0.4090909090909091,0.45,0.5185185185185185,0.30952380952380953,0.1206896551724138,,11.177644710578843,0.5,0.09090909090909091,0.10247349823321555,0.021739130434782608,0.16304347826086957,0.04371584699453552,0.12633832976445397,0.030501089324618737,,0.040268456375838924,0.10377358490566038,0.09322033898305085,0.11864406779661017,0.15384615384615385,0.1951219512195122,0.02040816326530612,0.5555555555555556,0.4166666666666667,0.5142857142857142,0.6428571428571429,0.4444444444444444,0.11904761904761904,0.1,0.1,1.0,0.15476190476190477,0.15384615384615385,0.15384615384615385,0.5,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.3076923076923077,1.0,0.09090909090909091,0.18181818181818182,0.5,0.7261904761904762,0.2857142857142857,0.5213029761904763,0.536825,0.5220886363636364,0.16326530612244897,0.2222222222222222,0.3111111111111111,6.598275862068967,24.711538461538456,0.294250281848929,5.0,7.0,5.0,11.0,1.0,,4.0,,6.0,,7.0,19.0,10.0,,10.0,,1.0,,,1.0,,2.0,,,1.0,,,,1.0,1.0,,0.6666666666666666,0.5454545454545454,0.6333333333333333,0.038461538461538464,0.2,,0.07142857142857142,,0.06451612903225806,,0.058823529411764705,0.6363636363636364,0.7142857142857143,,0.09090909090909091,,,0.5,0.45454545454545453,0.18181818181818182,,,0.2111111111111111,1.0,,,,,,,,,True
1628964,1610612753,Mo Bamba,Mo Bamba,1628964,ORL,12958.0,216,-95.0,426,433,76,76,44,859,14.0,21,3,13,3.0,12.0,5.0,9.0,4.0,16.0,,,2.0,20,46,9.0,25.0,9.0,76,500,10.0,,3.0,9,,3.0,8,26.0,14,24.0,16.0,4.0,4.0,9.0,5,14,5,,4.0,4.0,1.0,33,2.0,17.0,18,19,6.0,43,19,62,1.0,6.0,3.0,3.0,4.0,2.0,3.0,4.0,,1.0,,8.0,1.0,3.0,24.0,31.0,,2.0,2.0,19.0,1.0,,12.0,2.0,6.0,16.0,11.0,5.0,16.0,9.0,8,76,0.65,0.9285714285714286,0.8888888888888888,0.36,,0.36,0.43478260869565216,0.3333333333333333,0.47183098591549294,0.25,0.5,0.3076923076923077,0.352112676056338,0.08695652173913043,0.15384615384615385,17.72151898734177,0.5,0.5454545454545454,0.17757009345794392,0.11805555555555555,0.21951219512195122,0.023255813953488372,0.19576719576719576,0.08260869565217391,0.10526315789473684,0.0273972602739726,0.14634146341463414,0.20588235294117646,0.1875,0.2537313432835821,0.06666666666666667,0.02702702702702703,0.5625,0.29577464788732394,0.6666666666666666,0.7368421052631579,0.5,0.18309859154929578,0.23076923076923078,0.2727272727272727,1.0,0.16901408450704225,0.25,0.25,1.0,0.1267605633802817,0.5555555555555556,0.5555555555555556,1.0,0.22535211267605634,0.25,0.25,0.75,,0.16666666666666666,,0.647887323943662,0.25,0.5076859154929577,0.5567666666666667,0.5314083333333334,0.08,0.12,0.10526315789473684,7.856521739130434,24.88,0.1784037558685446,6.0,9.0,3.0,6.0,,,1.0,,6.0,,1.0,13.0,2.0,3.0,12.0,,,,,2.0,,1.0,,,,,,,,1.0,,0.6,0.6,0.65,,0.09523809523809523,,,,0.18181818181818182,0.09259259259259259,,0.9,0.6666666666666666,,,,,0.5,0.5,0.08333333333333333,,,0.17105263157894737,2.0,,,,,,,,,True
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,44724.0,745,-10.0,1507,1526,410,375,158,3033,17.0,29,12,31,44.0,98.0,10.0,21.0,63.0,158.0,11.0,12.0,40.0,73,158,73.0,179.0,33.0,398,1646,17.0,12.0,13.0,36,16.0,50.0,86,104.0,42,168.0,156.0,63.0,9.0,29.0,8,37,5,3.0,17.0,5.0,7.0,82,2.0,5.0,32,47,7.0,86,7,93,3.0,24.0,16.0,8.0,22.0,3.0,15.0,11.0,1.0,7.0,2.0,33.0,,11.0,19.0,37.0,1.0,1.0,4.0,27.0,,2.0,40.0,1.0,2.0,9.0,4.0,2.0,11.0,5.0,86,408,0.7123287671232876,0.7123287671232876,0.7671232876712328,0.40782122905027934,0.32,0.4124293785310734,0.4620253164556962,0.3611111111111111,0.5415430267062314,0.43023255813953487,0.5630372492836676,0.46703296703296704,0.5311572700296736,0.056962025316455694,0.0967741935483871,22.359154929577468,0.6666666666666666,0.175,0.11380145278450363,0.010917030567685589,0.10666666666666667,0.006578947368421052,0.11079943899018233,0.009186351706036745,0.006134969325153374,0.00823045267489712,0.05921052631578947,0.10135135135135136,0.20353982300884957,0.11392405063291139,0.07936507936507936,0.017142857142857144,0.45454545454545453,0.08605341246290801,0.5862068965517241,0.6296296296296297,0.7058823529411765,0.09198813056379822,0.3870967741935484,0.42857142857142855,0.8333333333333334,0.29080118694362017,0.4489795918367347,0.46808510638297873,0.6818181818181818,0.06231454005934718,0.47619047619047616,0.5,1.0,0.4688427299703264,0.3987341772151899,0.4012738853503185,0.7301587301587301,0.3793103448275862,0.46511627906976744,0.3,0.6172106824925816,0.40384615384615385,0.48838328358208954,0.4522937500000001,0.4831529761904763,0.03488372093023256,0.012578616352201259,0.21608040201005024,13.57151898734177,26.127374301675985,0.272063702720637,,2.0,6.0,12.0,1.0,4.0,10.0,2.0,8.0,3.0,1.0,26.0,12.0,51.0,,2.0,2.0,,,3.0,10.0,5.0,2.0,1.0,3.0,,,,4.0,4.0,0.25,0.47058823529411764,0.43103448275862066,0.43333333333333335,0.0111731843575419,0.06896551724137931,0.04081632653061224,0.006329113924050633,,0.028368794326241134,,,0.06896551724137931,,,0.034482758620689655,0.18181818181818182,,0.13953488372093023,0.5,0.11627906976744186,0.4,0.05405405405405406,0.06532663316582915,,1.0,4.0,6.0,1.0,0.047619047619047616,1.0,1.0,,True
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,100129.0,1669,140.0,3384,3408,605,543,368,6792,206.0,305,152,312,66.0,158.0,1.0,3.0,60.0,146.0,7.0,2.0,15.0,424,775,61.0,149.0,125.0,1156,3684,136.0,7.0,70.0,133,3.0,16.0,186,574.0,274,183.0,146.0,60.0,34.0,125.0,89,214,57,32.0,86.0,19.0,20.0,517,40.0,118.0,164,294,23.0,481,159,640,29.0,58.0,44.0,14.0,49.0,13.0,25.0,49.0,6.0,24.0,10.0,98.0,8.0,21.0,60.0,97.0,3.0,6.0,6.0,139.0,1.0,2.0,155.0,18.0,66.0,60.0,51.0,8.0,61.0,37.0,186,601,0.6768867924528302,0.7777777777777778,1.0,0.40939597315436244,0.1875,0.40939597315436244,0.5470967741935484,0.5263157894736842,0.5579004329004329,0.5,0.5826612903225806,0.5406976744186046,0.16125541125541126,0.04387096774193548,0.05448717948717949,28.474399164054336,0.5,0.41818181818181815,0.2922465208747515,0.12164948453608247,0.25386996904024767,0.05943536404160475,0.2772397094430993,0.09616555082166768,0.11594202898550725,0.05263157894736842,0.24731182795698925,0.3566084788029925,0.2532188841201717,0.2619047619047619,0.22535211267605634,0.07160493827160494,0.6065573770491803,0.3300865800865801,0.6754098360655738,0.7152777777777778,0.6650485436893204,0.33766233766233766,0.48717948717948717,0.5152542372881356,0.5921052631578947,0.170995670995671,0.4177215189873418,0.4177215189873418,0.9090909090909091,0.003246753246753247,0.3333333333333333,0.3333333333333333,1.0,0.15800865800865802,0.410958904109589,0.410958904109589,1.0,0.04895104895104895,0.10067114093959731,0.13333333333333333,0.49134199134199136,0.410958904109589,0.4789251082251082,0.543743220338983,0.4731741610738256,0.06885919835560124,0.08019441069258809,0.16089965397923875,7.650967741935484,25.618791946308722,0.17878250591016548,63.0,104.0,36.0,59.0,,1.0,1.0,,79.0,,25.0,183.0,37.0,,110.0,,,1.0,,12.0,1.0,19.0,1.0,1.0,1.0,4.0,6.0,4.0,7.0,19.0,,0.5808823529411765,0.5524475524475524,0.5865384615384616,,0.05573770491803279,,,0.02040816326530612,0.15966386554621848,0.07835820895522388,0.08125,0.7272727272727273,0.6057692307692307,0.09523809523809523,,,,0.3959731543624161,0.6101694915254238,0.006711409395973154,1.0,0.006666666666666667,0.1583044982698962,,,,,,,,,,True
203095,1610612753,Evan Fournier,Evan Fournier,203095,ORL,88806.0,1480,-6.0,2989,3007,427,398,331,5996,90.0,150,38,104,53.0,110.0,16.0,40.0,68.0,198.0,18.0,5.0,23.0,181,364,84.0,238.0,69.0,683,3355,26.0,23.0,25.0,55,7.0,29.0,102,180.0,182,201.0,197.0,68.0,30.0,108.0,53,161,36,17.0,54.0,28.0,26.0,375,6.0,19.0,49,72,3.0,124,25,149,7.0,32.0,28.0,4.0,54.0,17.0,38.0,30.0,3.0,16.0,6.0,84.0,4.0,9.0,49.0,118.0,,7.0,3.0,88.0,,8.0,86.0,17.0,35.0,3.0,2.0,1.0,3.0,2.0,100,418,0.4972375690607735,0.5142857142857142,0.7976190476190477,0.35294117647058826,0.2413793103448276,0.35443037974683544,0.49725274725274726,0.45454545454545453,0.5099667774086378,0.4226190476190476,0.5347003154574133,0.49029126213592233,0.3953488372093023,0.08241758241758242,0.1346153846153846,21.14420524918903,0.6428571428571429,0.06382978723404255,0.08381839348079162,0.021889400921658985,0.08566433566433566,0.010101010101010102,0.08455625436757512,0.01709986320109439,0.01904761904761905,0.008714596949891068,0.0946372239747634,0.07309941520467836,0.085,0.08258928571428571,0.0967741935483871,0.023255813953488372,0.6666666666666666,0.24916943521594684,0.6,0.6716417910447762,0.5555555555555556,0.17275747508305647,0.36538461538461536,0.4222222222222222,0.47368421052631576,0.18272425249169436,0.4818181818181818,0.4818181818181818,0.41509433962264153,0.0664451827242525,0.4,0.4,0.875,0.3289036544850498,0.3434343434343434,0.3434343434343434,0.7794117647058824,0.3673469387755102,0.27380952380952384,0.21739130434782608,0.6445182724252492,0.34517766497461927,0.5019614808652246,0.5086935483870968,0.4830125000000001,0.056451612903225805,0.09162303664921466,0.1493411420204978,8.717582417582417,25.549999999999997,0.14285714285714285,8.0,12.0,13.0,23.0,5.0,2.0,6.0,6.0,18.0,8.0,2.0,62.0,31.0,51.0,12.0,1.0,,,1.0,,,14.0,,,,,,,6.0,12.0,0.34782608695652173,0.6923076923076923,0.6122448979591837,0.6326530612244898,,0.10666666666666667,,,,0.02875399361022364,0.016666666666666666,0.014814814814814815,0.24489795918367346,0.6666666666666666,0.25,0.10204081632653061,0.3333333333333333,0.8333333333333334,0.27380952380952384,0.5652173913043478,0.07142857142857142,0.3333333333333333,,0.09077598828696926,,2.0,,6.0,,,0.4,0.5,,True
203613,1610612753,Jonathon Simmons,Jonathon Simmons,203613,ORL,18431.0,307,-74.0,643,646,171,155,60,1289,22.0,36,13,33,3.0,14.0,2.0,4.0,7.0,20.0,1.0,3.0,7.0,38,83,9.0,24.0,19.0,122,748,5.0,1.0,10.0,23,3.0,8.0,32,28.0,48,18.0,19.0,7.0,11.0,19.0,17,36,16,1.0,6.0,5.0,8.0,89,4.0,5.0,9,18,,27,9,36,3.0,10.0,4.0,6.0,16.0,1.0,10.0,3.0,,6.0,,19.0,2.0,8.0,11.0,26.0,,,,26.0,2.0,4.0,24.0,4.0,13.0,1.0,1.0,,1.0,,32,171,0.3684210526315789,0.3888888888888889,0.6666666666666666,0.375,0.375,0.391304347826087,0.4578313253012048,0.43478260869565216,0.48130841121495327,0.46774193548387094,0.5213675213675214,0.5,0.22429906542056074,0.13253012048192772,0.18181818181818182,19.2090395480226,0.8421052631578947,,0.10526315789473684,0.026737967914438502,0.08181818181818182,0.03418803418803419,0.09608540925266904,0.029605263157894735,0.039473684210526314,0.03125,0.08196721311475409,0.16176470588235295,0.047619047619047616,0.09302325581395349,0.041666666666666664,0.06521739130434782,,0.3364485981308411,0.6111111111111112,0.6875,0.5,0.308411214953271,0.3939393939393939,0.48148148148148145,0.23076923076923078,0.1308411214953271,0.21428571428571427,0.23076923076923078,,0.037383177570093455,0.5,0.6666666666666666,1.0,0.18691588785046728,0.35,0.35,0.5714285714285714,0.16666666666666666,0.22580645161290322,0.42857142857142855,0.5607476635514018,0.3684210526315789,0.48285849056603775,0.5173833333333333,0.4664066666666667,0.11206896551724138,0.14130434782608695,0.26229508196721313,7.236144578313254,26.179166666666664,0.26594090202177295,2.0,4.0,7.0,10.0,,,1.0,,3.0,,1.0,7.0,3.0,9.0,4.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,4.0,1.0,,0.6,0.5,0.5833333333333334,0.041666666666666664,0.1111111111111111,0.07142857142857142,,,0.0392156862745098,,0.047619047619047616,0.6666666666666666,0.5,,,,,0.3225806451612903,0.7,0.03225806451612903,,,0.05737704918032787,,,,,,0.25,,,,True
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,6115.0,102,-23.0,202,203,42,19,25,405,12.0,18,3,8,,,,,,,,,,15,26,,,6.0,36,236,7.0,,5.0,8,,,14,26.0,4,,,,4.0,7.0,2,9,2,,2.0,1.0,4.0,20,4.0,10.0,7,6,1.0,14,15,29,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,1.0,,5.0,2.0,1.0,5.0,12.0,,2.0,1.0,9.0,1.0,,10.0,2.0,4.0,6.0,5.0,1.0,6.0,2.0,14,42,0.8666666666666667,0.9285714285714286,,,,,0.5769230769230769,0.625,0.5769230769230769,0.625,0.6,0.7,,0.15384615384615385,0.125,14.893617021276595,0.4,0.2,0.11320754716981132,0.14285714285714285,0.16666666666666666,0.0975609756097561,0.1368421052631579,0.12612612612612611,0.045454545454545456,0.08571428571428572,0.058823529411764705,0.12,0.18181818181818182,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.6923076923076923,0.6666666666666666,0.8,0.8333333333333334,0.3076923076923077,0.375,0.42857142857142855,1.0,,,,,,,,,,,,,,,,0.6923076923076923,,0.5570423076923077,0.5501400000000001,0.532575,0.14285714285714285,0.14285714285714285,0.3888888888888889,3.5384615384615383,,0.2079207920792079,1.0,6.0,4.0,6.0,,,,,1.0,,,2.0,4.0,,2.0,,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.16666666666666666,,,0.16666666666666666,0.2857142857142857,0.1111111111111111,0.16666666666666666,0.8571428571428571,0.16666666666666666,,,,,0.75,0.6666666666666666,,,,0.05555555555555555,,,,,,,,,,True
203932,1610612753,Aaron Gordon,Aaron Gordon,203932,ORL,63046.0,1051,39.0,2113,2137,240,252,238,4250,105.0,163,20,58,21.0,56.0,16.0,47.0,22.0,82.0,6.0,,7.0,146,277,38.0,129.0,72.0,478,2327,48.0,13.0,17.0,27,3.0,13.0,56,154.0,138,108.0,81.0,22.0,18.0,76.0,36,112,29,7.0,55.0,14.0,7.0,260,12.0,39.0,65,97,3.0,165,51,216,17.0,22.0,14.0,8.0,30.0,8.0,22.0,35.0,3.0,8.0,3.0,65.0,5.0,8.0,27.0,65.0,8.0,2.0,7.0,118.0,2.0,5.0,104.0,16.0,51.0,17.0,11.0,4.0,17.0,9.0,55,233,0.5273972602739726,0.5923076923076923,0.9473684210526315,0.29457364341085274,0.23076923076923078,0.296875,0.5270758122743683,0.6296296296296297,0.5,0.5375,0.5334821428571429,0.5833333333333334,0.31773399014778325,0.06498194945848375,0.13793103448275862,21.41068447412354,0.46153846153846156,0.125,0.15323854660347552,0.064891846921797,0.16009852216748768,0.02877697841726619,0.15591915303176132,0.05009823182711198,0.038834951456310676,0.022653721682847898,0.13157894736842105,0.14901960784313725,0.19333333333333333,0.16822429906542055,0.12941176470588237,0.085,0.5294117647058824,0.4014778325123153,0.6441717791411042,0.6862745098039216,0.5619047619047619,0.14285714285714285,0.3448275862068966,0.4,0.3,0.13793103448275862,0.375,0.375,0.5714285714285714,0.11576354679802955,0.3404255319148936,0.34782608695652173,1.0,0.2019704433497537,0.2682926829268293,0.2682926829268293,0.9090909090909091,0.09836065573770492,0.175,,0.7192118226600985,0.2716049382716049,0.5273955555555555,0.5320244186046512,0.49296538461538464,0.12387387387387387,0.16346153846153846,0.11715481171548117,6.474007220216606,25.205426356589147,0.11358258400378608,19.0,35.0,13.0,17.0,7.0,3.0,6.0,1.0,22.0,3.0,8.0,61.0,13.0,6.0,32.0,1.0,1.0,,2.0,4.0,4.0,4.0,,,2.0,1.0,2.0,1.0,3.0,3.0,0.23076923076923078,0.4583333333333333,0.4344262295081967,0.46923076923076923,0.007751937984496124,0.06134969325153374,,,,0.10775862068965517,0.03680981595092025,0.046296296296296294,0.5737704918032787,0.5428571428571428,0.10526315789473684,0.11475409836065574,0.16666666666666666,1.0,0.425,0.7647058823529411,0.15,0.5,0.030303030303030304,0.12761506276150628,4.0,2.0,1.0,,,0.02127659574468085,0.2857142857142857,1.0,,True
