EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,DefTwoPtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,DefTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BadPassSteals,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Technical Free Throw Trips,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,DefensiveGoaltends,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls
1627742,1610612747,Brandon Ingram,Brandon Ingram,1627742,LAL,2243.0,37,-35,79,82,37.0,30,12.0,161,3.0,10.0,1.0,1.0,4.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,20.0,1.0,2.0,5.0,22.0,105,2.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,8.0,2.0,12.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,6.0,2.0,1.0,8.0,37.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5,0.5,0.5,0.35,0.16666666666666666,0.38636363636363635,0.3125,0.44,0.16666666666666666,0.4,0.09090909090909091,0.15,0.3,30.851063829787236,0.5,0.034482758620689655,0.23529411764705882,0.14285714285714285,0.022727272727272728,0.16666666666666666,0.2,0.2857142857142857,0.45454545454545453,0.3,0.42857142857142855,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.25,0.18181818181818182,0.045454545454545456,1.0,1.0,1.0,0.045454545454545456,0.5,0.5,0.25,0.125,1.0,0.125,0.5454545454545454,0.4531886363636364,0.3389,0.44548125,0.08333333333333333,0.09090909090909091,0.045454545454545456,0.36363636363636365,8.349999999999998,26.35,0.46835443037974683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1627826,1610612747,Ivica Zubac,Ivica Zubac,1627826,LAL,2584.0,43,-3,94,93,34.0,40,7.0,187,8.0,9.0,2.0,4.0,4.0,1.0,1.0,2.0,,,,,,,9.0,12.0,,,4.0,22.0,82,2.0,2.0,6.0,4.0,5.0,,,2.0,10.0,12.0,6.0,,,,1.0,,1.0,,1.0,2.0,3.0,7.0,15.0,3.0,18.0,2.0,,2.0,,4.0,,1.0,1.0,1.0,6.0,4.0,2.0,,10.0,34.0,,0.6666666666666666,0.8571428571428571,,,,,0.75,0.8,0.75,0.8,0.7857142857142857,1.0,0.8333333333333334,,,,17.821782178217823,0.5,0.15,0.3181818181818182,0.30612244897959184,0.07894736842105263,,0.25,0.5,0.75,0.8888888888888888,0.8888888888888888,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,,,1.0,0.8,1.0,,,,0.75,0.5234833333333333,0.54435,0.58014,0.14285714285714285,0.14285714285714285,0.2727272727272727,0.45454545454545453,5.341666666666666,,0.3617021276595745,2.0,2.0,4.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2962962962962963,0.3333333333333333,0.15384615384615385,0.25,0.6666666666666666,0.3333333333333333,0.5,0.625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1628366,1610612747,Lonzo Ball,Lonzo Ball,1628366,LAL,1526.0,25,3,54,55,20.0,10,7.0,109,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,6.0,2.0,8.0,,12.0,61,,,,1.0,3.0,2.0,5.0,,8.0,6.0,,6.0,3.0,,2.0,2.0,4.0,,1.0,10.0,,4.0,5.0,,5.0,,,1.0,,1.0,1.0,,2.0,2.0,,,,,8.0,20.0,,1.0,1.0,1.0,0.25,0.4,0.2857142857142857,0.5,0.3333333333333333,0.42857142857142855,0.5,0.42857142857142855,,0.5,0.5714285714285714,,,24.59016393442623,,,0.26666666666666666,0.18518518518518517,,,0.4,,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,0.2857142857142857,0.25,0.25,1.0,0.2857142857142857,,0.125,1.0,0.375,0.3333333333333333,0.25,0.7857142857142857,0.5334346153846153,0.5001,0.5234642857142857,,,,0.6666666666666666,5.916666666666667,32.05,0.37037037037037035,,,,1.0,,,,,,,,,,,,0.08333333333333333,,0.2,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629021,1610612747,Moritz Wagner,Moritz Wagner,1629021,LAL,26770.0,446,-97,959,956,250.0,289,95.0,1915,39.0,69.0,12.0,6.0,11.0,8.0,21.0,4.0,,4.0,,1.0,73.0,21.0,49.0,94.0,22.0,77.0,43.0,207.0,1037,13.0,3.0,18.0,10.0,20.0,4.0,22.0,14.0,46.0,68.0,30.0,66.0,73.0,16.0,15.0,9.0,24.0,3.0,9.0,57.0,11.0,27.0,68.0,17.0,85.0,24.0,13.0,15.0,8.0,39.0,2.0,10.0,26.0,57.0,38.0,53.0,25.0,3.0,46.0,250.0,3.0,0.6938775510204082,0.7391304347826086,1.0,0.2857142857142857,0.18181818181818182,0.2857142857142857,0.5212765957446809,0.5,0.47953216374269003,0.38095238095238093,0.5390625,0.42857142857142855,0.46,0.4502923976608187,0.1702127659574468,0.14492753623188406,21.56862745098039,0.6153846153846154,0.04721030042918455,0.12558139534883722,0.13895216400911162,0.03669724770642202,0.03389830508474576,0.1437125748502994,0.0625,0.40350877192982454,0.5652173913043478,0.6610169491525424,0.12280701754385964,0.38095238095238093,0.5333333333333333,0.5,0.023391812865497075,0.023391812865497075,,,,0.4269005847953216,0.6,0.2619047619047619,0.5454545454545454,0.023809523809523808,,0.5,0.8538011695906432,0.5263839181286549,0.5460937499999999,0.5037916666666667,0.14285714285714285,0.22727272727272727,0.08695652173913043,0.2222222222222222,3.660638297872341,25.876623376623378,0.26068821689259647,6.0,6.0,6.0,34.0,2.0,,11.0,1.0,13.0,7.0,13.0,7.0,,0.46153846153846156,0.375,0.15178571428571427,0.05128205128205128,0.13186813186813187,0.14285714285714285,0.19642857142857142,0.024691358024691357,0.5384615384615384,0.717948717948718,0.5,22.0,7.0,4.0,7.0,,22.0,6.0,3.0,11.0,5.0,4.0,0.3013698630136986,0.3055555555555556,1.0,0.35,0.19047619047619047,0.3013698630136986,2.0,1.0,1.0,1.0,3.0,5.0,1.0,7.0,6.0,2.0,4.0,1.0,2.0,1.0,9.0,2.0,6.0,6.0,0.14285714285714285,0.012987012987012988,0.2857142857142857,0.0136986301369863,0.25,0.029411764705882353,0.024630541871921183,0.05263157894736842,0.01775147928994083,0.058823529411764705,0.5,0.5,1.0,0.16666666666666666,0.14285714285714285,1.0,0.02531645569620253,,,,,,,,,,True,,,,,,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,16010.0,267,-114,570,573,124.0,151,59.0,1143,19.0,24.0,5.0,1.0,2.0,2.0,4.0,28.0,4.0,14.0,2.0,4.0,42.0,6.0,33.0,56.0,20.0,56.0,6.0,132.0,678,8.0,,13.0,7.0,10.0,4.0,10.0,2.0,28.0,46.0,20.0,54.0,42.0,1.0,10.0,7.0,17.0,2.0,9.0,41.0,1.0,13.0,25.0,5.0,30.0,4.0,2.0,8.0,1.0,12.0,1.0,2.0,6.0,14.0,14.0,7.0,2.0,,28.0,124.0,,0.696969696969697,0.71875,0.9,0.35714285714285715,0.4,0.35714285714285715,0.5892857142857143,0.7,0.5625,0.65,0.5657894736842105,0.5909090909090909,0.65,0.5,0.017857142857142856,0.041666666666666664,19.71830985915493,0.3333333333333333,0.006993006993006993,0.10569105691056911,0.10204081632653061,0.01838235294117647,,0.09574468085106383,0.13793103448275862,0.21428571428571427,0.7916666666666666,0.8260869565217391,0.03571428571428571,0.5,0.5,0.5,0.25,0.125,0.2857142857142857,0.2857142857142857,1.0,0.375,0.45454545454545453,0.1,0.5,0.2,0.5,0.3,0.7142857142857143,0.5193428571428572,0.485675,0.49156000000000005,0.017543859649122806,0.034482758620689655,0.09848484848484848,0.21212121212121213,10.383928571428571,25.196428571428577,0.21754385964912282,3.0,5.0,2.0,12.0,2.0,3.0,2.0,1.0,,,1.0,,,0.625,0.5909090909090909,0.09836065573770492,,0.08695652173913043,0.13953488372093023,0.06060606060606061,0.03508771929824561,,0.631578947368421,0.6,16.0,3.0,2.0,3.0,,16.0,5.0,1.0,5.0,4.0,1.0,0.38095238095238093,0.38095238095238093,0.875,0.2727272727272727,0.3333333333333333,0.38095238095238093,12.0,1.0,1.0,,,4.0,,,1.0,1.0,,,,6.0,,,,3.0,0.3333333333333333,,,,,,0.031007751937984496,0.030303030303030304,0.027777777777777776,0.047619047619047616,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,,6.0,3.0,1.0,1.0,,,,,,True,,,,,,,,,,
200765,1610612747,Rajon Rondo,Rajon Rondo,200765,LAL,11050.0,184,-123,394,386,73.0,112,41.0,780,18.0,32.0,3.0,6.0,10.0,2.0,8.0,7.0,1.0,2.0,,,16.0,3.0,23.0,47.0,3.0,18.0,3.0,58.0,479,3.0,1.0,8.0,7.0,11.0,1.0,3.0,,17.0,4.0,42.0,6.0,16.0,1.0,29.0,14.0,43.0,1.0,20.0,100.0,1.0,18.0,30.0,4.0,34.0,8.0,8.0,12.0,2.0,20.0,1.0,4.0,1.0,7.0,6.0,7.0,4.0,,17.0,73.0,,0.08695652173913043,0.08695652173913043,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.48936170212765956,0.6363636363636364,0.4230769230769231,0.6071428571428571,0.4264705882352941,0.6666666666666666,0.6071428571428571,0.27692307692307694,0.02127659574468085,,19.90950226244344,0.4,0.009345794392523364,0.19148936170212766,0.1588235294117647,0.020202020202020204,0.04,0.2077922077922078,0.11764705882352941,0.49230769230769234,0.5625,0.5625,0.12307692307692308,0.25,0.2857142857142857,,0.1076923076923077,0.03076923076923077,0.5,0.5,1.0,0.24615384615384617,0.6,0.7142857142857143,0.6,,,0.21428571428571427,0.7692307692307693,0.5177653846153846,0.5124666666666666,0.5211035714285714,0.058823529411764705,0.08,0.13793103448275862,0.29310344827586204,5.4063829787234035,25.99444444444444,0.18527918781725888,2.0,2.0,,9.0,,2.0,,,2.0,1.0,2.0,,,0.6666666666666666,0.7,0.11842105263157894,,0.1111111111111111,0.09090909090909091,0.1875,,,0.1111111111111111,0.6666666666666666,2.0,2.0,1.0,2.0,,2.0,13.0,3.0,9.0,4.0,5.0,0.125,0.125,0.5,0.4,0.3333333333333333,0.125,3.0,1.0,1.0,,6.0,3.0,,3.0,5.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,,0.125,,0.3333333333333333,,0.03296703296703297,,0.027777777777777776,0.05263157894736842,0.42857142857142855,0.42857142857142855,,,0.5,1.0,,3.0,,,,,,,,,True,,,,,,,,,,
202362,1610612747,Lance Stephenson,Lance Stephenson,202362,LAL,10331.0,172,-29,375,368,77.0,97,33.0,743,9.0,15.0,3.0,4.0,5.0,,3.0,11.0,1.0,2.0,,,16.0,1.0,13.0,29.0,6.0,18.0,9.0,53.0,406,3.0,,,4.0,7.0,,1.0,5.0,13.0,4.0,22.0,9.0,16.0,,23.0,7.0,30.0,,17.0,67.0,3.0,15.0,32.0,7.0,39.0,6.0,3.0,11.0,1.0,17.0,,4.0,4.0,15.0,10.0,12.0,6.0,1.0,13.0,77.0,1.0,0.15384615384615385,0.15384615384615385,0.5,0.3333333333333333,,0.3333333333333333,0.4482758620689655,0.5714285714285714,0.46808510638297873,0.5,0.5096153846153846,,0.65,0.3829787234042553,,,16.666666666666668,0.35294117647058826,0.03296703296703297,0.18292682926829268,0.18235294117647058,0.043478260869565216,,0.18333333333333332,0.18181818181818182,0.3191489361702128,0.6,0.6,0.06382978723404255,,,,0.23404255319148937,0.0425531914893617,0.5,0.5,1.0,0.3404255319148936,0.6,0.625,0.8,,,0.125,0.7021276595744681,0.5280127659574468,0.566125,0.5217499999999999,0.11764705882352941,0.18181818181818182,,0.24528301886792453,8.49655172413793,25.47777777777778,0.20533333333333334,,,,16.0,3.0,,3.0,,,,,,,,,0.18181818181818182,0.045454545454545456,0.12903225806451613,0.16129032258064516,0.2692307692307692,0.10714285714285714,,0.2222222222222222,,5.0,2.0,,2.0,,5.0,7.0,2.0,3.0,1.0,6.0,0.3125,0.3125,0.4,0.4,,0.3125,4.0,,,,4.0,4.0,,1.0,2.0,2.0,,2.0,,,2.0,,,1.0,,,,,0.09090909090909091,,0.05714285714285714,0.045454545454545456,0.06349206349206349,,0.36363636363636365,0.36363636363636365,,,,,,9.0,,,,,,,,,True,,,,,,,,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,11564.0,193,21,403,402,110.0,114,44.0,805,17.0,31.0,3.0,,3.0,2.0,9.0,5.0,2.0,5.0,,1.0,12.0,6.0,19.0,45.0,8.0,17.0,13.0,75.0,417,3.0,4.0,9.0,,5.0,4.0,7.0,5.0,17.0,18.0,20.0,12.0,12.0,8.0,20.0,4.0,24.0,1.0,16.0,52.0,5.0,5.0,15.0,7.0,22.0,8.0,7.0,9.0,,17.0,,4.0,9.0,17.0,21.0,20.0,9.0,2.0,17.0,110.0,2.0,0.47368421052631576,0.47368421052631576,0.5,0.47058823529411764,0.5714285714285714,0.47058823529411764,0.4222222222222222,,0.5,0.5,0.528169014084507,0.6428571428571429,0.53125,0.27419354838709675,0.17777777777777778,0.1935483870967742,19.29824561403509,0.47058823529411764,0.05263157894736842,0.054945054945054944,0.07329842931937172,0.04142011834319527,,0.038461538461538464,0.15384615384615385,0.5,0.5483870967741935,0.68,0.14516129032258066,0.2222222222222222,0.2857142857142857,,0.08064516129032258,0.08064516129032258,0.4,0.4,1.0,0.1935483870967742,0.6,0.25,,0.08333333333333333,,0.5,0.7741935483870968,0.5149709677419353,0.48131666666666667,0.5119874999999999,0.13043478260869565,0.17307692307692307,0.12,0.22666666666666666,5.593333333333333,25.170588235294115,0.2729528535980149,1.0,1.0,,9.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,,0.3333333333333333,0.5,0.09,0.08,0.1590909090909091,0.06666666666666667,,0.07407407407407407,0.3333333333333333,0.5294117647058824,0.3333333333333333,6.0,2.0,4.0,2.0,,6.0,3.0,2.0,8.0,1.0,5.0,0.5,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,,1.0,1.0,,2.0,2.0,,1.0,7.0,,3.0,,1.0,2.0,2.0,,2.0,1.0,0.5,,0.2222222222222222,,0.1,,0.02702702702702703,0.043478260869565216,0.03076923076923077,,,,,,0.5,,,12.0,,,,,,,,,True,,,,,,,,,,
1628404,1610612747,Josh Hart,Josh Hart,1628404,LAL,6729.0,112,-40,242,243,80.0,87,24.0,485,6.0,11.0,1.0,2.0,3.0,,,,,3.0,,1.0,11.0,3.0,6.0,11.0,1.0,14.0,4.0,19.0,254,1.0,,2.0,2.0,3.0,,4.0,1.0,5.0,12.0,,3.0,11.0,2.0,4.0,4.0,8.0,3.0,4.0,20.0,,3.0,13.0,1.0,14.0,2.0,2.0,4.0,1.0,6.0,,1.0,4.0,10.0,5.0,6.0,3.0,,5.0,80.0,,1.0,1.0,1.0,0.07142857142857142,,0.07142857142857142,0.5454545454545454,0.6666666666666666,0.3,0.2857142857142857,0.35185185185185186,1.0,0.3125,0.56,0.18181818181818182,0.18181818181818182,12.222222222222221,0.3333333333333333,,0.05357142857142857,0.10344827586206896,0.008849557522123894,,0.046511627906976744,0.07692307692307693,0.44,0.5454545454545454,0.6666666666666666,,,,,,0.12,,,,0.44,1.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,,0.42857142857142855,1.0,0.5620279999999999,0.5322,0.5113785714285715,0.1111111111111111,0.23076923076923078,0.10526315789473684,0.2631578947368421,1.8090909090909089,25.99285714285714,0.3305785123966942,1.0,1.0,,9.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,0.15,,0.1111111111111111,0.2,0.15384615384615385,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,0.09090909090909091,0.09090909090909091,1.0,,,0.09090909090909091,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,1.0,,,3.0,,,,,0.14285714285714285,,0.01639344262295082,,,0.09090909090909091,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,4387.0,73,-51,169,169,43.0,83,16.0,338,9.0,11.0,1.0,1.0,2.0,3.0,6.0,3.0,,3.0,,,6.0,3.0,14.0,20.0,,9.0,9.0,37.0,186,2.0,,2.0,2.0,5.0,,3.0,3.0,7.0,16.0,12.0,,6.0,1.0,2.0,,2.0,,2.0,4.0,,7.0,12.0,,12.0,3.0,2.0,5.0,1.0,8.0,,,3.0,7.0,7.0,10.0,4.0,1.0,7.0,43.0,1.0,0.5714285714285714,0.5714285714285714,,,,,0.7,0.4,0.4827586206896552,0.25,0.5441176470588235,0.25,0.35,0.3103448275862069,0.05,0.09090909090909091,22.340425531914896,0.375,,0.1794871794871795,0.11267605633802817,,,0.14814814814814814,0.25,0.3793103448275862,0.8181818181818182,0.9,0.20689655172413793,0.5,0.5,0.3333333333333333,0.10344827586206896,0.10344827586206896,,,,0.20689655172413793,0.25,0.25,0.5,,,0.375,0.6896551724137931,0.5144413793103448,,0.4746125,0.12121212121212122,0.16666666666666666,0.05405405405405406,0.1891891891891892,6.584999999999999,26.23333333333333,0.25443786982248523,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,0.5,0.25,0.03125,,,,0.3333333333333333,,,0.7777777777777778,1.0,,,,2.0,,,,,1.0,,2.0,,,,,,,2.0,,,,,,,4.0,1.0,1.0,1.0,,,,,,,1.0,,,,,0.5,,,,,,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,,2.0,0.5,,,True,,,,,,,,,,
