EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,Corner3Assists,SelfOReb,StepOutOfBoundsTurnovers,DefensiveGoaltends,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,LostBallSteals,Loose Ball Fouls,Loose Ball Fouls Drawn,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,Offensive Fouls,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3PctAssisted,on,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,FTOffRebounds,Clear Path Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations
1627735,1610612757,Wade Baldwin IV,Wade Baldwin IV,1627735,POR,5619.0,94,-66,199,195,68.0,72.0,20.0,394,5.0,12.0,1.0,4.0,4.0,1.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,4.0,8.0,24.0,2.0,9.0,8.0,30.0,231,1.0,1.0,5.0,7.0,2.0,5.0,8.0,24.0,2.0,14.0,6.0,8.0,1.0,4.0,1.0,8.0,4.0,12.0,4.0,5.0,2.0,1.0,28.0,1.0,1.0,5.0,5.0,3.0,13.0,2.0,15.0,1.0,1.0,7.0,4.0,5.0,7.0,1.0,2.0,1.0,14.0,1.0,5.0,4.0,11.0,1.0,9.0,1.0,11.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,24.0,68.0,3.0,2.0,0.125,0.125,0.2222222222222222,0.4,0.2222222222222222,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.39473684210526316,0.7058823529411765,0.2727272727272727,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.125,23.21428571428571,0.5,0.5,0.11627906976744186,0.015151515151515152,0.08928571428571429,0.02564102564102564,0.10101010101010101,0.01904761904761905,0.041666666666666664,0.03333333333333333,0.10526315789473684,0.06666666666666667,0.2222222222222222,0.08163265306122448,0.14285714285714285,0.36363636363636365,0.4166666666666667,0.5,0.2,0.21212121212121213,0.14285714285714285,0.2,0.15151515151515152,0.4,0.4,0.030303030303030304,1.0,1.0,0.24242424242424243,0.125,0.14285714285714285,0.5,0.5,0.3333333333333333,1.0,0.08333333333333333,1.0,0.3333333333333333,0.25,0.6363636363636364,0.125,0.4778969696969697,0.5803,0.45594583333333344,0.1111111111111111,0.14814814814814814,0.8,7.1000000000000005,25.599999999999998,0.3417085427135678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,3559.0,59,-39,127,125,34.0,50.0,13.0,252,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,,2.0,1.0,5.0,,,1.0,6.0,9.0,1.0,8.0,3.0,18.0,138,3.0,,1.0,2.0,,3.0,3.0,5.0,8.0,4.0,,5.0,1.0,,,1.0,1.0,2.0,,1.0,,,5.0,2.0,1.0,3.0,3.0,,6.0,3.0,9.0,1.0,1.0,2.0,,2.0,1.0,,,,3.0,1.0,1.0,,,,2.0,,4.0,,1.0,1.0,,,,,5.0,34.0,,1.0,0.6666666666666666,0.8,0.125,,0.125,0.6666666666666666,0.5,0.4411764705882353,0.2,0.47368421052631576,0.35714285714285715,0.47058823529411764,,,,,,15.277777777777779,0.6666666666666666,,0.10714285714285714,0.02564102564102564,0.0967741935483871,0.07142857142857142,0.1016949152542373,0.04477611940298507,,0.045454545454545456,0.08333333333333333,0.125,0.125,0.08,0.16666666666666666,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.5,0.058823529411764705,1.0,1.0,0.11764705882352941,0.5,0.5,0.17647058823529413,,,0.29411764705882354,0.2,0.2,0.6666666666666666,,0.4,0.5,0.4,,0.2,,0.8235294117647058,0.2,0.5453235294117648,0.6115,0.57441,0.05555555555555555,0.1,0.2777777777777778,6.033333333333333,24.45,0.2677165354330709,2.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.07142857142857142,0.16666666666666666,0.1,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,4211.0,70,-48,147,144,61.0,61.0,16.0,291,5.0,11.0,2.0,1.0,2.0,3.0,7.0,,1.0,,1.0,,,3.0,4.0,,1.0,1.0,8.0,19.0,3.0,5.0,4.0,29.0,173,4.0,,4.0,7.0,1.0,1.0,2.0,13.0,12.0,4.0,,4.0,3.0,3.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,1.0,4.0,5.0,7.0,1.0,13.0,5.0,18.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,,4.0,,7.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,13.0,61.0,,1.0,0.75,0.8571428571428571,0.6,1.0,0.6,0.42105263157894735,0.5714285714285714,0.5208333333333334,0.6875,0.5576923076923077,0.7222222222222222,0.20833333333333334,,0.15789473684210525,0.18181818181818182,0.14285714285714285,,16.265060240963855,1.0,0.2,0.21875,0.07547169811320754,0.11904761904761904,0.04,0.16216216216216217,0.0641025641025641,0.09090909090909091,,0.11764705882352941,0.3333333333333333,0.3333333333333333,0.13157894736842105,,0.4583333333333333,0.45454545454545453,0.5555555555555556,0.8,0.2916666666666667,0.42857142857142855,0.5,0.041666666666666664,,,0.041666666666666664,,,0.16666666666666666,0.75,0.75,0.5,,0.25,0.5,,,0.125,1.0,0.6666666666666666,0.75,0.4810375,0.47245,0.44331875,0.08,0.1,0.4482758620689655,4.563157894736842,25.36,0.41496598639455784,1.0,1.0,,2.0,9.0,2.0,,1.0,,,1.0,0.25,0.25,0.25,0.05555555555555555,0.14285714285714285,0.1111111111111111,0.6666666666666666,,1.0,0.5,0.06896551724137931,1.0,3.0,1.0,2.0,0.07692307692307693,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1628403,1610612757,Caleb Swanigan,Caleb Swanigan,1628403,POR,4398.0,73,-50,157,154,58.0,67.0,19.0,311,3.0,4.0,2.0,1.0,1.0,1.0,6.0,,3.0,,1.0,,,,2.0,1.0,,,4.0,13.0,,3.0,2.0,10.0,176,5.0,1.0,1.0,3.0,,,,2.0,4.0,4.0,,2.0,,,,3.0,1.0,4.0,1.0,1.0,2.0,,9.0,,4.0,11.0,6.0,1.0,18.0,4.0,22.0,2.0,1.0,3.0,,1.0,3.0,,2.0,,6.0,1.0,2.0,7.0,10.0,,2.0,,2.0,,1.0,,,,,,2.0,58.0,,,0.5,0.6666666666666666,,,,0.3076923076923077,0.3333333333333333,0.25,0.3333333333333333,0.29411764705882354,0.3333333333333333,0.1875,,,,,,12.707182320441989,0.5,0.2,0.16666666666666666,0.07407407407407407,0.23404255319148937,,0.20481927710843373,0.047619047619047616,0.1111111111111111,,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.25,0.14285714285714285,0.25,0.75,0.75,0.6666666666666666,0.375,0.16666666666666666,0.16666666666666666,0.1875,,,0.0625,,,0.125,,,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,,,,,0.4375,,0.4577531250000001,0.4776999999999999,0.5012333333333333,0.058823529411764705,0.07142857142857142,0.2,8.423076923076923,24.866666666666664,0.36942675159235666,1.0,1.0,,2.0,,2.0,,,1.0,,,0.2,0.16666666666666666,0.16666666666666666,0.045454545454545456,,,,,,0.5,0.2,1.0,,,,0.07142857142857142,,2.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,1789.0,30,-14,64,63,22.0,23.0,9.0,127,2.0,3.0,,1.0,1.0,1.0,3.0,,1.0,,1.0,,1.0,,3.0,,,,3.0,7.0,,4.0,1.0,7.0,78,,,1.0,2.0,,1.0,1.0,3.0,2.0,4.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,,3.0,,,3.0,,3.0,,,,2.0,,2.0,,,,2.0,,1.0,,3.0,,4.0,,4.0,,2.0,,,,,,3.0,22.0,2.0,,0.3333333333333333,0.3333333333333333,,,,0.42857142857142855,0.5,0.2727272727272727,0.3333333333333333,0.2692307692307692,0.375,0.36363636363636365,0.25,,,,,20.547945205479454,,,,,0.125,,0.08108108108108109,,,,,,,0.13043478260869565,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.09090909090909091,,,0.09090909090909091,,,0.2727272727272727,,,,,0.3333333333333333,1.0,0.3333333333333333,,,,0.6363636363636364,,0.46813181818181815,,0.57645,0.15384615384615385,0.2222222222222222,0.42857142857142855,6.657142857142857,25.475,0.34375,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203552,1610612757,Seth Curry,Seth Curry,203552,POR,1277.0,21,-10,44,43,1.0,17.0,4.0,87,1.0,2.0,1.0,,,,,,2.0,,,,,3.0,6.0,1.0,,,1.0,4.0,3.0,6.0,,11.0,43,1.0,1.0,,,,,,,,2.0,6.0,6.0,3.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,0.5,,0.5,0.25,,0.55,,0.55,,0.6,,,,,,21.56862745098039,1.0,,0.09090909090909091,0.06666666666666667,,,0.045454545454545456,0.041666666666666664,,,,0.3333333333333333,,,,0.2,0.5,0.5,,,,,0.2,,,,,,0.6,0.5,0.5,0.5,0.5,,,,,,,0.8,0.5,0.50905,0.566675,,,,,11.55,25.983333333333334,0.022727272727272728,,,,3.0,3.0,,,,,,0.3333333333333333,,0.75,0.75,0.125,,,,,0.3333333333333333,,0.2727272727272727,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,
203917,1610612757,Nik Stauskas,Nik Stauskas,203917,POR,2935.0,49,-50,104,103,46.0,55.0,10.0,207,,2.0,1.0,,1.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,8.0,2.0,2.0,4.0,4.0,10.0,4.0,10.0,1.0,21.0,135,1.0,2.0,1.0,2.0,3.0,6.0,1.0,12.0,2.0,6.0,3.0,8.0,3.0,1.0,,1.0,4.0,5.0,4.0,1.0,,,14.0,,1.0,2.0,,,2.0,1.0,3.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,12.0,46.0,,,0.25,0.25,0.4,0.5,0.4,0.4,0.5,0.5,0.6875,0.5,0.6875,0.5,,0.1,,,,18.10344827586207,,,,0.02702702702702703,0.06060606060606061,,0.037037037037037035,0.017857142857142856,0.0625,,,,,0.06666666666666667,,0.1,,,,0.2,0.75,0.75,0.2,0.25,0.3333333333333333,0.1,0.5,0.5,0.4,0.375,0.375,0.3333333333333333,0.6666666666666666,0.125,,0.25,0.5,0.5,0.5,0.6,0.375,0.4814526315789473,0.51905,0.5167785714285714,,,0.5714285714285714,11.73,26.860000000000003,0.4423076923076923,,,,3.0,9.0,,,,,,0.75,,0.5,0.5,,,,0.3333333333333333,,0.6666666666666666,,0.14285714285714285,,,,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,
203086,1610612757,Meyers Leonard,Meyers Leonard,203086,POR,1756.0,29,-20,61,61,12.0,8.0,5.0,122,2.0,3.0,,,,,2.0,,1.0,,1.0,,,5.0,6.0,,1.0,1.0,2.0,6.0,5.0,7.0,4.0,23.0,72,,,,1.0,1.0,1.0,,3.0,4.0,,,6.0,5.0,2.0,,2.0,,2.0,,2.0,,,4.0,2.0,,4.0,4.0,,8.0,2.0,10.0,2.0,1.0,,,,1.0,,,,1.0,,,,1.0,,2.0,,4.0,,2.0,,,,,,3.0,12.0,,,1.0,1.0,0.7142857142857143,1.0,0.7142857142857143,0.3333333333333333,,0.7307692307692307,0.75,0.7666666666666667,0.75,0.5384615384615384,,0.3333333333333333,,1.0,,23.52941176470588,,,0.3076923076923077,,0.23529411764705882,0.13333333333333333,0.26666666666666666,0.0625,,0.15384615384615385,0.6,,0.16666666666666666,0.21428571428571427,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.15384615384615385,,,0.07692307692307693,,,0.07692307692307693,,,0.46153846153846156,0.8333333333333334,0.8333333333333334,,,,,,,0.5,1.0,0.7692307692307693,0.8333333333333334,0.5182576923076924,,0.48195,0.13333333333333333,0.25,0.13043478260869565,6.6000000000000005,25.457142857142856,0.19672131147540983,,,,,15.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,435.0,7,-8,15,15,6.0,4.0,,30,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,3.0,,1.0,2.0,4.0,21,,,1.0,2.0,,1.0,,2.0,,2.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,5.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,2.0,6.0,,,,,,,,0.3333333333333333,0.5,0.25,0.3333333333333333,0.4,0.3333333333333333,0.25,,,,,,33.333333333333336,,,,,0.3333333333333333,,0.16666666666666666,,,,,,,0.3333333333333333,,,,,,0.5,,,0.25,1.0,1.0,,,,0.25,,,,,,,,,0.3333333333333333,,0.25,,0.3898625,,0.3901833333333333,0.2,0.25,0.5,12.633333333333333,25.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,126.0,2,-5,4,4,4.0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
