EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGA,PtsAssisted2s,PtsAssisted3s,OffThreePtRebounds,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Arc3PctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,Fg2aBlocked,Corner3Assists,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,PtsPutbacks,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,DefCorner3ReboundPct,FTOffRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,BlockedCorner3,Clear Path Fouls
1626170,1610612753,Jerian Grant,Jerian Grant,1626170,ORL,2346.0,39.0,-12.0,88.0,84.0,61.0,55.0,13.0,172.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,4.0,13.0,1.0,2.0,7.0,5.0,8.0,5.0,15.0,2.0,27.0,97.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,8.0,1.0,13.0,10.0,15.0,13.0,4.0,1.0,8.0,1.0,9.0,1.0,6.0,1.0,1.0,19.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,13.0,61.0,0.3333333333333333,0.25,0.3333333333333333,0.625,1.0,0.5,0.5434782608695652,0.5,0.42857142857142855,0.5625,0.5,0.43333333333333335,0.6521739130434783,0.06666666666666667,0.5,25.24271844660194,0.5,0.17647058823529413,0.041666666666666664,0.08333333333333333,0.02040816326530612,0.1,0.2,0.2857142857142857,0.043478260869565216,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.08695652173913043,0.5,1.0,0.5652173913043478,0.3076923076923077,0.3076923076923077,0.5,0.07142857142857142,0.07142857142857142,0.5,0.2857142857142857,0.6956521739130435,0.3076923076923077,0.4672195652173914,0.447175,0.450525,0.08333333333333333,0.1111111111111111,0.06666666666666667,0.07407407407407407,0.48148148148148145,15.9625,26.1,0.6931818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626185,1610612753,Jarell Martin,Jarell Martin,1626185,ORL,2323.0,39.0,-2.0,86.0,82.0,52.0,53.0,12.0,168.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,8.0,,2.0,6.0,3.0,5.0,5.0,12.0,,21.0,89.0,,1.0,1.0,,3.0,4.0,2.0,7.0,,12.0,2.0,,8.0,3.0,1.0,2.0,,2.0,,1.0,1.0,,4.0,,2.0,8.0,3.0,11.0,1.0,,1.0,,,1.0,,1.0,,5.0,8.0,,,,,,12.0,52.0,0.4166666666666667,0.2857142857142857,0.4166666666666667,0.6,,0.75,0.6176470588235294,,0.5454545454545454,0.6176470588235294,,0.5454545454545454,0.7058823529411765,0.08333333333333333,,18.0,,0.125,,0.21052631578947367,0.0625,,0.25,0.14285714285714285,0.058823529411764705,0.23529411764705882,0.5,0.5,0.23529411764705882,0.5,0.5,0.47058823529411764,0.375,0.42857142857142855,,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.3333333333333333,0.7647058823529411,0.375,0.49417058823529414,0.3352,0.4924818181818182,,,,,0.5714285714285714,17.06,25.208333333333332,0.6046511627906976,1.0,1.0,1.0,4.0,15.0,3.0,6.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.125,0.2727272727272727,0.13636363636363635,0.1111111111111111,0.25,0.2857142857142857,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,1054.0,18.0,-10.0,41.0,38.0,34.0,27.0,9.0,79.0,2.0,2.0,,,,,,,2.0,,,2.0,1.0,2.0,,2.0,,2.0,41.0,,,,,1.0,2.0,,2.0,,2.0,2.0,,2.0,,,1.0,1.0,2.0,,1.0,,,5.0,,,2.0,,2.0,,,,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,,,,,,2.0,34.0,,,,0.5,,0.5,0.25,,0.25,0.25,,0.25,0.5,,,13.461538461538462,0.6666666666666666,,,0.14285714285714285,,,,,0.5,,,,,,,0.5,,,,0.5,,0.5,,1.0,,0.6245,,0.6245,,,,,1.0,1.1,25.95,0.8292682926829268,1.0,1.0,,,,,2.0,,,,,,,0.2222222222222222,,,,0.2222222222222222,0.5,1.0,,,,,,0.5,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628518,1610612753,Amile Jefferson,Amile Jefferson,1628518,ORL,1701.0,28.0,-4.0,65.0,62.0,40.0,38.0,9.0,127.0,5.0,4.0,,,,,,,,,,,4.0,8.0,,,2.0,10.0,70.0,2.0,3.0,,4.0,3.0,7.0,,,,6.0,2.0,,,,,,,,,,,,,2.0,2.0,7.0,2.0,9.0,1.0,1.0,,,,,,,,1.0,3.0,1.0,2.0,,1.0,,6.0,40.0,,,,0.5,0.6666666666666666,0.42857142857142855,0.5,0.6666666666666666,0.42857142857142855,0.5555555555555556,0.6666666666666666,0.42857142857142855,,,,12.0,,0.18181818181818182,0.11764705882352941,0.25925925925925924,0.05263157894736842,0.16666666666666666,0.3333333333333333,,0.625,,,,,,,,,,,0.5714285714285714,,,,0.625,,0.5370375,0.61365,0.5154857142857142,0.1111111111111111,0.1111111111111111,,0.4,0.6,3.4000000000000004,,0.6153846153846154,4.0,3.0,,6.0,,,5.0,,1.0,0.75,1.0,,,0.3125,,,,0.3333333333333333,0.8,0.8,0.75,,,,,0.75,,,,,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.375,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628982,1610612753,Melvin Frazier Jr.,Melvin Frazier Jr.,1628982,ORL,2666.0,44.0,-9.0,99.0,94.0,65.0,62.0,15.0,193.0,7.0,6.0,1.0,3.0,,3.0,3.0,,3.0,,,1.0,7.0,15.0,,6.0,1.0,15.0,104.0,1.0,2.0,,2.0,5.0,11.0,,4.0,1.0,11.0,4.0,,3.0,,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,2.0,3.0,5.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,,1.0,,11.0,65.0,,,,0.4666666666666667,0.5,0.45454545454545453,0.3333333333333333,0.5,0.3333333333333333,0.32608695652173914,0.5,0.3235294117647059,0.2857142857142857,,,20.512820512820515,,0.05555555555555555,0.034482758620689655,0.04878048780487805,0.05454545454545454,0.08333333333333333,0.2,,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,0.14285714285714285,,,,0.4,0.2,0.06666666666666667,,0.6190476190476191,,0.523154761904762,0.3983,0.5478466666666667,0.045454545454545456,0.0625,,0.13333333333333333,0.7333333333333333,7.1466666666666665,24.166666666666668,0.6565656565656566,5.0,4.0,,10.0,,2.0,1.0,,1.0,0.7142857142857143,0.7142857142857143,,,0.043478260869565216,0.07692307692307693,0.1,,0.045454545454545456,0.7142857142857143,0.7142857142857143,1.0,,,,,0.6666666666666666,,,,,,,,5.0,,,,,,,,0.23809523809523808,,,,1.0,2.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628505,1610612753,Troy Caupain,Troy Caupain,1628505,ORL,173.0,3.0,,6.0,6.0,6.0,4.0,1.0,12.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,7.0,,,1.0,3.0,,1.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,1.0,1.0,1.0,,,,0.75,1.5,0.75,0.75,1.5,0.75,0.5,,,25.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,0.5,1.0,0.5,1.0,0.49385,,0.49385,,,,1.0,1.0,13.7,25.5,1.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628515,1610612753,Isaiah Briscoe,Isaiah Briscoe,1628515,ORL,1734.0,29.0,-4.0,62.0,59.0,30.0,37.0,9.0,121.0,,,1.0,5.0,,,,,,,,,1.0,8.0,,,1.0,3.0,63.0,,3.0,,,,3.0,,,1.0,1.0,2.0,,,,,,3.0,3.0,2.0,,,,9.0,,4.0,6.0,,6.0,,,,,,,,,,1.0,3.0,1.0,2.0,,,,1.0,30.0,,,,0.125,,,0.125,,,0.16666666666666666,,0.125,,,,12.32876712328767,,0.36363636363636365,,0.23076923076923078,,,,0.4,,0.625,0.2,0.2,,,,,,,,,,,,,,0.4014375,0.40605,0.4071,,,,,0.3333333333333333,15.3625,,0.4838709677419355,,,,,,,2.0,,1.0,,,,,0.13333333333333333,,,,0.07142857142857142,,,,,,,,,1.0,1.0,,0.125,,,,3.0,,,,,,,0.6666666666666666,0.375,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,965.0,16.0,-5.0,34.0,32.0,25.0,24.0,6.0,66.0,3.0,3.0,,1.0,,,,,,,,,5.0,8.0,,,,10.0,34.0,3.0,4.0,,6.0,4.0,6.0,,,,8.0,6.0,,,,,1.0,,1.0,,,1.0,,2.0,3.0,2.0,6.0,5.0,11.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,,,,,8.0,25.0,,,,0.625,0.75,0.6666666666666666,0.625,0.75,0.6666666666666666,0.625,0.75,0.6666666666666666,,,,23.80952380952381,1.0,0.2857142857142857,0.25,0.35714285714285715,0.23529411764705882,,0.5,,0.375,0.125,,,,,,,,,,0.5,,,,0.375,,0.5152625,0.608275,0.5469166666666667,,,,0.6,0.8,5.225,,0.7352941176470589,2.0,2.0,,4.0,,1.0,3.0,,,0.4,0.6666666666666666,,,0.42857142857142855,0.2,,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,1.0,,,0.125,,2.0,3.0,4.0,4.0,,,,,1.0,0.3333333333333333,0.5,0.75,0.6666666666666666,,3.0,,,,0.75,1.0,,,,,,0.25,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,0.6666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203487,1610612753,Michael Carter-Williams,Michael Carter-Williams,203487,ORL,285.0,5.0,4.0,11.0,10.0,9.0,10.0,1.0,21.0,,,,,,,,,,,,,,,,,2.0,2.0,10.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,1.0,,,9.0,,,,,,,,,,1.0,,,,,,8.333333333333334,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.8181818181818182,,,,,,,1.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203932,1610612753,Aaron Gordon,Aaron Gordon,203932,ORL,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
