EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,AtRimFGM,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,DefThreePtRebounds,FTDefRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChancePointsPct,PenaltyAtRimFGM,FtPoints,PenaltyFG2M,PtsAssisted2s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,LongMidRangeFrequency,PenaltyCorner3FGA,Offensive Fouls Drawn,PenaltyCorner3Frequency,SecondChanceFtPoints,PenaltyFtPoints,BadPassTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,ShortMidRangeFGM,Travels,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,LongMidRangeFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,OffensiveGoaltends
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,530.0,9,4.0,21,21,11.0,13.0,4.0,42,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,17.0,3.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,11.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.75,0.42857142857142855,0.75,0.2857142857142857,25.925925925925924,0.125,0.18181818181818182,0.25,0.1,0.2,0.5,0.5,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.7142857142857143,1.0,0.4577,0.4776,0.467325,1.0,4.14,25.1,0.5238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,174.0,3,2.0,6,5,6.0,5.0,,11,,,,,,1.0,,1.0,,,1.0,,5.0,,,,1.0,,,1.0,,,,,,,,,1.0,,6.0,,,,,,,,,1.0,16.666666666666668,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,0.54075,,0.54075,,,26.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,946.0,16,3.0,34,36,2.0,18.0,7.0,70,4.0,2.0,,1.0,1.0,3.0,,1.0,5.0,3.0,5.0,11.0,35.0,2.0,,,1.0,,9.0,3.0,1.0,,2.0,1.0,4.0,2.0,6.0,,,,2.0,1.0,0.6,,0.6,0.55,,0.55,,0.5,23.80952380952381,0.09090909090909091,0.14285714285714285,,0.14285714285714285,0.1,0.3333333333333333,,,0.4,0.1,0.3,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,1.0,,0.9,0.3333333333333333,0.52405,0.5854,0.41175,,2.04,25.14,0.058823529411764705,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.3333333333333333,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.1111111111111111,0.2,1.0,0.2,1.0,0.25,0.3333333333333333,0.2,1.0,1.0,1.0,0.5,0.3333333333333333,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628537,1610612749,Jaylen Morris,Jaylen Morris,1628537,MIL,1710.0,28,12.0,65,66,26.0,40.0,12.0,131,6.0,1.0,4.0,1.0,1.0,3.0,,,7.0,1.0,3.0,10.0,59.0,1.0,4.0,,,2.0,3.0,3.0,1.0,,,5.0,5.0,,5.0,1.0,1.0,2.0,26.0,1.0,0.3333333333333333,,0.3333333333333333,0.45,0.25,0.45454545454545453,0.25,0.3,15.0,0.22727272727272727,,,0.16666666666666666,,,,0.4,0.6,0.1,0.3,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,0.9,0.3333333333333333,0.46517,0.525975,0.46182500000000004,0.2,3.7285714285714286,26.3,0.4,2.0,4.0,,10.0,3.0,1.0,,,1.0,3.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,0.42857142857142855,1.0,0.5,0.5,0.14285714285714285,0.16666666666666666,,,,,,,,0.5,0.6,,,,,1.0,0.5,0.2,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.25,1.0,0.42857142857142855,0.6666666666666666,1.0,0.25,0.09090909090909091,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,765.0,13,2.0,31,31,21.0,23.0,5.0,62,2.0,,1.0,,,,,,3.0,,,4.0,27.0,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,2.0,3.0,2.0,21.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,10.526315789473685,0.1111111111111111,,,0.07692307692307693,,,,,0.6666666666666666,,,,,,,1.0,,,0.6666666666666666,,0.7146666666666667,,0.8459,0.5,5.833333333333333,,0.6774193548387096,,,,,2.0,,,,,2.0,,,,2.0,,,,,,1.0,,2.0,2.0,0.6666666666666666,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,2.0,,,,,3.0,3.0,,,1.0,,,,0.5,0.5,1.0,,0.3333333333333333,0.5,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,498.0,8,4.0,20,20,10.0,12.0,4.0,40,1.0,,,1.0,,,,,2.0,,2.0,,17.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,10.0,,,,,,,,,0.5,15.384615384615383,0.14285714285714285,0.09090909090909091,,0.1111111111111111,0.06666666666666667,,,0.5,0.25,0.25,,,,,,,,,0.75,,0.513125,,0.6222,,5.3,22.85,0.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,346.0,6,6.0,14,13,10.0,8.0,4.0,27,3.0,2.0,1.0,1.0,,,,,4.0,,,7.0,9.0,2.0,2.0,,,4.0,,,,1.0,1.0,2.0,3.0,2.0,5.0,,,4.0,10.0,,,,,0.5,0.5,0.7,0.6666666666666666,,30.0,0.4,0.125,0.25,0.42857142857142855,0.16666666666666666,,,,0.75,0.25,,,,,1.0,0.5,,,0.75,,0.532425,0.6172,0.4721,0.5714285714285714,3.275,,0.7142857142857143,,2.0,,6.0,2.0,2.0,,,,2.0,2.0,,5.0,4.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.25,,,,0.5,0.2,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,,,,,1.0,,0.7142857142857143,1.0,3.0,1.0,,2.0,2.0,,,,,1.0,,1.0,2.0,3.0,1.0,,,0.5,1.0,,,,1.0,0.25,0.25,,,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626174,1610612749,Christian Wood,Christian Wood,1626174,MIL,1180.0,20,8.0,44,45,15.0,27.0,8.0,89,9.0,3.0,2.0,2.0,1.0,2.0,,,11.0,1.0,2.0,19.0,42.0,3.0,3.0,,,6.0,3.0,2.0,1.0,2.0,2.0,6.0,8.0,4.0,12.0,,,6.0,15.0,1.0,0.5,,0.5,0.6538461538461539,0.6666666666666666,0.6785714285714286,0.75,0.15384615384615385,28.30188679245283,0.42857142857142855,0.14285714285714285,0.2222222222222222,0.4,0.17391304347826086,,0.2222222222222222,0.5,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.5,0.5,1.0,1.0,0.6666666666666666,,,0.8461538461538461,0.5,0.5397653846153846,0.58415,0.49913333333333326,0.3157894736842105,2.3909090909090907,26.75,0.3409090909090909,,1.0,,3.0,5.0,2.0,,,,7.0,2.0,,4.0,6.0,4.0,,2.0,,2.0,,,,,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.18181818181818182,0.42857142857142855,,0.4,,0.5555555555555556,0.5555555555555556,,,,,0.6666666666666666,,0.21052631578947367,1.0,2.0,2.0,8.0,1.0,,1.0,,,,,,1.0,1.0,2.0,1.0,0.5714285714285714,0.8,0.6666666666666666,,0.4,0.6,,0.5,0.07142857142857142,0.08333333333333333,,1.0,,,,,,,,,,,,2.0,,,,,,,2.0,1.0,0.4,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612749,Matthew Dellavedova,Matthew Dellavedova,203521,MIL,1180.0,20,8.0,44,45,15.0,27.0,8.0,89,2.0,,,1.0,,1.0,,,3.0,,1.0,2.0,42.0,,,,,,,1.0,,,,,1.0,,1.0,,,,15.0,,,,,0.25,,0.25,,0.25,13.20754716981132,,,,0.05,,,,,0.5,0.25,0.25,,,,,,,,0.75,,0.53955,,,,4.166666666666667,25.0,0.3409090909090909,3.0,7.0,,18.0,,,,,,1.0,,,,2.0,,,1.0,,,,,,,0.3333333333333333,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,4.0,4.0,,3.0,1.0,,2.0,,3.0,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,,0.2,1.0,1.0,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628391,1610612749,D.J. Wilson,D.J. Wilson,1628391,MIL,337.0,6,,14,14,14.0,14.0,1.0,28,,,,,2.0,3.0,2.0,3.0,,2.0,3.0,7.0,15.0,,,2.0,3.0,7.0,6.0,3.0,2.0,,,,,,,1.0,3.0,7.0,14.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.875,0.875,1.0,26.666666666666668,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5167,,0.5167,1.0,,26.366666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
